,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.06185424974781062,-0.0476690198474208,0.005569268031934028,0.004503182174203453,-0.007154156143263415,0.07434546877568889,-0.06582281217293477,0.07629315322090921,0.0369387758635837,0.05165678020236243,0.020544901017919663,0.061493963828687784
RARRES2,0.011096694642317445,-0.022699283639551964,0.0036046144233624544,0.01596411714306676,0.07731092610106623,0.04135346729694762,0.03673964736768462,-0.05184786468852449,-0.011731666840079662,-0.0008978898054624818,0.024593823066441044,0.017156634460721288
SEMA4A,0.07568656902823478,-0.0006112087474475749,-0.026020513031325385,0.019866376464853536,-0.048643535807252156,-0.02476663886440608,-0.01581506616420284,-0.031220017897086692,-0.027458724909519488,0.00029901242175646154,0.00024373170245175094,-0.007678708831562988
GDF11,0.006310003016902386,0.057467682966410596,0.026358527578126435,0.008383571850041665,0.020401218307933452,-0.03227649728897624,0.014801181801031883,-0.015367729581976668,-0.03608891187949808,0.013884056184318525,0.09364895786147862,0.049678928408119195
GPC3,-0.03200755265954803,-0.021037790252835278,-0.01542016680735921,0.025992028992835668,-0.032468759377593116,-0.01800266963093861,-0.018568746494219895,0.02563320203169214,0.021280079532774776,-0.00554052835652769,0.057722157627398116,0.05154674366001278
OSTN,,,0.08136138687342745,,-0.024895872097987437,0.0023194074133521866,,,,,,-0.03110991447235029
GRN,0.06404474970931141,-0.06478689231502169,0.014067403450107317,-0.052121299731656204,0.03014608552435593,0.06027509888291401,-0.059399557060477226,0.08980198158970032,0.018103392151420313,-0.006635208515883618,0.0070376446083474575,0.011634810563211626
CALM1,0.042846965481084326,0.05453067853652649,0.01043158263487218,0.021680199340111624,-0.051821805132882225,0.003705674887422565,0.0705893346047052,-0.049260880804957885,-0.022516790249207774,-0.0029039718239475608,0.026097070382119416,-0.039262329181824235
ANGPTL4,-0.015138302810937539,-0.04736009531541673,-0.04866986956878407,-0.05588819223661066,0.01547542343556794,0.01200867501974899,-0.08210253296089207,-0.019282702466750234,-0.01440523740504835,0.02444264293738234,0.017828718285114484,0.05721866204212474
BMP8B,-0.027252945660942402,-0.00963217000198847,-0.015228930824009756,0.01381023463294234,0.08075384567368198,-0.022924806857743996,-0.015054892136641932,0.012891271093710589,0.03220363135917797,0.002854067696531572,0.06866362629851507,0.04937964872123675
TNFSF4,-0.0015480215419892487,-0.02252859390024373,0.051562375214022425,0.012552747922411648,0.03585566356099128,-0.032336784846770016,0.05878974935987268,0.01249749439870141,0.011387218898721742,0.07655334461486325,0.03265235298142683,0.02843180954294787
RBP4,0.03818815343470506,0.018830445492737758,-0.00498223989878212,0.05295832331924139,-0.03441496390349317,-0.04266122846351576,-0.022214503129702728,0.030690652087470228,0.003207671669495535,-0.04035725337514969,0.07226300609681806,-0.022586462086363255
DKK3,0.07522054772189943,0.07407938315184812,-0.0351590766432566,0.027923599891095486,-0.0652272381616068,-0.08206260214963738,0.03512254847842784,0.056594852920888894,-0.03133416618819108,0.01959766714410425,0.041903778275650255,-0.06670757487595436
COL11A1,,0.022915337948111403,-0.00023248274634812417,-0.01381905350601151,0.010360880183283839,-0.02808646575387754,-0.0662144034816171,-0.038733343142204286,-0.021759029796245596,0.04413406840113206,0.005090626363806088,0.08942347086192902
COL5A1,0.04113282555175618,-0.002163039474628087,0.01569603158254882,-0.03538364583926649,0.0069704276906704206,0.0021600783067203156,-0.11145130116374621,0.0747546602131681,0.010843905686001612,-0.0008991032044980353,0.060046395464583534,0.08032639849267777
KISS1,,,-0.015514982914962751,,,,,-0.026292052689237316,0.06219016579801033,-0.0016067406592681673,,
MEGF10,0.07026781278303108,0.03269789297066926,0.0018073940566953803,-0.029889471879174366,-0.011765323376550403,0.036336970823511006,-0.008251180483384642,0.041135569769894055,0.023641420786879086,0.04589126680856345,0.01738647008740542,-0.006048267429059099
CEACAM1,,-0.014863576472647447,-0.002822367459882477,,0.03796896535941809,-0.010100825066972395,,-0.022267311972879192,-0.015175138963266641,-0.01603498154134533,-0.009029688586326664,
EFEMP2,0.0052014635539119475,0.021308695308345213,0.020121713141797764,-0.021246704210513032,0.10027195647648127,0.004064598669073147,-0.06447226967586701,0.04223488010740388,0.03202949455185474,0.005633448790936088,0.0610433136134663,0.07777780282980269
IGF1,0.04325839848404869,-0.03695470083285332,-0.03463446057968116,0.04208420671836615,-0.020004258042009632,0.03223718129159453,0.011207997447208802,0.014649533631611112,0.01250739477623739,-0.05051195615537734,0.03374131382542512,-0.02994633318345327
COL6A3,0.016390745311752424,-0.03661397608394088,0.004753850405085628,-0.0396004869472093,0.00635824971083313,-0.0047508773287662665,-0.07267358798862529,0.10508687074099206,0.03340608799234689,0.05168542091229924,0.03761553795039754,0.06983517795292885
