,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
CSF1,0.0724941125858455,-0.1357206807071851,-0.0733308386341277,0.016663856529384218
GZMB,,,-0.017016195995825257,0.0467992080003977
WNT11,,,-0.01997891769499795,0.0691485559987499
FASLG,,,-0.014834667088609556,
SHBG,0.09746896812671366,-0.034752402048612865,-0.018473649643195797,-0.043629186073822754
EFNA5,0.03814057785368794,-0.10335228716781733,-0.023458132736062884,0.029334837855337696
THBS1,0.07858520226919534,-0.007995793364625374,0.022231381194893804,0.13472575183255037
PODXL,0.09078452523523399,-0.04442648751687862,-0.07382618721120693,0.14841262102751898
C5,-0.05671645502610167,0.03439374597991281,-0.0633357992887606,0.06301837924660043
DLK1,0.15062664066689338,0.06418666937046746,,0.024225520952826426
CXCL5,0.007530247333297833,-0.04488822547859923,-0.005071013430219681,0.008772653886701603
BCAN,-0.08471174986022399,0.08504532062838664,-0.06383356798588825,0.021893992769474974
RELN,,,,0.06463994622664997
COL4A3,,,-0.027353515356970497,0.055478002072371836
GNB3,0.03885771635611962,-0.004579224919388813,0.0015614002421489137,-0.015272719566574673
PYY,,,-0.02591745241935513,-0.001487612334184975
MSTN,0.0772718515058539,-0.020919314916138715,-0.01018172714456883,-0.0037196441737578348
COL18A1,0.03847803718973961,0.09333121836477763,-0.04118394989768112,0.12067743324018643
FABP5,0.02842247818536741,-0.04221792422795716,-0.07769645876782293,0.03190748494608054
TGFB3,0.1023032615150402,-0.08514402374801001,-0.035404044403647986,0.017910939641428758
BSG,0.012734462389238463,-0.06100395571306127,-0.06999555864327038,0.04514592960486968
BMP8A,,,-0.01823113512276251,
S100A10,-0.021439987288658913,-0.09326964483142826,0.007734472460508906,-0.05881872408212405
PLAT,-0.042502235097729685,-0.03100849706547833,0.013526927048125525,0.11979330861507372
SFTPD,-0.04260955229356256,-0.044113085695314636,-0.034999633670859384,0.014594649750510467
EPO,,,-0.015054278081865019,
FGF7,0.003022417520484304,0.025198480116648866,0.048070877488561994,0.0153163635572308
CGN,0.10473889450498917,0.004634291947141402,0.004650520301097609,-0.004457569973170467
FGF13,-0.013838832237696354,,-0.008461053173268278,0.0061837458859389785
CXCL13,,,,0.10338205311991579
ACTR2,-0.011277381752871617,0.03447250362844046,0.037794200667520275,0.09791698909497391
SLIT2,-0.03318130994634652,0.01443391651350505,0.03307901544979474,0.04924198601464301
LAMA5,0.10202132743012529,0.05090251508429775,-0.02601724398513954,0.07537732135457965
TIMP1,0.04413566059647976,-0.15868209420322532,-0.0512588856731792,0.060314115137001426
PLTP,0.0853226321003656,-0.0024838565128869543,-0.05650271342013176,-0.0018120894888044405
TNFSF15,-0.004304993465716677,,-0.03919574488327093,-0.04609883577658229
PRND,,,-0.019297135772854305,
NPW,-0.04303283897391601,-0.03297556684221804,-0.01345660781034866,-0.01571541611313131
SHANK1,,,-0.026838750633680238,-0.015199204723012255
PTHLH,0.03682422443195435,-0.0046261391017815645,-0.009186978199803433,0.0004992056004222774
SYK,0.00045871100504168104,-0.05793289533676594,-0.026695707847521802,0.022220338847886892
FARP2,-0.010395525601866766,0.07137494888661552,-0.011406411832374348,0.029184562030761686
P4HB,0.012824595149213216,-0.04197366623178304,0.02478639017305644,0.10200979571805524
TAC3,,,-0.00017425536185229894,0.02455364860911575
C1QA,0.11145256038047917,-0.010664315962689632,-0.03308157730114491,0.11574904521685725
EDN3,,,-0.027353513668454697,0.1618040874720046
AANAT,,0.18983613087400217,-0.01569569083647702,-0.025433022027391075
GDF15,0.09488227026629886,0.008337350330894232,-0.07388730305881011,0.037820721274157275
LRPAP1,0.009006892357764347,-0.06431580275917781,-0.019006938453892612,0.007371393499789918
LAMA3,,,0.0320494621992684,0.07257644544599709
VCL,-0.0746330971906894,0.024881013507135463,-0.020214446652141015,0.07932325842279542
COL5A2,-0.05127224071142455,0.08122084321810975,-0.06809422699693016,0.11077359282623124
DKK1,0.017125588686863664,-0.020470753934755948,-0.03630891191141994,0.014366347052769653
COMP,,,0.1442351905446123,
POMC,0.03861482313264601,0.07506294148893024,-0.0128535060655541,0.05349549898788995
CD34,0.046011198767681574,0.10836567126453948,-0.03284990552547001,0.022355686474189382
SPON2,0.03252924396706566,0.11928321770666633,0.0042060367147583365,0.10308678538218709
THPO,,0.04860443100833805,-0.02251956715053854,-0.03473338680838658
SFRP1,0.020510344697551953,0.011927446666976522,-0.02047672989291471,-0.013451552738618047
ARPC5,0.012355880258571006,-0.0178309873282907,-0.04394005485265281,0.02944945343863277
VEGFB,0.051291439944821104,0.010966901065789276,-0.041843285632676135,-0.07376618239606689
LAMA4,-0.022228532764493183,0.124083241138942,-0.0010900892839833132,0.0773439058732849
NPPC,-0.033712062255804275,0.06585293467329538,,0.05574139854047587
HAS2,0.04789796557639689,-0.0737369748599206,0.093449323650566,0.028228867684394386
JAM3,-0.04294039437760779,-0.06600725845390323,0.05693139967932132,0.13434344325614883
MEPE,0.002338882094500813,,-0.02080263795979361,0.04307298544919546
ALB,-0.04708746296682404,-0.02813806656947301,-0.02296803545464645,-0.0016572892505200346
SAA1,0.22683203249285516,0.03960850841857845,-0.007785732402057674,-0.00978134139323631
SFRP2,0.06378200013415516,-0.03589417090189766,-0.062082247026921764,0.060284477935520886
CXCL8,,-0.05938276646058002,0.05670629311904554,-0.0010421115186303538
VASP,0.05234733323869043,0.020203568543332506,-0.05199167580997734,0.0018307109478939024
PDAP1,-0.03165455448090778,-0.09013914429453097,0.016186604696287125,-0.002742063402061149
VCAM1,0.10987427605002215,-0.015579094750425479,-0.050331910250290095,0.047747336589617995
CALM3,-0.10192122954594415,-0.0009185513845883067,-0.0007213493605799677,-0.023860312057741057
JAG1,-0.103496170215657,-0.12243695976678183,-0.03534619258326305,0.06406226639084471
CFH,0.005884073661111649,-0.00244174063153249,-0.026531986507738543,0.09229602022973993
VIP,-0.0347436608904845,,-0.021441112875463443,0.03898114117795655
IL7,0.02337868325915214,,0.04700527811719811,-0.005574843202368992
IL27,-0.03474364271334783,-0.035327248706384755,-0.026447205637516985,-0.02448989505451079
PROS1,0.11250923913606581,-0.07180370115595833,-0.05223023116672117,0.0369097865247578
TGM2,0.004820831861248093,0.009100105701518679,-0.0002654773426606916,0.06680433163920842
C4A,,-0.024953348509026516,-0.024551009637746653,
GPI,-0.02482758624377967,-0.0696034573672065,0.06711380100345106,-0.02507678692622553
DLL1,0.18070976243092793,0.07016668482267535,-0.07330184165148887,0.010866141632601948
DMP1,-0.038621350681473994,,,-0.026344993749274896
DRAXIN,0.033436356529514204,0.09940314047779661,-0.030617229496285547,0.09355674951247858
NPTX2,-0.014637273133081405,-0.05716323518257435,-0.04373534525627665,0.04546443443241056
PDYN,,,,-0.03236997276941543
RIMS1,0.07440943728539082,,-0.01816437264933287,0.0145224705478319
FGF9,,,0.05519968594886468,0.06836253845079315
COL4A4,,,-0.028393983015259996,0.04031242692558249
WNT5A,0.0799602197624934,-0.025897281522810293,0.03456445320307035,0.039296097432732414
F12,-0.07124612393939564,-0.0055600012937359975,-0.038003000722729004,0.08627506608382529
BMP1,0.13891103415491088,-0.08513654864820985,-0.03816194628120003,0.09755830895872485
FAM3C,-0.046789332086421054,0.03008871923414273,-0.018500691761335786,-0.0091849625117283
DSC2,0.12997395616233626,0.06286701107800731,-0.044445802180440336,-0.011845372740022531
IL36B,,,,-0.033303487503477884
BDNF,-0.007396718694261359,0.002105310960704816,-0.046140203207611336,0.04118400300526589
NXPH1,0.04004462569219803,0.029349580235429877,0.019564214233449246,0.07901911610597868
HSPA8,-0.045617456936399965,-0.07554054321657179,0.0156970757014602,0.02276219490583693
LAMB3,-0.062465713161224276,0.028647135266763858,0.013044533509383865,0.054230640505346504
PON2,0.06926230951999436,0.09376279490733193,-0.018841444707450822,-0.039538791480312585
CFC1,,,,-0.029468375097496707
TF,0.016861341962263122,-0.017291102837722883,0.015418239882832054,0.018896020599165668
HLA-E,0.1688773612289785,0.013983929423156146,0.0007727353255605548,0.11318987952885319
OSM,0.045651469219702444,-0.01149318435746436,0.04655291841913691,0.0532021833217067
ULBP2,0.07798338300775166,-0.09172554648417226,-0.046558120617552726,-0.014531598338885328
VEGFA,0.04067840209038083,-0.08906499555409968,0.08428345731684324,-0.0019643267841172613
TGFA,-0.005362956607707095,-0.10336806392743127,-0.07241599049146052,-0.00020050684316173787
HLA-C,0.018750569511223066,-0.013541912591051584,-0.0889500369880302,0.06860909599597083
CD200,0.025809515128036205,0.03151178240142554,-0.08717100190473806,0.06505581711197005
BMP2,0.10261926922622688,0.03467693227283733,-0.043034464796699416,0.028829968590764928
TNFSF13,,,-0.021909068703038905,0.05081570173837028
CSF3,,,-0.014156521060652029,-0.029608775105662077
APOA1,-0.04613927617450679,-0.09810065565640046,-0.02766629488723972,-0.02115076478810104
IL15,-0.03404965850466263,-0.058086413986409575,-0.0631827088627303,-0.019707243011963065
FGF16,,,,0.08710846282915237
IL12A,0.005421529422136899,-0.030683980633858545,-0.018425718286691886,0.07513505130184689
ANGPTL1,0.05234141712786937,,-0.009829176736885702,-0.02751790160652418
FBN1,0.06454719724951868,0.037013485742879416,-0.07030258570078125,0.05624240321386735
CD274,0.0977463521045867,0.07238311247305977,-0.004014609228781121,0.007133045077454092
NPPB,,,-0.015270893151102133,
PMCH,,,-0.032462752370327815,0.04305782679122769
MFAP5,0.09907435665117423,,-0.019852194361492458,-0.023236474483474462
GDF10,0.038271450982312785,-0.03327661547781954,-0.03977593309002992,-0.025558379192061522
COL4A6,0.04004208814064508,-0.0021204631881313763,-0.06072994287544609,-0.023719017960103762
TFPI,0.03671545364563833,0.020748894117857568,0.03914951781349103,0.051969267573737835
FGF11,-0.019469543523931772,-0.0376450214627364,-0.008945419464050107,-0.006180419327347992
JAG2,-0.03207818553333642,-0.07435440156083399,-0.055689942086043595,0.04158830559250635
CCL18,,-0.03700506661533115,,
NLGN3,-0.040008867975310225,0.01894444906958806,-0.03173044842861516,0.09196502777941203
CNTN2,-0.00544448012288607,-0.016300384991694047,0.013106808110128092,0.01746351586573524
FBLN1,0.0037406268067042567,0.06095909554572005,-0.06131739894651241,0.04922565100434156
NTNG2,0.06761446635677083,-0.015316859316433598,-0.05946837725450035,0.006820500683380206
CLEC2B,0.04806000018879814,-0.09457509439232276,-0.012591290725060456,0.05073787168420674
EDA,0.012749164332179107,-0.04866523202774046,-0.009327794114418747,-0.015533521474071438
C1QB,0.1254391568550896,0.028218524375721667,-0.07770327361934933,0.10174713739317241
PSAP,0.10625623363264973,-0.0685255483642719,-0.04142633753791293,0.06243850868665497
APOE,0.09490635510988853,-0.058995492716400706,-0.08006747810612519,0.10698858140537044
TIMP3,0.02205594580560649,0.06999341165270068,-0.04720131175392324,0.10941548398061492
COL8A2,0.059087015927656264,-0.014511144540522625,-0.0243782290454294,-0.02805414544278663
PTMA,0.05047123903385774,-0.021131509512331725,-0.0011722592290726425,0.0702696468495769
APOC1,0.1637171035348765,-0.06881007349035165,0.0010105592716571769,0.045209879013887226
PF4,,,-0.021124029580261022,-0.025122271797150902
WNT16,,,0.02893583501334748,-0.03767152242410572
LAMC3,0.026829176003606427,0.07400297085008209,-0.06755325491339527,0.13836758518116593
C3,0.09475090190071472,0.10476921298245455,-0.035075755338859385,-0.022011406440775774
S100B,-0.014497444842387965,0.10662141318235328,-0.07485852653530906,-0.04385140859064412
F7,,,,-0.014988459861075549
COL6A2,0.006028321789342931,-0.00358285301578253,-0.02914758336714972,0.1361700139873437
MICA,0.033495318445044164,0.09089713242516348,-0.100321051400559,-0.02527245784693145
NPPA,0.006230358214690452,-0.04903205099841918,-0.02014607824422874,0.04787282302305796
COLQ,-0.013524113446393576,0.08775239527407257,0.031042155411020223,0.0389614564724156
SLPI,0.038114030769155885,-0.028627935735195825,-0.01563644644570339,-0.0033560874088402123
CD59,0.05371364737692654,-0.0007932075992907983,0.003693524106793157,0.13013044990617903
PDGFD,-0.014237190818300662,0.07440044140614836,-0.04321003889141445,0.011526911881142188
FGF12,0.11593680198605474,0.08081428399175286,-0.04481866744658955,-0.014729623903732744
PDGFC,0.08592806401952663,-0.01512240415423659,-0.06434106836595456,0.02312698973164137
CCL28,,-0.037005208252008356,0.10374596600220883,-0.023100834113543134
GNAI2,0.028830162373220176,-0.03705071884361538,-0.05757604626554467,0.07510456627343245
IL1B,0.06090786181087826,-0.10823702784188674,-0.02362327014057036,0.01445033886951372
TRH,0.08188029663175746,0.0972355861977158,-0.017104424417839492,0.09780579505357057
LIPC,0.048622732246478145,-0.037549930407229364,-0.026708768786549368,0.07646785410060836
UTS2,0.009139080382903734,-0.03455109393759719,,
RSPO4,,,0.0018999867258065876,-0.01565768995297633
CP,0.023598453588766367,-0.08215062969908793,0.045240764541144965,0.0192989265601735
CCL25,0.12716146428255395,0.026261593131344723,-0.022968034021037507,-0.012189830550288052
MADCAM1,0.011695337033673718,0.16235848390578217,-0.03938977524137863,-0.03513931844835595
SEMA4D,0.04059177316851782,-0.04960800610863163,-0.027074463913117443,0.03229693692886872
SERPINE1,0.11344410148095634,-0.027738215609828882,0.02991750460427147,-0.013243286430612886
TNFSF10,-0.01947317000899303,0.005666035102931831,-0.05706070057273736,0.02239329795962152
FGF14,0.0838809175309398,0.06425960949618179,0.004088468887133893,0.09262710508513801
BST2,0.04216896754348074,-0.0022988252107811087,-0.06857699266092042,-0.0035012081089950938
PTPN6,0.0506714627103686,0.05690733230048654,-0.03688489557153848,0.0030461889086368346
FGF22,,,0.016448702681771392,0.0475614231413729
TNC,0.13548988935109726,-0.06891024757646565,-0.013102520313104929,0.0032003194024094904
CXCL3,0.10093892232231569,-0.05650512981723582,-0.008412484072305403,-0.024289146767609657
CRH,,,-0.025649125907443383,0.06734008561310631
GREM1,0.01029240101150499,0.1279948337238903,-0.01578463859445358,0.00035184255901373244
MST1,0.027973748651390167,0.04225578896499966,-0.02873588681556128,0.04846827984133544
ITGB3BP,0.032339011522212906,-0.002777941673359049,0.017697066327676567,-0.017867615992232407
NCAN,-0.04208707149492828,0.11594335375365128,-0.03494102258914615,0.004972486832711275
DLL4,0.051218604192332415,0.02260107149916205,-0.0660325260860543,0.13776899467218778
UCN2,,-0.040179781424063254,,
VTN,-0.03155748250675337,0.15489341419782768,-0.02455101473483047,0.02518060932637935
CD70,,,0.014599337718775427,-0.04992767509103877
GNRH1,-0.006533195798406866,0.00867181824702036,0.07260787638563704,0.041922119660553016
CKLF,0.04260138515132599,0.0733492871996857,-0.044837305466965224,-0.007405650269926426
NTN1,0.05732221433777819,0.04275939029339222,-0.02383460489529792,0.034739644322305224
WNT7A,0.02237577891999122,0.026088910191495254,0.00016518477638930291,0.04909797934889631
DSC3,,,-0.015054282651433385,
HCRT,-0.06346551961949577,0.04563834085044555,-0.05599531896770137,-0.022038242032295815
CXCL1,-0.03720947907520228,-0.034169130416976966,0.012433084157747933,0.042136093571010086
EFNB3,0.06656880719580639,-0.07223003670057337,-0.00737277708264861,0.07086598961489957
CCL27,0.0027576358381288797,-0.07507457712758348,0.022232977529150134,0.12943708248407637
CCL7,,,-0.014834661813579009,-0.04189442160778165
BMP7,0.03153066773375809,0.08730603713448201,0.038136980041515695,0.02579064098175668
FGF5,,,0.013569151639445907,-0.026145898955326964
NRG3,-0.058935879699498935,,-0.02664593580440643,-0.015866628543542097
RETN,0.0856515296011807,-0.04712668122948115,-0.025378391103931534,0.049300881094591485
OLFM2,-0.020885161755365082,-0.03961256957115989,-0.04044084113159253,0.019822893693295
NCR3LG1,,,,-0.011044660923941076
LRIG1,0.00625515557405232,0.12630621362691677,-0.05517180222111697,-0.01695957843372391
SST,,,,-0.04475279421330301
TNFSF12,-0.013320848707333612,-0.019734373602771648,0.01743636176463365,0.004799060819434371
SPP1,0.15083062794133703,-0.15342979021955166,0.08423316226525002,0.030053269075924746
HSPA1A,0.04623976452988831,-0.11641421179254123,0.043267165141100294,-0.006820790462423167
VWF,-0.07059165802549548,0.05160782652406114,-0.05236309976881298,0.04183816689723569
S100A9,0.12562202283393523,-0.11979996321842565,0.03130237810073394,0.0349245165990192
DKK2,,,-0.03781865187692799,-0.029567804485264408
CTHRC1,0.13286957402926802,-0.00429295398599306,-0.06093520209107077,0.1013391479913697
ALKAL2,-0.018059757180686004,-0.04643306125830379,-0.0010962162923096404,-0.04768992704564924
RAET1G,,,-0.01877106495902471,0.05825393286270646
CEL,,-0.04597645382540809,-0.04894662234882847,-0.03426247420066231
CCL19,,,-0.028359784791899618,0.022449230184312424
AGTRAP,-0.0031135164171028767,-0.04699468973957377,-0.02179597812216851,-0.023277195393872754
HLA-G,,0.15842055034216995,,
CCL23,0.022848847538042574,,,
TCN2,-0.032097533570359583,-0.04497705574600126,-0.033340525774234644,-0.01330101332742782
TSLP,0.020778361810897452,-0.03207052560595895,0.016626460586274386,-0.054803967808151756
LGALS1,-0.014845363697360317,-0.005710295955477635,0.0017497219307071894,0.0007129990187337626
COL16A1,-0.06416172460065939,-0.014138496174928305,-0.07816009638748168,0.04241525122151209
IGFL2,,,-0.017881299368192084,
PDGFA,-0.058381365845026546,-0.0429474378970247,-0.003911756786942264,0.04784193696012085
LAMC1,-0.015085561063578591,0.017241332256009056,-0.06990050240037078,0.048665671461237445
EFNA1,0.005219636139857999,-0.06718827330184272,-0.07480440413119233,0.024094967083207356
SEMA7A,-0.04995422216003679,-0.05163799720804779,-0.04510731747683314,0.07117687737322076
ICAM1,0.10128211314168653,-0.03214469141293231,-0.002754428555017414,0.0290051592851393
IL10,-0.04208889827284716,-0.03255990931274407,-0.056945637643974194,0.0667360721452502
PIGF,0.03662297349748434,-0.0028353890690057883,-0.0027878336087305247,-0.01585256249249461
FGF20,-0.007692063177377055,,-0.027734387018132817,-0.023177369272329062
TGFB1,0.0243998241252767,-0.004488466383432878,0.01467454138175275,0.0432372391406651
NGF,,,-0.03440669240839154,-0.0031850227924429568
SEMA4C,0.01191088106908283,0.0026580330880254504,-0.04094701544210838,0.04797778782551165
PROC,0.025524446838510025,0.07163903420917705,-0.029216929465124827,-0.006312012988098929
CDH1,-0.030882929923593892,-0.05039598912133593,0.042616066856097166,0.048575723065377226
QDPR,0.08122499206354673,-0.0958810840782596,-0.01439823822762914,-0.04223361284675234
IL11,0.12361603112276957,-0.00881163229698934,0.01088113964255496,0.07032035563668441
HP,0.09894723981878903,-0.02339733843113425,0.03382137078498475,0.0683953742384148
NID2,0.06646069484794671,0.09842559845140937,-0.07279731135284447,0.09307768907452021
SEMA3D,-0.03474357883392239,,,0.04519468686698845
LAMA1,-0.004438042507047972,,-0.04649982776935849,0.0271819193733488
RNASE2,0.08734241023780316,-0.042159660348154375,-0.03713755764509824,0.05443111698396145
FGL1,,,,0.00427153258854086
PTGS2,-0.032435178549392124,-0.054136809274200316,0.046551797185517454,0.009180230209252162
CEACAM16,,-0.043157227836324086,,
NLGN2,0.03609374558639322,0.03343589305448896,-0.06353325032801026,0.0461322883621667
NRG1,0.1668567970085803,-0.021765488823616345,0.0304968269461058,0.038857042448788494
CALR,0.052396329093179456,-0.010206609262105698,-0.031139641483891492,0.0904266664202256
CXCL9,0.0028169637096541944,,0.003940399826105851,-0.02396936177572343
C1QTNF5,,0.17523912308587233,-0.012262127616655226,0.037542718452674415
FAT4,0.1119222593288853,0.039201988235731025,-0.018097066739656466,0.04916346854531006
IL16,0.0823339811372009,-0.04033311228493137,0.027156963441841007,0.01692213858867791
TIMP2,-0.02759179066412869,-0.011170825985840382,-0.06316238390357128,0.10168427654795427
HPX,0.06967258485450019,0.025684007321486957,-0.034741370461657324,0.04439766619267923
PGF,0.01578785370504249,0.07194861684546301,-0.013824527619880513,0.050498718210946036
NMU,-0.07361242403969538,-0.06333566468278444,0.03467606608726293,0.06513585187601226
PPY,,,-0.028660093775014998,0.04691455620599993
UCN,0.0009824233631933134,-0.04169042178699791,-0.050492284772808274,0.0466801820226987
MDK,-0.07021096555063065,0.08578041949172213,-0.05457169180488164,0.03149036598565938
CTF1,0.046468715056952964,-0.04392636899721887,-0.09198575205013239,-0.0020564770926049356
LRIG2,0.03897679154478111,0.0011626852299266976,-0.016450575291352205,0.08649603612928834
ANGPT2,0.05650552612899208,0.10988939391653893,0.031021738525059142,0.060277579433933755
PROK1,,,,-0.03105253543076173
NTNG1,0.03396077657925584,-0.057700050735036465,-0.002157895978056713,0.06840181546202576
INSL3,,,-0.020312024225766372,
SYTL3,-0.02640940566253152,-0.09917051857938049,0.0331605637012477,0.06300863469239922
CNTN3,,,,0.05908230347444643
ARF6,0.020176749766367217,-0.020227171891044664,-0.01530469081492385,-0.0006769238212468863
SEMA3E,0.10619675924921448,0.10197595910464809,-0.009365142575286168,-0.0048065435785488156
PROK2,,,-0.013923508649748504,
SEMA5A,0.1058516431296667,0.09869347605193016,-0.015282802152827306,0.07984272751598992
HLA-B,0.07304497066862667,0.0048533412104779326,-0.06726126339061846,0.13460571257820256
APOD,0.04014805011553821,-0.01105892386022509,-0.009881042571696374,0.05273395910201661
GDF7,,,-0.028974130981836085,0.021644641434209928
INHBB,-0.006225175561992979,0.09196520404016355,-0.025506787872969994,0.02490754825780162
MATN1,,,-0.020802635090679165,0.06182301469131581
HDC,,,-0.05021097287051819,0.021146255896867763
PIGA,0.046071847919677104,0.11701377350972456,0.01807007334152386,0.04910961695004768
KITLG,0.013807977041446083,0.0368929003773299,-0.04047627402132361,-0.0026019283765293904
SEMA6A,0.07870299936292813,-0.051737667123499115,-0.020513585052261526,0.011758175457305498
BGN,0.024004304816391202,0.0927257784754921,-0.04197315698520549,0.13010109441150636
ANOS1,-0.025835191884106698,-0.041892667695700325,0.005261830923572703,-0.008252603313896217
AGRP,0.02039769405406652,-0.05249845176715152,,-0.023177363546791167
MIF,-0.02291576695705507,-0.08015776763261674,-0.010243913169731163,-0.08801141324499012
PTN,0.08337618584193701,0.025458569209716148,-0.04838597785741952,0.09419747031156969
BMP6,,,-0.018792143592152855,0.05401598884483785
ULBP1,,-0.05731181814517853,-0.03312580885481922,-0.05026255002870578
TG,-0.026672363355891675,0.020792947627489733,-0.02760791631678395,0.0175828546571497
VEGFD,,-0.041690344019067835,,
FGF17,,,-0.01610994307022192,0.033493782082458665
PODXL2,-0.0017134981269608825,0.05443409420026398,-0.02890528396369975,-0.0195538838266133
AHSG,-0.036241154734957,0.08777214712576367,,
RSPO2,,,-0.04006391420519096,0.033782828650613606
GAS6,0.08009264942017198,-6.385348758975237e-05,0.00439277127691007,0.020832449343342593
ANG,0.11669253009336887,0.027184474274951863,0.026627057507045904,-0.008879119998407152
F13A1,-0.008727128801467407,-0.03485776675962517,0.006598297690501734,0.09996759465289912
TGS1,-0.06086407558307298,-0.03928464161418884,0.061161669704199235,0.024786769587900225
PTPN11,-0.00042912355785891537,0.08382727804222413,-0.04860747506947998,-0.06842118618112178
IL23A,0.04475785761311504,-0.04363720918663698,-0.024410782104829266,-0.03330351903488695
CXCL11,,-0.03645334645600426,0.06955890775164127,-0.01925793411316413
CXCL16,0.1963490058336552,-0.024939982737680097,0.030376562590669128,-0.017584016734880605
NPTX1,-0.0023057730690551914,-0.021523005601375995,,-0.0009007272134717801
HLA-A,-0.0344140401219359,-0.03319005564705611,0.05322892926271186,0.07729521860690508
