,MGH258,UKF243,UKF248,UKF259,UKF266,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CD34,-0.0017975505678036968,0.06651258602721156,0.019344622052939877,0.07741208767619084,0.03082218993094821,-0.021411357581413402,0.0240570225791439,0.00567392024911702,0.02542899603642342,-0.022752484486400926,-0.01700243447386892,-0.010502637871214445,0.08266637013083959,0.02282214723733942,0.009252954067721725,0.05756316661721734
CCL23,,,,,,,0.049595884127318315,,,,,,,,,
PLAT,-0.028119297681112532,0.06056456597004064,0.003959621340351726,0.009791537181673407,0.02433096550656674,-0.042469271224137344,0.04782451074770796,-0.0021713913066748886,0.06548325568520133,0.05661816911605798,0.05732769566889584,-0.008864253751449346,0.0710338050897202,-0.003196025160041799,0.03844838952583717,0.11835868600801586
NTF3,,,,,,-0.0027094644215190666,,,,,0.014114511958690516,0.024592383737918878,,0.04081802810540626,,
LTA,,,,-0.016857868439358843,,,,,,,,,,,0.05271189191530609,
CKLF,0.04676086101610326,0.0509271911332096,0.014123379331808919,0.011142441911828222,0.061656946137918056,-0.0365433095856786,-0.04889966665347911,-0.138350278745682,0.017446096562940074,0.03463408590073553,0.10298842761268176,0.056363545430440344,0.08299078604469103,-0.021178223731530145,0.020204949852698578,-0.010207653996091947
CD24,0.012655283369082577,-0.09294320981147114,0.006948438670388565,-0.03373703786681592,0.014521683919680086,-0.01636671593122379,-0.005177642387023317,0.11806739070213211,-0.003757671780261094,0.02090208331281563,-0.033325320914881607,0.04512272582947664,-0.0016335870079445369,0.06121067982694823,0.03995466354196929,0.025376464219617714
HSP90AA1,0.024043653464366394,-0.0385219762676094,0.02457696059179447,0.035237143972803316,-0.08544878648281884,0.02123228956248222,0.06916497650726723,-0.01725142050105142,0.0647397988664431,-0.002496908986678676,-0.06371717411991913,-0.07897360638290132,-0.01499566159331471,0.005693307013633867,0.0361038200943808,0.0689410282088989
BMP4,-0.016938382942589456,0.0021541393612387236,-0.06537176999611989,0.030394182601821473,0.02182517367920088,-0.04208318996288563,0.04608643050526844,-0.07212226809376021,0.089188286203076,0.05601440073521855,-0.015170591656920621,-0.06360223564496113,-0.019699168858416476,-0.0045759253773079095,0.0801262615049089,-0.003201475982526284
SCGB3A1,,,-0.020185150477169934,,0.0688152424807175,-0.009653100822901245,0.021562891658426314,0.016064804230928067,0.0424020386870237,,0.06724093831120848,0.004763782140282258,,7.415255105537871e-05,0.004445606247350325,-0.04068994257287028
IGFBP4,-0.0031687107718057082,0.0422398988751002,0.013265490364275932,0.0024179332349063406,0.06984032393691245,0.015825520883632132,-0.0008697757301558676,-0.004184242098264238,0.05036115299982479,0.0707673031949696,-0.0101808689329602,0.01150467126256097,0.1358415562033218,-0.012446852563323353,0.08233024152726602,0.11279460529776972
RSPO4,,0.23504459275650674,,-0.025803921151769955,,-0.00965309941091688,,,-0.0535872702566244,,,,,0.00960308100809886,-0.02183813879106598,-0.05638687836229094
LEFTY2,0.15570012825551216,-0.018802906097078503,0.056612038255317444,-0.02214995466814807,0.05742889411815316,-0.01058474156407013,0.07367919257154826,-0.058236198226229635,,0.07852465716663737,0.008932778544012341,-0.004899909639214182,0.0874543616060493,-0.051275628651244375,0.08110608378951475,0.09880836062198185
PF4,,,-0.02093885342946143,-0.011475744133928486,,,,,,,,0.03323072417230087,,,0.15132249160985484,-0.04555930346725708
ANGPTL2,-0.005186701876901853,0.043629776879615556,0.006490104354887472,-0.012288692167363124,0.1107008322828338,-0.0018785568770443393,0.06678276918130831,-0.0019485819898513797,-0.0044512596185796146,-0.04569608299543048,0.017264340522389808,-0.0317039728891675,-0.050341790959660196,-0.0017239771080953784,0.016488675287121,0.1638983158582252
LRIG2,-0.026565696080427442,0.07520484721986345,-0.05532422040473775,0.019260543870617042,0.028751193309557208,-0.043494737993165083,0.040268210000977536,0.09550249933129572,0.02753230747864019,0.06656641583509483,0.05089081609222177,-0.018419046378350314,-0.02177983705940551,0.005685831004335583,0.031568616843962505,0.016629586900880518
ICOSLG,-0.010853816443659733,0.004982164450063203,0.001366707679477399,0.003951325257485393,0.08235267188858765,-0.01831978004377585,0.0006554793963942587,0.012620261160774558,0.020510801312261975,-0.023427145813641206,0.007038121737129191,-0.012899577100003596,-0.022911784449026258,0.09516815608121454,0.02378490886308846,-0.0020726971189063306
WIF1,,-0.07278303777652168,0.010118940895997349,,-0.048746348048187865,-0.01816513446284257,,,,,,,,0.07366919625607725,,0.003351002490416797
NPPC,-0.06558484182901372,0.05702129078408324,-0.033623248849286344,-0.017801709143963784,-0.032550944732080755,-0.013415445862731547,0.012540397089418573,-0.011749029533596819,-0.06306526985497402,0.0026695788830425585,0.03234166226402197,0.012102596593689743,0.09696831612878054,0.02503873600151557,,0.015530127390299846
LYZ,0.0470091585204797,-0.06438865538587898,-0.012727209557729515,-0.0060094531392358595,-0.01747809910879983,-0.016747446327554816,0.07452630913253847,0.03515213958271892,0.03454755741146448,0.009076472658874846,0.08123863274522754,0.06878403927216997,0.022957022461843793,0.02122701096840333,0.03209352777116984,0.0519378501704516
EREG,,,,,,,,,,,-0.07440841091177097,0.02737536687836795,,-0.02888127227822214,-0.03380310492811798,0.04258141730324936
SPTAN1,-0.08127925655112514,0.10069452330215242,0.0034538606532220433,0.006441307372624017,-0.05766420935822719,-0.033630194717179485,-0.0003969345200915302,0.0024975507961132676,0.051563769515811764,0.04746991045827435,0.009592858255220717,-0.043050371811164306,0.0010495756355351192,0.01438770748478543,0.017704411185541735,0.0766676281173111
PTH2,,,,,,,,,,,,,,0.023245760247661076,,
LIPC,0.009668176589659022,0.05041525827516446,0.014300433712762956,-0.00622796317864758,-0.020611792026559817,,-0.02892351209548926,0.02584181136537237,0.07474581340806104,-0.025250663452874945,,,-0.006748777198819089,,0.0808555935119587,-0.04006930277861097
COL8A1,0.010859176791421402,0.09614353995882093,-0.014922341820572642,0.030781134410541942,-0.022499449020590024,0.029601747713148784,0.11929655816858453,-0.04593275877652903,0.03777419224181125,9.814367429810933e-05,0.029528925880951334,-0.09085142629731044,0.11531953814623172,0.10646325842929977,0.038185737297932426,0.0012162620877301464
GSTM2,-0.023180878032848167,0.03656658861441848,-0.008777451430515873,0.00876038784133847,-0.011239798597552659,0.014299057220027195,-0.05166954354846462,-0.005903060598632037,0.08504451567243274,0.10329211771947565,-0.011189121521750774,-0.008247790089747874,0.007047360406793347,0.0009186481000069196,-0.04343741403537931,0.0908431557267528
IL4,,,,,,,,-0.04839423820652198,,,,,,,,
SPX,0.07706750207493406,-0.015450320956057409,-0.041460012991592986,-0.03379272200826024,-0.02757355518658687,0.017368197278298567,-0.007589997553830956,,,-0.0349347311135072,-0.06212186172455482,-0.03584728913509999,-0.10357830714201192,0.01151344425485659,0.03410311685439704,-0.11309657496885388
MFGE8,0.027940871305710706,0.003241676194496447,-0.009060623123066576,-0.037264782263452395,0.03501987317128492,-0.04146205090136989,0.1572151405552708,-0.0474318783990483,0.08367502241573246,0.02981638443227863,-0.07142489682773234,-0.030317385867265356,0.07396796701640851,-0.016295569263737552,0.037897421210309916,0.0922593409953993
TGFA,0.09012691922442345,-0.019431216798698896,-0.0013634477072091923,0.10427899882270568,0.03867482541841756,-0.022415618840369723,0.019633828475198217,-0.031619002548321846,0.03548293586998727,-0.020673191976569038,0.04901713445651431,0.00016377835386628946,-0.022429001046853962,0.02776917338552012,0.06737699921881332,0.12442799506852731
SLIT2,0.04307849581700043,-0.03538626957655407,0.009724034012260376,-0.039057483912320674,-0.0285620020107421,0.037201252006911406,0.06185705223211348,-0.16388894771779083,0.01979931207667587,0.07554386679907428,0.00805346123453443,-0.0038082861629172233,0.011673710122765276,0.05238800072955647,-0.024789285762820024,0.10005245657154459
PLTP,-0.04037353303469517,0.07832044663895439,-0.008315344069948185,-0.033117538011864636,-0.0056021784069145205,-0.07485058963581172,0.07568350964235593,-0.021592481511824076,0.020185754128030028,0.02593714349893972,0.054787939079326546,-0.03897030593766227,0.054516880640774486,0.00692862625355561,0.0038060455353061797,0.04115336558927135
APOD,0.06839384993391774,0.08600661169395966,0.013099608975185882,-0.0302527352558403,0.03864070295984401,-0.02136566820537531,-0.0992740193734021,-0.00822796175798549,0.00923902363409578,-0.09096122338818718,0.04477789544796679,0.0043498260073566684,-0.04390172497171222,-0.06062586882091147,0.07106284840344924,-0.00523387156773708
B2M,0.050203370432756356,0.10875170209820025,0.011410455182865663,0.02242522823238802,0.03696447475513754,-0.0028772100243976504,0.03467664550806032,-0.08499507377273247,0.019506819493996685,0.04198332768559838,0.10974230329052644,0.044019333749227126,0.11353711594154745,0.04238923584962747,-0.0024267713243389345,0.08048261178037805
OMG,0.018124226753940577,0.11631260565331851,-0.0030527666086161438,-0.006818493723031297,0.018933275178329562,0.0014723244357547677,-0.05773783814779849,0.07355557651897801,-0.06379911441836594,-0.038342080467571045,0.045712671618107326,0.020522400279572837,-0.08028417803412358,0.014515849603864449,0.07473854865649197,0.06567179169638176
CXCL3,0.14242419118626,-0.03319896130084324,0.04187471453048949,0.10220120020118113,,0.1006600109795221,0.04150734068291594,0.04483810852980667,,,-0.02970336374502544,0.01212982927426747,0.10948020045270011,0.03373743753010967,0.03530022797304638,-0.05238962315630441
CXCL10,-0.0957246614857589,0.10825507568516592,0.024341671303977516,0.034424482942915606,0.02206259114961169,-0.015687128471203644,0.05104143423673488,-0.14472858407408729,0.11432522286807759,-0.03407369450235043,-0.012935469695301804,0.05641774244714038,0.008240059603546348,-0.018079390791982453,0.008105179167840712,-0.0008001360059778251
RSPO3,,,0.06622233578775738,0.008788533216829814,-0.027471574163280523,-0.001422951258735322,,,,,-0.01739323579064338,0.005643178943703948,,-0.04631757693997082,-0.014406447052156882,-0.014503976037514386
CORT,-0.03905857023970548,-0.0021152591489685415,0.040956032703728704,0.06406523965246717,-0.0069385423119131765,-0.033928735696694294,,,,,0.006788801803664741,0.0415920437470117,,-0.014203217134111594,,
NCAN,0.06822337573833726,0.2229715637697284,0.022248471485486893,-0.03146133996644403,-0.01493194951781083,-0.0382676159507139,0.06082443009153789,0.027629732248093845,0.05492186521088485,0.04234151066187544,0.0684460273168136,0.016853690751538315,0.031780066648335346,-0.01345633852353271,0.05993890020978346,0.027462118162903955
PRG4,,0.12232366384781046,-0.030356058731223032,-0.013153014386346812,,,,,,,-0.011252275844198991,0.08853785932853014,,-0.03446825832621378,0.02992205027478163,0.1408273830611321
ZG16B,,,-0.027990711444506877,0.023102227080502528,,,,,,0.007003065495030802,,,,,0.02067896081774771,-0.035298131432781724
TGM2,0.019528926460257872,-0.017110401487127638,0.023920419966703185,0.008563496999693228,-0.017760723826057836,0.024503934811866565,-0.036549141725292805,-0.054931334300286884,0.058356466183830794,-0.0034640851680881853,-0.048097941443896584,0.005393050269769757,0.1062491319828492,-0.010765465856178689,0.062827293351702,0.028092110711966958
VEGFC,0.05672025592584188,-0.0343375864852344,0.015522947740828023,-0.023442193484127516,0.056349619951969465,-0.029022188019676338,0.09171628993971473,0.08342767469300266,0.011633156611439361,-0.030398613360042535,-0.010588943293564189,0.0184608978624059,-0.042763316336829955,-0.04516838971849077,-0.017977697854481955,-0.04279384128362912
WNT6,,0.0123278437415089,0.052434631284175116,0.04415678744715083,-0.0136330389226568,,,-0.06433256089249513,,0.13306133064189052,0.03857428601133949,-0.032644232862125484,,-0.018130496833176045,0.047176476265661654,-0.050199748787425065
NRG4,,0.005022499824368971,-0.018591234099456292,-0.01600782020431118,-0.016689359866215853,-0.007606878399247964,,,0.06826877189985857,,,,0.05875558044116975,-0.0003483437587620223,-0.029442333841246747,-0.01981398470365845
PMCH,,,-0.021427397804119345,-0.009034859639285566,,,,,,,0.043823009197889125,-0.04414323961336182,,-0.024221461336720863,0.06777136298465829,0.03811176163212135
COL9A1,-0.032196292002543425,0.10345710435991715,0.027946612936122692,-0.01671899986101491,0.06189212358532086,-0.020448290393918045,0.02970513313944284,0.03934813844084343,0.024384120547752568,0.06158007166034871,0.04500393901169897,-0.03648787794681486,0.020745151970322683,0.042844704756051545,0.025798672869529898,-0.04791169859872407
GDF11,-0.02227814484366222,0.09559221085342016,0.006713266799741435,0.022896959849697678,0.05509748482212857,-0.044124715100401814,0.04895201436004015,-0.07023825810571752,-0.01782536995387618,-0.03846955640582592,0.003993121592390653,0.08414820052116097,-0.03482806823248101,-0.01497548367866763,0.02516899211017701,0.02488139278643634
RAET1E,,,,,,,,,,,,,,,0.043860409509094776,
IL24,,,,,,,,,,,-0.04183253070683154,-0.02437558722582624,,,,0.005728218188444709
SORBS1,-0.0026402592017360596,0.021705850287391443,-0.01561592618804532,-0.024570006053308415,-0.031325441374031274,-0.011741970160279027,-0.0011360791023979344,0.07223958880706088,-0.036264627571442186,0.053282341453943435,-0.06300139277971831,0.03551180961900833,0.0029874857430275533,-0.02906362729453842,-0.011126107637439313,0.027768853204392627
DLL1,0.03226091343248139,-0.06689257377199627,0.0029799513970191053,0.03347468169368312,0.10506258755972585,-0.010726187892322513,0.04324205568939286,-0.07242268213582241,-0.04867227494950701,0.04191020192718039,0.10443301965584101,0.008658333864482901,-0.009238413391492516,0.034927279025931714,0.02436834494109361,0.05078228463626167
TLN1,-0.006716850795539254,-0.023361020724686484,0.017263033171623133,-0.020768344264769797,0.029571764969205657,-0.04764405257133117,0.12770460848771784,-0.08873519364965396,-0.032863994623283176,-0.008002427902157008,-0.0632323885591441,-0.02928078830084139,0.07208464754302295,-0.0030526121708401243,-0.025135869823361648,0.08524334478743585
COL2A1,0.10583308980800131,-0.033219230189069034,0.004955140900564379,,-0.014769701003588135,,,,,,0.007975280398075175,0.052023394771989445,,0.08190663821733038,0.01623705976000177,-0.012905677790690467
SHH,,,,-0.013668141489101742,-0.01612118816183035,-0.011083481302013021,0.13984650852962566,-0.021645898917236176,,,-0.03092724266136621,-0.024189306368800772,0.041836228589518805,-0.035199995400439194,0.06467791933295863,0.033944097975845085
PON2,-0.09033627692266216,0.2084075632998047,-0.02271478904231354,0.009174124727289864,-0.007366709709080546,0.0012243211900690605,0.06304662191428909,-0.0349492417512296,-0.06226252826393525,0.08543519720800766,0.034466161550476125,0.017689238706148632,-0.0270830969580687,-0.0659705191051723,0.028321671214954987,-0.023671165492451875
ICAM5,,-0.03826252294045236,0.08232251765315843,-0.007301420570507875,-0.029880773685446102,0.0007715264649458584,,,,,0.005473901693696072,-0.0003932783433840891,,0.003986458416352815,0.028895710248068838,0.008404663128493738
HPX,-0.04167095554200883,-0.05289947498001815,-0.02118932903286975,0.05690427486460313,-0.013633039842301492,-0.009653099838790863,-0.05369095186789386,0.0026709167337412376,-0.08311596838199667,-0.03843448045848093,0.030082590155293288,0.012280566499426765,-0.05621508143387289,-0.002830307475810727,-0.010155859548842846,0.018948457298901673
SFRP2,,0.03992911141788263,-0.026836211351612987,-0.015566531941503002,0.014141157028862678,-0.03725757006312103,-0.07697980812086105,-0.0659573847086842,,-0.006026158367267849,0.02786860411681078,0.06625523514649068,-0.013780820555645213,0.009423456158723111,0.08464256921922143,0.05902520286936333
CFC1,,,,,0.04040986984562996,,,,,,,,,,,0.02347639484595064
CD70,,,0.002209163583945748,0.02991336657271623,,,,,-0.06934009475157875,,-0.07678114778595228,-0.020712444672199116,,-0.046886217925283,0.07125385169189113,-0.009566597542839091
HP,0.013068615014996513,0.12546427361512397,-0.0025597872556344173,-0.0052791664707213535,,0.01749724570522384,0.057055780141895815,-0.023515980357068304,0.07189830718442976,0.08875352934656466,0.061218025909039415,0.04722200859197152,-0.015750340072936093,0.008962134826704094,0.06779551154045807,0.03769889473262884
