,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0564541949189954,,,,,,,,-0.020915605198296442,,-0.014974387102758824,
BMP1,0.026513908628923232,0.023959940468541715,0.05852176124761341,0.023303508917301926,-0.0037265578192767967,0.13365247559762677,0.0945900384703596,0.0074632250593595585,0.025955245075050995,0.08304587344422773,-0.05533474564391882,0.04157936720476418,0.046765833609743415,-0.06919090775875786,0.008019144785544231,-0.07163015953627135,-0.014217723855760174,0.07463582682911273
NDP,0.04146046366115706,0.05144879603117526,-0.025981676798947362,0.03777590461646645,0.014241067721012815,-0.026790578907679476,-0.026170065413773914,-0.021965164194749604,0.011662597386701834,0.03527308894115323,-0.07269448206226554,0.08571889262996336,0.08903724573697697,0.10421549018974574,-0.03750569411135055,-0.04299240244208503,0.09476673954815416,0.05714510674304949
TNFSF18,0.03691336758558582,0.06594722046448868,0.04309772189280471,,,0.0333073449917484,0.10130778936472065,0.07399746236993765,,,-0.024507792026620262,,,,-0.021569894458891136,,0.043816896984475794,-0.03928060081805878
IL36G,,,,,,,,,,0.04778440882184368,,,,,,,,
RTN4,0.042247277616478854,0.027201123946564463,-0.060177602468099646,0.01672609144595896,0.04367460328476136,-0.23070535304867076,-0.12387750966609416,0.04440409186280533,0.04721660737825352,-0.04465007345829617,-0.041679697521589884,-0.14639872682350263,0.010732397989154069,0.035564540290305535,-0.030548615249687994,0.054788362939765155,-0.03898494658375258,-0.05169427704193857
HEBP1,-0.027639444399679754,0.04972691440265555,0.010969094350054234,0.026644562925732966,0.027353897750417792,0.08870497071881031,0.04882141094039613,-0.01460808916328887,-0.0008616616391064489,0.007936494824213536,-0.05669950052849536,-0.09701898490760269,0.028174040825600447,0.020243304195309703,-0.008625583451641954,-0.0039051059826410908,0.06927773534758502,-0.006221097372818616
WNT7B,0.016707512385878875,-0.007586973024182972,-0.023725036647788498,-0.03203684015190304,0.08248399037688994,-0.021156847482771746,-0.035886598811406545,-0.014307668237042128,-0.01057879939690255,-0.022576403465002618,-0.0269806869282233,-0.10301532029960046,0.05715954296392913,-0.058403523561112274,-0.023295944420443887,-0.008306251469238767,-0.0038275769770561023,0.02032775556961164
PTMA,0.048053652773125476,0.10001645946774358,0.11696539658150704,-0.027815961094849247,-0.01927486131662829,0.2495076059956289,-0.08261590359342168,0.015841807149172684,0.0433049958007418,0.03734051540853728,-0.11887744100843983,-0.05776857122770356,-0.07590711497035482,0.04469960127768753,-0.05253361631640347,0.020647377008810756,-0.09584222215300926,-0.029385145539482075
FASLG,-0.02959352284618281,,,,,,,,,,,,,,,,-0.01298728082563675,
CEACAM1,-0.006039572425389831,0.05024375770641628,0.0001310524227335477,-8.825848115703859e-05,-0.024203909311658053,,0.059955611999964034,-0.033243433150624745,,,,-0.07890416512465706,0.10971512541022796,0.05643984025256609,0.06513059164280699,-0.03888161313219312,0.005376004047991862,
PDAP1,0.01643164772716145,0.10080403926824129,0.07143723313811451,0.07920158095841155,-0.054400096476200574,0.07825446062677872,0.13934096249523623,0.04233952138703842,-0.034934286641943584,0.055407936079169745,0.0013834490361826041,0.007850077428955842,-0.028578355167001267,-0.02928023303035186,-0.06435693493550812,-0.016414605465185493,0.05531272936911013,-0.07612370655790185
QDPR,-0.03245835265017127,0.08507047358271026,-0.057427407933153866,0.05385159743323898,0.04070901345715964,-0.06690929486737941,-0.10933756157722133,0.04586588997326628,-0.01371638127933061,-0.03224904956687354,0.0810414713664544,0.052658767576779064,0.019885012711606406,0.008576467631417551,-0.03837765043734746,0.005913008336427134,0.052362464142292085,-0.05257361047363658
POMC,-0.007214719680092293,-0.013912959780870569,0.06301084342416507,-0.004539238626252436,0.0405479787140914,-0.028136728422723578,-0.011203108013861497,-0.029639796122365166,-0.006382510628382996,-0.04400829374277773,-0.06604770168832223,-0.08659387460370271,0.0019770230144425314,-0.02759085917042413,0.0012780951092050228,-0.05643859721237708,0.08556648204756463,0.06122863059681473
CCL18,,-0.07545744733767551,,,,,,,,,,0.0029571567061952215,5.439461473069846e-06,-0.0018675677189293994,,0.03417874385460023,,
CCL17,,,,-0.036773417392887205,,,,-0.022997777914979006,-0.013093588120132246,0.055144229030499564,,,-0.03347963074093819,-0.06144358386612273,0.0623203553093006,,-0.011771511342006546,
VEGFD,,-0.014486321471610417,-0.04512750565448791,-0.004906053701340474,0.010131228022556041,,0.03931500643733818,0.009385620093719274,-0.009604305232450023,0.06647247525960635,,0.03623019269147868,,0.033377630834534856,0.044175630617086424,,,
TNFSF13,,0.03828667360550998,,0.05653894147819659,,-0.02524682094940702,,,,,,,0.05160714642499476,0.03891506893860341,-0.029571712298908894,-0.008911055389105244,0.026022850205047663,0.0392081961326123
WNT5A,-0.0573252038789521,-0.01211862398049957,0.05499330380241281,0.03810495642439874,0.08507581991421125,0.19146533988643252,0.11271146219161221,0.011355047523521513,0.01289795797355564,1.6861726643011207e-05,-0.02204543452762626,-0.02895585264483859,0.06573008766429873,0.020391937670359142,-0.00706903441688111,0.033489070821012795,-0.03345020805988006,0.04541976538247955
CXCL8,,-0.140833723539464,0.05392221672987663,-0.024581076159816993,-0.10398883103100472,-0.03591196531304329,0.10045728792289416,-0.05720068670479428,-0.008943946641532498,-0.030925371688657985,,-0.12187174909760999,-0.03194579026739283,-0.18502437889730658,-0.012445370323155867,-0.016575932240363547,-0.07500275178569345,0.02736744783624458
GRN,-0.032749993654473314,0.03974057542923806,0.018050566094714542,-0.09548802777499998,0.04353921625479919,0.13794588777027986,0.11642107002568311,-0.0031047765861056155,0.010625541906602774,0.017875103334803324,-0.014442617701474196,-0.07803504581756525,0.04857144443415674,-0.06433940568395444,0.017924806924424278,-0.041857767811688845,0.006866758447675303,0.0020622047092090333
