,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
NTF3,,,,,,,,,,-0.022302860252829723,,,,,0.07174922564197271,,0.04822511236194272,,
LTA,,,,0.05873691384512865,0.05424966110074683,,,,-0.014753179214775158,,,-0.03555367120162296,,,,,,,
CKLF,-0.05079665074338823,-0.01344751858376799,0.03672224363525394,-0.008388434663075603,0.012240991406397181,0.02250837482400874,-0.06946422708565382,-0.19299723088955228,-0.019448961539359995,-0.03886672007402935,-0.0900152924334139,-0.02759967778772862,0.07038134793096318,0.047684218537010735,0.01841622312291746,0.007122821568198293,0.04286821501256251,-0.02485698446833953,0.11860552498839451
CD24,0.07064494501936838,-0.07206882519807924,0.03420739707341465,0.014295442717326466,-0.04162277235787883,0.07956174830712155,0.020871935314132027,-0.01884587809947639,0.11969559242157297,-0.11295292760402277,0.03700637075668803,-0.0228713688639459,0.1019586333088885,-0.11848153049416582,-0.005968242001554908,-0.03423948520210717,0.06782218509020523,0.0385316723973542,-0.012924106124284171
HSP90AA1,0.05064866914823599,0.05810172454886825,0.025398589685075346,0.012190042593353692,0.006076836570185717,0.0934458903347115,0.18056680815314352,0.21325509473443047,0.09316769733370238,-0.041810878914779394,0.28441845687659745,0.12375747828703727,-0.010475394281215725,-0.01984129932783905,-0.08139354776618424,0.08560703608655619,0.0038894986365821116,0.11780247315010718,0.062025806949451916
BMP4,-0.020244084084183545,-0.008828735102877466,0.06525999801967451,-0.018568051499426735,0.04095281011520908,-0.03423304386972036,-0.006570639320056447,0.03103774396353121,0.04327583524334913,-0.05158236800875476,0.04707369562558104,0.03881425120260085,-0.0454847029103043,0.07196205155573844,0.07499218415904738,0.05733036344219534,-0.045739871699877255,0.029055104386085245,
SCGB3A1,,,-0.01903552996770071,,,-0.041623932856735546,0.0325255672692777,,,-0.02949748852980691,0.023485890292743127,0.04421796686110966,0.03900384294478741,,0.0034434322443765808,,0.08509935208672768,0.09404959113900518,
IGFBP4,0.03897602039101813,0.056726414757459695,0.07909559024890059,0.002765981959780039,-0.004211213259408348,-0.08187427016101738,-0.042485031521057724,-0.14450404911555273,-0.03243883848132891,-0.01131235789480641,-0.13062383211139303,-0.008241738113499092,-0.08604765515942883,0.038124443174908824,0.0236501889387339,0.0028016956532724356,-0.09692476503386613,0.009090845407644457,0.06464087285639893
RSPO4,,-0.02277526675143353,,0.019684822403189393,-0.009583279917396692,-0.027707094788301946,,,0.010790728587214434,0.15720085459276556,,-0.035473809554825285,,,,,0.06014799953936226,-0.011544457691532069,
LEFTY2,-0.019476285434884603,-0.03814871913440061,0.06918012453523173,-0.01773118492497547,0.004454049674605778,-0.019391962020645904,-0.024115910389383908,-0.14448708924634768,0.016407760091775414,-0.022588218227231838,-0.03657635530699585,0.16425832432107398,0.10603687065515716,0.18534638876004111,0.10462301221438862,-0.014727647840305247,-0.025105014792027185,0.02277785992232034,
PF4,,,-0.010075094927160652,-0.01593323820223089,-0.0133163565787966,,,,,,,,,,-0.013219638926348446,,,0.15445988011715953,
ANGPTL2,0.07960746950238877,-0.06969854173193407,0.05656884889226444,0.020658826727851257,0.007256230657459551,-0.02625389559852258,-0.11450312367343095,-0.1385950316101659,-0.045743668387554226,-0.050971378411644626,-0.1569932987222216,-0.09037102276836477,0.02654476311262848,-0.009552930057940584,0.07665712130821643,-0.0012558394453377497,-0.06750556267371409,-0.023835842549540142,0.03799383607771452
LRIG2,0.04196000701935639,-0.0012705902890280244,0.017344399740385843,-0.03445822268748181,0.0019195615457905193,0.033544172679180376,0.03584207560707844,-0.05068413511250244,-0.028970844056978633,0.004808323053410688,0.0528665199662505,-0.021370120485263624,-0.0460097459962852,-0.003624402627048083,0.05187194554868625,0.05992532745971376,0.01538901057394809,0.008191481449412234,-0.09496164287228784
ICOSLG,0.021255282618509043,-0.05192592457252193,0.089903401613284,-0.011454382683208435,0.0030871327405120703,0.06427127678278488,-0.05478146382721821,-0.1168832245502172,-0.014859362254255012,-0.013545169834260093,-0.10258311067861994,-0.05125884973167442,0.06786708767849237,-0.01029661976697101,0.0480093949070633,0.055492039847256265,-0.04953126010804842,-0.007989523176402611,-0.04328466256476598
WIF1,,0.22140493329973968,0.013827340117136945,,,0.05369417408165222,0.12927111657633086,0.2224404413697271,0.04162807507223109,0.08386513447984695,0.14221281548501413,0.0700447706430315,,,,,-0.017160791699294898,0.03671902985723951,0.11034291965866838
NPPC,-0.05531583656481884,-0.02020798066690531,-0.0536844363540147,,0.07728471781579069,0.03982331519975249,0.08214317604724691,0.03958649357964485,0.009843509976148464,0.025382324526551325,0.12556064965876682,-0.072013329101939,-0.027317570523264813,-0.02767351429298546,-0.02501244309331854,0.039478406038074176,0.00814297258563662,0.08512492386158803,0.07553226942416037
LYZ,-0.008827510328297714,0.009163626379198183,0.03214094188352014,0.01308993363412975,-0.035494380899261324,-0.06598584607493943,-0.018858498165841703,-0.14326603162022772,-0.021960492103135377,-0.027771418480951646,-0.22493351590257715,-0.027341172153337166,0.0333982725812917,-0.008465761711780737,0.0480585795808046,0.022961685794694278,-0.020030101583706432,0.011773992976714128,0.10837077999555578
EREG,,,,,,-0.03422268904555772,,,,,-0.0049913531674284405,,,,-0.002234972698831568,,-0.022992822232427997,0.017540093380123786,
SPTAN1,-0.04813917757857429,0.10194815608243049,0.011128549936870638,0.020174328697630608,-0.00023064640302882205,0.07849365996364503,0.07044744716097244,0.1334800231989426,0.036088534226223525,0.0032686335248745557,0.28327557831495537,0.06991721412344673,-0.0030878817908674616,0.0698727989993721,0.026563653286130938,-0.02681833047424717,0.1026477934727664,0.1654488668515097,0.03685161546791321
PTH2,,,,,,,,,,,,,,,,,-0.01597208979294671,,
LIPC,-0.02518448154298258,0.0016388030491011555,-0.01259936495835713,0.016355468719846784,-0.011294037975062355,-0.005957985360545269,0.05487449150217513,-0.05810336718883765,0.10787305411755929,,-0.012302706908250022,0.027181096708999677,-0.02896748720083114,0.03603197114633465,,-0.02444571039614229,,0.09401487166907745,
COL8A1,-0.03355589131001168,-0.12511465016791287,0.02388005863002464,0.043980712195996766,-0.03321379008975381,-0.05036071697739577,-0.08479491761920316,-0.07211662515199578,-0.04634563984134479,-0.038095045874693964,-0.08456948483232435,-0.04326571606513075,-0.0003372679740837825,0.012579849296987654,0.03386254864834529,0.020688511158562253,-0.06698203533020218,-0.06635330393966658,
GSTM2,0.017941517074591944,-0.035115272528217875,0.036825587815783684,-0.015444827635657746,0.02157127871266031,-0.012626057548893252,0.02918504948914719,-0.037887867017682174,-0.015153762662958592,0.04248350121827236,0.03266126631306063,-0.046167736593906605,-0.02615105230937262,-0.004113461900391718,0.02116514722524299,0.036677570663081076,0.02271641059316891,0.026057683627229475,
SPX,0.0758422779994714,0.10965491256418705,0.002391739948341009,-0.0009857427385727333,0.02494516469087975,0.08280239486328689,0.038602951057982546,0.11205816833718271,0.09379748282524888,-0.00041926914762042473,0.029296212742894085,0.11832500305589647,-0.03621467998533546,0.10178154284093383,0.08214817532332376,0.033081698665741135,0.11150025068870285,0.13685456719798023,0.03429645411025739
MFGE8,0.028696240955137522,-0.062315006154015314,0.028734584118729537,-0.025526243545690473,-0.041579119568090524,0.010146231199535479,-0.11045455822133224,-0.09218879654339744,-0.07967380662274387,0.0014537088825075086,0.07661805301358114,0.009040616546792845,-0.026863562207092767,-0.005126664738793052,0.06119477462543141,-0.03258024225037144,-0.06565407140599208,-0.012346837507062312,0.16013009345965634
TGFA,0.0469340906920942,-0.11412661495356731,0.05095524861511938,0.058160016740025446,-0.021611877516429904,0.014107069754927313,-0.05737161159707189,-0.12362028179508389,-0.07845094715467374,-0.06070856880134619,-0.09880039850024508,0.057295058703885175,0.013048563962894822,0.019644601459688184,0.04014242573927339,0.1145138547494716,-0.006317990418925536,-0.06714448444596488,-0.019473999240874038
SLIT2,0.06988284662636426,0.1762870614783196,0.0905951339593561,-0.03292025571600081,-0.007334016440833867,0.05127847875877052,0.06264986641984764,0.10359371892199452,0.08290948001539447,-0.004266207551241947,0.1644673564321099,0.0850522916044999,0.008633135386753988,-0.03129629729369439,-0.009802041041129644,0.04693582678217191,-0.012360312496474412,-0.0995640762025528,0.08850643938690045
PLTP,-0.001982670894573992,-0.11548913474069587,-0.02544568371163231,-0.015180309987232904,0.017381993075230726,-0.1213065892912939,-0.08918006017734154,-0.18283861761827871,0.04307104380352538,-0.06251835447077589,-0.2528813280370194,-0.006132159602265669,0.07741472018631894,-0.0544805048380266,0.06434126292002709,-0.03572779263320595,-0.05898569427201795,0.04024436850368034,0.00957035031127833
APOD,0.07364470815096774,0.1043488406063986,-0.0541249891451817,-0.030540500642012008,0.05570251411469275,0.054754585227550466,0.011102978206587726,-0.19216967218709524,0.06922906377257222,-0.03878436253637416,-0.19827991377346504,0.0992667272543015,0.022341105531467165,0.061200167603618814,0.038827009606251586,0.12455353784156474,-0.12541305844642933,0.06834507830191107,-0.002457309456270174
B2M,0.01817283824462228,0.06815864984150945,0.15337184642057564,0.04461206421560951,0.08844635314934317,-0.08337742664480316,-0.21829150616889129,-0.26987846067590493,0.00587199073343136,-0.04349952711150795,-0.30961855541775946,-0.09273607065045843,0.09565681364356408,0.025869970258471712,0.1131594890613826,-0.02011740661976599,-0.06203659611721457,-0.012968603336689035,-0.11387592049770452
OMG,0.041714093427216076,0.06270260294176555,-0.009441801554146052,0.08084414676912453,0.04502439815271367,0.073837258629725,-0.06207915182786391,0.020258764106730227,0.08597223272866003,0.019602955962386193,-0.04354325291940193,0.08944863995453575,0.14448031299671094,0.0176005219156076,0.00842085212708013,0.018060750399391572,-0.008279966535908102,0.20951165303584188,-0.05796838356432896
CXCL3,-0.015840938197892136,-0.025243449339864596,0.026073152238807944,0.038382226259701446,0.004703612178983747,-0.040183692978703674,,-0.019185289128869316,-0.07728104922780725,0.01436099877526738,0.015328230893610087,0.030637423387504064,0.10229907897147116,,-0.04215849719066092,0.035500337338823594,-0.03535066387304856,-0.123981384762706,
CXCL10,-0.053600114394598726,0.06523886970512663,0.03552545516720537,-0.03317027539418483,0.05005837288054816,0.008371782176552376,-0.0043858769855341624,-0.17671919077556925,-0.04139462153902241,-0.024059379563006276,-0.041613093438773195,-0.024068390842398164,0.02115065561706244,-0.037328244283093386,-0.017731368127137687,-0.03984523963679985,-0.025224528650761312,0.17013863803700824,
RSPO3,,,-0.007202085055745988,,-0.015464350268170217,0.14419978779169274,0.06541297183492217,0.17273961025562487,-0.0038644944612955877,-0.006040401373007266,0.08719237542193448,-0.02675681673130473,,,-0.0014143350180117723,,0.059372672053430366,0.054609085846015634,0.07122721854754598
CORT,-0.019670779987698374,-0.025535086767086653,0.02869206168025925,0.04301749837437706,0.023521858100495795,0.09737181058293774,0.014910178116642534,0.058111267721559105,-0.013372670803394895,0.08771251593061148,0.0036323651187780905,0.005450846518546748,,,-0.01383368023368143,,0.05414419130806138,,-0.007874207643070669
NCAN,-0.029237790001964782,0.03508861648336805,-0.02118339287804771,-0.051443438394232155,0.0023143189099838904,0.07509904909781481,-0.08867227005026286,-0.10862596477865401,-0.059288042172367834,0.007651020539280708,0.1649574049636122,-0.03943629714546562,-0.026377283927808057,0.0982432049782522,0.03868019706523388,0.011568623003717696,0.07728593507200864,0.15629391300243647,0.018151926696925565
PRG4,,-0.034849398048430784,-0.038690374431947366,,0.042518243578752085,-0.027831188698748417,,-0.021121844921659364,0.09743010254739541,,,0.014703094704056601,,,-0.020412441723657672,,-0.007227523849290985,-0.06693749979831756,
ZG16B,,,0.01594060512639535,0.06585926074599022,0.03166305624143198,,,0.03481465622765815,0.03151158074790195,,,,,0.0007594724661282226,,,,-0.04102740078028901,
TGM2,0.01916209063948783,-0.028339944349125273,0.05707122362636984,0.01457121113179986,0.0482249484678733,-0.023750793837982974,-0.006184702630050227,-0.035941473197121925,-0.014707516654003721,-0.0021231683553934204,0.017051878761102306,0.10161761845065549,0.05335143619508822,0.009308758417941742,0.022137573724547145,0.030919045791196455,-0.07468156423860917,0.06754827562913758,-0.011575221968246233
VEGFC,0.07274276250436922,-0.0007479308882741931,-0.012201789384300788,0.029652759341862595,-0.016379802044901384,-0.03696330002739228,-0.002560998042301947,-0.008128857385254151,0.0353695471704674,0.02698902506321107,0.01045354741245878,0.0003063947500214348,-0.04659788636366772,-0.033302137673761785,0.08159455400368526,0.02176896755170962,0.017433545117300844,-0.04016960224070681,
WNT6,,0.0431802959866943,-0.027594335010195384,0.0003187360743157174,-0.021110205807163614,0.012345648244341,-0.030237257443064432,-0.02963455056661162,-0.025522691471195118,,,0.019555701791112,,-0.02443324407477736,0.1673062985563658,,0.005106708575713821,-0.013999712530005183,
