,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.07029576106220821,,,,,,,,0.1780699906088405,,-0.041629243446015526,
BMP1,0.0383723542987936,0.06851770365459306,0.010402786208583002,0.021998242596256098,0.024856531681016272,0.044752466069416366,0.11010108621636557,-0.03273407997931334,0.04935870877776706,0.007058274575230521,0.0794442955423116,-0.05137333255813203,-0.050599451206572825,-0.024686242078422512,0.044030499428552076,0.06490448050116496,0.03512459851281111,-0.0035834424797738396
NDP,0.019348445030040733,0.011510763575918414,0.00732873497976355,0.020134071472508952,-0.01730609802086933,-0.016083370548581333,0.024851196967526724,-0.009754417135437825,0.0034113736114706706,0.022448995169461035,0.060683196626009586,0.046897523460331075,-0.0028950014551641923,0.10708132548906917,-0.030298235806601077,-0.06632294204385521,0.05998934395543122,0.008028451116968293
TNFSF18,0.07479182532626528,-0.007449439389255567,-0.02528979802809401,,,0.02223256234349553,0.007280633870323474,0.09548915411797423,,,,0.12770201787143295,,,-0.018559382485518562,,-0.019521394947578187,-0.03062211470453876
IL36G,,,,,,,,,,0.0981059301316491,,,,,,,,
RTN4,-0.028301853991530887,0.06892317772961287,-0.009649246694083805,0.013434387995018315,0.017063109154503153,-0.045835819111713444,-0.13932044814799766,-0.002576797811592677,-0.06577977292431146,-0.014534039840445462,-0.0033265203696905203,0.0819972882877836,0.06014593420299269,-0.06317228610770675,-0.06335091073506165,0.03887045109161771,0.002286270171679078,-0.07283684993370443
HEBP1,0.0009730816816484383,0.05552543049973972,-0.03002326756370317,-0.007746912899795573,0.02374969884987193,0.012805480452233464,0.04380907669561681,-0.04661742712397378,0.017100932167909203,0.023192624457335487,0.024010807662452734,0.006659072148060076,0.06887991103505299,0.06322789827716058,0.020140877924247333,0.02733512137512075,0.06274569270484957,-0.07320855140959105
WNT7B,0.0029536733631605736,0.022188271184799387,0.10865691897507916,0.009601229132094618,-0.028453232826247447,-0.02483729276358395,-0.0010686656162874632,0.04923913789207572,0.0046057579179504355,-0.019011423514528218,-0.001958234740062265,,0.0943818500707441,0.06397187185471347,0.026783941086818277,-0.037965878961708756,0.057384187034727856,0.010085904155782404
PTMA,-0.01941507892607954,0.007410650878233797,0.03836612485335771,-0.01415565749935325,-0.05928925339278924,0.07393927895265684,-0.03584503530757222,-0.01541101181258808,0.1159026034635318,0.05770608117789725,-0.09996074409089059,-0.022056739402586678,-0.014348400278022639,-0.04126150115831398,0.043511091293052896,0.042911948623533404,-0.05510076590652363,-0.01745632254943607
FASLG,,,,,,,,,,,,,,,,,-0.0097215252382869,
CEACAM1,,0.007589808987372458,-0.012055895765191327,0.07039453318346041,-0.0175285116811105,,0.07304206658153375,0.035411074796237105,,,0.10030689372894923,0.04778131841565995,-0.006231916268590352,-0.028748944773637326,0.011513577894915528,-0.02519850603125693,0.02247188496502814,
PDAP1,0.09353949855604018,-0.03235683543501135,0.034678954557053755,0.038703894167580084,-0.04631909569141835,0.018919743879879332,0.15272549829439133,-0.024538745828829405,0.06950160511558863,-0.0488773568139699,-0.0293339860654117,-0.08185302112996437,-0.0423365952750322,-0.07632448339323465,-0.006025829487986846,-0.008327675916725502,0.022607479434065755,0.0035455873387397565
QDPR,-0.026947915362711537,-0.024236019648048158,0.017622742320470345,-0.011418830978410496,0.06187059670174294,-0.040188904919621224,-0.12647380347720796,0.11747230815273936,0.07790403385937457,0.020943785579776185,0.0026319947755233707,0.021895495283646982,0.009525134482305086,0.044929499576335366,-0.030436724204815253,-0.02960461443165108,0.05965333654318305,0.004361840220313657
