,MGH258,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
TRH,-0.026497006807839864,0.008394129213741358,,0.08326279151427507,-0.012828066998379952,0.01426263290150853,,0.03577447597982254,,0.03755390319081272,0.047006237701841466,0.12555926995381383,-0.007794637059916494,0.0588703523397558
SEMA6D,-0.003201474609971219,-0.062307093529949356,-0.02834088428180564,0.006258415424441017,-0.01824575395191786,0.012010296993233359,0.009806876981305796,-0.005022133395649821,0.04141831280914718,0.02534160230481446,0.023693846687776875,0.02627749405126382,0.027681827681563756,0.012892261043432881
CEL,,,,,-0.025308439931044004,,,,-0.04219998537928841,0.029279399777828303,-0.021238684445544765,0.006506696375300268,0.0017714741138520659,-0.02771919562272045
PDCD1LG2,0.05663999064537972,0.03553666907495853,0.06671177480914733,0.043617952158328234,-0.028522095090319357,-0.003789319501103699,-0.009492356419472102,-0.025350721590882,-0.01196765122208047,0.0025168809989367007,-0.030598575593775657,0.02372303748385101,0.0695538545102246,-0.0052235773499377195
SPINT1,0.015357978664674895,-0.031667929317417014,-0.036689192841406114,0.005064796923343674,0.05548369918529994,-0.005372955539933312,-0.017552769919595874,-0.0545224201922767,-0.013050298523103226,-0.0009990161317379796,0.0475210076198386,-0.05820725587647535,0.07314878673311094,-0.003425795812801974
CTHRC1,-0.027105693410899606,-0.00859352267188336,-0.02323408711487229,-0.012839567417552673,0.10216709906094991,0.04369622501384194,-0.027902044402140454,-0.035059375570379414,0.051933996885869534,0.08985060897829382,-0.012948790782258395,0.07952487421542057,0.026738653031122352,0.11977475018158536
PODXL,0.028298678466188477,0.030277436300725238,0.04224050712095637,0.00516736692595149,-0.03216453349408278,0.03066863939254065,0.014583396237719254,-0.004572852888496618,0.054044364682389504,0.0010285615752407674,0.029391236730082416,0.008585799729840018,-0.013048671334092338,0.05616091507711012
JAM3,-0.041595602708403484,0.05320448455622108,-0.008123663901788808,-0.03154662773291769,0.005803358716348532,0.03333176601175436,-0.04701087285602652,0.07197502751576393,-0.07213429982176464,0.01083969722042363,-0.02350426116800451,-0.06480043333791799,0.04599895379319314,0.04125336396701178
TGFB2,0.04303890932355329,0.08718191412127231,-0.05057147115871917,-0.04584170795159796,0.010577408359822576,0.026052270470347208,0.011788791437690288,-0.05472791951471052,-0.01578667251738383,0.03385202132857268,0.06554533498630946,0.049091452229095035,0.09670788658548782,-0.005051529427494575
COL18A1,0.05237402155297543,0.03629709961013147,0.01918247309053479,0.032297679383982286,0.025616993995238244,0.0034796812624841383,-0.003040566250956444,-0.062021981659656354,-0.001994035284157198,0.02853481244655479,-0.03673941599978008,0.04665382404120125,-0.026949378527471354,0.11596355052452989
NODAL,0.00384722182538228,-0.025720632746775433,-0.014917758597668149,0.009532067865432738,-0.006734146067570735,,,-0.08037717419766513,0.04727137798050872,0.049666227797427576,-0.01606900308020925,0.09952460698425364,0.04305180819774146,0.020834518856738985
INHBB,0.008739497508503332,0.02877416600993893,0.06400154417393478,-0.03897559427371088,0.03485522835196448,0.07120975268661688,0.030635495898400176,0.013834375802754047,-0.032196780474488415,-0.013740307647141783,-0.01811399714382333,0.04453522666023147,0.030575934163821764,0.025090921195729036
LCN1,,-0.01251783162299,,,,,,-0.03386951081849801,,0.008883329566004277,-0.015175140945307393,,-0.024979543327142743,-0.01819853401967108
ARF4,-0.010065187080731048,0.056947180308426805,-0.00892319820848398,0.08428632074060939,-0.03459707589444264,-0.03117354208105379,0.00659038842315746,-0.04699053791607329,0.06035247205580847,0.07980926364971733,0.06965968434281387,0.008984088874655648,-0.02541571624886471,0.009291362475429171
CXCL14,-0.05735178578159721,0.02613439329623289,-0.02372038856081339,0.019052267307058758,0.0184214735286542,0.013840429755391648,-0.006565751989337082,-0.019827243540543455,0.0001668257028010721,-0.05444427490782079,-0.032941323279502145,0.06417432727622732,0.06254048952276081,-0.033560988414602776
LIF,-0.03578918661709931,0.011376294359005865,0.015544205675940646,0.0194081097512832,-0.020178160731784495,0.025601345926177597,-0.012733419854486866,-0.013940251134940086,0.02102705156131324,-0.06782277887288495,-0.02334937337421654,0.006978090810292306,-0.0720739382822111,0.010477532092400479
IL17B,,,,,,,,-0.040425857101321475,,-0.022389396756162187,-0.0242977748567064,,0.018949849870759507,-0.020575944607664192
MMP1,,0.10206192292629082,,,-0.012828064199974138,,,-0.023379235157329425,,-0.011420581348884531,-0.025012439021552424,,-0.020115806327210873,-0.023666652493125873
MATN1,,-0.01643554774012024,,,,0.062065274896155015,,,,0.025556741203385993,0.037088981130282264,-0.029800114651789725,-0.030042352972833537,-0.018751064935308436
ADAM28,-0.07294779468111937,0.09337470139315984,0.03432681992644196,-0.017748882853669413,0.0386990486519808,0.030288212769689835,0.0644147821205156,0.0858067474014088,0.0007415497299534973,-0.052432136069250984,0.06829378262889635,-0.016956381664828442,0.053695252677631276,0.08660682569085168
TCN2,-0.09195680120120181,0.01615894793051749,0.06314549465761769,0.040743995643437766,0.05361794304073117,0.010290660738762078,-0.0062945958975206395,0.02649741530341584,0.025618839656062837,0.06157920994115221,0.027063328345041316,0.024086098086853393,0.05029988550915581,0.12180099897360996
THPO,,-0.021416199224600602,,-0.03471435028258856,,0.11104166699003784,-0.013250332558324682,,0.12766968480978047,,,,0.08506729797495566,0.009610622288262226
CUBN,-0.011398016811461718,-0.014153630149650463,-0.008229070673970123,0.015096880079959123,-0.03221791733398671,0.0963654978143539,-0.020494002601693394,-0.0010249500172840886,0.10989349698704315,0.022826707674479085,-0.01736990084395036,-0.016239445422901053,0.061129297073908656,-0.020208335395312173
TIMP3,0.014293694502435299,-0.09455210060954153,0.017990572602155558,-0.030683010996439563,0.05661671911558754,0.028999967193724618,-0.036738416046353854,-0.03751861820446733,-0.05046602933429201,0.029208792397504357,-0.008952014190941665,-0.00617954092396399,0.0003031246919035953,0.10737206426490362
PIGF,0.013261917912848767,-0.01815643775154724,-0.03265469238189105,-0.00811793092534703,0.07346261421906773,-0.008833883803476007,-0.000870124113952674,-0.0356430518175883,0.1466015010826469,0.08556084906931474,0.084448439626829,0.037069376185300616,0.06517317354258217,0.012103558710252071
CRH,,-0.014666130100682698,-0.018721747704400916,0.08842310895932437,-0.013035651458991847,-0.02298116965769111,-0.0002180984491335198,,,-0.0340090046110791,0.039995811396044134,0.08993736483207478,0.011812416748975667,-0.041067791835321305
BDNF,,-0.02347786711293398,-0.016747705637698455,-0.024838844513766438,-0.02841978103421318,-0.017176614563943243,-0.021555049842985466,-0.031124596056011113,,0.002632394567317715,0.02393242800886409,0.11625593754270647,0.05486035594669521,0.03843518193890235
CCL5,-0.0352280386327106,0.036878784090313116,-0.012797832695691659,0.042595239543572284,-0.04604274132731424,0.04153865204300656,0.0017065971316867698,0.05815113027974503,0.017182585759400314,-0.030379344088784937,0.008448112220442682,-0.0004871230291614464,0.05531834820762618,0.08184855311730486
GAD1,0.021026839955240597,-0.024556327361915268,-0.0011096392221126546,0.030744884968191243,0.029032755102924534,0.004653990283412281,0.03205114389241426,-0.022931644611825053,0.1380719898520816,0.04036137822845899,0.07548072296591818,0.1339432873307085,0.05555441429304473,-0.04688078153761434
COL14A1,-0.032256300965672315,0.09997873819180028,-0.023362378596412936,-0.014863225528853942,-0.020167201409253474,0.03984917250817103,-0.01735608134612949,0.03842339716668595,-0.010433125311787061,0.0631386275290262,-0.010626393392126402,0.15189362369444695,0.07528908877433921,0.11838895981062346
HLA-A,0.07630004792390241,0.06183628606155486,0.018055632680609564,0.06974701507394054,-0.02842070313915749,0.006143975374427708,-0.018198488410615853,-0.06899934388479743,-0.01989128185733845,-0.06266110762452534,-0.06314576214769599,0.03328069606841401,-0.04084357360554336,0.052686469030497236
CD5L,0.029279867970569886,-0.014666128403923158,-0.028724263970417704,,,,,,0.006842160512032774,,,,,
FGF18,,-0.013270195390492396,,-0.015334031562701389,-0.017785975296653846,-0.015642679325643834,,,,-0.026469629951872995,0.028173802728083158,,0.008353052993829593,-0.025741827211742042
ADM,-0.007457234093172972,-0.014172177232105053,-0.036556499519022304,-0.02177474300319185,-0.11892992191396026,0.004721782739811674,0.04544736990520946,0.05319117555698728,0.035972539126042626,-0.0886035825871562,-0.06899706739365892,0.05538204081286145,-0.03513474290767886,-0.024354420165981577
CCL15,,-0.02446913613289208,,,,,-0.022105862778129693,0.0036622524317356147,,,,,0.01935567577065061,
GNAI2,0.02240629449033126,0.03775679677889018,-0.038715108478686575,-0.007476600072543618,0.0020618294869393923,0.0485652668092253,0.012997638682413801,-0.07069465131196538,0.02517550342839517,-0.01380888855497662,-0.039740700939108704,0.0439925709082335,0.02242577046557099,0.03411821443102912
HDC,,,,,,,-0.016130575602150244,,,,,,-0.04343190828341071,0.008481458842976693
COL11A1,-0.033371062294789734,-0.023749168229433983,0.007738698508391758,0.030584221229037773,0.030813993198580462,-0.02011516685316593,-0.004696108023715373,0.03775531948849325,0.08941939393537654,0.06817279118797918,0.014018030626163198,0.05033278874054509,-0.04689360700369482,0.0378074645413697
NUCB2,0.024883086178502534,0.06057872182053916,-0.005253669947345337,0.02203956888981202,0.00499228755867817,-0.016023580592839197,-0.021798360261613848,0.002215432927102248,0.0376764129596299,-0.04039072062633499,-0.04921262955030879,-0.03512255387998028,-0.02508807001902359,0.036707825874657735
FGF16,,,,,,,,,,,,,,0.09389179230950942
CXCL1,,-0.03532463794154449,-0.020083958011912525,-0.0164396539785882,-0.0408827354282148,-0.016305764027947117,-0.012057881733412329,-0.02745518210053318,,-0.0633758011935782,-0.0398078507035083,-0.022300052347828277,0.0845636786921125,0.04266620470977906
VCAN,0.011502491146065715,0.0017780013686942446,-0.000688902560760742,-0.03422999233700223,0.07204544854123783,0.025004573562440766,0.014406900370625813,-0.004460359750496186,0.01587084437956837,0.06085012380457834,-0.004612221437703042,-0.0411760886615202,-0.08615972665032556,-0.013611230010109577
MMP7,,-0.04205279128795391,,0.05715406293940766,,-0.014417254537149302,-0.010424571140902356,-0.05402438574937756,,-0.012071045730086676,-0.01870193867130153,,0.006754510374872777,-0.03749839135526145
PTPN6,0.05065268358097586,0.055809325013227905,0.037280482906155245,-0.022863401568680945,0.058361885371895864,0.028595213427601754,-0.04376347912792642,0.014571804627493861,0.09022639729414457,0.008265058548224841,0.06519861755082117,0.009229697694414342,0.04985618356622696,0.06407628043841042
PTGS2,-0.003649102856897664,0.010346477277379997,0.05445644287816361,0.020052384297945904,-0.025306959308857336,-0.0017814331613900235,0.12724270214876882,-0.03559997972218102,-0.05552867488166825,-0.04932300122398095,-0.04645172452125546,-0.008460169343963288,0.009215158158415592,0.002006123244075031
XCL1,0.010922744453430758,-0.016071453544926395,,-0.016683975119152906,-0.013640308712485758,0.024613679476269624,,,,,,,,-0.001281507984541732
CD58,0.006215746820827348,0.004537112171476651,0.018900295250636016,0.008642725751833495,-0.00590047397845372,-0.004926161979058757,0.03225595120966062,0.049413997734448434,0.08005146540956473,0.10773183753203196,0.003884077136589475,0.027575672100155216,0.026171127469423856,0.031782240574270135
TNFSF14,-0.04232903361060011,-0.016193646261464627,-0.020946906081886277,0.0640863590942537,-0.03839291421972156,-0.006866307917915341,-0.01177737757283666,-0.0326736778082372,0.14288877919634985,-0.021174311734488423,-0.025825326995089132,0.04070324100824069,0.008128751977676032,-0.056963048724441974
CNTN4,,-0.0037522052189181616,-0.016397171259843454,0.017482841842204694,0.09775167468478156,-0.03993950793650051,-0.01173271780917706,-0.030486205236466207,-0.0021181067945775546,0.04980135769957968,-0.013252628528476003,-0.03739683884096105,0.09138386355323834,0.019634068757778282
NTF4,,,,-0.007390933154683674,,,,,,,,,,
INSL3,,0.0797589417151089,,-0.015334028555020597,,0.04973064170531151,,,,-0.023548475477054614,-0.014990411573020624,,0.02830960673482332,
BTLA,,,,0.025494237336925334,0.03788109994383428,,0.004171125071326434,,0.013454270576552848,,,,0.03239698875696188,
MFNG,-0.03149397962114988,0.04756734612482356,0.04679815625257699,-0.0041114532289080515,0.05908109561090103,0.03204666931677748,-0.010385439170078076,0.040886435615020145,-0.00587971779320671,-0.009217052291286717,0.06975549920966811,-0.022014704328281863,0.053642154903412655,0.0011926365806543512
ICAM1,-0.05038349901100504,0.0011550641274896555,0.04941934806994772,-0.014874096891582774,-0.058366369810659575,0.0159995552907845,-0.021517280790194614,0.0571230896669805,0.052469127548027565,-0.0341192498764268,-0.03620055547691765,-0.028836532861093826,0.10323066118637339,0.037650719478677035
PROS1,0.06223929189193264,0.052679727135437324,-0.03717603904093073,-0.04917888263807617,-0.027693407377266843,0.05289586312596294,-0.06899567536160568,0.02812620785518636,0.1018733346564646,-0.035623744639489065,0.030181532229120237,0.04290371710440902,0.09315831754955953,-0.02463256875638022
CLCF1,-0.007484260102999964,0.034919293676142694,0.00537845680780231,0.012711081789061588,-0.04771297334120025,-0.0005496865166208838,-0.022634484270943715,-0.06178801945679337,0.009843669054643565,-0.014579626385594192,0.08766218367038284,0.04873756827080407,0.002276705608391505,-0.03065905749354566
PSAP,0.011858489552596652,0.06340126615505154,0.0010217761225618659,0.026734409521669264,-0.06352023876741611,7.211510842760112e-05,0.005673831232332688,0.026159022762958166,-0.005346247427920416,-0.06693621920212839,-0.021878891274800086,-0.014688731308834689,0.10660108199321379,-0.03336857806440466
EFEMP1,-0.00899643356550253,0.05226242006309134,0.04812446060997627,-0.016744306491366663,-0.05149431572772362,0.03196266926610003,-0.017177632826653556,-0.10964741377316059,0.08966273428596347,0.0007151780118166509,0.06745756046243448,0.0039903994459445724,0.0771745833441031,-0.05155905113674429
C1QTNF1,-0.0007353827984510403,0.03363038218467341,0.0020086133597260456,-0.02846854197719327,0.03567880694126391,0.007018548349745166,-0.026136616885311405,0.05654948350184881,-0.0025215708274917295,-0.07503137405972524,-0.04220310748385922,0.006820915055372951,-0.016685818610736838,-0.009178003878236548
ALB,0.06319101155338656,-0.022258224644016115,-0.027631976223424868,0.014771234994035851,-0.010158792033806511,-0.018149714647592973,-0.013376613454395761,0.050864772561035526,-0.05784566499243737,0.01762481044216685,0.14921734486150207,-0.020698526416230753,-0.019970016919994445,0.011140016497664936
CCL13,,,,,,,,,,-0.01571834786409598,,,,
EFNA3,-0.06933511538600294,0.015285038066096783,-0.05089768715645868,-0.06892436259523319,-0.01778553985249227,-0.02847177004680476,-0.022808782794001784,0.07402686315214586,-0.0420278238306713,0.04601610643612106,0.03959312201431238,0.07068677792395515,0.09206969088934008,0.04810390281975726
DRAXIN,-0.01788437916684622,0.0591229408721645,0.022632771919236606,0.0609176940167375,0.0262541711128246,0.019075920063972913,-0.010740764188885109,0.033127960507544435,0.03949645423055656,-0.07626721552855206,-0.03317636100808181,-0.014868847983821572,0.07978760002051528,0.04371324313912382
RAET1L,,0.19737737662556462,,,,,-0.012864482339397722,,,,0.038490440121741104,,,
NPTX2,-0.06770892108367797,-0.057328591501848006,-0.03214665869951104,-0.01572176538733835,-0.024764896695726474,0.0005217519467347712,0.05948103749804447,-0.0032411854887089584,-0.06650731139449542,0.03321952424535865,0.030679906535871704,0.05171240235135306,0.02651456952416877,0.03800931156080183
FGF11,-0.0838396633741225,-0.004592557818474864,-0.018134932223768666,-0.009946542550999356,0.004917969812574773,-0.015156139745350586,-0.024344981545007305,0.01586266635352218,0.048167743829292266,-0.01760412815125883,0.02507695230546394,-0.07442981761978411,-0.02697850719982627,-0.04877895081585102
CD59,0.027439885145762163,0.021218046862608805,-0.002730912975080607,0.008247446091168599,0.02811942617059603,0.02804630011136858,-0.010994979007742933,-0.02409752495874919,-0.020387918233560332,0.036426559466608145,0.027612664038589092,-0.03700588371950346,-0.002263530626328174,0.05969463853812355
COL9A2,-0.006109166946880585,0.00799656900604721,-0.0026284117310115497,0.02059797075527303,0.0598344741845335,0.0064394735000711835,0.03154028882924361,0.11488988353456786,-0.009765685759306702,0.09269033701310994,0.09860195947191343,0.029524141883963916,0.0821471580824552,0.045446774509150516
DLL3,0.04677473910821562,-0.009747362739330663,-0.019074467557772548,0.006404087344926715,0.046272492812020075,0.007779352996279618,0.041211553687552215,0.059188435788493594,-0.01681074009796166,0.09356710247059012,0.08347908723886048,-0.07635981364881148,0.002626880838334265,0.07184595348622222
FGF5,,,,,,,,,,,,,0.095281993235132,-0.03169490030606647
LIN7C,0.049359731767339765,-0.021324438287131105,-0.022506930159240206,0.06661467890701327,0.0037663108325169036,0.008580219575905991,0.011693004542680954,-0.04168190395486504,0.02800859625815439,0.06610485510426804,0.007145052327565931,0.04132054886243358,0.013434642913090206,-0.007393211963007993
GDF7,-0.02680252113395196,0.02551897078009171,-0.017595331565280533,-0.0048639419858135975,,-0.027819758794935253,-0.011777377115167747,,0.0038602449038494854,,-0.013008861351923154,0.02371170911449662,0.017516969405085136,-0.028663489434739998
PSPN,-0.08460836690595755,-0.040443567522846155,-0.031702131368350886,0.03354975201562421,0.011315881279650773,-0.04434310296113113,-0.05256161272868254,0.0037201794815139018,0.08811882093428766,-0.004251482884419524,0.025628915105704485,0.012934774945046454,0.04516201803838066,0.022054108244096916
ANGPT1,0.03751387665834029,0.021390529635668794,0.024866637732275956,-0.00903721122066718,0.12043882804507262,0.011039148451036535,-0.04798974668727649,0.05965075367053316,-0.019203452363609493,0.013020791428341677,0.051468541613142696,0.024612551673140998,0.06811740448451767,0.03986512405232686
PNOC,-0.012875663187995868,0.023849446525307558,0.06451895452590725,0.012636765342315302,0.03570046710022221,-0.023780223239454983,0.027417569272864633,,,,-0.013833680383619809,,0.08293134384601931,-0.012090046766679742
L1CAM,-0.0052228928800308345,-0.010372466158372382,-0.03825726036245797,-0.013246263042216851,-0.04500952947159339,0.018258509249480182,0.00440972764023514,-0.039912619544167395,0.04088718924711305,-0.08173969738964959,-0.07775575809473627,-0.02663567252809994,0.02278608078724207,-0.08256125278399809
APOA1,-0.04013820346157079,-0.049089763395972645,0.029997752966539514,-0.02388021594697344,0.009888271584198704,0.0173950568973479,-0.019060554111953572,-0.03759694247488819,-0.05869719036017974,0.018906196484428896,0.02256666351635424,0.0453390337607498,0.10306347195614846,-0.005659258539461124
PSEN1,0.029495839769314615,0.036500823003893665,-0.009885901926581783,-0.02457598131792009,0.0203744336922447,0.026809196819445425,0.04054720664693256,0.007984874432502053,-0.05053056590093736,0.016121352382532806,0.012826822814855,-0.03191396178210596,0.006457651499358156,0.024612557081365286
CALM2,0.001914853313762237,-0.022069571161067756,0.019100348782391374,-0.015453185624078221,0.0556803196454836,-0.03972521692130168,0.010369785128540804,0.08969886563795847,0.027351429051083554,0.08722096132648499,0.08808675128936791,0.025183755318137668,0.009497070692202715,0.021463909654619702
CLEC2B,-0.011248696360836804,0.07988392313466276,-0.023272018343854894,0.038884931402319654,-0.03322267802554595,-0.014122537681956796,0.013072475169386012,-0.03436472823517911,0.02300985390335072,0.007862394498605232,-0.035170554405255364,-0.04185312220064759,0.05103956332536579,0.07328425041450093
NTNG1,-0.008262471651536268,-0.007771185924966937,-0.04607332214664278,0.011104387959304114,-0.03465860389782664,0.0784518574707436,-0.055423326720898336,-0.011689396284248322,-0.035090693380932375,0.025323007329477457,0.07276586661911856,0.0886907210556674,0.04096563061535115,0.011637691910294517
LRIG1,0.05724466907377494,-0.002987045743710101,-0.004296138360480867,-0.026335922463517535,0.07396091652112616,0.04537138228255678,-0.01666040820754822,-0.118394241367163,0.029569735526258446,0.1205140620433299,0.06438599850956973,-0.003466304698501659,0.06551283398745981,-0.010478457538214716
CPAMD8,-0.023583918390209794,-0.022532991976629058,,0.09240217120154666,0.003345390091291498,-0.018440531793078793,0.058710255015706696,0.026697023353243362,0.018445141095630082,,0.04039714206173184,0.050070775322495,0.024522238820386535,-0.020324562327387025
GHRL,-0.037626446326192456,-0.02988163400874118,-0.0223177778514197,0.06101384263058646,0.047193687265220524,0.0025947637890543717,-0.010740764188885109,-0.016716613745245645,-0.03785775067373279,,,-0.003248636690910557,0.029312458177665816,0.09302413601321174
NPY,-0.03459852871522833,-0.02282645126761055,-0.054830932076647576,-0.044152783914123556,0.02988985039282817,-0.04165654706402057,0.0783354385551907,-0.03206170303113829,0.06787263138323482,-0.033306768176556284,0.0282650330385136,0.06023658380614114,0.05420234857633365,0.06336989195000417
MMP2,0.06539895075369659,0.044593941140701754,-0.04430882348223362,-0.058288308519655774,0.05070471657326704,-0.040071408545667736,-0.039826170021522785,0.0033621678246396553,0.031163274857177178,0.0077453971212880675,-0.021828960588550085,0.09163401727651575,0.00509708865965376,0.0979995714065165
LHB,,,,-0.015796322762645438,,,,,,,,,,
PPY,,0.01812110293751834,,0.1114119971250671,,-0.01347702867456208,,,,-0.02259229066180096,0.00839726799923854,,-0.021725360669086653,0.01911177111329172
ALKAL2,-0.03531711185564151,0.01153686207008725,-0.014123136404681002,-0.015566826830938098,,-0.006315958091712098,0.02286879381894882,0.029982360753962028,-0.05640574134206127,0.05077124108257773,0.07390141295322802,0.06974087154035935,-0.03249087837437837,-0.013566739376605835
CSF1,0.03343532036631218,-0.0006064293234028732,0.007410914300711242,0.030628286781125422,-0.02268364414472809,0.047582990921499854,-0.03873255599035135,-0.037557545116264655,-0.020055233940065358,-0.0028153105613046834,-0.001620871553895824,0.005631188593677385,0.06317683816948926,0.06972365521883295
SEMA4C,0.0647484833695237,0.04598952698824929,0.03308608713019802,0.003109189739643691,0.01120591320418831,0.03671787932948768,0.002556143993888647,0.013982321057765392,0.06629639476102542,0.0116627334668622,-0.023587152460226593,0.021248585823579743,0.04551988448355503,-0.010097063494721328
BMP8A,,,,,,,,,,,,,-0.02632869317112906,
ICAM2,0.026165934015606053,-0.001642025479899637,0.047184996459705704,0.004721149780483184,0.013296141441837283,0.01305062114179236,0.03952706638765743,-0.05283879562815547,-0.03610088361103284,0.08963390597877399,0.060563462666892776,0.04834806077549425,0.005532528371331561,0.011081086832625847
SYTL3,-0.027531732272280177,-0.0017863985006409838,-0.040629465602422844,0.012939906217659084,-0.023081711445955323,0.022757791813108566,-0.012158904104463632,0.08255767440868284,0.04324920388063517,-0.0013814980815737689,0.05805570739251761,0.004012208561715006,0.02557702476381172,0.021110206685794154
IL1A,-0.02740413413537187,0.04939292923334611,-0.004291685513824168,9.503047455149164e-06,-0.016620871781300752,0.016749854913037515,0.029212370686192056,-0.0348284855005332,0.02954107701845083,0.0391678377962555,-0.010734364816723204,-0.05762245370580051,-0.0009644024161324746,0.00026511279501964936
HLA-G,,0.06389083180180512,,0.0005877780837618664,,,,,,0.01585193292292354,0.03210400229859922,,,
PGF,0.03543762297713425,0.0357748510804698,-0.03631552394744886,-0.016818158113919325,0.04534171921867544,-0.018413056607949632,-0.004276348302019259,-0.0640222661094966,0.08942360384165525,0.02688402579619653,0.04403135195468759,0.09532611348780953,0.029001751709692877,0.055614511273016004
LGALS8,-0.018367122056074443,0.026117700054405175,0.023275748558530034,-0.028300691539634035,0.00698461610595975,0.03357714499217046,-0.032873891015144784,-0.04736532059512992,-0.059570768753162216,0.01003167989808954,-0.011404848845156848,0.03458319259405825,-0.004970196408106082,0.004489800176117744
DKK3,0.07443948716381442,-0.04689585173920284,0.018537153250415626,-0.006565651465331141,0.08067529837719627,-0.0024763827497317342,0.010075813234201913,-0.02765731201974737,-0.06411719796566251,0.0538296921576767,0.05955785474236488,0.052478304170039194,0.06485793345571768,0.004330372626105914
COL16A1,0.04111016204269098,0.013902220900561592,0.02986431184179799,-0.027929333174323077,0.01971769221052025,0.04303810562416588,-0.027820180495960807,-0.006306036715085158,-0.014596752365441461,0.04723794226723317,0.06612641792579038,0.08811321992612191,0.048477313122596226,0.08421976946335805
TPH1,-0.04393560618650997,-0.012671677364314996,,-0.010170272232620656,-0.017000446861663642,-0.013688793025438427,,,,-0.03808426458699418,-0.007579138721247382,0.023201054819285218,0.055781518148264146,0.04649990413595118
TNC,-0.014054106718810013,0.05640487667403149,0.006226263731967111,-0.03577025135492646,-0.06967361719360096,0.0798309858095584,-0.009550952084121518,-0.03881776251970751,0.06280957916357595,-0.10805134729952355,-0.037330492204880036,0.019034606891376635,0.05505838563144589,-0.06010408841250359
TNFSF9,-0.023583907196898412,-0.02253298963733512,-0.023617103789965913,-0.01693231328707276,-0.03231073720100838,-0.02797150758824439,-0.01794031989294922,,-0.0008033394486362087,-0.038631635364265365,-0.0326810296670062,0.014869493551422135,0.1059871463850928,0.004120584961356575
C4A,,,-0.013917717878708675,0.0421175089881291,,0.0010814733087435775,,,,-0.017499485684388468,,-0.040595735550065924,-0.03545560906882893,
CNTN2,-0.061058754951324776,-0.07131726106817812,0.026040620303511692,0.03384682685408088,0.032439280464574866,-0.021171036706305497,0.01976681800706938,0.01475700478128934,-0.11203096717860493,0.050202203431567505,0.08789463768384033,-0.05302240691771972,0.05530097794923495,-0.010276092996571866
F7,,-0.012362176290101907,,,,,,,,0.01722085974988593,,,,-0.005089410069229914
LUM,0.020159535406527544,0.02920579385570196,-0.020519560002523442,0.0733993283534196,-0.03876405551253564,-0.013910126400251218,-0.008136770091502061,-0.025684746606805853,-0.024803641167689683,0.06370165834151646,0.02197672297941241,0.06320442501946154,0.0032672133551872175,0.07002756535414306
IZUMO1,-0.022535170434196068,,,,,,,,,,,,,
BTC,,-0.011215441965414559,-0.02177875656354401,-0.015028891790951147,-0.0006752506818324071,,0.0035035746464221022,,,-0.015951200014986282,-0.02216840173370068,0.008642257289638737,0.030217284156633994,-0.008003848672966087
APOC1,-0.008969574069340154,0.032060568211899475,0.05304564409594189,-0.02858336459714583,0.05614028568148906,0.03246852969104214,-0.015212618356615007,0.01313282506860145,0.06193646392567869,0.032024959606056995,0.036338391161291485,0.08438652412189908,0.11796255316493562,0.09164977555510569
PKM,-0.003458669931619955,0.004150547240496482,0.020036370427309436,0.024844350310097144,-0.06840507793005561,-0.020637371957504147,0.0009613977590584946,0.07431543146466073,0.08494821202176145,-0.08709864346676945,-0.05776489529268488,0.03675118937489877,-0.009390983380285246,-0.07138518892753619
TNF,,-0.02884671300118325,-0.030903121540661264,0.056950707436698035,0.07662576724926545,0.03674625988557488,0.0023843746354455255,0.10448438882176445,0.00882894747984845,0.18188697471401105,-0.015175135139175852,,0.12478069054201714,0.1086436099669669
GNAS,0.0024350192931526164,-0.06649819547451705,-0.005242116912868618,-0.06001493380284572,0.06767618981816229,0.04138889158131232,-0.012912517449592226,0.020994499857129877,-0.05396235780630152,-0.11669894970813431,-0.029262899667808363,0.002487918373876548,0.03459689579835036,-0.0593247554826176
BMP8B,-0.03535416938307957,-0.010188230729720301,-0.010686844081040465,0.01269500091226367,-0.03608579707586033,0.07675643924578725,-0.010426471147976494,-0.00910212563972438,-0.06356563381064478,0.007172467373556442,-0.029023804327595826,0.01276173675107742,0.005183381090145901,0.08090668571151217
LIPH,,-0.012671674244647102,,-0.023725230682243963,,-0.012881298648250846,,,,-0.015718353644921957,-0.01691897014401025,,0.027881244659599957,0.03582449682861914
CCL28,,-0.017824286090983344,,,,0.037780593094817905,-0.012332313740490881,,,,,-0.028061333296188692,-0.020444287178421706,0.004054060827657051
PTPN11,-0.0011133462804885192,-0.0404529865102231,0.007524904305471545,-0.02122209366701896,-0.01634338013832442,-0.024837523931925922,-0.026522039958763455,0.0036594742779327795,-0.003939831584191442,-0.06204608789209767,-0.07918336952294167,-0.044475361537865084,-0.01025331374254224,-0.05086126977929286
ADAM12,-0.039785421784392885,-0.013651870500869497,-0.01657331220491332,0.03766293576963175,0.025734535743917153,0.04435245358301629,-0.011918414586483968,-0.08706117724927953,0.02123381976499839,-0.04382441234295643,0.010875748783993082,0.08853023965017602,-0.04582360785931232,0.03215208922684606
EPO,,-0.01702661016884079,,-0.024187464837523785,0.0017658213547969825,-0.013477029262837044,,,-0.005651820380631276,-0.017070533485153853,-0.01757164028843591,,-0.021740800332032104,
