,MGH258
BMP1,-0.0027245958161235214
NDP,-0.08367783326190026
TNFSF18,-0.025604033446814296
RTN4,-0.014887787023429066
HEBP1,-0.011786905182931105
WNT7B,-0.022556351526015532
PTMA,-0.017500403303457594
FASLG,-0.022556357902638324
CEACAM1,0.01578894986236515
PDAP1,0.04731717426120025
QDPR,0.07027798261180433
POMC,0.03913663873124342
WNT5A,0.02020312097141762
GRN,0.07087803008128289
MIA,0.06492791734096019
COL4A4,-0.02612301092882551
TAC1,-0.022556345630652095
RARRES2,0.018827052276490112
FGF7,-0.044160953152857715
HBEGF,-0.07398567550200207
PCSK1N,-0.009011560254640007
SFRP1,-0.003247840795963217
MICA,0.033456008346093885
TG,0.10000680023718232
ADA,-0.059445405460634995
LAMC3,0.03516890523826773
HMGB1,-0.01302292744557308
ITGB3BP,-0.0016316457677383852
RELN,-0.02165666375682746
IL15,-0.0603622975282062
BSG,-0.047125851648632734
ADAMTS3,0.06814389031450137
CD34,0.007679896563796254
PLAT,-0.06112644881546238
CKLF,-0.021805070501940253
CD24,-0.05146884218970077
HSP90AA1,0.04766164720547255
BMP4,-0.026884364605439384
IGFBP4,-0.02995600847529398
LEFTY2,-0.008247640595927426
ANGPTL2,0.052214239557744506
LRIG2,-0.030117225516487045
ICOSLG,0.0633798934681979
NPPC,-0.057612324814148415
LYZ,-0.02285200003714307
SPTAN1,-0.02229801821716642
LIPC,-0.019391311122133967
COL8A1,0.03503079186115285
GSTM2,-0.07468759076147757
SPX,-0.004969956799226608
MFGE8,-0.07053194619420915
TGFA,-0.004549413116537116
SLIT2,-0.02688436030353788
PLTP,-0.014649010783111982
APOD,0.08996016444566247
B2M,0.05249392643332426
OMG,0.05285314205661703
CXCL3,-0.021036938813008284
CXCL10,-0.00417886216820555
CORT,0.04467409177160101
NCAN,-0.061993042513743886
TGM2,-0.0010995894019865456
VEGFC,-0.026123012190309124
COL9A1,-0.023110243441549737
GDF11,-0.014348521439541628
SORBS1,0.00535781114288363
DLL1,-0.036279979098038546
TLN1,0.06387176197047266
COL2A1,0.014656584967041768
PON2,-0.05038291353223122
HPX,0.005707826146166224
HP,-0.04868525708167638
CXCL2,0.09532924734572946
CCK,-0.010505824210617352
SEMA6A,0.06950350690488999
IRAK4,0.004782223962258392
GSTP1,0.0019030414523701865
VCAM1,-0.01652432001855294
NXPH3,-0.022881888715181375
MTMR4,-0.012561111152166814
IL10,0.11273165054642362
SEMA4D,0.0485315830202793
TRH,-0.0037601432200214577
SEMA6D,0.005841757358986941
PDCD1LG2,-0.028856095428893967
SPINT1,0.0564491587160999
CTHRC1,0.03356785729077412
PODXL,-0.0806022407069563
JAM3,0.048925285998019194
TGFB2,0.09304336850636018
COL18A1,-0.035995575832560495
NODAL,-0.011748840721898567
INHBB,0.0014087959479938195
ARF4,0.0063132678934897345
CXCL14,-0.0077969283554345835
LIF,-0.018309320355739348
ADAM28,-0.07216845887006038
TCN2,0.03717865317211848
CUBN,0.036561072353658006
TIMP3,-0.02695632343403924
PIGF,0.05219654019772462
CCL5,0.04278819759357745
GAD1,-0.020274678516630253
COL14A1,0.057622246851077204
HLA-A,-0.0519054637139179
CD5L,0.042864061406044006
ADM,-0.03847256429842082
GNAI2,-0.06020049714764956
COL11A1,0.03312246895607835
NUCB2,0.002330221234563722
VCAN,-0.029582002175520573
PTPN6,-0.009116653463341706
PTGS2,-0.010279890552041582
XCL1,-0.0036467565545971773
CD58,-0.004316284342745775
TNFSF14,-0.0005397857141817795
