,UKF248,UKF255,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.017106944838451394,,,,,,-0.01754336873253159,,0.010005059466866082,
BMP1,-0.025778583754502978,0.045104114115335533,0.022144902343540204,-0.047621332587971764,-0.009094163118228176,-0.07004907629753435,0.00611583694505347,-0.009187928925874691,-0.0017074233723912895,0.022815838147262832,-0.07763877189009236,-0.03938842143073535,0.021187905390992096
NDP,-0.06031457587130293,0.011246861717560975,-0.008326147618978999,-0.012808089103984474,-0.04172783303028184,0.025100883578435984,-0.016772857347226593,-0.011856282179901765,0.10135346510621496,-0.0049593499162235745,0.05658059538924966,0.03736580207903732,-0.039985321621530005
TNFSF18,-0.03228029809914364,,-0.0034805842660654094,-0.025403299520543043,,,,,,0.03828143296611141,,0.05530093853225704,0.056052587955748565
IL36G,,,,,,,-0.018686341324268378,,,,,,
RTN4,-0.008961586203917146,0.07056676837439739,0.030726858570312095,0.04630825425056998,0.03162299910381535,0.06121825770287504,0.0159806263483279,-0.002828944869597493,-0.0641732075249652,0.018078711089705605,0.0734168297006893,0.05754662711069639,-0.12317260270873809
HEBP1,0.008635125249251733,0.05815765686004792,-0.026576760604197978,-0.017111953883167972,-0.031301495661280494,-0.0705574556291679,-0.010228346989487795,0.012859277650902416,0.08041008667587356,0.07945143843475318,0.03687696616787743,0.07139356032642703,0.055622241861139586
WNT7B,0.06104756800040676,-0.00015983756679539005,-0.001500040153282998,-0.007154411300830491,-0.015630376050569564,,0.011925889816083748,-0.002984702829712873,0.013767751003426825,-0.023612515848574177,0.040487450442902126,0.014594517524521717,-0.011819081517497594
PTMA,-0.08923528584186124,0.07925510281408375,-0.013938211690954097,0.015772924695386277,-0.07634200961985343,-0.12085127622921653,-7.3494172914965e-05,-0.01204448808009621,-0.0035820349512791978,0.03621922830555365,0.026660299979561347,-0.030996091395997124,0.05323461722247919
FASLG,,,,,,,,,,,,-0.0033100709883781337,
CEACAM1,0.019773575491294073,,,-0.03342929530527986,,,,0.06822468694346459,-0.04113809121939946,-0.025996554434617156,0.07655231026822104,-0.014299601486660714,
PDAP1,-0.022721170078192934,0.04116683280670827,-0.004582637699165566,-0.04407406141920262,-0.057882072827695405,0.010367651331668733,-0.033262112842141485,-0.042063469397313744,-0.06348960265164934,0.02906936246975416,0.026358927477112506,0.05471762333850938,-0.013828891840339821
QDPR,0.017350903903224694,0.08630323214748004,0.014823664410124423,0.06763978721379607,0.015231982704816086,-0.07815565595562259,0.020230353522786328,-0.0020099687198322884,0.11091922387962223,0.03298842443328473,0.0078295272865814,0.09724434386889029,-0.09503057743527146
POMC,-0.009968147063135376,,0.013068252806122886,-0.0430922149600932,-0.035045292996376404,-0.06407495271567165,-0.04003568656994445,-0.011934121600917186,0.07851368460917976,-0.03438812509049957,0.03498962436316716,0.04268149086381948,0.04583494645152073
CCL18,0.06418817860764751,,,,,-0.06075319159544848,,-0.034119080564542395,-0.008270548044269296,,-0.0549426250514432,,
CCL17,,,,,0.010098746313669062,,-0.01707050330476949,-0.031340628322916564,-0.005873370261025885,-0.023129918280812997,,-0.005801853486091357,
VEGFD,-0.027626099575146203,,,-0.028658721435691335,-0.01419054250443593,0.09076920154454939,-0.01829498712216899,,0.018790259831365983,-0.024394924752736365,,,
TNFSF13,-0.005113210748829031,,-0.0023958355599765103,,,,,0.0725683404322552,0.03221181844739188,-0.024803846123197675,-0.024841772034337035,0.040729259657830114,0.026663313386555344
WNT5A,-0.039684881529407676,0.067342084715141,-0.026393485749683185,-0.05618755374631298,0.01407941507699841,-0.019026194164920275,0.015419885313669952,0.01067456369585969,0.03709549701967875,-0.010559976638278939,0.01803977305065274,0.042887379601203236,0.10884467728448317
CXCL8,0.09730148174787961,-0.1200598112541461,0.022119348782140794,0.025042188932802627,0.07158680642650363,-0.01751489285678135,-0.012257810822557546,-0.01745862813500001,-0.1817843011912798,-0.032839441992366596,-0.09394520210837819,0.08597701386109827,0.09557825535113486
GRN,-0.050687561361374485,0.03317278411386696,-0.021149867853917377,0.012401694758730857,-0.012098717926515358,-0.1037704888398276,0.029534224581403007,-0.03649937254981474,-0.0557174211285991,0.016678731727388842,-0.012408035725588325,-0.0010490881483573582,0.018261554562196507
MIA,0.02077865907621983,0.00255466224210434,0.02369812473685159,-0.013334815546904735,-0.016138753598371174,,-0.02505582327843507,0.15266037338884123,0.20791675444111282,-0.05482045259410817,-0.12139096232415023,0.042009467118238886,0.12195311638931937
COL4A4,-0.03453004527283672,0.05078611379209646,-0.019336953785260867,-0.01685762437245411,-0.027111822572766404,,-0.010017922514862755,0.07651208730197304,0.01110427230731324,-0.03562976940404903,0.02243014876872847,0.043486908939375235,0.08784820132263857
TAC1,0.02970549813899817,0.04940296496753805,0.07558273107471143,0.06747256801666363,0.019293084145965003,0.07333218938050841,0.02354384930704477,,,,-0.014719094977198375,0.06824023866982913,-0.06180420696936961
RARRES2,0.013571257518816987,-0.03261775887926359,-0.02348744898855923,-0.013336339239724057,-0.02948237960505258,0.038431457402872425,-0.038451972859081446,-0.012244228512453284,-0.07347774404956893,0.058885322659962165,-0.04018971103474475,0.14308429399302122,-0.0050401318551937455
FGF7,,-0.0009811625776108147,0.05158915238519201,-0.002790492643865024,-0.024517727262633168,-0.04602210513606691,0.0037038173668854325,0.018519988042859967,0.02605075146656056,0.013921469709967257,-0.0010058559392329624,0.07118115262911101,0.032274183867346096
EFNA2,,,,,,,,,-0.047297933346655,,,,
HBEGF,-0.05421315038596612,-0.06836783965775046,0.06163129007347529,0.0432308153467329,-0.036442673777605294,-0.05023191701506127,0.03870176579656296,-0.0077005203974683445,0.12199516002529588,-0.003960242157542614,-0.032726543781597096,0.04476089816981273,0.0821876510558609
CSF3,,-0.0331522707783889,,0.026303202678092198,,,,-0.04221457520079432,-0.09844986874633856,,-0.054582575243500076,-0.026551730578819956,-0.01040741383818508
PI3,0.0738864573585029,-0.10118484557056459,,-0.0200824928209073,,,,-0.019841632203923692,-0.20048919081262145,-0.01965263798399623,-0.1163162215643285,-0.033092140852048466,0.022734696894821167
PCSK1N,-0.020567140740399163,0.13780887259506183,0.02349074508917242,-0.03437474255097365,0.08561340011351412,0.09056514140802657,0.026667408895769927,0.03874098329108686,-0.011191222069877648,0.037523101938409006,0.04595014927070425,0.07376642018810169,-0.035972529565555224
NTS,,,-0.006976833784752459,-0.02192141216344746,0.010888736233326668,-0.017847601987461686,,0.010421137781879843,-0.010166382866175447,,0.13864463314189163,-0.016723934524309425,
SFRP1,0.023895627411828768,,0.05889616824763299,0.07818785354169995,0.010941512489791297,-0.042507171449699815,0.03837532312812284,-0.0015344831126001635,0.07875194460353777,-0.024966128820899592,0.061614773644140766,-0.001420047327613581,0.029049070342760917
CXCL13,,-0.03285348908998173,,,,,,-0.04054062345224627,-0.019387249865238338,,0.0079333719584678,,-0.03146910795804216
MICA,-0.044775175305566066,0.05868374580372525,0.05342488557482974,0.031273616519184456,0.007552340038104078,0.022145663452252298,0.029773704678887142,0.0342293371456083,0.07133126702236423,-0.04969853569978696,0.10190513388922026,0.057426410173106075,0.013570097403046882
TG,0.02229255614834974,,-0.027247578086766727,-0.021525300170205413,-0.014000633497875682,,0.001254312699275453,0.00619848538965896,0.02514391494234416,,-0.017267164387356766,-0.009375289134945185,0.04215919968710151
ADA,-0.04953081963835446,0.025438660684075895,0.053877166364940006,-0.05667797243025241,-0.02273815473224541,-0.07666664358769634,0.07074682796931994,-0.007876798177875117,0.043443398329424204,0.008928833451178966,-0.06184381423837716,0.03830084138492256,-0.05114930983903605
LAMC3,-0.06594409575130326,0.08064812819490855,0.08908995663216505,0.02495725680324612,-0.02019365825860093,-0.008228327452856052,0.03031001713265686,0.03801351293772814,0.10963730538107466,0.0017754086384591243,-0.015248953533541857,-0.056978916890149826,0.04761724198295245
CCL7,0.04305261892054734,,,,,,,-0.0296560962493119,,,,-0.019547319380203865,0.08122273614028883
NGF,-0.028475108378521533,,0.018867581592705702,,,-0.017847613738923428,,-0.02204617739197669,0.08419113947612004,,0.019637216894008217,-0.002525150782307381,0.007324335595543175
TNFSF15,,,0.003049054567716406,,,,,0.033617589441202474,,,-0.00928927249122827,0.08297679921344851,-0.042937697870210734
HMGB1,-0.07939355097596924,0.054934906441434894,-0.02208236631139659,-0.025469605659709564,0.028457630060439873,-0.026990537857759445,0.04095373243883476,-0.024726750628303523,-0.05008494268395902,0.058866295724572366,-0.008185841634435162,-0.011908041170255844,-0.04145310125608583
ITGB3BP,0.07330599933946332,0.02513048585489222,0.08428598862111474,0.014966809930142641,0.045277541266815526,-0.039265628906112626,0.03308034313921517,-0.010354947745374828,-0.003803850142243989,0.036092177473171394,0.018754621825814086,0.1124485969955554,0.012314940271921013
AANAT,-0.02853330836614641,,,0.030996909129933775,-0.016138754496049856,0.01484393004321457,0.0062614924670683905,0.011540181975608566,0.004554797106964292,-0.009949821023542756,,0.05610714580809613,-0.02368900206137689
RELN,-0.049130154553469134,-0.05095319498665887,-0.003624774457106288,0.021910868266417475,0.013519169135939521,0.034161555590295864,-0.025350557686934793,,,0.10222628380386736,-0.0022110588761313455,,-0.06363931645406347
IL15,0.04102510754415836,,-0.00605471169842871,-0.031505575716166925,-0.018164732547647267,-0.03438470103242536,-0.0057462486539098375,0.03647731920636046,0.0647386457885037,-0.03562976488881716,0.07202088600283879,0.07699274877673792,-0.0031667379778040983
UTS2,,,,-0.0023268923044820603,,,,-0.020536679557774842,,,,,
BSG,-0.012640623959117353,0.1303694008852335,0.05060299879113635,-0.04074709188119484,-0.0149828085903706,0.07948456567474979,-0.006932570931294565,0.09167991546242028,0.08010727944352775,-0.030968711309035557,-0.08770780148760733,0.10428157585261354,0.11635340545101226
ADAMTS3,-0.0013040293707137665,,0.1320315204992167,-0.06609355930429624,-7.670139130593614e-05,-0.005891799083361732,0.00408603532710939,0.07591550994151909,0.08979493862025217,-0.04433081022581541,0.13738505365549955,0.16156948525231526,-0.045617832242850875
CD34,-0.08812379391698372,0.058259710212329424,0.06979907603454288,-0.056095842094366265,-0.03019517146115435,-0.06252622831219136,-0.014132611527749575,0.00824571214723635,0.06567442289950744,0.02337917606936413,0.03189258571633533,-0.02804315478604905,-0.030569855864374173
CCL23,,,,-0.018305238195628508,,,,,,,,,
PLAT,-0.0719066392164455,0.030358891354684787,0.019425135028279767,-0.03159619933323222,0.00011668053018954449,-0.08023956594162228,0.008817531760840158,0.009810863214921889,0.12137637364313182,-0.04059713807865074,-0.1377674791059885,-0.017142463205903097,0.07466607987671467
NTF3,,,,,0.019653733949011574,,,0.05930138288491782,0.15182893386836158,,0.16107360400594067,,
LTA,,,,,,,0.07301982556297272,,,,,0.008296091760737784,
CKLF,-0.020422129720756035,0.013835058717198895,0.018020962784123885,-0.03838229703937962,-0.03553766778843274,-0.05601329921113051,-0.005551600673535163,0.049122574249375946,0.13341334710502392,0.04730421505248222,0.03539649469941772,-0.0006595703261004533,0.030838459090851745
CD24,-0.039537404348396046,-0.006992254883237873,0.12444445249031298,-0.02624428984635325,-0.09065193312168134,-0.0035424989659534234,0.01414155050392431,0.04796503205609874,0.024391353431035524,-0.01573858407387452,0.15167880114067045,0.10892003432394987,-0.042681345261656185
HSP90AA1,-0.00665310957264917,-0.13078019266729127,0.09769428156616067,0.03928564553971992,-0.012696342565638057,0.12097092357890576,0.017090288568779328,-0.0900819070953231,-0.20901969078925964,0.04675758162084207,-0.0509376226442172,-0.023553023561983275,-0.05857343308123782
BMP4,-0.03377060669035673,0.06813564450362257,0.03654369217686134,-0.006502275521919745,-0.022443632438910198,-0.026763477897651683,0.019508535699364744,0.031972721742104866,0.05809595589081427,-0.05060263928879907,0.0004583865427909509,-0.007886600851541473,-0.04266571563548936
SCGB3A1,-0.037552517458495985,-0.01502886689892698,0.022401284016181494,,0.028067247704009198,-0.02953640746005656,-0.01481907513687422,-0.07077820423744732,0.09832407436937468,,-0.0006357728104466645,0.0193035157972263,-0.04760318697910006
IGFBP4,-0.08599504983913625,0.03683397442131618,0.018232521192816535,-0.08286685378449637,-0.025132600594840977,-0.05501758073050879,0.026675399529320472,-0.0624379166997293,-0.06516865486243234,0.025201611982892672,-0.10977746921178656,-0.05197604652929376,0.000336836224900704
RSPO4,,,,,-0.013613195274326096,,-0.006539534201036419,,,,0.07294901806574873,0.03390151720542638,0.03762509518307796
LEFTY2,-0.035959542399243954,0.0122541021107281,0.04470802764084705,-0.04716298242185781,-0.0149270351113349,-0.017847613738923428,0.039539650571076175,0.13577851349312142,0.03912324086095544,0.00358758693428922,-0.016869798184385262,0.028742020431177618,-0.044412189645517366
PF4,0.05015199193525949,,,,,,,,-0.03306679207322153,,,-0.004661046545998538,-0.023399560923127387
ANGPTL2,-0.09101022185071295,0.1106835687416961,-0.010141358834575996,0.0038648978471510606,-0.002606663532679864,-0.08166434472755206,0.007733871238803481,0.011285445319184025,0.12092187754382754,0.008531342710823401,-0.04626618586828909,0.08966734820088709,0.049936627074814895
LRIG2,0.007601419671936772,0.05229723876470108,0.0026989484195917724,-0.01977030339925709,-0.05369770207774851,0.05080572762525358,-0.003604390199391101,0.028672288889806,0.03608035895789857,0.0314734885996573,0.01870061156041599,0.060952411993812454,0.014753808436016173
ICOSLG,0.01021111090689854,-0.021378256337097997,0.04367096491001623,0.04923076967790046,-0.0030505360811011934,0.007540533802107734,-0.037521861276103095,0.06319765626624434,0.09942112481494679,-0.005380043987671199,0.04466402868092967,0.04319679624681275,0.07120170102778167
WIF1,0.0886906184672514,0.05636972335558407,0.011343799926546508,-0.01473588805850448,-0.02561721495869053,0.12958145424227896,0.02995703939142006,,,,0.028973986875349945,,0.07966135202342008
NPPC,0.03196829028226385,0.01671398810983896,0.12758168358712024,-0.01447301523796157,0.0562045508626644,0.1084797198312992,-0.04335599939564806,-0.01661069554385993,-0.0159636919719127,-0.027143463485985817,0.012117129188742245,,-0.015705359854109736
LYZ,-0.009250569312782004,0.043603031817473346,-0.0037813174555114794,-0.04195224664278727,-0.06552217022401653,-0.0717175735920463,0.029096577729454454,-0.05072757571716064,-0.0021818222615890715,-0.006393959957553234,0.003692315315539496,0.07994026223985955,0.028975734082830152
EREG,,-0.04234438968662723,,,,-0.018359978779936073,,-0.001661888931035566,-0.026161654843972856,,-0.017763449022486624,0.02318156825143028,-0.007761229398812869
SPTAN1,-0.06173965054575833,0.12152984549018087,0.050348382025657126,0.03753915201842666,-0.009947428075389392,0.12758750929405416,0.04306505462389933,0.045284980141418935,0.05073879171538365,-0.03316421613094143,0.11525747647576697,-0.02851073310001282,-0.0991121657200021
PTH2,,,,,,,,,,,0.08189835817572519,,
