,ZH1019T1,ZH916T1
IGFL3,,-0.01595430938868601
BMP1,0.04942015208550549,-0.035674837512408214
NDP,-0.01905941394751081,0.0029542408076583464
TNFSF18,0.036121846755254504,-0.026912067600980485
RTN4,-0.03800566240990553,-0.0014858450841790968
HEBP1,0.010983219392945125,0.02924998564200176
WNT7B,,0.0708425375282981
PTMA,0.011976624332592124,0.004585636872654454
FASLG,,-0.01383716708991608
CEACAM1,-0.03236424981579088,0.06757464593040086
PDAP1,0.00016842759256688832,0.027043540182612378
QDPR,-0.004605150039457632,0.0014210596865289677
POMC,0.02835310287855502,0.024661100088325127
CCL17,,-0.012541837781674427
VEGFD,0.07093709361736891,
TNFSF13,,-0.020435877840573456
WNT5A,0.042153208406584416,-0.005251761801335369
CXCL8,-0.02074349873251364,0.02935630449142697
GRN,-0.03163158717574656,-0.06572940323289496
MIA,-0.07977676094920627,0.11465813088631689
COL4A4,0.04919552437294948,-0.03683143487182582
TAC1,,-0.016487521071754486
RARRES2,-0.048519634182561694,0.017932829616973296
FGF7,7.736171967801302e-06,0.006592786650057245
HBEGF,0.07662861629794164,0.039060843653375116
CSF3,,-0.013204620377262435
PI3,,0.029153905477247118
PCSK1N,0.019688127223884237,-0.03359158805466816
NTS,,-0.019554242180614582
SFRP1,-0.06572665316378003,-0.01909985113187313
MICA,0.07126909866385549,0.013935775541279647
TG,0.014208971600285013,-0.025751528416372852
ADA,-0.05498287222021045,-0.02947747518056716
LAMC3,0.022679149547112618,-0.06525149794825226
CCL7,,-0.013837162169584626
NGF,0.059304903862958544,-0.04142804649028775
TNFSF15,0.007091958017461369,0.02048982708118338
HMGB1,-0.023235742768583006,0.052733561018384
ITGB3BP,-0.06638741641228323,-0.000750829397392301
AANAT,,-0.01464029461522306
RELN,-0.03750494585203896,
IL15,0.02342288153239098,-0.027295401139700273
BSG,0.0015176266074120365,0.05068253674931894
ADAMTS3,,0.05321764348306391
CD34,-0.020691825640828842,0.003316100758706338
PLAT,-0.014276801659568001,-0.02002182639450119
LTA,,-0.019703630206739254
CKLF,0.06431950303110229,-0.023009218198617377
CD24,-0.013041462485989828,0.05424145307251584
HSP90AA1,0.06875009404876872,0.028416096067994934
BMP4,0.020964200030998425,0.00632470606697152
SCGB3A1,-0.0036239187288053813,-4.4384358501424565e-05
IGFBP4,0.0033828836235290085,-0.03976557472461875
RSPO4,-0.04316608091484614,-0.025987025726977225
LEFTY2,,0.12308112183955118
PF4,,0.10510544070340853
ANGPTL2,-0.029956581208275747,0.0029081781896083455
LRIG2,0.03184154643544557,-0.0035664426718914595
ICOSLG,0.024159382387848295,-0.013691099812529165
NPPC,-0.010998185193264273,
LYZ,-0.05139790240767349,-0.07235481782712258
EREG,,0.040914303959262925
SPTAN1,0.0054425905058431276,-0.01293350475687311
LIPC,-0.054558116103675225,-0.02491284059547161
COL8A1,-0.01606891342348253,-0.023685666397074073
GSTM2,-0.031951878432876425,0.13558946690794468
SPX,,0.04810066269949656
MFGE8,0.020090552762606826,0.00462393261588081
TGFA,-0.007619430963938945,0.100523133951932
SLIT2,0.015120675822917647,0.019915576971401467
PLTP,0.09090178451262776,-0.06000506402121639
APOD,0.08203576744697491,-0.07964051036737876
B2M,-0.01458211010854583,-0.0920841628237053
OMG,0.03851154639143808,0.023408751282229773
CXCL3,,0.016812807294539815
CXCL10,0.07143268230054922,-0.007932134104768585
RSPO3,,-0.014042013877091255
NCAN,0.12296281394258152,0.02325336795346495
PRG4,,-0.031808945804186035
ZG16B,,0.07799893853912769
TGM2,-0.05212198176369173,-0.0475657014986213
VEGFC,0.020658742005416807,0.06573360608288936
WNT6,,-0.0018653311670442031
NRG4,-0.034451644930336325,0.105475678482896
PMCH,,0.05774256370684176
COL9A1,0.034476446048907025,0.008349736256802841
GDF11,0.07061460377378528,0.05796832834831256
RAET1E,,0.16910184205753634
SORBS1,-0.02708747620015579,-0.022910413029732134
DLL1,-0.005241708617377044,-0.01611505179738636
TLN1,-0.08543523500657264,-0.0033692375769073784
COL2A1,,-0.02043587626080954
SHH,,0.0888499108296721
PON2,0.030881428970384026,-0.013146765743507047
ICAM5,,-0.016921935904821335
