,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CCL15,,,0.0038541327521565746,,,,,,,,-0.0283488313432126,,,,,,,,,
GNAI2,0.02637339159166326,-0.010439504590707178,0.03366564866418169,-0.025817263136692338,0.0872084762429761,-0.07831261110023735,-0.02472688158314269,-0.011918868011404994,-0.06347683959577818,-0.05898469395064107,-0.05049253847282066,-0.23378140934754224,-0.07848227781578172,-0.06945818780793594,-0.02335267787397464,-0.024502111200060153,-0.008391578820210284,-0.016509390649268492,-0.021076694796501417,-0.0072646556220885864
HDC,,,,,,,,,-0.01968387920500915,,-0.026105784662679838,,,,-0.037043117533508085,,,,0.07171604180673297,
COL11A1,0.035096786928315624,,0.02655261073302518,-0.003510220279050135,0.07062727691856885,-0.006856653392219038,0.003425501877094461,-0.014826209477412287,0.03467089381217705,0.015645808955355268,0.029895204304469184,0.03410870504328232,0.038444356007133786,0.0040267335797315885,,0.047025836614390026,0.022559803763838874,,-0.024650859326155815,0.03039603909730436
NUCB2,-0.008804498946128562,-0.004590632462931689,-0.030589180042047377,-0.0005940488038006391,0.03051954680770642,0.025538313880592297,-0.01344787569842697,-0.011467553335034658,0.008248487023389922,-0.0002053781126912583,0.059597659029378094,0.023299895542659623,0.01131365979432363,0.0165987408053412,-0.11082179028560721,-0.03314281000045582,0.00300728019887536,-0.05068671020341295,-0.019384932513526996,-0.06119672812166666
FGF16,,,,,,,,,,,,,,,,,,,0.17240373274978985,
CXCL1,,-0.0485349535726034,-0.021820904598404335,-0.017562933154263008,-0.024527695914415566,-0.0009630931665866207,0.002751815590881475,,0.004626836473626936,-0.02760396368584841,-0.01951452147675139,-0.05330525908801987,0.06366538353153778,-0.024943092910889225,0.039124174233080955,0.06348361796559591,0.07453739647243088,-0.018909346777878533,0.04979041865615363,-0.0128650301380602
VCAN,0.024219962000424037,-0.0036392359683386126,0.007533551288158643,-0.03202298622388768,-0.09775765048286307,-0.0431641747893987,-0.07029549489312797,-0.05162349007726022,-0.03710664304412677,-0.009432894444014033,0.03690262176745766,-0.09928060975888149,0.03394474457518516,-0.12392000236751198,0.014674555992657849,-0.06567484171107028,-0.035937843980739036,-0.06181314973704387,0.006424063140960953,-0.02719650134477233
MMP7,,-0.10270326670042251,0.007373670827863084,,,0.04807847596783489,,-0.034746392282483024,-0.013529829232435025,-0.0024528239314403665,-0.006034952635801565,-0.0364502093337758,-0.03031425580267079,-0.028417742223899173,,0.05801089800197103,0.09162926213357168,,-0.015632224724175168,
PTPN6,0.04070680424901898,-0.053044668937993575,-0.0023649660435599,-0.0005992414161206507,-0.0003624667868772265,0.009534230613400148,-0.03246054813597926,-0.0005697618780557271,-0.05727896666997163,0.09299761226400002,-0.0066227353334296635,-0.05412167066871964,-0.0120507296230872,0.0022014834023836075,0.0655405043239665,-0.02299972061527421,-0.016069204211488306,0.021772254022378385,0.016967015370767138,-0.09212165264098833
PTGS2,0.07762985997987432,-0.09632271805231324,-0.03760178648497694,-0.01567399655583967,0.11031684023550341,0.02888859734809216,0.09754953524396695,0.039445285260847035,0.029083663937409836,-0.001562618624148021,-0.04161852406100767,0.07781074080174484,-0.03880708080425135,-0.0009557318377185543,-0.0031247770519645095,0.017849079484140128,0.03960327876245796,0.1604566487417617,-0.015516851289140503,-0.023678922964677055
XCL1,-0.022211602069163314,,0.03527703456828593,,,0.030873603392792152,-0.020270222978490345,,,-0.029423537243138637,,0.04980112828239852,0.04220425678299944,,,,,,-0.014347069289814019,
CD58,0.007253894504562225,0.03410359454244151,0.0795401808916081,-0.0643998601975393,0.005557639382275759,-0.02861257393689358,-0.00559921173576675,0.018953809638941187,-0.047025554714101275,-0.01568585363083653,-0.007634393783710691,-0.03317322077441787,0.018559943317839972,-0.11194491198989316,0.02522020625925649,0.0332047847423564,0.039270360780759725,0.16663130952015207,0.07574950037790615,-0.028147595150151226
TNFSF14,-0.009821341930747381,0.01454917605089431,0.050525813692291574,-0.018317560268079906,-0.057871792857082174,-0.0028963582910234674,-0.002707607616793777,,-0.028191387568267764,0.0027446901406662444,-0.019060552480629635,-0.07662193267060449,,,,-0.018906960121392168,-0.009057857700770866,-0.01283364725989992,-0.04086929198170986,-0.01870386446643218
CNTN4,,0.02178168697882908,0.06646625893545882,-0.014338927744462536,-0.02861609574024391,0.03848677217296985,0.006654210851458987,0.0032490871084734584,0.04004783532037332,0.009717247990430422,0.004042742860327474,0.22706397792209218,,0.09755452838085511,,-0.0129795714945881,0.009555832116279684,-0.055296823215174234,0.01736260083426324,0.009819580573188456
NTF4,,,,,,0.10497344825046703,,,,,,,,,,,,,,
INSL3,,,0.028232153232419257,,,-0.012136955819960498,,,,0.031900153848601814,,,,,,-0.021026897702609546,-0.009034693517249278,,,
BTLA,,,,,,0.08536552388522158,0.049800226447284525,,,,-0.012488841375978646,,,,,,,,,
MFNG,-0.043674444509994165,0.0017696423204796817,0.027443721720462725,0.011842462747455656,-0.026570007669993918,-0.016288068043624256,-0.004539212210986173,-0.03595042228655268,0.008761666495405687,-0.005266206226452098,0.00016606534392127198,-0.08959452202769255,0.06984370418830607,0.025393645770905058,0.06747769786181126,-0.007496312187756047,0.001960329964903032,0.01485481157553128,0.010387370081847572,-0.03450244969737365
ICAM1,-0.0037861905884239207,-0.08034341485826535,0.0208483550934329,-0.04871016560656097,0.06527922256720596,0.07326121651230802,0.08341211106516412,0.05396988366165497,-0.021084427635548374,-0.050683881411996486,-0.02882383808310415,-0.062192105220469106,-0.0350842115209161,0.08248651198913992,-0.042292301383231146,0.07490833185104728,-0.006584701337311626,0.05149226285207469,-0.12371561692762408,0.08021888358673106
PROS1,-0.023323422547535135,-0.10633230206410912,-0.030283251231914655,-0.010023886216953005,-0.023916472394744454,0.011245129229371693,0.00915839025198752,-0.053650645320262765,-0.047675641826298625,0.013045190190038705,-0.029216596244814555,-0.10434109931387289,-0.02017263284754198,-0.026794549198680538,0.04473582229027564,0.042035601508264464,0.01851727139619526,-0.009829607075369605,0.023115709140171935,0.08243170263686544
CLCF1,0.04089704778019743,-0.04651302543980388,0.09662269631116133,-0.020230894389342193,0.07584916771063127,0.024626039202886977,0.09702684266408755,0.002041038557946484,0.036003588781870766,-0.03719700519768197,-0.05205713952795861,-0.08384065418664058,0.045999394927493685,-0.04789025150564423,0.038485575878298206,0.025741252273445543,-0.02266592914760719,0.033296270205048516,0.017338364627821703,
PSAP,-0.08425484944709821,0.11451837685250314,0.003244796651031184,-0.04691886726225155,-0.02164121179492436,-0.05920635901078143,0.011849566402841709,0.05406747127221934,0.041757717219162986,0.06622015143064025,-0.005004908052200453,-0.08130321019518631,0.014689604880143089,0.11280954937448294,-0.020507988603534002,0.06368863105163969,-0.008833443441784711,0.05937307649625778,0.02610660095302302,-0.010022085235595559
EFEMP1,0.004247478589011747,-0.08639935152883856,0.008316146056288488,0.014336323404830263,-0.05593289715467479,-0.03434872309873457,-0.03653996220052118,0.007133943307080121,-0.08450482408955706,0.060227604777479606,-0.0034167236295002306,-0.26439493859481183,-0.05739683714875788,-0.06932652072312462,0.09111047370455148,0.08332059486240834,0.01620116167305052,-0.09179800602074681,-0.016144633547325978,-0.006784741164498858
C1QTNF1,0.15534665370767117,-0.07248980013508935,0.02833306644677959,-0.009219270801200916,0.048798171749921626,0.041800023259920466,0.018928642713757077,0.010968592496802968,-0.02268676844469149,-0.00649555623629906,-0.020129748867411933,0.006941119597481951,0.01633093285434992,-0.04173525373774505,0.034536824173694504,0.04427736927906223,-0.012484155249819419,-0.05528053180781647,-0.048305319770374035,0.026487920904353753
ALB,-0.006167603546617084,0.0036439325517932638,0.04249107570739507,0.030306476434692396,,0.0047861294586045355,-0.0427357925432647,-0.033236986387588416,0.04651756872352603,-0.0225520814914603,0.004374564448868482,-0.10566354289258667,0.15034497098342448,-0.00329259292890613,0.052062238963053176,-0.03116898252245745,0.06567376956979631,-0.040296570718861884,0.027126757003421906,-0.042814854817683344
CCL13,,,,,,,,,,,,,0.06572499317242042,,,-0.014035222488794272,0.030068372996557128,,,
EFNA3,0.0240280095898602,-0.054058768697734134,-0.00757556498673416,0.059584562820804064,0.0401819774817883,0.06961886339947954,0.055426830057190714,0.022804869313807798,0.06566588517398099,0.055832080803624576,0.05956349331091641,0.10903988629517587,-0.015973785968343854,0.013317435720269086,0.004325919050968755,0.06921631267364259,0.025894800812189055,0.08054310766529509,0.00793671009540958,0.19771058247132292
DRAXIN,0.037144185397693416,0.1117959317019922,0.0068471088464838546,0.011587971766562927,0.09065899219997302,-0.023506130828250392,0.11839631215310577,-0.015051710821154718,-0.05214727412018945,-0.11654972362983156,-0.017382893452994957,-0.038636591792190866,0.004899913383508336,-0.015188324136537326,0.045401117918065774,0.018710803834775257,0.019568648280457786,-0.004014334218083603,0.059875041960772125,-0.018672012410168363
RAET1L,,,-0.016424479674668254,,,,,,,,0.0076713595779663085,,,,,,0.02289250175568973,,,
NPTX2,-0.016230704297081254,0.11999131818941429,-0.0009551068388700744,-0.022661177390317054,0.04036096776920348,0.029173006602317447,0.07457422489882885,0.0338586335255735,0.07528532766467295,0.08017508755205559,0.06684433470831651,-0.10572396629997527,0.056441761544939836,-0.053332711013736205,,0.03975674272787626,0.07118417119331963,0.07651757663189968,0.03806908599692567,0.1490073274985939
FGF11,0.04605841453239301,-0.12495778682693037,-0.01762535006633152,-0.047352761565247474,0.08769313060825748,0.04624583843891817,0.014701281278388526,-0.02931075796351605,-0.01669973257288019,-0.03201100758311496,-0.03940001035959036,0.04790445448336052,-0.057203883540968024,-0.031886201599317064,-0.0588952077202604,-0.03371923392516164,0.04358321628362708,-0.055682439094265096,-0.02332627947752907,-0.015525634362074927
CD59,-0.069456815063022,0.13151302349708616,-0.008210299149233885,-0.021503349011398724,-0.034280670716388406,-0.043600302587969555,0.038344124168122495,0.03774338858103486,0.03032929907869858,0.055242419601972965,0.023092291600715974,-0.08633320785960436,0.007095679213411943,0.1236943384127823,0.1284081007215977,0.010333845466714455,0.028200227049213298,-0.0650999284273195,0.004284568342307451,0.014568602165842612
COL9A2,0.01902251137738273,0.029307996382963632,0.028893677890742406,0.04959215391344409,-0.06185225755122781,-0.03713349164007584,-0.08959884336999109,-0.07494837205012021,-0.039663701659351354,0.057525542524663215,-0.018923920925599542,-0.06860125034472371,0.04583684102270189,-0.08857816960694037,-0.02613599219877911,-0.000851719612753497,-0.060890203486065476,-0.04604525955177027,0.0742644370008478,0.009402357382228313
DLL3,-0.038955790792311866,0.1619820041705194,0.008222913198540464,0.002229283041239056,-0.030229413768783728,-0.05901756465942865,0.04938750494532457,-0.03062367680806066,-0.049327042720095145,0.021055566130700094,0.0018345958532784213,0.18941457320811392,-0.01786425176783583,-0.034792904469750044,-0.01219926061618438,-0.03311459173124943,-0.07870883351635564,-0.02453699848664589,0.021705322545474314,0.017007242557037085
FGF5,,,,,,,,,0.13454723579189498,,,-0.03505607772889111,-0.010897019502030106,,,,,,0.005206978625857868,
LIN7C,0.002243919232049204,0.03321597378121991,0.025318176143997714,0.021852165705756158,0.0314115480529627,-0.01378642103778559,0.10350653309802402,-0.018653329043569387,-0.05837174763153653,-0.006624425026872323,0.005156544788670137,0.08627299035258663,0.041944669779267016,-0.01822349250282736,0.040982580346976154,-0.027522829454099614,-0.009123322496485448,0.015841228912342097,0.0018062366040173892,0.059634738131347544
GDF7,0.017921337081303383,-0.023252506805660367,-0.03873299204627491,-0.015386689811083133,,-0.02165587257657527,,-0.014606974478295943,-0.032327087855563395,0.031930180183700536,0.011922849191605129,0.1567947055528637,,,,,0.054767562353953886,,0.07818004254023048,
PSPN,-0.013168276259974111,0.00523371833260436,0.02486139667628401,0.022488589294879836,0.012921958817600235,0.05849772684344848,0.021837642078868746,0.09198657346261169,-0.04668324622893551,0.030435494568192195,0.04049705646163442,-0.019443809951650712,-0.019759054909816373,-0.06331493264147674,-0.03517437126192489,-0.03839268684375279,-0.0051436710663670246,-0.053904549700197,0.030937479502063152,0.03922115543203461
ANGPT1,-0.034253865799525655,0.04432317840004981,-0.0264719437304503,-0.03298935453892132,-0.0292463333885125,-0.012619512892100452,0.006122819029158234,0.01692385297613621,-0.053680218614085486,0.04888747952528004,-0.05854340564699588,-0.09802726734249559,0.013026019786675428,0.00784058584224659,-0.013828086717721374,0.030388582440019688,0.04630382180575853,0.02193682514415258,0.0022911248691980276,0.18471822981354571
PNOC,-0.0032340944133207113,0.1396894872026708,0.03998227506381326,-0.03219954640142779,0.030826184949987193,0.02301056567508848,-0.00688766031480851,0.07713714368232807,0.09172840676510807,0.07934011502416413,0.0032438613080802647,0.1605088001598951,-0.013940984877602513,-0.007140537830745437,,,-0.008263730323986194,-0.035190522052102505,0.032995602385625614,0.07080561986006732
L1CAM,0.05224303724882584,0.06789285673535209,0.014012774890526785,0.003194411663941013,0.01724246371572616,0.014035302443638015,0.09664863811298564,0.08005585287303273,0.0901956869152125,0.07327920369715708,0.07702954530933173,0.14891191125018563,0.0940041441699702,0.16131720661154575,-0.03517776123371856,0.0925416489751274,0.04708009450757055,0.045347225457738456,0.03276993239391763,0.15781590355855055
APOA1,0.002830349019177754,-0.00991083366122502,0.021069594783115084,0.02377373210693177,-0.0321908143102009,0.04276959787129907,0.01778390625381092,0.012479868103089405,0.005149589976761305,-0.01652942764465523,-0.011542900873828525,0.02321504456336953,0.010752434844400827,-0.003877129033620491,0.16074454183799236,0.0982207534292786,-0.019285482440026258,,0.04063884989062012,-0.03788744986096587
PSEN1,0.01048284256182744,0.02547321566510387,0.023554179789376985,-0.009714379182554876,0.08130105433091771,-0.020446284108727918,0.03606053054008224,0.003885875547890377,-0.03201227697881204,0.01689891703959383,0.009297101020082316,-0.1462120810952866,0.01703617860268874,-0.062198488551825706,0.05729505802475397,0.02782514490735836,0.002293471617439846,0.036451197321357334,0.002091854012196347,-0.10050209659483804
CALM2,0.04309978288378049,0.08479073569813211,0.000502800380140784,-0.03963258512508843,-0.025524754814479,-0.01592398853691313,-0.008417187093704292,0.036860026052943105,0.08452539265108114,0.08369068308754939,0.09762367010101224,0.2795576657492382,0.028768283851613924,0.1098398984405675,0.1144017880192772,0.054344750416577124,-0.036332038672580176,-0.0020570861264267845,0.08878649305784074,-0.016574700577854484
CLEC2B,0.014210140267737686,-0.012263297847016044,-0.07465405829029119,0.0203042062565548,0.06235132147211797,0.06502097016444096,0.01546211161039658,0.09347206556112429,-0.02189847720573043,0.0033036620559824753,0.018475098705588618,-0.1024709969389463,-0.008264041146807075,-0.06857002687718394,0.00015106942206086766,0.01933186243352253,0.028582171305664563,0.16488329643021526,0.0014143296618271345,0.0025483036064650783
NTNG1,0.022166679149686085,0.12332265780482828,-0.034539391118880346,0.0044633050358228515,,0.02713040915308369,0.05943519107103399,0.002983042837010301,0.004522334809145109,0.027917414751162096,-0.005364477189104392,0.03024487807400164,-0.022845249022508188,0.04251265842090361,-0.028734563343203023,0.0018939446782987783,0.02435877433290664,-0.04805218724399135,0.09915408254033453,-0.030595482307853243
LRIG1,-0.013774818970007641,0.05709582461281466,0.01189892344777906,0.020013063432923212,-0.027150032252569317,-0.04989177285053694,-0.09217334921700218,-0.04088340514524172,-0.055823133370614765,-0.006293403272703899,-0.03231563953718649,-0.09161986321610661,0.049915965347467915,-0.034586165874161266,0.14049487735934366,-0.01584855283074641,-0.04340223381912143,0.04331815308715479,0.019498865799871222,0.12125968412125622
CPAMD8,0.0030352475210633245,,-0.0009390164878969717,,,-0.014355853065844786,-0.025736352913453886,0.09668905308221472,-0.01634816824640338,0.05110545888845514,0.02412388829780599,-0.06438669216556019,,-0.0240580279675273,-0.03704308154433352,,,0.06599511429580333,-0.009105457966797969,0.03038644144153135
GHRL,0.08780200690920707,,-0.011502719613619582,-0.019516354312416242,,0.008034434676762247,-0.006024223740779347,0.04171261925757589,-0.0347666854333381,0.0014681738894258218,-0.017382893452994957,-0.03909755027207689,,-0.023465766255278842,-0.021468977567994388,,0.04692124265028526,,1.4888542269376414e-05,
NPY,-0.013080963511539704,0.18663252990018706,0.01145924186098012,0.025581566428954115,-0.023016552071376498,-0.06286780954191964,-0.005799158537464234,0.012219100258296462,0.042062920959577005,-0.04285926599025757,0.027520565824390286,0.06597672745778048,,0.03357643434516627,,0.022369568225675613,0.04101299891523415,-0.043990747838526724,0.0570104790832284,0.07110135982166235
MMP2,-0.054117187878867594,0.1175801594213265,-0.011032253781291402,-0.0650087580275944,0.015082880855717653,-0.0330660683139746,0.031008960507663285,-0.021876151838852533,-0.042872289768382046,0.014373867622382134,-0.08279602975509692,-0.07944251418065187,-0.010157991776137229,-0.09048375047371911,-0.015288465553132251,0.00505814810048352,-0.01282202796005974,0.03388447212735519,-0.02646946384753971,-0.000555465660423793
LHB,,,,,,-0.012502863862562209,,,,,,,,,,,,,,
PPY,,,0.023023970497011704,,,0.004909473260532111,,,,-0.016745996002299646,,,-0.012894789350926979,,,0.047355164276769966,0.06331074707189091,,0.0879553010821843,
ALKAL2,0.03347423694877217,-0.030392941206055714,-0.019080320297917504,-0.012350339532517799,,-0.012321216751759049,,-0.02559770548427367,0.1256449556534792,-0.019671066424025718,0.03281876544391265,-0.07054340735565413,0.04304797205233549,-0.060386464530015733,,-0.01307993421734901,0.01237599247666417,,0.009492821893719422,-0.014958200215867919
CSF1,0.020904593855598945,-0.07691231622268928,0.01730085849014992,-0.014878576882784026,-0.022748490143397485,-0.00607221932944217,0.06204015217961909,-0.04935355117307613,-0.012205171562622923,-0.034252116094820914,-0.040745741471705475,-0.07601358851483747,0.035853528607681366,-0.055887495940947114,0.03165360303193755,0.05036617423996145,0.048919970475371666,0.12352055661414003,-0.031136007814784816,0.029734233678807648
SEMA4C,0.055671985367388786,-0.005480940728902442,0.06356414180710997,0.057826224727376946,-0.10072241620622135,-0.03353522896292913,0.0024738766852175622,-0.0008421016720351976,0.05807123236125051,0.019922083787765887,0.01558514027500629,0.005562017326356602,0.041671262398001625,-0.05725475438943737,0.05061951555583409,0.03122641102201393,0.07219451758815613,-0.08217997996689291,0.10042253632653811,0.01588570096367071
ICAM2,0.036669644319761656,0.0099250290651906,0.05253848855136051,0.029549986474599554,-0.04974660128334882,0.01899602091733042,0.013079902896972544,0.010068218822767186,-0.00962175007820162,0.045493847199331576,-0.041420749753867205,-0.03092117622601353,-0.0003151518918020013,-0.012593885028395303,-0.0429417478387396,0.005025476571271107,0.0028154585376744972,0.01707400440960029,0.05108280718187085,-0.09086977452467994
SYTL3,0.04295840807974777,-0.013049499781587655,-0.019542855526328794,-0.009007001536291099,-0.05869547048564637,-0.013147935764222282,-0.002049081888935771,-0.021069134348935273,-0.003509754312468863,0.014203670120512804,0.022274008213281838,-0.047842016621721425,-0.008587957613575347,0.0028779229857138463,0.006409470023580596,0.052959786839586846,0.0030514269931314567,-0.009046417973474875,-0.03522088749432948,
IL1A,0.134103711904404,-0.002789844610432898,-0.04180414949867921,-0.024643426628933766,0.0350527146790969,0.08179868024435706,0.09625759357986512,-0.023844466931915484,0.01947212803080804,-0.043995083434866016,-0.022511722746860096,-0.08647163526470034,,-0.0061997305814684035,0.10827125409695974,0.012896844804859673,-0.031780036126834055,0.10311552420487956,0.06567580933322352,-0.018810626866672238
HLA-G,,0.030281665264318695,-0.025273352349663655,,,-0.013205443690750863,,-0.02564290716250641,,,,,,,-0.032457734519991635,0.056453711213055334,0.016897972384774397,,,
PGF,0.07517318340790974,-0.13639665244963914,-0.008103370615220871,-0.009928785677628307,0.04596376107251034,-0.010216975573782018,0.003136073103134544,-0.010183185748113928,-0.01029904007345206,0.019668575137706822,-0.03143132449622105,0.014248247945718988,-0.033188895452499,-0.006533791542464196,0.0388128718504934,-0.015177968072863446,-0.01856063247731087,-0.046504397624847954,0.052121837299185916,0.11865114588708325
LGALS8,0.04977529944015392,0.04367041207287228,-0.0891584210334978,-8.176481895627864e-05,0.0068461256172525015,0.02988530757007403,0.034244568365952334,-0.014450445129674402,-0.0175503301001227,0.009464834777069268,0.012134494708667974,0.08972103333916838,-0.012199101017212874,0.0342113270994988,-0.06544171555747896,0.042097238257301176,0.04113446231160774,0.057458380089684694,0.0710770188278821,-0.05387316965978144
DKK3,-0.041142326249398314,0.13856775223732012,0.02270924174398088,0.0030137992239743536,-0.10498080648882124,-0.05913303087282392,0.018776488863023005,0.06843799814403465,0.05784675365759352,0.13785264023526533,0.02018577973212337,0.2699121179103212,-0.05000267309548269,0.13246439707523275,0.09832336453021653,0.020383706218233728,-0.028328333353360376,0.02399480806264248,0.07080017252640665,0.14048425124695404
COL16A1,0.06841238399254633,0.05164536459701871,-0.02853101312080478,0.01753015814316614,-0.13195447886363826,-0.029799756241362836,-0.02594275217901363,0.006008715598924165,-0.033713857743689506,-0.0403196042947991,-0.06936158891311593,-0.003642173969578208,0.04583011500406511,-0.10965076819214532,0.025894367946897385,0.0133969065685917,0.009587786533381793,0.055554103211875955,0.09175407698148581,-0.017393626200008394
TPH1,-0.012693225112936322,-0.030968084013691374,0.054152204079060864,,-0.034180185796627495,0.035368084864412654,-0.025263566674591734,-0.02717223605708084,-0.019433847519753217,0.007037046422837864,,,,-0.02212698443387212,-0.0311076195083145,0.04366808895326347,0.010448228827019623,,0.07636996155391837,-0.036232871869638236
TNC,-0.024517559139253752,-0.0799226573276468,0.01938984880344058,-0.04604828816931645,0.012527183915706973,0.0017793965772181087,0.07287091659155938,-0.09387941810756806,-0.056754395144405195,-0.1068784423677648,0.011705819917665842,-0.15085983986525428,-0.04977426335073781,-0.07653819135073152,0.06670956458291302,0.06628070416571864,0.006790966696267182,-0.1379011834565538,-0.007463204823036176,0.04952279919240663
TNFSF9,-0.020244070334188298,0.12389189041532342,-0.0329984745401664,-0.020652583266427785,-0.03806398410210873,-0.021655874033275697,0.07162170847710414,0.005876664881797739,0.011492531162897494,0.009203356793027908,0.009472047597490244,0.05719990255001236,0.06249441812984013,-0.018917145505840935,-0.031563235782823336,-0.021851565439404634,-0.03079169886706732,0.013540773096611919,0.07184500972739362,0.01981842253778079
C4A,,,,-0.012170706024114757,,0.024335161921896494,,,,-0.019851538303239113,,-0.014821546016837356,-0.015291584183787088,-0.019450459875233462,,0.09631281042557198,-0.020134280502065612,0.1377245273315031,,
CNTN2,-0.01465573343986479,0.08082331498726805,-0.007011135473423264,-0.03731189214729545,0.0023185612175482795,0.014695754172314005,-0.01456614258307913,-0.08008448331033571,-0.041026553111366174,-0.013903981370128977,0.028303026482703948,-0.19080368829175387,0.12398304632200915,-0.03640586664045297,-0.032092745469266805,0.014561531754246002,-0.037300390455389174,-0.033956149675618476,0.08788163085305747,-0.09840058986449288
F7,,,0.058009915736505845,,,,,-0.023599164553455853,0.30982996875580354,,,,-0.013940986833870505,,,-0.01968739861498922,0.017868541765817158,,0.0010079614688186542,
LUM,0.07401296093602475,-0.03297052236881772,0.039534809983026914,-0.01794385650803748,0.051872167122148025,0.02726707320021707,0.02340818411992491,0.003938557610378742,-0.016158160045598263,-0.024734929234606164,-0.06329199161115913,-0.09153754367084148,0.06353042281097683,0.01347685426531967,0.0796480720264772,0.00017262604734129334,0.047007926200115534,-0.03419317589642301,-0.030628173377845173,
IZUMO1,-0.01934385051018105,,,,,,,,,,,,,,,,,,,
BTC,,,-0.0164244728333446,-0.019044993296720505,,0.045298696677845446,0.04338437034917513,,,,0.0052344430049225555,-0.051414960195388985,,,0.009700378007009788,0.10429508016870379,-0.019280984019215266,,0.05072494781959898,
APOC1,-0.09686288352199368,0.0897310931125624,-0.08686873375189462,0.00863515170165929,-0.08474207604874634,0.058957462568002356,-0.02723796744377637,-0.012298095877048313,-0.04424127364590658,-0.009556391092022092,-0.011544074341901106,-0.27447916001793476,0.021667268252140746,-0.058854002987250756,-0.03488183010842492,-0.025526188266621886,-0.09306579743591964,-0.08495027158496281,0.033635252108273464,0.003696177030606874
PKM,0.011881894692761078,-0.1250068635767436,0.006611681769535075,0.004964926036232927,0.06196063231586675,-0.02932857842049303,0.0397177323361878,0.07231034239235325,0.04555835289108589,0.013794391626211353,0.03559808476938138,0.21977792295650947,-0.07568491441967572,-0.030586592887792884,-0.134803359233654,0.0671128284239775,0.012336851671517081,-0.04070636540618835,-0.08366204868657938,0.08621756221521769
TNF,,0.07122853559230724,-0.025042987350126483,-0.0147127868731837,,-0.023750434611915942,-0.009359449082555872,-0.0250652749967152,-0.023992951499114953,-0.01783507012976234,0.01852365044578796,-0.06656285539658557,0.06080346824293947,-0.030324313609989124,-0.016911747780835207,-0.013824373877208187,,,0.053574673872823546,-0.06548988809394395
GNAS,-0.0102171703309085,0.095319104120895,0.014940340961731548,-0.02036555450561735,-0.006620367298012414,-0.054473957040369086,-0.012640593399926047,0.062437976653601186,0.09121248712787156,0.05837040475260075,0.055582480718324924,0.2972833271457863,-0.01191462941974725,-0.09528281572861474,-0.046679399917179815,-0.0006642103859173548,0.0516511484051822,-0.07719924214780903,0.039277079143563653,0.10835552294304776
BMP8B,-0.007043922585100781,0.027389141949762965,0.050060720055178504,-0.03371474136521222,-0.006993782689250218,-0.019144491798517436,-0.03406618537345119,-0.051308864829596935,0.05653855400502054,0.06089153823251379,0.016847134355079486,-0.10639138259169553,-0.03249150419942717,-0.01697614056898067,-0.04589001912749966,0.07426507954020187,0.03694301700130978,-0.06257829975566587,0.013019105467945852,0.015321462313372277
LIPH,,-0.03181359177031508,0.0560947574380002,,0.01755297187346725,0.05742031636184094,,,,0.0010115919581245786,,,,,,-0.014035227650607683,-0.03164043064093455,,0.020565799358082736,
CCL28,,0.051835397462009984,-0.026102805718927084,,,,,0.026831794188244062,,-0.0021563245088745036,-0.01995866327665,-0.03116334906380839,,0.020954589010079523,,,,,0.09426805061770638,
PTPN11,0.006136577761774124,-0.05150401702430475,0.026890961037742238,-0.04047312625738894,-0.015262968047516172,0.04695888282070414,-0.022749987938591978,-0.009682541313633308,-0.04158561191162035,-0.012640865378286318,0.029001491034829265,-0.08324418158036027,0.03392764649001343,-0.06700020028660965,-0.013143182499033396,-0.07537234808755297,-0.004218194287932707,0.027936343771801576,0.013229954114642468,0.04170518616721951
ADAM12,0.056210224379409486,0.019365170637959214,0.01919978543480114,-0.014492958719938378,-0.016987036647700942,-0.049655291760775266,0.03601942053845225,-0.054922551530259565,-0.06090803070293911,-0.083920776421668,0.011292252445777412,-0.029766576044695736,0.08071601099349578,-0.0401992777338125,0.13411459216800653,0.006454150910972934,-0.04337053293311481,0.11116646603387012,0.011389697433279316,
EPO,,-0.0440974484346292,0.017162306520680626,,,0.011211261628406473,-0.027109089289372595,,,-0.01674599673326568,,,-0.012675683177111631,-0.006443768483784523,-0.0019171487507719564,-0.015242615670430493,0.03924393103205161,,,
EDN3,0.036894603908521464,0.005400952885206983,-0.010486562606768092,0.004018008839036662,-0.02893277056868586,-0.02383223195124202,-0.014931418660667193,-0.010965149517773415,-0.02896663040992671,0.00646528082644748,0.025576850755056516,0.10323741557959673,,0.1016156531108364,,-0.0062586609820951674,0.07043004139470697,,-0.011198796535415285,0.120174278970473
CCL22,,,,-0.015386689438488308,,,,,,-0.033718427079603375,,,,,,0.03260135884095334,-0.016726139083569628,-0.017209383194734845,,
CCL2,0.04618946575429181,-0.0877427179483293,0.039649031327496045,0.003307706406999298,-0.00743506841513622,0.02217045219272513,0.048464530015837635,0.029167436935565335,-0.022980112481635097,-0.018737489356564347,-0.0032434694619854275,-0.16971132074814568,0.048060273680738584,-0.03735488357649207,0.12716149815823885,0.0747625251954324,0.02321524622742586,0.13305643858904842,-0.005067191665756492,-0.027993724001674946
