,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04085313669354374,,,,,,,,,0.06609725533185279,,,-0.008922582075218028,,
BMP1,0.036651459115299864,-0.008547219051445506,0.01607253801620676,0.022881284327063146,0.02783818194460455,0.050432833209483344,0.02545033388479347,-0.11845295890217011,-0.2954517896935307,-0.11125031498861168,0.053366695080260165,-0.19848923658184847,-0.31583240380086475,0.06661931848904273,-0.008092249585769136,-0.06891945387707384,-0.028991654532722153,0.025582148057736703,0.04057600750064312,-0.072075276942679,0.049536189966304885,-0.10925502424769051,0.11559296257164375
NDP,0.03342865544217617,-0.051901080512556805,0.023379144117175253,0.023200836352967224,0.10721191790477143,0.001737167791532641,0.0748121635650061,0.07087203899570046,-0.042383122018388696,0.04578414113590678,0.00800050778386918,-0.12323266118773761,-0.0952623992370398,0.05611080408123621,0.001005117940944666,0.06155648561567079,0.12186049571996677,0.06436689336026657,-0.0860454043544415,-0.0379985895005364,0.09281527561310643,0.09018589860487247,0.02423792492329378
TNFSF18,0.01955045955573695,-0.028090297853563657,-0.004698886518620301,-0.0004954214912925019,,,,-0.01058789727237595,-0.04147062024542936,-0.022195080156632754,,,,-0.02705031431441383,,,,0.01846172090022695,,0.062111282870633354,-0.01266685852382268,-0.07824349512036267,
IL36G,,,,,,,,,,,,,0.03309947127438317,,,,,,,,,,
RTN4,0.0371838082742562,0.25730507974074973,0.12450068641023836,0.030182557673080722,0.08422805160414769,0.031673200771304935,0.02219389458650703,0.26085738824649307,0.3391897315815597,0.14117311706833327,0.07851527619888396,0.49414528325352275,0.43144485439281466,0.03535342939496036,-0.0011923289767911214,0.04383150129712564,0.013369437676031968,-0.0191814714525785,0.028139125082010306,-0.008498136074076667,-0.030186830490514276,0.2611026625515127,0.0804519464878241
HEBP1,-0.03631005777548176,-0.12879429186612343,0.00991343367921881,-0.028705114972560338,0.016123046092705443,-0.0065371658174564725,-0.037553330398672806,-0.15123670865221675,-0.1246573752909589,0.005835264688527962,-0.032948616169261924,-0.19425645177640774,-0.0371782049508836,0.018819029140807755,0.04457992183801833,0.06449030405388613,0.0878337707290458,0.09333065891245079,-0.03624114937447132,0.022743997339439954,0.07168231173876356,-0.02373986650412997,-0.07454736300141097
WNT7B,0.051718373496615865,0.3673495212343555,0.03175744901095904,0.041570741137488945,0.007916379003036782,0.024554081880987722,0.11235393693188402,0.028637531392761675,0.17801494794924774,-0.02513881249881413,0.0065435184097553944,,0.17853346230697859,-0.029779755803154027,-0.033623409637657656,0.0003677653501847093,0.0537092926588952,-0.018888097105545835,-0.005726262513885054,-0.0003267595541008252,0.05299340465769478,0.062005276193951867,0.15163554897732262
PTMA,-0.0009844567754805718,-0.08093855857565523,0.08634481734267296,0.03198955285390718,0.1864575015159486,0.050825728854854,-0.05901838699180454,-0.2781204346611394,-0.0200379649532678,0.11375318435403345,-0.09884229412509675,-0.5898241326573401,-0.4619394503351007,0.13263433786703194,-0.010319875864835132,-0.006344797638873672,-0.05565551445808881,0.01675490158485803,0.05638293921010784,-0.15299897108460675,-0.06482988498048123,-0.22825693896058014,-0.1995655644685205
FASLG,0.005136495088864455,,,,,,,,,,,,,,,,,,,,-0.016370207081067813,,
CEACAM1,-0.02680252679597663,,0.017683926311856567,-0.033989641149092545,,0.032047856487713904,0.005891167722428893,,-0.08227940907412418,0.021078531395682696,,,,,0.06387674617341424,-0.02832640437966524,0.0706924887540182,-0.034573079253059795,-0.016561953125780304,,-0.00959990054221291,,
PDAP1,0.05032243828480269,-0.10792820235201267,0.029118010774530863,-0.049068944641742614,-0.03984393280049953,0.01053520948016573,-0.05712164796676361,-0.16130083606287207,-0.2120692811820573,0.043445578662884544,-0.025550345875586418,0.04579422569823026,-0.16564269488644864,-0.09701366703394604,-0.01873759814891171,-0.005227998178132254,-0.03637113865937879,0.03268616321437159,0.06432752421293958,0.10573709422252052,0.06302742078215967,-0.07237719726608727,0.0037163314957412634
QDPR,0.003950262986389998,0.18954815930500674,0.02236560758732195,-0.024902497254871446,0.1301769179486215,-0.02594523434094591,0.12559632912895055,0.18682495357683188,0.11693076992167617,0.1180817116358824,0.09310129530577078,-0.43519395660014093,0.12479303012503196,0.00299516967553265,0.06328890332618069,0.09125192738490921,0.17880745041048318,-0.012111308027544733,-0.02821349541820543,-0.1614395311515497,0.03847107346160689,0.3442098835545045,0.012481648735547272
POMC,-0.024057141933544943,0.30113112389537605,0.01705492697413993,-0.01608089277819768,,0.029626905058602646,0.06268687458621018,0.06392739241691742,0.01831052710530532,-0.004875543345124526,0.056024350486443726,-0.11743318005338962,0.09408437491850892,0.1106403565378524,0.06113568230766625,0.04692986652665977,0.09308114222835545,0.14192214798637842,-0.018187132058868315,,0.02254262534374624,0.03381564873171731,0.04302425549871236
CCL18,,0.0027454610297142127,-0.08180014384447579,,,,,,,,,-0.14892737881338577,,,-0.02137969051504757,0.03359113156212854,-0.00823703525947079,,-0.09129377612190674,,,,
CCL17,,,,,,0.07915960616806897,,,,0.03697623988874383,-0.043275923279174504,,0.009699115367333176,,,-0.0677070668872655,0.02383226330222098,-0.03076071099539622,,,0.11291471437332752,,
VEGFD,,-0.03288643065509378,0.005323160809356132,-0.020691115611775387,,-0.043509891873229144,0.029681435385685382,,-0.06476736620460305,0.010532785832442548,0.013100532193226943,0.03341204455888668,-0.009612355342167698,,,,-0.03207182409795323,0.015205963263069337,,,,,
