,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.019381235776561475,,,,,,,,,,-0.025810670854434777,
BMP1,0.06512512657302184,0.07921075833767525,-0.02789294596674658,0.009172245625835187,0.01708759820336101,0.026824860278959806,0.11562272942573158,-0.003935298341730324,0.020567917332490426,0.011830606680735753,0.01544354125568622,0.023004812297794087,0.09788492442799156,0.027558179751380654,0.06432097343783287,0.06038760616083893,0.07369141836142111,0.10059799007411162
NDP,0.05423325241142166,0.028942823677766964,0.01800246774273877,0.04248142236171646,-0.04228590870699693,0.08175889407554499,-0.003523888434556227,-0.0030128271047017304,0.0026673956469628734,-0.006699228420181408,-0.021249780502879737,-0.011505821642121218,-0.004953408631690942,0.07490755352943644,0.06397485158721265,-0.014868508870035867,0.052958738105761606,-0.018876815672051822
TNFSF18,0.007466042662347852,0.02789632651948259,0.012473843272813288,,,,0.15906203198694813,0.06083265722360401,,,,-0.057089537820113764,,,,,-0.0215538759360557,0.06216661069435586
IL36G,,,,,,,,,,,0.03816306831271443,,,,,,,
RTN4,-0.0005580192953485513,-0.06316077721879258,-0.06789832597240417,0.047021707419220404,0.001761163333592891,0.02775390066665334,-0.1218876669202274,0.006173656112021096,-0.0599341533899359,-0.06824626338486531,-0.017570280573472364,0.11548996467737073,-0.08341414955015901,-0.057990608987899844,-0.0589194009892492,-0.10121176234423629,0.026398152880712608,-0.07191608993077075
HEBP1,0.05597740734215871,0.015732385207492358,0.06339615967253404,0.03347347261039424,0.04161328324011086,0.04307676086823463,0.03816915584957818,0.07142059235517348,0.024293249444896997,0.008829370402418688,-0.031152217274148648,0.11280202210644734,-0.011707763678762887,0.007558308569985305,0.08836988284111091,0.0839410398927903,0.04438470739009114,0.03558984666349267
WNT7B,-0.023565870381027986,-0.034647903223758755,-0.018628564235715756,0.1080062066101909,0.0034092196055761554,0.0014042368684055217,-0.06506828379427579,0.027114611996322837,-0.01609916778937757,-0.019562715816640826,-0.010994296392482159,,-0.021882132499017826,-0.029785602164625495,0.0725168310623284,0.016158173910771234,0.00033138387548380333,0.04206468670445814
PTMA,-0.1118369620032436,0.022944430324611815,0.00997809861835108,-0.06118014564714158,-0.0017108193238917443,-0.06857948610605824,-0.12855692243062902,-0.00487882869207431,0.06184972089283484,0.016866568592895904,0.06747899682737123,-0.11441022399812913,-0.09950352180639487,-0.10390439406198154,-0.05492347447795191,0.01594529065020684,-0.064496502325358,0.028711395155022988
FASLG,,,,,,,,,,,,,,,,,-0.008145564669447183,
CEACAM1,,0.05750864209525271,-0.014296302618219332,,-0.017840204335402423,0.00029092145726499825,-0.037873568908671364,-0.02826079691405414,,,,-0.03730296163852369,-0.029706297186485944,-0.027509529157286564,0.11021513348727435,-0.02371350208701069,-0.03072416222252557,
PDAP1,-0.0362656380648382,0.03878536482254633,0.048708836426863175,-0.026514612843715715,0.037491068526832316,0.02454804671280947,0.08763496721653284,-0.027349787257802318,0.03186653467408358,0.03932932839921603,0.024531901786318384,-0.041514183342890684,0.060945986934516506,0.01827426836154696,-0.03931188004330811,-0.05882087973457791,-0.03077647499148487,-0.03011210331129514
QDPR,0.0454322798849805,-0.08052453812044323,-0.03913137193900545,0.025371303487258523,0.01171179678187886,-0.027321136228710307,-0.10036622049503906,0.01167386508698268,0.05812089938117455,0.02593976774243175,-0.06077098806229109,0.012584340429346847,-0.1440105405658063,0.06897283104928055,0.03894439379938867,-0.012484473645900131,0.08465905056886784,-0.0945380384369869
POMC,-0.03645294265808795,0.018124205664226456,-0.012340253552297582,,-0.011465350307399631,0.050238876170425405,-0.040534916740155066,-0.020849689150359955,0.03305729544683495,0.05179470545596005,-0.04822361239728857,0.07457226425755477,-0.03109147366172459,0.019146944826054356,0.03306060219177062,-0.02878970183313483,0.011277765728303009,0.0034405347323932783
CCL18,0.013535249296101249,-0.02679781734015226,,,,,,,,0.09378675702188637,,,-0.0322368251182322,0.04937005644728244,0.14879223707775788,-0.028440642855158297,,
CCL17,,,,,0.0027568884023796802,,,-0.010144668836041095,0.0370348682779046,,0.011748291292079514,,,0.07238691981875449,0.11285713927558137,,0.061400102765209255,
VEGFD,0.05456825425712866,0.027465535980598473,-0.020476585242467097,,0.0021117019926789873,-0.025997522015632643,0.06532371856017974,0.04732062209867744,-0.014616150248853637,0.04143942955814554,0.13308381896286547,0.0842588021035374,,,0.04715815038678639,,,
TNFSF13,,-0.020222499323381764,,,-0.028824187594019005,,,,,,,,,-0.0374495763921716,0.0065453520934731745,0.029857720491665143,0.042699726237679037,-0.0525969096956816
WNT5A,0.03633256589209838,-0.021235297575043912,0.028107838310913704,-0.004946230040619284,-0.0009813993788046933,-0.007606793783534391,0.07871272696288895,0.0009343095396572277,-0.0024560204781807235,0.027325278374186128,0.04931289087488717,0.037409755499572026,0.07854764909640981,0.025643867179137737,0.09404073528733552,0.03868159081596333,0.08421019777450282,0.05145156166388582
CXCL8,-0.02256400707310611,-0.008990151176513497,-0.01917306073513222,-0.03776400680751671,0.020779111570736145,0.014658114393819659,0.05584035235280426,-0.00968699225098754,-0.013611194643073742,-0.020839629931122462,-0.03313858007595091,-0.00853181348799325,0.039515205348295855,-0.02121742171147194,0.003963513988834662,0.024106918568389334,0.0010021778654494622,0.0648776679406981
GRN,-0.029672305987230013,0.0800955660680485,-0.02363783415181076,0.02520394696281149,0.00021547532114408807,0.07965357526704755,0.12517695117709857,0.00792194649978291,-0.02130166194950437,0.003074101004512386,0.010949253617791,0.034129580277357165,0.07471473843241104,-0.01476374803622808,-0.0036792557140288666,0.09914513298178362,0.020305849991101268,-0.018023799430367166
MIA,0.03030464243541601,-0.025208781756846765,-0.01821044292922905,0.09001868594870435,-0.0018301258236714322,0.003253391643130324,0.07218319634804243,-0.004927968917553246,-0.016622792775489934,-0.0205161170171927,0.037020458505742745,0.016523004801658858,0.08118997825259627,0.10100364389976793,0.04540085142402001,0.1154533528557371,0.010296690459583082,0.05855855468358324
COL4A4,0.03953174112749474,-0.03218396089952752,-0.030624541089644863,0.052489948138005525,0.014101638271047646,0.009422239317572557,-0.019098769282336607,0.07451220286500672,-0.027924969895967135,,-0.01781457993814204,-0.044205330135800046,-0.021331876537130874,0.010740808167574008,0.028632239508874772,0.017796486779548124,0.05650610510591638,-0.0401400228817765
TAC1,-0.058343268537304295,-0.020256913707267597,-0.0164335487741241,-0.023884368526132866,0.011646685736575724,0.05914357903506522,-0.09340284399187576,-0.009283567990074583,-0.04159167443769638,,-0.009862120629465712,,,,,-0.03127717732228762,0.00931563258690887,-0.0037079153565554397
RARRES2,0.014589961629509951,-0.041273543668366365,0.0012952876695721054,-0.003843003093215507,0.018332109224106163,-0.002042077847174481,0.09129173084146325,-0.0009741541790568342,0.07458696195348054,0.007868024147449047,0.02677889104286435,-0.056114323662813756,0.038329543216766994,0.057741707907471754,0.018930253578584647,0.01496354468783167,0.11195832329504256,0.02290041756368793
FGF7,0.04163699109990197,,-0.00913966666040997,-0.04173590628741175,-0.0003085245728278554,-0.012139023865126237,0.08350987067044194,0.024596948254945135,0.08376707657160527,0.020080296067151077,0.014693434149059036,-0.006802201939036322,-0.009120966653568737,-0.027773519373740178,0.019957834394970786,-0.013930841897092624,0.11717070596969388,0.04036845017501472
EFNA2,,,,,,,,,,,,,,,-0.022897222024496965,,,
HBEGF,-0.0019080179907232974,0.05465633868941341,0.013753480161736638,-0.018125338039290027,0.018192022965818223,0.00791305642172689,0.076084812524654,0.0011191608012316515,-0.02938892770290775,0.10958331808361998,0.013711170046474618,-0.012347143491587581,-0.0039023339819126987,-0.009021154774100915,0.01792399490392019,0.07357223216872566,0.004764001053760493,0.12605515437379014
CSF3,0.0028972040109681513,,,-0.03556388362258589,-0.002121747655423182,0.07412953679667666,-0.02020613029505169,,,0.038913699291341385,,,,0.05003756892191905,0.048971937816105204,-0.033996544474478405,0.04050222290637291,0.13978298491047672
PI3,0.04055591013333352,-0.004264886439917444,,-0.07792897747202605,0.0033056227143743486,0.05714228177646791,-0.022752369404281193,,,,,,,-0.014334225566657678,0.01831759764004123,-0.037757072070536433,-0.0828780676827232,0.03876858771011435
PCSK1N,0.00910424354095427,-0.031310845323227414,-0.06158624345863122,0.03015338979412754,-0.028351945174200827,0.012123838959335652,-0.042689784871383675,-0.014968649899906337,-0.020432830351286135,0.028009737837083975,-0.025710932477738504,0.12015811735918636,0.024316975030836598,0.02848843349574159,-0.0570268979183948,0.02644024964420565,0.09202087198451817,-0.07455790345805638
NTS,,,,,,-0.010466882163787853,-0.024835764755608968,-0.02672890110622871,0.021211887686852962,,,,,0.007637125477528135,0.002738670624162529,0.04596990155944484,0.006304803828368164,
SFRP1,-0.014177594690557935,0.02776047519144323,0.06228472251179275,,0.005270547572981783,0.04386760598533108,-0.015948622671703064,0.027521456517047505,-0.01992625687709118,-0.014763482033386923,0.008472752586840498,0.05275274686335971,0.04674716459490145,0.09609424485861653,0.03477698933582338,0.03773192146877586,-0.006509493881405863,0.0889617125944449
CXCL13,,,0.021606569285096786,-0.0052864418564606865,,-0.017252445215480857,,,,0.06043546653240519,,,,0.008259815775631446,0.04861436527114075,0.16170028746751183,,0.06388156095522775
MICA,-0.0571173300991256,0.09219903002545402,-0.013612286542768791,-0.024871067613541055,-0.017767408468168783,-0.002746534141135037,0.1539415903800219,-0.0010322835730735287,-0.0034882193668332815,0.04466562028910338,0.05469105520799866,-0.045717246971451346,0.02423953449791188,0.010190224038040664,0.018043617445943985,0.019266820616747206,0.1044612521909304,0.10563414793953271
TG,-0.03713513418519,-0.009684138656713194,0.013195068490404641,,0.026844150255715748,0.02808736902290546,-0.02438699146455983,0.028118939982801894,-0.014420545424540021,-0.02717703472773096,-0.019353903967041404,0.03811586293625679,-0.03940950722691917,-0.008624200374589339,0.02563502520880948,-0.027979678513143962,0.011730029229921364,-0.018942116436542287
ADA,0.07462634318612058,0.06585853908126191,0.03492064502326142,0.09017543658750847,0.0031968935863863302,0.01420151585200215,0.045260959402613064,-0.034349048208289296,-0.011033212061132466,0.051970613220407566,0.01673646471509912,-0.0005840139210118278,-0.0011251149648054356,-0.03340113436531056,-0.042143638826961434,-0.006457491928221303,0.085678603521071,-0.06123578105639331
LAMC3,-0.014202396456550258,0.06536925940413896,0.051184742716114125,-0.05737248561642459,-0.017311844911905686,0.0017458898301680648,0.1321674353086752,-0.00969833460163879,0.029836364553535465,0.0010248558163088557,0.07906202010757671,-0.06715070607903091,0.06967778864523916,-0.027371068706971174,-0.033325887312632224,0.09218069511383824,0.027420504743585504,0.02156827120149738
CCL7,,-0.01704567564805862,,,-0.02844822661384769,0.03988133150787679,,,,,,,,0.033281721276175076,,,0.057956096504981985,0.0633824899520856
NGF,-0.02683854790146868,0.01713744412113683,,,-0.03717543299673267,-0.04159484571259158,,,,-0.008450552899801522,,0.039325929711299716,0.03304707587610378,0.005791772325933739,-0.02258944483853381,0.0323012893652005,0.04895367587575841,0.05163490954742626
TNFSF15,0.03997774479442861,,,,0.015408266780862236,-0.0031864195019976217,,,,-0.005920343409090079,,-0.024624649960512706,0.19273152590301118,-0.028516444170264152,,-0.02111127046999626,0.06269726625270121,0.08401106294136784
HMGB1,0.04898242524000201,-0.0016060583434011374,0.05642004904432694,0.019162631741698227,-0.0003773790545203971,0.04474474887859653,0.015384526710040664,-0.011197074350980406,-0.017583805059654393,0.05919154608643641,0.03612594544860556,-0.013710297089943474,-0.08203005954404254,-0.06427240614444908,-0.04328045173754973,0.11543654260376997,-0.05392217395939209,-0.11296892207997722
ITGB3BP,0.005525180986991679,0.002233056981855835,-0.017416179956800063,0.03181708127493447,0.018632419965314385,0.033906844942162596,0.10720854294697005,-0.03948299429781253,0.04794812496926344,0.08505799864719936,0.044508174576344386,-0.01845716150036959,0.07951851986875971,-0.02107348451380995,-0.031160626839950894,-0.01282798855659236,0.08992663730727869,0.0323360411601748
AANAT,-0.0481038534119803,-0.02473068204684306,,,0.012903308256599856,-0.025997525726925416,0.11008638497576154,-0.02030448006916309,0.05124307079552178,,-0.015357871398091728,,-0.033576004668397975,-0.02566138400268309,0.022191857804976574,,0.040599972055380816,-0.007719155379118996
RELN,-0.04627546082300061,0.02707331045876897,-0.02348275979864939,0.017438953460082087,0.04517698014827995,-0.0009197188032754679,-0.05348220032992137,-0.024950873621743672,0.012279373463339691,,-0.030535144334644642,-0.10856464386231983,,,,-0.011235915156072154,,0.03350298103371324
IL15,-0.009521121874518328,0.07522007171727908,0.09219456098939811,,-0.013322184296123557,0.008025680717829328,0.09941476429615873,-0.029586478928602618,-0.00254792117109893,-0.039137830779281714,-0.012187206884728324,-0.005655536942257558,0.04948736958258925,0.02300819996842244,0.05563769192249641,-0.0004185393325510556,0.09083308103757486,0.08971191258998872
UTS2,,,,,,,0.03750738774913397,,,,,,,0.0183368895260157,,,,
BSG,0.019819388779785424,-0.021647698857180948,-0.010689884686025126,0.04072694705915595,-0.054570379365291445,-0.001277072157192881,-0.01532562129282388,-0.0064199740095890545,0.05060643551063212,-0.06252969720223314,0.0007054157304251891,-0.017965460616197224,0.09836700003172137,0.10516483097659937,0.03944399402158933,0.04067464435591072,0.07003071892074902,0.1321394004512522
ADAMTS3,0.01186018449876836,0.010389944189907527,-0.004694355482898556,,0.015451644169516441,0.03410151749580362,0.09636554848319356,0.005722055080744079,-0.007295065723206431,-0.025820369553477496,-0.02535290264922518,,-0.02279255408956314,0.03509385057989522,0.030257438996046552,0.008889019943999451,0.08384290569759459,0.05985464377323281
CD34,-0.08793290991328727,0.076863553527553,-0.04063821125499693,-0.05896883253986537,0.005180466568355736,0.10917866096081506,0.0851706499391854,0.03554414193655514,-0.022067711650522202,-0.002134003378489362,-0.04143950192835256,0.037821981804525666,0.06265860272761924,0.05491323484247072,0.06839847999244786,0.07199954176206495,0.044265666931827416,-0.017188007300135248
CCL23,,,,,,,0.07350063840420239,,,,,,,,,,,
PLAT,-0.04625942782410287,0.050433629369950446,0.04698126088695944,-0.000372598955272252,-0.01768092837154315,0.027397821207096055,0.10307309045949552,0.03029184413281158,0.06566123770057074,-0.02973218867794538,0.04681097205572377,-0.002051725286193466,0.12826428821013772,0.0503570484708416,-0.018677091546325426,-0.009315122610360922,0.11238560653811297,0.03524516176537757
NTF3,,,,,,,,,-0.026833154474565538,0.029134118192545622,,,,0.04674454671575196,-0.010263938021696941,0.02209302628998369,,
LTA,,,-0.014296304085276053,,-0.0364613405138519,,,-0.01955533036436187,,,0.000497751810316798,,,,,,0.003084063898540475,
CKLF,0.050738583457497204,0.05285403973824692,0.04848002263282912,-0.0443585397471931,0.014300339311980832,0.0189973319719374,0.0805812857428559,0.030609817308101365,-0.025446349762863696,-0.029449086006305414,0.03748564463458761,-0.056283530420752424,0.09274719961751857,0.00307517421166181,0.0675656118868575,0.032228293792336354,0.08535256157853074,0.03944855380228939
APELA,,,,,,,,,,-0.0318496106783797,,,,,,,,
CD24,-0.016208953096672828,0.010010243417584826,0.010404152715587114,-0.0349850358277208,-0.03265665689809783,-0.016901752984981738,-0.01708515360683638,0.01730327437286405,0.04846560626535079,0.03707982508813996,-0.039494196210546555,0.08139352845032319,0.03247315054466127,0.015491973922794333,-0.00025132633902659945,0.006982335014387807,0.08737697253719524,0.068322068188555
HSP90AA1,-0.06405766659091731,-0.04682399432576555,0.016964610729826524,-0.07148948437350035,-0.02349089499890289,-0.010559991116540025,-0.14243475364437566,-0.023816328323120296,-0.007426156914847883,0.02619923449865475,-0.092709319440738,0.011504258584251758,-0.03496626593828211,-0.11437236949658117,-0.05236434971981566,0.034058218354935915,-0.15965933361817963,-0.07303415738425213
BMP4,-0.026022741605588748,0.008262095303584356,-0.015154920379819485,0.03191974048785125,-0.02630527586562121,0.051235530541352374,0.05486722364867647,0.002882901302253201,0.012181234584186122,-0.008674790767373187,-0.006575445663351423,-0.0081401612090945,0.11929771863299997,-0.047741810952910725,-0.0017184847849553296,0.016091015760865742,0.10625756031064985,-0.030331346845806996
SCGB3A1,,-0.017045673943513827,,-0.024189854679491602,,-0.007316274630101094,,,-0.014021489068410935,0.0033630722401755387,0.01918013755793222,-0.007435799137313384,,-0.025389459759836745,0.06024347851332526,-0.01638562032868208,-0.05263929579365496,-0.0540544143418492
IGFBP4,0.05434918365274341,0.0883985958829939,-0.019679018138806657,-0.04162337773909853,-0.000404279451742684,-0.004817269833622149,0.09549246178117458,0.04725940372280462,0.002874963409776664,0.047539349434320394,0.0009787187113410656,0.06916330739144981,0.008182759970578506,-0.02485415867713821,0.0208169310401301,0.11699066101658219,0.08268773267709945,0.06084743941401243
RSPO4,-0.032786037850890126,,0.006290313864991422,,0.05638087707855346,0.01870509382431493,,-0.022744039711963104,0.02710164831277047,,0.014021739188668735,-0.05816694102875735,,,,-0.002854289636134438,0.01947597061403927,0.08295036652043014
