,UKF248,UKF259,UKF260,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,-0.014337209840646901,,,,-0.02745404814843635,-0.023395956606640646,
BMP1,0.013432037980013425,-0.03579629716375922,0.05491283145404656,0.06996658511664722,0.13314189138402313,-0.008509570691703472,-0.005353863289336468,-0.040707486224909994,0.02207862788613014,0.035330048854182027
NDP,0.02722784875541735,0.043465770217942665,0.03645970039446466,0.04440103633766259,0.1391311056760196,0.026110173201634307,0.012966927055333966,-0.026605427162053743,0.03870330156709269,-0.007647880889029173
TNFSF18,0.025068571283186476,,,0.08598488589875293,,,,-0.028312875263074876,0.10468413288719859,0.04605948862357968
RTN4,0.014039512290558859,-0.05331133120520888,0.02178240233934107,-0.13215908318410874,0.02618422751826985,-0.11555589266721203,-0.10229208769464036,0.04627513043811771,-0.009826948645930323,-0.0987637429101999
HEBP1,-0.003824360968050176,0.0333363337598672,-0.03661090584299077,0.04222271732504004,0.08349393004019871,0.0244656274331998,0.025552893367323574,0.030505256289362608,0.005873480297849635,0.028667398159290224
WNT7B,0.029000796674600433,0.032184420999570335,-0.04408818725027743,-0.013832976830355769,-0.059085798975008215,-0.0029556914089013423,-0.009199417266236942,-0.020926506164810163,-0.015431714410958057,-0.004634220970777344
PTMA,0.020646563739762175,-0.008047344025043299,-0.004470772055184623,-0.04104979542143095,-0.06640688244708869,-0.05623660210089762,-0.07208188009687516,0.037077256911983894,0.005934217941262425,0.025046048891435805
FASLG,,,,,,,,,0.021800203570952397,
CEACAM1,-0.011222707485511182,0.01825485790432104,0.01947571810529523,0.09354937888774074,0.057638158781783966,-0.021321063827234497,-0.016479393740331093,-0.02751343131122109,0.030695311001421657,
PDAP1,0.04870319981029537,0.020586706988209906,0.0273844997931092,0.040853617055041244,-0.035688681066137616,-0.07682083059677278,-0.02090952811935715,-0.054266113871145064,-0.009386716517632331,-0.02022248181988719
QDPR,-0.02044778167761304,-0.01930573389317502,-0.022923189106466107,-0.12021208816887745,0.07713559628911978,0.07503144406046065,0.05894790327363359,-0.011499847861207684,0.07762450577966223,0.007680525219998973
POMC,-0.022348858334148274,-0.024112252596406605,-0.019630188483532846,-0.014266789596879596,0.04629489793333363,0.06597327068221695,-0.017932956969825335,0.01275591944505571,0.0728618850158338,0.07028936671445804
CCL18,-0.008517573357320165,,,,-0.03815049713588205,0.009146147124176026,-9.791157388845119e-06,,,
CCL17,,0.023042319772930694,,,,-0.015126262816925737,0.047697030624782255,0.08268632473247114,-0.018391789036989944,
VEGFD,0.002911664597174615,0.10199428244570631,0.15787476426321514,-0.024018672350225895,-0.04298079953825674,,-0.016479393740331093,-0.012517110791500547,,
TNFSF13,0.004791056985220835,-0.010351961267352801,,,,-0.029025026346148584,0.03919605870012957,-0.03881614734973472,0.06726923058197364,0.0018537260348120254
WNT5A,0.026746916501889793,-0.020799238944553836,-0.02632150843982731,0.0880074106076001,-0.061790281478583356,-0.0099159217068411,0.02709042042322034,0.006426969498499727,0.03569702971447487,0.06012669684125333
CXCL8,-0.0283311623432355,0.015131680913124142,-0.025706691724587026,0.060985811371029826,-0.14539096577929012,-0.02046453834996327,-0.019265692160925742,0.07212904073182023,0.0043627860806127496,0.047651487155666424
GRN,0.008474091088730594,-0.003362978516780231,0.058947744385795114,0.1193514456909747,0.03013726724901536,0.01228051519019419,-0.02061693488048489,-0.06335588336094422,-0.036407645816266834,-0.00903269425743091
MIA,-0.01143335906403171,0.05229406301686273,0.016673610419850157,0.035772565873268054,-0.076031349248472,0.10753541507939428,0.10378927046442613,-0.03137600152730257,0.10049889406817542,-0.0077954085554253405
COL4A4,0.00667102402346193,0.020080586235173815,0.006464517174222034,-0.014128256116160904,,-0.005832378007893963,0.034558078808976336,0.1437323782981214,-0.02918788068895796,-0.033974538605740734
TAC1,0.007366707358150365,-0.0424626222063078,-0.021359653823724532,-0.04383408870483148,,,,,-0.024177876844947575,-0.05691643998932854
RARRES2,-0.0794591824526922,-0.03780457318518707,0.004193857557885196,0.06415619189504479,0.08178383926280448,-0.007379761439814275,-0.044824489316918556,-0.009718161244823683,-0.03169107162201519,-0.018300730015469807
FGF7,,0.0881689800978959,-0.024966324781946023,0.008490600549215865,0.17173550615872565,0.04161651879803321,0.011413262710744465,-0.011911470516823362,0.036109511305677945,0.01687139405471408
EFNA2,,,,,,,-0.015662560898445584,,,
HBEGF,0.013732368318787228,0.038333446925723866,0.021482714956647934,0.08693884534533851,-0.030350327190527694,-0.003028375142583249,0.02240399415561752,0.022672695768712964,-0.08907860994480545,0.09036931489363456
CSF3,,-0.017887845105152202,-0.03547597265276194,-0.014947423035736146,,0.011273792003522916,-0.014589479414248043,,-0.0193637165876121,0.08164434176152384
PI3,-0.03319128761615021,0.011394209073815954,-0.029995151419345136,-0.016830995622868772,0.014974814123355497,-0.052662152142568405,-0.07444281538137687,0.08259734353401742,-0.0420709231806951,-0.029251825585016666
PCSK1N,0.05794651476003912,-0.029180760732619278,0.006733933744168143,0.01454934458220719,-0.004148863091219152,-0.04863677741001855,0.00010610797774543281,-0.003110011136913984,-9.968631609611838e-06,-0.060931272705512775
NTS,,,0.0453850504597519,0.06328093972665753,,0.05588039838436435,-0.01908185827357394,,0.06100844583932183,
SFRP1,0.013169876505276772,0.008549078439923303,0.10045686023240677,-0.010732763115545342,0.0017668813055814762,-0.04127583312462693,-0.009914860858863212,-0.026739865704045924,-0.02800868889953268,-0.044585193330166605
CXCL13,,,-0.02084220315915815,,,0.017231633664478246,0.06451699089470285,,,0.006650129406949396
MICA,0.017325238461515454,0.005046618113210219,0.02837747142248621,0.06504828382059315,0.0433763264299605,0.0009071948031139556,0.07617088697175545,0.07302624719380238,0.016713400473669614,0.08077285606335158
TG,0.010554923003213415,0.0658191249428071,0.004706993435352062,0.0034475610462629254,0.08088716746245295,0.06590313589364673,-0.006139718819091857,,-0.01546406940933036,0.0630074726103613
ADA,0.11149810783551614,-0.016481600136625568,-0.007549508277777711,0.06541902894192586,0.10813684132158483,0.06320314805508705,0.02067966575415066,0.03991626748626995,0.03823498263601295,0.015074798724328467
LAMC3,0.07598201348679078,0.008992285325794446,0.06332608311019686,0.13555251372474109,0.10165134904058347,-0.01672630242354918,0.028972795613133942,-0.03507476950206524,0.057127123120869455,0.08469999804158987
CCL7,-0.020068076753189047,-0.010216938086141719,-0.014286120724937172,,,-0.022670781349585938,,,-0.02029129796794758,-0.04252565096815242
