,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.014860836925964545,,,,,,,,,,0.035654965048356496,,0.019982883366105382,
BMP1,0.0327741083799449,0.04089466608295363,0.03808604414847575,0.031983444432094825,-0.09386347835589998,0.009212888013594402,-0.05412653568450559,0.03794223386646011,-0.0208570102184755,0.027755361676209265,0.04194048813463683,-0.04034578853998811,0.03699344788203415,-0.011309354018314616,0.10755269752826367,0.07174298790353131,0.035533532843273555,0.013483306860265968,-0.03161111313753736,0.05715683258192372,0.04371907440907459
NDP,-0.0017034959216692376,0.07739865315742292,-0.0105444248958911,0.03764180677223647,0.03983052346640612,0.0312608969302783,0.0003260314546930051,-0.011866713237543099,0.01613052235721806,-0.03309723475337016,0.08271130082717866,0.007440201348050289,-0.041053570482462,0.06081621041369183,-0.023342354449563535,0.10116204494796938,0.09891309879039357,-0.0034784980808602083,0.00994746325176387,0.03394499764446885,0.04808645320813345
TNFSF18,0.03826223398727733,-0.02154482699216585,0.01068353027789692,-0.04255333660368746,,,-0.013463315450125597,-0.022067896700507395,-0.021277286037945077,,,,,0.061848869742553145,,,,-0.025660710614510415,,0.011348200403909195,0.041768178820944996
IL36G,,,,,,,,,,,,0.00036900089897455465,,,,,,,,,
RTN4,0.037218767891811305,-0.09536188805968664,0.0006170928019920587,-0.017864903241987324,0.022975442057428474,-0.004291188702532681,0.047170747128588535,-0.028680896587299665,0.012682576810201147,-5.5415785416329085e-05,0.011538508799554007,0.006967299748031812,0.028978186433289033,-0.07410705890375742,-0.03508950840128849,-0.030969706628621998,-0.052558918209232974,0.0182912726062118,0.053781305391189325,0.014689062915958525,0.03475058756506611
HEBP1,-0.05167998600519975,0.025598696346933816,0.029290846241944328,0.03534055405523783,0.03382138706126675,0.025036522226507638,-0.03167061812150162,0.03574495887634317,-0.013734861935994939,-0.03647288702452394,0.036694389945526575,0.012922379762393113,0.034437718665611926,-0.13087692692180602,0.0076473229380254635,0.01825348400939099,0.038935553044196186,0.03587864565706319,0.07218842361924456,0.041800145728538816,0.018839311293233667
WNT7B,-0.020370415936130818,-0.02741013817196137,-0.035378078757112366,0.024329843063913868,-0.04398540182032177,-0.029897405884883047,-0.017197947626109857,0.027685891732212618,0.02066847971838732,-0.01057879939690255,,-0.019873151095499194,0.013290901275278122,,-0.037328718458287384,-0.011071373762957477,0.05029373520180058,-0.05365862179241443,0.018890674820645208,0.11442363740589334,0.0743947887768473
PTMA,-0.007658812323888856,-0.09751011442964609,-0.053058969762505924,0.007035633864112561,-0.1129154054242435,0.000450453413456384,-0.0826562049944962,-0.08191495586097608,-0.04064903946830029,-0.059785738466230594,0.021992319239745067,-0.03430582760319953,0.08949994286816593,-0.03874316965611532,-0.09055792544166792,0.01864278958064944,-0.028596641092370593,-0.003494268533224134,-0.0086133698671739,-0.030083532265944922,-0.049726559149707646
FASLG,-0.02037042169479522,,,,,,,,,,,,,,,,,,,0.017034190648149344,
CEACAM1,-0.028284508798782127,,-0.01304636978187405,0.08947080590786723,,-0.016864043193095556,,-0.016019276896453678,0.05229905464105864,,,,0.04935733121664499,0.16007689730620908,-0.03347699262047466,0.06708310329081177,0.03332572536540774,-0.008954392311454135,-0.020203535789213915,-0.036313800317158126,
PDAP1,0.003868490240028389,0.014359846725167599,0.004037382592550413,0.0025342267529683384,-0.010374133618820693,0.014813634512138709,-0.029271387924124117,-0.004704764542443922,0.03962386652951393,-0.00454374410566094,0.02324411332853801,0.012896801956876907,0.11788045869111273,-0.009517382989175323,-8.33695806006191e-05,0.02921764255361472,0.016033652913761166,0.03089381218277659,0.06855907241587142,-0.007736613133009828,-0.05204169312398159
QDPR,-0.033515351341458915,0.06935031288488366,-0.02669243872921501,-0.010872226622355648,-0.055801228296218655,0.00580847775901515,0.01000414664504979,-0.08971216912991543,0.01699464542410588,0.02775650278963318,0.007898421849292897,-0.05703275826297062,0.001329618258470827,0.024663834842789837,-0.1488982616657643,-0.002887654529470915,-0.013113610906748164,-0.024038809817888553,0.014377791488622381,0.03261703968427278,-0.035483504227519495
