,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.08018085453792882,0.02321438353869175,-0.0012860201261811989,0.04483514611269356,0.061689834733000166,-0.05393867625278747,-0.0741300680766708,-0.12428855478549432,-0.040262412853658246,-0.027324924542631406,0.0767176365313831,-0.01918978655470053,0.010645604413974427,0.0867338956835773,-0.01040173740637602,-0.010487931785852465,-0.05147895619804389,-0.03152379158679404,0.04766487682830973,-0.05017800404025704
QDPR,0.0428749327548732,-0.009179822388190153,-0.060666094001462556,0.06476459170149244,-0.044838696327956166,0.045265018504047815,0.0740082334902274,-0.018647189436957423,-0.05051025818420412,-0.036040043456881575,-0.13419325764464635,-0.03853386793101738,-0.1004711190402857,0.0793532635628767,-0.13429673688672678,0.04646266736073364,-0.07494926274769788,-0.007802984006121066,-0.0202380687715351,0.09076936958551694
POMC,0.09971949658481873,-0.03104970624086296,-0.007622904300385366,,0.02098381529044676,-0.044712383851119746,0.04311243354147299,0.03030790866656118,0.07923436154637353,-0.009159477204939781,-0.07114222551697526,-0.020085757950265494,0.03485878971042866,0.10935052656210884,-0.051527166117174596,-0.013722999948905761,0.1300322763677242,0.03438093963223139,-0.01659265259029231,-0.02717911965974865
CCL18,-0.01968918931981826,0.015195242548032067,,,,,,,,,-0.08999891642839086,0.022989430901282807,,,0.14970665135037795,-0.012109100115383192,,-0.05406206745657899,,
CCL17,,,,,-0.028293327594777484,,,,-0.011292759732062244,-0.013961809157858263,,,-0.029526765477289402,,,-0.0028825959029283917,-0.024020733819842786,,-0.00559865923437941,
VEGFD,-0.04851233625965741,-0.03523622337853293,0.0032576640724599364,,0.01455199968528104,0.09686601421198546,,-0.04439296082032086,0.0029708383870361765,0.026705346144883558,0.0063175087242467445,0.0021796320906471577,0.02704319126055164,0.005293373742389498,,-0.015399746388770199,0.05256871848312132,,,
TNFSF13,,-0.02659038488521654,,,-0.01951610415150785,,0.003440042855349158,,,,,,,,,-0.024163794223772756,0.032179958490455456,0.024624789909753843,-0.03855272662679637,0.056575502456042995
WNT5A,-0.09611679854523539,-0.03089187870572085,-0.02727301816667935,0.008793463404911108,-0.06703674731104453,-0.043099424819904066,0.018884527278873187,-0.1607817716310656,-0.012710291750020522,-0.0006927457156039378,0.02159010278650798,0.0014666218311318192,0.05042564566064058,0.06556061817379108,0.06562280448400913,-0.006287799936572184,0.10486845403708983,-0.01640117027667651,0.027257516570018396,-0.02552309904374882
CXCL8,-0.08008592426883211,0.01930137092299381,0.03555274607896207,0.02718289283505854,0.1612062579728492,-0.04122118572217345,-0.005940686445596195,-0.048297876781745276,-0.011185776614148558,0.03282504190949007,-0.03683106259520035,0.00023790675893221207,0.11318122782545187,0.061161034160944275,0.21020873246374192,-0.06639434081868645,-0.03410420587370441,0.06085283477218964,-0.03438243663467358,-0.008361414274455359
GRN,-0.05912569660205965,-0.0442519509101725,0.00911226867343831,-0.0012238664933820645,-0.08705203789393029,0.07113389025149047,-0.005365381961761153,-0.17741483216606083,-0.03570150359234334,0.028102895700769032,-0.10023294686243105,0.002550308139156609,0.040302170581350015,0.0672921478770105,0.00502514413002215,-0.0524948590500019,-0.048492567623486964,0.0318909172802487,-0.10229368905424416,-0.011676933376947625
MIA,-0.0694604864903758,0.010783045674458315,0.05668231805892105,0.05528097614695849,0.02461554300434647,0.10755862488144362,-0.009799753453328836,-0.08413441253736015,0.09337454929264256,0.028934989673144725,,0.02589926113708361,0.16826277300510115,0.1087918017058426,0.06212247679899705,0.009917413163757561,-0.01717692876257126,0.02011683203674926,0.10854779927912625,-0.019469261449689856
COL4A4,0.03410542565687813,0.007643749735315056,-0.036185227068482435,-0.04915277042737519,0.032322680555180734,0.006792196388599364,0.0052709767798889105,-0.05136103116793055,0.0312547487254079,-0.03805345097863965,,,-0.017776403100840523,-0.010154872166818655,0.08138530215554499,0.009112404759838377,-0.03700199873282725,0.08417748482931038,0.031936077009512086,-0.024156578738550316
TAC1,0.16159022201477125,0.0632914629007971,0.015403933964857962,0.06129787632715778,-0.0317009217178711,-0.027470021957752153,0.019438629934413674,0.24774327224963272,-0.024028729876535516,0.015081690189544668,0.16984732907604258,,-0.05933051047188498,,,,,-0.02708459786497434,-0.004269071217547495,0.010198654383968725
RARRES2,0.0038326244597599477,-0.021824292710336046,0.041746625847096076,-0.023677117152449738,-0.025949240846608195,0.010371870884799626,-0.0283090615280484,-0.19118660476069776,-0.05230234743173141,-0.015920516304660275,-0.0815262706973961,0.011853405145737867,0.10404789839366574,-0.008176770838627662,0.08696954550309487,0.003270025599694369,-0.06768936284221043,0.03728769386375068,0.04328072965161999,0.005706214253975665
FGF7,-0.020612519667290104,,-0.0273081301716618,-0.014593983229478661,0.049155165742834975,0.023986925329330513,0.00033310037337964547,-0.04220376493821673,-0.018296519081355538,-0.04782528998551161,-0.01874719101608163,-0.0017816186616042538,0.055595182163237424,0.08119292683733834,0.07365411106894916,-0.006402105039491582,0.0004405647009240522,0.024129869101789776,0.03767444283296078,-0.04986541503177687
EFNA2,,,,,,,,,,,,,,,,-0.014636428344109985,,,,
HBEGF,0.045832143233887596,-0.03887075876780945,0.042949891156633745,0.008405115124627561,0.029216946810011312,-0.0002743203647816636,-0.08288353525323704,-0.08134268915517365,0.033610720604490156,0.039893558397060026,-0.12546026787048337,-0.024640547994285625,0.06588106542406204,0.041431427709782795,0.020823313455683036,-0.01918294024184813,0.0001917904587485732,-0.053911369503365635,-0.03572983010450757,0.041674573050503434
CSF3,-0.014450520684368102,,,-0.03440507087615616,0.02782291422803302,-0.06669786341500243,,0.06876084822014428,,,,-0.020870275429620545,,,,-0.03616957752457727,,-0.022506121251860436,-0.024910802637726968,-0.029130161911032095
PI3,0.05526303318361703,0.0015858450631891128,,0.036776944049868726,0.12778548455835848,-0.02307152665991081,,0.03034760900773564,,,,,,,,-0.04991568391411627,-0.020409531073134098,0.057634662581155224,0.011121735383128474,-0.06569696351187723
PCSK1N,0.1201738845032984,-0.0018900453321132771,-0.03295053231814406,-0.05689486627619736,-0.12284661989368112,0.04228304852800579,0.05084088659694448,0.17196100359560035,-0.03191255702372235,-0.027372019219298594,0.1876042073368966,0.013475244493879162,-0.11849527720730117,-0.005799029892137373,-0.0012588909313635207,-0.0012019903619812525,0.019927893586775932,0.0011953655809306529,0.05348313858148228,0.04063421570568899
NTS,,,,,,0.07748863755702719,0.023499341823076225,-0.037369750167144215,-0.004618936061870817,0.06295553714451756,-0.026439184469727275,,,,,-0.017831710478542828,,-0.00972470975416028,-0.024763813270884928,
SFRP1,0.1365630491909659,-0.030964244422617748,-0.03354295685703107,,-0.024687021965141772,0.0369840473250864,0.014185603183358543,-0.01025552004731228,-0.02152067035717669,-0.013084134314539449,-0.08010359021732766,0.043456471152171855,-0.035395759767553624,-0.018025596095390783,-0.000663020512877704,-0.004109378837478284,0.003932518693510889,-0.09411704650988702,-0.03603228327376559,-0.0059608581037321265
CXCL13,,,0.001822164159626385,-0.02498215236014273,,0.008655384418757099,,,,,,0.07686992536659316,,,,-0.03760515682341583,,-0.015612686932626981,,0.07875819379542022
MICA,-0.0724906873883551,-0.03582098667019566,0.019613742709062666,0.05588043311072753,0.060839357395152074,-0.016054601429468747,-0.050635102179211855,0.002871817463483927,-0.01878612958082573,0.016976230811668144,0.04327890095198099,-0.06607638463473194,0.07603084898542704,0.0428536508162203,0.0695311684567016,0.04177433033398682,0.029754325995967803,-0.00820890561905744,0.01214730426451652,0.015201068846812969
TG,0.08706858032690579,-0.04270146929628019,-0.022969947791514674,,0.006131280313734821,0.01315096021521965,0.05476519762051832,0.018276339285408116,-0.030579502659193535,-0.02304095014333959,,-0.02274714230893164,0.027655197961877907,0.08615229993122198,0.015191926906214941,0.015826583201411015,,-0.018522883632412276,0.029874735320373026,-0.044109811760701646
ADA,0.11660689210535098,-0.04376581770855638,-0.031655013965254816,-0.05217113277903581,0.007853996954546858,-0.027864446026967374,-0.020166265755758132,-0.12005668501288236,-0.004444578846118448,-0.022122288313997318,-0.10637563005947757,0.019265979617609376,0.024137588891437377,0.11608334262914637,0.07407229304264827,-0.05827010069275748,0.031092283000372888,-0.060593547008549506,0.00229758167046503,0.01214430177990212
LAMC3,-0.032884870954824424,-0.02181664217509302,-0.015849562365901147,0.03968914569542726,-0.02190898155543861,-0.0013471107077000814,-0.020162024781290196,-0.05469071924665826,0.05494273533148178,0.03463308372898363,0.028968149346242988,-0.0036649663945805397,-0.019152365606668217,0.09840148160434795,0.06132942176390959,0.00739581616221135,-0.03541235430227634,-0.05273355690726229,-0.05250136348226003,-0.03530466783009452
CCL7,,0.008420504159894674,,,-0.01926155079689921,0.0015511618242305513,,,,,,,,,,,,,-0.02610410644339979,0.013695733626300765
NGF,0.020305950063814696,0.015081933118705877,,,0.19163092436938434,-0.018353074289763516,0.0041113607999250104,,,,0.014679537133397626,0.039513625296200484,,-0.009893185540837941,0.010870201109846931,-0.01443969012305059,,0.0659879214865093,-0.050619344088491634,0.05932143861938399
TNFSF15,0.003044192303414106,,,,0.006246742226915219,-0.012437093000241425,0.007130961877891559,,,,,-0.011068979003717345,,0.008858564520439706,0.053067439530435426,,,-0.013975914914977431,-0.05602164286420381,-0.0546142399316177
HMGB1,0.10641899806074948,-0.11663326958866448,0.005001441349622208,0.060682125996023614,-0.1143239300928475,0.003435352618701094,-0.010360060944461109,-0.16039774758452566,-0.06405547470119526,-0.04642314050258396,-0.04050331441265996,-0.013288694621364939,-0.05642809564168287,0.050155587376659864,-0.018069739785593637,-0.02867962295462908,0.04667415065287075,-0.031964334590650796,0.07148668541291613,-0.0640471796142591
ITGB3BP,-0.09113402032759949,-0.02388197053755523,0.009570771074551853,0.049850827336644046,0.07220109763649839,0.09386292533075681,-0.02580616980988425,-0.13041014835068093,0.017943046577413076,0.024375585377498343,-0.012529459370362145,0.00542339581622851,0.0780585562294894,0.0962828204489137,0.09061761212023117,-0.04817294997510135,-0.039870652508132036,0.03100712515637684,0.027551184046767166,-0.016494199531945312
AANAT,-0.023370209082411355,0.008996096575554276,,,-0.0045839696189558955,-0.0364680918440409,,-0.03177260519756928,-0.027500325448582538,-0.026559672301650038,-0.024856738078345392,,-0.004850629716178527,,-0.030423555646570215,0.022048382392746903,-0.029712877100088665,,-0.027619233215215533,0.04048079731544491
RELN,0.0633053924448184,-0.03982951341994225,0.007335665688163549,0.045977573280872944,-0.016447155766770378,0.09424526488686313,0.05782814895035677,0.17666597008147494,-0.03487355968441561,-0.022199482202697778,0.028709385798409245,,-0.004752812916917089,0.048355846129033785,,,0.015728711436341414,-0.016881390614857963,,-0.0022305650899728303
IL15,0.03603810995491651,0.02755777008838726,-0.01785253530534743,,0.0020803395506405167,0.04671453845890552,-0.02831273857353821,-0.024208870835628008,-0.010508835615005352,-0.0025239279269440493,-0.040727844546251224,0.002500206983134183,0.04812291519350525,-0.029641813378204672,0.10541038919570568,-0.022548640277565618,-0.03700199404369772,-0.03409155785761031,-0.031436779912417376,0.02293521586357282
UTS2,,,,,,,,-0.06529209391094903,,,,,,,,,,,,
BSG,-0.0945092931171397,-0.0001914413495427023,-0.008159044758597455,0.05066049012639152,0.09357695799622368,-0.04330372618890129,0.0028654142156877196,0.21252112701693324,0.044869195590442654,0.059575965043066434,0.08576276509242778,-0.003000497069306864,0.08027926217121574,0.09450729801091388,0.05889128023345721,-0.03728471008450347,0.006488224335851144,0.031553885943663575,0.0533027511634903,-0.00730419735290962
ADAMTS3,-0.04239413599269839,0.007362059662171073,0.0008852914192841487,,0.024631158049060978,0.014141468880845007,0.01424988577180036,-0.13659776318436362,-0.03955517484310138,0.014626685093267332,-0.026061393564694446,0.004710061210609524,0.004057780291483148,,0.041325489771436935,-0.03940425563837473,-0.035200586679351095,-0.024063498231777367,0.005096334510051838,-0.055611918494525084
CD34,0.06287667476799583,-0.057668513018582584,-0.0021346886899880307,0.17564236429586882,0.007692861860283938,0.015561712687354822,-0.030313913939385546,-0.07287113316994982,-0.005582888578880705,0.04434250644294054,-0.04731411442710296,-0.029664982443166496,-0.012938274968980576,0.12035713392429227,0.05150237923548927,0.0032401459825547644,-0.03485732602553726,-0.0376724653605217,-0.02414023187628628,0.05807292503802543
CCL23,,,,,,,,-2.4647318072853507e-06,,,,,,,,,,,,
PLAT,0.03292514315198835,-0.12400480771103223,-0.03025840606077671,-0.013145987827225017,-0.1258588619283964,0.03123342763092125,-0.030990918629619616,-0.11665688565011949,-0.002091988096083007,0.036609095604285574,-0.022390026940670413,0.015424671839168111,0.022729933791518504,-0.02052236905896787,0.048316338161699814,0.02359551959612736,-0.016375873089949908,-0.1388015287915365,-0.03048419580172348,-0.01964782723546859
NTF3,,,,,,,,,,-0.028410580633668518,,0.0006067663715462001,,,,0.023205796278736878,,-0.057309215266776445,,
LTA,,,-0.016892171805986924,,0.03414524074253756,,,,0.12670951264086483,,,,0.0010195141998837508,,,,,,-0.025750935031563636,
CKLF,0.051095529278581554,-0.02953094279084434,-0.05512254447319085,0.05514297525546782,-0.03684352162015192,-0.06570343089715013,-0.03846548266714858,-0.15323114376899283,-0.03203024706002285,0.03264729921474646,-0.09992018231998732,-0.0018170980854437643,0.06539673544130063,0.05431168783562554,0.02593710360598746,0.01127828415836888,0.050678683754958445,-0.015828733016431836,0.07993876156905894,-0.018659878973387608
APELA,,,,,,,,,,,,-0.038740232659757914,,,,,,,,
CD24,-0.02894277301466312,-0.05421780652285209,-0.0034428692206966306,0.03415475746454107,0.07756164720870164,0.004945562965679364,-0.016096223837810848,-0.021183227677412927,-0.021161823850928067,0.03189460488923747,0.030697433251250874,0.01997991336416635,0.09462490346599059,-0.16217981040456272,0.1074601374137999,0.01651246945603,-0.0022042633107694663,-0.03150303037222619,0.055842341303201655,0.033904766122402036
HSP90AA1,-0.08404053870412508,-0.010933348261711417,-0.02913656808248937,-0.052912587614879686,-0.1564696816875333,0.036330358701637956,0.050978079097903084,0.19745409155032603,-0.07690425308386965,0.007317302759092924,0.14485752669945215,-0.007432943587182396,-0.08270843472164943,-0.06723417561464345,-0.08202215826588151,-0.016690073612230582,-0.008059642204290987,-0.08246519156463536,0.046341770364302294,0.03225835207907245
BMP4,0.06623876214854242,-0.04883216389158676,-0.01790669233355358,0.06054752976931056,0.04892629677916256,-0.026939771572670388,-0.00433295801455531,0.06899069570529145,0.03434568567896433,0.0035895647280115434,0.05803259174977971,0.02134725673285981,0.011803631697405677,0.03803853146948234,0.05165819229450916,-0.03841425315245538,-0.017261210577543196,-0.04842985715828663,-0.002865195902152727,0.015286258394790754
SCGB3A1,,-0.02241320538761889,,-0.03677561843546142,,0.07459867547262992,-0.03614171153709486,,,-0.022403343358348916,-0.017886141638184375,0.0032091817111844123,0.0031825038838113676,0.00534368173706929,,0.003584377624401492,,-0.0011502999228193494,0.011760212218962719,0.029026064704376364
IGFBP4,0.01395013012033122,-0.008423839051967358,0.00746957909158686,0.01116815486933631,0.024579759987930203,0.04378369217333966,0.0028318046550718607,-0.02086255284671194,-0.009557045573885353,0.04243207870958552,-0.020509791224859446,-0.005802447598484671,-0.005708948277749843,0.11112934072853307,0.0012331317335358156,-0.041662280041948184,-0.0008671975653037494,0.015248293193213323,-0.05159450496475652,-0.008006832669657864
RSPO4,0.023256490107041086,,-0.02730812498721502,,-0.03778781052605428,0.004217387810406883,,,0.004505779522332384,-0.022403340081353147,,,0.02599111263298181,-0.03170736567873256,,,,-0.019546136028880348,0.0028251946912490234,-0.012013220879585881
LEFTY2,0.02988110264308144,-0.040317219710302006,-0.0170996333767537,-0.010935759818551143,-0.006482848188705678,0.043824357780677996,0.002344739733908678,-0.1104703882594732,0.028457730887494193,0.02120599707048854,-0.026439201878176034,-0.0294105921444723,-0.015586245604600186,,-0.020332553300881653,-0.016829262910292516,-0.040054686120362455,0.10453349201309971,0.058878033187627535,0.05215663373796626
PF4,,-0.023250102743923983,0.005437662081173655,,-0.01680532359511662,,,,,,,,,,,-0.013415299904517394,,,0.13941782677971426,-0.01214742223572796
ANGPTL2,0.03722593154061944,-0.07096850421869982,0.003595143868249469,-0.0008305592238348577,-0.07654380280432939,-0.016598320779714577,-0.045417944706486336,-0.08316932465014885,-0.012572008321419855,-0.016223123644769445,-0.02784969608714895,0.0448739082290131,0.12892798065314834,0.14026394736309516,0.09198229565532531,0.03947321596149254,-0.038663740571532754,-0.06325862006366248,0.0005692609640844131,0.0024519485626895094
LRIG2,0.04588537415057308,-0.0248297042857258,-0.016351263751158595,-0.025447762931411266,0.018590003373062026,-0.010419479644011005,-0.014692493161851873,-0.040603300711434136,0.043256149073817154,0.08778872255189965,0.050651788336870646,0.07986746168935821,-0.001609349666320928,-0.04751567105437195,0.034972276687149195,0.0112721218097787,-0.007839694765853625,-0.0586364830436491,0.05683386248953933,0.049418580613471534
ICOSLG,0.042681446509509634,-0.00463553049129103,-0.012003224558864281,-0.013952921433354571,0.046418651511074105,-0.0049508924630472725,0.03992711641775031,-0.07935129659269566,-0.05038646333767398,-0.022273662005597997,-0.0773163989537452,-0.04675131337934176,0.035137279450603014,0.0684311694262443,-0.03362542859633121,0.018420538107571615,-0.044695681412332135,-0.005779370123196379,0.00013648350104171803,0.022775924812015017
WIF1,0.19142268659325073,0.05214309999855199,,0.08830263716911049,,-0.0399356274556352,0.1039574948574143,0.30963287508422443,0.07188595688522434,0.01895598791594108,0.23659452638995404,,-0.00830366054361964,,,,,0.12361835807152986,,0.020591643031660233
NPPC,0.02066288201823566,-0.017533585576595064,,-0.04613805747876183,-0.026069201196806866,0.028879904264350248,0.014089542709624562,0.011471957793490044,0.00365347958350355,0.06504301534379373,0.02847394946554718,,0.12365693897961959,0.005769841694385222,-0.03642904067612795,-0.009165259702452095,-0.028188854946640557,0.02867521654290787,,-0.006493619965735596
LYZ,-0.05353327177235697,-0.0563471985336752,-0.002656318581859225,-0.012788247394719836,-0.010576787936200562,0.027372024650144492,0.004790058237801567,-0.13133263260495603,0.012097228600788986,0.005862672295695894,-0.14992259234406166,-0.02065545086016973,0.001051529178672577,-0.022610553577312283,0.09753913167338896,0.01656244919624712,0.041860402491083755,0.04104551204821965,-0.04960771458098573,-0.034824945480613705
EREG,,,,0.045991715824901004,,0.03765686564139292,,,,,0.012147026756999583,-0.0225156914998724,,,,-0.004257702986788501,,-0.02434504197320153,-0.056137298882614456,-0.034265883184558185
SPTAN1,0.11611918292166361,-0.024924194867378548,-0.022091640295477256,0.03792322439184836,-0.1371552704860101,-0.06004196097507818,0.008240845578527395,0.0893546859802633,0.007572529853078898,0.07858455618381315,0.1751795312471038,0.007498554975041585,-0.014806014347070769,0.03599068150272226,0.04788367114492501,-0.0106650163772948,0.024007682364128487,-0.02031707210456249,0.03116732624937419,0.02319277993259203
PTH2,,,,,,,,,,,,,,,,,,-0.031084867923626903,,
LIPC,0.08823589830439763,0.007060915609432443,-0.023126239061130986,,0.008925448414262089,0.005929035968265413,0.06375554151984562,-0.03843264472208945,0.037352405347380734,,-0.048711502301705824,0.03463093074259537,-0.0062672361429813245,0.13240506019939305,0.004385859837282076,,-0.019916766427643704,,-0.028512819100154647,-0.025204862694146186
COL8A1,-0.05403995814083398,-0.032666219651100455,0.019835193697576754,0.0998207903670339,-0.02635872410220225,0.06266016066559328,-0.013687292376367564,-0.05544676541916248,-0.00590115627077875,0.04202947393339735,-0.05131830904512952,-0.01824410670007561,0.09174584041103538,-0.04397030493187887,0.05985705637652355,0.04479586057967998,-0.02847869404153157,0.045829300772274144,-0.07051163255190365,0.0636214983203051
GSTM2,0.031037477122938435,0.025727666894113817,0.007419542561418376,-0.03618600106808174,0.04200149232797609,0.04479522018462784,-0.02394223284810888,-0.06493336949685359,0.029136253306683423,-0.029416701540577985,-0.006508090775749161,-0.06304602253140687,0.02741825307571977,0.06299100138234036,-0.01677004489472901,0.03455667263231088,0.010992061261920372,-0.03201168033677539,0.056327907808677566,0.014990009971718463
SPX,0.0670412864123106,0.015458065811547423,0.03342702458693553,,0.03578697595922422,-0.038825877337076084,0.0002716074943088011,0.0744894919154597,0.025381959878205622,-0.0188475077586731,-0.007433179600369986,,-0.06919304565427617,,-0.05975687212010882,0.08031591828510477,0.006269576345734165,0.07413506424035406,0.07143812412810206,0.002080219215510784
MFGE8,-0.023584999964297908,-0.04445172782733012,0.08153696085495472,0.0015918845225499868,0.06427125375975086,-0.03873854147411963,0.014044993927251177,0.0052526454491877705,-0.027719712132668002,0.02855978817746072,0.10711528960203287,-0.02766486093659517,-0.03447162145996026,-0.011789473280808547,0.028984838651876045,0.011810990163221865,0.01954433643956555,0.02420118238764556,-0.010974794786811688,0.04378202517825874
TGFA,-0.060948733904307106,-0.021454831239107373,0.015352282362950774,0.0023045815205398035,0.05543051940144575,-0.020514904648978587,-0.038656740144245236,-0.14062594254415434,0.05704787604051657,-0.04978218844051562,-0.05148402922803893,-0.03759552404095492,0.004221883054934766,-0.0022892885297421967,-0.012560206523631686,-0.01390438595135112,-0.0136662804255751,-0.018095445251011873,0.0572515429168985,-0.01943355070255541
SLIT2,0.2236483383822335,0.023773509605692873,-0.021955248790759302,0.10473958279531653,-0.00450007851646922,0.04782689876745795,0.01104445598055763,0.1385272185872596,-0.015564102328220766,0.06525666381970881,0.10900285942863114,-0.0006561629099865816,-0.007915123720180394,0.028423946919920784,-0.04119802331766627,0.003624547521126609,0.06704035285147203,-0.026912433301080313,-0.042932330228172305,0.025456606704469583
PLTP,-0.054352229579216836,0.026927589210999227,-0.014529673495500911,0.022511082940940973,-0.0795883548318908,0.056814674889301114,-0.05335803006205883,-0.16181870387118616,-0.023347256384906034,0.009673633658884307,-0.13084140568394706,-0.009517665876194917,0.04358173202021368,-0.08531630203159528,0.10475168288452673,-0.05255168081571322,0.013524221686242108,0.05630862724782228,-0.058607678830901726,0.015964810151103674
APOD,-0.011423705204653445,-0.031927558956719844,0.03096191468557902,0.03275056062367613,-0.07351809859281913,-0.040476817375404255,-0.04761086074015732,-0.273747708474586,-0.005175211973993576,0.06724340078536346,-0.07793890599107584,-0.05533582033994628,-0.057404267653844335,0.014566518472204325,-0.16064576818409118,0.06337595881131565,0.011087013341214749,-0.005043972877812466,-0.06606320747919481,-0.0511252959388632
B2M,0.040157530689657106,-0.0548714657547223,-0.013285599431142815,-0.031294105575367034,-0.018258394554723844,0.0748986518667343,-0.06295495421405148,-0.22561383103490276,-0.05893970742749827,0.02807708476915699,-0.19584988056399913,-0.08721226684539353,0.012568227040089685,0.18042393415106942,0.0015626012667624306,-0.0018942835889789193,-0.059602802412463525,-0.002898279503100785,-0.11591615290734732,-0.1095983304897148
OMG,0.14788401918092745,-0.02280093502299514,-0.011741859809378287,0.03380617368367191,-0.09901801790484495,-0.0055491978816467145,0.02740843730234096,-0.10732437012343742,-0.05291604093824332,0.02641834601536973,-0.032436583407045146,0.1760829652248926,-0.07784834360626482,0.09078077304757387,-0.04794830150305212,0.022595454759708217,0.09537601523798736,-0.08211167826728218,0.06085062812251335,0.015342328471718937
CXCL3,0.026656016890679993,0.014964873799606768,0.011330180664089801,-0.01900957943473391,0.16471097955593453,-0.004598679941374211,,-0.056800304812055655,0.007156766405790454,-0.00021367016410907762,-0.03828814169998533,0.08290121653448622,-0.026455113297617936,,,-0.004930697408162143,-0.020923822362898407,0.052875623167438435,0.028518883109085225,-0.05773584512325963
CXCL10,-0.020894547615241434,-0.003945807359344451,-0.023588596026329886,,0.04673517376893381,-0.03232131224131914,0.040325666203056325,-0.13750010342395108,-0.04215712330653209,-0.012738637744773402,-0.058417683034282006,0.05016938687127362,-0.025127376122620317,-0.009516629652397517,-0.019633203488650205,-0.01799380622029276,0.0296706647949031,0.0024360563088422446,-0.03312232762488893,0.05110228636194737
RSPO3,,0.041201822512230084,,-0.004940413305190579,-0.019516104792405207,0.021062127306465377,0.005390470439925847,0.13416757497131496,0.022796755212742856,0.03540698450880375,0.09854109436973486,,-0.027645083523647376,,,0.014826994906634236,,0.0025498273167905887,0.10181402964615348,0.0349111339922843
CORT,0.0035096029695278735,-0.0438686853409301,-0.027442213864515907,0.1383208178907887,-0.0018859608719353322,0.000942490876487675,-0.0013953593334983065,0.12195091034152811,-0.051577567044237986,-0.025263796019602502,0.06236694811089435,,0.024367040108316227,,,-0.014038429502650017,,-0.020273076372309927,,
