,UKF248,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
TCN2,0.04849681454878465,0.034932306081641336,0.030485626214805935,0.009011257998417416,-0.02837606530687706
THPO,-0.02173247314307569,-0.002712591941576227,,0.10865975660726708,0.0016061301550943726
CUBN,-0.007993821621482242,-0.10657092365152573,-0.06569784834750897,0.029793554401720247,0.0016131601166707464
TIMP3,0.01237029395333695,-0.0464252099970791,-0.01562230803551872,-0.0012250994117408598,-0.07415996922255473
PIGF,0.04294590890506208,0.06461698556439714,0.10031131473528082,0.08262717802323799,0.06279244765529646
CRH,-0.014882719159607781,,-0.03967223895378891,-0.025649136781701543,0.01830101492569326
BDNF,-0.03496395747011702,,-0.02567928266510865,-0.007013154394666067,0.03863514872384815
CCL5,-0.008018805344156861,-0.03308500138655668,0.06831188895164698,0.02444798168581898,-0.0562705746975389
GAD1,0.008730024523255407,-0.007933122319288211,0.026737633362626467,-0.040139263786402,-0.05091874692992036
COL14A1,-0.006023409741428498,-0.03869478989690922,-0.0076988329715168965,0.05216982075458352,0.041519269854730534
HLA-A,0.03570982853405573,0.010473015611137258,0.015248716787884654,-0.039370940369378306,-0.052242315283240845
CD5L,-0.014882717437790535,,,,
FGF18,-0.013466169318968926,,-0.024006772671133898,-0.017104433041742903,0.009135168548106944
ADM,0.04286548580178713,0.0031868020591955316,0.011897872092836118,0.02589621775148741,0.05025791031316553
CCL15,0.002667418810216043,,,-0.014834673449230939,
GNAI2,0.03337636651336822,-0.04761073148825501,-0.056236886283155096,-0.031979314900722255,-0.05906782606488811
HDC,,0.06409897751448582,,0.01799031300102013,-0.020323490243267375
COL11A1,-0.016982550269668866,,-0.03403498140758284,0.013631863826408987,0.004059209464816984
NUCB2,0.05407726672373539,-0.061982608118108545,0.0004614176651371825,0.00295702562697695,0.028413432021400054
FGF16,,,,,-0.020026157597521684
CXCL1,-0.001907277201569753,0.06035836140315467,-0.020853027461127834,-0.037318394802340754,0.022861423120695647
VCAN,-0.05095910704666399,-0.15766912186191315,-0.005925730587840457,-0.02505828309202774,-0.06430969638223245
MMP7,0.008595043141391548,,0.046313989461739764,0.01529729097497204,-0.03123271713991582
PTPN6,0.006792906441779811,0.11460716099118168,0.020686749203487637,0.06483405914971667,-0.005904253641558448
PTGS2,-0.04975407975572317,-0.05204259883421141,-0.019507249452300517,0.06372988185923194,0.021354554307734704
XCL1,0.02646614663105388,,,,-0.036169333458909644
CD58,-0.024300317256601308,0.021819542718545297,-0.0013454822093573566,0.03833699773113912,0.005062333763978566
TNFSF14,-0.016432793642556866,,-0.019204155449162874,0.012039102568623955,0.023789830019290498
CNTN4,-0.005683237308846552,,-0.03921600596431195,-0.008532261960027371,-0.020632438249141516
INSL3,-0.014609671627093455,,-0.021357415972844726,0.08019711317152826,
BTLA,,,,0.16781840552003657,
MFNG,-0.013085833671398565,0.04358149544280402,0.04253566305764617,0.02689857846959048,0.04852784951488403
ICAM1,0.013587871241088675,0.00019207265508418866,0.043443735118641094,0.029578457105610648,-0.01819347214073361
PROS1,0.02516638533827193,-0.027912198527343737,-0.051851022350545006,0.05240438330055684,0.03910659458550349
CLCF1,-0.019114563296331873,0.046561737861065135,0.021162933391269283,0.07440009615230889,0.02284127548929395
PSAP,-0.015279541449500647,-0.08609800497820054,0.009618659210311513,0.05600366098474519,-0.044712742587491125
EFEMP1,0.028644460085238875,-0.0710740823612521,0.0557704088151149,0.04726343295210299,0.07619834390225813
C1QTNF1,0.0092376762273568,0.05867783519329544,0.008391543050461102,-0.009346939384984824,-0.001263717110332013
ALB,0.007960344839072736,0.22720489360738233,-0.0037650177404183276,0.013892329079469589,0.0063622895414571145
CCL13,,,-0.014255839791687534,,
EFNA3,-0.02261661823400947,-0.020602059599112304,-0.004735184066499315,-0.059819272687779174,-0.0388285558047451
DRAXIN,-0.03797735392272722,-0.03192317220474889,0.0075382079432727385,-0.0034950726097598347,-0.014557487385013567
RAET1L,0.018396394745630797,,,,
NPTX2,0.06117423374186012,,0.015146711933530633,0.033071123545641117,0.038240183251843626
FGF11,-0.04520539273635813,-0.008939200739832034,0.022572840028744292,0.03296207002432946,-0.006030580759866292
CD59,0.0419336059034787,0.008871971831078004,-0.023457275796977397,-0.025471082232084254,-0.07501786897611555
COL9A2,0.016111655604235407,0.00785744540930078,0.023676668380186568,0.05326801987291791,-0.01849984057699201
DLL3,-0.0338897657927039,0.09930241005335765,-0.019067836121248002,-0.05131188654412475,-0.021098875865196758
FGF5,,,,-0.03472947402527051,-0.03435278428633423
LIN7C,0.022797274302271648,0.02107098678372111,-0.008623545158804485,-0.025402637295742096,0.024863193007397415
GDF7,-0.026839396937345977,,,0.03110607521597786,0.03359890730858072
PSPN,0.02527222465402986,-0.003979457080435102,0.07633741661279121,0.022278786063772073,-0.03131305685356126
ANGPT1,-0.04630338608178585,0.014430853555091777,-0.0144801701171635,0.012500464882537768,0.030706708600110107
PNOC,-0.03968033398772808,,,0.018723645802070768,-0.09101890296455598
L1CAM,-0.01958160329078952,-0.014649591195201008,-0.008304546316007768,-0.025514071552534087,-0.06108984626172296
APOA1,0.05876609557563826,-0.03351360255865948,-0.01151944432406184,0.028786525128817544,0.012539988792247539
PSEN1,0.0018004310414760664,-0.014182812916369943,-0.014802155202994417,-0.03376439588048965,-0.0172584750067138
CALM2,-0.017480917041083958,-0.0514319264791568,0.0024865277545952223,0.0026043681241389454,0.00026202007459041215
CLEC2B,0.037859118679526696,0.02485261276682831,0.05686992240785271,0.04581104499074641,-0.02061783614165978
NTNG1,-0.03149009124714325,-0.0300924372945521,-0.03513028418237211,0.014258493292787815,0.03816056210703814
LRIG1,-0.0011311576332673017,-0.0968864048674397,0.0027195073549735283,0.015351492236935731,0.028544698647801483
CPAMD8,-0.022865758663783792,-0.012749776802381357,,-0.0022807467835778018,-0.022028947830867406
GHRL,-0.030322925265853076,0.0746068688064196,,0.027684170808397586,-0.01941874672508198
NPY,0.05671250823044997,,0.03130482872288026,-0.009936180157849604,0.017837791205171923
MMP2,0.005683487993101506,-0.002896318870048271,0.009454542688992613,-0.02188698925542637,-0.07522493000446537
PPY,-0.01919074336596987,,0.04528980969395573,-0.030171853151836077,-0.03943451665741214
ALKAL2,-0.02134342044903503,,0.008507216860718498,-0.01849170086634291,0.10756783747505688
CSF1,0.03925407398150071,-0.09742178489320791,0.01615683243456489,0.011636980451728137,-0.054895513640261316
SEMA4C,0.008069237099258539,0.012259487159108538,0.03069471656797747,-0.0057330380104649485,0.026155848643369593
BMP8A,,,,0.0040817773064879765,
ICAM2,0.025781545423894325,-0.04843257120680101,0.06527810255731875,0.06196408637099741,-0.030493986413852148
SYTL3,0.00691419159073625,-0.005874927926618332,0.09527128572109876,-0.041829048845784124,-0.011785808674788187
IL1A,0.023667136082977467,0.06807608370531047,0.06730646575151365,0.0051441366807843695,0.040898730787926135
HLA-G,0.0019924982883483375,0.08319397071512348,-0.03144568588928271,,
PGF,0.04838723167884673,0.0478176101176014,0.05575411649021529,0.023380878562654785,-0.07545507390006738
LGALS8,-0.005287444111833255,0.023017940528613137,0.016626837201516177,0.03728509167369329,0.009974249150577477
DKK3,-0.045463135086935655,0.04742443625758416,-0.07459475813250034,0.037219860197240065,-0.04821992503459208
COL16A1,-0.002558236621868321,-0.045275022274989654,0.05732686942041263,0.03661175682063667,-0.03640700554077685
TPH1,-0.012858812392880675,-0.03257763405888572,-0.020597440499512894,0.02508069700825187,0.06954996487160739
TNC,0.05894060641982844,-0.029863218042913003,0.03372222465626717,0.051984644635837685,0.06348845121189504
TNFSF9,0.07068215066209015,-0.033054780831825205,0.1136713333629103,-0.028852124912835557,0.026769860772013803
C4A,,,-0.015871252278581594,0.027019382929256222,
CNTN2,-0.015529040542223135,-0.06595606526032632,-0.03734314818473982,-0.03933273438661339,-0.028648510293813996
F7,0.0409862904699116,,-0.01999686152424422,,-0.02722902439159573
LUM,0.039369209357852555,0.029907594073466402,0.03576821850012474,-0.028509960239776606,0.00832399248003541
BTC,-0.011381071344401516,-0.06784465034843404,-0.01446702629722508,0.028828036911756158,-0.016974525844738457
APOC1,-0.04098909313851645,-0.014221817422015648,0.019532918543038593,0.042433723030541895,0.07058350894241064
PKM,-0.039133592586039184,-0.0086768106697141,0.03219626899968508,-0.012707782769553188,0.006858522133361951
TNF,-0.029272720569581766,0.026724135396265548,-0.014041676886220888,-0.039561940144063716,-0.02119212390023539
GNAS,-0.011666233891317419,-0.08357746153328488,-0.035033623094487154,-0.06296184014155802,-0.10081857172711718
BMP8B,0.0077764008328984275,-0.03746927595604988,0.005953907338813947,0.04779929634647686,-0.0071791989382536696
LIPH,-0.0128588092271416,,-0.014255845034638621,0.02125577423748987,0.07314095872916468
CCL28,-0.018087514722118822,,,-0.01415652184618613,-0.03206274838981847
PTPN11,-0.027094212094160523,-0.08139978003198102,-0.02139619895149483,-0.047402154463738466,-0.014484257864899694
ADAM12,0.07408903141206519,0.08998829434764206,-0.0061148461616554895,-0.004890405054340414,0.028716760067945362
EPO,-0.017278058741016063,-0.004251542941186342,-0.0154822117837756,-0.015054284464308882,
EDN3,-0.022399436183801493,,0.009840972934945126,-0.012099267929205453,-0.03379235101507032
CCL22,,,-0.017522529143095125,0.10546774762667403,
CCL2,0.04780197284566987,0.08445674376484485,0.015741427328328932,0.040405034235188486,0.018964275808832344
DSCAM,-0.05589365545928062,-0.057973557042365675,0.017294728650855847,-0.046831022278885595,-0.04911031683035746
GPHA2,-0.01433179627353901,,,,
ANG,0.025762769573808256,0.07222122318314285,0.038131492973691346,0.031161920237572017,0.04231855129129416
FBLN2,0.007205762003446439,,0.008302493966833267,0.03200619750249229,-0.00497237985212832
VTN,0.1317677256312924,-0.007318498192577062,0.031392897546071705,0.008283017099792489,-0.03435279621165875
VEGFA,-0.007449784839581264,0.025832038343329766,0.0012540465119072815,-0.04305830034404948,0.015597149010643565
F10,,-0.030603840685832617,,0.005857121180981855,-0.02790050598417315
SERPINA1,-0.005157584397869642,-0.04364073263511685,0.013457295471214754,-0.00018811805481195747,-0.0672595847641422
VWF,0.03555482455033168,-0.0447066360419696,0.03408872908101071,-0.014323953004915799,-0.04882768621394269
GDNF,0.013974633491957059,-0.0446414733629505,-0.03903256847063834,,
VASP,0.06785789613626157,0.020611994684863924,0.05304538220688827,0.008616215371266967,0.011322441571776937
ADAM15,0.06434667831356845,-0.06574994680608748,0.040774730303521176,0.021509504709587617,0.044141271780102374
WNT2,0.03883251271873738,,-0.01920414674606142,0.04517720886214119,-0.05334552931893554
CALCB,,,-0.016807140936602825,,0.10901783931237784
OLFM2,0.00789890120709884,-0.02626467553582176,-0.027020435855194914,0.018620245249880405,-0.06271709458047331
MFAP2,0.07305909917227005,0.011886519344198659,0.013644849225308866,0.03140880925004641,-0.005849128319012273
HLA-C,0.046380271899847524,0.0029493123078557356,0.03740552356639978,0.02126702862813276,-0.015404510606261088
THBS1,0.033487879425590894,0.07279196305718569,0.03254545755846238,-0.05944793639675173,-0.03233490614176362
HSPA4,-0.053887758220383365,0.13789476496958566,0.03791771591492896,-0.007810878747800874,0.0558659562084224
LMAN1,0.027496967530895106,-0.053124487066573384,0.021621210577142017,-0.01663242700283263,-0.026203052596498105
LYPD3,-0.019616615763432346,-0.04295836790582866,-0.018848127500848733,0.07655256446686294,0.07494865156650224
APOE,-0.05154579278026054,-0.14835942247462106,-0.041250591951066194,0.019911258416781,-0.08328594377208104
SOSTDC1,0.05584783667632197,,-0.018360154422571214,-0.008999404318453955,-0.004247165812224449
ANXA1,0.0014194218707862345,0.14155979427013235,0.06424520895522508,0.0024345608109001874,0.050974463518831045
WNT2B,-0.032770657781993125,-0.03901392917034956,0.02554411504213346,-0.03351825528031233,-0.033194850012117666
AMH,0.061545028474208625,0.02403034335738339,0.02179489837919962,-0.01295910564649928,-0.012611944980348377
GDF10,-0.01488271812058006,0.09422553673960275,0.04798262829309555,0.012911848045123861,-0.03416683221493947
EFNB3,0.005475623696095566,-0.014355907162766928,0.012549132655123443,0.039154218718479065,-0.00946919098294352
LTB,-0.02534461113808079,-0.003522947737140576,-0.00597968010753125,0.0273122707059588,-0.043238227284591396
ANGPT2,0.050644045880742186,-0.039519647083856586,0.01100486702834924,-0.005761272020298781,-0.0027356134522683842
ADAM17,-0.06946831230033831,-0.11917219870928566,-0.006340530069425831,-0.016488920356351175,-0.01611391141056112
LRPAP1,0.006598238195806239,-0.07736001184992022,0.007478271527556843,0.038955837805927845,-0.0031048538455267674
NID1,0.011953097408163233,-0.02921256853551777,-0.002760922070533111,-0.03337211068200261,-0.02630574573929966
MST1,-0.0339583016762775,-0.046951117281443785,0.03725672932965478,0.028498919420088524,0.06736470219826882
DCN,0.0601866365415264,-0.057273597254929705,-0.012573810610107995,-0.013910017492825158,-0.055280574204068234
IGFL2,,,,0.001663726322323304,
COL7A1,-0.010285999667509907,-0.04359349202945069,-0.009534371960380218,0.06516819582883265,0.027416730272840296
CALR,0.039185961618727116,-0.05710641011884369,-0.025193892520810536,-0.005016094713658586,0.05720195519232219
PIGA,0.004580748695514218,0.047374632351954105,-0.017402344381995283,-0.0032149173899837327,0.05757497606449067
CD200,0.0067992100787862214,0.0035839674713132263,-0.05033738178776378,-0.010822666987005578,-0.009582391926286286
GRP,0.050025163513430344,,,0.26228096073033547,-0.00041276165888862095
CDH1,0.01269985681473552,0.0751414341600758,-0.044496216909781214,-0.016150320077405182,-0.045864621558399175
LPL,-0.027227961790236385,-0.024549973940018188,-0.014032303852822016,-0.012929775975205006,0.025949122791593185
SEMA5A,0.08886289371133005,0.0965305270558888,-0.023307495411843928,-0.044451094126276576,-0.01333386567971653
SEMA7A,-0.045810750510599144,0.04121096845035877,0.022451364544319435,0.008594304114768895,-0.08356252767907006
SEMA4G,-0.012160856836202442,0.05757986227875227,0.026142334901073948,0.044354491512522916,0.025232636226580504
SEMA3B,-0.04034782299545143,-0.046317202852440564,0.007197138679490649,0.03609209453343235,-0.007686040513300497
RPH3A,0.0036145504645681333,,0.011863096974863045,-0.009835423628247653,-0.028484582692309062
JAG2,0.05891739682907056,-0.04631475872129955,-0.009658955753487922,0.05934265496296374,-0.029855875402179464
CGN,-0.038979880103461075,-0.04939256380327177,0.01088136592843037,-0.0023075074562737994,-0.011130095245937856
GDF15,0.015091108928845659,0.1077364372354376,0.010162820930673364,0.02169201988755395,0.07832743864566788
SEMA4F,-0.01915407674872333,-0.09235615937421361,-0.011047116248159166,0.00685799122997558,-0.014923113767641154
NXPH1,0.02353736122797934,-0.011250596098047055,0.057542471245444995,-0.06418931166677713,-0.08017858708957253
ARF1,0.04508077114531007,0.03316489326930226,0.05053933290465503,-0.009633675123869428,-0.02905502986841844
