,UKF243,UKF255,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH881T1,ZH916T1
DCN,-0.010142412059298701,-0.14809645229659277,-0.013036342996961414,-0.04305748741845427,0.019281287481608234,-0.05166343331732695,0.026575360509161754,-0.010387698668736548,-0.02431294453322293,0.06485405807022913,-0.04901777286924512
RARRES2,0.04805115655822227,0.061138472329957144,-0.05741116925194203,0.06931122946655516,-0.026025269714411586,-0.008001312472249805,-0.05077126087434687,-0.008291378880092577,0.031778955521668865,-0.0019090898845073145,0.06333482765339021
SEMA4A,-0.08140261431838146,-0.03228068614812586,0.009069208406806943,-0.02517071235611768,-0.020768184519412973,0.013764430354380734,0.0008550571797174756,0.06432658586329118,0.10673618901932692,-0.002436531134684933,-0.008323890597849295
GDF11,-0.03476030504895781,-0.14225026722722847,-0.05742514451573243,-0.04933886951755747,0.04100084306595654,-0.0061868577345176225,0.0772342107029801,-0.024504075668447298,0.10085542625435331,0.04386430964716612,0.02627513560822032
GPC3,-0.05494623388150834,-0.0035204689305610897,-0.018281503382432063,-0.01706078752332195,-0.021895956351737553,-0.004756442164481362,-0.017032509265587904,-0.01463055524352992,-0.037970827649427205,0.01745581149346447,-0.06146353394060947
OSTN,,-0.013920299027895799,0.07343878758732483,0.02365295178269237,-0.008281330294680095,0.033368499744860766,,,,,
GRN,-0.07095894195282135,-0.18948239342900391,-0.06285789120879029,0.012006232958868513,0.02895490752814313,-0.013348892735552537,-0.002844011463181877,-0.07935991858022692,0.04125489059140733,0.010238561711681315,0.009402975161223617
CALM1,-0.08919789551661678,0.03634959497427678,-0.1280470251197474,-0.08515970804933663,-0.012107108569906605,-0.018948121272185967,0.08906566299198117,0.025161162934270828,-0.010615148156267795,-0.0003048813502223121,-0.014768127336938407
ANGPTL4,0.10456233345256194,0.22172233444649617,0.1235374915298642,0.040264693009783935,-0.018225179059836418,0.05201763955322128,-0.053121773526041964,0.005245860658249089,0.09108684008261213,0.020944287883211413,0.13616284185321045
BMP8B,-0.031483890575834686,-0.10255553493712811,0.0973074876627446,-0.024947292221086336,0.0036474800274696228,-0.022500939450622467,-0.03066939958183553,0.0008798110401224615,-0.03303774408941096,0.00014451933380599656,-0.013178487700482263
TNFSF4,0.05728434980023586,-0.027312815941604063,-0.017487052514506288,0.05284286242928179,0.020116354231544297,-0.009773438817209486,0.12216173248456712,-0.034053289424877606,0.059398687531606896,0.06061220688710969,-0.0432173871831049
RBP4,0.05736456460847068,-0.045175961678075,0.025430458969282355,0.02044174832000889,-0.048716243959463286,-0.01252928154012852,0.07180130695276678,-0.01750309399440903,,-0.009539304740715668,-0.02589194533377844
DKK3,-0.1471432832009909,-0.1225311897393334,-0.04973367154813659,-0.00930736480407196,0.010414286858152927,-0.010100797122637326,0.08311670245158473,-0.04475030376164829,-0.00978819623010725,-0.05487850463534324,-0.04492060340887181
COL11A1,,-0.16091185210867767,-0.005799939739614436,-0.00430546598309316,-0.03416049068437029,0.024428061030625822,-0.011074619923326574,-0.015071136145599483,,-0.007927546559662369,-0.04499059599991823
COL5A1,0.09616614164494791,0.09122368975361475,0.015248300498430258,0.02593953854018558,-0.025870196442603608,0.04393998616765313,0.019116221849403783,0.0828511054295733,0.04791238127421406,0.050922737749599524,0.020365862097167554
KISS1,,,-0.018393913385094027,,,,,,,0.07155412154948092,
MEGF10,-0.04041305997816377,-0.04197187259938853,-0.03544588594763984,-0.03227107140408903,0.00808509935676862,-0.03320234960949591,0.029194368363529184,0.002090047925843692,0.11830124049647335,0.019566510440320966,-0.05815264998011052
CEACAM1,,,0.0721626802534215,0.004646471212123941,0.08700099885679351,,,,-0.037970840965294704,-0.01351765766452986,-0.019537398898063735
EFEMP2,-0.022943527983795755,0.0340737735179418,-0.0037373427240749903,0.05250338551465709,0.029563125283085263,0.00652993345172808,0.03964594101091539,0.009806315893161971,0.09793790945234891,-0.032947753031015305,0.024691922129291482
IGF1,-0.052535569317629253,-0.0013361555568501215,0.012277652264628158,-0.07784304468265682,-0.00164276283256235,-0.004373072956430057,-0.05691357587999708,-0.03169240934306439,-0.023268415500100306,0.0497653397248663,0.053568418858487475
COL6A3,-0.050432446888298246,0.08859442946245769,0.05539097084140332,-0.03225155038621352,-0.023478232520357356,-0.028718291797665784,-0.021707225334425734,0.08184821212664571,0.06725369592844911,0.010179792140159901,0.010902856545336766
RLN2,,-0.04167845528063369,-0.014959134759383931,-0.0018484257062323787,-0.019547353220347286,0.021910293691818322,0.03002542983328227,,,-0.01403557175231474,-0.01759922750311225
WIF1,-0.04558889099974393,0.0412228955047141,,-0.055958027144523095,-0.016896584815594032,-0.04989276145401461,0.07033067392443564,,,-0.015645715708879966,
PLAU,-0.13680463823141,-0.010555918667272974,0.023085438826720477,-0.012218227425165103,0.018966541130697456,0.00015445543833876596,-0.01748258011064395,0.06799668028548075,0.0974934972753188,-0.04572909328616671,-0.015636512480825353
CXCL12,-0.02892330325213266,-0.10776925583990381,-0.05273018466937823,-0.04159044343215741,0.02910050188505639,0.03186274767534996,0.02764814403940346,0.0014930182660991705,0.003753233954829188,0.019088761819203607,0.016205164097289643
MMP9,0.026343527370704903,0.1547579747185966,-0.0044208209436757085,0.06379898310535011,-0.025732215326840176,,0.018844489879217125,-0.019624257154354886,0.04278047748985872,-0.04141930988325136,-0.028808668241657405
TNFSF14,0.02498590156797489,0.0004982612759493402,-0.0016622561667762046,-0.0010227995042081243,0.041632813649993744,0.026135692560335856,-0.012892931940338009,,,0.0019725687721900203,-0.03367946429265848
HBEGF,-0.035998966343854744,0.13059040995146692,0.04574051806458949,-0.0017974037397499023,-0.03901467162387514,-0.002675556646750539,-0.03735488190478149,0.020728975170499337,0.1098524146095951,0.0470693180825713,0.03735415067873962
NUCB2,0.031339858894725674,0.1241145218660501,0.057529129290245416,0.018193993557605433,-0.0007640352441399774,-0.04343592673566993,0.05339062048939291,0.036617966040261865,-0.033573292663786315,0.04639890940537517,0.07668708936682492
VCAN,-0.0809941662634629,-0.25441854263333574,-0.1162711388389644,-0.14888624011110807,-0.0010302615361355747,-0.01445333456142013,0.029850056753085608,-0.03402890099954147,-0.10623758613977564,0.024345624638759764,-0.013018198779030822
VEGFC,-0.046621592605775745,0.05223066341302471,0.005165777091411978,0.03741190792286868,0.08935168423129845,-0.011909663423364972,0.009391845827783282,-0.010832970920371663,-0.035716532499368715,-0.02872514489272567,0.03686588591425435
LMAN1,0.06493138910002764,0.12524143935119694,0.07654275281015835,0.003183814991370268,-0.02869166494489592,-0.015462716545139081,-0.0030004325888385364,-0.025852426363201928,0.12362830370348055,-0.028760044076250515,-0.016257703332166636
IRAK4,0.05311588936172575,-0.08937346220827228,-0.05053841245684927,0.05342470633489376,0.007039760347467594,0.009473576388646564,0.04532992411075391,0.010198121949112396,-0.02755029338360557,0.03325511949632327,-0.025586153144295336
MICB,-0.02185689222498418,0.052843692490285324,0.09145328111273011,0.0015027610178310216,0.0442871253486591,-0.01553357379757038,-0.029558708560501114,-0.02355971255595109,0.07859678464919727,0.0016561979762453481,0.00925141524937021
COL1A2,-0.10132939439074401,-0.12814208464026658,-0.031115194431923864,-0.05767275806181451,0.05988745083018467,-0.03467743471761264,0.07958139896562176,0.04624126076596895,0.03298508233311861,0.03561620174839335,-0.006233077728149839
ICOSLG,-0.028144926990476854,-0.0028953783531197328,0.03230377875862558,0.015051229644061945,0.03827438342116398,-0.025559907285489018,-0.07187054316098784,0.01030470141100606,0.04663138101679885,-0.058835810883446166,0.0018599926863804427
GNAS,-0.026774001093640407,0.03672835154810712,-0.10225895341369338,-0.07671202173625037,-0.03572073545151077,0.012900746505278443,0.10268524332157726,0.05772440293264871,-0.09244349157291457,0.010323225231342062,-0.06640552165806594
C4B,-0.049533102936643744,,-0.020115020432472132,,-0.0202443554726744,,,-0.01338906766670306,,-0.016248134037514596,-0.016006360350654825
COL2A1,-0.0191331489585542,,,-0.02497673045986963,,,,,,0.0018024006163419128,-0.020738409911875155
GSTM2,-0.027725960724142466,0.035123606833127076,-0.02220672592754448,0.008664109487922867,0.02521844224614775,-0.009909250351165,-0.026372946382798416,-0.03322858844271067,0.06104099440117959,-0.014357174777066009,0.060874054316459446
NLGN1,0.029059476633685098,-0.11527821548503513,0.01669017614854347,-0.04884813862363014,0.006854179096523672,0.0017175913237457744,0.014927577836544952,-0.017879120364938515,0.08023867361480601,-0.026867000201131686,0.029603545078974888
SCGB3A2,,,,,,,,,,-0.02266931618671066,-0.023371265486861435
LEFTY2,-0.06182219432477434,-0.06355695019620387,-0.0351998139534227,-0.0062276419761577925,-0.03062445038393478,-0.03545247800966236,-0.016118684612978315,-0.015500937616457145,,-0.022888566634103626,-0.03551484434319835
ACE,-0.04022261571792488,-0.07390021413196353,-0.018945209676026375,-0.08442360654989207,0.003364138398412105,0.036587045717565395,0.04754930895918632,0.01792424181671666,0.026081026874012914,0.0391317253646173,-0.012976185006425977
RPH3A,-0.08628922140059736,0.004812829237128621,-0.005554291719554296,-0.007752865462422496,0.03155741685328292,-0.026257533297456056,0.09914109572817413,,,-0.007519482683534865,-0.034266448304674124
NCAM1,-0.04983038409944548,-0.14969856736094622,-0.09965659108459593,-0.04879126996610024,0.08104496790052665,0.03584717847909169,0.007501628356064024,0.025860831718324505,-0.03801757296825093,-0.045237301673870384,-0.02411769960662801
GIP,,,,,,,,-0.016859712588513688,,,
EFNB2,-0.00654206795368941,0.040424410640436365,-0.0397673462878005,-0.0012470134083655108,0.029790667963301876,-0.05501944174474322,0.0032944667870765556,-0.020485917149344886,0.0019657034782501023,0.07869811579776556,0.004224731854368935
ICAM5,-0.04622776723685695,-0.011323558655858584,-0.005377881323190466,0.005463945487348306,0.018089608282620896,-0.049693739194921996,0.03874503033008669,-0.012206500116727338,,-0.0025679145810147915,-0.030728183765651534
CCL5,0.0020475837519025263,,-0.013346004082997163,-0.0356535676746348,0.022808522721528703,0.012166549937331522,-0.048247253096015054,0.030967119043312303,-0.02953190926925398,0.019814921652149407,0.004876681785904844
PSPN,-0.08229537509073628,0.06128023952699343,0.05668653302891241,-0.04062464524678603,0.028489243634407423,-0.010713729486706998,0.0918472325755985,-0.03566473223301577,0.06046329486999091,0.02783685866805216,0.055253984752587075
PENK,-0.01900329180707775,,-0.03883185080037807,-0.022029054481608742,0.007153515508173191,-0.00042167493470161567,-0.03223740312494249,,,-0.01821227867011336,0.005787134409901788
EGF,-0.04177754856578598,,-0.02331529700492808,0.00809901514509043,0.02814387279482695,-0.02706378582844253,-0.0231736776415874,-0.01659606331154092,-0.023606294309539855,-0.017671403457580163,-0.009509384773715419
SERPINC1,,,,,-0.018077819369117554,,,,,-0.013692343643888123,
UTS2B,-0.03667202383812711,,-0.014959134673441982,0.04080059941017573,-0.016896584815594032,0.02925752266476796,,,-0.020049080432598003,,0.02479330020472401
F10,,,,-0.03287950265171918,-0.000586463223477146,-0.005297774796900232,0.0018392681637556438,0.038479317550175286,-0.013315597543207373,-0.024889778704984773,-0.025158105340185644
FN1,0.14248626359391456,0.19209340587264237,0.026395597964104425,-0.04481944477236234,-0.0133378734453668,0.03316667281641367,-0.01187672749981717,0.07037444881709028,0.06751457634536946,0.04865993326320389,-0.0239067568574768
FGF2,-0.040192651768949796,-0.0032348850152933866,0.030101792573300208,0.022344142449796295,0.015530800746953025,0.08316886415837507,-0.043120204027889866,0.025052760804963662,0.10913983885153293,0.014192475183589709,0.008986875044830452
GDF9,0.06893419233017699,-0.041116763992995686,0.010686543151137652,0.029066358682806666,0.06863140412477327,0.015711748913081764,,-0.017754570511197994,0.06739433291705145,0.020251217378850942,-0.022885706595027287
CSF1,0.03948819755089199,-0.03934237906393485,-0.029985206663192203,0.006253487512076828,0.01589057566315814,0.00844812229192918,-0.06614885494559732,-0.0021497143836559825,-0.10291052192228889,0.0007037062461062684,-0.012395878866935611
