,UKF255,UKF296,ZH916bulk
BMP1,0.06563052120518288,0.004646975788456872,-0.050830740882034556
NDP,-0.05036552518403717,0.0335757603208401,0.05713612415469893
TNFSF18,,,0.06695032665596853
RTN4,-0.06653021232892291,-0.07201915320508888,0.09571873987407066
HEBP1,-0.031167291539740953,0.020845197227803484,0.028717633339472894
WNT7B,-0.0361557291614633,-0.016668021318663954,0.07645120579441873
PTMA,0.1163918360718543,0.02086257439875242,-0.08777305416605048
PDAP1,-0.006662909651411915,0.039932069698982824,-0.054092934407537874
QDPR,0.036971518102763085,0.023938592629264926,0.04495747854976018
POMC,,0.021369848372013455,0.04259689097181274
CCL17,,-0.006460827252579249,
VEGFD,,0.041227236425094134,
TNFSF13,,,-0.02526718762583235
WNT5A,-0.06476587400522993,0.04799804034465189,0.005326573097993791
CXCL8,-0.032173802932314,-0.014092137273886326,0.015687707448974887
GRN,-0.012329837024966789,-0.0776957024307145,0.021100472184530972
MIA,-0.006153260094905451,-0.0007159247636306709,0.007104891011684214
COL4A4,0.021498948527169114,0.011889630678091137,-0.009814359783561247
TAC1,0.018410901440857944,-0.017366332295853572,0.0934933719133179
RARRES2,-0.05184751494552601,0.05936405548338695,0.0003106504851822444
FGF7,-0.019103257531819306,-0.03196908952187983,-0.027433493567057973
HBEGF,-0.05346819710602628,-0.016306824194308987,-0.025638295940624965
CSF3,0.05440760951006777,,-0.029705152200835496
PI3,-0.015602599287736543,,0.0670146641099357
PCSK1N,0.013979782952097513,-0.0997124650722547,0.10258709953481118
NTS,,-0.024251906455121684,
SFRP1,,-0.02063033808789013,0.04869484356215391
CXCL13,-0.018635081578197234,,-0.024094913550750417
MICA,-0.06007246959715877,0.11389266310745168,-0.01720219208727527
TG,,0.061975311921132085,-0.026552719422635523
ADA,-0.05063794038755188,-0.024247660235297775,-0.030925821118681217
LAMC3,-0.01124327256207627,-0.013569412057061695,-0.0319939322492036
CCL7,,,0.033621015201446114
NGF,,,-0.03366505467059627
TNFSF15,,,-0.03287605481637345
HMGB1,0.06207600871301849,0.062467914567457664,-0.06026901755008425
ITGB3BP,-0.0023008266336448048,0.06625179667044065,-0.03316149130053891
AANAT,,0.04935369884565696,-0.018137929347519254
RELN,0.008096336594482648,-0.038310258921747976,0.013864619111467129
IL15,,0.051103312926509686,0.06980140478447891
BSG,-0.02688251852947838,0.011225635779763602,-0.00879532477798914
ADAMTS3,,0.043379636416803695,-0.0058178427161913165
CD34,-0.003636032339749151,0.031127846045448215,0.015713678101935125
PLAT,-0.013787140140455486,0.03977936952239872,-0.0013379195165245062
NTF3,,0.03380097467645554,
CKLF,0.021983691641772992,0.07045865043153766,-0.043253703749277
CD24,-0.04737893573900721,0.08119030357946519,0.04235589472207702
HSP90AA1,0.014249029152466475,-0.024906024750407357,0.023133652605188005
BMP4,-0.011183355751535114,0.004601432458323562,-0.0503005182432884
SCGB3A1,-0.02743225002209387,-0.014516929183500537,0.05365356450587577
IGFBP4,0.05842791740054472,-0.015536469045890393,-0.004320477562869405
RSPO4,,-0.014516927060071247,-0.022871210447464593
LEFTY2,-0.04605174962591293,-0.01591798806728705,-0.031595695516054234
PF4,,,-0.01791631330382805
ANGPTL2,-0.01582220509500024,0.009944868638073392,-0.07687735284747411
LRIG2,0.0006269637788476711,0.02190315036072602,0.020157530698127764
ICOSLG,-0.0032055944483623915,-0.027550416641444538,-0.04614928325634238
WIF1,-0.044484525072324296,-0.006146046525419107,-0.032876052118399376
NPPC,0.07175099253809471,-0.020174976013130112,0.01125886246035587
LYZ,-0.021990192966243865,0.004869583658160418,-0.00775350618277629
EREG,0.024298525665966207,,-0.02062698401218263
SPTAN1,0.04687454712493194,0.00447919708010674,0.04245886356575272
LIPC,,,0.00905433804038062
COL8A1,-0.03204193960966938,-0.02726383965707456,-0.04280001915105347
GSTM2,-0.04270442368465218,-0.04290732775917535,0.04874076913437511
SPX,,0.009648642217712992,0.10765640719578325
MFGE8,-0.006972204568366041,-0.013804933285319529,-0.043726599912806724
TGFA,-0.030929717907275226,0.01898189603395008,-0.06867832470933134
SLIT2,-0.0203895735196661,0.09590899712486925,-0.004809386192528067
PLTP,-0.03188365271565441,0.07036918949039513,-0.05674062743303768
APOD,0.010951168345673681,-0.07325377044772322,0.07398356445078441
B2M,-0.010426271902305348,0.08907751829938634,-0.03342347573504264
OMG,-0.019638223972604014,-0.04129015768266945,0.09612034739279678
CXCL3,-0.04832172929374347,0.07586534071149348,0.02571515901848025
CXCL10,,0.02550370186518782,0.039499120745713434
RSPO3,0.09956871431020775,-0.0377116601741345,0.015882657497463724
CORT,-0.0024554588672053073,-0.039117370291049,
NCAN,0.04978344934223509,0.002332767772674727,0.11116688126915326
PRG4,0.04431668591839691,,-0.02493706724942669
ZG16B,,,-0.015284452741883907
TGM2,-0.05737549440177104,-0.010526507570004642,0.0012917243721652734
VEGFC,-0.038160152380031176,0.012490643876643072,0.08444150182110464
WNT6,-0.007512479961043755,,-0.01579342534908448
NRG4,-0.019236528506435025,0.015024241345966726,-0.023750889346359074
PMCH,,,-0.030416431973209805
COL9A1,-0.05508632792042045,0.061520654359818454,0.011460701709681834
GDF11,0.01631549261383639,-0.00971187301426435,-0.029915875319409053
IL24,,,0.0707948999904386
SORBS1,0.01876323753418649,0.03459039359999194,-0.030609983049194815
DLL1,-0.015139580341720388,-0.012335376596329953,-0.008248455005985386
TLN1,0.014272661107283773,0.03617682265500916,-0.08649697228177242
COL2A1,,,-0.021398276484335198
SHH,,0.12068522840543813,-0.04327675316433381
PON2,0.07142327180864959,0.062010761654506065,0.04734958906753183
ICAM5,-0.027432251963471384,-0.010919422893831342,0.0013492035115724376
