,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.0250041773429596,,,,,,,,-0.002422141469676057,,,-0.034792937921897193,,
BMP1,-0.028090460653881814,0.05868647215854355,0.021747062936514235,0.02141955249900173,-0.0009697151233408196,0.028968939233265576,-0.03959544280352209,-0.02803986250773116,0.0934679001475234,-0.004170935907211545,0.0034958121403233238,-0.0460749943534674,-0.05542200626830139,-0.08847346339356987,0.029616820015038736,-0.03541624831843719,0.050105131051789285,-0.0015055447559164967,-0.058901369749860266,-0.007252504910130233,-0.007990231964588049,-0.03021171168232248
NDP,0.007817693712299489,-0.0257683248362866,-0.02244356842628391,0.036935688595455,0.03720948085808184,-0.019092816116739526,0.16284695288449125,0.0722343671841343,0.04268588059874102,-0.04815690044146631,0.016745176951110854,0.009097087525362986,0.054994872820969855,-0.026711216574893264,0.037945071550441294,-0.005848680460801035,0.0269198932194082,-0.04730720867835513,-0.1175085382537937,0.1461474790000376,0.00905277053855045,-0.05029283902056529
TNFSF18,-0.025169311676222904,-0.023606108592093746,-0.03368223304958578,0.05782824707409392,,,,0.029937596651890237,-0.03713045270832119,-0.013506324143610833,,,,,,,-0.018624604245002372,,0.016162881950665644,0.011447482826247326,-0.03303609616965441,
IL36G,,,,,,,,,,,,,-0.02134693396073418,,,,,,,,,
RTN4,-0.023320336787811372,0.05567881596392076,-0.015301061399815833,0.033054918232502055,0.027399292573845498,-0.03735921810810555,0.1389406219799156,0.1380895608074311,-0.09482874422159339,-0.004294232359518219,0.03469728329456941,-0.04926015121247563,0.10873574002842014,0.020183830081759998,0.10833677067462706,-0.025793304260262065,-0.02992527334810098,0.13833165927530724,0.07645807325137355,-0.06991351832006505,0.11981644696955601,-0.05078036771491382
HEBP1,-0.036331862324145335,-0.011186494566385822,-0.025221006708467972,0.05410827242605095,0.005238219984834936,0.017396317798695778,-0.012491020094093818,-0.039990777232170094,0.050327418737427757,0.00448660582548291,-0.019108422640130084,0.00039569403739567443,0.0017143815570870933,-0.007932148411871386,0.050474312124146076,0.035377975896761234,-0.003881373609097291,-0.015092231887372623,-0.07385063651772093,0.10133106064874876,-0.07401642886456164,0.01889111468096915
WNT7B,-0.022173375261989,0.05553076704264577,-0.006763041285158205,-0.001002779711471108,0.018068849831366644,-0.006475418259962439,0.059299108375460506,0.002437559050856857,-0.05760545847589215,0.007638346624440454,0.08226045580441217,,-0.023462740473391218,-0.03732868506413718,-0.048299953166135015,0.06559860152622049,-0.0061641526864901755,0.03265667989907314,-0.037320094557001846,-0.004112910299372616,0.04550599348370453,-0.05501094427338701
PTMA,0.07783815888926952,0.007185884785105183,-0.04616298393905341,0.0014180587141679121,-0.06566332134625678,0.07427659037327616,-0.10828983366609425,-0.16101868433660596,-0.05724951758893516,-0.01309434556749493,-0.0007787592613100597,-0.0009715028526206254,-0.1157526172172777,-0.016371512091928872,0.014199330030154477,-0.0017303734106398293,0.016797508363597433,0.03232334147800544,-0.12729921745276232,-0.14123229266685425,-0.034228822284055056,-0.09141920443987589
FASLG,-0.022173381530345385,,,,,,,,,,,,,,,,,,,-0.030175903189879144,,
CEACAM1,-0.000668679190139936,,0.054617625101200856,0.053170417281792254,,-0.030062929492041656,-0.017889041589523,,0.030204055437824957,-0.021242230211768413,,,,-0.03347696267206588,-0.0017337829212540647,-0.016619550178563036,-0.03730318090825378,0.09100510483328805,,0.031735099196026566,,
PDAP1,-0.04430701490681097,-0.028599986931065788,-0.015977184666732876,0.02113001156019113,-0.008745142891054828,0.012472273962979306,-0.03011948483412083,-0.06713332979336822,0.08491397916681569,0.009682887702036702,0.004798376728188952,-0.015878666152106657,-0.04572631614179583,-0.007789382142569669,-0.0058215730070755554,-0.005102604121706891,-0.013149341837093351,0.0165329817048193,-0.06605868345576058,-0.02875638462585068,0.017949032319633438,0.11375098600090897
QDPR,0.11329885174237547,-0.022312350347873027,-0.019480066511393935,0.0006163445238614206,-0.0068540191445849805,0.021839477506599474,0.09506542005137204,0.050582973667986454,-0.07239936024853535,0.03223325231333322,0.05260223171620281,-0.08713047039579397,0.007207159867596834,-0.009807366525287785,0.020660357030103133,0.0026646002612942202,-0.0028407316706712863,-0.04675686364751614,-0.0001381576135750179,0.05443113070272662,-0.00987869234743554,0.041185940204194915
POMC,0.08821003908305095,0.1293574798492175,-0.038208626592515456,-0.025402245238890016,,0.00015581315990856865,0.1520743579530723,-0.0511458392327986,0.014014452708220623,-0.015671670481291502,-0.03236064717948172,-0.00028522365146747017,0.10766023008576703,-0.03429340539172079,-0.01641893079389936,0.009359400040428498,-0.0026322064606472814,0.02958562940220324,,-0.06588340878428146,0.02840147743184107,0.004944762168026455
CCL18,,-0.031657732616018966,0.016801459089715597,,,,,,,,,0.04106150686073126,,0.1849157867255595,0.0411415236009484,0.030014913718226625,,-0.03539328343647919,,,,
CCL17,,,,,,0.03355466546276366,,,,-0.01684501580762256,-0.014891939939434346,,-0.019501030212380338,,-0.031228650892039814,-0.004978672097733975,-0.043190669653217884,,,0.003128375458467608,,
VEGFD,,0.031029008351351542,-0.03907964528566974,0.011546335431375683,,-0.024288645618973266,0.025703217005028332,,0.03467544723641312,-0.01794693957198236,0.06628813304354693,-0.03021385089399549,-0.02089985809058395,,,0.06367990219523563,0.09626101983894711,,,,,
TNFSF13,,,-0.029490754391027524,,,-0.01503779491251219,,0.002977517885047064,,,,,,,0.06358082701846707,0.09306567298564872,-0.024132072418537258,0.017715454188011837,,-0.02419536004275951,-0.02368433798751376,
WNT5A,-0.043252523027564556,0.04105960640107104,-0.020885700192224296,-0.028065805479008117,-0.010735860192752616,-0.01499522859893579,-0.08536344041093834,-0.12652467779673415,0.0829724285923219,-0.0525162323309671,-0.01436708364609602,-0.03711708877581488,-0.03701276922190296,-0.033365485110095475,0.009538599240467604,0.03882281605030725,0.009934302702936432,0.04124110243536137,-0.06838794651939135,-0.029701084048795776,0.010123508419944745,0.02436153965531515
CXCL8,,-0.06974998918603022,0.04475363260308248,-0.019173057984396096,-0.07097261730355246,0.017327000187873223,-0.05302900737732059,-0.04470074806549437,0.08228406352886558,-0.009740056531229068,-0.010172361844986938,0.0696168889533649,-0.029961605520738045,-0.04179046671595943,-0.07618253012288304,-0.08109228875032441,0.09345589659871761,-0.056154014358898746,-0.03905552158066151,-0.0002854852940127709,-0.04425863287279016,-0.08642066356432812
GRN,0.0027255038726180297,-0.013357624021112704,0.058608257274856614,0.0060058759006056,0.04933196900031094,-0.00039668275336742306,-0.07491149904673661,-0.0997097526980486,0.06291263346014948,-0.0053828079641984475,-0.01786685209197351,0.0026914170091234075,0.03365474899660685,0.01558278773396043,0.021395074618286058,-0.04271916693781897,0.029158546396760597,-0.06165088447978255,-0.07710477334868872,-0.07456385435230665,0.04482359912060679,-0.02947129643870809
MIA,0.01901943111529613,-0.058351859768358584,-0.010898297672180817,0.12360558680537306,0.06017978255404362,0.008580927741645159,-0.04506059220500723,-0.052185564961128805,0.09687014534581945,-0.024347134196533296,-0.012423087570242327,,-0.028623313444560615,0.079345148905994,0.07816175463901334,0.20745430631227058,0.061112121257256985,-0.019802754147319947,,0.030565856533817225,0.0545230540730912,
COL4A4,-0.02567947762428789,-0.0027165636095735127,-0.01614466527793618,0.002901233624342358,-0.009333503683699042,0.021835582898472334,-0.07929334342365321,-0.02276297749218967,0.007259199391955173,-0.017586717665568397,-0.020869799142626662,,-0.015687615364792736,-0.03000936252539156,0.04235440201626727,0.06677054850036311,0.0593632347927071,-0.032265049009889336,,0.06467302868486136,-0.018865069391962655,
TAC1,-0.022173369466720837,0.10736722107701926,-0.016934417001388546,0.036972041804832455,0.03227621393944708,0.034471901465626634,0.13503504627735488,0.1624240713370555,-0.019070058825649692,0.04700431428453584,-0.03793920985914693,0.06623794372004568,0.06750950773993698,,,,,-0.02037559098780886,0.03757207937679686,-0.035955758607911205,0.1718299253088044,-0.023110593787644313
RARRES2,-0.06623150756556573,0.041018186009430656,0.01752446622944607,-0.0019163767214902614,-0.005193566949251474,0.0017222297515382965,-0.1517606001171922,-0.07070310662529279,0.0687080691679972,0.04274271770859655,0.09305817279819259,-0.013920068713649541,-0.06196837126500833,-0.017705609099159216,-0.0911241815561313,-0.046025745751365976,0.09006878844615362,-0.09257539311984787,0.0018966039059377666,0.07261996678646963,-0.036910456047914236,0.10698778606706436
FGF7,0.0396062635213263,0.0025507397539646587,,0.019730653488157338,0.03309285694810911,-0.021666904627333037,0.1361342015281683,-0.0426761346926594,-0.007103992912054556,-0.001389169650779484,-0.027006202766772187,0.07079209597730275,0.007841588743554851,0.04243984943232922,-0.004723344840352658,0.05522656186240175,0.0013613333969406684,-0.03573060336751326,-0.03524103765537586,0.08559673576972994,0.05686995985197755,0.022279864788504907
EFNA2,,,,,,,,,,,,,,,,-0.029211368445913016,,,,,,
HBEGF,-0.03142820136822788,0.038484974843473796,-0.007534573707669912,0.04476564471796769,0.011867191247944237,0.037433790500265185,-0.07784892361055658,-0.053133219258327334,0.00822915962936833,-0.027699927482560914,0.04987387816425367,0.04856589928137168,-0.04048339935339779,-0.005367176257296752,0.021061188682476636,0.012901495340086977,-0.013776212257623663,-0.0494832394153013,0.04533761094176943,-0.08508255132198304,0.02074477906682929,-0.044611520657769736
CSF3,,0.031057593217438232,,,-0.04782671320925768,0.07468766115641806,-0.0035572908858134793,,-0.010556505486993528,,,,,,-0.06822628846991291,-0.079984834387453,,-0.029981135078740034,0.08367545392979683,0.028162497995050734,-0.02499729339752039,
PI3,,-0.04253726318459931,0.09215320943282744,,-0.0964311094192294,0.06507195973793636,-0.018536916924408734,,0.024836576843014612,,,,,,-0.045141755348165155,-0.1087140540436737,0.004195202627743191,-0.02642097133329571,,-0.06256512794725211,-0.01959031504232928,
PCSK1N,-0.02893983746439061,0.03691891401274399,0.03846707305314744,0.0001123518083940244,0.04664623567692716,-0.015540053490131517,0.05744800204419453,0.014433547779820458,-0.04324802904428284,-0.029786496340437785,0.020956746421397516,0.06556225220886523,0.07056329059434459,-0.05983977587865701,0.0074578970350375395,0.007086945291051993,0.01780940240164247,0.12453497907599774,0.13231391618609337,0.07762899568687998,0.12127949042221386,0.021649599052993837
NTS,,,,,,,-0.057333905152873024,0.07889344671881274,-0.03204119043576521,-0.02009078060795034,-0.027446473536240856,-0.027202171312209304,,,-0.015859849232099557,0.011310085267747363,,0.07284783283973822,,0.009458507592197365,,
SFRP1,0.028003637769237495,0.12414944682017277,-0.02543668173326174,-0.05270025003335037,,-0.01902215577609546,0.12925315367821916,-0.04456650758330149,0.04743147477201761,0.009489635369314927,0.023015328014246786,0.06193955406943615,0.04513895335621548,0.08371029752512188,0.06833778807701937,0.07605768780592756,-0.006835550847625784,0.049062998201573844,-0.0844644271500968,-0.041652691981766236,0.10522919934338401,0.01752723780037715
CXCL13,,,,-0.015109017290702116,-0.03472785278017176,,0.13070168308993266,,,,,,,,-0.056852531664846405,-0.06384746290688056,,-0.04721343081830143,,,0.011600760390773809,
MICA,-0.009367072446673851,-0.013640996881698123,0.014786220693710413,-0.025443788852391874,0.03760125464916669,0.0189974999598752,-0.005570136563465976,0.042889712699975054,-0.002356067423849822,0.003904253523473595,0.017426326163674084,-0.03694798682159441,-0.023492034896626872,0.05528014409574422,0.00018776107177097943,0.013804825536490008,-0.016308835266015724,-0.0038000731568151405,0.10782999771334208,-0.014811057208383502,0.077118126623461,-0.008515475621700169
TG,0.011734504106738111,-0.028623655397938364,0.030146852044351455,0.014488816824329275,,-0.02052791984326816,-0.006051848061094002,0.025202080987365556,-0.0314622177074242,0.01561424245437538,-0.01077723226411561,,0.028190452035062305,8.845638342250542e-05,0.0033469272229906637,0.05254431654290248,,-0.03482297358083066,,0.09344198051188571,-0.036241244808231154,
ADA,-0.057547118408831595,-0.0423297101984884,-0.0009553137691614379,-0.02218806889516321,0.05216976397833439,0.01886678718598609,-0.04212733815098176,-0.06953030421912212,0.07379667532466247,0.011381530643744872,-0.017503091902519297,-0.043461120265627554,-0.021422390526066103,-0.041439899825221095,0.030991847246916737,0.02070718585628201,0.0289101494327602,-0.044885369744676266,-0.1101522512422007,-0.03561776488993335,0.08402200627004955,0.052185220992761044
LAMC3,-0.005028571161449932,0.06314188172859644,-0.006894370343132214,0.08009598712077007,-0.04208455452098441,-0.018472099990853485,0.032536710029074684,-0.06270531907551034,0.035455271559006046,-0.025219895307749554,0.0005706935812802222,-0.03574130772975401,0.034414916615894756,0.018571497776208756,0.05379035506661468,0.03320208415985519,0.059471298808293174,-0.01790323962282036,-0.01848896472070007,-0.04176597353246056,0.06567496522273986,-0.058411978013278604
CCL7,,,0.05983546197278012,,,0.062411976914645964,-0.025654559712977407,,,,,,,,-0.016895935865930644,,,,,-0.03017589245968816,-0.021617420021235373,
NGF,,-0.02068707609030471,0.00579689340560766,,,-0.017241479186434185,-0.014219419520695265,-0.019862878044251537,,,,0.03131631414430144,,0.04198823194088269,-0.037221990651100545,0.00015206030736418565,,-0.0006056267905077965,,-0.000728712624851429,0.09050155437751436,
TNFSF15,,-0.02559249494126976,,,,-0.016526906788304336,0.018807879515310575,-0.04344229702094107,,,,,,-0.035622519423517504,0.05230607430961273,,,-0.021934699986251537,,-0.003950141804431901,0.061144072239341395,
HMGB1,-0.032551416815198686,0.09633178305065858,-0.03467955076631064,-0.01043802943267458,0.001695710912582014,-0.05528181991303735,0.025113220183779938,-0.07486996112703198,0.03908418000510065,0.04881405019714355,-0.009226140865051026,0.08228024448469462,0.014874721760185245,0.029874616638948165,0.06823294595689525,-0.005257768856916492,0.04494555449915268,0.00018977524332543038,0.014538152767452697,0.03582174933020159,0.03658512857353097,-0.0003007256862819552
ITGB3BP,-0.02192736446943072,-0.0163810439635953,0.04302664905649606,0.004491646305066396,0.09407116018817874,-0.0038131064669704264,-0.016657245721562478,-0.07735451022681038,0.0569205019088894,-0.01681271263252426,-0.03421496366381184,0.06712730900859515,-0.03571272148640423,0.06547599697040148,0.02491577622030039,0.03593781573720582,0.05249452331277897,0.0209367534358163,-0.015590382147561758,-0.01978835506757481,-0.047833150931913926,-0.02210423378778244
