,UKF248,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
WNT5A,0.04058553619875071,-0.026682554651738726,0.04704276438252839,-0.014932641530131453,0.005800549828208076,0.062236248341521,-0.09546368779750246,0.015908027100536667,-0.02249070135851855,-0.025688440110858163,0.017253974161454144,0.10305793496025144
CXCL8,0.027465877389704223,-0.017981963162254776,-0.03119279243797828,0.0063409576694322,-0.0141865279063866,-0.08654742830893608,-0.061264498241676624,-0.05070830339097028,-0.1166518368024672,-0.09891788255955916,-0.05508524139293602,-0.037122555594679606
GRN,-0.020504859986479006,-0.025189734615848645,-0.03961744647955496,-0.0347565287798494,-0.017466315383508537,-0.11107762030446217,-0.009149345468144651,0.0014053117371143461,-0.062054467059897554,-0.058281970376937164,-0.03266385105808447,0.02065605677964671
MIA,0.027118493605080958,-0.040840400117094604,0.006390510074366688,-0.03457891136784097,-0.01732542365130087,,-0.027906623220533798,0.059112406438178215,0.16176821479901532,-0.005089186367530208,-0.003813946654851925,
COL4A4,-0.023685743805620017,-0.032231764004659276,-0.020864616629603577,-0.003084057916503169,0.043027707941372506,,-0.027070459834478863,0.017448384145601625,0.07293032165924417,-0.00020813831376803658,-0.037231757186372116,
TAC1,0.05199153628004,0.11735222155474992,0.026101647410190425,0.023203010807232204,-0.011918038714927968,0.13656572156877572,0.12163976540664347,,,0.05566522543390748,0.09853436652730906,0.11379408044592113
RARRES2,-0.040145589693070895,-0.08915816781910339,-0.04008612083371347,0.02892063937172876,-0.019560535373589465,-0.08927106091541238,-0.08848915953309208,-0.10436187650214611,-0.01252124425087024,-0.006605884248471286,-0.026890787080883344,-0.028414812764648953
FGF7,,-0.031436841869352215,0.03238000811858319,-0.020226038804633313,-0.0104016106369976,0.03376094566954333,-0.03583681463832949,0.04363982241163797,0.02552118807955289,0.05200365351854407,0.033698831865902126,-0.025635025218873984
EFNA2,,,,,,,,,0.05678923430108471,,,
HBEGF,-0.05214621846000925,-0.024028016444722525,0.008325226330092216,-0.02853626386813487,0.03187450730720756,-0.042033889367800906,-0.050326548555534784,-0.004637810031639606,-0.018114399963612526,-0.023148253178033092,-0.05860736441351826,-0.0714795620174432
CSF3,,-0.026704081818339064,,,,,,0.014534481173286826,-0.05930580352061491,-0.030240693845611837,-0.03916354865559363,
PI3,-0.020748184587981264,0.0006564073582826277,,,,,,-0.11364089205178406,-0.130703460493014,-0.06822376400826323,-0.06378115130441783,
PCSK1N,0.09395702862646359,-0.0021774689731572693,0.002019503303141765,-0.042005620978822635,0.00296675053591375,0.20074033190407198,0.19582339279962402,0.02106816610098979,0.037785751672838506,0.14079664174768464,0.08023610472482998,0.04900809471294448
NTS,,-0.021877329930252466,-0.02547095629322192,-0.02098266919664734,-0.046536880568217635,-0.03419566514741427,,0.0011683603645059808,-0.004350482533707701,0.16031359393351455,,
SFRP1,0.02649254404661445,0.019783915072557723,0.03249011465728349,-0.02368110794534063,-0.007139004925551812,-0.10046032046974793,-0.011220501247112548,-0.031481050443360636,0.06264697596932813,0.07602582503184477,-0.0488596802281733,0.06598034714946686
CXCL13,,-0.018562440203330706,,,,,,0.06718754446816672,-0.007939407357956752,0.011395886801413346,-0.031766957893943897,
MICA,-0.011259026216001437,-0.04504547995232071,0.010403764418908433,-0.025859094587790156,0.025923894796327007,0.05032392446710725,-0.0992226426349789,-0.045750551381150154,0.0004548551976911918,0.06201757110903515,-0.010537201564196153,0.02719873252709539
TG,-0.018608626434960574,0.006418262536791806,0.08713743162828244,-0.017724095733185757,0.023503877427162482,,-0.016192047898398152,0.08336273067762837,0.006991999543254862,-0.00793646458914492,0.07085288670175258,
ADA,0.00478645624964853,-0.015650254678158983,0.0400046240658786,-0.031875165231682864,-3.7281867751079804e-05,-0.0604606809480104,-0.07637786265460952,0.020134157451699004,0.07948003788596912,-0.0023791863103133568,-0.0626474743138235,-0.023873831711853276
LAMC3,-0.028785464142998745,0.10212057923555648,0.108602609656586,0.021351287507813902,0.007527362511359944,0.011890552251393256,-0.00984708830035919,0.10422714700418087,0.03295245940990232,-0.012474041768429662,-0.009266926443201283,-0.0013996450046285772
CCL7,-0.012544742632953531,-0.024610368579980443,,,,,,-0.027577871308903993,,,-0.050598268052376404,
NGF,-0.021538700140325016,-0.02626900697931958,-0.02805567456814726,,,0.04557066003082117,,-0.03185023358625726,0.042651252196042745,-0.0067740728273071125,0.0004117283939113085,
TNFSF15,,-0.018221433383236847,0.010819540879738363,,,,,0.0860249121420725,,0.009251522590618025,-0.03037486702567676,
HMGB1,0.01905934224588087,0.04510337263235814,0.011563156774565445,-0.0038260057874663083,0.0143216774949949,-0.024943776207640826,0.009751290577312935,-0.07510796695990005,-0.09309748818008233,-0.0696576278920864,0.043767559186747185,0.06832936642541791
ITGB3BP,0.01465070697894859,0.012158386838057093,0.014199183841711493,-0.0033551484384845404,0.05293910953536061,-0.01377185796800602,-0.08259459422384942,-0.015942094607421724,-0.03927289604796764,0.00866417251750504,-0.08989175022544173,0.11592701512154882
AANAT,-0.01820051301107473,0.09856654830046084,,0.017868443284045334,-0.01732542461498517,-0.032148975432934324,-0.02550378552907454,-0.006728237703335823,0.013477157648855683,,-0.0027647695737274608,
RELN,-0.03929266879068625,-0.041546224602279976,0.03347321474103087,-0.00013223530364604553,-0.03557883048481987,-0.01079695745015805,0.03297582297214882,,,0.015913763347993853,0.047365262450457545,-0.04638386184053324
IL15,0.025212917110581285,-0.01896276742963185,0.05395486546111455,-0.031805037937430364,-0.037238015378732545,-0.05777888650068199,-0.009292878446068477,0.0037884847331224525,0.0724253766522918,0.014541108496185985,-0.05102983903507965,
UTS2,,,,,,,,-0.02060259948041559,,,,
BSG,0.02719487874992069,-0.03382926441037605,0.04084557785105502,-0.03409683496694274,-0.03474703073772513,0.14697532986511552,-0.16275636518172498,-0.03916533461227636,0.05990836329883183,-0.09126223701621357,0.0054305465812565686,0.06845233555665424
ADAMTS3,-0.024572101370131393,0.0023284406069604166,0.020034180329699915,0.0015107033783292785,0.012731851011141692,0.003155795025394332,-0.010724716902985508,0.0718473238503861,0.03362442485328911,0.09114931912913493,0.011782093250567907,
CD34,0.004093423797440273,0.109638662699705,0.021304975695408193,-0.015205446211047205,0.013878010103787378,0.053839208030930986,-0.01911355050031416,0.10812004310782149,-0.0018075974228754436,-0.023508027369595372,0.042583384108388425,-0.01893755795852739
PLAT,-0.03852605447003063,0.00161263037175745,0.00922790426649884,-0.004933409832788144,0.013144954398780717,0.005168714501247547,-0.0978647406697252,0.12698457293097162,0.07015402608252157,-0.012255257147153201,-0.056593002658354215,-0.04705670131530239
NTF3,,,,,-0.017468421354838816,,,0.05312155122529738,0.14161579379251685,0.15254447875698737,,
LTA,,,,-0.0153512868499835,,,-0.02365358523223384,,,,,
CKLF,0.017415796183159825,-0.06146945774918633,-0.010164889622878748,0.009523339805084857,0.03474991687908162,-0.08965965581262689,-0.13360630574812415,0.06618048324856246,0.09159047670593691,0.007203251726969041,-0.0097694723542537,0.02350017532563128
CD24,-0.004310089678219539,0.0003135601014583018,0.015122583631441871,0.01535764093358824,0.031166741409593593,0.029489197590748254,-0.020447892905990177,0.031134926043314876,0.06635092981049309,0.17892970628333155,0.10220203151143648,0.07694956851169758
HSP90AA1,0.018378919701467274,0.05029057912559242,-0.00661992383632378,0.011869064012714915,-0.008647692393059105,0.22052543563345892,0.22881678262831207,-0.11679452362856121,-0.12387388791465005,-0.050197652223362935,0.08517060222056867,0.03197202687972644
BMP4,-0.008390228577615776,-0.02047829339370826,0.05090357804160693,-0.002669784156833456,0.03234294752068548,0.027461004161644164,-0.002922047115468215,0.027476634359194403,0.012970866062773586,-0.05085377844140301,0.0186551677909149,
SCGB3A1,-0.012544741378496026,-0.019552527189045103,-0.030942532073397228,,0.14251327853691467,-0.019043050446675237,0.023959101729876458,-0.04197468598348134,0.05737814975213154,-0.024545627738413452,0.010559570229568304,
IGFBP4,-0.04393122312830323,0.014967069056472604,0.014142521234414628,0.012549664067436014,-0.0018856440947978177,-0.021715867826810443,-0.08040778793349793,0.0047342970547681025,-0.02590264282050801,-0.06949615700902019,-0.04362003705741229,0.020159830281592107
RSPO4,,-0.02256679474040183,,0.013483465756197806,0.025584743855514017,,-0.03281124654429413,,,0.03340397479777711,-0.030153616353004495,
LEFTY2,-0.027907341108953643,-0.01232012707270439,0.03960545938286831,0.018156314222946335,0.019109067656639094,0.026533657670431813,0.01956622777245448,0.06834522330845552,-0.02955928447910559,-0.052147952400088494,0.02873914112444304,
PF4,-0.013013155454645703,,,,,,,,-0.023562925385616613,,-0.02362103392231042,
ANGPTL2,-0.0024970412387049553,0.013244996321870118,0.0057193294221755285,0.011925188452543027,0.040042452703485054,-0.11614008286329353,-0.13534856039555587,0.08908101970710333,0.06324366825840923,-0.03985961778755788,-0.05238552291775511,0.03985150359046304
LRIG2,-0.021396534870047994,-0.025652945430718894,0.04445080456117636,-0.03661364949405847,-0.045961009684496804,0.041584903172168106,-0.03847491556558951,0.01650762421786759,0.04454600319300483,-0.02483179956153054,0.05235261862163667,0.03752807790920948
ICOSLG,0.00918197132151542,-0.04466286674416893,0.016089215504418147,-0.008507408346201053,-0.007185287338765473,-0.07820929921738544,-0.02508627789926404,0.020352430418456555,0.051393461146345305,-0.035601329289948976,-0.057013375586608475,-0.012268026423905882
WIF1,0.06662651541594403,0.05211340545116923,-0.007254296087269138,0.06693261570083713,-0.017092508074272844,0.19652982323082455,0.12279103320083624,,,-0.039602731927275564,0.02906736293809175,0.12729842321552245
NPPC,-0.0019258300435771258,0.01771878659339076,0.027499256272607128,-0.026876266575370653,-0.020310110145699636,0.006074470622803624,-0.12242410717344185,0.07523865886326579,0.0040656999022404125,0.04553423594195599,0.018730044590353816,0.10873758654279957
LYZ,-0.040440800413903334,-0.02014133481942383,0.031443605795214095,-0.016425027386640454,-0.009686297676880349,-0.14724374651876404,-0.05399562584650469,0.02897243132764022,0.018857832769955972,-0.03208979191875927,-0.06737757432937952,-0.03123061695730605
EREG,,-0.03175683461170563,,,,-0.03517736931344561,,-0.024516944743841477,-0.027168119602954136,-0.03686837685653882,-0.027194807369360825,
SPTAN1,0.09920241305170088,-0.02602211886032603,0.03135924931965082,-0.0034884195785789204,0.05843826490754024,0.2168289833125357,0.19369193311981986,0.053140686643169295,0.07454013392579922,0.13989147643822195,0.0810784152487687,0.105416482112233
PTH2,,,,,,,,,,-0.015002961646839862,,
LIPC,0.0051440957585270515,0.029082386117947626,-0.03758971276397554,0.0012008204101645907,,0.05934857221558378,-0.03715757044360307,,,,0.021748451167027862,
COL8A1,-0.039130020335309566,-0.020929590204882918,-0.008325531388105533,-0.03979268231314104,0.003935649137753589,-0.08470869245644684,-0.12494495203516327,0.015584236672902721,0.06293041328512897,-0.00256225850296987,-0.0058954455277344525,
GSTM2,0.015223792347245777,-0.00811028040902239,-0.020498013965137833,-0.04244979536903942,-0.029575732303458616,0.0034121833101461007,-0.05918674500849195,0.02675147258274795,0.05503726881173703,-0.05353130247507289,-0.0466038986005722,
SPX,-0.025766720992091454,0.02598427906501933,-0.018352865686580445,0.019532193106789848,0.004397174544091522,0.04774559967591887,0.11708483812165991,-0.011567479728564438,-0.02925638364607354,0.07282160649309831,0.02599118397330097,-0.01669240135914493
MFGE8,-0.00013116376630137034,0.033106661810650834,0.004507168158602816,-0.010826568222079311,-0.02344680221801292,0.11771630961624165,-0.047165429367867065,-0.007197216695192147,-0.0066781326363615015,-0.1292512437635751,-0.04862167460627719,0.04002606776245305
TGFA,0.04133490326198597,-0.05996794623227169,0.011663311486583812,-0.025500588129503742,0.05009469113925197,-0.040822225094679185,-0.09462813850254845,0.011509977684187546,0.0277867136552734,0.042097025278066344,-0.0007407531781718898,0.03528305015535422
SLIT2,-0.017498778261125465,0.045059864991893434,0.03372140090653029,-0.026342745905301532,0.07502449546297832,0.08227001511552343,0.21203613568211158,0.02096644350557645,0.029402996442882936,0.024462093490540144,-0.005027979100441571,0.05299307205747127
PLTP,-0.028209503842940742,-0.07454088659009413,-0.013067092989572508,-0.015793110158196413,0.030914535389224684,-0.16026838680560318,0.012444923209708683,0.011337797956045462,-0.0976870092207662,-0.08316051373784306,0.018838586276215857,-0.0005690093197977951
APOD,0.009582917881021447,0.026395236461622736,-0.011452667333271157,0.03006113571576733,-0.05009182028754399,-0.08564269639093258,0.13743038255564252,0.11345610095062238,0.13736232514170965,-0.09029696957234669,-0.017090132234951864,0.011016570158907842
B2M,-0.043685789573945484,0.02171623241762223,-0.0008585889379038285,-0.018902235618006014,0.010136909803201113,-0.2264759489312896,-0.1966601904724304,0.01290270820898447,0.013356462227052493,-0.12907510136709263,-0.08402601013619132,-0.06945737382315632
OMG,0.04052969152061884,0.06906365094482612,0.02163020874751273,0.01471714255959979,0.01296170139197069,-0.05298126369567534,0.15581534372424846,0.13889609595470892,0.14337492502323043,-0.01786944110240753,0.0721588488788014,0.0773365536509845
CXCL3,-0.03213559561157606,-0.013554532945252587,,-0.0405497327121379,-0.015634065294897016,-0.04952075863718776,0.0030812859112099543,-0.07024493463317943,-0.0189688457726331,-0.018287290507290138,-0.06599873815855876,
CXCL10,-0.023692577707393424,-0.007289684373335479,-0.010422315482747158,-0.027215516658001322,-0.023749289466776947,-0.07128157995325807,-0.02707046154466536,-0.028477690025173003,-0.005961766373155129,0.044684213828140626,0.056699073313403216,
RSPO3,0.06486680355315369,-0.02184835812004085,0.07835385219434021,-0.016752464115458634,-0.03796425688017625,0.07171049775607502,0.001364542043143908,0.0212839094801266,0.11503169360583676,0.07021668211192475,0.022008178008041123,-0.034426993119946445
CORT,0.05439479175861452,0.08704472153819234,0.0069725848497597335,0.03678816437690132,0.012809636916710039,-0.05043456311581258,0.03307757067140403,-0.01662762161066586,0.010652471399365844,0.07037081918863561,,0.09955964194699726
NCAN,-0.030479943841266396,0.12319944793390986,-0.00452062956497731,-0.007481236939273236,-0.015166210618367114,0.12049873305150961,-0.1653266565377255,0.11783223475017773,0.13357303746825755,0.07719636532932819,0.12678320706669016,0.04696996397717531
PRG4,-0.018865794757603443,-0.015643345974314625,,-0.010507087335972836,,,-0.020812434734701648,-0.0302054006559674,0.020538079172669664,0.015248908826002477,-0.03287726115482632,
ZG16B,0.061630728167656426,,,-0.012197990968830784,,,,,,,-0.02015116450452173,
TGM2,-0.031159319623470707,-0.010547721771728235,0.06250507473155029,0.007133797624426761,0.013511136717981771,0.0077299785706845025,0.06049942497794694,-0.0012507840580641342,-0.09875908878729617,-0.03167841275364731,0.009475127207125584,0.04535807334413331
VEGFC,-0.023953879651811553,-0.024080293158245766,-0.00182128545179998,-0.004867800651779517,-0.010061711684836926,-0.02650025425147299,-0.021239919227567076,-0.03549113609357837,0.036440264452433306,-0.0018143911816240691,0.0006328322021744478,
WNT6,-0.0035870774670054895,-0.021555024696555587,-0.024862564911504178,-0.016713681423274486,,,0.07480996483933379,0.07161554980350228,0.13080058666529235,-0.010572650102989262,-0.020822198718778454,
NRG4,-0.011554148379945825,0.10675104826021968,0.15211747234051198,-0.023434315681716424,-0.038547569540647295,-0.018429795471148678,0.01763621290344127,,,-0.04180889138305703,0.036831243470290924,
PMCH,-0.013316777805092599,,,-0.0178544803074148,,,,-0.012057514553879312,0.01342522895591067,0.0016366631872773928,0.00015073814493373882,
COL9A1,-0.0348968157524245,0.019297530922492468,0.04307639652833147,-0.01592505666266756,-0.012035543279657562,0.04417545737588508,0.00941707673738226,0.0886906115401805,0.07072244106034709,-0.019881354615772114,-0.06231552528892907,0.03139416652632948
GDF11,-0.033508666236435815,0.021653548329678633,-0.016201737221542122,-0.08515185028533549,-0.009650458453011759,0.051758513367479345,-0.08763398652997885,0.005849824563281362,0.005407835511729087,-0.018327904664916357,-0.05763368778300824,0.05752133073091467
IL24,,,,,,,,-0.02089924399093476,-0.0231872265201747,,-0.01979053383880653,
SORBS1,0.04930489454270966,-0.033108333282378444,0.05144588980443522,-0.04406196324061713,-0.041946982883459195,-0.006507845438483181,-0.07426416890914272,0.024226930859255067,0.01303130879476841,-0.0453974107408646,0.0024022773256854695,-0.03528012460678139
DLL1,0.0257587993518133,-0.05720972405960301,-0.025702342683768524,-0.01092741130257007,-0.012049259653212963,-0.05253026595685147,-0.09658551065978158,0.1021494541356979,0.09890208902102335,0.027481592947077735,-0.027302551148175806,0.04719470355279189
TLN1,-0.013977473676454173,-0.052324631760580054,0.0553404008248435,-0.015083162625036185,-0.002273549130320622,-0.11719531855746906,-0.18125527433898372,-0.0432107049037747,-0.012265279753765287,-0.059934895568934894,-0.07202859633936753,0.06039491573684897
COL2A1,-0.0547119883014885,-0.013971881078715963,0.0825113731119506,,,,0.04163814322658835,-0.045688487097105095,-0.060433005457863384,-0.011801134702215662,-0.02821168653081453,
SHH,,-0.013293056556155262,0.1318835650228202,0.025296794147094948,-0.01677966788021851,,0.18739982536441452,0.01680906619748554,0.022705776508344013,-0.0031368695373553547,-0.039070785819593376,
PON2,0.013983268335142029,-0.03686520276601317,-0.0194896517921339,-0.0014152550767745585,0.012358394707229006,-0.062377313279342,-0.11133951486976643,0.08420850091808257,0.08410394046584282,-0.11952213288098841,0.08258162463253606,-0.0036157807910970107
ICAM5,0.04560234157437264,0.07755221383993748,0.05778826176514279,0.05149279728694827,0.015288570476874666,0.1860530452585215,0.063237843261896,0.02113790891571646,0.030127279677300074,0.10697386474888268,0.026796806929398346,0.11079090110622503
HPX,0.05027045925620013,0.01673519449283512,0.07781584024301115,0.022479540006730876,-0.014614163627459084,,-0.032984275802740624,-0.025356253840917442,0.06864407380664296,-0.026780797345860974,-0.007477878432815344,
SFRP2,-0.01667826709369396,,-0.05877503047020028,0.00890457893286111,-0.010013563051718334,-0.11037670216548372,-0.0003148175682215114,0.013370763990196181,0.036063948275933275,-0.07247414913032901,-0.03908946552105803,0.056091149496037315
CFC1,,,0.11059621992839876,-0.015351287777741066,,0.023893859106384828,,,,,-0.008968379022832942,
CD70,-0.006712186371903635,,,-0.028635526686265317,,,,-0.0009869999220384355,0.012452657341804339,-0.03241713698339951,-0.05500877267467716,
HP,-0.0030137952340046617,-0.04449082194243159,,-0.044224806244309675,0.027489330106475654,-0.03879742598822208,-0.05765166448691137,-0.04357199157114803,0.005439193859916864,-0.04164225891671304,0.04805707383192653,
CXCL2,0.034699822960948076,0.006255059707559702,0.03958080144550097,0.039335414397146044,-0.020310108556167706,0.005353485364835851,-0.032667673669258865,-0.039948557207180074,-0.03179031710355123,0.022214444308401814,-0.055727438350741565,0.03919261108798556
NPPB,-0.016183930516179473,,,-0.013442211894922175,,,0.06104651380908645,-0.03966954890888491,-0.015054189054508761,0.022688322728167072,,
CCK,0.023909956805927324,0.10447114519159705,0.023451280875373716,0.05832631407448983,-0.008229686345412195,0.22869249012646603,0.25535860652564507,0.1939016040522481,0.15362734263977781,0.1669392643653308,0.10028262227417244,0.02959946734703032
SEMA6A,0.002337064657123245,0.024112379472624988,-0.015075343536492754,-0.03358745545934529,-0.03467023039067771,-0.06766282953306223,-0.14910743613303928,0.038764393481572665,0.03310502827425929,0.00857805028439392,0.07707824908715973,-0.10820093700510815
IRAK4,0.025333255189735043,0.002252325157914763,0.024859501101554906,-0.03412101105078423,0.03470650850719491,-0.0789202646550265,-0.05215808587723542,-0.012696586655818257,0.008419480024689945,-0.07616438200702853,-0.0034902825067597257,0.02631672125166701
GSTP1,-0.028174547519432176,0.034337168598488045,-0.02892650365018412,-0.002642297422009301,0.009415514904288083,-0.10862836258675101,-0.16066985495309544,0.053914708397630774,0.11703700650494345,0.004507022436081595,-0.02765612950687138,0.02995570577881714
VCAM1,-0.038921428544312006,-0.0769467640815057,-0.04736865749419117,-0.0022870787189183195,-0.009860038883536483,-0.07536573932027953,-0.050737990504908785,0.03102508651906433,-0.023075630683259688,-0.01116516085344574,-0.03946610520596701,0.045754156821535684
NXPH3,0.01826714389748311,0.04962218832638996,0.05568655827032762,-0.02789675199991893,0.05791147371883794,0.10611036964378695,0.001601574604572938,0.06468031080663389,0.04488246366143344,-0.035950360598435864,0.10486509723991044,0.012685434060114057
MTMR4,0.0037859437830549806,0.003590455972149407,-0.019718758438354446,0.05091237790051374,0.04831943868238082,0.0829387620718469,0.10446877992543067,0.02025713913403172,0.08610930643508508,0.08588689731454885,0.011153953818700728,0.012174064645309145
LAMC2,-0.01270269321221339,,-0.022641170980724806,-0.01692224510628922,,,,-0.025693714005070197,-0.00252694440359551,-0.014548459738847934,-0.01305836840195299,
IL10,-0.026839394512279065,0.01059174453751224,,-0.018107466928659825,,-0.1042891275827544,-0.01901274878475076,-0.020015395187398678,0.036754022751165676,-0.03944193596642722,-0.05245457987023629,
SEMA4D,0.023975877981296835,0.029896009849453977,-0.01885664380708058,-0.07304880656308431,-0.006324091405887724,-0.10729474908783238,0.0728069161808763,0.06468448072134432,0.05457163846112062,0.028448935054801686,0.07027882350021618,0.03981657748571747
TRH,-0.0521062825446413,-0.013749390279514166,-0.014861560007048401,-0.04459283593478856,,-0.02711926161831051,-0.04523981048266701,0.04615225110207345,0.09801588946152616,0.05790820239055641,-0.00395570714045337,
SEMA6D,-0.01660491459850459,0.07612251763278001,-0.06466026059050163,0.00026175797189962084,0.04731670463462404,0.017600272335008122,-0.11235359130781568,0.009222441057505314,0.08710621500237947,0.03339949543389957,-0.053970048812412616,0.05986005279113242
CEL,,0.0420862034156716,,,,,,0.03779921174807521,0.0077927178342177775,0.05781367941870807,-0.015804548097348922,
PDCD1LG2,-0.03543159765547503,-0.004930273250802603,-0.023922686067506645,0.04189814919646595,-9.578334613738605e-06,-0.022506764174938857,-0.03252356512416427,0.07108449767487002,0.021604501341717264,0.017154499664817083,0.06606494982426958,
SPINT1,0.032979820007388326,0.0031538641133644334,-0.005569035976064934,-0.029398702971665927,-0.011534425097775967,-0.03470322337984632,-0.02790662212271312,0.015471740439901628,0.011615260516273275,0.08563175177875282,-0.033773331508631495,
CTHRC1,-0.04932668707242224,0.06059998512274212,-0.008225439051323563,-0.005838835359901182,0.020322559233033215,-0.06610676429539193,-0.07299412947369693,0.09096769112171009,0.015481571293691604,0.003737949535665009,-0.0526409745222952,-0.027099370851447698
PODXL,-0.037217928269347646,-0.07999031660744818,-0.02724154620555976,-0.06214687914412522,-0.04112768114833289,0.07111922817162121,-0.008439412699758883,0.004610720315186906,-0.0009840765008960015,-0.024024101799300562,-0.0785484250102821,-0.005426331281133974
JAM3,-0.032254724910188215,-0.036572741956928945,-0.031664464486159755,-0.011118471204986265,0.015447468557673436,-0.13319584164485943,-0.11524461279884739,-0.028473312899810366,-0.027186074534918173,-0.1138889657093389,-0.04901580994434961,-0.06561130966296161
TGFB2,-0.04139192838054252,0.08462902556633117,0.05701775235180469,-0.03704139851423145,0.015428644785501093,-0.019959616995857396,-0.07281418954710023,0.011260176564444281,0.06889968897713307,0.05949928480302634,-0.015548114390174034,-0.023675924827540384
COL18A1,-0.023115966395723334,0.03267930679681686,0.004255937030173034,0.030755692370518554,-0.03728171300806302,-0.06538026318531037,0.028136799867881934,8.043096948984226e-05,-0.05001068544336222,-0.07199404577945341,-0.04492804249067928,0.07244009979890248
NODAL,0.05715901896192649,0.011705922996964786,0.05009356498562714,,,,0.006422068162566459,-0.031242284746685178,0.027972120835236425,-0.008051318839263067,-0.002127297463359331,
INHBB,-0.032013148939368206,0.031321220173388044,0.015441615658403266,-0.023741602419975385,0.015638496574236653,0.009240042441680921,-0.10189435615800109,-0.048569625662791244,-0.03586336474039307,-0.008763612065881004,-0.02794283024660567,0.039998352303850813
LCN1,-0.012702696070371085,,,,,,,0.02053624199913937,-0.027048450478086038,,-0.021150200869707887,
ARF4,-0.0019706816109221884,-0.03979459180919409,0.014960747027833706,-0.03972952148903319,-0.003965852404540097,-0.010583492014778434,-0.07465399941285883,0.05845633776673529,0.11288810830687886,0.00048738486682334313,-0.007950879605056391,-0.0735216557327765
CXCL14,-0.02861256617924739,0.05716870079438233,0.02569215726645725,0.007654173900893668,-0.023189453466385488,0.07998131840428742,0.08901479586844212,-0.030478409521377172,-0.05382692752622476,-0.04312835816081758,0.11509922514952967,0.03431598420371215
LIF,-0.003180111712900781,-0.068886843226228,-0.030180393568670784,0.025508280403688667,-0.01732542461498517,-0.0491628070153681,-0.03517585614310444,-0.03602309841781777,-0.042970683397813896,-0.03837421840218181,-0.08469844952165465,
IL17B,,,,,,,,0.00027665453517296956,-0.0045921077927081125,0.007426765406450045,0.019841689506737776,
MMP1,0.10025789262727766,-0.013749387280124335,,,,,,0.021373827144177546,-0.026126120819447263,-0.030026903892271663,-0.053515930100547365,
