,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,0.018141673992784834,,,,
BMP1,-0.029725676502763122,-0.011434377022882166,-0.06942875712245608,-0.014957527871787028,-0.04644441754779657,-0.012887832516067985
NDP,-0.006087643533120787,0.0418881896376003,0.07463710217797122,0.07515014578191344,-0.009112222230797471,0.03853880857920892
TNFSF18,0.10635941210414716,-0.018478087228410343,,,,-0.027315560558600262
RTN4,0.02905404533901926,0.09837521810350251,0.007567269762041776,0.01742576076388362,0.14585404980553665,0.005651840898757678
HEBP1,-0.03974691058692051,-0.02353799469529881,-0.023997549356870707,0.01890740046936613,-0.05147017400076356,-0.018357068040523124
WNT7B,0.06171067522109737,0.12293901809568539,0.023796108414557433,0.016639293529287173,-0.04305732544856844,0.06367850973977893
PTMA,-0.032818600329327936,-0.02148811703222089,-0.010225149460142482,0.028009268666318216,0.027123963264016813,0.001766529782551616
CEACAM1,,-0.024316110359432753,-0.020585075943705504,-0.00030674196863458863,0.06576830453515913,
PDAP1,-0.02064167698075069,-0.03872550607794058,0.0022066237499775436,-0.029249163698490156,0.04094995343790965,-0.011694795746010647
QDPR,0.027201120023462633,-0.015459200465053736,0.10636059480821906,0.03279255211736275,-0.07601516264542693,0.057356361254959125
POMC,-0.02058200844308027,0.023107252364492344,-0.012425136724560344,0.0577931647812885,-0.04674948267575061,0.000206925315387559
CCL18,,,0.05067093476966621,-0.04948231490203451,-0.012397439200523436,
CCL17,,,-0.014604115036376809,-0.02925174654895931,,
VEGFD,,-0.020846046164797474,,0.12542726650664066,,
TNFSF13,-0.01184425046532115,,0.10119396062571902,0.019363921145096434,-0.03209092385115853,0.0939696564612159
WNT5A,0.007179396889591903,-0.045100881657593225,-0.008447169201299494,0.02257398983874456,0.03086649350382814,-0.040936988782570224
CXCL8,0.004654770387797867,-0.020517512532651112,-0.062189974157036566,-0.10063764451087691,-0.03473808475951584,-0.08926723651156543
GRN,-0.028373168968863795,-0.05561753151500006,0.017790655245172877,0.03329007995858061,-0.07162154064820848,-0.003526429224862242
MIA,-0.021416689137807893,-0.035545743222172764,0.01856056736335826,0.03507537802043146,-0.046091238624854966,0.005206354387608612
COL4A4,-0.011269281033842013,-0.0122620549100751,-0.004121327864858225,0.04504002273833433,0.025841899962517016,-0.03321149650031912
TAC1,0.08975438754368179,0.08439395567046869,,,0.005380608458483264,0.014699572043389217
RARRES2,-0.01298443646939456,-0.062069188824571055,-0.03128993693362459,-0.04890537929722084,0.04143829049490595,-0.054098064221281154
FGF7,-0.009212449840913742,-0.034944989493936096,0.13283531427209225,-0.013879140046846304,0.062352966193658106,-0.03216634615353412
EFNA2,,,,-0.019259174504898717,,
HBEGF,-0.04062182613086674,0.06307208046626452,-0.017543230163642492,-0.009464702806157495,-0.004842878966626065,0.04527206803171019
CSF3,,0.016189295474201434,-0.01948856986108025,-0.08584094813552863,-0.020672436616387034,-0.03493469439555249
PI3,,0.09090406460674669,-0.07640358639700144,-0.1042767382425912,-0.027978218754677035,-0.12945719188526153
PCSK1N,0.0050928541604324,0.08106519263018042,0.012510356055423038,-0.012208363150050281,0.08644976931400865,0.027056995099672715
NTS,0.06632328829931458,-0.015945399761891195,0.018608543348286783,-0.00556606444184364,-0.009478247169084802,
SFRP1,-0.031826219551556394,0.00558752167302979,0.03016610828549795,0.006257794177924374,-0.022102982286933755,-0.043583844049634175
CXCL13,,,-0.00709442288118924,-0.049482309516973084,-0.037029795353049386,-0.02833678264604371
MICA,0.02615370231962848,-0.03153053424229867,0.00547450075387346,-0.046053975492724566,0.004163363937329755,-0.027536684918245197
TG,-0.01587947193551133,-0.015657272152427428,-0.01940521764532658,-0.028898049256681217,-0.033719055978784614,0.035963954218419567
ADA,-0.031022108243132035,-0.05479443940375597,0.01705593969404924,0.03670342316742629,0.012130246401795504,0.02331791165580969
LAMC3,-0.001443227145505325,-0.032159525117865496,-0.003089672660004464,0.0422677937538715,0.030849933262299626,0.004517999319738605
CCL7,,,-0.02188820218193122,,,-0.042084519048272574
