,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf
IGFL3,,,,,-0.013822275531963605,,,,
BMP1,0.053063847844748324,0.008344375534273729,0.013609401616308872,0.047636709488217244,0.22169516225372074,-0.053201067790044486,0.06686549471101086,0.038682075550808104,0.05060837355014143
NDP,0.07110712935169543,-0.024905527602286624,0.028202245928972344,0.0345636040091654,0.010118756961517662,-0.012947269028294364,-0.00030058013507151853,-0.011910130556378908,0.02498131342243718
TNFSF18,-0.027528058883580613,,,-0.011035266818532653,0.11318865728775813,-0.035150102568608364,,-0.05132482857325815,
RTN4,0.03841249201513893,0.007518156548056944,0.03302724514485326,0.01636070845761896,-0.26621211783543336,0.06256554500126499,-0.07508101371745707,-0.00740184200678689,0.024357975386090514
HEBP1,0.05113636787372762,-0.05823371452070437,0.008309046209491544,-0.0052851752077319085,0.10132982505293271,0.031689488851337676,0.0033327585847162415,-0.006134764225443614,-0.041751426940031866
WNT7B,0.08482927742521675,0.005814969116080859,0.038588849431192,0.0196137460693758,-0.08400254623686333,-0.07219700899316325,-0.039320763903157516,,0.13573679031961905
PTMA,-0.061608637220346735,-0.0014235727805216672,-0.010232487231417876,0.006316170233284878,-0.1411831875325486,-0.00038438807188486356,0.01128655746090367,-0.009673651820165111,-0.11543090868481835
CEACAM1,,0.006926798220796997,-0.015811716964875766,,0.09675699274327731,0.021702818291970658,,-0.026854179257835713,0.12018272855462746
PDAP1,-0.019371086567491744,0.037773725830562585,-0.02108853878799937,-0.031990292517471534,0.19624851213532993,-0.023278250203912745,0.04192295772541228,0.004269418551792926,-0.026621811772978912
QDPR,0.08647533211402232,0.03293977631214866,0.03508257838523448,-0.0003471932205564143,-0.2799581485643271,0.031446333868271996,0.004210325319477251,-0.07121845509918757,-0.10771108520857497
POMC,0.13722384946220834,0.035906431258875535,0.0374222255867163,-0.029113259574801577,0.04627536318858271,-0.0024709092288798867,-0.02071457158208186,0.04891884308577293,-0.06912142476874854
CCL18,0.05696917975184544,,,,,,,,-0.02323043029547389
CCL17,,-0.021326317168469944,,,,0.0272406793102906,-0.027087738724049487,,
VEGFD,0.017881193478324363,-0.02375987238491912,-0.015127755561695223,,0.08954906811737488,-0.02336200825817161,-0.05516058461134536,-0.04897007735651847,
TNFSF13,,0.005510941912895817,,-0.010701906727457602,,,,,
WNT5A,-0.0026120034200085656,0.006697654561907261,-0.006465514496553362,0.025529867476540537,0.17960219454319915,-0.006708020715890794,0.03442777893991986,-0.026472055614375288,0.024894027990092014
CXCL8,-0.07338801315436608,0.0026143724826926474,-0.023577968530290396,0.032625725311839084,0.05613592470314369,-0.024845333403660103,-0.03375796106235699,0.053049398301032016,-0.040900830009236694
GRN,0.005720545856944093,-0.03207740896674783,-0.009128275228411059,-0.06761814179010762,0.17940979295293777,0.0662493116893569,0.09232647654067921,-0.07854441047396442,0.15080721468169822
MIA,-0.05260786043854021,0.011590052071816244,-0.018098676895027376,-0.01935111134595209,0.1508096456403685,0.008364187465964162,-0.04107616735480722,0.05663877698274827,0.053127041119960014
COL4A4,0.011619404965116634,-0.03863090362072223,0.02019682612198974,-0.010182391436486237,-0.035659604607964315,0.0700062822993134,-0.0342947262975483,-0.04994158936786785,-0.029370522317422727
TAC1,0.08704963314176806,0.01684053842232568,0.05971486664587501,0.01849413886075731,-0.16588358453446303,0.007557074562584777,-0.04691264157946198,,
RARRES2,0.05652130180141282,0.012468053034559343,0.005034583229643579,-0.012504519027931834,0.24071124320247053,0.0782195527984065,-0.0887715785239908,-0.07179597536295508,0.0004771461599262485
FGF7,0.0029171227066049086,-0.022523215350075915,0.11327585431097034,0.027990579927550552,0.05778446997246093,0.060115296521257244,0.028452595634054927,-5.024861746366152e-05,0.008116657688581806
HBEGF,0.11202091589843625,0.03791910075858242,0.04395617476429749,0.01346829827210426,0.12451884925085334,-0.017594891228945864,0.004984202001844908,0.05930643544936525,0.08757678539876917
CSF3,-0.04187270290503497,0.042227606710369674,0.022854581532863568,,0.06245318405845396,,,,
PI3,0.009658857878829108,-0.009085225195491244,-0.019564182595468858,,-0.0034220672093818417,,,,
PCSK1N,0.11829728534783755,-0.035598846102430484,-0.00032452423641965786,-0.0230532310224083,-0.042830634651495975,-0.05617562613628805,-0.03574431688850194,0.0860858909284349,-0.01619361246513687
NTS,,,0.010101622866685402,0.1044388907547789,-0.011919029176320815,0.04529902005240459,0.008934267806721964,,
SFRP1,0.0024388253958860955,-0.018608036068220497,-0.01725814931917245,0.03160404824209975,0.006933691164398937,-0.0200358944510199,-0.0457679389311205,0.01765444187178052,0.00992928360856766
CXCL13,,,-0.017103046371934567,,,,,,
