,UKF266,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.017760856522313236,
BMP1,0.0058248316737024184,-0.08705645473917223,-0.017856928267293418,-0.044229975556551324,0.12293090763937692,0.10513085228909753,0.0325955211231849,-0.009143976333723837,-0.009785284910179725
NDP,0.08054986090270175,-0.009794258510969841,0.013281465767594735,0.0033594433125427115,0.10307120144153202,0.05355649113332396,-0.03510728460136499,0.05383955097949687,0.1226591278716434
TNFSF18,-0.017240375737503304,-0.013868993034405856,,,,,,-0.029959389637935013,-0.026106997344639848
IL36G,,,,0.06529539068760648,,,,,
RTN4,0.018155470135753318,0.05976558605087294,-0.013209675351852005,0.04685749396013994,0.05254622893739692,-0.004242285836958507,0.08021588938773234,-0.07851007430430368,0.08525874458617248
HEBP1,-0.034569524697895274,0.013656906291950079,0.016966287069598695,0.0022655680477580995,0.06980989251698327,0.03976833989536104,0.04456516489512534,0.014058901479334546,-0.0017404642213786163
WNT7B,-0.025861887693790803,-0.03975417750096238,,-0.018111754321245444,-0.0025681978955511262,-0.04656952530104537,0.0027379172938217494,-0.037909051110113015,0.07381703102214959
PTMA,-0.03260376051609257,0.05359567254709649,0.028592429221241476,-0.06727231134245612,-0.1970508401779359,0.004775395709613569,0.022470975999195193,-0.10742764075132666,-0.10806119588532195
FASLG,,,,,,,,-0.01540398480259851,
CEACAM1,,0.0032208457453683096,,,0.01041432538277227,0.025230873595915783,0.026786799375606678,0.11505495942215084,
PDAP1,-0.02260047703899,-0.0022756873267166015,-0.04687344653088084,0.021396376502175365,0.0015434055709350506,0.010266492738918125,0.022666636971308836,-0.006537752213435094,0.05631100081276155
QDPR,0.03180626669173008,0.069749182930582,-0.004909614227627974,-0.036931041923725504,-0.024509678164218573,-0.01784340227058592,-0.025045695344168478,0.031077463085252777,0.1404866836109263
POMC,0.05909420770884095,-0.01609248278298972,-0.016598926255714117,-0.03530533132090713,0.05453958832408902,0.01717969673356659,-0.00962942914428425,-0.015261105853288336,-0.034684533513757096
CCL18,,,-0.042231821255430686,,0.09011543184231122,0.09323453068538747,0.01621216795154724,,
CCL17,,-0.01729733452390815,,-0.015053564123013449,0.14963591721253616,0.045529010793981195,,-0.013961982053852644,
VEGFD,,-0.018428846906541268,-0.020426069890129944,-0.016133370929744536,,0.013650957052627184,,,
TNFSF13,-0.0167195679201182,,,,0.03709535384159244,-0.0034694327185392886,0.057271689097248106,-0.022749884397461763,0.125126964479416
WNT5A,-0.03469324031651727,-0.019047302139863956,-0.02066581519104876,-0.0011877430088330563,0.18409218530924595,0.05550443104686071,0.0863101263177375,0.012964786878018587,-0.14943450559789284
CXCL8,0.053009832021979376,0.005054820564386771,0.025044356596133185,-0.033182691716023414,0.07734191026203523,0.14373673992729014,-0.009476453298459198,-0.06251440229713269,-0.07777332214608394
