,ZH1007nec,ZH916T1
IGFL3,,0.0025325192591115243
BMP1,0.0820190000791694,0.06236411171256728
NDP,0.0677940037992632,-0.009788604167582444
TNFSF18,,-0.01918944970153535
RTN4,-0.010213536224309825,0.014488132247725936
HEBP1,0.022730126184909046,0.037681901837247254
WNT7B,-0.03605961937887316,-0.009135258208431482
PTMA,-0.025585685507439115,-0.0038641918392183995
FASLG,,-0.01666175333219762
CEACAM1,-0.05303926022799844,-0.023182382595626785
PDAP1,-0.05263131163592928,0.01643440255629914
QDPR,0.025692227096907397,0.008432463518632643
POMC,0.04059697805761078,-0.007367628031137201
CCL18,-0.04547839275981034,
CCL17,,0.06659634953380907
VEGFD,-0.0070308289302046,
TNFSF13,,-0.02460746144741564
WNT5A,-0.01049957631954431,-0.01966928966102548
CXCL8,-0.015383916159487641,-0.038509147661015895
GRN,-0.0012952972714226844,-0.05532394284331407
MIA,-0.09063534744683938,0.0661382766198191
COL4A4,,-0.02529375851247473
TAC1,,0.04318032478451582
RARRES2,-0.03725890924331626,-0.027028987632077825
FGF7,0.007280978004955215,0.022015556897850674
HBEGF,-0.05112308695844513,-0.025685030437279495
CSF3,,0.03712811068590584
PI3,-0.007611043406359867,-0.034545601584648825
PCSK1N,0.0776260263498212,-0.008190579639262579
NTS,,0.012683352029241162
SFRP1,-0.040099612210374565,-0.022998711092596606
MICA,-0.03278641972383221,0.027586735930114993
TG,0.09847714813841205,-0.031008197820590482
ADA,0.004009147936641837,-0.0020826633276385285
LAMC3,0.033142821241915255,-0.004621673016908901
CCL7,,-0.016661747407477015
NGF,,0.025091146400942517
TNFSF15,,0.005242872341816283
HMGB1,0.052057757048183634,0.02400954362456961
ITGB3BP,0.015162271254799235,0.01584555079995891
AANAT,-0.026264003008435986,-0.01762882358827013
IL15,0.008803212019039507,0.024740698575347164
UTS2,0.011349564705025279,
BSG,-0.049890676418921746,0.07129505985759965
ADAMTS3,-0.001728757149929629,0.11043918407620293
CD34,0.05668743242138691,-0.014911111780358036
PLAT,-0.04237859029678699,0.06474001652371161
LTA,,-0.005870951557619934
CKLF,0.04401255466782122,0.056618972325942256
CD24,-0.07984024216239084,0.021182028607542418
HSP90AA1,-0.14439699436991293,0.000589044059240372
BMP4,0.05208128404435184,0.03834687833007009
SCGB3A1,-0.051236443274299694,0.06381709458839058
IGFBP4,0.0521584354210378,-0.003107276505645557
RSPO4,,-0.0041299841781036436
LEFTY2,0.08393805145749662,0.0552851938372218
PF4,,0.04899911608661675
ANGPTL2,0.061277157835330616,-0.021501304339008535
LRIG2,-0.033425998434202256,0.052821021037416246
ICOSLG,0.014436938587271431,0.007689711534450262
NPPC,-0.0640087223994917,
LYZ,0.04947377593306999,-0.045565748346495315
EREG,,0.022878236288056405
SPTAN1,0.03033927421541078,0.04533072332307047
LIPC,-0.020895170803155606,-0.029998308332101296
COL8A1,0.029075277899884917,-0.015753573460129768
GSTM2,0.0024882190660864972,0.0042011138348756714
IL4,0.057979184286601766,
SPX,,-0.02462512456263499
MFGE8,0.027539837775081642,0.04262928772774347
TGFA,-0.0646793271486837,0.048440843333569746
SLIT2,0.04428419437861878,-0.003927362187562244
PLTP,0.015883152111788337,-0.06080825118543672
APOD,-0.036108539760666636,-0.06682868847032827
B2M,-0.014557432599811045,-0.04316485661278096
OMG,0.010648418144788313,0.07355574028976807
CXCL3,0.07392089971583622,0.05448810414597869
CXCL10,0.022330404990684637,0.08677531540024497
RSPO3,,0.00755010220200703
NCAN,0.05873317609471935,0.09323389808324012
PRG4,,-0.038302118150529946
ZG16B,,-0.0210829745376802
TGM2,0.006361392123477782,-0.013741313558632987
VEGFC,0.06283106258207499,-0.030704094860259476
WNT6,0.00687344623937353,-0.025462024796255596
NRG4,,-0.016908417467889084
PMCH,,0.012916657354336785
COL9A1,-0.015381873001144481,0.03457454190657091
GDF11,0.048408336227247384,0.03500865666036071
RAET1E,,-0.018548413824727557
SORBS1,0.033031099099713454,0.05757071158470285
DLL1,0.1465806603043545,0.02803291621947318
TLN1,-0.018498466696403707,0.0008831011571197836
COL2A1,,-0.0246074595451739
SHH,-0.03783173620144019,0.017267263200404986
PON2,0.03487765632984638,-0.0021408969878779034
ICAM5,,0.04731136414274755
HPX,0.004560314264092616,0.0621741419157186
SFRP2,-0.01999164420264701,-0.018221950704433693
CD70,,-0.025796845965770147
HP,0.06737383418835732,-0.02529314318583814
CXCL2,-0.02265203649827193,0.03348469339011876
NPPB,,-0.017151706426993256
CCK,,-0.022250393431702542
SEMA6A,0.0035396595344969594,0.046578671763178175
IRAK4,0.07399375049528532,0.022529207682618287
GSTP1,0.05790229627821822,0.017616035985441588
VCAM1,-0.006485735585738769,0.012787418733829008
NXPH3,0.011235751469324543,0.021171633904135553
MTMR4,-0.07304136992353037,0.04545447131949402
LAMC2,,0.00596959657178531
IL10,-0.005120121285866337,-0.03898333063641065
SEMA4D,0.020852226465045275,0.00017316908805993967
TRH,-0.025966270135575887,0.07028658057683274
SEMA6D,0.025167512428272195,0.07727001968856766
CEL,0.029848075038637602,0.0560202782761841
PDCD1LG2,-0.05072360130970647,-0.011524132492338838
SPINT1,-0.004613681037324529,0.05775080015019475
CTHRC1,0.019292248094125733,0.02467848150481256
PODXL,0.03949941539379154,0.052749026931180686
JAM3,-0.03643515679330157,0.019948535315472683
TGFB2,-0.007421551889085906,-0.021938343097979377
COL18A1,0.10021050815295111,-0.01631370203138465
NODAL,-0.04906345600949199,-0.026292084593171595
INHBB,-0.016715463171405244,0.058212579727746135
LCN1,,0.06676029879410464
ARF4,0.0919817085253688,-0.010543503941890233
CXCL14,0.025257961839784637,0.08780666082781537
LIF,-0.12271290759345034,0.007003350036625851
IL17B,0.18187204477149815,-0.03281537892888608
MMP1,0.037150450889570544,0.06282089278576405
MATN1,,-0.023364755843206603
ADAM28,0.06745763608880413,-0.013429533597867294
TCN2,0.016875730307590018,-0.06530168508584781
THPO,-0.03519486092052669,-0.025293150885619398
CUBN,0.07546452522052717,0.07765597625508051
TIMP3,0.043548243022431585,-0.02463411263851077
