,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.06161289739138287,-0.015484989961646429,0.013707142781454733,0.1401342136158931,0.04203659551866063,-0.07187213944766678,-0.045467471921350366,-0.024316039075740214,0.05606199800240686,0.03052380118577242,0.05346529532292718,0.04741929996135958,-0.07351161330551724,0.04154862456750104,-0.027097077919627732,-0.009506041568787265,0.04207659378861061
RARRES2,-0.026996857372423907,0.004529129384171904,0.009779761757960415,0.19667469760818587,0.008477054032164746,0.023292693836529647,0.11652236580976955,-0.13268980017771867,-0.03040253670296023,-0.0034191625350079614,-0.02047232235262429,0.04127053082173016,-0.03266257067536565,-0.004880507318019487,0.017474793198968178,0.03156259636222289,-0.08314341445613797
SEMA4A,0.06947352899637742,0.007915450092154204,0.012133106059583738,-0.09708144955960515,-0.045616632556542296,0.07490425725186363,-0.09314949745598045,-0.009973122204111748,-0.019167941631099895,0.06355875546861461,0.13107033799132434,-0.02484040213107815,0.04280462213747734,-0.046991034064821864,0.12433445453662643,0.050340828826693045,-0.00831385826381013
GDF11,0.03624131492069646,0.08748221638150265,0.03438109069406463,0.15237789394561543,0.07195077330264951,-0.08017594136942584,0.11269899792767561,-0.12017174568689827,0.029433020438803952,0.04315018898840636,0.08184447644887631,-0.01551658131346477,0.0035051107675914163,0.09581465008046591,0.09696878901975381,0.03743585342722823,0.02897007085631952
GPC3,-0.02483314048625907,0.03777343807030383,-0.06771110010327441,0.058434550092956915,-0.004994440125507452,-0.006472623785866216,,-0.05787948444375451,-0.012376592108950512,0.11516495893737007,0.13562705069107042,-0.010930322903757965,-0.049853036358679576,,0.10428882389883774,-0.006400013584342811,
OSTN,,,0.005725600414720921,-0.03868088309597996,-0.0064876316471866305,,,,,,,-0.012463960464822196,,,,0.048933383050887104,
GRN,0.14577776048976115,-0.07243693750779692,0.01891804330418442,0.14850709601360862,0.0015842501863571003,-0.02337077379783141,-0.001581589819830498,0.05697270266269742,0.0527838629293657,0.023289105987148475,0.05336942045123513,0.028968571600775577,-0.020858602269341518,-0.07445514417506639,0.08896619885834131,0.024752790367635728,0.1033640143528116
CALM1,0.0397086987325518,-0.014776782449030322,0.07019780974519708,-0.205230971049211,-0.06163485957611792,0.0066673369804160195,-0.11403867323319758,0.005707140469428589,0.05443004023518541,0.018361326644930995,0.03716712301931009,-0.01852731233155416,0.05862125546046006,-0.034254930176528225,0.15717070169063005,-0.06354813325949378,-0.08135113009682138
ANGPTL4,-0.053077238760912804,-0.02543217873002183,0.0057422587810129965,-0.06297175326284453,-0.04162646416019212,0.02098327492528595,0.04302089825990375,-0.16141495202625925,-0.023556232334341533,-0.04590656014161427,-0.10835251511616861,0.07281049990244705,-0.026588573474620975,0.05806883969272781,0.08335501223348081,0.08904186122322408,0.11376829467596658
BMP8B,0.06239605000270487,0.014155085544252384,-0.03387571851191171,0.062378077826523326,-0.007502445544652656,-0.03455860756408035,0.04789017309506517,-0.011684271358007732,0.048503482466643544,0.14215681170775096,-0.001843263159076478,0.009722983388150103,0.03977966059183294,0.0635939459015592,0.20071942872926554,0.04358730215990404,-0.0590545875468699
