,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.04458167999739631,,,,,,,,,,
BMP1,0.006574853638492309,0.02780925799344254,-0.017968083580732763,0.04835144368135832,-0.007150598028630579,0.013257095707546221,-0.034717805920430875,-0.27953851814861747,-0.06185716402098813,-0.021957006196080292,-0.07992011081685207,-0.24307361342082745,0.006880751048456122,-0.048691178675358805,-0.029471678563474338,0.0675777082614627,-0.02800397313395643,-0.022545444047044925
NDP,-0.06489830561745305,0.015245952701041177,-0.022561227745975018,0.07553773559447949,0.03320131135558877,0.11472803132109864,0.02886360282206283,-0.06623185515309048,0.05616085409262544,-0.017304245457931047,-0.09978037448328105,-0.06024889405506841,0.027676955852486963,0.06024099805917524,-0.007850062747089215,-0.04430553521508412,0.05844798081986838,-0.040853572109690955
TNFSF18,0.0068791422079382564,-0.023591172278137635,0.01702931096142564,,,,-0.008306099991062497,-0.06620245641742438,-0.037151453070864676,,,,,,,0.013142891569905082,-0.11455117329761191,
IL36G,,,,,,,,,,,,-0.04300431562357977,,,,,,
RTN4,0.1980489315411783,0.06573653061001523,0.010530921555431243,-0.028636755382297208,0.06736091556131375,0.11849558841295457,0.21197823816404524,0.3666281044850197,0.13499129141568342,0.08053165305304852,0.38843158778206,0.3674664275558922,0.11063472534936748,-0.02675674687060966,0.1431543127353737,0.0240824210841719,0.3994431040074571,0.10357160696350565
HEBP1,-0.04468682085195964,-0.002923159971678231,-0.02995979831089341,0.041786861644403,0.04452981474840301,-0.051115620848617545,-0.06066000128278042,-0.1732769228208062,0.0474949021489347,-0.031835521436974844,-0.1497657880538139,-0.02888446645179428,0.01940079930768484,0.07675873040147824,-0.003337338229589933,0.04126243974439397,0.049488241737822576,0.0012024668601297633
WNT7B,0.163454237513805,0.009183717723652778,0.0036470240227501356,-0.04325968154411594,0.049336709980793994,0.023564278072220755,0.03776765189943996,0.1583944078847584,0.016665002567639958,0.003241972347421701,,0.11286650640225021,-0.0032173776048038034,0.052235595163503096,0.023424348167056974,-0.039479424757456055,-0.0014440508840210962,0.16202138265759267
PTMA,0.006697872445695704,0.05393208928058018,-0.033512545465440934,0.13839153595841494,-0.001649080564228165,-0.13509549155441966,-0.16482532149172205,0.06775363648778888,0.14856517351195378,-0.10074147822519441,-0.44897303490429397,-0.3526059579000794,-0.02984206679031586,-0.04986883669970991,-0.017863506050579295,-0.020571869087008986,-0.12314049848924521,-0.1524389315815596
CEACAM1,,0.00013569500784218217,-0.008120471429303866,,-0.02059814212072321,-0.030454273858793568,,-0.03651588213581742,0.034052804696797646,,,,0.001436641807448342,-0.0342079791674628,-0.004046768049807029,,,
PDAP1,-0.06551806853280782,0.05983921034376584,-0.003155098328412408,0.026743031416035963,0.020212584458890345,-0.07922892680930572,-0.052317237994852446,-0.22080822568990055,-0.011357318774440659,0.03450191468646769,-0.006876246022128717,-0.172771951731783,-0.022256960778780446,-0.0721276846954588,0.0727766387902557,0.03590629182821007,-0.0005579789289456132,-0.018785786470495027
QDPR,0.12842138176510332,0.047215951233600166,0.022437391307266748,0.11811769038299147,0.0029406751330745915,0.17792345500295376,0.09110915467183982,0.10286981110667011,0.11208629887720409,0.015898073937742938,-0.3763997854424746,0.0450110220294444,0.046550656453819374,0.05519342543945035,0.06937424213639161,0.0208006122729897,0.24498515918004732,-0.09360596188856206
POMC,0.05555257715446351,-0.026804096627993823,-0.032850843007160783,,-0.008398698042076628,0.07765305272590403,-0.0035178013607109807,0.0826974230049642,0.026428938442811835,0.008538492523149142,-0.0516227447411174,0.08060008662601242,-0.03580724449596936,-0.033362991381443316,0.08704781823683068,,-0.009350396916380385,0.007060802021138076
CCL18,0.02190166149473755,-0.06535544764755548,,,,,,,,,-0.11274571223060943,,-0.06611596187834579,-0.01637448759451748,-0.07177819967898916,,,
