,UKF259,UKF275,UKF304,UKF334,ZH881T1
BMP1,-0.007870244279958647,-0.01722824031149698,0.015424359846880207,0.024469241826769666,-0.021344874545406508
NDP,0.058257117119856185,0.06681083964727202,0.00473592570880567,0.07016640955278423,-0.028069859699335765
TNFSF18,,-0.016195551634974433,,,
IL36G,,,,0.02327588722878481,
RTN4,-0.03020837961254846,0.07766767161960107,0.06238734089265384,-0.03137917364042134,0.08008621849797914
HEBP1,0.027987957861629904,0.014372404375390684,0.05994422342662897,-0.027969451701716098,0.03139447224896628
WNT7B,0.03401111742843945,-0.016397849280503297,,-0.0001453250972406629,0.16939315342927033
PTMA,0.002543256050623132,0.005814735670256126,-0.0295759355086586,-0.05766602125431435,0.03611519241780204
CEACAM1,-0.02550539653911129,-0.025471744390160547,,,-0.01482665790885838
PDAP1,0.06362145098656627,0.013767396979649568,0.029271886163231918,-0.028405938199855093,0.017846517506735698
QDPR,0.006822395406484933,0.048899034604687704,-0.010845969975020157,-0.0035208127857580054,-0.005722260781941514
POMC,-0.02375166010102788,-0.018792037403169135,-0.03447474085586615,0.011628709570117178,-0.024254464625612652
CCL18,,,0.016144883114200717,,-0.026554799897629773
CCL17,0.005350499533758455,-0.02019900606586334,,0.027579247248215706,
VEGFD,-0.016470165540681078,0.0038056418702724815,-0.027377738869409373,-0.01645829802853647,
TNFSF13,0.018295456961677066,,,,-0.0166493431114456
WNT5A,0.021075304274909553,0.005566059667693371,0.040754420249020165,0.023949888887146987,0.024520819773157086
CXCL8,-0.0300269700963073,-0.044944687857982536,-0.06238471258146724,0.01376472006415355,-0.03450619486059191
GRN,0.01432226271671052,-0.006084117082486478,-0.03458704269540258,0.07085492469983798,-0.0031101667872457488
MIA,0.03138715526551622,-0.008994018991059831,,0.00783192703164117,-0.06245981248171424
COL4A4,-0.027735490079864346,-0.021088387263174573,,-0.02186501782018613,0.01971022796043892
TAC1,0.017685179534322203,0.044402311777345375,0.11478375333493107,-0.03874938753759435,-0.02558020874803936
RARRES2,0.024051401144920014,0.0501062879744981,-0.03206536973989871,-0.024001539228215265,-0.048715528790173726
FGF7,0.03979684887460456,0.005551126452824306,-0.02610820901763783,0.0004379469227674298,-0.018372973962221553
HBEGF,-0.013738343934449095,0.02685762444852312,-0.11542558486097224,0.011515389155698762,0.003985572338770228
CSF3,-0.017620337012425262,,,,-0.021256039414038398
PI3,-0.030407381938156734,,,,-0.017607520137027197
PCSK1N,0.030547453956927657,0.013813139583654465,0.0624297419707929,-0.020893552932016255,0.02465067744422266
NTS,,-0.012071502998823244,-0.02464875945404923,,-0.010967854478502131
SFRP1,-0.012898951200810459,0.021571969744656652,-0.01467153423189869,-0.00384966349104268,0.04147704555080724
CXCL13,,,,,0.00796673788772091
MICA,0.010322354360983178,0.007413508790084873,-0.010261254025347926,0.003908433478365854,-0.03528110812965104
TG,-0.013920011981250634,-0.020349734210405805,,0.005741639368769551,0.13152699726599576
ADA,-0.008476763242897343,0.02933751606762733,-0.0054935064872947805,0.012523848522416814,0.02322948331783339
LAMC3,0.02352573982612133,-0.0435547362112145,0.00551198061566478,0.036520128817278286,-0.012627462378485365
CCL7,-0.010064146422033125,,,,
NGF,0.05299098834870262,,0.04153459311358226,,-0.036491974615687095
TNFSF15,-0.01120691927202999,,,,-0.013199635554947093
HMGB1,0.05943840663150443,-0.0007790526196049332,0.0279674605316828,0.020717134292319975,-0.022781084713225756
ITGB3BP,0.026209252025040493,-0.03837430617099455,-0.02830027900632648,-0.019445768671034414,0.023877770851919514
AANAT,0.01805623595513223,-0.018300634899634835,-0.023173474144293892,0.02847268298040261,
RELN,0.04640162476266911,0.049915319217235056,-0.005604378968432645,-0.0228055385234791,-0.01594372927514271
IL15,-0.00935041644516383,-0.006335311693115342,-0.01120385973689319,0.017360595267296233,-0.0072506809570447445
BSG,-0.05373877700762445,-0.025788919438218153,0.03836725273032898,-0.003008031612421187,0.007151725832681172
ADAMTS3,-0.023207449041437195,-0.019308599594517802,0.03754949896109422,0.031043305427626455,-0.03726205286986265
CD34,0.019458401134645448,0.01504976292979505,-0.06387668929626039,-0.036785206986301285,-0.06594190476868027
PLAT,-0.00400831732746046,-0.04278640281720339,-0.047186975482346655,0.08332910847203549,0.024249546300750328
NTF3,,,,,0.005292301002372194
LTA,-0.012898950597377248,-0.0015365415934884177,,-0.0016085511168008667,
CKLF,0.010354119712460726,-0.026322684776535567,-0.007851295326626557,0.03840373312439572,0.020810292211514238
CD24,0.021339639719599554,0.008730607476153387,0.02820772843466584,0.04862444433345997,0.038983227553298805
HSP90AA1,0.04446870021061671,0.029834504895473082,0.03173425482888546,0.05080352108810655,0.01040600055102001
BMP4,0.01253337513925491,0.04066690801881427,-0.006222920080458029,-0.016279588352290812,-0.011214918907231843
SCGB3A1,,,-0.04079179954434101,0.08604597287930514,0.04211155715523309
IGFBP4,-0.02939284738705365,-0.04819231606069645,0.048705875814671944,0.035217336715033944,-0.009837436602629075
RSPO4,-0.01974410379061883,0.03207040870237419,,-0.00022255349812427786,0.1412320796579386
LEFTY2,-0.00834704957808781,-0.022069822151745515,0.05967023932012723,0.004910532889268215,-0.025105011232711028
PF4,-0.008780769477716669,,,,
ANGPTL2,-0.0075988151246524326,-0.011058909868004223,0.027766019595854445,-0.0015415228334211334,0.03169753300910146
LRIG2,0.003027433361561347,0.028306546674621434,0.021597779544961233,-0.017432873884293983,0.04257075750830851
ICOSLG,-0.006881859854218287,-0.0015775186406123366,-0.010411773177083557,-0.004794840915593181,0.07699366431818944
WIF1,,-0.01581892835232021,0.023428629905390467,-0.06380104480266122,-0.01716078926628764
NPPC,-0.013621138854112504,0.04106319443401745,-0.006205258369053167,-0.04940666593301524,0.021039141981816927
LYZ,0.022076295404672302,-0.011671179176402887,-0.043786927320859995,0.015465158202551604,0.010343727937804015
EREG,,,0.06078747526397066,,-0.022992818972572375
SPTAN1,0.012393629053361074,0.05663323551441371,0.06215883533310373,0.005461499319394566,0.06394249807119859
PTH2,,,,,0.0708995197479367
LIPC,-0.01577969671992225,-0.007355331427241077,-0.04541282671766531,-0.030012454345877328,
COL8A1,9.951686669491004e-05,-0.009142271628362323,-0.05877594956223317,-0.004801052146024387,0.04436815447464267
GSTM2,0.006739686325984862,-0.03554348752592154,0.04497466418548748,0.027796624965231064,0.04713455946010856
SPX,0.018682045372591043,0.01495611561116355,0.05471489695606417,-0.038713341476573765,-0.0002949305990303852
MFGE8,-0.0545810206900369,-0.03441530907610787,0.07470814387366036,0.066458049687248,-0.03022528995727721
TGFA,0.03952658229369199,-0.041911450340831685,-0.050869901757284675,-0.0012380527600671836,0.08878528664900716
SLIT2,-0.029885187279468536,-0.005212208826601175,0.018232400090550934,0.011097410481187718,0.0146313884096582
