,MGH258,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,-0.016360146244426037,,-0.008459292217927896,
BMP1,0.05838790804000169,0.234348082056759,0.05857895679257052,0.03580832973311593,0.0931816280880627,0.009447246268587641,0.00898106103983018,0.10169719594354396,0.16996493474703292,0.10248108519239933,0.18250503161667625,0.1331494363484973,0.16564909843304235,0.12341169131969658,0.03677675022981502,-0.04893423114141648,0.10143734912998824,0.32797343975589754,0.13570226572597885
NDP,0.0066654622452200895,-0.0009614687768545368,-0.002165969959220858,-0.032022976887609016,-0.0003502500410486349,0.02364073358137773,-0.059746102835725984,0.014766964880884786,0.10099518600629334,0.09181636984736614,-0.033340411891291784,-0.03734130635077958,-0.10059998443936412,0.05897947813210217,0.008033100174358276,0.027172531895993165,-0.05692204215817767,-0.04750440826342771,0.05540436541756844
TNFSF18,-0.03342086891656649,-0.01605002500029633,-0.01679539606379725,,,0.03649720247476255,,,,0.10159421602797243,,-0.05237699895478586,,,,0.10580448218151502,,0.1596949606577407,0.039766564682504286
RTN4,-0.020103230303618314,-0.033236763888455416,-0.06467705379028517,0.0038264491786727164,-0.020215067335348533,-0.011258884434777022,-0.006348994720647059,-0.08667668941927473,-0.03625385019389393,-0.019293825322574176,-0.08761773529327628,0.026848201209505724,-0.03985051537636691,-0.06535073763484936,-0.02117328652514249,-0.06948045998843203,-0.025034887740731773,-0.05258402085493109,-0.07665863486518232
HEBP1,-0.012228258776145374,0.047197440133089956,-0.013440524866569997,-0.01588941790849203,0.005649819978401873,0.05109596155551116,0.00692970707867626,-0.004649841456762483,0.038169801349530574,0.16498042921307982,0.046023826551068514,0.06807570862214488,0.0032801807726008606,0.0627219314576723,0.038864674739044154,-0.019629488750810487,0.022418488328338666,0.0336948167832303,-0.01275225266828813
WNT7B,-0.02944273874477208,-0.00677796002826964,0.015479266048810903,-0.03376666428676156,-0.06733714156354217,-0.05376180329978538,0.06814405759167201,,0.0354187699332504,0.04815540199596255,-0.028782274927452854,,-0.003181950638153667,-0.0366935049809094,0.017063572806286315,-0.035280570634698576,-0.02982491482534836,0.08384422736758687,0.008536870098565784
PTMA,-0.054298336293574216,0.041648374136392406,0.05605508369519763,0.006777612971071048,0.09422293392081722,0.03448660797548943,0.06866817667976569,0.1398330027085182,0.23073600671226918,0.1036545640956211,-0.033907783556477826,0.033475369701005044,-0.04638366575116688,-0.016760424828728703,-0.04292205289184158,-0.026950854155531265,-0.022175907490366163,0.23552521908796226,0.09780207064282766
FASLG,-0.012228783310629815,,,,,,,,,,,,,,,,,0.034069836378891,
CEACAM1,0.006838315739226502,0.012734244974177503,-0.022032028930822557,0.013318137417521022,0.03428818757689799,0.017300133388982196,,,,,0.04559063541961852,-0.03682991939470837,0.07874527789052621,0.07812598985879227,-0.022250835847301045,-0.02424320202612221,0.01850632187562654,0.06168204013072072,
PDAP1,0.024436059702384678,0.019976170455506665,0.02559730400826026,0.010528123980721215,-0.04203695209321953,0.055046957458582575,-0.032979294848301734,0.01723260550859033,0.16449519616582564,-0.008147911166575986,-0.08940047023400448,0.03936505677111083,-0.03553326896521734,0.037468339227286304,-0.003682746143056723,-0.043013433995732875,-0.024030505930442047,-0.07674870943293152,-0.09090957198738579
QDPR,-0.05480870757330232,-0.06727317459040066,-0.010354691685590955,-0.033716743143607175,-0.02735705156521373,-0.009219409772423968,-0.021226784020925912,0.05398907437945561,0.10545932466316256,-0.1338546943436201,0.05273747281241267,-0.031004937689512197,-0.1485500804276901,-0.04186669781563821,0.037653061656984,-0.08238408858116657,-0.07221581787320798,-0.05377565057479704,-0.02792632740086434
POMC,0.02306014587930869,0.08431385492636821,0.026405122743202173,0.01120531695036817,-0.030040996710970547,-0.02721453703815413,0.005449638157772888,0.07743440762865401,0.020218290232681145,0.1496049651065373,0.029007832119210302,-0.0670642586704739,0.06953032832773347,0.04942481529907698,0.13884899473909293,0.08822253188209216,-0.03238239543231356,0.08511123542729346,0.09326037328909595
CCL18,,-0.060710376110659096,,,,,,0.06053674729474914,0.17355079634678205,,0.103329019591238,,0.08875606569410714,-0.015077107836434235,-0.054335067697052056,,0.04120081101233277,,
CCL17,,,,0.0756648416385719,,-0.0005019555168678878,0.0662119235268985,,,,,,,-0.02147175138526105,-0.006198126686202281,-0.02156990777911545,,-0.022446180194422124,
VEGFD,,-0.06071039538904701,-0.031556461171404676,-0.001960277401041015,0.0893691564463264,0.0036362177867936174,-0.01259656843746678,-0.023744010213062734,0.12625779954080654,,-0.04199403694405468,-0.05006946833259402,,,-0.022250835847301045,-0.022749595169624128,,,
TNFSF13,,0.0018791015897964797,,-0.021639214143429415,,,,,,,,,,-0.02002666264744424,0.0023341688056657166,0.019942473284890995,-0.02222871626503604,0.10010658560349986,0.057327475013681635
