,UKF248,UKF260,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,-0.016020370017568387,,,,,-0.027873573225103507
BMP1,0.04138399093783779,0.026229802196140423,0.05502977398574784,-0.0283175602847347,0.13145774533389792,0.09298266092755349,-0.04035524989062338,0.07380898830997287
NDP,-0.004830784442147858,0.06201890142273896,0.015693711665374872,0.05267063079340689,0.07845287355351362,0.01593858180316219,-0.040884965527093385,-0.03787320029797777
TNFSF18,0.019858802002433656,,0.043199162523212514,,,,,0.0002503882201880181
RTN4,0.026703222846672252,0.03488740290552646,-0.12504828291389877,0.019165257962560463,-0.027315659954003178,-0.07002537747343249,0.02864747265675108,-0.003459379515746013
HEBP1,0.030306762952467113,-0.04108495995961116,0.05694462494760284,0.03478469653121492,0.008731091818598786,0.02919231427611351,0.050082307634411356,0.018146050846108996
WNT7B,-0.0431261462346759,0.07163788627771324,-0.030544236162224705,-0.011246855396774986,-0.04230038866621277,0.004471959759124583,-0.020366673885378588,-0.00998056848965213
PTMA,-0.03839958201165046,-0.02796167047075262,-0.0516910579546974,-0.013231954598310534,-0.0726082514526026,0.00901406873681474,-0.026160053143244537,0.044686374297879285
FASLG,,,,,,,,-0.007192270848501815
CEACAM1,-0.0004454146512319384,-0.01640271421713367,0.032101225677653146,,-0.028824020908557398,-0.022091368005866883,-0.01351765766452986,-0.020955696030054517
PDAP1,-0.017053167184576896,-0.006453234003165788,0.07933412198446062,0.016685567990312664,-0.016993587738206035,-0.010456010639366695,0.03608512312192124,-0.0020889672072532807
QDPR,-0.0255473407830294,0.03965489766627455,-0.043511983024661714,0.008764188098750627,-0.020431352158414677,-0.07615073692681751,-0.017817290163953132,-0.012019141994144202
POMC,0.020747465511059486,0.012458751844602043,-0.030809677251104086,0.03737634002510847,0.054250142704326085,0.007772129916971572,0.012407439627974269,-0.016773640821815566
CCL18,-0.00877800255486353,,,,0.027111269653543015,0.11972089271788824,-0.046551375588747355,
CCL17,,,,-0.013920454173200043,0.13276760658652123,0.14269021057952944,,-0.021911687009954845
VEGFD,0.06512195028099417,-0.015693188271479464,-0.02683841714379176,-0.010210821482018302,,0.06954244723620862,,
TNFSF13,0.001884942697068823,,,,-0.006025175825307198,-0.009545482168889164,-0.015179423569579693,0.023273390461322194
WNT5A,0.0010405347533318631,-0.017895773175725084,0.048884190549095964,-0.019355084558223788,0.03387845081281011,0.03947619167260703,0.07376611019521928,0.04731039893100388
CXCL8,-0.0025941444684920594,-0.043769823581165594,0.048123622251222214,-0.00950876094533376,0.11662531928711918,0.13205317026088859,-0.01101775665661418,-0.016356295558513954
GRN,0.0835992018797961,0.005609214772117494,0.07464227057823715,-0.01709438412108389,0.10130416617759462,0.021522924823339992,-0.009234527112300137,0.10178332657802583
MIA,-0.02795444806934312,0.03306828012937522,0.028699290068041252,-0.011612659056814467,-0.030552337878385464,0.017186877240082936,0.046489094617610166,-0.05009329741300491
COL4A4,0.0484719817905701,0.030604982445373137,-0.015786885537671585,0.14062760021023923,0.008128965554238443,-0.03537173435967376,0.07490020249114185,-0.011468916994452525
TAC1,0.07709392979950383,0.002603288183860382,-0.05941083439233515,0.06040519765428723,,,-0.02332181041532054,0.04377257602087516
RARRES2,-0.01682853694573758,0.02187143851635897,0.090783476213911,0.028602177992936732,0.09885099614208341,0.13119604634525814,-0.00427029223476623,0.019216512946978147
FGF7,,0.045723845526998194,-0.02735329471921392,-0.010686197730519646,0.009323044059348366,0.011325707698074852,-0.020878646546805307,0.004795410282826439
EFNA2,,,,,,-0.02099636686725046,,
HBEGF,-0.02142074335914433,0.005216514147651141,0.0061921233081136005,-0.026222368606009013,0.08537084230800253,0.04842475926415236,0.028252695071156412,0.06992806383121104
CSF3,,0.010183013439205617,-0.016702221039042398,,0.15653497223130677,0.18301754231831238,-0.019379408756106446,-0.023069626144791192
PI3,-0.024350376587080613,0.03353823545439997,-0.018806921335418312,,0.04722017990586942,0.07593205416947099,-0.029456964603319657,-0.050122633480691396
PCSK1N,-0.006918560855174092,-0.0419275783273612,-0.049501631615712145,0.005196647236959168,0.06929289971515964,-0.021866787116767535,0.03360889314480118,0.0008126886312915263
NTS,,-0.010532079172649872,-0.020529038789947017,-0.0010080974205270493,-0.029242423776478527,-0.02558008868528001,-0.0082678511035523,-0.0341629705181277
SFRP1,-0.010903618867627644,-0.017903210121193183,0.02465321162536932,-0.013920454313390451,0.12082860985473952,0.05706200158722169,0.03767967721371311,0.015948196498749068
CXCL13,,-0.017742309864539868,,,0.05616459859234477,0.21860989652636784,0.00641532858750798,
MICA,-0.046018994587777154,-0.007622466697667349,-0.00734012555292097,-0.02417786863193818,-0.006738713540012801,0.09193166516642803,0.013752127183707321,0.06518447787608847
TG,0.055321889915689676,0.016747678640312215,-0.020158086480223627,-0.010074172233886458,-0.02717193760536181,0.059146479205472724,0.07744947055502759,-0.015857971346832513
ADA,0.053823403865600826,0.006272532925188226,0.052072085742995086,-0.016361265873301892,0.03449610691738607,0.03225971466478237,0.07856815308752016,0.11059949515997411
LAMC3,0.004843586961596207,-0.033702118990775146,0.009782144582980563,-0.018800163865951652,0.020239631181888627,0.06419539856531531,0.058726474137251,0.08247043632617966
CCL7,-0.014722695665497974,0.10243694617156152,,,0.028401265446826914,,,-0.006842549620609224
NGF,0.015441941971962742,-0.02510838319507258,,,0.015932062819687506,-0.02071414037257182,0.027283893532302955,0.054478728658338874
TNFSF15,,-0.01741636949238227,,,-0.015757839499864663,,-0.012034280134144542,0.08919127642733282
HMGB1,0.006768730693515748,0.03668479276568582,0.07350524988796239,0.014834126727279155,-0.0043349502715871405,-0.07937602256603306,0.02870968894127253,-0.08472836330480431
ITGB3BP,0.015929955052416872,0.02728874149770058,0.08568356300204491,-0.010275895953158544,-0.01697960509126822,0.010717609791869523,-0.0039180675533984554,-0.02448208861232185
AANAT,-0.0052598238454576824,-0.015693190511770528,0.11379604226478097,-0.011612659702740214,0.03745637000076414,0.0017726358689764184,,-0.025577874544911127
RELN,-0.038701759619003843,0.027916781541580386,-0.035534517890225735,0.029548007754595134,,,-0.014536106219093087,
IL15,0.029238877269718095,0.062195670699059735,0.053235432390920406,-0.0019845622162704578,-0.03034765101290968,-0.032554313979128856,-0.029355313048465385,0.07469932571782419
UTS2,,,0.023708830831126394,,-0.022896729919537614,,,
BSG,-0.011105642467653571,-0.03184303060185708,-0.010665503497601732,-0.0005882647204729337,0.10336968210256146,0.05079682283001945,0.020670814296994588,0.039382167103763605
ADAMTS3,0.025897210706529915,-0.02728835844788677,0.09368678689044485,0.037301660212807584,-0.02625914347434648,-0.04378688007655773,-0.043451748196265155,0.017134502708034634
CD34,0.028176441026977892,0.013730916513515995,0.054132249992288065,-0.021726970995816507,-0.013660457173650295,0.029787544183813477,-0.0057562443204070245,0.06974517646668184
CCL23,,,0.028011642139933426,,,,,
PLAT,-0.0078114362516344266,0.017708892369029974,0.08666150514215765,0.01893726135571509,0.0011285863751033084,-0.06243533269891614,0.04066729194253004,0.09253588373642317
NTF3,,,,-0.018745603012715235,-0.013147229378896544,-0.053784534221558274,-0.053154718318199415,
LTA,,,,,,,,-0.034423964459243866
CKLF,0.03872326162851505,-0.007838610121170639,0.07851093094887843,-0.06358016618261347,-0.07809457556408676,-0.048541962004071654,0.02248225366824369,-0.04491672549989836
CD24,-0.05269007269711972,0.03199214442597976,-0.011415757869716558,-0.041021197998783045,-0.04112994473180946,-0.03600864777874753,-0.02425073452287132,0.027534660035169356
HSP90AA1,0.04176682999553091,-0.003643130933618038,-0.07397943892432013,0.015805917197850527,0.046063235871607364,0.02178999466920958,0.0016672161458510212,-0.09908224984877786
BMP4,-0.00780140337601075,-0.03045517124165694,0.06926360305570647,-0.027549483602006257,-0.029456042412769716,0.0047236330129170594,-0.021362162065279904,0.11748325108922801
SCGB3A1,0.07840995024772411,-0.018688652581390266,,-0.0097953920390798,-0.04664863039903094,0.010483179731000093,0.0835758995012328,0.05854616324194244
IGFBP4,0.002878520869364626,-0.015049235505654117,0.06304697239999346,-0.0010627096373264137,0.07451488948010909,0.0873433007937282,-0.005316197712864552,0.10280962742061073
RSPO4,,0.045772298162223723,,-0.009795390606282128,,,-0.016830646003687517,0.05911857521941866
LEFTY2,0.10683045414617297,0.01090170981885994,0.02900981612748183,-0.010740765600047678,-0.0260172830426448,0.16627411584485646,-0.022888566634103626,0.06756014852344613
PF4,-0.015272431887385484,,,,,-0.01924462388003207,,0.09504255374119684
ANGPTL2,0.002469020083786348,-0.05351545738328654,0.07342640810234216,-0.044727352870008945,0.02277549775359152,-0.050530410944524255,-0.011215983565301395,0.12526466499270955
LRIG2,0.017274195941424753,0.022660941560176822,-0.009988646964357008,-0.029940303466736207,0.06423126986893331,-0.009355424611372431,0.039253276175233096,0.04114192677752961
ICOSLG,-0.019811430395733787,0.00376535938766288,0.02534784678405705,-0.01858982216085062,0.052206769742435245,-0.012784590848622414,0.03433073472883983,0.05448093122484522
WIF1,-0.02748026226236257,-0.009712313777051784,-0.07931461305527866,0.04443181943325182,,,-0.015645715708879966,
NPPC,-0.030655851912008827,0.04073377788644826,-0.040564219408221615,-0.013613195802611689,0.04418883675355852,-0.02451794070003138,-0.017473922874405877,
LYZ,0.04167973556555041,-0.004906572569164855,0.024214147894745887,-0.011920723924264335,0.02488595443894236,0.023076046905787264,-0.03377365472454652,0.06488594366310554
EREG,,0.06830745710584096,,,0.09024524421726822,0.13008705699968398,-0.02096285336347065,0.09426457935278428
SPTAN1,0.04108306935574697,-0.023525133775288077,0.016339760008080618,0.01827602438259948,-0.005660583945583054,-0.1098768960675556,-0.016631598020684302,-0.011999200546245233
PTH2,,,,,,,0.030458353430184167,
LIPC,-0.018697470909340298,0.0490264358201455,0.0849256644362871,,,,,0.15084712856458424
COL8A1,0.025003309575478142,0.022801684832462615,0.008094848636343431,-0.021214257543747228,-0.028511523958551437,0.03174900701605877,0.04426744085688739,0.11450110937027982
GSTM2,-0.02011603568665086,-0.025006396205028123,-0.0067863540215255605,0.02032960868671628,-0.016261057745788055,-0.01691393498249803,0.007580358486527685,-0.059052648336528714
SPX,-0.030240205204994725,0.0052302813867310454,-0.00033298755447356486,0.036749788951803024,0.028909000900788615,0.16599126177808107,-0.04141930329001474,-0.06591666311138311
