,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
IGFL3,,,,,,-0.014688240033286825,,,,,,,-0.030696206206366487,,,
BMP1,0.04294700900948538,-0.0027265353473300636,-0.0006618995851477948,0.0018928489391343009,-0.024242412004484154,0.07187542748693052,0.014332389811044741,0.06730865502412287,-0.03505741476401124,0.02647290834658971,-0.03729147534339587,-0.013115752510873512,-0.03759079855095317,-0.004185169248290192,0.046370012533571904,0.04183007672119673
NDP,0.002719424241870366,-0.021392942625855848,-0.002177395358165849,-0.009365234771054705,-0.010574746973052662,0.027711407519726308,-0.01695330726917626,0.014888202331327616,0.025433246615454198,0.04719339142062373,0.09399065249094814,0.02243897155738251,0.021686097892661405,-0.014243231976073665,0.01928400873706312,0.08239929095437205
TNFSF18,0.019642910591787965,-0.04043850777259536,,,,-0.004475109701044629,,,-0.021200751645474643,,,,-0.03165645564076782,,-0.03314018299682983,0.04497825498570609
RTN4,0.0334609865303178,0.04139197782457173,0.04892425711405274,-0.0035953404295242875,0.023613017159126205,-0.046373716814270445,0.011379342653680005,-0.059868171025738395,-0.005864420389778317,-0.09393414041695368,-0.07277087101599533,-0.019249851618574596,-0.0768000673818841,0.006469724614451419,-0.07677591030900731,0.03363632689326081
HEBP1,-0.021351274806228077,0.031599537334375274,0.009016794533386085,0.0008099049988867839,0.05735709099571294,0.02841553328182533,-0.020704315946650283,-0.013047333726896215,-0.013181114575630811,0.061789145108818874,-0.04680089464808511,0.07251727041646862,0.032546026255259104,-0.014050900643722055,0.037183271691169834,0.07213091045306859
WNT7B,-0.016654394845754383,-0.0124353293864683,0.039320566046193786,0.015082270548914749,-0.008379507762006114,-0.030620014865035784,-0.013054820219544835,0.04536185611232548,,-0.005909632614004204,0.026538813756575824,-0.035305958924427026,0.005853026253740756,-0.04105112708569131,0.026292879188653646,0.09365549464373268
PTMA,-0.002448638114082142,0.042279464359109245,0.05110235680650463,0.00397239496141718,-0.001236495348413179,-0.007254266432873699,-0.037658802218774025,0.08448756404819836,0.08271092424380642,-0.1335507668391344,-0.07551538245820368,-0.025024142538058004,-0.10334784315105344,0.02390815639600063,0.04184001303255837,-0.006029978640558745
CEACAM1,-0.01854773275406515,-0.01927743487965813,,0.015607246204255442,-0.01910114767715465,0.06867748119025156,,,-0.030603842339149787,0.04177564186094923,-0.026733022553955998,-0.002752848934778574,0.07122243576922391,-0.012390826919280857,,
PDAP1,-0.04203799867890724,0.06587054144818211,-0.005758389352697978,-0.04209013621263895,0.05331555090235096,0.04362595986479149,0.017359061062807095,0.04330945614119533,0.03699227263697782,0.023283008885897707,-0.03199416510576585,-0.0342177379923478,0.0330819408170393,-0.022212013293228344,-0.0006219936938599714,0.006994481216789733
QDPR,-0.009201251983525558,-0.0099883455870744,-0.046826880780816316,-0.021923218473142422,-0.0414648215619211,-0.06315900949336346,0.044978993682695735,0.032063350587620394,-0.016335239857081307,-0.110075206561005,0.09973134187871577,0.08306403389734544,-0.06173545028344997,0.043499699867071875,0.09559731090526213,-0.02728695979737387
POMC,-0.008083664004739147,0.040578712662453637,,-0.010341616026662854,0.0837150884706442,0.027782214812369612,-0.0024655039067367807,-0.021563512839345718,-0.05316298117241026,0.038144267704347035,-0.011065312491228966,0.0014619829916642949,-0.007635387380226718,-0.025510462295941647,,-0.003932858452131085
CCL18,-0.023145818012587863,,,,,,,0.09877163819183593,,-0.026134535367729278,0.008503821490531747,-0.006347754029056607,,-0.05167663979735505,,
CCL17,,,,-0.018787875223744564,,,-0.0161582078007022,,,,-0.018965785587369142,-0.03119058842600581,-0.016213680201605865,,,
VEGFD,-0.023145825362469164,-0.027611057845570025,,-0.02093176773906066,-0.01827489662569409,-0.024606742084558146,-0.011852240829898011,0.09023405261670789,-0.04160525301274267,,,0.015530783534689464,0.007205007289104319,,,
TNFSF13,-0.017466582563698305,,,-0.012959455844275233,,,,,,,-0.024359583332346346,-0.00879839835755173,0.05340059772884519,0.033230541325962676,,0.004981071327993579
WNT5A,0.04121295614116384,-0.01373188614488574,0.11111321827617282,-0.009769697271202197,-0.0199589336070513,0.06809592864742268,0.0032926378934128534,0.0010735116086280428,0.05988087190189276,0.12397134081192628,0.022447585686853226,0.016727519299554013,0.0745387392724753,-0.006832209287409287,0.02063180317864584,-0.05370779051706855
CXCL8,0.009027264823529925,0.03812483904608062,-0.06815816666488003,0.001644900096412631,0.019055864295209012,-0.040497377797662104,-0.01103732201336535,-0.020633258896464918,0.04264144199061423,-0.01425353883152604,-0.11398611850562576,-0.07704656377663603,0.048767500089236235,-0.0203774210931201,-0.06567736337452783,-0.05667660553428195
GRN,-0.04374716859310463,0.023465726287182406,0.03369706182537959,0.05721014429436685,0.0024295524148809726,-0.008026080961589516,-0.02036494442144637,0.017120583544000017,0.014212311378353692,-0.0023741459576359014,-0.007425290442878055,-0.054067630349787905,0.07778883480603865,-0.02674397310886245,0.12810342614116726,0.03123814937621659
MIA,0.004163233213863582,0.027743785160779782,-0.04760773877100479,0.01456816562038421,-0.015763452572723356,0.005752095852970782,-0.013479427885331689,-0.01975842675854213,-0.05226153159806041,0.055270694293183834,0.13040504605083875,0.09490649280464956,0.041381789031667886,0.046904941451794094,,0.06976626831825089
COL4A4,-0.015325397476832536,-0.007591738453111255,-0.007040576613627033,0.0029938488189800824,0.0020525255592604374,-0.01447417031573283,0.02843184223818451,,0.15115609854241008,-0.033042218525884084,0.04144084011646321,0.014923173937740885,0.03929654951806629,0.02503100034335814,,-0.033211486303789936
TAC1,-0.04622436579166018,-0.006781258008110856,0.049517298308886334,-0.01930297868722644,-0.0318341944961088,-0.0554849903751647,0.030213627796647814,,,,,,,-0.015606303476723626,-0.028805895501237085,0.03265182496068757
RARRES2,-0.006166508778881929,0.009319161443821923,-0.0049825191901169096,-0.0302687073510799,-0.008897359294009123,0.059499132573067874,-0.004185491241111409,-0.04843385094168576,-0.052959517598603366,0.08157711798512594,-0.07833662430916105,-0.013452507081566287,-0.023406819966652323,-0.03845732507171662,0.062471835091685995,-0.03742174999150068
FGF7,,-0.010350354537807525,-0.03116908771942169,-0.033303252026782824,-0.034991112187059706,-0.02223926220402326,-0.012546798856970616,0.004735802992924789,-0.010173212225520848,0.032455907334842465,0.0020065124216443624,-0.014043314940111606,-0.012902496795820204,-0.007970521863818494,0.019247740458053775,-0.04951287972905658
EFNA2,,,,,,,,,,,,-0.020535696369497338,,,,
HBEGF,-0.0025433833035537184,0.021112027256003477,-0.018560117623857637,-0.02377541278252127,-0.05897880079736668,0.04860797675693582,0.007095977549806641,0.06873705716318852,0.011217680758992304,-0.012184413261582224,-0.021756157113222655,-0.017144116893307422,0.0036621287420731054,0.019841181505831765,-0.10738098729951447,-0.009599568685578298
CSF3,,,-0.025357423834851,-0.022393509094797346,-0.017397432291002855,0.009308504749993816,,-0.021887662819368634,,,-0.06771822529017353,-0.0513300928850873,,-0.039061192621325104,-0.0297854604275787,-0.034934683669970434
PI3,-0.02435037641753229,,-0.011975482681289092,-0.006538257640871366,0.09749082533258606,-0.017243083309488743,,,,,-0.14580839500193168,-0.09689367494508815,0.08810746714136398,-0.02371198079363083,,-0.016740624571095035
PCSK1N,0.04871362315104231,-0.03467733493955539,0.07263285834613215,0.044530844309483064,-0.08505075902209952,-0.051932414256041094,0.05739357956102153,0.01571736896171769,0.059953231853402664,0.04686832248826818,-0.0014969734410992517,-0.008100427567275359,0.013655691142609243,0.03364113874856123,-0.02077993291683612,0.02505438303002002
NTS,,,,,-0.014676491216624173,-0.01882200280447491,-0.01711202826563961,,,,-0.023274305639762974,-0.02501884910217874,,0.05684274230129857,,
SFRP1,-0.03113776588411729,-0.059864050787809965,,-0.016393147351552187,-0.02084849226128866,-0.01676186289902181,0.08725428216568465,0.018759009030121263,-0.030970430930437172,0.05190869327336082,0.033814124378189654,0.015812998296006624,-0.055289179306159314,0.02013537114341995,0.016768369390062435,-0.005708141492891066
CXCL13,,-0.03969123795007047,-0.018412490065294034,,0.04904496877642578,,,-0.04119819198271752,,,0.04823021063456079,-0.044920193778386616,,0.033705728119497055,,0.09744062350584486
MICA,0.010727528898749122,0.011761880572621303,-0.02186625545469226,-0.025065904878913386,0.020709021167761313,0.030641332727375233,0.015606510656725681,0.022658002566165607,0.07320606100776667,0.049220366505846366,0.06778322822532089,0.07315877704966031,-0.007841652920084197,0.040974921373705585,0.054529846606460576,0.03415553028541161
TG,0.01609041575121899,0.04823753232616328,,0.1601207523673526,-0.026486696043058967,0.023436404151399564,-0.011693624816393586,-0.007082493649971713,-0.03338283482500571,0.04727565756453372,-0.02520078732746024,0.010950776528955698,,0.017310432261446802,,-0.031227271529723436
