,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
JAM3,0.09362065626671855,0.0885006739812645,0.032455751111576295,-0.015870098588232885,-0.006559928833768241,-0.04556102121823279,0.048915490884325924,0.09963324611151568,0.023493742951246593,0.022958659278685935,0.24404683591250267,0.04947878231764464,0.11464870014366614,0.005937924805167468,-0.003541406562113622,-0.05307462321859146,0.08960972974861998,-0.033083662892337405,0.0023188820914620705,-0.047571960546844955,0.07056378411093826,0.14756081914574573
TGFB2,0.1310676817325815,0.008922800759063626,-0.015951530558554562,0.0009032284095538802,0.013132972844279488,-0.02710045956000353,-0.04653506212427021,-0.033294275637926474,-0.020759463222194616,0.026991560028048936,0.06605592957809361,0.08080995103271335,0.060969609228845055,0.06564595765706785,0.07151042171291751,0.07895076902823252,-0.03482573507633878,0.02125403084760809,0.04282088351936552,-0.03273971004485294,0.010632247651980406,-0.006360632405944961
COL18A1,0.013316592407646804,-0.004848890504761784,0.006754234597347674,0.04198197430790819,-0.046226592114117865,0.014695085183500597,0.07860867594186538,0.041804340862750394,-0.023026629890123163,0.007003864600075568,-0.010780127827640582,0.08084034638093295,-0.014004932283113584,0.032886997333392225,-0.04925264791318406,0.05528005694389025,-0.17827542684420652,-0.030343244760833568,0.017567187717244987,-0.0877927080558597,0.016049213261263337,-0.029002093920051833
NODAL,0.01891975256002741,,0.006130515501829927,,0.004791383486552011,0.04509539549726413,0.01782701905654301,-0.02661508358683629,,,,,-0.05566083760646965,0.01704344373452592,-0.12456051543608922,0.016612928806949156,0.003502004876130492,-0.01803571830559262,,0.1452426529093389,0.0774707614766776,
INHBB,0.03074721515725976,0.02311789315845493,0.03053977301793404,-0.028905549990047887,0.03169094871417481,0.010452657756961229,0.016713612398949328,0.0010443496401132775,-0.023353963689471034,0.07034382891621564,-0.003474176824894714,0.07972457371236914,0.05990566943429636,0.027589527840447218,-0.09546151941923185,0.047072098842356566,0.040707286973980655,-0.003489402958514441,-0.004002196349152691,0.13545722931612686,0.004580077445104726,0.07702481081227054
LCN1,,,,,,,,0.0012312024636402417,,,,,,-0.018131108152387544,,,,,,0.04574181498197474,-0.015702340724840082,
ARF4,0.0016299819932509144,0.06619880241171432,-0.01965405755106651,0.009487660731610347,0.06735998483621117,0.016063249898217644,0.09732228097324444,0.06322292568094036,-0.04527297178690616,0.012129120863428914,0.045068026171410244,0.12230617986669376,0.14650351173929638,0.061455719131771135,0.076283512857427,0.034492616063060554,-0.008895185270714721,0.031620096833623795,0.017901393102479138,-0.05335754509403471,-0.0854005129569696,0.05052153268397411
CXCL14,0.10216402874433891,-0.06786586960570946,0.06144077715630477,0.05404756125943499,0.061235422816689485,-0.05827556298984012,-0.018330116595439656,-0.1804260461366879,-0.020262110889155388,-0.018063246065044194,-0.1433017971614528,-0.04706037657228964,-0.061241101752094435,0.012627046738421178,0.026854458228402853,0.0022574292402952165,-0.09869231048803498,0.0019850374285427103,-0.008957314593325012,0.038733828059693824,-0.018406581468073082,-0.041871327548469804
LIF,0.042303881129389286,0.039645532117550945,0.014702931751729655,0.031925010942574654,0.07163308023246931,0.03263033524749283,-0.006822903079136201,0.000722103261691834,-0.036278983265383445,-0.016622795259307915,-0.024000075026197783,0.09336088636830057,0.08547193058956834,0.023152716285968798,0.029762569110400823,0.051829594539095546,0.014322601333030772,0.005767393817633597,-0.016730288562232364,-0.03353139994346119,0.029090933930295857,
IL17B,,0.08725684116468384,,0.09846184433653198,,,,0.05293270030452379,,,,0.06322887366734632,,0.10422122411138388,-0.0302898374914594,,,-0.022438109487606793,,-0.013010702478690541,-0.022310009075752885,
MMP1,,,,-0.006124320082494705,,-0.008108559049408678,,,,,,-0.15185992307853455,,0.1131594674973468,,,,-0.016248131400138095,,-0.014131525781109,0.0010796922657305792,
MATN1,,-0.037741345673528916,,0.008676717410211783,,,-0.006232660624931481,-0.04611355480121225,-0.015223440941263527,,,0.025598298627515302,0.0420943303926763,,-0.01931918530417192,,0.03336963240399,-0.023124880671416298,,0.005805241642682096,0.007145828699785115,
ADAM28,0.08295384175675888,0.0221022708978912,0.05603364515958418,0.06892625706349294,0.021153386987555402,0.024201139345269792,-0.018097970968584516,0.04393038912927636,0.012348487311218884,0.014008498573220498,0.1253624291971257,0.06953794645659923,0.05572809139084292,0.04668894124154444,0.015389669049196862,0.03135591907407541,0.008680827411150302,-0.00527504670253138,0.040309569062482946,0.05639242541573045,0.11398165398383293,0.06736505225384673
TCN2,-0.038279331832786846,0.06805567485184301,-0.020943551526922767,-0.0505135367686233,0.019098966157682813,-0.058800678966900014,0.06106922368628582,-0.014239038437562294,-0.0033657817001839425,0.011538535133855237,0.06849792995782926,0.028205476100233082,-0.03471060204278813,0.014483518916356896,0.06028197661431537,-0.011745506725449644,-0.06555527290024822,-0.001462110923370966,0.03432375062656656,0.053449990804683885,0.02671501333030008,-0.053713205618626296
THPO,,,,,-0.026386451361080743,,-0.01924633764906518,-0.026819537366498,-0.013427231310863543,-0.0005466471711519342,-0.013715607792047153,,0.017559385698888687,,0.010730345855560272,0.034363657237058316,,-0.02005976288833678,,0.07860776254724224,-0.0631248152064467,
CUBN,-0.014773230704190588,0.04710410491849834,0.03337845112624802,-0.027992119886528794,-0.006677098785265861,0.003197968146430822,0.055109195499121306,0.03769988824710931,-0.02116783149602761,-0.008457205507867388,-0.05715786298415086,0.06623842680416496,-0.010095479802863705,0.02558026211944631,0.024046269400328255,0.10773120190521918,-0.030757323524772916,0.0010532107837160245,-0.0798275693156146,0.0842040344514529,-0.04641908785203301,
TIMP3,-0.04867679950552904,0.009219301709383988,0.03291946780993431,0.011194983433754068,0.05007582643728519,-0.02146593799335036,0.03011022941711234,0.031838464974406386,0.018196777244846335,-0.056507417365010686,-0.07130397182214672,-0.08547427483066507,-0.021287396644699457,-0.0666557292734928,-0.010974868497666223,-0.08486512056645548,-0.13511600303171917,-0.039480826613717365,0.000743656997772094,-0.02364913901831657,0.056277494395410264,-0.000620784134936013
PIGF,-0.0014212364063149803,0.03347975144466099,0.058721211940695316,0.003473746011588941,0.006823758764109629,0.009587164221995594,0.0658736519458332,0.049549254875225685,0.00982281716197644,0.053151872993462274,0.07802436210260519,0.09954738180567736,0.12783391696669133,0.006242338375784205,0.014410088971819288,0.022577745932937633,0.003377005896446489,-0.01303104807460609,0.13257683096897505,0.08372618352213011,0.039602559538774305,0.12296691809857356
CRH,,,0.027617877300400075,,-0.0014997027168068226,-0.024703612587437706,-0.01886699608829663,-0.040664751104460974,0.04585135168136279,-0.02177463622485272,-0.04502321129316408,,0.01626866804907239,,,,-0.016468231996852035,0.11552792171785278,-0.07456249963792509,0.08258743395393334,0.01162158424136634,-0.00810503982869832
BDNF,,0.011197251728433477,0.005507716760720494,-0.019887775401525615,0.004764751290835247,-0.04660199177667946,-0.0012466628654228468,-0.09842649525998518,-0.007639287257847446,-0.028138959088659033,-0.018483650833498635,0.026176648744066115,-0.03683346465836732,0.054129216308039234,,,-0.12801761815704443,0.012032526366225187,-0.03527363854611893,0.010324760951439778,0.09438595486173548,-0.011564191278136153
CCL5,0.10925345552975864,-0.0471418141616951,0.008592265488883059,,0.03476022438398381,0.024008031181570223,-0.027560037778890014,0.008604798023963111,-0.0017737514548981485,0.01893487963570588,0.03471883226011882,0.10119867664192116,0.012450755191105743,0.020977414761535564,0.049305743668505916,0.027201066438545814,0.07875336089956957,-0.03190169641745924,-0.09190157103894975,0.042019435678997706,-0.04291165183343582,
GAD1,-0.06528937187346306,-0.04253449433417784,0.00982204986603002,0.055697438865790955,0.04837595694503553,-0.004619905490574075,-0.10251935536456226,-0.09837986309696378,-0.003385951365852566,-0.03211751462863891,-0.16114875095663744,-0.03453648662480205,-0.12499576023945469,0.1805776432303478,0.009615176820358213,-0.07442655790398223,0.024559241815203418,-0.034742550556625465,0.11676532213992699,0.1279088667088903,-0.10159444919163524,-0.16363706861728058
COL14A1,0.03903694078767465,0.07602471342480768,0.010430942833356572,0.06206258446181304,0.006485985374501793,0.0015725578024921377,0.06004626218345266,-0.01608548664385276,-0.033068608146103476,-0.022657431390589306,0.015280064758865347,0.0028827287386129865,0.07309207116354881,-0.02806826220515809,-0.012481878853779382,0.0253246316982987,-0.09755901604488393,-0.07307563118524996,,0.01592799593746218,0.03426510802850175,
HLA-A,-0.12256577433689167,0.25595017896499933,-0.0036593252810395685,-0.006316934332925661,0.016745988695625137,0.04686546035446437,0.10191548017129616,0.030847751704653148,0.01805439344371163,0.0074294180711001676,0.21402060158007613,-0.08297907188193171,0.10674372220876412,-0.03273913605097876,-0.005233323037493571,0.07574737430415947,-0.14748552642554905,0.05144625077844386,-0.02877206688601993,-0.056721568535923805,-0.05650893556399115,-0.03827963090024786
CD5L,0.07917413930394311,,0.015214474080209985,,,,,,,,0.027768012142979512,,,,,-0.025512088304215384,,,,,,
FGF18,,,,-0.01784622493843565,-0.028497166533378478,-0.0003359628484834459,0.09033022027379774,,-0.01631251672526868,,,-0.030297525515411577,,,,,,-0.014494938196065772,,0.05175904816263195,-0.0030764438227062186,
ADM,0.039533525449430534,-0.18128364834540153,0.016778756346297583,-0.011967662566728293,0.03504220968068263,0.007966829185456499,0.12647594182889696,-0.010820063383097524,-0.06107431203009955,0.06997772330696551,0.10628921160284668,-0.13180087258587517,0.091225995407546,-0.02855621590283528,-0.003041075940148225,0.1515809901824761,-0.1566309316694737,0.05905006430204678,0.05097766994213501,0.0008650518127210106,0.061807646341379835,0.02279415333698752
CCL15,,,,,,,,,,0.037692019275226835,,,,0.07707765536301749,,,,,,-0.01971741959466128,,
GNAI2,0.010709741556470403,0.11236283349009493,-0.03575584410011976,-0.023360000638076965,-0.03980776265808502,0.05374182561866741,0.07522348901350279,0.12706968090181267,0.031049014516942496,0.06312290800159653,0.1424362835874665,-0.0418119248793679,0.09917698994246305,0.010202042915330075,-0.06734232422377641,0.04018447463467242,-0.016926124329055738,-0.02754848974415935,0.05724533821283757,-0.06254917550910477,-0.045304967531304065,0.14078545299039852
HDC,,,,,,,,0.09624293136514742,,-0.02105759950692652,,,,,-0.027884556993783047,,,,,0.21906263193872116,0.15531323051019352,
COL11A1,0.07368959795259405,,0.004825198438005531,-0.037970774140466866,0.037868531463325875,0.0801237650155069,0.1326720104134708,0.018143632941667768,-0.031155105872875684,0.0646338823499999,-0.03827880131309064,0.04884452848263729,0.023860059953368453,0.0018135490920242689,,0.039437560695954006,0.004464506666011677,-0.030235037803930474,,0.05658304476440813,0.04792111986852901,0.01852895253337924
NUCB2,-0.02467365560449133,-0.001368697432449617,0.02990747763781148,0.027009746576000023,0.006443445079978502,0.010660364167217712,-0.033371217077350454,0.029796928375878697,0.01778391388371085,0.013937566271284178,-0.010265263715096172,0.07610520651483636,0.0068069903634892705,-0.016194791006160315,0.02330745403641315,0.004383444246469405,-0.015758545370928165,-0.04354785649085774,0.02760992879698415,0.028177278231907087,-0.07135151260046768,-0.005090158346139273
FGF16,,,,,,,,,,,,,,,,,,,,,0.007085622796573842,
CXCL1,,-0.04874014964417296,-0.011409483428637752,-0.017585011375101958,0.08485381413863151,0.048471500341611795,,0.017044726506486804,-0.0181060275389332,-0.01574091654920454,0.06442998686871093,0.22870104781604247,-0.016863634957936437,-0.006749756498727987,0.009105721969694176,,-0.06491625578810736,-0.04634815501427621,0.009571612703495122,0.013327315634554457,0.037139835129231934,0.027746379005982126
VCAN,-0.06451114910456558,0.09839401646067115,0.0038959351269914747,0.04757165395451156,-0.015202526301632375,-0.013514588454655503,0.0849617766501776,0.13100728680565177,-0.0009734877178974902,0.034095169675695126,-0.003917788979437393,0.13054654294795806,0.21315287590105678,-0.029329469303187392,-0.060555339034134556,-0.04659924352101867,0.11962048184867405,-0.05085675332635933,0.04021558470297521,-0.1451805669414159,-0.08770313020637287,0.1441960261558515
MMP7,,-0.05788322818109416,,,0.0026761190621618176,,-0.023191146875725977,0.01727264950271063,-0.015034617847350384,0.0401020740879875,0.018653766839979633,0.03988046197222913,-0.033474860209884265,0.15386263995556274,,,,0.07124860599987778,,-0.12471959433586612,-0.2005335893732881,
PTPN6,0.05826525482124499,-0.04543695191690199,0.02938638386245251,0.08897976959052982,0.0006869038650735432,0.0020419928706786558,-0.0025671696556308363,0.04490000770410672,-0.06302163227595772,0.03720436899414878,0.10675545620723881,0.012147308938971273,0.03149846224171338,0.05991491324473929,0.11732880886984144,0.11744442872276947,0.0024831706678968375,0.012791053059633514,0.012020207913497241,0.06923243857192674,0.07916532312911252,0.14794478465570143
PTGS2,-0.09343639991554802,-0.10055522464644857,0.04878696672529008,-0.002634885416515186,0.0798438387998327,0.0052782171413301065,0.0995899511656513,-0.1247227652211134,-0.027152230552991048,0.07991364458036024,0.004721156557188013,0.03991227522136033,-0.012181605227741385,-0.03957322700835033,-0.015198378560185168,0.023426868970738868,-0.043281476900431784,-0.009384431461385765,-0.04032256943857214,0.095343683049211,0.003965668133577524,-0.06121916351663578
XCL1,0.02595481970922142,,,,0.046107067681229144,0.06015772054096591,,,-0.024693797271902174,,-0.015852464034060914,0.01200655714160355,,,,,,,,,-0.02281306570793373,
CD58,0.038792752129982816,0.09546101736949299,0.054193789006507266,0.04530236700011173,0.014548039137869418,0.019087509817444094,0.07086110286451727,0.059677225958162564,0.04067303987461799,0.040093597555049765,-0.014876606202882996,0.1035688008490267,0.1425905638651506,0.012577130405770381,-0.13740408756607955,0.06048257453674328,-0.04429243596824076,-0.01028555903508279,0.012656317792060476,0.0953820876968051,0.12576340146068468,0.14634165606023652
TNFSF14,0.023454195579823152,0.06493637163671362,-0.04472803740971447,0.06673606192929749,-0.013647396803667375,-0.003740892549285758,,-0.037261728692075356,-0.039819864835695336,0.022461266883288766,0.057195727194762236,,,-0.03632032600000183,,0.04891838061666553,-0.01675230487113672,-0.02346144902129654,-0.07723227897273863,-0.02796858780134677,-0.09545859144821862,-0.02756240842161515
CNTN4,,-0.02424798018440836,-0.04845291075083759,-0.0205161695928986,0.020523738559532125,-0.03649350560011502,0.0009009106975121963,-0.06346664258536891,0.05055866261680105,-0.018112742621271622,-0.14186347587645648,,-0.09229175432064836,0.16098152290164638,,0.060480332034429395,-0.009489749519370433,-0.017204137172547013,-0.04294781377606785,-0.03356248260266575,-0.05696296136435603,-0.08905255094572001
NTF4,,,,,0.0005730387534614565,,,,,,,,,,,,,,,,,
INSL3,,,,,-0.02849716094382559,,,,-0.0013778333102947963,,,,,,,,,-0.0234614467545428,,0.010275096363535182,,
BTLA,,,,,-0.04523365483210758,-0.0003667195783781351,,,,0.03907043028109013,,,,,,0.043805160262171246,,,,0.0278453552661377,,
MFNG,0.05102393432881123,0.0919451617271448,0.054205600806073166,0.01868878470405612,0.01632360354558666,-0.0007714423425275882,0.05941601691658,0.04912449924667518,0.004832866344625893,-0.007995617468183154,0.062080741905440905,0.10757144240708921,0.0447007830822865,0.03345471075342487,-0.02193641109575242,0.02013174037009029,-0.014072362858052231,0.025745774438658744,0.0784559347613482,0.049880901589332935,0.05433974121145804,0.08003911109718052
ICAM1,0.0716779666015148,-0.06916621838326537,-0.0014254349701650693,0.01838657189875815,0.014611628576749981,0.01570333860627466,-0.004649480947342638,-0.033621142335665787,-0.006727174223381089,0.023303286294622135,0.008417681574884702,0.08714809551614595,-0.0054504589949389125,0.04101495427544361,0.002730389542919492,0.10255142891192301,-0.022648949961988362,-0.011307386543502503,-0.08991160730690852,0.029977000767394457,-0.04393231752600755,0.020428818184250987
PROS1,-0.0033856454824316927,-0.02488032206089184,-0.020846354075099043,0.005958870195819742,0.005705909347054236,0.05177918326988922,0.09457187377770152,-0.0008796683108523773,-0.031333242099611275,0.03064939177426916,0.07427913373236102,0.05845217492981272,0.043573496332756596,0.018675638103574855,-0.07476526937776636,0.10087765752467764,-0.06822199260708832,0.03841078167732779,-0.013008614938654,-0.00876025023381635,0.003262666881612707,0.0732230906177809
CLCF1,0.05641759182327067,0.011131781086113261,0.00902142093495103,0.021621691754652592,0.04820181861094951,0.027764079926493147,0.011985566083113082,0.009846523833445961,-0.03853465760877159,-0.041990631954573795,0.03327530788748849,0.010621384604662457,0.03361782899934645,-0.010504909384277757,0.09583525010474588,-0.017016667863680713,-0.015463894679189438,0.034052864353705234,0.07183634850832812,0.0032400642581129962,0.01605208075724118,
PSAP,0.15285449495776526,-0.06033376670369644,0.009232752635719422,0.020193636141557288,0.0066119281233270166,0.006722327547021313,-0.0846174201445414,-0.0214777831163157,0.02574078388451735,-0.03712517288752274,0.06832636510750704,-0.047954511374657595,-0.13386224247979742,-0.0330312199030557,0.03982507101092898,-0.010101220116913105,0.009432340403567614,0.04386782803753352,-0.014975444156236308,-0.01020803541760806,-0.1669407422944302,0.19669008317800793
EFEMP1,0.0986136921369251,-0.07873600919104566,0.05828053572195392,-0.006770663483264401,0.011245128682498919,0.030056810889545354,0.07291266783925231,0.08073446614608046,0.05947847828292211,0.040934068730474955,0.14120159396708448,-0.011706882443518507,0.08186753106680403,0.11436106036205099,-0.051743668154905026,0.051448589130461894,-0.04061391755803694,0.017088645549273397,0.007186922987172548,-0.16901698802625587,-0.07080172773496951,0.019962152672555255
C1QTNF1,-0.016617091738796153,0.028121587962382403,0.12308222654887499,0.08111828364627356,-0.009151677643335448,0.050046383541177186,0.002341068146045095,0.01819434533706464,0.017128247772627052,0.08971167413155233,-0.009619072289872011,0.010548991571564003,0.06359574931047414,0.03804580291017847,-0.00179407398219775,0.08216270698547525,-0.03192457891771803,0.03660601421331117,0.0225946806279146,-0.032540903888071855,-0.042905137216580035,-0.052748218675967164
ALB,0.030981751034445257,-0.031753917157019876,-0.010365594358443114,,-0.038384157541550494,-0.035508771929171026,0.0463352277684719,-0.0034859406971533193,-0.018926906163853643,-0.01746244993539365,0.07427068941577329,0.04050292580775243,0.0064324752968670535,-0.03862137628607597,-0.05283780722006514,-0.014737220307384119,0.012314889468426174,-0.03927387981715233,0.08243476967520312,-0.009828220411228413,0.006538039483622482,-0.11701899986202852
CCL13,,,,,,,,,,,,0.024894362185931652,,,,,,-0.026316887732267185,,,,
EFNA3,-0.06440353304588702,-0.06888848613165066,0.07954202351941211,0.04475762267046236,0.07343923809445213,-0.019638077944200385,-0.042765911322063484,-0.10342384612800173,0.03684727306276142,0.011313506049824392,-0.08304012081235965,-0.005974258225169388,0.07460405375025529,0.17135984401221693,0.10602349362108436,0.07260716797164467,0.038570567991091154,0.010810872569808437,-0.0411634097501561,0.11810806330014227,-0.011506210858179714,-0.1537614219250875
DRAXIN,-0.05611522862258532,0.13742740128113756,0.04477289487207631,-0.007064262154689084,-0.01375940753266444,-0.015911524797450095,0.0382530871180125,0.04548384931653643,-0.0014289451316001304,0.0682697644750714,-0.0013228965583285397,0.03750369035837287,0.08045903423037246,0.03146988075023717,-0.007040404415034979,0.13498251533745861,0.05190085869878185,-0.035619686848992554,-0.05034715466636033,0.08997171158455211,-0.04877825440386067,0.035285581714255505
RAET1L,,,,,,,,,,-0.01679389028937414,,,,,,,,-0.015264207177683602,,,,
NPTX2,0.15994483738872228,0.07841539183001937,-0.030252728604593385,0.05092197620336338,0.035348081224404436,-0.07629343635925524,-0.09515683349462983,-0.13953099686862272,0.04789653794249844,0.014526629124256996,0.04639008599447367,0.12425559778072273,0.07570571376296183,0.02211057974368128,,-0.016405942362621984,-0.007431663620845478,0.011269860887391065,-0.046273127772425794,0.06327993267951687,-0.12966932917442373,-0.013643923827110696
FGF11,-0.02703859922597822,-0.032223741023479906,0.02561283923401486,0.02275884332417841,0.025636230554928273,-0.003263975854151514,0.14282439924050305,0.009200340236632446,-0.03885948948476933,-0.031781064980095565,-0.044129213427558496,-0.012167701771901922,0.0658612085140909,0.06521481303767265,0.08674326490923638,0.0584276909574211,0.07132163421034095,0.05946821758063496,0.11717587525846059,0.12255727032999933,0.05944027183097565,-0.004493233045818218
CD59,0.11967714682820733,0.12311651566409831,0.0517354593507551,0.050142988623476874,-0.05842996360877166,-0.013902194048453009,-0.03644408149336325,-0.022480738834983048,0.013138283073049636,-0.007896296875994023,0.09783376634508201,-0.0010408044214298808,-0.11017263114760469,0.02634409081411179,-0.082836855318085,-0.026486698242978612,-0.03465462419328656,-0.005884929576477802,-0.020213293015153774,-0.08304861274387923,-0.08131021341782373,0.020440879386382907
COL9A2,-0.005712609827808284,0.08558057184480479,-0.021804026475727486,0.006161268631032299,0.06875100831632928,-0.02318087500033918,0.052847680887105834,0.09876308303232788,-0.0095641013034045,0.007062921764077854,0.17301433608573216,0.045433649764242856,0.09970223396645729,0.059013000556896525,0.025242182435868926,0.03827012738942097,0.012287620234706517,0.0314934803650189,0.005454501461096286,0.18035367343876263,0.10483701797465722,0.1853616511530711
DLL3,0.09182159922644147,0.09615275019394091,0.0005543388142639571,0.014210780754836673,-0.020134903579789223,0.11239600521917867,0.04844355614268136,-0.010957599436695453,0.04021928778550693,-0.036666158623345324,-0.08373082613061286,0.011531309956162307,0.040342328663848286,-0.02732289509083979,0.0929343651515754,-0.03541510990829796,0.08442515199805342,-0.028054630631448477,0.0013839225073910024,0.1882888106604203,0.038606624064933336,0.030089603308268462
FGF5,,,,,,,,-0.04288108078106987,,,-0.01769956835995992,0.0108941978929491,,,,,,,,-0.011403426948595648,0.02410539342332657,
LIN7C,0.009169604730842294,0.11730873235189213,0.06972955639315648,-0.00874011491320197,0.03341406571349462,-0.014219517679857406,0.013151580746700139,-0.04390795435039062,-0.003620209140735324,-0.020579109110872004,-0.027279867497972204,0.034400765247039125,0.0008329803071065188,0.002497498406296022,-0.07266656904780207,0.07310726152344144,-0.04157570365510082,-0.05438546119950216,-0.05884571830339005,0.04543207838737944,-0.00235719654740733,0.10950595145781584
GDF7,0.04817667544344895,-0.006442704629239533,0.030131364083871476,,0.0026236630978436386,,-0.006329904248301132,0.01025354150942765,0.022727204642260794,-0.015374732845874678,-0.10515296478391753,,,,,-0.08660694116067448,-0.0662571210953038,-0.019072786778946096,,0.06665107895053603,0.0045966579046177935,
PSPN,-0.0317215769612968,0.008794320291016407,0.000815867122911974,0.050674657852028834,0.07656924649590753,-0.024479230288363046,-0.0031978034067574714,0.023006054063096856,-0.008185682649589531,-0.006281360327073092,-0.007536547300204188,-0.026101745675263466,0.016858120937942245,0.05392597488506621,0.10237899888223663,0.10205886574710535,0.00155976144858069,0.0028760356506717247,0.047030022542131976,0.08924963758014275,0.11601744174894822,0.008072856399471017
ANGPT1,0.06064869953931055,0.026868858149722324,-0.008536368707514227,-0.020968015386017183,0.0027570260304162516,0.07659468408152999,0.05158067662431175,0.0831396410816468,0.0650811850139037,0.05624274366136802,0.10526494656273483,0.080633877326014,-0.02799623593777045,0.005416693007907539,0.03881100814618542,0.04254953782231336,-0.04370858239969154,0.010260698914356353,-0.08118641093375717,0.029486345953935445,0.0006713915617166025,0.06878471452889981
PNOC,-0.005157351954574547,-0.03698252231112199,-0.04164298640997681,-0.0314054827239718,-0.022998970187669953,-0.0525161039032653,-0.0009578045225039726,-0.11580841585441949,0.013758229344083314,0.007492061733336452,-0.1402351152572178,0.0022461008343501064,-0.08113885965580145,,,,,0.00963954421762969,-0.0019516754435538852,0.10458022342689129,-0.13569987508333134,-0.12297022393385995
L1CAM,0.059217964114760255,-0.021097404252982118,-0.05766979935028266,-0.03374300747193995,-0.022157934492776244,-0.008872232321763596,0.007347260792097967,-0.10050395312947305,-0.001544946217213268,-0.029791380523639704,-0.10510209146595745,0.11248944501888264,-0.1637018468841182,-0.04436719251093131,0.10774779793023534,0.09924147883932548,0.04344664381252043,0.029327861181636754,-0.013651232582544779,0.0458371885093819,-0.15736587568499186,-0.18045615399059164
APOA1,-0.03374531116839189,0.031669983489131276,0.003918636412707066,-0.017498846436227337,-0.009733116058243382,-0.02831841357335424,-0.018615161755979166,0.008263235408888325,0.001475220382980241,0.021289419118389122,-0.0369945132016425,0.0442721318913074,-0.015114403729118334,0.0013346331568881188,-0.07098029121162393,0.08076644062011856,-0.027610495145931245,0.09202777156820316,,0.17240823096182956,0.16476492577777596,0.05597297849438927
PSEN1,0.09727345313617654,-0.07110316563640401,0.1618382310194923,0.016919591042070498,0.02031828248726146,-0.019761243445440405,0.007929716470379445,0.07069756433758308,0.058452286803408596,0.005990063559783887,0.20300171410827925,0.05495444257956193,0.10228492773537899,0.041082093376273214,0.011988119342056599,-0.016806397031581256,0.12095780014788243,-0.04934302559231838,-0.01790887741858222,-0.018421009605595652,0.011166212130000581,0.17461019788999793
CALM2,0.15265992275180443,-0.039197972537897564,0.02139590143243511,0.013103110636389538,-0.002074320576316166,-0.06151305425694773,-0.09256011524395102,-0.04848542805530085,0.06642293830873726,-0.009974493074742095,-0.09543583193940125,0.098701943208742,-0.09459687609613801,0.03969024133818383,-0.012686898775232089,-0.08389884003807417,0.0803562461778781,-0.029154404597107584,0.13984069340065675,0.0742447684753595,-0.05485864140781214,0.0809548501899548
CLEC2B,0.06602061669611861,-0.09837103730066599,-0.010078133991340717,-0.02938806610060577,0.00804034631523821,0.05288075403765512,-0.002744729880157475,0.019541469913564508,-0.032396542518957266,-0.008946023369349227,-0.02323306956076883,-0.0043252136697106945,-0.021398783335162676,0.03667991909402565,-0.11508393907676454,0.04245656679471431,-0.001338817028897021,0.03567342829402665,-0.015732447379743667,0.0855386938012531,0.02386737423360919,-0.01008998793014969
NTNG1,0.014431836056882854,-0.04416601718661001,-0.051313505941165696,,0.049874258626588654,-0.001053296234748029,0.0431587348603279,-0.05763322370510339,0.03490831403329433,-0.015349210487167067,-0.0813995663583122,0.056534039247960056,-0.040566374873063096,0.05965686658703741,-0.08532096122276117,0.035708557473926046,-0.030750596895518584,-0.048042592819913035,0.0012316292042970668,0.15603787263825183,-0.02968242461564892,-0.040743873215547774
LRIG1,-0.024200239472973176,0.13438048090901075,0.02542306633451229,0.05239903741576563,-0.0024314028404963596,0.015772420895717554,-0.05573186105309282,0.10451835667459358,-0.0007546105076709696,0.10090199643125211,0.07249079589467856,-0.027628628659175744,0.1469462330573696,0.028187160936473363,-0.012539457516253535,0.09425433656421305,-0.0337748195007986,0.028090073401445568,-0.06593114848085735,0.13418937615510249,0.0022861169538968243,0.22135823808947813
CPAMD8,-0.01755235928407816,,,,-0.015574972591317864,-0.010439021018273703,0.08410727277555169,0.0035789126232935436,0.10948097314178439,0.03281194571638693,-0.033073955476547005,,-0.008240576718163308,-0.03051939972098288,0.026610980139255096,-0.024986399540295898,0.0020558520294951445,,0.031123217826537018,0.021542428207675466,0.014670974612375145,0.10112467488666307
GHRL,-0.03549186544834827,,-0.00884626728360642,,0.021900317718013217,0.00673626601158158,-0.023583049745064418,0.002823400839162457,-0.033717321307944484,0.027465311402517272,0.00034786418793244497,,0.017122998573252095,-0.04111938971382024,0.12039976795719404,0.00952846940132035,0.05376912068966764,0.07130117547629237,,-0.055057299439904374,-0.012920735620252317,
NPY,0.04093650529157807,0.0491643498453469,-4.6015817741864084e-05,-0.01650160420298192,0.04973768563300343,0.028337765571435986,-0.041150276462939596,-0.11286091065150243,0.05783821377211552,0.06432022881921101,0.11912825598705337,,-0.0007522905395034191,-0.03564004986033789,,0.011104258155537314,-0.014287921772422264,-0.029371441682418828,-0.0746269466332362,0.04875397032732773,-0.046046625195492824,0.0192386637580906
MMP2,-0.07287366766368951,0.15932352584828252,0.023106058912415788,0.02862575932005733,-0.064354247526493,0.11923707963502102,0.07028245538590394,0.0481404267061039,0.004086866077322275,-0.016332021660066944,0.0344665826916174,-0.11299660057569515,0.11521651868237695,0.0022899047418416607,-0.043428298599252055,-0.012496558217723023,-0.005821229913996479,0.05634699334633397,0.002922725589130122,0.05026093079032763,0.10565561556166564,0.0023416275317631637
