,MGH258,UKF243,UKF248,UKF259,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HSP90AA1,-0.049512130853132844,0.04061567410921354,-0.007828133246491781,0.011971222868591978,0.02291078570112376,-0.022394540884146923,-0.1060278543950968
BMP4,0.0035243076223488022,-0.03769082145563337,0.01406255447844437,-0.007064420877809051,-0.006384569119548032,0.01937666542408081,0.010235315397303428
SCGB3A1,,,-0.018359656550188785,,0.09831800953440839,-0.016231617156897277,0.002673424541202615
IGFBP4,0.052641717054623956,-0.03861781378478342,0.021425201946699113,-0.02004562456068131,7.58339151532166e-05,0.029596201538529945,0.020648404045870386
RSPO4,,0.08493551177208947,,-0.019131048270145744,,,-0.007892298920802636
LEFTY2,-0.018903031133809672,-0.003915006821125652,0.11461995444487615,0.0026358255319412363,-0.020920975066557893,-0.018236480779117957,0.06585995250253504
PF4,,,-0.019045196514856682,-0.008508126097221807,,0.040887052269073736,-0.02107044592021362
ANGPTL2,0.012287076100069239,-0.011179424517931495,-0.0037014307483102813,-0.004656424274430449,-0.02932557799980527,0.010418571566892316,0.02985844178177465
LRIG2,0.0015471404218630983,-0.06757114108772444,-0.029065252705632233,0.02689017192912333,0.013956189930711441,0.00805287719027141,0.056318628068038466
ICOSLG,-0.01581664321406315,-0.038341051617292086,-0.01628731987816715,0.0424933729430763,0.020741596973971828,0.02199180864222424,0.052959515948050304
WIF1,,0.003229199447887562,-0.023455287132404367,,,,0.0012175311119921079
NPPC,0.09354232026848197,0.0716946088003233,0.007187071787605951,-0.013198201735355472,0.05382668240464888,-0.027505075689563983,-0.050637148549106906
LYZ,-0.031702189894407956,0.006113456510194835,0.033110029903528605,-0.004697296837682438,0.019850335469597642,0.022680115734854584,-0.03763528918348361
EREG,,,,,-0.011341913867200923,-0.026879779083409855,-0.024258325011147403
SPTAN1,0.14000473677914554,0.07170003899259304,0.03923572175432833,-0.025824008146706028,0.03724185113458566,0.002528088427233981,-0.07445471387247109
LIPC,-0.004699222482084098,0.02376333772720431,-0.023316326464898243,0.022420914306619626,,,-0.001558102420148557
COL8A1,0.06593257489608018,-0.0007959048172016499,0.08288622611401097,0.046743263383467376,-0.005999273706053858,0.013219330899697162,0.06421483644518644
GSTM2,-0.0011849296447019842,0.006125581587586339,0.024245406119255037,-0.02154859503740924,-0.020285467259472476,-0.04493802361522277,-0.04079121014851512
SPX,-0.02864983294250141,0.10417086015817369,0.01841187054601292,0.011608878921942001,-0.0069718892909986984,-0.01804960733759496,-0.01074748439349265
MFGE8,0.021156592787349732,0.07783931241693418,0.026866173106052983,-0.07927597332422291,-0.007693163207605646,-0.001986264969785478,0.056820865136320786
TGFA,-0.012345155188988065,-0.0567809080866004,-0.03247475725435902,0.04865083012322117,-0.025471724124940528,-0.002961286408457607,0.00958666927256206
SLIT2,-0.019648227674857074,0.01284656375326619,0.06125344731626618,0.012791935807091035,-0.0031404833179972383,-0.01783566954297286,0.07810298915112313
PLTP,0.02726372159374891,0.018391693816987017,0.014934642438954635,-0.011635724440204177,-0.07884533128558999,0.05769257998301506,0.017111373101924447
APOD,-0.06578726523485777,0.054674224783766594,-0.06408009658922081,-0.00199630031832312,-0.00029005038108251876,-0.013062650094937662,-0.11647610226438325
B2M,0.06769854708120118,0.07907653506776048,0.039627030356472116,-0.03682542031035296,-0.07572695841491826,0.08971983814797908,0.078612319041144
OMG,-0.0332570372281884,0.012515302994777171,-0.0015368588269779899,0.010282263357825384,0.025357853174743237,0.020676537134403025,-0.08302352205995361
CXCL3,0.014594584233551828,-0.0017366794511451125,-0.01748044345261987,0.021672653286471593,-0.04507742346002732,-0.00886719116703989,0.03433088711478223
CXCL10,0.046175338028104924,0.02624383014479519,0.04522479601357144,-0.01057853157386725,-0.02544931986530743,-0.01949840008018738,0.022603180836925526
RSPO3,,,0.017042951191436968,-0.009880528605151567,-0.038767758293621994,0.034573176832586726,-0.047346005104521
CORT,0.029927927369703382,0.025346862437893188,-0.024979651195238612,0.02892198454852064,0.03336256768525907,-0.015212285360252282,
NCAN,-0.004060341766613476,0.05849545436779188,0.02586796089735496,-0.00785664323844573,0.054960864076576375,0.035328661456713775,-0.062271675160847285
PRG4,,-0.032552997706996524,-0.027610733601068235,0.10839515318847551,-0.02699330255628102,0.06685831320137142,0.05734423800015148
ZG16B,,,0.043212528189803756,-0.011317988990202914,,,-0.01797525135090797
TGM2,0.05018172959554324,-0.02794608557324609,-0.0033437853451874834,-0.048304170923381455,-0.020100657413461304,0.018336511508199583,0.014366522379129712
VEGFC,-0.01909180226991363,0.027277300504164364,0.017933911711400057,0.031685499258537635,0.0820759547817875,-0.030479875618171667,0.0374180801153177
WNT6,,0.010803400207344847,-0.006636303428890261,0.07229723907462007,-0.03679082858028989,-0.02827271227389816,-0.018573827610042625
NRG4,,-0.022076437242892162,0.02317363424235449,-0.011868211006662658,,,-0.027932187891719373
PMCH,,,0.050668014033730606,-0.016444562592675856,-0.025050138696793543,-0.02134365020878682,-0.0357711865219749
COL9A1,0.05878932411352404,0.05114860184866759,0.031069273312594358,-0.012395480186455953,-0.02453759353376706,-0.027972080731001894,-0.0027455142348745297
GDF11,0.005273109331269388,-0.012075103886315514,0.07772830175993085,0.022801992278127473,-0.013906216357383103,0.046671960771597694,0.03535607637921437
IL24,,,,,-0.018676779780882936,-0.014305265442237626,0.09675275788718522
SORBS1,0.023516916204847697,0.03495775209704611,0.048826271726350075,0.04341604754765718,-0.10804031147676298,0.03344010333914379,-0.04689433554919584
DLL1,-0.014966500888315514,0.07954205268250422,0.02150497130239435,-0.00017490804369041195,-0.022610972993263638,-0.005018351951061836,0.01207751015657447
TLN1,-0.03357411993490696,-0.06436177627419008,0.0219484669179254,-0.04822140110538674,-0.007776562458001421,-0.00603620305740118,0.08161374233608186
COL2A1,-0.01793208373225678,0.02773921305943342,-0.036159983911705516,,0.0411213185948154,0.0111075238992391,0.035144656241708594
SHH,,,,-0.010133571291479907,0.0186683301539062,-0.021133500343531533,0.08103123537438452
PON2,0.0175565926351835,0.04938396176814462,0.04205618720627443,-0.003077170716646816,-0.08792207494018674,0.03274895393592032,0.05443404314739991
ICAM5,,0.005236120402552433,0.020331996152802064,-0.015793890099949942,0.02780763652919319,-0.01689753951403371,-0.0020140173898738414
HPX,-0.020368733097484815,0.21166895442293227,-0.013601707778510816,0.048902586979547434,-0.01423465504536544,0.03288321188345059,0.014465376727993324
SFRP2,,-0.029419579345054302,-0.02440921231085971,-0.011541039527290308,-0.05685332901710579,0.01418226015254178,-0.005368234454211857
CFC1,,,,,,,-0.024715591362990955
CD70,,,0.010607885832484487,-0.019616483448442877,-0.02420467302534278,-0.00920697630279407,0.02590661297276355
HP,-0.006950316129640521,-0.0031497253885970737,-0.047718753985390175,0.010717992752850878,-0.08470194762909196,0.05697898994434682,0.04310316082698885
CXCL2,0.05225169882847498,0.05298219952883873,-0.051375303999404535,0.05352723083224821,-0.026878224412554906,0.03274962650117888,0.02624318266692261
NPPB,,,-0.009213871689440323,0.07258284803491011,-0.010636337878951,-0.04170353049556994,
CCK,-0.041025503906550534,0.10049307822718453,0.05649093445877029,0.013104455047007527,-0.04056313770964918,-0.048347451864745095,-0.10205383633177559
SEMA6A,0.10834048842989696,0.04696175613517624,-0.01675903575643957,-0.01711264700182419,0.04591706031966225,0.03846265245170368,0.040790346390067476
IRAK4,-0.043134147557043714,0.006623653226727444,0.016658859971320106,0.046936905471990156,-0.061239680612372845,0.01259271104611319,-0.016693618982409664
GSTP1,0.029475386028897984,-0.0003594541933200588,-0.08073305436523914,-0.004854196915635806,-0.00807810996171814,0.06429834701737205,0.06836526617285747
VCAM1,0.02382479293327487,0.07331075631871224,0.03373287571578572,-0.0656892635698573,0.042250473897695984,-0.036371874811939334,-0.006364494064152103
NXPH3,-0.006887182009088129,0.020680205916766736,0.0874516944690194,-0.014622370733414006,-0.045346055095952006,0.023030587959881534,0.017453474670601606
MTMR4,0.06317971161848593,-0.08117016344436713,-0.0726718915136282,-0.02275551212605472,-0.03358048298031088,-0.007998845172929026,-0.008131278405786367
LAMC2,,-0.020160130260485545,-0.018590824442058947,0.027699973845680036,0.01657805991115681,-0.018786827506116134,-0.008076108645251625
IL10,-0.019830569260020633,0.005112091234836411,0.09874347849963158,-0.0021024383951073074,-0.043704268204893044,0.0027950205262173263,0.030087321940181974
SEMA4D,0.01607583367202119,-0.0061648207211316385,-0.011499453665527824,-0.0404455165798927,-0.0047329632825843185,0.006295390948104721,-0.006974322432578104
TRH,-0.017529938096548178,0.03737029287762829,0.029984283670104517,0.03602677614398754,0.0025466971590695337,0.061066862285061606,0.09862039842896687
SEMA6D,0.023098360391175642,-0.011751870314621311,0.014335182591720685,-0.021451684879753647,0.005887566116830957,-0.01633538217991693,0.02421100418621533
CEL,,,,,-0.028283128150432258,-0.02335524275923221,-0.028736477957365406
PDCD1LG2,0.07407896243087099,-0.009771848665181162,0.030969484480499035,-0.001554044933263564,-0.04521710222618911,0.0018973431227649294,0.08188455588189296
SPINT1,-0.012343384684303089,0.00692249618278156,-0.030921583629581598,0.046177700466872515,-0.01283794643442288,0.025694123547332248,0.0460038382727517
CTHRC1,-0.016508071708693506,0.002566603252298952,0.01001427153557379,-0.023398810136909764,-0.05958028564521143,0.009526452094114913,0.05165055041065004
PODXL,0.09362136418225342,0.025817292445698883,0.03394904094173396,-0.00027544907258621437,-0.07310190413019062,0.031163357527949038,0.06888206760899261
JAM3,0.003303551940484904,-0.01946499226997594,-0.015017016393228541,0.06522152174900112,0.04739826620474202,-0.02730112977727705,0.011573117672652912
TGFB2,-0.02680317803460174,-0.0021610444954834485,0.020399164553260688,0.05998199909233335,-0.010431025472261164,0.05998926870468239,0.03748752994606997
COL18A1,0.012724496020764513,0.07271245455373161,0.05910995925729128,-0.007310722099737899,0.0016217117072679366,-0.0263365742772992,0.01754116064370015
NODAL,-0.027733262648154983,,0.07362312130346758,-0.005172613282318505,-0.027919922477510576,-0.01767037260708786,0.021439404973797604
INHBB,-0.020059594725951098,-0.020221832745362094,-0.04023676636904689,0.0055652533882827515,-0.03193808079553837,0.039850014491616736,0.08506047341132854
LCN1,,,0.0180380877351388,,-0.029697350460104598,0.00820965579014308,-0.01886641224480515
ARF4,0.049123663961016466,-0.04132585983859564,0.01168741181766315,0.0056373334702696795,0.023998940871525442,0.004443822463875086,0.05397147327602747
CXCL14,-0.020305273950012317,0.07156177226285935,0.021705305912070455,0.032849309205602625,-0.06592083511626562,-0.014985053338310867,0.022449633724215802
LIF,-0.023677475364422416,-0.030511654446560458,-0.029570053373700275,-0.04196181371356722,-0.05915048845682059,-0.010259742159460654,0.10632679745842068
IL17B,,0.12090743655610105,,,-0.009486034303333247,-0.02671918930490005,-0.02133107275975433
MMP1,,,-0.02563052719552467,,-0.040829892861832646,-0.02750507390637329,0.020307357662139234
MATN1,,-0.018985860720305017,-0.024409215637200804,,-0.037367845093126795,0.05476473037951026,0.006322169059184691
ADAM28,-0.052725837959501615,0.000780841104074312,0.03692453434713746,0.005410844013138718,0.029827880018478498,0.04426533587227141,0.024720294709338113
TCN2,-0.007388342853221633,0.0007640052075071125,0.029535842405596972,-0.01226543434161764,-0.014534634126627486,-0.02267964620758881,-0.007060019590394852
THPO,,,-0.009290721228775929,-0.0067335131008168115,,,0.004390566088108019
CUBN,0.10752992582382119,-0.047115010466342304,0.019569472481655158,0.08980805388874125,0.012731699391382993,0.028578682132514868,0.0351937849911614
TIMP3,0.04142137866314564,-0.03911428720267433,-0.015939433760365683,-0.04164921225283145,0.00424410300466001,-0.06517045515614374,0.013235009951924675
PIGF,0.015755546569016763,-0.009517974708618137,0.006374396619428902,0.005617096269041768,-0.045640628194004544,0.032003650607155244,0.05687138006800494
CRH,,,-0.02178136913057858,-0.011430027059026378,0.005986554023660989,-0.008148375370881264,0.06558848064637227
BDNF,,0.05203439925455281,0.035611524423059274,-0.020452762395341755,-0.04422820579400185,0.03527599422047714,0.060938197418472964
CCL5,0.015554475605737876,0.06276573686435571,-0.004023050800519932,0.0037461512308959717,-0.008046048940551892,-0.01879656614153337,0.007570774463251441
GAD1,-0.010698904373866771,0.0387502165764628,0.001320184163988874,-0.02227288032763366,-0.03360563577661862,-0.01736296205947248,0.023988820734067426
COL14A1,-0.03398325849965424,0.018142143301270928,-0.04405259478497785,0.02878606472713619,-0.040553440601479106,-0.0405028849616888,0.032190297279940994
HLA-A,0.08079374805691039,-0.006126984822702469,0.03168559150081053,-0.0102283336263163,-0.04453310573395976,-0.03620370998614206,-0.012610380290869267
CD5L,-0.03351650319171834,,0.04020114778428142,,,,
FGF18,,,-0.019708199930789,0.022360846881472364,-0.03055258989098133,0.022277816815141377,0.08786526437799333
ADM,0.018913284652479115,-0.09606706166810451,-0.02085926355425099,0.03666000814179189,0.015324134441527066,-0.005204093219854834,0.06492009676046032
CCL15,,,0.08419286531474655,,,,
GNAI2,0.05335201963575433,0.026682177598904774,0.05084528780844697,-0.006304079319061966,0.01963177661218392,0.06465925904673978,0.042803245233741787
HDC,,,,,,,0.03193611816088367
COL11A1,-0.02207768826442053,,0.02374083752281377,-0.0002916692215228098,0.049944706879841455,-0.03721387527352558,0.10872078195180315
NUCB2,-0.0038460514369735386,0.005433291422613831,0.00048612836665056327,-0.0024694883528217876,-0.009269785712044575,0.009805271780384301,0.009409896981133595
FGF16,,,,,,,-0.01915481634337257
CXCL1,,-0.055538253841624495,-0.001437401234578794,-0.009146555300004116,-0.07544845740144639,-0.01642744445337657,-0.003182602842568439
VCAN,0.010642229435957823,0.09454420734833636,-0.025741258294712716,-0.025605647668105667,0.05534678918034497,-0.006850726004103899,0.03460431168729739
MMP7,,-0.05357369499606928,0.013985519018108973,-0.0023868946816332694,-0.04066129146966774,0.019780227074818506,0.08389491489590355
PTPN6,-0.005151280277268955,0.002967209942865629,0.025476917415777053,-0.008091294913511562,-0.013783994176266114,0.10937134254890027,-0.01585373810957033
PTGS2,0.06817590368684459,-0.025266567234546164,-0.04156916318074804,-0.02006958216415931,0.02246352646841795,-0.017200220397127645,0.02204229574552778
XCL1,-0.017119117356299188,,0.03480253699008598,-0.00988053026806454,,,0.04004267687630101
CD58,0.0085883394728411,0.0601576449895741,0.0160037210007607,-0.025383354229832917,-0.03609374279815924,-0.035713930883166,0.08126385329697997
TNFSF14,-0.009903857895261789,0.1118858987567247,0.03519061973425242,-0.008454058457039391,-0.024440464933732167,-0.028398970889808754,0.042519008260187986
CNTN4,,-0.03140814150015446,-0.024241163662530683,0.13107668399190564,-0.029482940241990958,0.007003450174910669,0.0367843043314748
NTF4,,,,-0.012498438097566891,,,
INSL3,,,0.09315199839432207,-0.00908106924082607,-0.02718084518432684,0.10778826731062244,
BTLA,,,,0.08384015923436614,,,
MFNG,-0.08120880626640481,0.04505926884543263,0.07087651198701758,0.008800517592344391,0.0013502076498443085,-0.021704291560263732,0.0766053035587743
ICAM1,0.023233662903569253,0.06987468584614033,0.008114342117612668,-0.025568396360433305,-0.06895105329542098,0.0019240845423981433,0.05442333979417431
PROS1,-0.0018703450388000964,-0.03227141672180541,0.08193914494830579,-0.05547961031019109,-0.04728538306037018,0.04082403574356506,0.11402918684097868
CLCF1,0.0249218967036286,0.01013995827213341,0.003520348817868302,-0.0019770934392134222,-0.10447256274249887,0.020375605828197526,0.10411495291879255
PSAP,-0.03537295598779934,-0.003889281932098386,0.09349854663620669,-0.013028894182029712,9.385444951871256e-05,-0.004773267978212456,-0.017182591386712187
EFEMP1,0.02105110622879196,-0.014626170481537987,0.08604574738953238,0.030860810966115402,-0.08686451793261732,0.08465036129728526,0.16051289674433433
C1QTNF1,0.05138352785775187,0.017099992473066327,0.02945837727845027,0.04442780536793649,-0.04362786719775358,0.04961281305513137,0.07656673943163915
ALB,-0.025772430685582586,-0.026872429940759054,0.011474596421709954,0.0024338180057446967,-0.04029121653979243,-0.0032971317499465506,0.04454850279113164
CCL13,,,,,-0.01814291461303656,,
EFNA3,-0.023693733639656742,-0.03892425485053942,-0.026659399646389113,-0.015260183292464058,-0.05838284713552435,-0.02757027766778382,0.07514517590568816
DRAXIN,-0.01759622446422432,0.08629805074566817,-0.009522745600825612,-0.039791925667152964,-0.018064654948818003,0.022331996530893426,0.06585977846897567
RAET1L,,,-0.016656594581389787,,,0.05610927263430387,
NPTX2,0.026544686604763255,0.07793318627956443,0.0431426735960029,0.02680895187087059,0.03442821028157448,0.05634032598701792,-0.004295929195094073
FGF11,0.014245792918696862,-0.0644404722556462,-0.057305394463388996,0.03464041576754969,-0.012276697993106078,-0.0044830096988447525,0.04939239411631824
CD59,-0.012894079264813375,0.05754140188971226,0.004918937709856139,-0.008757737623641862,-0.04319882209674359,0.03898932635043893,0.008868989315524151
COL9A2,0.062096455152005285,0.03210090890104295,0.06564696417711614,0.006135235032176165,-0.043856939779844804,-0.002471964323532816,0.016554921060607096
DLL3,-0.02381760523403459,0.09203287148740144,-0.0069325290030838056,0.0013713330766468633,0.01470801700642032,-0.018439925855322187,0.017743112915108904
FGF5,,,,,,,-0.032858089260700725
LIN7C,-0.03900636911592465,-0.03877846631683193,0.05578867700679501,-0.006319669354438284,-0.00030989265593054873,-0.0035332138927234814,0.04346195223441631
GDF7,-0.0177320608216995,0.04220358706551688,-0.030738468980137684,0.05371243629864958,,-0.014305269974435368,-0.029715426938559292
PSPN,0.12776405687989925,0.006268599682211689,-0.0077230302083978455,-0.02988212821923587,0.0026631620477921285,-0.02315940700043408,-0.0028490007308119856
ANGPT1,-0.01344805541141489,-0.021440371060220467,0.06056864753236375,-0.012689028617386222,-0.05842568032975731,0.048543186249379304,0.027334084758101087
PNOC,0.011687543539557038,0.06274243604337909,0.05621783385212045,7.518899362564419e-06,,-0.015212287015302571,-0.004388381437533828
L1CAM,-0.026627422687695367,0.03080451079707959,0.02117580521018562,-0.010058878847251053,0.004716164572661145,0.02946342515208706,-0.018979841951743372
APOA1,0.015702729668468494,-0.013320309346329976,0.010176351460430591,-0.01414226494506834,0.04546574330724663,-0.0026667709605512264,0.13427451431153103
PSEN1,-0.001381531815636032,0.012637899444255005,-0.009020435800404687,0.08427937716149907,-0.011472597829994336,-0.008090141158407506,0.013220624719700957
CALM2,-0.06008470096624808,0.044963118503727396,0.07260593096842809,0.011802216106695056,-0.017742052760762454,0.07113244293911182,-0.04194660037729274
CLEC2B,-0.08112748937698985,0.05714175092891719,0.05106432464428809,-0.008572152576892854,0.010641906582810279,0.0507233192479822,0.034098292084557544
NTNG1,0.05400196527751118,0.02222039888003549,-0.05389340644255822,-0.005646340250778609,-0.07571417637384577,-0.031830803914289794,0.06193522420675729
LRIG1,0.1294313758064659,0.011133257840505529,0.05577039016821403,-0.005356885271314213,-0.0397011247999791,0.0377470966286201,0.02045374386665989
CPAMD8,-0.015602691747510852,,-0.01219988507407357,-0.010741284522735125,,0.03348619307978366,-0.021070464859929996
GHRL,-0.02489297299406999,,0.0060596101556047695,0.016912121827457657,,,-0.01857383401314313
NPY,-0.022889757737849264,0.10143598096994078,0.009057948019520276,-0.002326904412019806,-0.029811714940048143,0.07499417292489792,-0.007758980889073763
MMP2,0.09099682006364332,0.05181935422892474,0.005575718953346244,-0.03800383340219263,-0.008444764230722067,-0.03897712592262702,0.03906795730741197
LHB,,,,-0.009354847634678054,,,
PPY,,,0.07089768801538507,-0.016284061360864827,-0.03610345538214628,0.04824735228134841,-0.03771871466026388
ALKAL2,-0.0023028892064170347,0.06966194393918508,0.015744112771076166,0.11578833126407824,-0.05758457298669947,0.03224922173161211,0.06526788440426069
CSF1,0.049068844526612754,0.04148048513073483,0.03768143559883976,0.013951142503734656,-0.021209264674172133,0.0056360633733017395,0.05178622852458048
SEMA4C,0.043851916430197736,-0.07856247533272988,-0.001170413164010156,-0.005377229019881281,-0.04011604715747396,-0.03424314063954818,0.010694663028640037
ICAM2,-0.0027778610723254733,-0.03316959530345687,0.02920806326921091,-0.00795093023130062,0.01233204756056449,0.016299891596302806,-0.03389962835496756
SYTL3,-0.04263742865914164,-0.018745987826429795,-0.023447518676508374,0.053183465514202576,-0.0496856472037906,0.035271751285937576,0.010529801953967148
IL1A,-0.018130077048568158,-0.03302811907711152,0.018498579126195912,-0.0019496989267919296,-0.04583576894396137,0.007430260474572483,-0.01804431952065523
HLA-G,,0.0505683270100175,-0.025630521766252874,0.10479984297097616,-0.04001983765069305,0.010637007155951738,
PGF,0.11060921283385775,-0.06596131853014345,-0.01789036210319869,-0.014091230197058949,-0.02669904520313151,-0.035972115502217565,-0.015291109117045195
LGALS8,0.0682743197300905,0.05063149377248749,-0.012644535213360272,0.014477071512907655,-0.0066570364127227005,0.03941790634558306,-0.01277893692280186
DKK3,-0.014430716723036393,0.10865724690427062,0.04890996009379021,0.025645393514353052,-0.03433127151972523,-0.02422090674118447,-0.053195988726754385
COL16A1,0.01931671589380558,0.05142856603304452,-0.0002754351932239206,0.03621111229068677,-0.03755517805958965,0.0021984359831459382,0.019855353955774056
TPH1,-0.029066998482861,-0.025285709403118743,-0.018819312271264665,-0.017980011837808865,0.04986807009764247,0.026588154033327278,0.16028190888972585
TNC,0.019821979631690398,0.0017730890565079442,0.016907949420228944,0.06295085271993867,-0.02844505926767659,0.034058253217226844,0.0967926119588967
