,UKF255,UKF260,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.03795831222286112,
BMP1,-0.05225598195433373,0.10273029224751347,0.06551510506408204,-0.03721265567678549,0.1648234233172219,0.20816908945213555,0.11444671139488824,-0.017130329669657336,0.036729583993306544
NDP,0.020786105353643718,-0.004154216580987104,0.015032284089802679,-0.042337109369586824,0.09112503006958972,0.0931699142403467,0.018801785086510033,-0.030072136963216287,-0.09552902159207512
TNFSF18,,,,,,,,-0.01193372029262638,0.06914878939120239
RTN4,0.019916513124235997,0.045926357557508145,-0.06024718261633045,0.04925288350464179,-0.1484372044242057,-0.10717143282330753,-0.09873235378817306,-0.013061088099920733,-0.0074178422879383685
HEBP1,0.07500060978173215,-0.007489400137101776,0.06373167268844931,-0.005807594324885264,-0.021179950146761148,0.07937836469060354,-0.020398638997822786,-0.07565976950205765,0.020875597809927916
WNT7B,-0.03699005143518906,-0.008062479704563346,,-0.006100251956213804,-0.03155444697355831,-0.023401817342099247,0.049582885843468545,0.035859745459760464,-0.008019701463586222
PTMA,-0.11721125716226986,0.06049377229918314,0.11186400769131943,0.01833227267249641,-0.0715333152689648,-0.046030213157216074,0.02427971294050935,0.0340506715415469,0.07495216730177412
FASLG,,,,,,,,-0.02975704309450855,
CEACAM1,,0.05111550544862371,,,-0.05098199961219008,-0.029212767419195637,-0.022144383674202,-0.03168855896593999,
PDAP1,0.03687887549391718,0.033820370775171145,-0.10445401482016833,-0.0004904018360521079,-0.01500381553610709,0.03324466398145109,-0.005891130300408542,0.0017216367958516404,-0.07696266359951592
QDPR,0.010731930491020265,-0.0844831706110226,-0.012223453123992397,0.024114971801956573,-0.020410472859767496,-0.03256082476452945,-0.0252505511398425,0.017423159071110573,-0.013387722623534134
POMC,,-0.02238183661183255,0.08065160777889968,-0.034049149754818646,-0.010504451126531339,0.07392577065424216,0.029181600669766022,0.03883792353873808,0.06894560194953125
CCL18,,,0.08647306526340617,-0.029105147710311412,0.027823030232535927,0.2129338744413178,0.1602926674677073,,
CCL17,,,,,0.23750581090619535,0.2608202750855507,,-0.026971417265431383,
VEGFD,,-0.006823137559388787,0.005060087565549035,-0.0063641499149882964,,0.09341725429251943,,,
TNFSF13,,,,,-0.011725555886193551,-0.03988607718745613,-0.02486665869339342,-0.005107901455780189,0.09326109355666716
WNT5A,-0.011711847588260844,-0.14541176874184886,0.0628356095101749,-0.023461099101076816,0.0416014733177976,0.06832051667506542,-0.08551892687022479,0.08467354807044089,0.13804648015121723
CXCL8,0.10201214646536153,0.22679625316788476,0.05406681600966812,0.04701450140703908,0.20516521582010314,0.2573230145589095,0.14294694089023743,0.1293070205280544,0.08384256458217507
GRN,-0.062318563500054325,0.020707828442513666,0.010580733869140702,0.0008933808520865933,0.03801639554989847,0.09795055400223633,0.03184032423295339,0.029341307618223372,0.07631481356529929
MIA,0.04664458200726796,0.07474097600255214,,0.005878425410511724,0.05006769086360639,0.01156625566064245,0.11970903534869083,-0.0450350285470374,0.02733925922282861
COL4A4,0.045720022405671905,-0.1433500626411863,,,0.006580559683676109,0.00819553223030049,-0.03563476359492531,-0.051287294858006455,0.03318791535357759
TAC1,-0.062182064566284105,-0.07935722643855339,-0.028106924780355372,,,,-0.03820537038521165,-0.02386330877738973,-0.07035629189718579
RARRES2,0.06574471219251025,0.11561569201000886,0.02273115750926053,0.0654649044507347,0.16988596744937084,0.2049851761717251,0.06697791280109115,0.018725440420166623,0.019969941776362948
FGF7,0.008913224339186234,0.022334995696013236,-0.048782205993249464,0.0628187583071058,-0.034702934758351886,-0.022004835495884587,-0.025409495783567333,0.03351416368441563,0.024755409384726708
EFNA2,,,,,,-0.0020407886609934804,,,
HBEGF,0.028489002604497517,0.17764654653338105,0.007644729936085275,-0.026431821645719965,0.046189769051684405,0.0038516842836288185,0.046087165565228634,0.07188492148588725,0.08769538081743926
CSF3,0.04902378711099992,0.23345312525309686,,0.07874419290992794,0.26634588463513903,0.3008672384095028,0.2939880437530312,-0.028396741548288053,0.08070607478462673
PI3,0.07920477839062977,0.2535448713448122,,,0.19245823336632073,0.1698552608751576,0.19018516132381197,0.09793922048393905,-0.010823364709523473
PCSK1N,0.013960817497317882,-0.1904640796037447,-0.04496698979944633,0.00250754437267674,-0.07122296577296534,-0.16526612079265465,-0.13275832491012077,-0.08095253326127184,-0.07985989025856459
NTS,,0.11770959993020184,0.1838447330583733,,-0.06072784938894113,-0.054145995051073446,-0.07340346308096313,-0.04205170201876445,
SFRP1,,-0.03503496427511501,0.07123256320839619,0.006929537778601372,-0.06747715200373285,0.05837453154210048,-0.09383226662944746,-0.00950073101826948,-0.04840158820541757
CXCL13,-0.029283496269753923,-0.03472009701357107,,-0.00712362761943793,0.1326061460222182,0.23551577556177353,0.0049053104464632565,,0.031466980297803294
MICA,0.0783734042510416,0.01881836480944746,0.038712655729117904,0.051186558848824566,-0.01932193146300091,0.09115262435763548,-0.05493159764778221,0.03739975168809292,-0.05541240425059221
TG,,-0.06884769873716923,,0.00040094081315694425,0.0017724545668269583,-0.007553151353088228,-0.026128267929487897,-1.3000970154829802e-07,0.02348374569302551
ADA,-0.02051650225456112,-0.047322029216546414,-0.0006101412568979576,-0.0007379454816093596,0.022043876561138293,-0.02237322731398021,-0.04062688109613841,-0.00427728370427841,0.024923025230527474
LAMC3,-0.05399886013114384,-0.01697157803114056,0.06912530278293809,-0.015183755600939467,-0.007413939562978489,0.08288132945537394,-0.07968962071324143,-0.023946566005072133,0.14178757809247106
CCL7,,0.18485425397088695,,,0.10201254322708092,,,-0.014760205812580467,0.04541250401688176
NGF,,0.1354298902066547,-0.01891799532694123,-0.020074367891786373,-0.020673235213581005,-0.02479222063974811,-0.022976935210157964,-0.04167043728808973,0.054997855530420726
TNFSF15,,0.011609340894574627,,0.04642774768729448,-0.02068434859295054,,-0.0009278170855704443,0.020010786545415108,-0.017891862548380197
HMGB1,-0.06028344395813684,-0.1253662436985678,0.08977714943351428,0.03445142890076763,-0.14326758200842804,-0.0639827832771671,-0.027795093256288244,-0.06575582077121221,-0.028755019229057502
ITGB3BP,0.05609454955813617,0.028219604727969777,-0.07094541201894371,-0.022915933622866962,0.030278984808765532,0.05776087687141057,0.060225076607101594,-0.00998372307038895,0.006524649795302336
AANAT,,-0.006599412814794358,-0.017785697804943754,,-0.04755692697584841,-0.04402231270692166,,0.008749341503546124,-0.023689012270301443
RELN,-0.021943078665394397,0.008564689303935532,-0.007640186807382799,,,,-0.023812787779734505,,-0.048697344443222525
IL15,,0.028499121864521353,0.0726243373889475,-0.0038699371680432264,-0.024540229255515147,0.010954009665690127,0.019270080339706775,0.0028739397881746807,0.09773784450258184
UTS2,,,,,0.061380287700139376,,,,
BSG,0.018140247903148634,-0.028321397184123076,-0.03135565856104874,0.04533679457072953,0.23064770475786628,0.1794196001987323,0.02260622945345827,-0.034099065655116896,-0.03724190494124916
ADAMTS3,,-0.01887975532919212,0.05034552417520266,0.03153312560669837,0.0063399191068525965,-0.1296640800254894,-0.08176861294972823,0.030718640628278445,0.007408396061038144
CD34,-0.024080063378102565,-0.0021535445411503817,-0.02876130918145458,0.05532567295714015,-0.0013144052594855648,-0.019643051360645016,-0.025776282521206374,-0.011392104179166414,0.006248722621924181
PLAT,-0.016730829365276693,0.13015586581125968,0.046237297392057605,-0.03608768129302465,-0.0977080860415262,-0.1617787912785374,-0.07028072337714812,-0.011261373809497235,-0.02778578649497382
NTF3,,,,-0.046880723479309445,-0.00996170527022725,-0.07623616012044471,-0.06722043975748698,,
LTA,,,,,,,,0.035696842616692544,
CKLF,-0.0032889917246525812,0.0022046762744863673,0.09380975643323139,0.03976788787791755,-0.03289864531966711,-0.09413821076603297,-0.03341870968342738,-0.031987700011066045,-0.03427379731307995
APELA,,,,0.02701045907993874,,,,,
CD24,-0.016947589887577705,-0.10891591840805503,0.04855941065584504,-0.012305625858633191,-0.11263508011358424,-0.15194155060319062,-0.0671832667886206,0.03331975834426648,-0.0017903613197131686
HSP90AA1,0.0416557759145733,0.01411833493375662,-0.04304647177077627,0.018671508418139356,0.07279772065213432,0.1405755549897036,0.049819263907421384,0.01428263253872715,0.053335912956720896
BMP4,-0.041975823303355496,-0.012845181673174767,-0.009311074578884443,0.011760360321049655,0.06999058787254732,0.015223249030541014,0.047680565308957014,0.05019993376423369,0.09364669679094086
SCGB3A1,-0.01841931473189888,0.003202030108801322,0.003806058201908158,-0.04607793308237397,-0.04180938799552892,-0.039606260382130665,-0.040940466100332175,0.0505872162595992,-0.047603207493993126
IGFBP4,0.04782067840049964,0.11043312613498876,0.04816396941281789,-0.04168406289032852,0.039303914615767356,0.08454240988421904,0.05911792043483592,-0.0006026741822298554,0.11959097290676989
RSPO4,,0.029545494123752885,,,,,-0.027571661588109427,-0.040550315996837984,-0.02987090612968659
LEFTY2,-0.00882489338921414,-0.040890857958254215,-0.01891799532694123,-0.024885484859436625,0.022388954444125215,0.03370991443418061,-0.01741467673578121,-0.037037109204008496,-0.028714067440485547
PF4,,,,,,-0.040735562811696324,,-0.04237295348758769,0.06275135850478404
ANGPTL2,-0.11671732275615411,-0.037843827044394526,0.02578707358520837,-0.021965404455329587,-0.02816730864798459,-0.10535714555127751,-0.04333761203864848,-0.01184102693852212,0.05497570519042485
LRIG2,0.02585013801810953,-0.05307339375434004,0.07278499814669154,-0.004240071700016525,0.03890574293399682,0.051043673445354126,-0.0318081002927914,-0.04137303691109615,-0.08213779200896566
ICOSLG,0.0006162778107345297,0.0701823137062068,-0.016228785250423754,0.06176177418826653,0.06565886548869647,0.07976650907558003,-0.03859723723656984,0.009788088883729125,-0.019239783266995606
WIF1,-0.018960012489660456,-0.0668658000024149,-0.029890214072154742,,,,-0.025630530089842837,,0.006313525866108509
NPPC,0.08963021649188464,0.004358361149728064,-0.04696801684802226,,0.02696541582492193,0.04872714044657705,0.0003744689606843998,,-0.006618992896327333
LYZ,-0.044997448990498755,0.2670730890262615,0.11812369540132037,0.07528157223611906,0.01558750460238167,0.05603541314955195,-0.04673539303153416,0.06022160575575086,0.04740889755547578
EREG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPTAN1,-0.026205216452040155,-0.09735866204688455,-0.09028545425911841,0.013881920409533394,-0.04838205927610506,-0.11534111280896273,-0.06892687280024987,-0.10403189529446337,-0.008853414242819595
PTH2,,,,,,,-0.005648426960602312,,
LIPC,,-0.03125538691453333,0.02870754038927142,0.026456984802578937,,,,-0.029636510816394717,0.018485447296598335
COL8A1,-0.027505169203781602,0.04354625788981867,0.12575791473643688,0.011568383423243043,-0.052093305152103926,0.11056727135671575,0.07118626414626722,0.04345001843238576,-0.09937143230949258
GSTM2,0.06729138642412973,-0.014733751574946349,0.03754314515241408,-0.02288735391908367,0.01646057694398525,-0.07207200306382391,-0.04346938906311253,0.020423657670618208,0.09820136826806368
SPX,,-0.07248024339794489,-0.13973157344080323,,-0.021873785523666832,0.025253727167097336,-0.0487459508303567,-0.09472051172007313,-0.054739762986620304
MFGE8,0.052881698311717185,0.0504474688848826,-0.02846855471254073,-0.03294756991026414,0.15585884553142176,0.1745798289357223,0.04962320696578683,-0.0028041488203244275,0.057515981492598955
TGFA,0.03166810319750703,-0.030295678838048165,0.004048089339996049,0.07578678226762661,0.04805765893930265,-0.07400282965787831,-0.08480636901071763,-0.003584507865970841,0.09371706331782292
SLIT2,-0.032040535889233134,0.053233507387506346,-0.030657983698974177,-0.0055198837900761345,0.014098512912274071,0.05682820803851366,-0.09735708850977771,0.04615019750658298,0.013698395569045979
PLTP,-0.008215556498112196,0.1542676101058979,0.12640240888220997,-0.040947787902262826,0.006884064008547408,0.04872176865103953,0.09561339366422321,-0.018330598499343154,0.06889860655738243
APOD,-0.09220475583773216,-0.1984185551461951,0.03425394253308992,0.03948214447012509,-0.005261387460257919,-0.09599463459809789,-0.010784498071923896,-0.0629827923291551,0.08046672960553236
B2M,-0.04378888151790711,0.22147332396978112,0.0980502465631753,0.036056320220539236,0.0855269580718434,0.030198930074746853,0.04665743665379872,0.01560220367645143,0.1294824436609825
