,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.000995303870317799,,,,,,,,0.0347834816567516,,0.03964588401783063,
BMP1,0.05148179238585775,0.030161830542475617,0.02162196515108791,0.06531584156272349,0.17072458218691436,0.027149873367594526,-0.021424831206260344,0.14044999892546603,0.04426326321909794,0.13534781912145252,0.06788047081140341,0.0329852485572737,0.05845672260480065,0.04468460531076813,0.14156398130124284,0.18553984119817132
NDP,-0.09176981109066569,0.015264108749269456,-0.03644468609596474,-0.03688252977630247,0.00988126775724664,-0.010337449070824444,-0.028101267458339758,0.0246372395993307,0.02382467050154433,0.10477256176277847,0.02927367685016383,0.04468835792296407,0.049645453174197246,-0.057409730708824144,0.041802697937153785,0.007628065454277747
TNFSF18,0.009969783971430552,-0.01388109481846048,,,0.04480363206545055,0.1417156407372302,,,,,0.11301620071447835,,-0.019682676176048946,,0.0822430147604793,-0.0007179583815249355
IL36G,,,,,,,,,0.034987722038274716,,,,,,,
RTN4,-0.0032024728772419024,0.030334552697438073,-0.03342615039019616,-0.014920137879707505,-0.11581448843331592,-0.032750607714518175,0.006519851519085805,-0.054467965083304745,-0.05176301991079089,-0.12556953318180833,0.045148843711301165,-0.09146394803451102,-0.07530842593925696,0.01942887639284087,-0.06937838351414012,-0.06488629714338648
HEBP1,-0.08363390912975789,0.03193876566918224,-0.048826401036134295,0.0173348119686575,0.08877066409995998,-0.046258402472557095,0.045687734017910334,-0.009972293747816467,-0.0013099170742630376,0.05717571798292636,0.017227515049198595,-0.0038892709415169974,0.019789649232270168,0.03389591546499362,0.059496724057087835,-0.0007070012256210757
WNT7B,-0.03281256184738022,-0.03931623888149787,-0.020012212600598246,0.00013554865821850358,-0.07904659471471007,-0.02801623904257805,0.07199405797130805,0.036727775183705874,0.073921519095076,-0.025452981195018848,,0.19692768785733164,-0.01690345566727984,-0.027240235279751793,0.08483065562985018,0.006095059000011929
PTMA,0.06618107613312248,0.020823642805888522,0.015464671121918802,0.018554541818142905,-0.11254047349514522,-0.027997591812781778,0.007757516206086408,0.1328294851238204,0.02663518262632363,-0.03591231194583406,0.02486450270631881,-0.05461379904742137,-0.0018818317120592228,0.02177384883038138,0.02559036591941653,0.14233454601583612
FASLG,,,,,,,,,,,,,,,0.08801350841748024,
CEACAM1,,-0.01690916440292027,-0.0007999424231611509,0.061572208628083214,-0.031811874594651776,-0.019851539066845565,,,,-0.04830995768045207,-0.030603811515943834,-0.020585071990534384,0.08122913427620125,-0.018079740328993284,-0.0025836790953161514,
PDAP1,-0.010177255382043948,-0.014148142660127754,0.00794745590133182,0.006161851611519433,0.10118244878396437,-0.004232970824561269,0.03797250814561458,0.08421252600712668,-0.04495436556106856,-0.023077359127389587,-0.056870105717202926,-0.017671329389114702,0.004190866174427647,-0.012402954464326153,0.008924457528440873,-0.07387156214210353
QDPR,-0.026414560406613774,-0.04301278115048803,-0.013415861504532124,-0.04171660772543985,-0.14374649990379595,-0.053389264296495494,0.0625716785042567,0.11414057846963768,0.002116715865680218,-0.09749188089758314,0.05045145431760871,0.011673659403178107,-0.08893851870586324,0.04066446768386705,0.055564981890751014,-0.10068365901015336
POMC,-0.019350012250920697,-0.01488398249614915,-0.00767351813133152,0.056246446849689796,0.04497322835818362,0.023624372922531934,0.034959008945629345,0.00017294261321737636,0.04072366026746183,0.018809403950758516,0.023274686458462368,-0.011562605912469059,-0.061168084029539625,0.1082734179000193,0.049410182810264706,0.08206583802595441
CCL18,-0.0035490752801299536,-0.02110103952889566,,,,,,0.05095046000501138,,0.014002137524321251,,0.021443327888860483,,-0.005160398288169698,,
CCL17,,,-0.018126289644539845,,,-0.015742202492532522,0.05340707459272214,,-0.012563673094646058,,,-0.014604112231793238,0.0544917129286795,,0.13531553501369253,
VEGFD,0.10356483819203428,-0.02110104622946402,0.006316189809447174,0.036770844100221765,-0.022293802640928263,-0.016771985261987456,0.05756579313115565,0.057542578503581875,-0.013464877594409888,-0.046667936200236786,-0.04160521110926963,,0.07081795760690253,,,
TNFSF13,,-0.015923526613355138,0.010990939830531496,,,,,,,,,0.034724718912329866,-0.008175149403810207,-0.02030233663942592,0.030145255831212844,-0.0329226483191728
WNT5A,0.0018368477658687805,-0.04489351843765645,-0.009234140157013229,-0.007526302983008417,0.1323456230279361,0.02243001678146734,-0.020714065432194333,0.0591339378397029,0.02421153759150493,-0.025687234841808945,-0.04892721816788049,0.025904259379909127,0.04387792777143239,0.010082628280302932,0.06829662615861727,0.1062747195024363
CXCL8,-0.03271855399269995,-0.05681751707144692,0.10632164155025774,-0.053253126061407245,0.03720589944565459,0.04378535958653407,-0.01127285122591616,-0.023592683257936033,0.0541299226142718,-0.049811720717226546,0.084668275242934,-0.08385889444640789,0.07641965808716089,-0.02214858749705479,-0.037723810849403,0.011828863841376974
GRN,0.054982779194683,0.023504430688373948,0.0413617748383496,0.03966006619321145,0.16632942960984082,0.02665056390381249,0.029347770319441094,0.003406397830637973,0.07657215833017068,0.07999716862024196,0.07403678280888361,0.07335023811478697,0.10612671191340046,0.0492461410236755,0.055561098235100026,0.09647439135629884
MIA,0.07320759713101967,0.013927795306344597,0.12023654647150196,-0.009546441344951032,0.055709945496272575,0.007023202904890821,0.02694568530049138,0.013357527213587564,0.05551454019808043,0.02724679011158408,-0.03163208319840369,0.051261639694002756,0.07374882172601216,-0.031225917402210947,0.0763684092105346,-0.005998982594902147
COL4A4,-0.02978475643962615,0.044545523927145,0.028095922914984032,0.015045601439436498,0.0006806861747752181,0.0004980110078179195,-0.023127582800794976,,-0.017888228056019546,,0.07940791066478291,0.030456840762274416,0.04075339760470657,-0.015570366121661778,-0.0003673720980477328,0.11584862369894834
TAC1,-0.020340952906526714,-0.02383200418009302,-0.005609653511167059,-0.01739540225764961,-0.08951964356883342,-0.033114437141661505,-0.0008030653145372432,,-0.03170168380396355,,,,,0.054281735471343455,-0.01839992795098939,0.014831073845790287
RARRES2,-0.007691875331010557,-0.02239250321031464,-0.048461977682372426,0.030064854150311737,0.1260429592058574,-0.007921152433053778,-0.04029962042758484,-0.12982368577365658,0.024891883542244208,-0.0868908313744828,-0.0653162678197528,-0.05517749166310128,-0.052540911485472803,-0.0446205167421695,0.011084989544971093,-0.03242223587528002
FGF7,-0.0019621676132349653,,-0.013929244365195548,0.011907193282393931,0.07476718330660012,0.05218991794972333,-0.011893274372539056,0.005128722959990699,-0.015326516151147197,-0.09136206775102444,0.07986782507533084,0.04933886595795663,-0.01478073337318798,-0.03396774155525899,-0.00642727414787987,0.03854457365708814
HBEGF,-0.08089769735058497,0.0469750451327758,0.07978518354535272,0.048985830852575525,0.09905341436070052,-0.007081186482245187,-0.011538194186736773,0.0711279414506324,0.0613869526337563,-0.041058761923119115,0.04697751906791236,-0.01594164483176526,0.01010978109486447,0.008244789170859124,0.027527619646925947,0.10938334515977217
CSF3,-0.029784732858945503,,0.01978910327801915,-0.052174729116992585,0.024856732228588134,,,0.008282684674260748,,,,-0.06067824720736289,,-0.025919777430020392,-0.025353722466855105,0.023427307310832465
PI3,-0.0007190400416045187,-0.02219918324124026,0.06803632247814566,-0.06423986611495697,-0.02067802709553402,,,,,-0.06630781516770068,,-0.10163152463115031,-0.02138033104652077,-0.014658382719771485,-0.04667179283576191,-0.03218931139151171
PCSK1N,-0.04076705371036951,0.028258173775826095,-0.02423737281242471,-0.03883761358647,-0.058468253089285896,0.03509693175459214,0.03917480322251743,0.023020545185945884,-0.06567011223443756,-0.09641644043675798,0.002278244619555411,-0.03934824009882936,0.0397223881458494,0.017027147362756772,0.021816295746561225,-0.07036621695234867
NTS,,,,0.04264942551685869,-0.036374403078714965,0.010363464382175787,0.05611728808409115,,,,,-0.034069873604717194,,0.00725500988625507,0.2144637667597645,
SFRP1,-0.04598803150742531,0.004671408870228093,-0.0018575712626205194,-0.027724879597915007,0.04552821754098756,0.004990099286269667,-0.016503013523441294,0.09028407666828132,0.0029543994923263792,-0.057696269053863276,-0.046400248845591185,-0.004518436959767949,0.01881389318784518,-0.008035594549018333,0.11776598187944531,0.04726057655624696
CXCL13,,,,-0.027475709744420068,,,,0.09878592047559046,,,,0.019096764975596425,,0.024523648851686463,,0.05008134017500929
MICA,0.02763559319823287,0.031817960347812146,-0.004704596853277138,-0.007074331099276648,0.08731260545840411,-0.04085473050597871,0.059390072357661285,0.07048098182971735,0.05939651754720543,0.035455717257542776,0.12802614174872887,0.05525790135181351,0.03175838232794159,0.08035390808424894,0.03375148697818791,0.05059209276730415
TG,-0.02374318608286283,0.010191349671779343,0.029030013736648833,0.012162428055589153,-0.014316402065025907,-0.015859673271291348,-0.011943159100301831,0.003268069758836592,-0.018872409759354038,-0.049014010244572095,-0.052310609107904665,0.1340163250581896,,-0.021332375123261468,0.02292825582259793,-0.045080659356950444
ADA,0.030326884475315043,0.03631526721338496,0.037847715809591204,0.06393113456903865,0.1438599921017231,0.04153337700423929,-0.0045588466421987465,0.07981786634276705,-0.033585327240743305,0.08521828521503022,0.16572994926237888,0.06636510547422309,0.04476294095803151,0.01666863814897835,0.1032546730468912,0.11286630203568825
