,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,-0.028368173130473802,-0.01936855438414738,-0.00807686911443689,-0.03062718781786847,-0.022743237955621002,0.09280439128377188,0.01803003003512158,-0.03366918670939239,,-0.032507486317747504,-0.03078013214231272,-0.040491883186799894,0.030996370633005196,0.08512467269753786,-0.0049010858714228734,-0.024015910450278524,0.02458060684568536
CNTN4,0.0003649959731645582,-0.01516164258582752,-0.032179965004224265,-0.02373256330269077,0.04001473982946175,-0.045447129888607295,-0.020258846700837215,0.0679444437316362,,-0.02489338236173455,0.0069427442119109825,0.06658625175067144,-0.02368338804320551,0.012324788695464918,-0.031172707197432845,0.02795742893625445,0.08302446526438234
NTF4,,,,0.05468876348426541,,,,,,,,,,,,,
INSL3,-0.02522089080601828,,,-0.012136957381430464,,,-0.014841427933299135,,,,-0.021116720572984814,0.011912052908747884,,0.03282533081722566,0.04001313397612858,,
BTLA,,,,-0.019265039839787137,-0.015568283937446248,,,,,0.04049053330327282,,,,,-0.024255269856961637,,
MFNG,-0.038519970036852334,-0.013016806565433458,-0.027049589914875313,0.034934482743668956,-0.017735149206494372,0.10695426470345734,0.012438663962231427,-0.003564237003761343,-0.00016455253910810944,-0.028199228899161242,0.06823550601846845,0.023472534156040878,0.03582538483845215,0.043549748391674886,0.019198789304497317,0.0080687504751152,0.0098126996026081
ICAM1,0.02671010261683841,-0.06177166021201165,-0.0019866652500766914,0.03769485113217936,-0.015331115280115165,0.07974935138260847,0.05537273393515473,-0.04546151663340374,-0.03179962986040737,-0.0339107651196694,0.04760968038191762,-0.09387671121119978,0.045071199139485686,0.0007662966276637555,0.04356752459609406,-0.023599022966243884,0.03742268464184169
PROS1,-0.017955452917042494,-0.019615629348874647,-0.04405877409056901,0.028449677386625127,-0.0028507197215943535,0.1259714827037852,0.029445757952247638,-0.03628750583814338,-0.013233964385134044,-0.042420825198277806,0.05201054239442398,-0.007629740074115646,0.059236681104729336,-0.061229845612511824,0.06511197094144602,-0.013907706367730685,-0.032478870594408876
CLCF1,-0.025639131447905913,-0.039533106559172436,0.014454997224492607,-0.02103688074696718,0.006649415528518945,0.026428826701215862,0.016539839614972685,0.0079349304115202,0.11966022407388095,-0.05770249368317128,0.06945384882313063,0.028771960183850025,0.0242137974612137,0.0062736905290525485,0.09000679858983338,-0.025373618737837358,
PSAP,-0.02051312570405989,0.05883610814376007,0.042953125637947245,-0.033874091421440294,-0.021365917080905936,-0.11431250258735892,0.04316228768372801,-0.06695242804431464,-0.02372630691360562,0.03264915457466118,0.044486832643900354,-0.08077522550626952,0.0533255588465461,0.0023107301378972587,0.07681982034721116,-0.04845605147162072,0.022194982075236187
EFEMP1,0.008694318585143317,0.033562783275984776,0.019209196739939295,0.02065423327344846,-0.03149983450274469,0.07969539077409608,0.06432564020051676,-0.08261297637127542,0.027193071591230446,-0.008909526955571824,0.038854059828892784,-0.01906075473603523,0.02032169010874588,-0.035797351911964155,0.1333253295338013,0.021342082713434348,-0.01768190807572132
C1QTNF1,0.026945108797481705,0.03194383411564666,0.030349846941896474,0.034502010453870885,-0.012811956680082242,0.09636642323037185,-0.0012828761862746512,-0.026658656564237427,-0.09158984795787044,0.03709373367987174,0.04564163772722887,-0.09489151281597596,0.09204962283156971,-0.08466988622389214,0.04988016863398569,0.08364597548936122,-0.07875120174426195
ALB,-0.029954360084941258,-0.00012761818457440578,,-0.021547435064490878,0.002873779634112559,-0.02535235339745714,-0.016202946629757266,-0.05970371636135074,-0.04957564903408241,-0.027729591235638847,-0.005861626876910386,0.02521012501418886,-9.740485146918814e-05,0.007351679605065614,0.03315618821625863,-0.026876513793119148,-0.02195254895891994
CCL13,,,,,,,,,,,-0.02284904606970934,,,0.07425670461284353,,,
EFNA3,0.0273055401284972,-0.054941108533109254,-0.02286486129867209,0.004451826318808647,0.03976151010442727,-0.06564240982820446,-0.00036824451838645973,0.08353126748059289,0.03151796207985347,0.07840609093256846,0.07218085365617653,0.018612646796330262,0.008066468833174254,0.1430461726390138,-0.016331681930859942,-0.05115013254364896,0.01279661357094565
DRAXIN,0.0586777633341296,-0.03468838721922103,0.013472832241990803,-0.008567745286142682,-0.003060919310703532,0.0824452894694798,-0.023829026630111622,0.016375362620925253,-0.07092158931607428,0.033487705679902724,0.018537612096116488,-0.008158649598187429,-0.006835173481495365,-0.002960099343213937,0.04549810415526045,0.05079617835487851,-0.049709120641183865
RAET1L,-0.019647318880329327,,,,,,,,,,,-0.023793295315080665,,-0.042398072088153056,,,
NPTX2,0.0679931812368202,-0.013412840202385631,0.04877827113888327,0.04571192387030103,0.07316944219741477,-0.11136809163316451,-0.016594226858136437,-0.0018666580322948783,,-0.058601321138648375,0.043525851764255795,0.030601335167500028,0.037142299012141784,0.019550385061803326,0.020829186197529773,-0.0232081348983881,-0.026796381654013764
FGF11,0.05375659644519425,-0.015600602116074343,0.006504172226693745,0.05829987921177919,0.02654911207910119,0.0901350695190541,0.004214499754071738,0.004936648827362053,0.20623238016347284,0.1104706010098035,-0.005217386865225098,-0.0252644769037844,0.056700759816675536,0.047466423583138254,0.07652268373038433,0.05575645677360138,0.014003121587551286
CD59,-0.04432763757757241,-0.02115649491776012,0.003542118095887855,-0.014217744228712968,-0.03182221143730176,-0.043210825066219184,0.008962735813930232,-0.017386490811028298,-0.09810132164660357,0.0001135133398102703,0.07622867244425681,-0.07860935085568695,0.03633716894187357,0.014476160518324422,0.005401716997382591,-0.01945149241626574,-0.02593767300916761
COL9A2,0.003530122305694307,-0.014645753310678857,0.05835930834741954,0.015678786832021452,0.03788819240477912,0.06486731736165739,-0.005502115635272738,-0.04481517143545574,0.024084301440347174,-0.0020082262452986396,0.0559712827451969,0.11380792995632788,-0.026204221527490475,-0.0200844687769217,0.027672466061558994,0.05243574984538327,-0.02465723564159072
DLL3,-0.016683744024163786,0.017337499481886117,0.041645895767788724,-0.02439634402793505,0.04676156519146666,0.0196211738124056,-0.0031261711723129413,-0.019279028353427426,-0.0011929292660843027,0.015263275794593266,-0.023389144499154628,0.15075106672824104,-0.01716751497578145,-0.030557640650743928,-0.011215717244074852,-0.02927519604313988,-0.05612664633669246
FGF5,,,,,,-0.020187936290489827,,0.042732423699018696,,,,,,,0.03297533553857246,-0.03208694687395853,
LIN7C,-0.016912121125019646,0.009840610471714317,0.0318563006719611,0.020475099247150953,0.03732609770145386,-0.0008435151742713518,-0.010877641611598154,0.02650989401038442,0.060524648340060515,0.03888334915155816,-0.014735828809091451,-0.004362006488747578,-0.035495598480515714,0.08078654871195584,-0.025458183874312645,-0.054363305729528424,-0.0327129571342437
GDF7,-0.021790851796519056,0.1443228861461296,,-0.02165587536269356,,-0.025638103594453985,-0.001603003757565966,-0.00016948030632137238,,0.006078960646299832,,0.019262404371966985,0.01960190951601744,-0.0020002367388509816,-0.012860222249292941,-0.029018039300749487,
PSPN,-0.008715868903982404,0.04708122241267591,-0.05785702244929482,-0.00832564010731638,-0.04099340393978624,0.10282017367091449,0.032363276336767804,0.0029875688403316375,-0.04438577255264818,0.018758686536406718,0.04744761573820529,0.0037652542513445116,0.02195340111977677,-0.021260276593491993,0.02632754460517659,-0.026493525293649307,-0.025196683226950064
ANGPT1,0.024622506752808557,-0.021586157943111604,-0.03288869290511348,0.0008877995797306053,-0.0318158598000873,0.03751771518163355,-0.05788617519737486,0.039640814672196656,0.012487238810979592,0.09581659162413554,-0.002618469623887433,0.004811007219127161,-0.0575438331273827,0.029398459454099454,0.03427762185977299,-0.010949133747683472,0.13298463856023887
PNOC,0.007482194217825221,-0.0340470377328424,0.05373615516473677,-0.0023243817064172467,0.041311198789094554,-0.05938869234669529,-0.011493889397083979,0.07865203613709973,,,,-0.02169001655791523,,-0.022340963608386027,-0.00943181503814209,-0.003926598106261638,0.12275406093565416
L1CAM,0.08197847256757329,0.017851379768118927,-0.031325493868458724,-0.012757539578315564,0.03571390044210647,-0.0720734320133568,-0.051896323966985757,-0.009361736049372163,-0.03929665098106413,0.016996018284584982,-0.03317223941708185,-0.09905044912904623,-0.030127656481325597,0.06675413547945253,0.007467481365405992,-0.09636521097283354,0.030648768875855544
APOA1,-0.01603622914980278,0.0057511729745959835,0.024870481144390715,-0.018901305822394403,0.027339118127154685,0.06320969564562268,-0.01932612095218733,-0.013492681684482675,-0.045755785908740694,-0.04444993543832506,0.04628901958317352,0.035645162917224325,0.05188498530963064,0.01785201673860292,0.12921610588767096,0.09535526830875529,0.12056332389275272
PSEN1,0.0036848089789309085,0.08239185493895237,-0.016957839170092914,0.010074789553227801,-0.005653961562507295,-0.012110015606561551,-0.027736053454680987,-0.04512652476060565,-0.013848156733408227,0.014699250982531125,-0.06987241223566838,0.012264326757459648,0.021302461505415166,-0.016619325685915256,0.03859651870104552,-0.026672630866940772,-0.006569310101050772
CALM2,0.010676617395032293,0.00978727343902684,0.023205155126663105,-0.015522207117124617,0.09890912446426531,-0.12115462802838911,-0.06485892663738338,0.07202475342340739,0.031912405196061415,-0.11137984265757236,0.06294698662352793,0.0950105465092875,0.03214587610157694,0.02902038777712707,0.018712546872478756,-0.03167209847403506,0.03341706642245268
CLEC2B,-0.031211641684877334,-0.02367792446311219,-0.01361092729934634,0.0637114701759061,-0.0496506769787729,0.11600259991555222,0.010367082851425126,0.014196314424760857,-0.044554661495478085,-0.0014385171875741845,0.08795195617330429,-0.03612752043664654,0.019871073585995533,0.0025266803527047178,0.08331649228220865,-0.07746143764993087,-0.05983705177979428
NTNG1,-0.021437539802969918,-0.026139136983808462,,-0.01158507830910264,0.08968708922264912,-0.006785371189237144,0.031893074604004944,0.038764336835323786,-0.034277612047154085,0.0010368020804911522,0.00223073056890075,0.06133434238196741,0.008634236971933754,0.014474083730533488,0.07989113673572226,0.004669161982934544,0.09514900294450385
LRIG1,-0.04450593993509777,0.003124064266961117,0.011068668349122538,0.06556963223969826,-0.041504535737225005,0.06638078406957053,-0.029120890808170936,0.021097629814995193,0.11590400239553453,0.05054118675590786,0.018998578983729957,0.13274506227718536,0.07514631883291964,-0.05251624068347693,0.03455407201204282,0.0007820426658974495,0.028495232133989582
CPAMD8,0.016222352134931266,,,-0.014355854912785133,0.0563203342552773,-0.018262705198141774,-0.01646257025353419,-0.0009944588527601064,-0.04418888719630078,0.06042289993131014,,-0.00544927222886645,-0.02353736135782139,,0.03597756826036338,-0.020575964755771857,0.021144995051697618
GHRL,-0.01682378342596267,0.040845756689634416,,0.024361905344158215,-0.009026159028860246,-0.028386559070703723,0.013375294275787566,-0.020315722276279854,-0.030589780989829493,-0.046345643739257765,,,0.01875714692864884,-0.030687888397831223,0.13165163565890717,0.03617477565042246,
NPY,0.04282741218694163,0.035240875892676694,-0.02588305011620317,-0.03970095539205602,0.02406969700940168,-0.10183394386053927,-0.0709694133803949,0.004079537080615402,,-0.03083114091674986,0.04154674755035974,-0.03719699073428514,0.08363194015908344,-0.054714648486423656,0.01986173419746758,0.015103997950783687,-0.04223291350911006
MMP2,-0.017665488523810276,-0.01157164548779761,0.023406670115262932,-0.027386125544372704,-0.022904142044676806,0.06615971912412608,-0.001735819134953845,-0.024500943515225814,0.02668163819943549,0.05048273176581218,0.046556810972196334,0.018958510281261297,-0.019239756921343974,-0.005707281525525772,-0.016570676203622733,-0.025117508571426618,-0.0071841394852206015
LHB,,,,-0.012502865471107771,,,,,,,,,,,,,
PPY,-0.03312926226362676,,,0.005408375103218975,,,-0.012031460581150117,,,,0.09237397594910174,-0.015417164804229333,,-0.044470732351039495,-0.02298055027970387,-0.00934978087439245,
ALKAL2,-0.017295230200529713,-0.013058956509350184,,-0.012321218336934952,,-0.0019295380749764376,-0.0290218225030136,-0.020487531249004664,,-0.04271467757861193,0.037786839629597134,0.002013772679318467,0.06158597305294136,0.09182946530156123,-0.050181225127331704,-0.014331737813788381,-0.05816650128419172
CSF1,-0.010078284434412749,0.004520120129904296,0.02372801996830329,-0.07100149347580943,-0.05228847080360594,0.057878897677862653,0.06269661755658036,0.03392305211403848,8.88245308241121e-05,-0.01827350521965696,-0.0014486100033740314,-0.05650797358643013,0.05070539757184176,0.01803814842063894,0.016628340395273937,-0.011026435208252548,-0.04002016675178521
SEMA4C,0.020455751909383712,-0.04176601172517653,-0.023609404365959808,0.012814692450590847,0.03636919827205368,-0.02348251257971691,0.02640205063251074,0.044326047424856053,0.10413277886614737,0.06092636908314125,-0.007727942692171223,0.012830684144179205,0.03456160457097138,0.012898514368266056,0.025278084920476847,0.06030225697108682,-0.09138558678501117
BMP8A,,,,,,,,,,,,,,,0.013751496569793442,,
ICAM2,-0.002583440592803483,0.020684270132367552,0.014130306329470203,-0.0047813903225507725,-0.03025356621526364,0.024733343187206092,-0.005842628696403425,0.07813836480734236,-0.027405323449325558,-0.010230723641530614,0.06959742690159998,-0.017742460261563987,0.009949634600455478,-0.07283141153327977,0.03765653351090966,-0.05299432121002921,0.08540627612852981
SYTL3,-0.06441641494431237,-0.013528500792714957,0.0029923627797103607,-0.01237263917266301,-0.04397135522346944,0.0005738617367873639,0.07042600050565362,-0.05183209797791691,-0.06788933380883894,0.12154962278433873,0.03694241023739894,-0.017994661872795976,0.05075003516715966,0.006160863886719482,0.10025200515327165,-0.005416109763458454,
IL1A,-0.029079501691767786,-0.013617419316069423,0.0014273618963835226,-0.032701852264727015,-0.014189372698151442,-0.009454645430705916,0.05956978813952535,0.028397467864880076,0.1024829891025727,0.19214276336241512,0.02901538077263872,-0.015735039079375346,0.14639863396817762,0.04085696962569035,0.041030986777687455,-0.0026758205935894803,0.00805432007183957
HLA-G,0.014180912830016408,,,-0.01320544538968625,,,,,-0.03871900256556243,,0.03266300307871976,-0.01122531032227277,,0.01715055292558603,,,
PGF,-0.003973606719481518,0.0007854333870760471,0.046863545528817795,-0.015372233670228247,0.004213257737946606,0.05058625530259288,0.010668096429723958,0.012151999833147825,-0.04124853458591881,0.040029268450722646,0.07101886221142403,0.09343125577970311,-0.004196331192673444,-0.023144529367607917,-0.00659657114031026,-0.02594740513035174,0.029306395476145483
LGALS8,-0.01514543139156279,-0.038051427563265225,-0.07600128180078883,-0.030218986818094824,-0.020811853572123503,0.02788840227573727,0.01635892581565696,-0.016312031182106067,-0.009231429596390608,0.02811729719445114,0.024322142693788715,-0.033348718172724875,-0.05611271797305498,0.014240043623475147,-0.026304247329645966,-0.029977053804974733,-0.14099809136967142
DKK3,-0.00391000303805402,-0.014777494485081784,-0.017310888883378162,-0.06492950551795171,0.04413051897988644,-0.07514834360320831,-0.07667674075751661,0.051300014566762024,0.01052771159446772,-0.05877838116041998,0.010048768030318567,0.012452457949482089,0.05244455716877274,0.006271393285035056,0.010320218335533846,-0.022829821602011625,0.0066979436347869665
COL16A1,0.029755635455732742,0.017056397592748553,0.02773779734023661,0.01768748419471131,-0.007977745130659285,0.06652258813459598,-0.007576488910822932,0.019534522915978646,0.005051312565386063,0.027835742352253518,0.06830694058222582,0.04445165475614887,0.06264218772450737,-0.00452352141916295,-0.022738336161941923,0.010298485964113386,-0.08578081585899143
TPH1,-0.0221983567826732,,-0.03843701086121615,-0.024030500330515108,-0.018611738829652846,-0.0217097489314727,-0.027826243654373594,,0.016979050083991736,,-0.004681378947053139,0.07415171137833636,0.05913075493105334,0.031252900659202144,0.049077435275364574,-0.005850045910603462,-0.03055270686913191
TNC,0.013256575725699436,-0.019731116860979763,-0.039121861629769814,0.05845764609878085,0.0023724769450131715,0.13792364372215732,0.0017094041195331998,-0.07523272223331014,0.014905263359627387,0.05504339269595185,0.010943073126988976,-0.11435382218834433,0.0730920652088008,0.005992051243973186,0.12487028920326358,0.012364819573150656,-0.0886067366365985
TNFSF9,-0.005023405432807433,0.08556574334418554,0.031706697507998545,-0.021655876819394175,0.06051014379880151,-0.014907533632661072,0.013073262046464302,-0.055617701925985565,-0.037651950307864675,0.01588567703702323,-0.03192566787906112,-0.04302513946929938,-0.03200340119888744,-0.02535688422968267,-0.01174595108573637,0.032381804953992184,0.10504611819421618
C4A,,-0.012869016292105072,,-0.01482287252871215,,,-0.014262693036461604,0.003084421520366748,,,-0.008505889773885899,,-0.025709246763351724,-0.028669418857504052,0.06883554510507564,,
CNTN2,-0.0274706983803509,0.08460237942766063,0.029844266203653845,0.023887098120036147,-0.014559641753529112,-0.06864489874846233,0.02863743662479921,-0.01950266572884305,-0.04783112101909894,-0.04796828469156129,-0.0011047027811130089,0.0403372229123177,-0.08404515203368709,0.0006434330963380632,-0.0015554593339464568,-0.02898069797362909,0.03721765222035857
F7,-0.021656170056127372,,,,,-0.018262694583246596,,,,,-0.03205066954270028,,,-0.0021007008320447023,,0.013796669032640995,
LUM,-0.008165864832301641,-0.018973408879286943,0.018290021566334407,-0.022600636228982802,0.007736280186147273,0.1065445740977276,-0.02838924492361206,-0.01933735691624728,-0.054721390954917695,-0.048810564284106066,0.047164422113839484,-0.0028835125405299385,0.07963364472659797,-0.019087066191590736,-0.027222041918020322,-0.020100667198381272,
BTC,-0.019647310696589565,-0.004316581672327574,,-0.03393539239994994,0.05227857387488518,,,0.07281404668871101,-0.0005145893184483289,,-0.02318753263134579,-0.011017828878938431,-0.02205950398357293,0.1261451140772634,0.060179888507729776,-0.051815462651351486,
APOC1,-0.06954529872475035,-0.06109319415898598,-0.008522954233620938,0.000404110281461767,0.048739733647102455,0.10811434713015146,0.04336753754742606,-0.05661838328438745,0.08088002899097368,0.007510275542969628,-0.01890015464439958,0.09277185280914933,0.07990917173776434,-0.08400343915736118,0.005007513347664099,-0.003010567452981656,-0.01688463501077226
PKM,0.015542246008887775,-0.04738279891399449,0.03968884980275722,0.008870221306793812,-0.0214743279790485,0.09256280547609773,-0.028819116101366563,0.06287381476499675,-0.039425608963855815,0.14746466040812115,0.01379453943602575,-0.11208458365870283,0.021836605648982065,-0.026566417322244986,0.09645030471587085,0.049905329686893755,-0.04521628540642362
TNF,-0.0002703820888146859,0.13725295031762838,,0.06750546802085425,-0.019125062110349714,-0.026802770405672176,0.07271199041180454,-0.02243782089099843,-0.0027943618398436273,-0.03812466608399961,-0.02250578897893567,-0.02379330180470732,,,0.06855415105748593,0.1555915954953947,0.015085648678105435
GNAS,0.043372496634336295,0.00033459491556026895,-0.026418646635899372,-0.053668723581725315,0.048260973273726034,-0.07204044457136764,-0.08190191483449873,0.05219784973346745,-0.055608972977454714,0.05669245925568848,-0.07221358194297937,-0.05002560159532727,0.015627704656119158,0.08682431558483004,-0.06180692272675288,-0.0215850564058999,-0.002424408512200814
BMP8B,-0.0003769731572249108,0.060753034821571295,0.040170502597720634,-0.01914449426153612,-0.020461588859194482,0.050659686234287946,0.00787279014005766,-0.07096595319248052,-0.009769390167376334,0.03635708480303022,0.04717664418286515,0.00924479002093885,0.012925254147257688,0.012193677549944899,0.06129880361194557,0.022502101773140566,-0.0808501786667964
LIPH,-0.022198351317611314,,-0.027582390006714474,-0.01877863423964483,,,0.01202093044901961,,,,0.014722572042443835,0.0045545830330984685,,-0.04505314996399776,-0.013411084733447085,0.03405775766268363,
CCL28,0.0024235850060762153,,,,,,0.08920582107397372,-0.027229636093627,,,,,-0.01777121986940329,,-0.017482569640599854,0.0722240015427233,
PTPN11,-0.06826551844532897,-0.020743805804936958,0.003914395661685277,0.03356122172372599,0.014052409043721526,-0.0029732203665030175,-0.0017420526443760519,0.021986543465611005,-0.11286786575684146,-0.015913373110296065,-0.0531397227542295,-0.00032902840424679303,0.011435734584327454,0.049922422248140357,-0.032980522457095256,-0.08617632835329755,0.023778370252736696
ADAM12,-0.036818039990330925,0.005839401563812047,0.1045884712417569,0.015149360180394032,0.035625735583912174,0.0744153398907326,-0.019715026188860413,0.09139104341024298,0.057655640472474706,0.02867109629206495,0.030829690614832903,-0.022965862176888313,0.06761952982455569,-0.019098766956052313,0.030677924887358418,-0.034623933811269346,
EPO,-0.02982736669036485,,,-0.019144494797602118,0.01660618576077535,,-0.012031461106325745,,0.07787394044464553,0.10711918739147909,-0.024814656693515624,0.017695002352121885,,0.041419914607503175,-0.018591259872747994,,
EDN3,-0.011329817577464563,0.01767259363875257,-0.03253607874487859,0.025760206930659463,-0.020459787244786472,0.08891616306364747,-0.018648171325100917,0.10290098443992056,,-0.023843854387392793,0.045095985111427275,-0.0085921985134751,0.06638960797964386,0.02328817147693819,0.01648850233001424,-0.0005996645422360774,0.04164861560972835
CCL22,,-0.01626952098531766,,,,,-0.024225607495124344,,,,-0.028084846736413198,-0.025194798457506176,-0.022059504959841138,-0.023816529585277753,-0.028728368358781797,,
CCL2,-0.011549746813644476,0.0261002494565142,0.026909040606092033,-0.00023940432960813308,-0.04899073501090502,0.03868341467284554,0.058878024038000576,-0.02490896257643395,0.06993469287166654,-0.05336995545086383,0.06510951692449585,-0.036055374335786504,0.05519438933679968,0.022201134280516788,0.11363049447257209,-0.060876558438161116,0.13482465708400204
DSCAM,-0.022437884402426944,-0.060787232964207676,0.10332089137601973,-0.013473821542624236,-0.005473867681403741,0.05765052515468413,0.0023938458212170548,-0.043909009109054466,-0.05102951779126069,0.06875788740845089,-0.012879708026824655,0.1136076807384757,-0.008952450280550027,-0.02564653454742692,0.00980749105327853,0.007407031682870638,-0.06851717932469822
GPHA2,-0.024741190500045376,,,,,,,,,,,,,,,,
ANG,0.0058586333495350635,0.04060830261770595,-0.04336155044782031,-0.006267145079794187,0.004806855034116788,0.06552543485501866,8.036258329591833e-05,-0.05931134151292435,-0.08308888839100252,-0.08642163108958366,0.021696273190964146,-0.03200783653258756,0.07126748670767016,-0.013405957023848775,0.07451388851941645,0.0062548234372796895,
FBLN2,-0.017044862068823427,0.03712013992189265,-0.010269249525142049,-0.029028567729523717,0.0015598235255970471,-0.018863047846703375,-0.01446093360255044,-0.029975336012946118,,-0.009323571016310721,0.06276370633754802,0.0037937099528404863,0.013512302392007054,0.026122911566626262,-0.0358833338543752,-0.01246218333412084,-0.03125734434395764
VTN,-0.03344235308589226,,-0.03217997039531393,-0.02461702512226752,-0.020135360272216195,-0.030784944812409662,-0.019766339439584977,,-0.05611078190873566,,-0.028364850750565978,-0.01937317769081477,,-0.035146121141190374,0.05107897974955971,-0.0005612878952661293,
VEGFA,0.02050640410707661,0.0009009238810693032,-0.027098719878986335,0.036147470251192415,-0.06806721954793259,0.09982475387082831,0.0160517682425803,0.03460937627228845,-0.04677450220716409,0.12444017036994916,-0.04506063255667344,-0.13129298659471822,0.06850338825586494,0.009093362622726019,-0.017769603252288553,0.05764594142767803,0.022978321196595375
F10,,-0.018570629171517375,,,0.00039265971733726805,0.022701329698595455,-0.013192237061586197,0.04511641149542655,0.02120687530525198,,,-0.03308761769719348,0.007818801136580246,-0.03019404776104643,-0.03282277139837235,-0.026060247280359723,
SERPINA1,0.0009126299736470664,0.003395291060621909,0.005732902921591362,-0.019072504274108015,-0.021897381810007485,0.09402557198484263,0.02558188440056814,-0.05380793074689549,0.0673520702123649,0.02260217024420105,0.01255548559628758,-0.09839287241565256,0.03825751650311143,-0.007581345062294315,0.03860689604353343,-0.0035767538551638492,-0.061496247009091155
VWF,-0.005952548985854621,0.035266667721429334,-0.005747915395487416,-0.034560193883563836,-0.06660468423336682,0.10536693613215499,0.01827403993859135,-0.02157100539626532,-0.033649766069533245,0.06668320682941094,0.044887893057462366,0.014901934389388354,0.009766655516255324,-0.03764098796559357,-0.04036691315463831,-0.006136572118193092,0.04273367175628852
GDNF,-0.014712663738650718,,0.05806851449674349,0.05744948487374347,,,,,-0.05085008868409625,-0.000679751968874065,-0.0012450490826705842,-0.03611909002951754,,0.04518649343597454,,,0.09044478552151355
VASP,0.01434128276860645,-0.01385822530768422,-0.001538205084932902,-0.027147363049388116,-0.025237727444814517,0.009752508784300477,0.0044537135882086075,-0.02602117255093609,0.03436725705962348,0.019986415342766427,0.06309409048103488,-0.03431974893130838,0.051099488409649306,0.03540042381911638,0.011301837052447564,0.06317599411929598,0.1199626621135555
ADAM15,0.013090335999883984,0.03076769872426817,0.02628872204468109,-0.01440980583782587,0.02792869043867519,0.04549564443078538,-0.010160745483663728,-0.03237974188381653,-0.10447447879731965,0.06393035091414492,0.012299880742157966,-0.03242903997171951,-0.02521311026328209,0.0051957768794692475,0.05705086243773983,0.02133868788855794,-0.048483939252006975
WNT2,-0.030270467381000744,,0.06294615072250552,,0.07253479207485317,-0.03009094189440668,,-0.03083957442374643,,,-0.030780118193112327,-0.02829606704315867,,0.03635734778510732,0.08675026146234174,-0.0299064903981758,
CALCB,,-0.009347914504023756,-0.005338776484321932,,-0.02432143861830465,-0.020187936071100955,,-0.0206461577842063,,,0.00591613204940069,-0.03351205122715582,,-0.015253659035461196,,-0.03049440321427214,
OLFM2,0.04790647847115349,0.030867813366389885,-0.017649596275295564,-0.018743597469003576,0.03384648402493292,-0.04465440663229589,0.005398922512485903,0.009992554732802828,-0.05642461064140944,0.024564419807692483,0.0017714698662643791,0.05081201826403632,0.013731857135015601,0.026419757517010103,0.03041374837834797,0.04294970067436952,-0.10338443836607651
MFAP2,0.0002122009219843814,-0.026039803981290858,,-0.0364097386120377,-0.03254544771626038,0.07502504632066498,-0.02237703329177475,-0.024001525550701026,0.00831868353173821,0.06645393902311048,0.018661584268914497,0.09069125997441567,0.04631269741498213,-0.00327015629582587,0.01700602245354588,-0.029665914053511808,
HLA-C,-0.010992752773244385,0.009641137134452958,0.0655568910445588,-0.02994802207416045,-0.06471447428425017,0.11714876831700982,0.14037436502076123,-0.06762182948836362,-0.013771685217783021,-0.00433410287498254,0.04592708514357848,-0.06171902170699908,0.06987018584206522,0.00016996565912352768,0.04099305876672571,-0.053807180441126014,-0.020875050562413868
THBS1,-0.0015663664090389614,-0.02665563228948452,-0.010214657379975017,0.0019823314708418333,-0.01954962214632865,0.05338472768443646,0.035411232341256385,-0.028273844429681526,0.03685431580536029,-0.033813498586680105,0.041519806664975845,0.0001901610669681793,0.07069982395353396,-0.013659186239872584,-0.00014608702587812962,-0.051490278611682365,0.14809228501994676
HSPA4,-0.0415411291411908,0.058407063181465345,0.0030426810717067566,0.006067650249096957,0.00478820179695073,0.05542371516059563,0.05814083661363139,-0.015239180911238232,0.010741379575321107,-0.008576967873610874,0.009274565699617708,0.05469781042835266,0.005255456890535792,-0.036520916431210866,-0.002620759643294743,0.02989644602073263,0.015114139185984853
LMAN1,0.04093071584571925,-0.009324983944653104,-0.04890133244291283,-0.008952645005577345,-0.010815959085756166,0.07248725895066965,0.031716916662336045,-0.021480112132307896,-0.1108171545196061,-0.03689276890244553,-0.019345591834650774,-0.12803871541476539,0.04928445291344337,0.05673909892405455,-0.009879989394408008,-0.030145786696224457,-0.09925491427535074
LYPD3,-0.023558041397157937,-0.014997112505292108,0.07820218361230165,-0.014036335809665292,0.05403999812403569,-0.031317212845162576,-0.016845013297676036,-0.0034662775749036497,-0.011857587766026361,-0.03385077464077918,0.0037815963169375542,0.03775319567746282,,0.02814142053440108,0.003781183607698705,0.006618041122447156,
APOE,-0.029429700360689058,-2.252742910159283e-05,-0.023478213655054887,-0.027580881795684766,-0.02925602517180555,0.07029759828216692,-0.04287850430531159,-0.05256260728267223,-0.11586048057665063,0.09756454269332816,-0.02910233971526472,0.03953197502110387,0.06352122870168418,-0.054639725808433806,-0.020647599204688363,-0.07534451164645835,0.02818755616303939
SOSTDC1,0.025775800735654223,,,,0.07676052056358931,0.019731193759642104,-0.029100116504568653,0.018171714852011394,,,0.03137735667838817,0.022764025441737067,,0.011354924747973531,-0.031003612644234967,-0.03955302218007087,0.07839599726140739
