,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
CSF3,,,,-0.031486311225261056,-0.04631824445112845,,0.06843355903826057,,,,,,,,,-0.08494226389698899,-0.1147578001815179,,-0.011436242373291333,-0.05102555164009487
PI3,,-0.040134890580000825,,-0.038145307419112914,-0.05546414000426571,,0.015142128474657712,,,,,,-0.05743934579604816,,,-0.24263619176629947,-0.2106850960289171,0.09331431058972019,-0.03888551037109772,-0.09099056766678879
PCSK1N,-0.024741341947386676,0.04246134019008289,0.0006346845044806297,-0.07009965324920985,0.043348139182454296,-0.051751973845954556,-0.05387610522384208,0.04748003160238131,0.0050563249882375014,-0.0682186488296051,-0.0007649938602368549,0.011666821174540256,0.06581775391499525,-0.010436424030059385,0.04880619402558961,-0.07018238690564993,0.04898374926403099,0.08420496322017162,-0.039877993923187756,0.09534911145686073
NTS,,,,,-0.040932792751621004,0.025959941544246624,-0.040302578142071166,0.01474213460278863,-0.0447970871306838,0.004474331273394523,,,,,,-0.02789634890502343,-0.0028973375263594055,,-0.03495597407668807,
SFRP1,0.055361211220005,0.012774749597200138,-0.04272163807921281,-0.03614528862689628,0.034513428376047865,0.07516350818734824,-0.023724934200869678,-0.0004005793499707495,-0.01615820742829491,0.07356154981955682,-0.012799018147737956,-0.007865151322322992,-0.018350596288410043,0.055343507865994256,0.06416725158971497,0.03526124139111859,0.025556531363043658,-0.05292982645591739,0.046898032794227947,-0.02440949433383167
CXCL13,,,-0.005789116300817296,,0.03624188191110896,,,,,,,,,,,0.07028523511117582,-0.06619021575623148,,0.0376807875958424,0.012449292343537003
MICA,0.06703588755694045,0.002329925935329934,-0.019256530924250326,-0.00849458990236503,-0.0035006788956228455,-0.02973209460076413,0.2232860573083126,-0.02054900305421003,-0.0019122134757941073,0.06551045813506033,0.02243427280960348,0.15036916736237949,-0.00027425176407462295,0.07980996112983223,0.1382818525620443,0.1037589267814972,0.032956425859022524,0.09453095812819023,0.06648513267813445,-0.013712557495788483
TG,0.05239321352977848,-0.008248151910066132,-0.03023039578365972,-0.022899046456651095,0.021709710727073207,0.029559713983112166,0.018851603585362836,-0.032009046675139353,-0.011693624429119646,,0.04307270092057644,-0.044349532827416584,0.027741407830774365,-0.04120250399054023,0.05149505045475383,-0.03085578298116854,0.024755770919499806,,0.013747075737113531,0.10725256219080379
ADA,0.12724703497822185,-0.0494784862472191,-0.005858812966749385,0.021654190843235582,0.06778490401014674,0.1698266489007999,0.16606135451640686,0.09485976690539215,-0.01899138647479281,0.07896260592634123,0.02532988601310916,0.07621852482101091,0.18144940706899504,0.2042390545365635,0.05632568215823771,0.23528997659408837,0.19575813713905346,0.13217420555678738,0.1329611179123529,0.04810154751243645
LAMC3,0.03597126710868805,0.035588172437919424,-0.026848547744963196,0.011622218938379125,0.12915670395529869,0.2094658381997751,0.33789625735281104,0.09077056719493415,0.014566115405131547,-0.04813496577998321,0.16920718638703378,0.2699451195607111,0.33943105034418625,0.2063775987611143,0.3066780804795464,0.265418701123426,0.2350958417941132,0.3156347038821787,0.21729542816067812,0.15115610132990398
CCL7,,-0.02426630970015139,,-0.02820163217493811,-0.03271121508285127,,,,,,,,,,,0.014022926053990968,,,,-0.06809321329551378
NGF,,0.0017973527777436131,,-0.00044288657947212217,-0.03491581747428371,-0.027495937531519545,,,,-0.02090659633329098,,,,-0.05667142393304852,-0.05169382414110057,0.07106908740834442,0.0271657275521151,,0.06140222783015056,0.04399097179543647
TNFSF15,,,,-0.03140389675095435,0.05229518741323707,-0.003601403417363424,,,,,,0.06124502353069325,,-0.009686756740644852,0.19521287500399384,0.06780093693141269,,,-0.007460010754858035,-0.014270212760395072
HMGB1,0.0016915384694001516,0.026732487000753098,-0.003188098899394834,-0.021976853631010575,-0.0014333254574859485,0.10845872665567269,0.19116086415882172,-0.0791386145731201,0.033083402406596685,0.13506875060888482,0.08655357492309167,-0.10499683192929697,0.005699120461367619,-0.0068229037908580925,-0.01604162490476461,-0.012739603673084155,-0.04287437538867412,-0.14300489802570848,0.05261056595017669,0.034505079229157624
ITGB3BP,0.08499577391885824,-0.023065115839113456,0.007139983987307543,0.005449904419365184,0.02107341620193174,0.08952345461514051,0.24874016261459322,0.04702833892853986,0.0317852559940966,0.051043404921644324,-0.028508908869687082,0.07501941081045418,0.09673597097708625,0.07188768365935644,0.0888056727772412,0.012956278876855134,0.006818620984393558,0.0095604313190518,-0.05398704358656419,-0.02195773881598011
AANAT,,-0.035206723513656515,,0.014204258806963514,-0.0218230131044707,,0.017321287299460034,-0.009296405812963437,-0.013479428188675011,0.008231411235486838,-0.0018494258751005762,,-0.004930415268174565,,-0.06625781332155302,0.02851610962180723,0.02387598598779521,0.07342466814255978,,0.09023702445868806
RELN,0.11033590411614387,0.026117571275046266,0.015840630623700017,-0.01750272356438049,0.06357808574359171,0.042301245294435866,-0.09038557587874071,-0.01983690168543915,0.01954757027208704,0.0253835388619837,-0.04178715781921045,,,0.0178087477795793,,,,0.007416275326504846,-0.03834557198194006,0.06234758389562824
IL15,-0.07317128414210441,0.04222828687685986,-0.020872491451773646,0.005677101560037276,-0.034088652124119406,0.06585015194285536,0.14997478743473427,-0.0038754232073893616,-0.00762582584929416,-0.025669998977054295,-0.024573193082332984,-0.003054513919038726,0.10022713753940025,0.10757354712109057,0.0612575418903205,0.07838153136487039,0.029802699773711704,0.03751152806475226,0.04112318090413025,-0.02503457560786347
UTS2,,,,,,,0.17991059697382666,,,,,-0.05149028425103008,-0.06653365256813483,,,-0.009208236604688239,,,,
BSG,-0.011261454902370037,0.007028370976561132,-0.029847160175421418,-0.012799131458586443,-0.03918401029123512,0.0571296130121938,0.09961657010000609,0.005392008684822112,0.042574855210683715,-0.1441412726182189,-0.03119946356008212,0.12678925112382358,-0.06954395309900353,0.12764900009285887,0.19211736748603517,-0.09421559732454507,-0.00623783884930844,0.2766001879496625,0.039558254801477837,0.009326040846555859
ADAMTS3,0.00887680537340411,0.033179711862120376,0.006459940624933054,0.03147554497248573,-0.000542989369112653,0.021999345394171397,0.3012807788068694,-0.01638420475854654,-0.016596966104422614,-0.031561753499866306,-0.025044623381008567,0.1694900468477381,0.030037074571411065,,0.0357755791861201,0.08437072899306151,0.08871628307928829,0.18338169493568898,0.03244217745975839,0.05999798643077308
CD34,-0.0010202002525601117,0.059119767497449564,-0.005793934573843253,0.024420512260300183,0.11569696382830814,0.18924054552577332,0.2784948843448921,0.01312899350193426,0.009062885623634201,0.002512690497795008,0.09948927528815255,0.20017556452540972,0.3711700130406792,0.19822410487015374,0.25298240497018,0.18226016325304076,0.1886227676236799,0.24390381141064454,0.10882333230554685,0.05786223513693778
CCL23,,,,,,,0.18365453969386666,,,,,0.010349599603168513,,,,,,,,
PLAT,0.1015080672482642,0.13961906877698826,0.03470268801114691,0.018574020404824032,0.08794259166390604,0.10428423250260375,0.26431146702298713,0.08592271713401894,-0.0002672418328980683,-0.03454047194188501,0.10596701952736697,0.1844984902680504,0.2880183365595517,0.11138401274702896,0.19403965493334707,-0.012545147592971347,0.1717702813361959,0.18730311465520208,0.10560593335714225,0.0823490085346234
NTF3,,,,,,,,,-0.008925258138338698,,,,,,,0.021329426733548252,0.18629957402749586,,-0.05199432594197276,
LTA,,,-0.007075801981322824,-0.01989017923774633,,,,-0.01725763937668043,,,0.03495458838717177,,,,,,,,,
CKLF,0.07632481571169349,0.11181708103289084,0.03834201854292397,0.015994236362625164,0.058053719989404444,0.1280520751467191,0.2953529437108749,0.06982487550704025,0.013310841920228744,0.029829808375566605,0.03845451448167143,-0.000986458744806148,0.22835425582290417,0.013958337555918644,0.16526583181021218,0.15210872040762194,0.07903008255837213,0.04251615556191623,0.021372941725048607,0.02327480150170393
CD24,0.05171758706672195,-0.0028906841176117725,-0.013613389786303836,-0.024714138487938155,0.0672975255259602,0.07637076238641005,0.010851642758528268,0.01669810017141349,0.029560821230613727,0.03728554802520253,-0.08084593361825551,0.03696912940252378,0.08872248596725912,-0.01935083349407685,0.08378970946154775,-0.018397102428688555,0.021337349484214545,0.01803615220452919,-0.009528796967907021,0.03255942887276657
HSP90AA1,-0.033023306823411765,-0.03608200372979972,-0.011125010837335202,-0.018501835109061865,0.044976819701393465,-0.139456426438935,-0.298486526605005,0.09245282683048726,-0.04056834890820338,-0.1389005988219046,0.010344598281823953,0.04127736694464392,-0.25619853702601153,0.04454515381716849,-0.20723123848970992,-0.28221500154505624,-0.23960784599011628,-0.12034854705308283,-0.05951093772340594,0.09104011395779812
BMP4,0.013597481914820336,0.008105489650401258,-0.023566722977904252,0.005732327808983742,0.03808643826837534,0.1226895147541949,0.023066966148700706,-0.009496505786852981,0.04002859939243837,0.037625498549029926,0.102304303029296,0.15881442552102296,0.2133411836777593,0.023987927558067924,0.09648874483937911,0.11349566742952676,0.11747558594808964,0.2233023355670561,0.1291671290249744,0.0876918120470524
SCGB3A1,,-0.009567090026359512,,,-0.011987091708037457,0.01220422792995126,,,-0.011370029515248665,-0.01871253885058345,0.10572933485099949,-0.05768439410402609,0.1419238110588453,0.07697687520314642,,0.1386434034265198,0.0425727552461973,,0.008136365113300258,-0.004456615683698649
IGFBP4,0.10410018381402661,0.07943137706890709,-0.00483806073020446,0.030567198494437068,0.043295666869610436,0.19544372106186297,0.3769382126074371,0.05051254440007335,0.044864727568414205,0.032912559145089636,0.09206670994937052,0.18843814969115374,0.310223591562498,0.2325761707566418,0.22124910473773884,0.19512998453082944,0.14737555877971192,0.36022417384048544,0.15375475800855287,0.14564616150747223
RSPO4,,,0.02210358829526319,-0.011251306912714008,-0.029994970375385885,,,0.0026417112155032257,-0.011370027852124641,,-0.011683154093382555,,,0.10003877649720126,,,,,0.0004682636412849251,-0.018907746747969793
LEFTY2,-0.0234638012454358,-0.006951878507937247,0.03876527015802684,0.0729076854478079,0.07442245103196325,0.26493578509712046,0.3886428000010531,0.045239259642279386,-0.012467374598350647,-0.02090659633329098,0.12803366600841756,0.09505262151190823,0.2029534833234865,,0.08375951256142446,0.03428602989112202,-0.0050338589436299055,0.316998847303743,-0.06037897399777053,0.12227139087037076
PF4,,-0.025172398484216613,-0.020222596370143064,0.011827650344228785,,,,,,,,,,,,,-0.0424388949849625,,,-0.019783914596489868
ANGPTL2,0.0423817075815187,0.059462276413474256,-0.001288163009968249,-0.022709415955411066,0.015779093586651482,0.12433355900039261,0.2537080452376685,0.003156728166235948,0.010709193194765034,0.021132155840946996,-0.0283139455888682,0.13955615434203575,0.10165606321918937,0.11138676486756957,0.1290930551202918,0.19024110315904327,0.16295369724913647,-0.012858982794889914,0.09681325647857611,-0.0035591314021039488
LRIG2,0.017599527423916895,0.020244138023353998,-0.020328234911913122,0.015251351786969973,0.03828400171116653,0.0522560265929626,0.0891428188190193,0.021773326405285974,0.03715527423392253,-0.0703358045143433,-0.06252415458297471,-0.03341189984214192,-0.08385540711358205,0.1080329139974562,0.15384921795040438,0.05735562650613917,0.05753219111852634,0.03324590876873012,-0.009536707640182909,0.031177374623992803
ICOSLG,-0.039391769957498254,0.042795639528718066,0.014035476106876,-0.02793917341220888,-0.04044109888612099,0.06661273073768831,0.08649037772545513,0.03044567788324249,-0.021578189602705435,0.06578757761242345,0.012510908268257227,-0.012219177277256198,0.013263296577387429,0.05774624373755876,0.09540828370239422,0.0839648538246082,0.11315524919294405,0.0921536025604754,0.03285487830631986,-0.012615874256024402
WIF1,,0.07073107373608505,,,0.008750490254374153,-0.1023929134944124,-0.1863165033726121,-0.024882330685242173,0.0050787933904346775,-0.04789108226324027,-0.05237764245760263,,,,,,,,-0.020488431942673517,-0.05256557272086903
NPPC,-0.0027895679561641545,-0.0442971150738973,,-0.0075910206078322,-0.03695113851545703,-0.028194432160442512,-0.008317220673287192,-0.03105140014648555,-0.01580155622715584,-0.0403512532385187,-0.0829227397975214,0.06302077011520012,0.010537414041901012,-0.002800553838801279,-0.017563509415842508,-0.03503964562931162,0.0609938671026954,0.1235051514576859,0.07444957194297816,0.12263731186624942
LYZ,0.05383049292335847,0.015056457582229463,0.025812983261663532,0.09437738546911378,-0.041318122295587255,0.021638219145931396,0.21434305704476697,-0.04517581616048841,0.018869459085487948,0.0755980071371831,0.07297575113062535,0.05939337396612197,0.10262000278729226,0.10364795686620268,0.18588639984892313,0.12920157513792946,0.05867906346324053,0.11335225110527894,0.04068935143945785,0.05391872726926666
EREG,,,,,-0.04221004020959949,,,,,0.07514265331739074,,,,,,-0.08538666587479499,-0.04537942393730905,,0.05571397823096228,0.07947381846778365
SPTAN1,0.004943064139771713,0.015751756399366348,0.006903596469611309,0.021519136472846066,0.08774683442918997,-0.006931796161124319,-0.09138981700184581,0.02215751778897363,-0.006816943216960385,-0.0845830963307241,-0.06541250175488421,-0.018670780510247027,0.014647122322701716,0.0024106133911672824,0.015556299538827355,-0.0025708577074233167,0.13550338303542425,0.045994609608500055,-0.036098981946455375,0.20608949533897522
PTH2,,,,,,,,,,,,,,,,,,,0.06929985812532025,
LIPC,0.059187075908642,-0.030817632178521064,-0.03043608832510194,-0.01079538297784027,0.02350496462535186,-0.034367261701332814,0.14778188598207875,0.0003821462039202084,,0.003921663201115842,-0.05499256967783718,0.007802286242935682,0.09861470591253134,0.01973282521203617,0.02306854920059272,,,0.03671615383686137,,0.07198641631175852
COL8A1,-0.02521468893524123,0.016329458029288747,-0.027876136798411156,0.047452040987572136,-0.005520306325163605,0.0298324244842466,0.13012343964030765,0.003201398078296198,-0.004953092619189175,0.08871911673438025,0.048606045609439,0.0893737045318126,0.01758871343636681,0.09958287451407698,0.04958837627484325,0.0780299617581653,0.024103883153074785,0.21854398111257625,0.02775130184652721,-0.05917918285316541
GSTM2,0.02176924189585168,-0.018538904853645396,-0.004790294722431024,-0.008869599892244456,0.009930417032968163,0.05883346483344712,0.06435118133965546,-0.03391347749181405,-0.024037480032986523,0.027771472467372545,-0.026821580164997465,-0.02109610184406102,0.02181356931183317,0.04683434385954735,0.08886509142794685,0.03960598180025153,0.044961907808776805,-0.057887777672595904,0.06083104197539772,-0.025452237960392095
IL4,,,,,,,,,,,,,0.03217006317157737,,,,,,,
SPX,0.007291364066083259,0.07011394438398315,0.0330867659297362,-0.021444422264531193,0.068584081477487,-0.06582709376780033,-0.07055220292996514,-0.04254967897789498,0.045530370311950265,-0.04658928620887185,0.007773884647329443,-0.04226802591007436,,,-0.04585998546174015,-0.0027965520627719967,0.032434673816028554,-0.1489379729204401,-0.018630741426573675,0.11619084072755954
MFGE8,0.09882705836136453,0.036228932649761084,0.005891019414794903,0.015622845585822887,0.12423852096286829,0.10131155458272893,0.1318833924689151,0.019355209692749113,0.0019871529512976893,-0.09620641339939502,0.09654855001445613,0.2431731250330319,0.30749650492739616,0.12063065106697785,0.22717509059926985,0.08589351234679793,0.11294709740228005,0.21792238945754935,0.11966236785123113,-0.007979188180738579
TGFA,0.11113094874180225,0.07990716189472499,0.09579043323609086,-0.025546553782331696,0.04612872356118934,0.09027971144322045,0.0617932917296226,0.05545381029545209,-0.021070667515188386,-0.059186408516224934,0.027120274062131387,0.04046450967971794,-0.019217377042019815,-0.09154055315174897,0.044294537451939765,0.11701573571915933,0.04071415297363616,-0.05634435160150622,0.01383138276610158,0.03279964149031521
SLIT2,0.07724088793585038,0.07442531546388058,-0.013392455682947496,0.031216774695446328,0.029110210106978344,0.05439768246990618,-0.09196902602634598,-0.06718116241491302,0.0170827453426267,-0.04150358407394892,-0.004174721366517496,0.15403634304047145,0.11834695133967303,0.09366143810929212,0.11283914392813806,0.046069911121988785,0.08563760446393148,0.005801836592298928,-0.02518978632604895,-0.017118908902600316
PLTP,0.02797513628520534,-0.0042638680686694465,0.015085367732984533,-0.022143444537665664,-0.014284722883161148,0.02743370872446222,0.2412658590088195,0.020494518545519674,0.024792045995973684,0.11088912845797158,-0.045579730273829264,-0.008396002632331524,0.10869992426889014,0.07702113537915926,0.12892481207519935,0.09529116329634202,0.0028708146977794147,0.19231619603401148,0.045185957294522364,0.0224865104034765
APOD,-0.00516060251901609,0.04715374817429547,0.1055190245850244,0.009775514169331399,0.03893289888342986,-0.02265969491635814,0.047001317566091744,0.08170685907305193,0.04674260598281145,0.0159312084644626,0.04816391331911553,-0.14117360233567053,0.04221886432192998,-0.02164826105354837,-0.19039944635774902,0.20941288960609042,0.22899824084493078,-0.23251403066333345,0.12671769688455456,0.11860330186819855
B2M,0.09313307139012506,0.013083992814730024,-0.04747437962329711,0.0983515358853109,-0.007804080749836139,0.15172200015718199,0.3803282020468938,0.03691523712088469,-0.005564292607589011,0.10662261825420012,0.08163791788683723,0.10656730662210061,0.264511680865103,0.18753607277765205,0.1360246608577381,0.18495880162453207,0.15154572682745476,0.2852309466654702,0.15085630300425534,0.06509443875056554
OMG,0.023517028290868696,0.043364474027417464,-0.015263307002663132,0.03208103405055483,0.08532678517443357,-0.06305892422023068,-0.10305440191076151,0.0046097981878974,0.029561124270148002,-0.017766596778105936,0.039419090947587054,-0.053329440875203665,0.06982297351867207,-0.00790184265158644,-0.14844868280446216,0.20006559304694727,0.2029216130227155,-0.16324953542001916,0.06504767577681418,0.18727583088699953
CXCL3,0.03407207877603433,-0.0038587411529763813,-0.008616419303429526,0.0589242303939942,-0.0066071338421869715,,0.04386377801951546,0.015336831274141146,-0.012163526442944897,0.042830613361462745,-0.025211308847933052,-0.040401188874725186,-0.003920818337048775,,,-0.10963516339878403,-0.015348999818154269,0.010687057857692724,0.01797636479153725,-0.09974492193116345
CXCL10,0.011329368034336151,-0.003857188420597925,0.0063880561105329105,0.07228424797412225,-0.027195446585925338,0.05955750072534945,0.3168257156567555,0.09110078390230261,-0.0029334114422118977,0.10844037789188088,-0.02250199393079648,0.0389145402583563,0.10906986734806505,0.024136020063375795,0.1281130076172223,-0.04675893305361823,0.03160185469371531,0.006070096758817179,0.011884102956407279,0.10301742636081886
RSPO3,,0.009864553696976808,,-0.008678599540581566,-0.016326992370698668,0.05068102012891713,-0.07841095072794085,-0.017987406533726245,0.00925576257548889,-0.04619013633342673,-0.026345331845709224,,,,,0.036784143109465185,0.131554710373296,,-0.013029135087560612,0.08091423007652469
CORT,0.1342248973046558,-0.003518874150484071,-0.017057587590005294,-0.026590933263204664,0.05937405966269582,0.030555005189889843,-0.08548468133171508,-0.027245356150742465,-0.032333687412704246,0.06364926324527351,0.05916638132995195,,,,,0.08115344701580626,0.01811797368345913,,-0.01523056376045179,
NCAN,0.05956498127095805,0.08056308121837033,0.017055855960975193,-0.03180475499027342,0.13118429875601312,0.06628544480829322,0.04342933558504574,0.0009626145408179657,0.037637363591258036,-0.030371397205179253,0.011190970274773513,-0.11476388480238144,0.03762390167338432,0.09431943765465299,0.09501820590976819,0.14529645994464332,0.2328463760285606,0.14205045169166525,-0.016623969602132492,0.17492137704860258
PRG4,,-0.036493631772476845,,0.05516059215541628,0.08356415959062077,,0.09434933012410839,0.0553652713475761,,,0.015718007300007268,,,,,0.06480965787525901,0.027515212481601384,,0.0417688569683321,0.02581175315894124
