,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
PTPN6,0.04974394464167421,-0.013002013769757051,0.007778149589798671,-0.00852738998102862,0.007959861822618767,0.23683595180003883,-0.01829599203112643,0.04883327720228424,0.08064905819601802,0.03897496456687639,0.05702057797885313,0.014267495313381551,0.15543544137483054,0.12132415695509897,-0.004216630386158819,0.0855128387287893,0.060788526060252146,0.08793961048992519
PTGS2,-0.032693851841339536,0.010825422607999957,0.028535192841541376,0.11808186130717217,0.020460476554621288,-0.2766868829372187,0.014876539004215551,0.1136120050788131,-0.05694272951606086,-0.025647877297587635,0.1446348127061809,0.07339491567766065,0.026036867466007564,-0.10724168841563733,-0.08299156273143754,-0.08456602030207315,0.022753652680779363,-0.021777694214562694
XCL1,0.011334649291806276,-0.018523210461509575,,0.03453355364989457,,,-0.024527485392829503,,0.09759892696979135,,,,,,,,,
CD58,0.01466872597199623,-0.02192671182272426,0.03027197278845386,0.011128311044778095,0.02581838095944511,0.33048987215579056,0.05694191460576428,0.0019907016344222588,0.029284917279787534,0.006600761646338802,0.09821568990860254,0.04691830699086716,0.005557029776464813,0.13691398697880036,0.03168565114126444,-0.0009109205287918064,-0.018794396949551456,-0.025092319009465607
TNFSF14,0.08756742338448499,-0.0005119524759433278,0.00962591171006046,-0.01842068289295737,,0.030162235534786898,-0.008687561909367248,-0.02168874631486232,0.02856694558517088,,-0.039738390691458826,-0.030989137939295294,,0.11280624624664122,-0.04162897697475883,-0.015724378990946232,0.0058707336261049564,-0.054585476051687294
CNTN4,,-0.010771343840678136,-0.01167107541739981,0.032649895889696766,0.016987648734754276,-0.17301833826272867,0.011467221075401171,-0.04120501948449406,-0.033732008989473004,-0.0026643884424392013,-0.030478242428230693,,,0.00670308470180513,0.049906521340830366,0.029059643432506933,0.017981328810940535,-0.007355566738417557
NTF4,,,,-0.010527464644602384,,,,,,,,,,,,,,
INSL3,,-0.01659337794783966,,0.04313317958911173,,,-0.017219734949543757,,,,,,,,,,-0.022090921023548284,
BTLA,,,,-0.005995557706333229,,,,-0.008352100257869794,,,,,,0.03816364187132396,,,-0.02136081606915956,
MFNG,0.11636900574278904,0.00923183048156444,0.07044264029357578,-0.008249535509333503,-0.03977570903973061,0.2450336740053743,-0.04178279712227438,0.0057611956202091455,0.032912266354218025,-0.006994683597505306,0.05776476491989582,0.0009804760912230659,0.06554623832234287,0.14372596403026516,0.05876011616306289,0.10955587891686197,0.07609819604075474,0.04696098162630745
ICAM1,0.06496006744746778,0.002943512053111998,-0.062698192404011,0.054161718308935146,0.04239905003138197,0.1613757218099145,-0.02213002517908172,0.005747413106322018,0.019315839278373336,0.008508496680711537,0.17495699206927642,0.012415587276358473,0.19472295694171782,0.03466260631704738,0.0072013701559686585,-0.10306775587666114,-0.0012007315876946484,0.07506098073058427
PROS1,0.06045308154480271,-0.013389343178784006,0.04345376882269337,0.0020808140643089924,-0.040871168319644074,0.21384616325057693,-0.06440144568262719,0.06687728197022658,0.002394476276021735,0.007666225204848523,0.07157554508405639,-0.06577950255329344,-0.007628044969534555,0.007491685702299787,-0.0017803563875498235,0.10001952845333803,0.04368156190899291,0.11934944588626739
CLCF1,0.032469063905565886,0.002838342203875418,0.031641787598159915,0.06671233375058337,-0.03437287583523803,-0.03120254979202076,0.025374241842685347,0.010641204013239126,-0.03060223435513304,0.134803694373115,0.1537764001581364,0.06808203817353546,0.1746562536869999,0.12829694523816842,-0.023100471104164338,-0.05817924758602482,-0.025617821757611087,
PSAP,0.3456785854808364,-0.005141862972009499,-0.003945478773015552,-0.045501072238567336,0.0609617668313205,-0.1684581619584069,0.01218100025721933,-0.03940851304064035,-0.006458068192373303,0.06277181713612591,0.111348581102327,-0.013913093280684798,0.005892393664655375,0.030866891716824926,-0.022629509720080997,0.005080799064255887,0.05153163822639706,0.10623453779924656
EFEMP1,0.1324928084553213,-0.02048595501625172,0.07292107754094344,0.032124238362435026,-0.023769014045569352,0.2589821981395988,-0.05028277253802047,0.011859137059419163,-0.019051813523784284,0.03287830179434716,0.0689271449023945,-0.10472692007605641,0.021040941682432306,0.011103533196327672,-0.07666483171974356,0.13099000189798676,0.06885233241961501,0.04272234415093431
C1QTNF1,-0.1069880898805845,-0.017149723400776414,0.05208570492451335,-0.04904892265334514,-0.02056431482511142,0.18484839185748284,0.027917352087095774,0.017309828045678256,-0.02624089051082042,-0.011069674987079328,0.029208927542209155,-0.01436104394643957,0.0020481857959099865,0.02841217928867046,-0.1046569149393471,0.0537449136312033,0.015139794095305224,-0.08850713479598576
ALB,0.047654655917786816,-0.02565379531030824,0.0032259043405251085,0.013229990155351935,-0.024107785422518267,-0.04628019287790012,-0.018799434098926454,0.04742243103243591,-0.024234119657648302,0.0668428871131376,-0.08465111512633618,-0.049123681412808796,0.013964127467594902,0.07701749556628124,0.04432532749883856,0.16544682726710624,-0.0249795417559132,0.002786354184627288
EFNA3,-0.16091287921183964,-0.02730684679344433,0.003230789294400958,0.0566820883270028,0.06915509132192398,-0.2711555221301267,-0.012327472247232357,0.005244397551199176,0.02980298624038353,-0.003118641642893149,-0.03222442524281746,-0.015046277785252067,-0.002522319230640925,0.03524588860117108,0.018121825965904895,-0.05003805215921558,-0.016710972544294784,-0.03181060810710144
DRAXIN,-0.04955591243526132,-0.015607614185085942,0.09620779329143182,0.04313698857837478,0.004708021045530129,0.27985660231401976,-0.006165317682586363,-0.028510318858819543,0.03717440270990329,0.0055720591749983586,0.08044180277619346,0.010411241329331892,0.027377546212966373,0.12799133467156235,0.006779244616849882,0.0541628883296321,0.04829202694099932,0.06841758197814575
RAET1L,,-0.01292640257437837,,,,,,0.04515887202839225,,,,,,,,,,
NPTX2,0.012793619921768893,0.027803846548177268,-0.09232220407918858,-0.02416876721507689,0.08534512643476411,-0.3576899434026843,0.005059377384996165,0.01000468764383271,-0.016379707795209753,-0.06268288582452336,0.09934134017512677,0.002727499223013855,,0.06016592226196411,0.005380515222522873,0.035796788725773944,0.011275956859445345,0.009333927494451949
FGF11,0.00790322789289597,0.00425319565498824,0.018696457926367198,-0.00287306268350349,-0.026424824234199357,0.23633890649517478,-0.0020635175331270438,0.03821771397356742,0.032223058106612225,-0.01766264520689342,0.034311283393437586,-0.005823310044218688,0.0022691223461761513,-0.020381705415194316,-0.017449005058417493,0.10545334442463142,0.024113916854754332,0.22304335557758517
CD59,0.12110177157974465,0.036270714832939165,-0.022506216553570827,-0.006093392501346554,0.03658188822971113,-0.2103423935002722,0.04673918499579609,-0.04366105755836656,0.0033753267546139313,0.08161832593373998,0.0902890149212951,0.00037977036355341044,0.00739140191137788,0.08769571186588135,-0.007131518535655758,0.02216324621030319,0.06498095674791225,0.04961120129538982
COL9A2,-0.023307370560512054,-0.009553825840513437,0.03448578655695969,-0.05386285594619878,-0.03626860940317473,0.15107183924102188,0.02136465691469124,0.003380616473916307,0.1249641997206171,0.0029987003658064632,-0.0023510787264271167,-0.015040580050032844,0.01207036307507229,0.04986664830755831,0.018062660232925656,0.09752805451221014,0.031252229452189154,-0.0035782481730945387
DLL3,0.21181253517094142,-0.034520397555292785,0.0021198640738158765,-0.04830272424798927,3.0239331077150812e-05,0.15360098205653533,0.0021821346149756464,0.020271499707704897,-0.054096436934054665,0.10723347152061423,-0.05788929465877381,-0.01642816639707001,0.08564689832372004,0.05722242481247888,0.030168210867739877,0.0010189601863365796,-0.004338744885143161,0.007536440028649426
FGF5,,,,,,-0.03136534817392766,,,0.05447256224102259,,,,,,,,0.05242026217995483,
LIN7C,-0.0040401906478426276,-0.02704197740806858,0.05267758142261573,-0.049930829912802434,0.043137388975588845,0.16563488042921712,-0.01216060958403472,-0.03387488372432168,-0.02362725747593772,0.04850977341964852,-0.019746612582584793,0.06210876569860033,-0.08395339257715177,0.11372470978152482,-0.038572111821226704,0.1049580327653326,0.04252403098963264,0.07864889970519182
GDF7,0.09188423183408842,0.11151995406902168,0.0315305620481406,-0.02611687549869698,0.11146589864826241,0.11005785667553743,0.015872529571880636,-0.013310469720080615,0.0019577518555600045,,,,,0.06253713670198909,0.02442709101390579,,-0.004507082795316077,
PSPN,-0.008406632631001108,-0.007449113695171523,0.03917705478212003,0.040869035308827524,0.02589090772249721,-0.037368479081431254,-0.005101035752046013,-0.010186062026697631,-0.02525798328598298,0.008619875335090026,0.13514130557685217,0.04224475239139024,0.07156556512801923,0.07857812811642063,0.011991390428348635,0.06726867917145019,0.019570825203681856,0.013913801570215526
ANGPT1,-0.05346743404152082,0.020556991848123953,-0.027594410930232165,-0.025212038878620772,0.07107737532978924,0.3302694505100708,-0.0004655880003632574,0.02970596632278317,0.016740152721412247,0.04975976965500925,0.15256900321844813,0.1293548513722318,0.026965147386554103,0.04433765510793305,0.045724753035861855,0.037396139546773295,0.061865826905177064,0.006270830352451848
PNOC,-0.07972608725400815,0.009924739985156878,-0.06499000758858026,-0.024983565296269626,0.05552015639875196,-0.32746572363331083,0.03683547450950609,0.00530949368474409,-0.02153603476531271,-0.012525055166653573,,,,,,-0.07151003680243828,-0.022799881282781275,-0.07031887627867726
L1CAM,0.07256059754746659,0.049074119373698925,0.029425714114172764,-0.008125394471223596,0.05937086548030051,-0.265176583741492,0.019845391321871828,-0.047141465868157977,0.006305503263844402,-0.011348209102571186,0.015817263227331093,0.005328338039283671,0.03064560329484744,-0.08753814023895326,0.007427131147112039,-0.019331165304147545,0.08037576786944621,-0.027043425601572423
APOA1,-0.036578784278941345,0.003779323413443978,0.051943498229891985,-0.040176879696100114,0.003787935250083838,0.00709768597978924,0.11735954348090143,-0.037967058968521726,0.06139822203604703,0.020549185882546523,0.07623501655517752,0.013511384488719773,0.0023497313982496198,0.09788539670268222,-0.04940808954285613,,0.09369550091343953,-0.018782163113793278
PSEN1,0.15184315554450123,0.002146737963290528,0.024346375074869323,0.034684339341733164,-0.012411808393179053,0.17421810767320114,0.03067963186723349,-0.008885205704411026,0.036358158001457384,-0.016335034173456317,0.03654603824640563,0.060778353917658484,-0.014134150256152942,-0.06660404064536007,-0.003938198552867274,-0.006730411171518104,0.016235974749601253,0.05026662770276835
CALM2,0.10422617290654648,0.037034950384661744,-0.013908346954513102,-0.08261516374460928,0.05183037405317882,-0.32895209500494293,0.06844578632763926,0.036574342268041175,0.015675573917671083,0.08957492932074275,-0.014774929994066424,-0.056969854992700304,0.00972100699709996,-0.03132935617682974,0.09981565079200558,-0.008825768018729219,-0.02594566935190361,-0.022436036685279093
CLEC2B,0.057014541461909866,0.02739732708471939,0.04797133948852946,0.07360393239131682,-0.024317371535542354,0.283521497808143,-0.002335916343719102,2.1869443287222346e-05,0.0230597737364388,-0.03108816577189249,0.05281966624823903,0.03497113489925551,-0.03822041659212445,-0.0034844647691700164,0.05993361368672524,-0.05120542485485072,0.02641326592725914,-0.05372306829387488
NTNG1,-0.09270735119098873,0.0062630361535185525,-0.04052628400762797,0.036682426846864936,-0.05443734735989891,0.055894833861283126,0.016127732354586335,-0.03591594594581999,0.03598477485580863,0.0006992777398378194,0.004607830185576328,-0.0763373068265884,-0.07013103465351277,0.02855621102989432,0.051390865058969636,0.04884961400612227,0.07805171673599232,-0.01769969117826481
LRIG1,-0.004552857100106236,0.04074711075434674,-0.019800124555511205,-0.07991162408798985,-0.07132170701960691,0.18328659914383652,0.03434562561280521,0.006075067629296311,0.009069226236089292,0.03483208885238989,-0.17626936849080888,-0.02399755739012947,0.10401956031746648,0.11231619800806655,-0.12631295414171057,-0.026784541555859957,-0.026477848655100965,-0.009869943741975749
CPAMD8,0.03782339421277969,0.0015159586445313913,,0.027461852488615945,0.054616289565951236,0.08377244780879287,-0.019100661851954727,0.005169061460138424,-0.04916513208593722,-0.02220398805141784,0.07278346656993848,,0.03731036097524913,0.1044210750353459,-0.009800638821107682,0.08805532894707627,0.030598860917521283,0.044844581643903085
GHRL,0.06626527624324324,0.01953787714805204,-0.010739665426526934,-0.030742865487085283,-0.037600841122056805,0.07837716523103427,0.0015447507073153201,0.047578002402049735,-0.024306889243031583,0.08292652567257823,0.026504776284626264,0.08984820185165696,-0.11763211829348771,0.09490468186137924,0.03522608654023355,,0.022508904486329726,
NPY,0.09864289897667894,0.08142557623469322,0.021632759679323724,-0.03421594396578821,0.0941317281980458,-0.20397407171251267,0.022363953628110028,0.06027825078667464,0.018650990548509435,0.0045649059004873515,-0.029277586168241155,-0.002422979884534639,,0.043824257936576454,-0.05890082539393041,-0.01155229111713741,0.032338893434041546,-0.10421412070602759
MMP2,0.012098590795499077,0.02926521180773019,0.022848815519609492,-0.05238994392730243,-0.05201744798124369,0.3210646964125474,-0.024141523503414787,0.005800143284511767,0.017484634089335177,0.12560947492428315,0.12089918447221666,0.03088880701760859,0.09230536629479028,0.13240356816833568,-0.031228312340348383,-0.00785648989324898,0.05769058385618939,0.013812052795400492
LHB,,,,-0.01532735409285384,,,,,,,,,,,,,,
PPY,,0.009870571212621648,,-0.02688402797238636,,,0.025914505739321782,,,,,,,,,,0.10012945160892288,
ALKAL2,0.060780815821501535,0.03258453821132144,-0.00012718341548556244,-0.02619015381709265,0.019866043100288652,-0.07412972045330499,0.0010392201485470525,0.013930339372051058,-0.051122514626844244,0.007075485628840716,-0.02083446295264031,-0.010736599588503233,,0.0904699588203933,0.03728592809141292,,-0.04859575075371773,0.17977847136117256
CSF1,-0.0425045438059977,-0.10789163022662755,0.01844110920660342,-0.02550757679525423,-0.016781722278310436,0.186656777949948,-0.06562680622005578,0.027775820677691666,-0.01040428325936506,-0.052002483958470846,0.07077202149863589,-0.05146945081438476,-0.008296721041098,0.006025339644841662,0.049252413919987595,0.05591176671412681,0.028638502745915374,0.050473013026856715
SEMA4C,-0.04384994919456208,0.015253110703452347,0.062216883237259026,-0.005624442581797524,-0.03186081060756246,0.0560348975116423,-0.017961055027887956,0.022007194894681465,0.0922019207552388,0.046703893831223794,0.024726883207594353,-0.01809194423921202,0.16793058534535904,0.09357896152749606,0.06142417413648793,0.05493113051533235,0.07145127764333667,0.07871460081718865
BMP8A,,,,,,,,,,,,,,,,,0.021823257285928637,
ICAM2,0.056996131597771046,-0.0012428050496394569,0.10805846095072652,-0.023735279882517345,0.03560695126196915,0.24552288761472624,0.015860326928974412,-0.016392572349797695,0.019392552116388535,0.029210063256418672,0.07064923846280745,0.046531098530217176,0.010358063181799288,0.058552060434460415,-0.04289874676262559,-0.029178167815258758,0.057433310100615725,0.03336497380744103
SYTL3,-0.0028129653677873446,0.010899334552642085,0.041079521728433155,0.03710208063871846,0.08415395522888205,0.14179583112349334,-0.021601867306368542,0.03703556088899235,0.011383819577438174,0.0024214016354781485,0.01952013178058687,-0.09957831402790206,0.00867519373943536,0.034319164396816544,0.008790792293372053,0.06044125091006249,0.07181429540381083,
IL1A,-0.01840480478618491,0.08109849547343514,0.0061335548734507885,0.007724487598561981,-0.01927399251102227,0.09266555140469217,-0.021417062289511093,-0.05599305704796682,0.022712877450555204,0.04165454985632644,-0.035326725581471756,-0.04978081619414319,0.26398599394294414,0.1057823926344576,0.015598882114824172,-0.030329143559832183,0.0668229233793629,-0.02402809410725482
HLA-G,,-0.0198906469700668,,0.07720755976370004,0.0003271918904639923,,,,,,,0.1694598046654826,0.00489420519629465,,,,,
PGF,-0.14623441882252555,0.05284848518955294,-0.005386647082734152,0.037871829000019966,0.050243223673190104,0.23078469707731608,0.011398366901442528,-0.005154600295088966,-0.06857768225852957,-0.019083742490540442,-0.0062087188007916,0.034469431581533275,0.08106405894457436,0.037563946344749556,-0.08235985858532002,-0.04112065051734819,0.04989452068845177,0.1784321264800158
LGALS8,0.026803618434974225,-0.005817008800076149,0.04991859282123933,0.022772820588256745,0.00925031109956528,0.12504319092697974,-0.011507252418204394,-0.028513115596267822,-0.010096239023056322,-0.04315163029214884,0.018312170943108254,-0.01869973263010529,0.06928741244294695,0.05887877951535346,0.0016959137241692346,0.052976966716039894,0.0191835961839228,0.10955177200174648
DKK3,0.0027356066295015163,0.04358930448875476,-0.1305035644016395,-0.03457785115057578,0.10590948898505309,-0.37649396851867517,0.01913334103814699,0.011045238092369816,0.029003977929684753,0.07088721126639212,0.04171408334489062,0.035972322510231164,-0.02698917994379249,-0.007078768143731599,-0.06855562557379809,-0.1368979213040224,0.022322811623109392,-0.12858561604981733
COL16A1,-0.09881633404424969,-0.05190195849240518,-0.021399492853542985,-0.012005506210775622,0.03076993717083218,0.06763117369931564,-0.02039559305157853,-0.0395458433004964,0.02711682774968909,0.04288656208293467,-0.01112053469195312,0.03082908203529026,0.012111903170331404,0.1347189729545564,0.002804967845359023,0.05372929761468339,0.034039706380608534,0.11227697391565515
TPH1,0.03986118269881349,0.07646886860606564,,0.05159443087489349,0.021113758452428518,0.002570413581071145,0.04905518115102871,,,0.02704886486615811,,-0.07751583351898828,0.007281672614676566,,-0.007272819988388524,,0.04156663446732009,0.09910190920070631
TNC,-0.1283058366434588,-0.04538299170873885,-0.0031891172822606706,0.07387798252493316,-0.04325857936247807,0.35631966390961956,-0.023367575787734848,-0.015554024531850267,-0.020754448185616965,-0.014259226095235304,0.04037529611031331,-0.026008596031015806,-0.029180835121061004,0.0691939952471283,-0.05558060939609254,0.034763964244045834,0.07028245384701456,-0.026689971409569194
TNFSF9,0.021505187563927174,-0.025970476672356534,-0.046583495601670195,0.03928054565454658,0.01663418950068969,-0.14292990832880775,0.004461255874819288,0.010963765255810564,0.055019993188383284,0.005732091893608621,,,0.03178456284214713,0.01288853310010737,0.038381735333809265,-0.0013058077086282361,-0.03137893769257337,-0.06942697453679711
C4A,,,-0.015443915849879211,0.03713229452088731,,,0.00025211559347620006,,-0.026227872785894682,-0.04068278281322264,,0.0009195320086338084,,,-0.09241021761713876,-0.05343431165410889,-0.010585293671989893,
CNTN2,0.3387270327163672,-0.01848810365981684,0.039278506975364454,-0.044095370058817626,-0.02322130395174509,0.11930804566376016,-0.06332630444961646,0.09633449956621609,0.04427582380551226,0.047590799573104234,-0.09383627483217395,-0.06240460512810035,-0.005768466544748999,-0.01711084301704272,0.08811470268433659,0.22974529149580886,-0.04467169330916381,0.1182290493896796
F7,,-0.014248069880159055,,,-0.025113470285613154,-0.05361534597755146,,,,,,,,,,,,
LUM,-0.07864188763793109,0.03935582584084423,0.02970870513629205,-0.029427817275650945,-0.03268527707482125,0.2820161736954071,0.027429528097488276,-0.0509560763728221,0.0030363045132685996,0.13708322428058511,0.06576143085671193,0.06428018710050695,-0.029649784202142763,0.1581564242100201,-0.13229668793935853,0.045092144255384554,0.037363903004434276,
IZUMO1,-0.03039132323552822,,,,,,,,,,,,,,,,,
BTC,,-0.012926397190116252,-0.022341810934809747,-0.02658409443170752,,,,0.018272377603375512,0.05252340638442862,,,,0.01928097206208506,,0.005156673867597164,,0.054532039821525304,
APOC1,0.39606417071327504,0.044814293103825106,0.16007068604006017,0.046475563662892926,-0.05333838569652375,0.3941611374877266,-0.042231540575645536,0.06400410236060745,0.03975854999570112,0.01042457327863287,0.23873808220363793,0.02625704079609744,0.21515149918073853,0.15160587811589238,0.024209310895113967,0.18178301829782553,0.0006925592097663264,0.025559623314212503
PKM,-0.008467669820663448,-0.03455309557969793,-0.018156850841982947,0.02244000861096183,0.007945224617849564,-0.03565055520350422,0.00686087752477881,0.00933648676430098,-0.040722922350030284,-0.12912451810964815,-0.03144834077518293,0.024196499151478274,0.010450152163422993,0.017966790880959076,-0.0362242513618771,0.016790853702009088,0.039496274132483945,-0.05416517809265707
TNF,,0.00024080521855808027,0.015208166381190734,0.1495375549233613,-0.02775730597249103,0.026627515602068545,-0.03775366999767465,-0.012545974009033572,0.03982421337007913,0.006710770653018278,0.11430201208909488,-0.04728510327816589,0.16410174824964005,0.024053247174416675,,,0.08594469629550743,0.08369021375004328
GNAS,-0.12345703477188752,0.013189892110063477,-0.07269029397464698,-0.09880489236190372,0.07143736023054274,-0.3443413423986065,0.07094386765254414,0.03668971162021313,0.009517199127882806,-0.08170715178972542,0.0703096473184073,0.05280693543955357,-0.09010966532884163,0.05042459515852059,-0.13965030864679265,-0.16309945919507882,-0.018142944899888533,-0.0484747526067972
BMP8B,0.039992289881382995,0.01894021239828344,0.010472935052658956,-0.0036963437325418626,-0.041360221059523555,0.039478898631738084,-0.03646992115723097,0.04418986533906185,-0.03152328139580232,0.0795792846259767,0.1573262309346539,0.05632490432201209,-0.004582817919229243,0.08935681057184101,-0.04022400907066293,0.11460817398568633,0.08215380841014368,-0.013308335220618294
LIPH,,-0.014604782839159405,,0.05596849597463374,,,-0.013342420514500916,,,,,0.05464621227490654,,,,,0.007690347247923781,
CCL28,,-0.02054344379408492,,,-0.011482436604755791,,-0.020545132627129578,-0.015554619680150428,-0.03257909020683096,0.010341995832787866,,0.016285300828636533,,,-7.22940387588593e-05,,-0.015396322395561513,
PTPN11,-0.09101119084751104,-0.012847326840202252,0.01679648625686332,-0.06275433815014309,-0.014502273251693374,0.09656208265329791,0.03778310090529343,0.017339334221048996,0.07440696874406554,-0.0021526482612603906,-0.05557302480527964,-0.03928770750243186,-0.0894123001699322,-0.0470459928818761,0.033391655049513615,0.020510621373030693,0.009581222620778406,0.08323569230148244
ADAM12,0.013919868433175565,-0.007431247664854359,0.03207612931258551,-0.04831049018719471,-0.021843327875359076,0.20169903274406015,-0.04411173485082703,0.006044219574237098,-0.0451345280854373,0.07924932500564508,0.011705930640835914,-0.10727560678647165,0.0732716951084731,0.147286959059555,-0.030917347620990927,0.0923989242793035,0.04253328504046333,
EPO,,0.014904473532421315,,0.010351818687159202,,,-0.013959476961231962,,,-0.009505819188985694,,,-0.04109842731244889,0.009963594347515016,,,-0.01637270931132254,
EDN3,-0.03670846198741357,-0.025440839459187646,0.0325965226148461,-0.02176421536048227,0.008583004943789123,0.01865470491750422,-0.021636500810777316,0.0015384819768707297,0.004541505114293958,0.03779134019638982,,,,-0.03899350691549076,0.007245968000690176,,-0.01520374802405149,-0.0362272398003444
CCL22,,,-0.035829370569047427,,,,0.03402905636509192,,,,,,,,0.0073466125012390734,0.049820292193766845,-0.009137689451062848,
CCL2,0.14260289167172793,0.07769435815593523,-0.024328246230376837,0.046992773161243416,-0.047398269864666796,-0.004490929706937157,-0.014676836165927142,0.026425841456432737,0.012790124232058319,-0.03379209654279791,0.03327632858236499,-0.05180286249292349,0.09156900874270554,0.10456523763970783,-0.014323591755322213,-0.033358666954383824,-0.004258456123966007,0.08128115456247008
DSCAM,-0.0328051751493245,-0.055830527594203344,-0.021707141581849512,0.0011621586943544317,-0.03901931069926754,0.10138342166932626,0.01686191455327827,-0.0006732011384512818,0.05735692178644996,0.03689879042681522,-0.023254844204744284,-0.04800927215388296,0.03329726902976762,0.06597558411353853,0.09338505112648382,0.07730053200896231,-0.027969438906621718,-0.06432589509691629
GPHA2,,-0.01627777258164049,,,,,,,,,,,,,,,,
ANG,0.00047963646147316087,0.00341619426314959,0.09446421064580124,0.03301116848401282,0.07245838754627179,0.15969742811959084,0.00027367802173614047,-0.0012258621542919985,-0.009857328457245261,-6.111420560837504e-05,0.0961679788417748,0.043988487856480886,0.01678850382175024,0.054583252650374385,0.042436094688607116,0.05342902089883208,0.025538927729027733,
FBLN2,-0.10458601498024575,-0.0010423888850322552,-0.06664136103952947,0.06274574887418881,0.024318613116711844,0.035971667224724446,0.015046047758823023,-0.002755414242399192,0.025236393163376152,0.030557243898817706,0.04181295018051593,-0.009776067302075524,,-0.030982721738728014,-0.0020501008356618284,0.062101551380465934,0.01322141642976074,-0.01551007722329828
VTN,,-0.02760812929206634,,-0.01719281148676671,0.02202524712605547,0.12404145345583437,0.027862462486023063,0.022164281045168977,,-0.0035143906030778095,0.06516064091455587,-0.05162373512320251,0.11604070019344143,,,,0.03454923234854781,
VEGFA,-0.0026287294801996893,-0.05642441131408378,0.024658299280172137,0.036729860113633966,-0.025415928689166686,0.06537204759165338,-0.026098293855729836,-0.04480125422539774,-0.07028597194481034,-0.09289644509577176,0.03523127627298338,0.006153336852971614,-0.08654428947317712,0.00015962619590144516,0.0009366846166193593,0.027526181494559418,-0.04677547371618734,0.010477070263258498
F10,,,-0.017307249836139644,,-0.026128031862240778,0.08806462563931423,0.021626788454207704,0.0004127663313150803,-0.0049730173850210885,,-0.031215021017063846,,0.025839733099726474,,-0.061763120801442827,0.053931695196804054,-0.028905932065706144,
SERPINA1,0.18930450085460254,-0.005860108174885762,0.04917695873575835,0.008074278788347334,0.011588940791033876,0.18520564693750158,-0.008790823864293102,0.013439493785382037,0.015167384321188106,-0.027515028575900158,0.09461875723984485,0.03557648590522827,0.08865267334679629,0.08636790603080906,0.022212415038146235,0.0017523578352844802,0.0748582831909552,-0.034054674867071734
VWF,-0.15953092941441424,0.038434376028874014,-0.018582181682004942,-0.026845938906501863,0.03114225661047243,0.2888264539365845,0.004407846662317816,-0.03801976262946091,-0.010252612833913372,0.09081410190477797,0.0054863524739831296,-0.0008093160637688017,0.006697151466190806,0.13709882572127474,-0.10371985666415645,0.052884349169101716,0.023560386692081794,0.054883607035153534
GDNF,,-0.022872147848624083,,-0.006431585646348953,-0.04500857687587287,,,,,-0.005258863544640695,,,-0.06230750149570039,0.03310654787978879,,,,-0.0617054209268062
VASP,-0.0408229965584283,0.043568958801956145,0.012961564909577932,0.03431636200538898,0.009423733696928518,0.21355518391966116,0.006431553981074248,0.04848679688724364,0.024702863198221608,0.046040350503288675,0.027872912851203118,0.015593193282774653,0.05463460564342633,0.10937123532125938,-0.012240509272962479,0.006868484712909358,0.022833316103569628,0.0309890219654489
ADAM15,-0.011605712440850638,0.03807520999030985,-0.02747901387245813,-0.04719980283949305,-0.056812628954289325,0.13632063888610269,0.00951671489030795,0.026502426534324684,0.02518570956996748,0.0017521760811787508,-0.07485459229181543,-0.03302149981027159,0.0989982937354902,0.08861486918672307,0.0032260059438988594,0.16306643695738013,0.013839097471330605,0.06131324717800138
WNT2,,0.001347181549479122,,,-0.030057820822121738,-0.12108790126442158,,0.021739556819928164,-0.036898226389689585,-0.008488578839491176,,0.003908529015270336,,,,,-0.017661422338413377,
CALCB,,,-0.05188434164587375,,-0.029309265124744154,-0.07554827745872215,,,-0.003515230705855231,,,,,,,,,
OLFM2,0.05941946608959666,-0.01698145338971756,0.03670180723557677,-0.04147248554547661,-0.033714022769966705,-0.13612045752475224,0.0374377566330693,-0.019448732254040157,0.03877861888148702,-0.014731761444676453,0.0048698804303592205,-0.04260415898242701,0.09056692977841037,0.16981936790487373,-0.019243077680209046,0.09441817916796992,-0.02989783515257003,0.007632167052946834
MFAP2,-0.06863569891856437,0.06802706534120162,0.0687555408184258,0.0695373720377906,-0.03368579447992966,0.28435040224029506,-0.021641545184831676,0.010205411387015067,-0.02871679457372032,0.11189975305749264,0.047771364151851674,-0.007051385217665729,0.0034299836144758645,0.06368436242774989,-0.09969185186031863,,0.011066038520942633,
HLA-C,-0.14754148153296143,-0.013594752821722969,-0.09842293097945466,0.01378162192970529,-0.038800416920433824,0.36845958957455144,-0.07901516026116999,0.0008615674141113799,-0.017688840797401073,0.025761743285273486,0.09113385810277098,-0.02008780764926212,0.0546605000924587,0.04643790436177461,0.0017285319105008103,0.0659578348723527,0.03831260571860397,-0.007826907068223286
THBS1,0.03599932047127731,0.05705552359026589,-0.0028779168205981015,-0.005958086826534712,-0.03215474713864069,0.013515489544099923,-0.00990617572976277,-0.005778452540557096,-0.0069697881513796555,0.08678318858697764,-0.006769071063447065,0.05804548460264912,0.04954829445081856,0.11043291662462529,-0.06453673078159315,-0.06676454144553563,0.03731047581125062,-0.05091229304794213
