,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.0166546992090911,,,,,,,,,,-0.00651965003185159,,-0.021305657358194546,
BMP1,0.09448422060002347,0.014234032746658146,0.008928021146502475,0.024428210070801815,0.023567060877128867,0.023289380990014437,0.17198392278221575,0.07304856804275751,0.008207687228156983,0.19932542341839124,-0.025232511807904996,-0.07044911168387523,-0.017979320301196422,0.12097365206091745,0.09643535954660923,0.0418543504728621,-0.060665692365267074,-0.030891706810699682,0.024069239025604636,0.13195600928776846
NDP,-0.02973606302349089,-0.04008595726388562,0.029903881035112625,0.034523302558196016,0.011603255110676192,0.013188533303393236,-0.014530527160810774,0.0007913921495505414,0.01922352884173927,0.05475850331547255,-0.011908552541128837,0.01456948383749867,-0.07477033499354249,0.022889843241075604,0.11162037511473866,0.0553337268100796,-0.0016178664571143524,-0.02911754351442591,-0.011294053086357475,0.031611270833022544
TNFSF18,-0.01099292597726324,-0.003356801485193842,0.02852715216028029,-0.014257702371107087,,0.0017193148379044104,0.1534398903229594,0.019605650623703404,,,-0.018038298157351872,,0.07520838287986667,,,,0.11006902392046254,,0.021405748671781355,-0.04086658173788234
IL36G,,,,,,,,,,0.055158917460775385,,,,,,,,,,
RTN4,-0.1574983280642031,0.03166853823644357,0.010500302264485228,0.004587495952377243,-0.005428070194478344,-0.07082682860086377,-0.16510694644188337,-0.03134740812432747,-0.039827201494544,-0.18929760078974903,-0.1623616641913599,-0.18945512437482598,0.01042816164046778,-0.043819089064684694,0.0587578033785656,-0.022170287838335648,0.03245994020840622,-0.022317666147178897,-0.00043182787270291387,-0.13577881601183822
HEBP1,0.05650539246716449,-0.08410591153600666,0.013514926224247,0.00955345997216977,-0.004630064790133028,0.04823390478186294,0.04845155581632625,0.04282343445357957,0.04269918076806191,0.021925672012060898,0.040770186942232244,-0.01197087254443306,-0.00607474895979183,0.02482436619738541,0.0617457031500662,0.07997203389141241,0.0862084478316478,0.042362417262848964,0.017819087865932243,0.002655333922579827
WNT7B,0.03874072185888016,0.005574998549194386,0.025363255320584217,-0.009658968939707968,-0.03377443911754047,-0.056327725416783034,-0.07795567911096388,0.020523265749101603,-0.008486920989312472,-0.06002219954966061,-0.059724153718778414,-0.010939304239568964,,-0.027101646669018757,-0.05306291893715734,0.02461436415210642,0.07300641224892405,-0.02490160152028454,0.19544053683457618,-0.036188800692431175
PTMA,-0.028079322335207754,0.011507661463076437,0.04440566482059376,0.027157558767329386,-0.01599799704663385,0.11489830353924116,-0.10254855232477925,-0.021884380512045953,0.0674754736516099,0.2257856229962768,-0.07580641918652718,0.04427796758560943,0.014676846114936005,-0.10845244877471352,-0.05346602613257781,-0.003653751536944121,-0.05245678529938899,0.08658593138160248,-0.06224139306192823,-0.0002719249399976165
FASLG,0.010596587128700392,,,,,,,,,,,,,,,,,,-0.018478389358232095,
