,UKF259,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,,-0.015367756446039476,,,-0.015352594940391262,
BMP1,-0.04916945321806123,0.048375883100527116,0.12245393580818535,-0.08608898558060993,0.01754702915635533,-0.06532199625994453,-0.004054962163199318
NDP,0.007674245950657769,0.011029070562323048,0.025824011230611434,0.023843691053779065,0.07832784033739175,0.07523141027248291,-0.045047317805484835
TNFSF18,,-0.014612400282276443,-0.022820656969677652,,,-0.01583286017281096,
RTN4,-0.02026909298772963,-0.10791436154199564,-0.06815580482802443,0.02356362381049455,0.011758109237990585,0.00605486262364008,0.04161105832074659
HEBP1,0.018787249036750685,0.08868252579049936,0.07599164587518273,-0.003710733119097476,0.06853192345211571,-0.004976686723722992,0.03884911382572991
WNT7B,0.01794947067965936,-0.006238448752132282,-0.06360666930067471,-0.018987753032730387,0.06976606667520571,-0.03310779146640767,0.0209289840285737
PTMA,-0.02518058971908808,0.10807330976963914,-0.08968545629058242,-0.03984813640589691,-0.008870085022706921,0.018869719042136114,-0.020643049851221878
CEACAM1,-0.002525333267379952,,0.008476103326383896,0.0015780995988558008,0.020246779479968325,-0.022750167095354396,-0.01937923591001869
PDAP1,0.02279388048004473,0.07436105844685342,0.06351688666107073,-0.024699526953863946,-0.02096565291730632,-0.01696621800658972,-0.02151415147873919
QDPR,-0.06605932298548542,-0.000892079942308938,-0.07876845383905386,0.01745039672324808,0.019870073292563184,-0.054044602954638185,-0.016261558457438326
POMC,0.07642385563731939,0.028346433874316176,0.06421386164221898,-0.008733708994127272,0.02628075332902941,-0.04920396559980694,0.08909557024452483
CCL18,,,,0.035945165494606336,-0.007636362951160316,,-0.023172663352652226
CCL17,0.009114102959506747,,,-0.020837750272525542,-0.02925174147076793,-0.020241509585965916,
VEGFD,0.02697341507376493,,-0.025745114351959544,,0.0194325098694885,-0.021348545085048787,
TNFSF13,-0.01414925183403284,-0.014170979955153575,,0.08482261016328363,0.03772803680515629,-0.02170640133597057,0.04807158210587184
WNT5A,0.02922698590599301,0.11202240685886118,0.0927027770448023,-0.03145699637841539,0.05712723483148367,-0.030403204505303757,0.03144154920575532
CXCL8,0.04381641670354146,-0.0012391337107595531,0.01663092886220635,-0.04586391302242893,-0.0649703827905085,-0.009436557144610981,0.008495328100964185
GRN,-0.013305152254807483,0.03558182640192145,0.09831489912917166,-0.01706607087442444,-0.0025335820059957264,0.043799587851359054,-0.05444439682178609
MIA,-0.016733958400104568,0.04599378894367779,0.07551536506114002,0.09279526419258502,0.02481910710896136,0.0018436812597453205,-0.006873762939221761
COL4A4,-0.0025190312730050375,0.09439020982460672,-0.015143783303281266,-0.013217671868321108,0.042687660008716176,-0.03118040929422878,0.03936252709203968
TAC1,0.05188857449161184,-0.08166091729447933,-0.07338958506164187,,,,-0.033434702749808594
RARRES2,-0.00547328023169786,0.09303000657475141,0.05526847826119964,-0.013816850864666197,-0.05334458069321544,0.008217960440454699,0.01608450522808155
FGF7,0.09981444411391564,0.05097729440402262,-0.00589750393773081,0.017560161988786977,0.02004026438298817,-0.028801814871151434,0.03566771008836941
EFNA2,,,,,-0.019259171161447965,,
HBEGF,0.042099965423295554,0.10013784654431432,0.02230660162264225,-0.06919465743950008,0.03919266075876122,-0.026910913956347548,0.04545638834069587
CSF3,-0.024449437031722268,,-0.016021831253238365,-0.0690467125002705,-0.014131213577249224,,-0.02778278185478301
PI3,0.03995072644748632,,-0.018040793456429817,-0.07817510452171615,-0.07323711951622404,-0.01719846370890833,0.023790704291954047
PCSK1N,-0.04056947634652054,-0.03867824040744828,-0.024127609882531258,0.06067160617177657,-0.019687992616783605,-0.034013467007811715,0.040100671073779424
NTS,,-0.016459754443548323,-0.019692757898177933,0.021102691765449044,-0.02346364537396466,,0.046907171577009486
SFRP1,0.04674494259370111,0.05409996358909724,0.0638543359384881,-0.02561249095145681,-0.0484337145631141,0.014423268200724546,0.00010281085234438569
CXCL13,,,,0.009550702640502779,-0.049482300926694985,,-0.02843269183053988
MICA,0.035046272710450015,0.05140322907691862,0.059278000770344036,0.00281211145721682,0.026140875077025272,0.04021537509166662,0.08057206823146251
TG,0.14674652355169457,-0.018998895637627276,0.05889062809331115,-0.02768816037603884,0.027080585082602505,,-0.02286565639284916
ADA,0.023284465643354776,0.05348508211067285,0.09023583262689457,0.037586560112967814,0.007309624216382564,0.05215902586756633,-0.013492548557195722
LAMC3,0.010655284184721866,0.04571388265683629,0.12142632134837256,0.007779389315352498,0.036650407097718586,0.0018505866666655656,0.015787685983708825
CCL7,-0.013964699656426365,,,-0.031230984544119784,,,
NGF,0.01650063961087049,-0.018130042265538906,,0.07408439999320389,0.13107517792740425,,0.06318337348725582
TNFSF15,-0.015550376072141778,-0.02201384601496432,,-0.030446702993415935,,,-0.017252630560307177
HMGB1,-0.028536930302320608,0.017014716655148678,0.02861586107042009,0.029473255237861803,0.03096606935414168,0.06253475971230893,-0.049055243403023176
ITGB3BP,0.05515552879043453,0.08277656316328222,0.07165292522073709,-0.04005856113353982,0.010964701021404708,-0.02195691442536696,0.05479101170299239
AANAT,-0.014149253344155557,,-0.01445212537194569,0.004204228444515425,0.16474890458719832,-0.02503809796814976,
RELN,0.034533065476377876,0.03781855531951218,-0.006039876483916998,,,0.019910041172536863,0.1395884177934594
IL15,-0.04911163736580414,-0.015664160147670483,0.037184203007393786,-0.03321010200213571,0.007172109878048299,0.03554880298965276,0.03893853092696197
UTS2,,,0.10181745044650055,-0.0233317306739989,,,
BSG,0.00934829242167803,0.06600964515738247,-0.01760831797683306,0.032789277411001655,0.03321789280107697,-0.04261965378672527,-0.03024998549532919
ADAMTS3,0.06955272251033383,-0.025230430553601628,0.08237350013843223,0.06019425088457093,-0.011960487928401244,0.021130355037312875,0.02178200834066188
CD34,0.007638076565049201,0.04091104253358048,0.036363092826842254,0.06481669057317417,0.017148961957178237,-0.03407511990642019,-0.018691837356990735
CCL23,,,-0.01644422454936867,,,,
PLAT,-0.03832178849051806,0.1195541845303591,0.10657677620695517,0.09613513411339837,0.12302060970253502,-0.07688110619912215,-0.01822388273263004
NTF3,,,,0.03874645924223942,0.05574853514504249,,0.04583339749511789
LTA,0.014097914850102778,,,,,,
CKLF,0.011851894022960247,0.08618856384091425,0.11698784272632486,0.06783176228013027,0.03303454445037887,-0.006444020293601824,-0.01045323042263613
CD24,0.03295453398235602,0.05510101097173526,-0.0198161231805592,-0.008108015232497389,0.029246813523837113,0.011208832872434384,0.07081707331025117
HSP90AA1,-0.043736894401658136,-0.09657688085573977,-0.11729966833763841,-0.0714870148841159,-0.064248651295215,0.0254484189699749,-0.04590951361756602
BMP4,-0.005329490710241344,0.1190695172568675,-0.02621556219328974,0.061475564437894266,0.02132495103528347,-0.02044874683914032,-0.010635502292333602
