,MGH258,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
TAC1,-0.030338098223738046,-0.005286953602283031,-0.010212580355322428,0.02938884255093075,-0.04466567957561867,-0.05819355361903465,-0.052884245811820725,,,,,,,,,-0.00436913454296241,-0.05813198042631042,0.03965499478732835,0.03301925845319903
RARRES2,0.11299167163150224,0.010966524488287537,-0.036865229722570045,-0.005644069573614934,-0.03806547496985521,0.06056910108088759,-0.05343353789402576,-0.12263946735036721,0.12300926420921901,0.07620543882990284,-0.03417122333457354,0.07971755993500612,-0.05875269350714194,-0.02000730319751803,-0.05589450674517034,0.03689154320600874,-0.020969781218752856,0.003924550926796459,0.012766105832910773
FGF7,-0.03308653782401178,,-0.020782481399958898,0.06986370497843125,-0.0038113578747965343,-0.014657820461520539,0.011804487370890255,5.39487442292657e-05,0.025700230793992914,-0.006297963627246189,-0.03974874184258857,0.04567319280039475,0.05031757527926072,0.09086695825424562,0.01779482000659212,0.06834922154094614,-0.009832524446920583,-0.008372625037219961,-0.0292626363639764
EFNA2,,,,,,,,,,,,,,0.026609413181930604,,,,,
HBEGF,-0.05235289999366784,0.06513769263966758,-0.05441164461667841,-0.004544655777201809,0.08801892254515035,0.07068350929628814,0.03698185789189008,0.043007757762701215,0.004858547127758962,-0.014842964622612519,-0.02912718514213844,0.06609224006057557,0.029509442795342712,0.07323456438052706,-0.00972209408672981,0.04844907693537942,-0.060093401799442094,0.10240378939702759,-0.06588123242920126
CSF3,,,,-0.05665558170391243,0.013648389098026403,-0.013389987864995212,,0.007898417365504286,,,,,-0.0013722850657569969,-0.06541243352597988,,-0.042391661542448986,-0.02797747878466974,-0.03321780683843631,
PI3,,-0.07039386635978648,,-0.07005283973382342,0.03251831946216498,0.036955982400571144,,,,-0.03298082413228711,,,-0.07941947079283423,-0.1462037716667325,0.003364336698118055,-0.02282435100842357,,-0.07217125872545939,
PCSK1N,0.06782910699566194,0.014266591145428928,0.018179419302697248,0.13499934323157042,-0.04532922610978036,-0.043957357374613856,0.016788359847418596,0.029157554019153393,-0.0030052846558867364,0.07043005439805845,-0.0314079082091823,0.03593131505876519,-0.022034154582540273,-0.014708291672968247,0.03133933428526786,0.1038724178475352,-0.06704884533924174,-0.04104256926345645,0.008017915795974117
NTS,,,,,,-0.016457905785994,-0.010476041584372686,,,,,,-0.015231104786738626,0.028984749526841748,,0.07098189288883869,,-0.031338884537415235,
SFRP1,-0.04414269924943632,-0.05173921345479868,0.0056991410496076735,,0.0019709119642323573,-0.0221118013092539,0.028128166291485363,0.057220214365128294,0.033914919031201134,0.11965670639877327,0.04654380668198225,0.09701143970534917,-0.04172397649020903,0.06992969139205285,0.00010422254649618994,0.02689691320969355,0.05035827043374628,0.09469672763434665,0.08730185924162517
CXCL13,,,-0.01595209506460387,0.010667552748051451,,,,0.08087526363848402,,,,,-0.04193379013753345,0.017481105967281703,,0.05770482633759691,,,
MICA,-0.024211463255187825,0.02455491307232919,0.03766852011030976,-0.005879918412692735,0.040798294347949265,0.0518270831266797,-0.009546604328062957,0.022217107861175873,-0.004559329701206956,0.06226246056538393,0.014107155202792356,0.07390780449060352,0.06856752624007911,0.03671717572311269,0.024555579123185088,0.044204011405235305,-0.04654100786788835,0.12811806781471233,0.2292168712656518
TG,0.03258380348213964,0.054480959536644204,0.00867757967480434,,-0.025084472467546314,-0.01616051737794471,0.0028808515315938803,0.09499042123548262,0.011226487521265371,0.07556494706625617,0.011692378896608334,0.060367912816148624,0.08296106011100791,0.006594963075116241,,0.05447010440396533,,0.07483062432670208,
ADA,0.0047212455008385805,0.013618703948319145,0.06199548154598586,0.03770248432426002,-0.01765724806869876,0.023479841184111408,0.054369273705750405,0.09600512483621139,0.0560406478813937,0.1339386079194643,0.015012331450752306,-0.044384602361040616,0.0067205623375693755,0.05609883198025477,0.07158147776031162,0.02749723672090818,-0.050658528518272586,0.1707127344051403,0.018872170976209107
LAMC3,0.05081781519343862,0.127298883760269,-0.010255850777042576,0.03884474404247465,-0.07538750689500487,0.08427316549809691,0.0302237607654567,0.01661299686581984,-0.028887954467868942,0.09333706795711767,0.013136166524093643,0.10754445476964047,0.06281547392156853,0.062278138491992124,0.08250082538457121,0.03745743081704788,-0.054993961751699044,0.1366601308580424,0.05484751960633137
CCL7,,-0.039876632059107825,,,0.04461306602091403,,,,,,,,-0.002350794547062695,,,,,-0.03480904160886391,
NGF,,-0.023890384816059314,,,0.07650324692261634,,,0.04912063307255772,,,-0.006236237385896342,0.0071099547966153856,0.0019488755311622592,0.1310704162428035,,-0.013170611635953053,,-0.006640635057663709,
TNFSF15,,,,,0.05128459639516051,,,0.04249067140737959,0.10696074253039088,,0.10142437722374749,0.08234157879417972,0.037314040206247984,,,0.0290342929161137,,0.17123145206417165,
HMGB1,0.017592274001303684,0.024702379089629127,0.049076201325531414,0.08073776871385908,-0.07670199709251262,0.09106546853607526,-0.03270445744483178,0.1541512975704802,-0.03478127094800619,0.06736925310560224,0.043591614951035945,-0.07516897927262081,-0.016135942573125856,-0.07551211186209157,-0.08319216830354974,-0.04457985063720895,-0.0006445037494252618,-0.10170562312035293,-0.007026352632316898
ITGB3BP,0.025866251987287026,-0.005941412049779729,0.022609608422953512,0.047021626109954,0.019978536703126003,0.08747307584648513,-0.03760320377277566,0.043620479370315594,0.041289020889390765,0.028113783668198594,-0.03522212791030475,0.09247418232693204,0.060108708644307056,0.00036332892985560907,0.05505585554478519,0.011959517308498023,0.06475622695171471,0.03817594308665155,-0.07507974337648403
AANAT,,-0.01616638915639349,,,0.0769085219622213,-0.012078131413013653,-0.04523624383865568,,,0.04089016767765466,,-0.0035168216862361554,0.02535990638086044,0.02073140495093553,0.04638025985063343,,,0.03453163846967417,
RELN,0.053385574722589584,0.03842371811661537,0.03238358478427152,0.043499232158693876,0.003764513581991273,-0.035441027200852175,-0.05276948642509453,,,,0.08320367037828223,,,,-0.01994898179536462,0.01655391039432542,0.056995461424276285,,-0.08085030154176805
IL15,0.0281865937871468,-0.03702987853086936,-0.04102534993907486,,0.016168558174604,0.0476149308469815,0.0055221538752686684,0.036654396359630234,-0.039081260489350685,0.029261956474674333,-0.024989750949224458,-0.04222238358228973,0.04707442042658119,0.06509179515189935,0.05450817380882951,0.05021572407303489,-0.029590435603768422,0.08449682495394553,
UTS2,,,,,,0.02376857961926972,,,-0.033383207344004094,0.005320051804948473,,,0.01792897752951523,,,,,,
BSG,0.1421856329234975,0.03145718593491715,-0.0003054973805745786,0.011944985867656542,0.01647193807442955,0.013784069634826165,0.06953189870863694,-0.028534631855140387,0.1642932527725017,-0.03409616107385215,0.0383149537846398,0.07437446119599755,0.09735645072664185,0.07866791653559504,0.10915785790927467,-0.030682476855319368,0.03870453145420792,0.0424007305137581,0.042708423915111066
ADAMTS3,0.07243352814292021,0.05788482619447095,-0.0026635714866442934,,0.03176526427021117,0.09563254223957822,0.001897702664808941,0.07668977483347245,0.08318029014021369,0.22149311499299176,,-0.060293404913558404,-0.0014741963423904555,0.09403832251497968,0.02271834188741116,-0.005014663686397971,-0.0038129022712098683,0.03413902233648869,
CD34,0.02842452864954347,0.08608278516136672,-0.027100324334999676,-0.015269815136172737,-0.05229517401122448,0.019637779027962068,0.02124045181343474,0.13029020099793653,-0.0208892897397474,0.04111551792727246,0.001297375211193775,0.07852844396942313,0.09416635615971801,0.012146076813954857,0.001325046639637687,-0.028696430670041923,0.16010575791205134,0.11893259788675056,0.19622384787333416
CCL23,,,,,,0.013898956901859242,,,-0.03272309611741269,,,,,,,,,,
PLAT,0.082815648628891,0.0810370680338618,-0.006467216197242146,0.07050690181113502,-0.01454906416119449,0.09453177964944258,0.12414395213298336,0.08684335312986086,0.05116416293547797,0.10822174021722618,-0.017675654598877214,0.12466799396408607,0.15836475699040103,0.17408696883135943,0.06295643314643258,-0.01304653970824472,0.020145790639912713,0.11595958917670597,0.00998330626528362
NTF3,,,,,,,,-0.02683841497352699,,,,,0.002681612498124562,0.12721027544954913,,0.05327643876482737,,,
LTA,,,-0.023681737525326985,,0.0018707919681645148,,0.023550706315967312,,,,,,,,,,,0.07129180967009234,
CKLF,-0.020777751408477672,0.03362977647616875,-0.04759316358645925,-0.022674648719215852,0.02760867627602354,0.071835537548213,-0.041097754025836285,0.10769175633690381,-0.02708445389517161,-0.021048017396268336,-0.06169524056161964,0.11421057560087235,0.0739218535470998,0.08931142255429296,0.006492084725162751,-0.005363061394690448,0.04964861687701302,0.018584513164993474,-0.11612688724846107
APELA,,,,,,,,-0.042410962879481685,,,,,,,,,,,
CD24,0.015650771322522215,0.0016386884334540135,-0.03172294601323426,0.023507025632576038,-0.03272134759555911,0.02583254497543038,-0.08217878259376282,0.1844020601500233,0.0021608963743071797,0.08523897299788605,-0.027735437624151614,0.004462737524411651,0.032682414608145804,0.051641554968908356,-0.05575859970142906,0.06845732670311187,-0.03932639023427906,-0.025434728934402337,0.06099770975570817
HSP90AA1,-0.12227931258121294,-0.007148328748696951,-0.005179375173209721,-0.09196677540302886,-0.05874771829669372,-0.07605262155897231,0.017613363705382384,0.03853636668651335,-0.005418939705565524,-0.22702591212245068,0.03669866462916586,-0.06216423870362971,-0.13604703297953988,-0.17835681479964532,-0.0037126865085334256,-0.017246152682556824,-0.1031732979999658,-0.10040694109699232,0.08274270163973893
BMP4,0.0733929907421148,0.021615286411293518,0.030163788966810462,-0.015913928396331222,-0.013648392972366512,-0.03699572852812026,-0.004538194328108979,-0.014862901428193465,-0.02572766632277349,0.06070001535862958,0.026686180377888728,0.02059801820302311,-0.015189938608841706,0.06047847746887582,-0.00980470127157566,-0.057025417380187196,,0.13667193226915877,
SCGB3A1,,0.011484703034146327,,-0.060559214148463124,,,,0.04270995817857177,-0.034776928971744066,0.027520729798250834,0.03402941457682104,,0.009158740020920559,0.07378679786695044,,-0.03219210281325404,,0.08912223269992171,
IGFBP4,0.10818399887500924,0.0473797930715588,-0.03310846960754481,0.029222693955900964,-0.07990125850739278,0.06039539533908128,0.0458526757136127,0.09571687585192133,-0.08333995020537101,0.07872888948265115,0.0530035713296215,0.058040697757747756,0.006165581225259615,-0.12744866541296845,0.04891525127539369,-0.05475614980355516,0.01785209317686476,0.18548051030849969,0.07515628142958328
RSPO4,,,-0.038284233412002384,,-0.018570319951638794,,0.07155711096922329,,,,0.060763545558369325,,,,,-0.03681634759390045,,-0.016611280395825646,
LEFTY2,-0.03478783386257392,0.04930754463907507,-0.010260644556482066,0.08299765867492481,0.04078813839464793,0.11803440062937401,0.029150406264152957,-0.050118775879792354,-0.07114533117333303,0.0862078509600776,,0.030664431176246804,0.049557655373924245,-0.0038318970883829775,0.12205174647404476,-0.03335814774571623,-0.045816514340974536,0.05377096077301037,
PF4,,-0.028393901467222017,0.01052836716532615,,-0.01582333194140438,,,,,,,,,0.009341428581619396,,,,0.0006394585383561508,
ANGPTL2,-0.05766613051544087,0.019484372347696108,0.03645189350047705,0.1731562332511118,0.06254491620208176,0.058867290014099384,0.019556205160821034,-0.01421320649740847,0.0502226940990001,0.14856703855131873,0.11694866960821446,0.011339163712186535,0.11626150415270792,0.1312009796026281,-0.00680203666873396,-0.039831923682796595,-0.02061946950088285,0.1243325107337837,0.05907352741011721
LRIG2,0.059432718952287356,0.03915562101140428,0.06369765190944894,0.10058601805293785,0.008882336439148902,0.016748763701595764,0.0510311226550353,0.06999255630258208,-0.025192950400405166,0.017472821728296853,0.13106270422888291,0.09965340721948107,0.019988473115065918,0.05468171884531284,0.03005529701181557,0.0019287829851419955,0.053722588312900256,0.023363933847718062,0.054657453783069014
ICOSLG,-0.033964413217887755,0.0562138910918312,0.02943390782922042,0.014276347915469693,0.03597938654037509,0.04452326042129217,0.02792028997311715,-0.000836919873182696,0.08011075521814706,-0.04975427728371799,0.06121152518969847,0.04940182111878091,0.074331463355349,0.10531661449901036,0.048283614943615466,0.03837103591903083,-0.08328787124450593,0.11247892066765096,0.014851805392166647
WIF1,,0.002803185344270896,,-0.015336438768482707,,-0.06358565749096697,-0.044264045040778605,,,,,,,,,-0.034224361190133196,-0.030110832190814747,,-0.02588354747795402
NPPC,-0.022074271461262437,0.020250577635225735,,0.014116293628889404,-0.0245458899764476,-0.03251989087914931,-0.030516863395839502,,0.07339668191689148,-0.12271040583184735,-0.03392168248122643,-0.0602932891164638,-0.026029246579598046,-0.01633632111950564,0.05163583852221694,0.0006840340571136823,0.0289519138638141,,-0.03048146694268328
LYZ,-0.09643777277052772,0.008159016182679562,-0.004660483115187655,-0.021177377114948076,0.03544626412243869,0.06210851934321934,-0.02313356331578456,0.01133475931929437,0.0036342427476300523,-0.08758504984659038,0.061167001019069286,0.05814139658912382,0.027284539000774318,0.05625188499979954,0.0275752049267604,-0.048343415721814824,0.012353319529493279,0.0666008589146759,-0.08717948856861465
EREG,,,,-0.013735040544870989,,,,0.05823755000650317,,,,,0.04039332820070326,-0.02473969158305413,,-0.045855381654418256,,0.04221444961306019,
SPTAN1,0.08695481543453067,0.052047740007035145,-0.0006880745884406126,0.08904734849339714,-0.05147383826341101,-0.03609832409771329,-0.04129857559579778,0.04703765338160501,0.07674401268069336,0.1219865069961842,-0.03101020381461557,0.0990030992724019,0.023037198125261907,0.05357717448428023,-0.006426239201984733,0.025662293627580744,-0.0432277590943123,-0.01454069664809738,-0.008377881826766432
PTH2,,,,,,,,,,,,,,,,-0.017937393564944677,,,
LIPC,0.030267092787371348,0.06127613675895966,-0.032421498531027444,,0.012719332223714833,-0.03159018352241762,-0.025761697110827316,0.036942760583395434,0.040619044834121536,-0.0926621608940304,0.028915980072050197,0.010595907888304697,,,0.06328862613373448,,,-0.003006902321774883,
COL8A1,-0.05164209925615925,-0.04508605595144162,0.023952450488009976,-0.009261352955436182,0.04449562199367841,0.03930187314093694,0.03973643129555356,-0.08949499973848955,0.029131287340190624,0.07354274226262326,0.00233996458501665,0.07645107848914172,0.0989670425435462,0.07050181618451927,0.12972235749635938,0.01886798956163264,0.060346415807497784,0.0843412206037664,
GSTM2,0.04377957535727202,-0.027872916085164897,-0.047203557704657076,-0.0717690928149912,-0.020375441538132595,-0.024330420349618236,0.018055126626708374,-0.022993288870286788,0.017242158402200215,0.0749011035688585,-0.05582357902650584,0.012753011331889238,0.02629664826152213,0.034375493630912024,0.02619925079726598,0.016434379243901304,0.06373754690983748,0.029025254504117776,
IL4,,,,,,,,,,-0.034185685531336066,,,,,,,,,
SPX,0.002637430780652906,-0.009441048913445299,-0.04218572039196099,,0.007568698978156578,-0.04235911242913023,-0.042820337494190154,,-0.056455115360521696,,,0.06182067150464805,0.04706864318367719,-0.028399830422484864,-0.07093776042329628,0.01460047036931635,0.0018922351405660294,-0.06432454141508141,-0.02354594215638048
MFGE8,0.019368661018085157,0.033546360640695765,0.022616919165230544,-0.009477252003092044,0.0005544075340140977,0.08029527396699165,0.04250205641437784,0.016817152018140973,0.042866900016420455,0.14084075604603985,0.08611793619621474,0.07020283141326684,0.07924675955056633,0.03542311756944233,0.13511770294363415,-0.06077100263105095,0.02463069696135269,0.11692632456264536,-0.03317559397821684
TGFA,-0.09802904807233061,-0.014773260613400072,-0.021741557764006443,-0.0173473360395023,0.039078864416148856,0.023884530290889903,0.04898177172774127,0.05911088037910023,0.04520462741074143,-0.09199027657373,0.05432694036081569,0.10722994169576315,0.02782184872046283,0.07777036294636058,-0.07833358305101927,0.04020428188702123,0.07415156277158014,0.0585659099490173,0.00023741631144334193
SLIT2,0.017917803725097086,0.062143002741237637,-0.05020088602055226,0.02039266689794719,0.05588707325266982,-0.010648180531319256,0.004095909841465426,-0.00010094834416389111,0.06959167633272553,-0.043544430816793926,-0.021574954936656416,0.07083575794941355,0.07448600695893833,0.06482792728145118,-0.005132667954013663,0.025414070940345326,-0.048867190715386276,0.06251314578943275,0.13331354929056963
PLTP,0.018167850196209527,-0.011599834155574433,-0.01025880417063408,0.03633845603867555,-0.03360560883475357,0.09007022737809421,-0.03338160737335175,-0.011222098328914017,0.036896061162842025,0.0014677744439704553,-0.07384134131508406,0.06429525961819564,0.01911710159238449,-0.07422288942833288,0.12396189548599541,-0.007193315498859349,0.06269364161663667,0.06256827610062532,0.0038663293745120368
APOD,-0.10167937202263129,0.04177139282932552,0.048687641700206036,0.0712894398026002,-0.03443800026634376,0.02336052727820893,-0.05405420856852527,0.08398278247300056,-0.15902706517838625,-0.09945049765204651,0.1433919694626581,-0.03135124715320572,0.16499082987715732,0.23078439734971487,-0.14524980768686208,-0.02721896776465997,0.008269412949339356,-0.08691592838944749,0.05790324178635601
B2M,0.012902521911301345,0.037068031648548785,-0.02737627673628299,0.0639703712117158,0.009641131681637946,0.08016558854238665,-0.019499761280609127,0.11017425622947147,-0.006102450723142094,0.06373215903022059,0.041316385891379655,0.06183625885663575,0.09407063711140083,0.036391634376722416,0.12329872987454232,0.02393770996654494,0.12829803642773502,0.12649606919457765,-0.07177495190611921
OMG,-0.052797508961731,0.05149178233841428,0.045024108436581146,0.08244038326198609,-0.011712213531879222,-0.05572466149329422,-0.0664984031684502,0.09669429226348258,-0.032793961096715056,0.08872516585695274,0.06789812398604872,-0.00812288444926145,0.020490837373483273,0.1758337621792878,-0.1477841045987249,0.03213469920917923,-0.08472427965712555,0.007076055117420532,-0.01212223988087029
CXCL3,-0.028294508626810835,-0.04073488694441088,-0.012141774717799432,0.031137283575396173,0.060305566798118666,-0.015858009179413816,0.0016072177622963775,0.09580582912032859,-0.04388852420259154,-0.08966761683102141,,,0.014729635575444367,-0.020717601128779867,-0.03152986596000674,-0.03288082331331391,-0.04126861744025993,0.05770622993236253,
CXCL10,0.02492107758897739,0.03709866207812577,-0.03429770763986177,,0.017185819338508098,0.10853266241728322,0.01441497052537427,-0.013248332858905677,-0.04605992711201686,-0.16065113510812737,0.017344760012978595,0.04462325754771439,-0.006878164739501452,-0.011211515972917842,-0.017558120799745416,-0.020859465345731916,,0.02997369577390413,
RSPO3,,-0.02330665204597407,,0.10843351022208186,-0.018375713064114757,-0.019832932215549465,0.008252642375040182,,,,,,0.04684154245453618,0.03726349562403573,,0.06299939037064034,-0.05173092081368586,0.02670763936706428,-0.02462100551021168
CORT,0.07282025383492782,-0.026389957764732675,-0.0024122132611326297,-0.03349334876145432,-0.04120894752794997,-0.03432533265092775,0.028066981550042797,,,,,,-0.03336755542702547,0.06439381872843707,,0.07226271988231664,-0.021640350562838917,,0.02997851142420941
NCAN,-0.10569345338025127,0.09807649848368401,-0.005387209558674119,0.053681368550066694,-0.029275534463788173,0.0706319887558923,0.08277667551184045,,-0.1061737169804736,0.11669152247700448,0.17594812456041,0.05466962916574708,0.14026907368595184,0.15793838339616229,0.052912012288963015,0.026525912833181377,0.09854225997244757,-0.06521254626608913,-0.014048059589837859
PRG4,,0.08469659695419393,,0.08412713180513239,-0.018136036342070803,0.028918059842904815,0.052460314459708876,,,,,,0.06078096372661366,0.06170895408962816,,-0.06595270984922783,,0.08782767578882854,
ZG16B,,-0.015031458950593456,-0.02592200576068316,,-0.021049088207521906,-0.018549334830812423,0.01659573058093656,0.03707525157191298,,,,-0.04263999489174967,,,,,,-0.005334449752702606,
TGM2,0.013470178867599315,0.008156076955520546,-0.008483666373909928,-0.08380712520296926,0.0056822407864947225,0.027711698735237236,0.049450679535084266,0.05128257930205257,-0.021112305396295744,-0.1043811052505722,0.011556716968521405,0.07038219755092467,0.021141639291446294,-0.011032262568089242,0.022961935828420585,-0.01677659152884161,0.061396462696388564,0.10804958920943282,-0.02809127708361535
VEGFC,-0.008518245246554625,0.005148153865821562,0.026269881771897145,-0.030204082577015564,0.005378446099257654,-0.005588678694636532,-0.057034624820315,0.0011477422016977184,-0.06108619604910061,0.0034649609621886907,0.07757439775484494,0.02496350144245226,-0.035556166934838956,0.012005219505847934,-0.017738611849067398,0.033418683584979,,0.05263246738584571,
WNT6,,0.022812995630441927,0.05849422440233717,0.032026713071256104,0.05738305130709574,-0.016894976253705837,0.06001137613276129,-0.0507446010851051,,-0.104628025535143,,-0.039724050130515144,-0.0030643056360487417,-0.03685878511297115,,-0.009720606608432785,,0.003384400258059854,
NRG4,,0.07149976506948533,,0.043632929502655717,-0.022072385877117365,-0.021399661287549873,0.022613937362983384,,,,-0.0005604199793087058,,,,0.1363394873064367,-0.040277034742843054,,-0.03532437461605447,
PMCH,,0.009117087357090402,,,-0.020649580070630707,,-0.006091069909644886,,,,,,-0.0404342023966458,0.055033847301030114,,0.07151844366119392,,0.05157494925425383,
COL9A1,0.02908044733421743,0.035254881365192454,0.0328744060425812,0.11081683554643833,-0.02305299607952912,-0.004548482366712455,-0.0027143455684364806,,-0.048336444262818135,0.19636590886012828,0.008357481480631517,0.002362617551026899,0.06449612492064484,0.16291505754331403,0.0658569412940102,-0.02623902595969883,,0.021649003629019125,-0.012337579156138985
