,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0656319030621862,,,,,,,,,-0.025018554454973564,
BMP1,0.06840891042618483,0.028435949751941234,0.09405706413001232,0.004103619768418353,-0.01975972905213948,0.05208562107783564,0.13301476527322512,0.057515759352957815,0.01641352861211001,-0.040872456210121914,0.04066244868898744,-0.07779422056640417,-0.0055243956295376335,-0.0004068154608755089,-0.031104554799113716,-0.00508600027811464,-0.008754791614783392
NDP,-0.018817271374120793,0.06387247630095336,-0.017784172271491355,-0.013273453377576445,-0.024310223575442207,-0.034089759039873296,0.045721343188711676,0.03870342243536804,-0.004263609440941325,-0.03779790595093975,-0.012614093521007686,0.009649158085305426,-0.04677500863697314,0.02715024693831772,0.0074132459415901806,0.10227861148730544,0.0006951076090012157
TNFSF18,0.026248294460320818,-0.03743125553485864,,,,-0.02207219728473366,-0.02841651926287263,-0.0073843739833645275,,,,-0.012493172729849062,,,,-0.010221069937244791,0.0018232654264156013
IL36G,,,,,,,,,,,-0.006536861948422681,,,,,,
RTN4,-0.07235500417589945,0.06877467218228912,0.03836673082633805,0.037590665048322196,-0.08553328442573159,-0.02927308815797964,-0.1594920526421505,0.03273978772272289,-0.047699501161861405,0.05348717329435592,-0.05186280934073883,-0.10364832633630618,-0.057642016438342505,0.044311725804407794,0.030552993178409142,-0.06631195963615256,-0.08469084296309498
HEBP1,-0.021427637214002957,0.0512352677255754,0.03805072670444812,-0.025217208739623406,0.013011078789431793,0.02315367426761191,0.05830448889549841,0.05550092109502225,0.023829313137582624,0.018261496287100165,-0.010963416805569573,-0.08594307741474044,-0.022618761271516147,0.0216652837749161,-0.0022730390122318533,0.07682065793652108,0.00635780358527965
WNT7B,-0.05333867643971056,-0.012545606299503664,-0.015531947434213175,-0.03394471811122537,0.051403629259001965,0.012824816438460318,-0.10175775984303845,0.007844566981459624,-0.017000928745675922,-0.08078472979566896,0.004291646592784915,,-0.02950952751122856,0.04537241631168559,0.06680012065915678,0.030958996039276838,-0.00990500948640389
PTMA,0.0367328972670956,-0.01952125043759057,-0.009378157638842132,-0.013007790105737646,0.053381880139849,0.06083824454287782,-0.03838391365302517,-0.012867888603135763,-0.018038324887191006,-0.08372481193475849,0.02956359088446409,0.01810387539628312,0.043548605941133745,-0.006380899235705251,0.033326483406163745,-0.06803139308132086,-0.02111479307543753
FASLG,,,,,,,,,,,,,,,,-0.021698583743595387,
CEACAM1,,0.00825238864271602,,-0.036878859244769975,0.07293847847635401,,0.02859790511432216,0.011151119256379223,,,,-0.036443146233903795,0.16641648618513172,0.00038817014851104246,-0.01788812803310851,-0.03019039233735487,
PDAP1,0.019259682816738885,-0.0017943195096872646,-0.02668061712591816,0.0021273422168790867,0.10421282538478016,0.05500776047246876,0.08940051424456552,0.01660938420647584,0.0009031856063041113,-0.026542359176065213,0.05360750630261664,0.017504339397044075,-0.02263386397716501,-0.058044228522449656,-0.035712557726082235,0.07144189882220232,0.005583066286153493
QDPR,0.04679110012636513,0.012072633093558766,-0.04226423236292735,-0.020672082808103093,-0.022567535403223628,0.014712576405297753,-0.13228204976476232,-0.031048149782364188,-0.04459108406496134,-0.05982528184162825,-0.02255302559363193,0.022719031867329823,-0.0010195644919457256,0.0356128088135502,0.03567829409331826,0.07788428376510138,-0.06327137066725184
POMC,0.0611294817475977,0.0074233355382743085,,0.0563793122811064,-0.0016044281916796365,-0.011472916493664675,0.007765048658631384,-0.032370003725856376,-0.039514021093306845,0.031878064012730974,0.0555438078574113,0.04353682997273718,0.07565675586773446,0.13052081153171735,-0.0011604333762228575,0.013256358818335675,-0.012319543065964982
CCL18,0.04741296830775103,-0.008118460634839533,,,,,,,,-0.050568793235910105,,,-0.018763848527983497,0.06714705957395382,0.012037457623138818,,
CCL17,,,,-0.0280170459789603,,,,-0.03479356110159329,0.04644987948041149,,-0.020446253505852288,,,-0.014604113727570943,-0.02582263582234345,-0.019667328986911987,
VEGFD,-0.034530748227099915,0.0047330596492281204,,0.015833022191720312,0.04790377495591525,,0.03691954397348097,0.010053100927075285,0.05907399019244305,-0.02718814092187906,0.024400542837646873,-0.028218611172434252,,,-0.01788812803310851,,
TNFSF13,,0.10755247129037286,,0.03404969408522754,,-0.021405426846097027,,,,,,,,0.03405136280091502,0.030450005282375996,-0.032046271018922684,-0.03362220384265108
WNT5A,0.05533706645259413,0.06686993542586747,0.04373348792059581,0.008303575672579873,0.09979172832992074,0.022472816006507888,0.12427344617839296,0.013390166805950008,0.02464382788235221,0.02539603009790778,0.043120332148585655,0.007812835772604158,-0.03181456332242697,-0.0200019562071658,0.07213002759954848,0.027776160428133974,-0.005633182478794013
CXCL8,-0.04295316226180794,0.07406800668941443,-0.05051211541611762,-0.05327151651553334,-0.01451841847290143,-0.030447831350662657,0.09122881588156062,0.04220975767014919,-0.014373597026742279,-0.03337195928862891,0.0019250945249098233,0.00039314689154301523,0.011327253346565258,-0.05016341396147414,-0.08773907657877539,0.010894813858433388,0.01802533521045278
GRN,-0.09408117744233685,-0.0009779829377175213,0.03111798597118015,-0.0173835828268368,-0.07507553500737497,-0.004785405408155884,0.09215503037551838,0.022548113072170497,0.029255664038364656,-0.05622626138356713,0.037038017065813326,-0.09523349358197204,-0.07883988151206187,0.011957293200389825,-0.028210956219783142,-0.11617302716728826,-0.04720826170732482
MIA,-0.006866689586631325,0.0558798879331722,0.0002318464721439915,0.017364318217012398,-0.008704327799964497,0.09458229785502491,0.020432390238035367,-0.01639056528621911,-0.01755388348189686,-0.014636779714273247,0.05961390201010541,0.03601647117284343,0.03828685687147275,0.14879090346462354,0.030758666293957276,0.14661326407227526,0.13745485749569597
COL4A4,0.04813051398092118,0.018885517651126386,-0.015274694608298917,0.01368067585529864,0.02740279868294668,0.05242845341096022,0.046598301655488665,0.009220294294983968,0.040871311348263564,,-0.0054875336423554485,-0.038793660483373744,-0.02372336736522928,0.09061145239819444,-0.0001763910522056688,-0.0024743450378777007,-0.010607897968355528
TAC1,-0.04353572358001351,0.05600379249065587,0.015113176289851331,0.031439166135620644,-0.023944662663462603,0.021857379296677634,-0.08684315724756811,-0.010485558880092356,-0.006279011176379307,,-0.037209192320272706,,,,,-0.025854703811481403,-0.005492356487129524
RARRES2,0.06517723427040964,0.02329649877169472,-0.04423354885381055,0.009235195992956309,0.007554125603077306,-0.02621672250260882,0.12908959242040335,0.009291574007146673,-0.029821867208751365,0.006589525702448914,0.038313711439654924,0.06695528900622204,0.050248039797316534,-0.0390989993690666,-0.04867134218997591,0.07038941666528627,0.04277905950784377
FGF7,0.03504393959902648,,0.03464781021697082,-0.03084169941180246,-0.021544581818052706,0.020721209982829898,0.05565487985890847,0.03874676536101827,-0.045074103205962716,0.019514710996679244,-0.015516158517769251,0.03316324753375984,0.008044977305791566,0.030674080644560005,0.05570951429098066,0.041641381866721075,-0.039542857623842825
EFNA2,,,,,,,,,,,,,,,-0.01700146856689672,,
HBEGF,-0.07710049566501788,0.03466344292292052,0.050344718412297824,0.05796844207933694,0.03450140921169444,0.0702675661197075,0.06892106326836965,0.06921789985568771,-0.024503689371518124,-0.023692416663813446,-0.004461054766678944,-0.03657719018989208,0.0837291697877724,0.032099370432213066,0.001249173808594351,-0.031941508000809124,0.09986282029144634
CSF3,-0.0011999967752712613,,-0.029113038582308133,0.009826376290351204,-0.07154534140414982,,0.004566396921468855,,,-0.030633027135705385,,,,-0.050054992195753184,-0.08034324654664503,-0.020706663379617594,0.012297503033948599
PI3,-0.04117982136313263,-0.03400484515136541,-0.0605671611237016,-0.022041917447003744,-0.02393157600796369,,0.07139116228930212,,,,,,,-0.06767278752844888,-0.09951326573809405,-0.04498870040938937,0.007931110033126503
PCSK1N,0.006989897762725489,0.003127910555444086,0.02678708943290861,0.04995317537766,0.013683653258173455,-0.018261753729342557,-0.052156989400211407,0.0472377399691338,-0.041734792983806765,0.023072659318406335,-0.004791093362290522,-0.05855534710997465,0.04182753602488773,-0.07730354699352067,0.0451223738473263,0.09147858613400735,-0.08523135736503769
NTS,,,,,-0.0268097941902685,0.03656946132693107,0.07294742726621468,-0.008340502440730093,0.07461619604013854,,,,,-0.021399777153958507,-0.0005500076956838811,0.1104128231585825,
SFRP1,0.03594282231914419,0.006048772227542717,,0.039499636851845904,-0.03664701030560649,0.08778586579253465,0.010759475478644325,0.07469553966225584,-0.00774758145582122,0.02488590739453209,-0.008509540138911788,-0.017420870844852967,-0.014715138577373842,0.05608212354574368,0.04782169859733896,-0.029951197133203638,-0.02855043900325825
CXCL13,,,-0.02113951074677142,,-0.03631765521655636,,,,,-0.046272175475042164,,,,0.020323887141678234,-0.043681619357895544,,0.0005422893538404712
MICA,0.021729554342185212,0.004086617826760634,0.02287190434459318,0.05383027928778189,-0.02970454395529763,-0.006113614772039656,0.018458419832881996,0.010505129072958058,0.00543629933299914,0.0002905527708231559,0.0367504062389483,0.014766565302720648,0.001460262824689833,0.05447510690788531,-0.03648219878646871,-0.002893735282758017,0.010837312364287434
TG,0.05789353985522051,0.009216827525738186,,-0.024413971582119297,-0.02231853031694375,-0.015416518801660912,0.009743475651629734,0.008396117877016607,-0.015228281886604671,-0.030441557579175785,-0.007889039978562992,-0.025850708795613554,0.1255496693375443,-0.019405215906250804,0.06963050097182401,-0.007547682204219109,-0.03533281812859307
ADA,-0.04097889177219162,-0.06416695659537348,-0.015948418792985513,-0.003178352272512778,0.02620666177704342,-0.009833625469564134,0.07686414944114177,-0.03211433431303101,0.0584260847016374,0.025202032251499966,-0.010189865723555413,-0.04042233691063212,0.07349077038933877,0.0003677509797089375,-0.017168384962767316,-0.005061166644963018,0.03562842208413707
LAMC3,0.04484007385982449,-0.06061378083333079,0.04456629111503794,-0.07947028798512118,0.025381793220844,0.013955714973499707,0.05951336366652352,0.012726903606118844,-0.006176160690252629,-0.041861834565690585,0.025849638064980328,-0.05576141276449658,0.011323446034735186,0.0295854602461948,0.026864484982969006,-0.038364473462536894,-0.05752816742988335
CCL7,,-0.025913360574652374,,0.061452499572930204,-0.01306819501146934,,,,,,,,,-0.021888200220332908,,0.0542357109267353,-0.009202791798024653
NGF,-0.020026913678656895,0.002973233102243967,,-0.022745666734284412,-0.019759790217600368,-0.027385635620104473,,,,-0.05854011422867495,,-0.021994147872408044,0.1297986929969864,0.008275518563043465,-0.016772940226333733,-0.030042980611305937,0.1128765327724954
TNFSF15,0.02051262951659732,,,-0.03174686678219301,-0.03565047094643863,0.010603285678250605,,,,0.05016136227662534,,0.09432721837969796,-0.028160748634499504,0.14126678763024506,,-0.003655118106403471,0.003781266932409083
HMGB1,-0.08903744694034135,-0.08732241536862095,0.011214126143408025,-0.00644360251359382,-0.005293102249589245,0.03692494812170371,0.1727376552265274,-0.033986604876779146,0.02921657076683515,-0.06687669806296016,-0.03594343173168726,0.011066876973782138,0.011298903715071165,0.04026204107562223,0.010320487179341876,0.07134367205012222,-0.02080626487581454
ITGB3BP,-0.016473699473350072,0.011883591961142952,-0.033469403540968154,0.058580225236964774,0.04727928040384072,0.04411941980334148,0.1259381601132137,0.004522590361724863,0.01207347695624835,-0.013640526577032535,-0.009071816693143032,-0.05916361495292971,0.022682085210959047,0.04249413986608163,0.024620282711864422,0.027480083897632086,0.04221802473995241
AANAT,-0.002863012056955159,0.03846704056831227,,0.03213177950086233,-0.032123206426087104,,-0.02960137861588933,-0.031523544104207366,-0.017553884458288677,,-0.0026858621838842483,,-0.01954333478753056,0.025170392844951373,0.013335158155656104,0.0666729191338922,-0.02413553763230926
RELN,-0.03453073030421246,-0.022050957919602557,0.03392125194432901,-0.044489843337994446,-0.009321320803429371,0.021896057155802704,-0.06053865293296028,0.009149534338096734,-0.027911541387141553,,0.02634991083692371,0.03543274877918265,,,,,-0.01528085918651023
IL15,-0.03521836016177804,0.03762159779482236,,-0.006434237493080196,0.06611504829674213,0.009244978430210944,0.07510723314522984,-0.02587549732390468,-0.030101353982294556,-0.03353025436494697,-0.02543699046215203,-0.02344399370483088,-0.03303679591886752,0.01397869115162299,0.034129094071339475,-0.023342003939995803,0.16692296197845827
UTS2,,,,,,,0.03048664269079404,,,,,,,-0.016352017073234543,,,
BSG,0.0421521245206129,-0.017230111568133297,0.06689295103113987,-0.00737590717510781,0.05541695012887135,0.050585541206335634,0.03908177250426648,-0.0029830479802862284,0.056359271648835856,0.02310441546958937,0.06365557749389242,-0.07441043858831305,0.024120831721052113,0.09735071370830654,-0.03394063901079494,0.04494550342224665,0.050967300503969984
ADAMTS3,-0.06568824288438067,-0.009621259364861127,,-0.001557978863788787,0.02213325895021678,0.004918240056370884,0.13777024008055522,0.0138324932504082,-0.00047675559943874277,-0.0015148791652312653,-0.016576229402012272,,-0.023401153814114097,0.005221059141098143,-0.022720367218641933,0.058800908307715026,0.03952320324290325
CD34,-0.050693897880715946,-0.06982832183873737,0.10035679219543876,-0.027349414020701603,0.02869850626329461,0.0422591318733569,0.00588403416908031,0.0015946619076440292,0.011540718515742818,-0.05228131787492741,0.01784761572907922,-0.031043217114239102,-0.006753712460463489,0.0549781292391639,0.017882666822716158,-0.04084394980254578,-0.03512941010909513
CCL23,,,,,,,0.046290447056725255,,,,,,,,,,
PLAT,-0.03725468692777455,-0.0402681524486866,0.10438203579431009,-0.011987218777082807,-0.018339048396946344,0.0734331422176939,0.13804935400211416,0.012537570145283517,0.02364660161591527,-0.0018999836368472516,-0.013837085337804762,-0.06185323080650446,0.0078093052707168325,0.0819560689616662,0.08684644536931921,-0.058527405007200724,-0.005684707975177597
NTF3,,,,,,,,,-0.028336157074206197,-0.017052800748618473,,,,-0.005916554136526934,0.0459922216664885,,
LTA,,,,-0.028452469656092317,,,,-0.030360458239437,,,0.0025750938194493253,,,,,0.07789186378791461,
CKLF,-0.045923846017241234,-0.03891938888647599,-0.014392143680095022,0.030445048615342748,0.014385420463240204,0.03485948724314923,0.17199557420447362,0.03888525279187645,0.020446009696661185,0.049538744953334414,0.06865997293906523,0.02529654308738321,0.0050000210403088425,0.07937380295737763,-0.00031335576136129814,0.05425440289959888,-0.024139516864313735
APELA,,,,,,,,,,0.037539933601340655,,,,,,,
CD24,-0.03639276679685287,-0.002102885777456474,0.021393874722441593,-0.045703086494822166,0.08025564788071114,0.06082799448961316,0.043405010607020136,0.053231725004721064,0.07880719022012418,-0.09461809093554774,-0.024424051051823867,0.08118670764261486,0.08876636836389332,0.003718729719733191,-0.029145673472572513,0.029433875819911245,0.004868338074410014
HSP90AA1,0.01819221206990607,0.051083440227281555,-0.05226528236044164,0.01857764804658574,-0.05394400132910059,-0.0017542673086107434,-0.12523463361983173,2.909585929754527e-05,-0.014814086786831517,0.027862721386484327,-0.01972957433586923,0.031444361806319224,0.016988714661499607,-0.05850926495598498,-0.09242751702612685,-0.019255022685094672,-0.10535178870987114
BMP4,-0.04334314004200912,-0.02477598150427824,-0.0015985754514705696,0.04357006470285516,-0.00363438489551054,0.04993376310126691,-0.001370481020088403,-0.005215691731626637,0.02081237045490618,0.06738667470978546,0.04107999074120395,0.028204352218520027,0.05809093711965153,0.042381792565106394,0.001992837699150366,-0.005060525306725116,-0.019678012228920017
SCGB3A1,,-0.02591335798335094,-0.013210147405788257,,0.020942823935583797,0.019728121282858137,,,-0.01480687322965931,-0.02340728528859972,-0.017749597745377925,0.03682794149697701,,-0.033314766056486984,0.018288356502185934,0.04207789186231621,0.00561830999803098
IGFBP4,-0.014472546469151045,-0.04576921603887167,0.10148368515655037,-0.04637460282485303,0.004105364253545624,-0.01081280909750876,0.10671418931607603,0.0461057824313931,0.015433427473457556,-0.018944995977389013,0.05242400780781949,0.05171667903029231,0.00017479126234928242,-0.001962227368886768,-0.016771953860810117,-0.07483284957257047,-0.039970701549933846
RSPO4,-0.024464928293271154,,,-0.014045186408799589,-0.0441522268487983,,,0.10125199337488994,0.02445860258705806,,0.03333636964939317,-0.04860634212373198,,,,0.05831382269694632,-0.030433956923905717
LEFTY2,0.04652383297218776,-0.002622584640951713,0.000679360322800687,-0.05464707605597985,0.06952674854874337,0.012665651424091,0.10113234964985891,0.0019249868432707855,-0.016235915213489695,0.02345042300037797,0.00128639044276913,,-0.02497472556410596,0.02777971964100781,-0.019548634246449936,-0.07109645683211095,-0.004268485948720011
PF4,,-0.013609895031468075,,-0.024874090023111545,,,,,,,,,,,-0.015583023008063935,-0.01682798930909996,-0.023840640554481346
ANGPTL2,-0.017970790088201773,-0.005940525926532446,0.059098048560731996,0.006830595376094988,0.08515494724073272,0.04338435857127379,0.10092852402660163,0.055192631749574984,0.04095810855273224,0.0002473154775376113,0.024984144313181137,-0.058723633863027376,-0.017634061230949027,0.06032694355470619,0.07264041071568698,-0.011206048471152872,-0.0078421131259722
LRIG2,-0.03295352487728149,-0.04015219184964223,0.0609240459232646,-0.002868673278776361,0.06013601102052943,0.04234446690013182,0.06747636488208658,0.016875660253125147,-0.008119064298013333,0.0030740519741448455,0.046478379449237744,-0.11655268709076516,0.044439273553704466,0.020533214434564795,-0.013139673168064818,0.061422881064949565,0.019051521853824156
ICOSLG,0.05953422744469342,0.019601299629182337,-0.055752203932977897,0.06573225955887049,0.08022042809039431,0.04066389144850667,0.044750516828903984,0.0006522052578912082,0.012029743589769186,0.022536098967087366,0.036247638856453664,-0.07155968814740483,0.02232236617706941,0.016843104611683136,0.08341388234093455,0.02918841192755872,-0.010657845321578454
WIF1,-0.03213389813204804,0.011247162557363343,-0.05046294495064909,,-0.0068113370420081615,-0.03721017414662578,-0.07865021239669921,-0.02724870958469385,0.015257825104037887,,-0.009092300008323928,,,,,,0.01438802505320246
NPPC,0.024433674015201436,0.023375402955908803,-0.025565441385285,-0.008548106087387531,-0.0071915829473590456,-0.028578101091937674,0.008969737575647594,0.0047377767934877035,0.007244074009736054,,0.05122224922635893,-0.03181757760768154,0.15791600239203119,0.07759602750937801,0.08290112206382089,,-0.057294566134692186
LYZ,-0.031189407345480827,0.034862291210181966,-0.0033328946591208827,-0.011089452857053416,0.046111824355527714,-0.01228778959052487,0.055817528553707044,-0.0003907562210183127,0.017602228264622603,-0.025516677726271413,-0.019513017565225742,0.03997333001735173,0.009393917613198311,0.05502510402025259,-0.014770099940390179,-0.04226611457439373,-0.037036253694936704
EREG,,,0.16465104020560767,,-0.00808113021761113,,,,,0.033314791331129315,,,,-0.004766842072815559,-0.04951572419563672,0.03601164288223908,-0.027447639657674914
SPTAN1,0.026665671564830313,-0.02327464967174881,0.07681958207408197,0.01651275064342273,0.03906429263480923,0.029457233457919695,-0.04875858644569512,-0.012796497022467877,0.025998403310113823,-0.04094673810431542,-0.04330203001304027,-0.02528117373789473,-0.0714536428032711,-0.018042055735235707,0.021591079491748422,0.06700342914433871,-0.05721701043237314
LIPC,-0.0022283692354935847,-0.022628443311675267,,0.05801829498819359,0.03734758306889467,-0.015478733558566658,0.0370218735640552,0.02615689872922122,,0.12464186128620554,0.04622875107077211,-0.02263948818821452,0.012743336689615407,,,-0.01758243006860959,-0.037178051868629415
COL8A1,-0.09476587957420071,0.011383174767228107,-0.021978277837816283,0.026001349840276126,-0.01947783614634486,-0.0010743786767576295,0.02256055667397375,0.033539835812597465,-0.024820515573575615,0.07971940460915385,0.014659203973410726,-0.07300374646386551,-0.03303664369930101,0.08131141403548306,-0.032011864455298904,-0.07972688785685607,0.02637091213066306
GSTM2,0.025615058548690773,0.049721781415143176,-0.025595411363469437,0.025842339090255743,-0.017756217212022935,0.01814259319842797,0.08371436000078959,0.011457714442688678,-0.02296831803497944,-0.055700861281255225,0.022126422110359742,0.10160631650104485,-0.058874791515362734,0.0411266826652913,0.08827504117335537,0.130090820323152,0.026932525386561892
SPX,-0.02249163825464391,0.016562991962626655,,-0.01793748300800282,-0.008401530152116027,-0.030606399697820898,-0.03547446599483381,0.010285648236194947,0.006474015537961546,,-0.02789896398666736,,-0.028851262494082108,0.01683543005691297,-0.01934831486449487,0.12875704450620984,0.00020102298989856622
MFGE8,-0.03086343266130963,0.012170110036550462,0.03340539866321274,0.016309286517234907,-0.008175170570632963,-0.03325103538037989,0.05525028279132727,0.05582116942290695,0.02526406309496904,-0.00465145292946571,0.010613426927156552,0.009060753165380497,-0.0654892495386627,0.03132698971629241,-0.0012662488631655208,-0.010876831992971221,-0.047759337072926386
