,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
TGFA,0.06770655474908419,0.02346334952001773,0.08867599221333373,0.02887189109376263,0.09016209248331618,-0.012291257170328156,0.0032805710652383676,0.024997160593169084,-0.019020480886198194,-0.027926524905874234,0.018636071460902685,-0.059229602182030335,0.13194016144507453,0.02521267152614402,0.01669476599898321,0.0759478050530784,-0.030699661470958043
SLIT2,-0.036358151127922525,0.03256933246490823,-0.023129794561530703,0.008218050501168042,-0.00817208611714392,-0.023327043745625907,-0.03302722562351004,0.006951105623633584,0.006107827318910331,-0.026871526284945404,0.00450716393076732,0.031433162951688555,-0.026464584601320597,0.0814055854118542,0.03854896267814404,-0.009480433376602032,-0.043314775261963534
PLTP,0.08599970492023476,-0.03287918999108041,0.04806082390175895,0.001958099083314367,0.009024494648781413,-0.026917187032404928,0.08970605359557206,0.044548550677758335,0.025789280151856102,-0.04518158059340882,0.05155732785561131,-0.0258661567269981,-0.04738945796078253,0.037916215716479525,-0.044887517819649794,0.0388280021250427,-0.08246629573186434
APOD,0.010300674155470618,-0.013787661937191208,0.01835988039750913,-0.02384894649881953,0.007909246011702963,-0.0172616168161264,0.0888696355318159,-0.03176827890495643,-0.04452348175014946,0.020331042179588334,0.0019457293170768919,0.03402350221943637,-0.05714660345186083,0.14365432824325944,0.07554921078048137,-0.03426751723553727,-0.10090681711982528
B2M,-0.029183023778203195,0.07004209809157762,0.06627676344811226,-0.033649447987710315,-0.07052335783361813,-0.03214645228958439,0.14252853548219907,0.017106384563575813,0.06508880378536246,-0.0532851099860076,0.016083142992546262,-0.08612940859391717,-0.007994779959500653,0.13064479546850913,-0.002395065817766768,-0.14378926972242465,-0.025807680599885707
OMG,0.0009684081674879336,-0.012316880079726329,0.025139722765356906,-0.024457543738478225,0.01414468158266569,-0.05305753864421616,-0.027064523572462036,0.020546468313118616,-0.036581008235874575,-0.02178006843190106,-0.026247645368644296,0.08137252442090699,-0.10500611840686186,0.05885871655286487,0.09743481555240988,0.13749479776744702,-0.0872662463078099
CXCL3,-0.02397344786996595,0.039085399650976314,0.02523425298622322,0.054274726046906085,-0.035780654088843504,,0.046983243006270915,-0.03109959409117652,0.0023410414854067967,-0.048260877265427445,-0.018319241686841087,,,-0.019091814281274967,-0.06951789235891609,-0.016725306214095192,0.01285843805254022
CXCL10,0.06427174095598225,0.04568834501816032,,-0.012246752283348273,-0.002490984166870636,-0.03234175963067862,0.12677740837422918,0.03740586062826447,-0.0005215720823804263,-0.029677574418483534,0.005800425056967366,-0.04390749795128388,-0.008197319362998903,-0.022602374712014574,-0.0209013513174645,-0.011766667930503563,0.033673748279452305
RSPO3,,-0.025100240728039083,-0.02911303949037627,-0.018523063277177704,0.03927753793054226,0.06993657434021817,-0.03977999460910835,0.022634537068802658,0.0242417907482071,,-0.0191432544939509,,,-0.03251820520742481,0.02832070780347998,-0.02201981171874691,-0.06487643048515404
CORT,-0.027429495054318565,0.006506259268726927,-0.00983787068913193,0.008045182417725429,-0.0212343636889281,-0.03222981720887752,-0.03130835873935087,0.05174320608661292,-0.02272737094943078,,-0.008559190210658344,,,0.02677025547182221,0.03357524154529789,,
NCAN,-0.016792055494003214,-0.02303576677474692,0.014706272039329537,-0.03895304847521149,0.005117088468962573,-0.021774199562073188,0.06721999236102275,-0.006255810767587647,0.026536698642795557,,0.03136061984875985,-0.03605347861221064,-0.05603389867514663,0.045239103968949916,0.10545900236107396,0.09099697870083857,-0.05841092217010707
PRG4,0.03956920190715873,-0.029772359552382305,0.04731531434227657,-0.007785193754308019,-0.030606409464770827,,0.052846492186606385,-0.0055133697816836386,,,0.03799315459809987,,,0.06660576572568082,0.10028912279774989,0.004936484180469509,-0.03318292366820158
ZG16B,,-0.016468415624034678,,-0.033088916855007595,,,-0.04546116155088082,-0.024124140147548264,,0.004307211624841735,,,-0.021725645344520407,,,0.09341809397201549,-0.02033851148457837
TGM2,-0.021850943543500045,0.0024564860929971203,-0.010613152947457245,-0.00018850958421381739,0.00018809270685532013,-0.020067780043215414,0.08225620832860556,0.032725243225164014,-0.03432426856529396,-0.05329234711261424,0.002827804928670144,-0.013374784704512727,-0.09739524993906577,0.0048544633045314485,-0.027121554102186078,-0.05077552231215121,-0.0047701674048361235
VEGFC,-0.02686023117150373,-0.03456146474976873,0.0048377275204950125,-0.01449141931911772,0.0027677300587579563,-0.03175238021346336,-0.010703355315034345,-0.008434199974235172,0.0011705626547016284,-0.015699383894432494,-0.008169701461707831,0.0019961656484575063,-0.028160751145780608,-0.02816885626021874,-0.007214787339505942,-0.021875099589492467,0.030095954394478878
WNT6,-0.034065928923171694,0.024902965404598916,0.04066982501882688,0.03168104875048187,0.004238517784583122,-0.024268785325186074,-0.04140661926012452,0.0140805603415064,,0.02193853838653578,0.013803115544883731,,-0.02066109127330988,0.021164136337727922,-0.030306993881759406,-0.03315916796435871,-0.021015784357326893
NRG4,-0.0017028199400935045,0.034957683661473296,0.07542331920865045,0.09743685218027992,-0.01652015996386731,0.14828305465046748,-0.029890163584270348,0.011046740232819366,0.01731416988235341,,-0.026647092582708424,0.06227336997203753,,,,0.015958703380027663,0.0010872041853600394
PMCH,,-0.002252637540855692,,-0.027570197545454644,,,,-0.03531105952597713,,,,,,-0.02224784883876992,0.01315763875880514,0.02657836942336539,0.012878171975200711
COL9A1,0.08794275741721597,-0.020688788919138574,0.05093649999786678,0.01950934596877776,0.013283295056337761,0.03136321223036195,0.03826895457727472,0.008489575439352403,0.024564547748912615,,-0.008113733243090736,-0.11982979454408713,0.00954732035414889,0.04037792539103375,0.08650700295791784,0.07209494991949722,-0.027392762078063373
GDF11,0.014308408430433244,0.03965158862951579,0.02782199386801059,-0.01022603508587079,0.0023275905469986604,0.06505547416550983,0.11025398558159609,-0.007529660248778091,0.0022518157589862,-0.012484636796260367,0.023832921095316515,0.01593269497012109,0.011529251667806634,-0.03278153521058829,0.04621399782676877,0.012305963605978501,-0.013706757874610113
RAET1E,,,,,,,,,,,,,,,,0.06064599109747635,
IL24,,,,,,,,,,-0.024465828167696775,,,,-0.01658745998932393,-0.015334559628900556,,-0.020637088023816638
SORBS1,-0.03137872465604334,0.008586086534671728,0.033289574807592974,0.036664567290417116,0.013628415163579618,-0.049903019513360264,-0.02793167376895638,0.0094963665678334,-0.05098289838803427,0.01703833973374273,0.04285769059743822,-0.06578852039324484,-0.004872623956978637,-0.020461772545744217,0.01065390733547785,0.058002826338903475,-0.013191407715589605
DLL1,0.011426207761723216,0.009526213955233488,0.057427971779259436,-0.027508015698456026,0.012732485579813713,0.049121094648829695,0.07040443019055474,-0.003305082572092201,0.06737314040446023,-0.073150835750772,0.03592827437022731,0.005181083659265502,0.06461515525378418,0.0617761280337679,0.12706749407694862,0.02623798343280043,0.029874877320190937
TLN1,0.020405554424840953,-0.012478600187637731,0.029625486701070465,-0.004938905094858131,0.04915626988739682,0.04007620223517531,0.06115858131871765,-0.00879111914132248,0.0026278782171791255,-0.009284184796454407,-0.020526507410953913,-0.019332018797831328,-0.08715296604804185,-0.014317738339936216,-0.07653203623955009,-0.0416419509141601,0.07246656094818492
