,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01468824447967373,,,,,-0.02187256218731175,,-0.034792936255349814,
BMP1,0.018033484199776528,0.012117466433751209,-0.03728371177198739,0.009462474731833415,0.04396713401355018,0.058049012502632336,0.03634706519376205,-0.032430809216199875,-0.0009809548188490578,-0.04492222263080573,-0.008892178230127189,-0.01986310574856986,0.03882352451310969,-0.04682319657169658
NDP,-0.0242155249395689,0.021868278097674342,0.01149391951991185,0.060481183048463914,-0.05291219729108659,0.05976759563631776,0.007175989807048116,0.029472098982905218,0.06357041089296564,-0.012618502228910203,0.042949990926338125,0.05453562912580292,0.043422197490025925,0.05775533403592787
TNFSF18,0.06995459624280526,0.02733439156751045,,,-0.016689360977189874,-0.021811602099132753,-0.011533386516763845,,,,0.06557556104182656,,0.10924212330749503,-0.008046482831332651
RTN4,-0.008712087977160122,-0.02194714359830619,-0.04905052693907051,0.10159632678563113,-0.024546685082103455,-0.06103862200101525,-0.05333630558365209,-0.05468469574998468,-0.062077198279356705,-0.028128459876998194,-0.04806776054623488,0.08873134749663038,-0.050121840727193834,-0.03275446590392373
HEBP1,0.041159088114360816,-0.0005417411615190468,-0.019141969616087884,0.004898563163179282,0.04549049992559031,0.06795022874814981,0.0500374148268017,0.05042044520621815,-0.030044717706494938,0.06012364342699033,-0.09656554767448619,0.01875916748126245,0.04661969039886792,0.06296869808221413
WNT7B,-0.03820082594625244,-0.015480750617120726,0.05807417877214527,-0.015282646701105363,0.006773433325888616,-0.06079419025845145,0.0027378334743966815,-0.024310518933508624,0.031306338116475235,-0.011058775836331388,-0.047168067062615796,0.025724875872631375,0.005374395625683478,0.003509906755849177
PTMA,0.052516038425042606,0.01987778242083102,0.031201122776450995,-0.07133983503194789,0.07308333048854922,-0.06705633600746592,-0.0013006596580870413,-0.0022382981004818426,-0.08550868335247083,0.05450262315670692,-0.04156643621087627,0.02796738754566812,0.03216211480319745,0.10352495837765864
FASLG,,,,,,,,,,,,,0.029898363172984964,
CEACAM1,-0.019877313362179717,-0.011880544994188062,-0.02810827942320969,-0.017889043978591042,,-0.02870282606649296,-0.01813926934563452,,-0.007643287241098429,-0.02287883386359902,-0.0008389672902389837,0.016968637426227992,0.0009962860507876958,
PDAP1,-0.02654855866464406,0.017058949941072814,0.057514681754881454,0.013007164888583733,0.02704596009208746,0.08953843514793135,0.0006838828676302833,0.0905775628525746,-0.06899269976497736,-0.07150815185823643,-0.03803983643442868,-0.0373929013671287,-0.017975070649972266,-0.03609342669271714
QDPR,0.018403453974776517,-0.07093606652277606,0.024929479651004546,0.08856157232104565,0.037180854377650466,-0.022170152448804433,0.03514836781738538,0.02861034059314968,0.041163253491932096,0.06406772473146724,-0.037321287493961304,0.02897784968809947,0.03832976368415619,0.01583010799343665
POMC,0.06295510702202795,-0.021109833001663213,0.05083866771416778,0.02836638088211801,-0.04402990034192032,0.09266031855414744,-0.01338242967533072,0.01845368684901703,0.03663289334566863,-0.027790834163813186,-0.05464208040823984,-0.007340822706568183,0.02230969259115118,-0.01862488058076195
CCL18,0.018106238621449902,,,,,,,,0.05329272599516905,-0.008607246942531564,,-0.024269217510600922,,
CCL17,,,-0.016291906408738087,,,,-0.014384378467787038,-0.030089607521552937,-0.023517735178799765,0.04532735712646284,-0.028837709774998034,,-0.02735106558558943,
VEGFD,0.033347252725665286,-0.017016497117963103,-0.0020964602247684505,-0.0171152244339878,,-0.008255137594179836,0.002524616044270803,0.003651326418521123,,-0.005324063995662891,-0.030414883073145032,,,
TNFSF13,0.056556439250086875,,0.09003414661173413,,0.07775758094845611,,,,0.01384341576147292,-0.012624648652148119,-0.03092471435136186,0.020984432323106268,0.057407072387352896,-0.029018017446241155
WNT5A,0.03214626283276573,-0.02017920796991399,0.005123111039839381,-0.020313692225011278,0.08945972780899587,0.06314972131258562,-0.030842324157817996,-0.014562852968309378,-0.00900831296511492,-0.024535500792486443,-0.02091082774613072,0.018747504188571955,0.09250993591942896,0.03427484829672335
