,UKF248,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
XCL1,-0.017886198363639957,,,,,,,,,0.012933038105054261
CD58,0.01286054729552402,0.04172891752873971,0.008079036564347995,-0.026146723769301612,0.06091574848314623,-0.001445256289371831,0.002714149132601004,0.03532635743860719,0.021575766465970824,0.05545239971620239
TNFSF14,-0.01802218874935618,-0.014111981627559096,-0.04680954711307517,,0.09700806001896561,-0.021174315336923644,0.0022693222142336944,0.06181378944518383,-0.024077374280775252,-0.03893347615779501
CNTN4,0.010428247138810407,-0.048325359537550724,,,0.0018553606101105792,-0.04323918741134833,0.02973820844323453,-0.02478692561551705,-0.025568850523741766,0.03882376168924869
INSL3,-0.016022732674480532,,,,,-0.023548479483411867,0.02131479420386714,,-0.02057494947368574,
BTLA,,0.09076934741538367,,,0.015047996841513658,,,,0.0009003888779501769,
MFNG,0.0010271657235538419,-0.0004029496375913713,-0.07533173830868345,0.15511374619103224,0.019153597596028762,0.0157542017614205,0.0428363303587648,0.019362435164976755,0.0760697273414672,0.024122970827140433
ICAM1,0.009298821954392422,0.06145930498661044,0.03544757993062115,0.08025017990112618,0.004305028807987889,0.020465576688775317,0.03327351074751264,0.012429446434151765,0.06488516893790106,-0.038103430700636216
PROS1,0.010347896899173287,-0.01989043823259244,0.048612603799748924,0.042200992164304355,-0.023664118387824163,0.05291595818100628,0.007546045762177457,0.061654272686826404,-0.06798321147097999,-0.0049649551552114505
CLCF1,-0.026012443241640978,0.05460078641766047,0.028541602806178887,0.13749425114501324,0.04681630391779105,0.032140585371330986,-0.0010016478181674364,0.018940309521322914,-0.05496810695933514,-0.04943407386874781
PSAP,-0.05145108435259278,0.017128677142680328,0.022558673178948892,-0.041983134527973406,0.10258917363267246,0.11979919475382343,0.07205340457504807,0.007347036904783277,-0.06105466160436617,-0.053907571168700576
EFEMP1,-0.021762229635802762,-0.01791515439769792,0.1058438489714794,-0.026360280403589176,0.060322043092204285,0.06925131587495066,0.096602721160591,-0.015867708808483396,-0.07986624156569398,-0.012740082747956953
C1QTNF1,0.03278614038370446,0.005514067776970203,0.060361348214837116,-0.00015484440785917776,0.07447457163988132,0.10169206665056242,0.03862938502214608,-0.011651761573879673,0.03686365204565313,-0.01910887380765377
ALB,-0.02477156282674959,-0.016028230575096197,-0.030057491908423727,-0.022611803239777087,0.002168723420950478,0.06553262520637378,0.030613431701197114,0.05962629141245037,-0.023265340949609043,-0.026548125269278855
CCL13,,,,,,-0.015718350538295293,,,,
EFNA3,-9.031809647461532e-05,0.02369492351940675,0.062084643885868554,-0.03298195485563183,0.0350727920349751,0.026754249878962022,0.03208237381525293,0.0271884261109363,0.07123054055354221,0.023375484107036687
DRAXIN,0.0700967645205282,-0.012869882617084496,-0.03642725864389945,0.09146681952657794,0.019412431161380386,0.07515646031356163,0.016042628952110855,-0.009506724152521013,0.060718894576479714,0.04962036406065384
RAET1L,-0.012481864364389207,0.11587034019842625,,,,,0.001022500968011427,,,
NPTX2,-0.006820440741423772,-0.025914127685859167,0.025387906173134776,,0.020106240018576388,0.021949154220489337,0.043476206105250215,0.03053443464992719,0.021202289240840874,0.00036312990151250843
FGF11,-0.03522352367403128,0.019555816512212824,0.0001822782453114818,-0.07476369300629764,0.03997597487846765,0.004398049181822003,0.007554478135112862,-0.03791966924785482,0.05423138844426052,0.01791431689982035
CD59,-0.044069558010363746,-0.03597509524681453,0.09095816723468939,0.09878539124233593,0.10062157529515123,0.08198119005319092,0.013584316938116176,-0.021532975155359187,-0.03598530527327265,0.09712853526363803
COL9A2,0.06763801558106786,0.019704500738574517,0.07544666403311759,0.12989925226849272,0.003880559612094754,-0.03508893867095284,-0.00837187569253303,0.026024265773308224,0.06141176012688748,0.08065931771326068
DLL3,0.09141630653784609,-0.009432061999173782,0.08283534296915487,0.09501111622520506,0.003793178235141489,-0.04211267021727252,0.035341962476337294,0.023070262677940084,0.01924728047963447,0.05774556634281204
FGF5,,,,,,,,,-0.020369295997829745,0.07651580724591746
LIN7C,-0.02380390949601268,0.007901934702638365,-0.0894842704943158,0.09720009484969007,-0.0035848327011710488,-0.007008919808765017,0.013480476814099869,0.06469342139656062,0.004356420783253182,0.0668359669073481
GDF7,0.019401723117552682,0.12871254782599606,,,0.03990629638397385,,0.006299106359992764,0.10214477947172641,0.029059530419584333,-0.010097544595702477
PSPN,-0.024167171082938806,-0.0022505134331659874,-0.0012109863832387953,-0.022590489964931237,0.11157313489682491,0.0012551566452660501,0.10347406093533784,-0.057334316749177584,0.021674877344237696,0.07327277381013786
ANGPT1,-0.00786197800705051,0.014047879984196546,0.044493435406266525,-0.05444139461483013,0.08891013870876945,-0.019360062662356157,0.050298961353032676,0.057438911698439184,-0.00986518355589019,-0.050297576783589794
PNOC,0.0430569892631903,-0.011367115221203865,,,,,-0.01815458090433226,,-0.021235257909763203,0.0002974270880063206
L1CAM,-0.04922189610692038,0.0008627068004760577,-0.04153870379947442,0.011201930730639123,0.05426032655553742,0.04933542225478348,0.01714333241057476,0.01698804296594875,0.08773522857425416,-0.015783360636258726
APOA1,-0.0033158111456674452,-0.02283888648177207,0.081417233316993,0.034276476826321046,-0.0024104929365725528,0.12010787625683708,-0.003996598091969994,-0.027246806443508787,-0.017911963145344323,-0.010128179136105447
PSEN1,0.032942578672660795,0.04095648541595306,-0.0411353293909492,-0.0035146989683859198,-0.018163015911666018,-0.024417660663775688,0.04509926514160816,-0.03937257403223601,0.005409116190831137,0.021419652029806963
CALM2,0.018380684276996823,-0.03183142291744571,0.023042983254175767,0.0742178516740172,-0.005841117968342786,-0.012273615560925575,0.03335941269317568,-0.04645843144922325,0.05649984547910746,0.016182346715622634
CLEC2B,-0.04306081486033456,0.03665818508485019,-0.06711516842184312,0.030903198599341545,0.00571085206562642,0.03222252210490876,0.036520154082151327,0.07215234167908936,0.06622951007682229,0.05793755067989264
NTNG1,0.04330172753251194,-0.008975835710711078,-0.02565446447489999,-0.056596351234244786,-0.023350651511146084,-0.003604488136152239,0.011294347320159086,-0.045111854688937136,-0.004180567603271393,-0.012305183514622703
LRIG1,-0.03211440982636954,0.02884513862696788,-0.006757561479395363,0.09506697618490347,0.10812507511018707,0.004143967356937451,-0.04962177188843747,-0.043577230931421414,0.0678749857613261,-0.07012894233318102
CPAMD8,0.07436043106580575,0.04130087967868234,,-0.01969822747501523,0.06659529894787966,,-0.019179162224384816,-0.039600657530690475,0.059200829883465034,0.05568535230955984
GHRL,-0.03325578684068444,-0.012869882617084496,0.02971609376333255,0.002143481925862387,-0.010089127170532576,,,0.02312485675606258,-0.02959511585427516,-0.017916310222325982
NPY,0.007167780039951996,0.04127170132427036,-0.05302185003409466,,-0.04795613938721413,0.09959726995823916,0.10868173129577116,0.0712419208954249,0.05454783387076595,0.054775724892343704
MMP2,0.024411849875505827,0.01952300941860493,0.03398827686414811,0.06511741565316485,0.0031856636777557582,0.0882212565180644,0.019878552225080497,0.01742216894091127,-0.03894060398937043,0.11416541978397449
PPY,-0.02104688993880348,,,,,0.06772094577565,0.041430173707031955,,0.026579352401391802,0.046485373505411244
ALKAL2,-0.023407775954370665,-0.008316479196664941,0.0909304793436935,,0.10364255132635264,0.008331021753212918,0.004837887128301643,0.05341676763517284,-0.006595824760870185,-0.018253698196823
CSF1,-0.03562889509914184,0.03153531447429311,-0.01938195407150044,0.009956955834247178,0.003439500489406102,0.07794575692245298,0.06723973891962748,-0.020045808500457635,-0.025312306519865622,-0.012123334255781382
SEMA4C,0.0022656061772408686,-0.01841595145930342,-0.04088621115801144,0.07370063112420518,0.09569890484148456,0.0011870893761608172,0.019827212686672584,0.023693763647037208,0.062079406237374554,0.005209922676038136
BMP8A,,,,,,,,,-0.018467124685827487,
ICAM2,-0.03099735177723498,0.0012308869829570873,0.10766432005519538,0.015451928915021167,-0.017935408404031336,-0.007118145727506872,0.032811287325180544,0.01786185817074037,-0.017479446697865848,0.10372374801995697
SYTL3,0.013319519539942768,0.1004355872978559,0.01945716940268111,-0.039337167143421614,-0.02677492897719036,-0.024269144524007438,0.036271285652529725,-2.576422740685867e-05,-0.018255913492076954,-0.013518060508934565
IL1A,0.047231774138901214,-0.03627841990725056,0.04468999587237545,0.13200309395716595,0.07240846192186028,-0.00579596884013228,0.021862417956181015,-0.03819262584902876,0.06744400606050055,0.029936229600983143
HLA-G,0.016985931934049674,,-0.04317577773230296,-0.03307183431789125,,-0.009204673022691956,0.02579169052705835,,,
PGF,-0.004199986662731602,-0.023271008239204374,0.08069057757222857,0.07443453357033256,0.007338692527374357,-0.05702168781786888,0.016857415223638317,-0.02933273089126646,-0.033069673693926736,0.0025677191719853123
LGALS8,-0.009013457710675405,-0.01891833165317442,0.02119328755595205,-0.034961514971590814,0.09267859473911555,0.02704267305181354,0.05819773225539447,0.007435037236935131,0.02439560407274224,0.07761765495833754
DKK3,-0.004133271428312785,-0.016774135524334214,0.02492006549273431,-0.0023779150718014333,0.017113965730749154,-0.018379926887264274,0.01146182133750168,0.031156743400280934,-0.01948237187693372,0.04534888771686001
COL16A1,0.013471446712777713,0.08097149998066654,0.06788982332338524,0.024746142691671875,0.038853508092036214,0.05560799562468384,0.03360942002596056,0.014966980560404424,0.0012559189166832542,0.10388435069345067
TPH1,-0.014102528704364457,,-0.05614586100372212,0.03393084049371058,,0.006742290486077066,0.007399773339759089,0.07042436559305525,-0.0201372065166901,-0.01714378969319838
TNC,-0.04812225154475306,0.022309843857881578,0.04968641317180383,0.04192372951066946,0.1294347828268325,0.04603996142485508,0.048762681804272436,0.0529767160483712,-0.026762269549666904,-0.08057012537442762
TNFSF9,-0.025077353535732438,0.004898528893670294,,0.01788264364675431,-0.01568270976664482,-0.01630937584833917,-0.011579721889753843,-0.00011961620821873533,-0.029225583527025315,-0.0402077807113105
C4A,,,-0.0507029319253611,,,0.10356971111916256,,-0.008098220996025772,0.008419405183431388,
CNTN2,-0.019325670515214166,-0.015650389224132668,0.07202406234395162,0.047666480707991066,-0.06946643752543277,-0.017074609831492556,-0.033830352446398385,-0.029264252382044637,0.07088826358833203,-0.031717594718753024
F7,-0.013758079610717754,,,,,-0.022048345358587483,,,,-0.004515951965213617
LUM,0.02406670413897392,-0.017150317372361598,0.0703968811028525,0.08860870427945051,0.061828197319258454,-0.005463393947959164,-0.03775880375810316,0.05530480803201765,-0.057266568548693955,0.060094864750393585
BTC,-0.012481859165291542,-0.009297403935312932,,0.007945445372498616,,-0.015951202728801277,0.029254332073292776,-0.023087375985164048,0.037817542379065934,0.05912592892411491
APOC1,0.04510619433734307,-0.05659908738206831,-0.05102001039181321,0.07428999405822242,0.09619176137809872,-0.03927245544320489,0.055162323784343395,0.020671333548186864,0.037552203902061106,0.012131841862122511
PKM,-0.07585574366418647,0.017884038051989064,-0.037923950283873006,-0.08552003659111511,0.03465464977724903,0.0805740521219255,-0.0034704614237627313,-0.03132135386407996,-0.038301272919406,-0.051966493013047114
TNF,-0.010029903037396372,-0.018815483954910714,-0.017960471490572665,0.1030110521809047,0.12578123568234786,0.1799215030305824,0.0007016788765556332,,0.010851900830384294,0.08050759584890212
GNAS,0.01194650664721192,-0.03953554776530946,-0.10294492466860863,-0.03986585490633775,0.07298487918833915,-0.017580399424587605,-0.030271627949145574,-0.00020679382176910013,0.03597408715672514,0.08072750345133346
BMP8B,0.029770174014205873,-0.012493287947214896,0.07171917735806363,0.0015730048928339728,-0.002501167510457863,0.07150320608754296,0.0075916413955937284,-0.0115099263263444,-0.03997067196184187,0.022238621177867818
LIPH,-0.014102525232432148,,-0.0431758026349332,,,0.15000141003576495,-0.022203549871017296,,0.03659656294070894,-0.031177831550095552
CCL28,-0.019836955992959433,-0.01477692159012482,-0.039267295205203265,,,,,0.06279191535490872,-0.014339762250364188,0.04336888541323063
PTPN11,0.014579619305717465,0.01149496466298105,-0.016088377967394863,-0.11303722847460856,-0.05191816900915425,-0.054426356317251894,-0.05183415858323344,0.025140043698368253,0.10325709992731218,0.06957508385656419
ADAM12,0.01779285128477132,-0.01428097610303444,0.086409977081597,0.1339102907529445,0.01680282148371317,-0.019256644444546733,0.029144384025309156,0.054864524625887576,-0.009387769876268262,0.000894985042255155
EPO,-0.018949208675427893,,,-0.025497348908817736,0.012644821257745948,0.15911229915582636,0.13473830770862572,,-0.015249145405423072,
EDN3,-0.024565930514588823,-0.016114196531075157,,,-0.037087800533162574,0.07305917768915843,0.018723608774478574,-0.04573516367114494,0.01795586491283033,0.11907351127609804
CCL22,,,,,,0.048656281873615564,-0.021088089340264907,-0.02308737700692189,-0.005104921202337105,
CCL2,-0.014174238817033825,0.05911981479591472,0.12351214971709937,0.1617914063296393,0.08192201955433197,0.01364206204498034,0.020183466050078834,0.00048216127659686807,-0.013748077720678853,-0.09455265492307058
DSCAM,0.02826576843872194,0.01916801134912684,-0.10109948283568847,0.09868275860475492,0.014854259186236205,0.0069397448002697934,0.045442686157084945,0.007236374809023953,0.06460797598469534,0.06256887898099539
GPHA2,-0.015717980957914032,,,,,,,,,
ANG,-0.04064365779911708,-0.03086504678691863,0.029870540092112454,0.036107496709261666,0.058432269694966565,0.08368373666558616,-0.013810357497901035,-0.029382249440848485,0.01601051925863672,-0.07306018542145871
FBLN2,-0.019740339579948613,-0.0029626361469244356,0.03240648837347619,,-0.06678199423387769,0.04830952455596667,0.04675642047823209,-0.04562003195223785,-0.040579542488584884,0.11405137028868481
VTN,-0.013250143683548947,-0.019704543325487635,0.11570389188702097,0.042616947901100766,,-0.019512791286936032,-0.01621538281553561,,0.00926352533636779,-0.03169490609491558
VEGFA,-0.04566885271620521,0.03371174432704021,0.005042702533460691,-0.19529095822365647,0.002653088068227334,0.06557241654439586,-0.039181247827885735,-0.03863804003236193,-0.012578469575234374,-0.08556895089576848
F10,,-0.030065532042905983,,0.04954751721017075,,,0.07543432847689896,-0.019974929039395056,-0.026922285906853888,0.055013411565886856
SERPINA1,-0.027839712193368112,0.013729733105282225,-0.10060942963070979,0.04230560786026075,0.07364815284920813,0.03557463208064444,0.04183472407481619,0.09900364140657679,-0.06102387467311107,0.08156706783620465
VWF,0.06695505094523763,0.009327706956836199,0.03265316158852905,0.10535823567386572,0.07403379914865339,-0.01068611472325893,-0.03156277228655411,0.05071278615137159,0.005337383514685575,0.08943313203763277
GDNF,-0.022085576054597798,,,-0.04670337023198219,-0.041333317792022636,-0.04303693101189654,-0.03373764534916259,,,
VASP,0.04788162775105915,0.041950634722627576,0.06312409245152212,0.09513010176010267,0.01793666432520555,-0.007905631559185708,0.014849218761813818,0.02307460390469233,-0.02515208951652093,0.02235197315819188
ADAM15,0.06141922576822901,-0.022192495792704086,0.010146899295717807,0.007068810544350908,-0.0071997601629605265,0.06583625716334143,0.051889066685117974,-0.0022622715439228635,0.015556621880837817,0.025420247334030012
WNT2,-0.011190915943837119,0.052039161243339314,0.06968534402355712,,,-0.021174305740968485,-0.02368385644325249,,-0.037083849156275626,0.008904128824628817
CALCB,,,,,,-0.018531390409009606,-0.02804964411387267,,,0.08350622521934406
OLFM2,-0.0041983429745107385,-0.023540672555463788,0.06547997790291338,0.013144401546614021,0.08118977385524921,0.06200206676878208,0.007430511237461684,0.023753533938570402,0.09006721689070382,0.08477534797374542
MFAP2,0.010817451830705985,0.06153293405975066,0.026674018312082656,-0.02605477797608724,0.021983572738965212,0.004894496107570463,-0.012315766298159692,-0.014421516472103144,0.016373818537589773,0.07077830759290181
HLA-C,0.04805386365212776,-0.021628867407725395,0.05897467876933356,0.1108532029342963,0.027636517176008017,0.09799100773198012,0.09758939932987445,0.06560306085380058,0.012726909258287563,0.020856227167920016
THBS1,0.036117174155612435,-0.0029825129972532024,-0.01869915288881412,-0.0003259671136874744,0.013914995023321242,0.0064496640459124465,-0.02256292438910024,0.07083296061782264,-0.12338099482890316,0.05564089876430414
HSPA4,-0.034412092506724924,-0.03544980036576474,-0.0044571076773428425,0.012108797575297361,0.04871629404998805,-0.024306389698500113,0.014536045036429461,0.014292251110726484,0.026633897808341918,-0.015000425078069464
LMAN1,-0.026983518658212115,0.05388140362504795,-0.04836725410718019,-0.04267408878568522,-0.05683248068112484,0.014771902464580409,-0.011282174068656633,0.04369451269338253,-0.09580177141415121,-0.028822140230144344
LYPD3,-0.021513953111210935,-0.019579797238503657,0.04307463196284726,-0.10359415998198826,0.0095534323019171,0.05653923126136747,-0.006709136033310213,,-0.0178800670954497,-0.028476770457760738
APOE,0.10522478286042945,-0.051492968673170804,-0.06810504516009011,-0.17120259932334395,0.09560377112456893,-0.04126814199267081,-0.09696587204135934,-0.011023286918814934,0.012770220381763566,0.029459218897660597
SOSTDC1,-0.03176927062561728,0.019930712330937968,,,,0.08047747224161919,0.1383385868327722,,0.024828779445660698,0.01403131544280211
ANXA1,-0.021958239027499906,0.04497716771131712,-0.003654728541396417,0.1301720735095226,0.11207174955421435,-0.0387507665802571,-0.014495717703410523,0.03583513351809529,-0.07945644256801868,-0.09025724889910532
WNT2B,-0.025232257109198658,-0.027818761860671677,-0.03351512802036881,0.040281614515052994,-0.01180298512876061,0.027300701795219533,0.03578960400176077,-0.02298244189621205,-0.040996427702040886,0.015614214697461716
AMH,0.05107522720353964,0.1206807686768832,,0.1361629616971906,0.00975647579341508,0.05133434783213917,0.037088378263661036,-0.018599275070947226,-0.0035261584039041525,-0.02313450607080949
GDF10,0.026318099618923223,-0.02591754823898709,-0.020558469614771945,0.012516120505938989,,-0.010126813457004674,0.011327003310070175,-0.023474373934597313,-0.04029080531313675,0.0025549023149246753
EFNB3,-0.01243079490149621,-0.026783418124298235,-0.09868933744613209,0.09751386071550615,0.04633056344322653,0.023562386194004723,-0.008631456466361105,0.00679852511633511,0.03976593169872163,0.025118494737562034
LTB,0.032166440554699104,-0.015530930475486007,0.004386431665233126,0.11183653067341406,-0.07013202918763534,0.13304909392468833,0.04687848536191393,-0.04480910222576114,-0.01715892122511117,-0.012518617432672399
ANGPT2,0.08960203016180113,-0.0022908742138421,0.07422447965611573,0.09413214764856746,0.03860451005115881,-0.04991107882053062,-0.028740248644128417,0.003975110909909341,0.04392685388005161,0.048142379731211195
NRTN,,,,,-0.008791406024663675,,,-0.023474382355918394,,
ADAM17,0.011819501619202998,0.030374205546389806,0.09532874932420325,-0.010688229219894237,0.02609146467294941,0.05061424262180862,0.029976535074686277,-0.05667472859071388,0.06459028323051935,-0.027136979991457616
LRPAP1,0.052370481414720775,0.018139298058584205,0.006223966144172167,-0.014319154168316894,0.06902582163652853,0.09837235751619504,0.061142624186999076,0.06971880088673964,-0.005136221037729829,0.03368413037206454
NID1,0.049340997229703726,-0.017666033334894513,0.06594342692668351,-0.03501484399122759,0.016416861449373286,-0.0025828747075548595,-0.03887469790275384,0.006540922795994803,-0.03590498720307183,0.05927864742674219
MST1,0.007865469514060874,0.017267983386913908,0.020167238017511083,0.0680022705088952,0.06937236430323032,0.04272439267490397,0.04659173760774475,-0.017678130443225314,0.03159606710444732,0.02599467881911002
IL13,,,-0.03868169741416261,,,,,,,
DCN,0.08538521513948809,-0.004821567385897016,0.05153541458304987,0.043429863901561484,0.10419136806605264,-0.027651615557343544,-0.03620893495865954,0.0027418667886494517,-0.06513995524839182,0.1232023752112662
IGFL2,,,,,,,-0.02284869914533004,,-0.010255191575669944,
COL7A1,-0.013909425772229407,-0.02072012046329776,0.11070186876950974,-0.027040333086359516,-0.005937143159748868,0.05700390769307548,-0.01919119996610729,0.005896194792368412,-0.0013479874420151295,0.08908624772588582
CALR,0.0368963765916326,-0.0012791063477595934,0.04577033423891338,0.024326242344153284,0.04263170683340402,0.012896817193030046,0.04277085459641917,-0.0051262151792041775,-0.06402349108848034,0.04454235248511023
PIGA,-0.018426685472696668,-0.01755314449604704,0.05698697919373788,0.07306448503200984,0.010623587899886794,-0.021873615734625013,0.07394243816044811,-0.0037229623269070403,0.044410707319039636,-0.0190763279235654
CD200,-0.008900726878031158,0.04790096096767231,0.04742190747101425,0.031389205280307905,0.06573790268593137,0.024085426215607837,-0.0014099079876809754,-0.006162100488589,0.10435719233739334,0.03703570250170752
GRP,0.08032878587097941,-0.020558421634005033,,,,,-0.021540684762154667,-0.025688603662550987,0.07458824691433733,-0.02921754650230287
CDH1,-0.03763882488446939,,0.10036906816464469,0.056423893133288175,0.005011464877910379,-0.009879291912928323,0.04819557931720532,0.008859604726536302,0.13714248620024144,-0.004979195870637472
LPL,-0.006539948160594173,-0.005787262478498955,0.061053848099193814,0.06240517678875536,0.10430646201965448,0.02781000267984444,-0.013708751095121518,-0.049445235891666925,0.09392463311195215,0.02060292006420572
SEMA5A,0.02217698626443483,0.02165153407830247,-0.05431178075335572,0.1195054120491904,0.05579535782837833,0.0036744216579304738,-0.03812690382447709,-0.026292584510378074,0.1006649602640912,0.055858348872881
SEMA7A,0.1102904342091057,0.0173890494427917,-0.024807612364098033,0.04514864110465455,-0.025309061011640446,-0.035418835878377714,0.005475958482645858,0.039572973581553636,-0.0076521479190242905,0.07287711156443112
SEMA4G,0.00624287480618044,0.015076209923394819,-0.00587398759086811,-0.03217695168258011,0.12718091546735774,-0.0028824375481381294,0.0635040414447557,-0.01819871286483999,0.005518436879057062,-0.018724339983635954
SEMA3B,-0.05033876819969747,-0.015589138877651353,0.04225901979572555,0.055332433843585244,0.055073267037164884,0.07385067775880609,-0.020030373087812765,-0.008173594667337953,-0.01296660211969534,-0.02507115843089481
RPH3A,0.1042465480528779,0.002700072149430552,-0.01889164465828279,,0.05645526279026281,0.07343107710041759,0.02892989839203474,-0.005145028740949375,0.16354498519244293,-0.0018319856404636072
JAG2,-0.05089910409063732,-0.03017139945481444,0.029064654123637432,0.05436012982535551,0.05815910439623529,-0.016105255975519508,0.011578492531735336,0.048556150584979224,0.03980359335973709,0.035440346438262126
CGN,0.002085414470302598,-0.015570133978063326,-0.02064670806997473,-0.027913462186397526,0.04920412911957975,-0.0033839842354002683,0.1032834841367898,0.021874160444404742,-0.021946386086492048,0.06696063550877955
GDF15,-0.01889470908617377,,0.06333818367379557,0.03509632934289846,-0.012434045364464814,0.00778726485484109,-0.01763963539113642,-0.03948507969762888,0.05888015719232711,-0.026618278606834356
SEMA4F,-0.009788024208642724,0.005253939784966412,-0.009903658041123309,0.0358544949278667,0.0963868820087663,0.04685151444064628,0.054272355907228335,-0.04085307351223167,0.02362731099649741,-0.028041094862990685
NXPH1,-0.0007933788632416704,-0.015228141605701328,-0.12399893940150401,0.04476181382942026,0.07153036975691003,0.03213570432560966,0.031737154246578574,-0.0008505995683649364,0.08036801465777908,0.10357148028916623
ARF1,-0.010250356677264108,-0.034840042942413364,0.019062170423151427,0.020399757814916028,-0.03584101238534401,0.027899207361379238,-0.0074705476842897795,0.0060020108916619165,-0.08225388987774794,0.01985933371750151
DSC3,-0.01189505706817434,,,,,,,,-0.015249150034141373,
EBI3,0.04632140413769963,-0.036650269065730455,0.1023865719386537,0.21139574129840444,-0.07768541839905711,-0.03254233786282968,0.05292253033080185,0.11610895848930702,0.051013899213056234,0.013157268985156977
TIMP1,-0.011011994256524485,0.003687725795904374,0.005563563909202538,0.09190652076142523,0.03536484005827657,0.061688800388894884,-0.03693362641588647,0.04264064254269243,-0.06485495467431825,0.004985558062833159
SEMA3C,0.021242673798088977,0.052309428154127986,-0.0682403638429298,0.08861072361279852,0.01276818522230242,0.011738035667132595,-0.01793502628390651,0.06315827883579032,-0.008667266471514168,-0.040123012839320474
GNRH2,,,,,,,,,-0.016524532342164278,
GAS6,-0.0165970340291494,0.005500963133646524,0.027104063958217642,-0.05686269631931112,0.012681337261931607,-0.030342539523313602,0.046230770584726105,0.009028196586052572,0.02142496517543479,0.008283395360464168
MEPE,0.03788785878864177,-0.03303440468285005,,,,-0.029542497451965403,0.17332867979787203,,-0.0016180178378663937,0.023692764381456198
SERPINE1,-0.0282624550774274,0.007827200888496024,0.07967980729595155,0.039176437862170635,-0.0028405320990979774,0.0449897397066753,-0.03780670877297489,0.04050951202620366,-0.0808502919911518,0.00673566511259617
RSPO2,-0.03210400441600475,0.007650257978592893,,,,-0.023870522410390206,0.023168894478607992,-0.03723158032183112,-0.010341331160509696,0.0022333066462465016
SHBG,0.006808715456553911,0.02289318554492217,-0.03687677748060586,-0.0014828932860863912,0.06263447244200196,-0.02557829068896476,0.09106383514135845,0.07150332072034317,0.04612908153349869,-0.035297093187636845
LGALS3BP,0.0327849766851382,0.04821394659480512,0.044214519274267304,0.06035707401088503,0.046591771338381695,0.09353838346640668,0.04301087224086482,-0.008662936035292508,-0.026465078255741445,0.046695431348676486
LAMB1,0.03358167556970837,0.03802359057853532,0.0990079341988258,0.06234320222195612,0.06385223961148821,0.06829400956609255,0.07235782427190253,0.017151618291229742,-0.02679070655583627,0.022933135301137154
SPTBN2,0.004640041970188184,0.06421389496399776,0.060989133959575316,0.0335696193411667,0.013520897184206465,-0.037739884284107496,-0.014007663395721374,-0.0069193501463924514,0.07626489834719101,0.008630472120726894
COL1A2,0.026284258797480205,0.05689745078361182,0.09577454479651033,0.029327886500294387,0.03670318107033361,0.021304216966047677,-0.03134605947967804,0.041530777035260515,-0.08967973510931646,0.08667846643842848
DEFB1,,,,,,,,,0.06372938954484712,0.09868671245442885
CEACAM16,,,-0.045795380859535634,,,,,,,
WNT11,-0.017049479837782024,0.00822670036243451,,,,-0.03589110688015,0.023283791921409107,,-0.02023753110692242,0.02552724988007439
LGALS1,-0.031618275988697334,-0.03826154227808061,-0.03439540248321812,-0.025311592410039798,0.07846443196935507,0.05548641923830809,0.004797979515035364,0.00717956949593347,-0.056468388216912316,-0.10719071258244955
BCAN,0.12436098884122397,0.004384325475517337,-0.07153286909007874,0.02464619801677855,0.11340551451800017,-0.018526077121994996,-0.015907180993107884,-0.029335328104690108,0.12487981959200894,0.10540240610410663
ANOS1,0.031110395475246647,-0.010297499526213255,0.10739349280691875,-0.021375551933797084,0.09874028488392424,-0.01312932526235565,0.05875437013957744,0.05461743533225465,0.0763931781406289,-0.007093207682722934
EDA,-0.01248186344196818,-0.03437518156689698,0.1168996551119112,-0.01957024327455847,-0.02108027998124761,-0.008267284531530741,0.023931608218768476,-0.019369903577257253,-0.032920270438661324,0.1647511950873842
FGF22,-0.01774925859504887,-0.01815604137325286,,,0.05378440759426156,-0.02602722655063694,-0.02176370416873045,-0.02515094477420719,-0.02922558033193685,-0.012978037610270955
SHANK1,0.2865603671418047,0.21116710071249473,,,-0.0256621488282877,-0.030596392413032,-0.027694389616561964,,-0.011251064239264214,-0.001035610851547402
NPVF,,,,,,-0.019320171794494193,-0.01967260606976722,,,
RAET1G,,,,,,,,,-0.019014043544182232,-0.020070242361297362
TGFB1,-0.016762061136051967,-0.035222019918576104,0.058077394373649546,0.07743116261893242,0.030633486364078814,0.03402262091514315,-0.03644637791836595,-0.02950571108531611,-0.053671771846194254,0.11936512256884502
MSTN,0.026374458382037596,0.033325901948807524,-0.042842211039563094,-0.11885062258287239,0.10426141892113269,-0.021876046348854244,0.0056132281044785175,0.017488112435670264,0.0010026184762251652,0.04903143354984223
WNT4,-0.011487901437692214,0.025764626336426247,,,0.17657611764118827,-0.042244564937559244,-0.002424521324415124,-0.018119427342419333,0.019162303085793676,0.045588429727517164
TNFSF4,-0.026270727667385415,0.016556406439940222,-0.020941890420887323,0.1119075737451109,0.0005975469646722595,-0.02078191796199656,0.005881617250360587,-0.027915607458291542,-0.043026971755131545,-0.00451959459034249
NTN1,-0.029322484745596462,0.028342814693608838,0.0697285560328888,-0.005545889805975463,0.019205967765612005,-0.02570299648639323,0.026656309245706195,-0.0007359423651947737,0.031841549093209534,0.05223475653295994
