,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,-0.0037176830319504525,-0.038401460778373635,0.03835327070286364,-0.026504492694077758,-0.025009509113462704,-0.03222086689554497,0.011255343215766427,0.03734423427827958,0.02536719066939832,0.10684089213624472,0.04263459182094202,-0.0008180899811164506,0.053659068675307196,-0.015143143621260782,0.010202583603520957,-0.006605925521927277
CCL18,,0.038029227887306304,,,,,,,0.07069943179677345,,-0.033575335506228064,0.012052309153132792,-0.04616437592545045,,,
CCL17,,,,0.06993117500891695,,,,,,,,-0.014426161580958398,0.07755622979915741,-0.02251797955072998,0.12523711086091288,
VEGFD,,-0.03734201029431077,-0.03653305674750984,-0.018379068258236878,-0.020557414252044184,,0.03653673035744942,,-0.0331218904657384,0.04796759550223293,,,-0.02193086767245571,0.06380307006794858,,
TNFSF13,,,,-0.011379006614289429,,-0.011844249569787269,,,,,,-0.02768163723114621,0.013371196126038171,0.17062990358201927,0.03247351819304141,-0.004984122224620106
WNT5A,0.030361216446654557,0.08567820426022481,-0.02714384724106165,0.055893737211283004,-0.04457330961394572,-0.004722659355590103,0.024016892642312805,0.13224115112569965,0.14297938864673054,-0.0371595024051078,0.07335702299242558,0.06710434293648287,0.015543996030347921,0.05216588726454834,-0.005467281929269391,0.05014559952776491
CXCL8,,0.056085668265148846,-0.015268470949638596,0.02483171910832972,0.07081455466539356,-0.01684767680499665,-0.030549119091101237,,0.11954649831097214,0.046872021306907874,-0.03486418579150386,0.07089892574323194,0.011780155431806884,-0.03197062238887868,0.019825801996387366,0.07165111782360356
GRN,-0.07205556473853172,0.05898831050156321,0.049154254320057024,-0.04066591544700329,0.03437943654197797,0.01873193436480355,0.0040646323785069926,0.08953769813525808,0.12121914840858836,0.19327517255489518,0.12836897442901377,0.04028952340017965,0.03992151719178911,0.06593103485661087,-0.08102157975268104,-0.08925844548517982
MIA,-0.02157763646922254,-0.02334591350562641,0.009004276270651701,-0.03473636976209925,0.05512562563755993,-0.02141668751850992,0.08104712128881869,0.06304249638509313,0.17474736883673345,-0.023812240995915886,0.13626129911952065,0.07904695991953195,0.0807987331991418,0.05528827351862509,0.03227998414074343,-0.011532006207660931
COL4A4,-0.019091809749473877,-0.025262170102050535,-0.016355169123536278,-0.03203809947934671,-0.052780736143728905,0.11718939660762513,-0.01185547541994805,,,-0.02161547864076197,-0.026136093790204134,0.09158545865962901,0.013343744175681918,-0.018903777317399072,-0.021903636710122416,0.014913961078226212
TAC1,-0.016485138738298866,-0.029310866447684058,0.01530125861466021,0.03886708919346578,-0.05384774793009526,0.004093185226672229,0.009261540646831929,,,,,,,,-0.02633944716994394,-0.04010302293959812
RARRES2,0.037964966889222504,-0.01920759588156212,-0.052066393737035865,0.033697026041894756,0.03830191770387717,-0.04601565283465575,0.03171334141539739,-0.043332278558705625,0.05126213726706501,-0.03186890746931276,-0.008609622960291479,0.07614122238876984,-0.056077717537386704,-0.04055718947412268,0.03820352036576913,0.05259782540219812
FGF7,0.042875636256864316,-0.0384336561524757,0.021249231281240805,0.041396691450635764,-0.010898627855608736,0.027148142997908267,-0.033786299852180714,0.1280242855780329,0.01037336576350345,-0.009208179110684708,-0.006343051504623641,0.03542391746784837,-0.000764971648032532,-0.034501032072121685,0.08662761058336828,0.08275719797758246
EFNA2,,,,,,,,,,,,,-0.02084382204151934,,,
HBEGF,-0.03298669093115789,0.005868728930086934,0.032812245879941186,0.025471057914952158,0.053391698315532525,0.00849791160753377,0.0400071784697467,0.06119189622885866,0.02045288090687408,0.06930263626677766,0.07547684235377808,0.07331915311137138,0.056385341555373836,-0.015597037565838044,-0.10443992907319638,0.06372383515191717
CSF3,,0.02347798921961294,,-0.01966254533900148,0.020987249859288865,,-0.012542864804739142,,,,,0.10220243844188164,-0.0024808172298410353,,0.11711590861944973,-0.013314585737303946
PI3,,0.012824362400717909,,-0.00609870801167541,0.045167540151753914,,0.04019992034990343,,-0.011171643189124923,,,0.04432513964388234,-0.019579057082532346,-0.019132696227838617,-0.04583218227204479,-0.061102774181954804
PCSK1N,0.045661139335967486,-0.04621573554975414,0.05346639055031887,-0.0421175068716916,-0.06284419925740883,-0.03564062205794258,0.002810438271648215,0.009805883891178297,0.01842451659700068,0.037593399220257125,-0.033197885727459055,-0.003690813814037969,-0.009731191397526928,0.03700643194952227,0.09706832706209897,-0.1261204036564846
NTS,,,,,0.018938367144528123,-0.013757230629339954,-0.015416689643350221,,,,,0.01913032472111529,-0.02539424176255506,,0.12036610571242258,
SFRP1,-0.023986293275317146,0.03116876690350756,-0.03017348421985092,-0.014393947892861223,-0.023452449593791905,0.05212168225994497,-0.03445318831959211,0.0711114059222957,0.032027671649034924,-0.007143697970952142,0.15875784903045626,0.07727193016698237,-0.01650844543337999,-0.07223251507595417,-0.030512744617722697,-0.04217608649199818
CXCL13,,,0.00782439873545539,,0.03948512051998027,,,,,,,0.03738127991297462,0.05955014393574552,,,0.05905604229828541
MICA,0.03387003789514264,-0.027100657831178706,0.0010778081717936546,-0.011727798333928466,0.04645448249074722,0.02482987056941236,0.003048759455180028,0.08717808235903765,-0.059553939994737404,0.008083539947155598,0.058262164442422174,0.06357837184323957,0.024736867926764022,0.030551512106987644,0.03642085600271467,-0.04791934853690993
TG,-0.01909180544706104,-0.02430481925680516,0.021555119647823084,-0.015533350270643429,-0.04974174559766394,-0.015879470734877728,-0.015138115634600727,0.06980152432141026,0.020137261447698857,0.0364435876858138,0.026025031583510654,-0.019168761993989224,-0.018439304795635256,,-0.041139054155955354,0.06364853364831657
ADA,-0.02991509436486419,-0.058034946810888034,0.012105557919256587,-0.042317838939112166,0.011062701100364388,0.030455550167554135,0.029284643026040856,0.05791921580387066,-0.10131601338183509,0.14499873738280566,0.04246039780788646,0.07122153489104452,0.02705114593615352,0.042677395959354894,-0.06527757705534001,0.01735781958178147
LAMC3,-0.03233797491882619,-0.02955139218685259,0.003915909533199194,0.01962327562708915,0.04393247210453729,0.026603141996670843,0.02694579740886159,0.05157549274723828,0.022401202373681883,0.14991794986887885,0.11021423228152158,-0.0147680453902267,0.025674894976431304,0.04777737372823777,-0.06022905079067441,-0.055401001246075526
CCL7,,,,-0.011230587427586255,-0.018240344068876205,,,,,,,0.03827765874089051,,,-0.02210539718867134,0.03258643912578065
NGF,,-0.02836242806633956,,-0.014252760957423826,-0.009549506681321466,-0.015153274225452602,,,,-0.0467581081033267,-0.04989506834640188,-0.02497109113986367,-0.020563646005937724,,-0.025402870356685984,0.008695918048109529
TNFSF15,,0.03317718729490718,,-0.012505808381612178,-0.022814708918789603,0.08325829896515859,,-0.05698014082190138,,-0.006979241021402939,0.09237761689375662,0.059490141199298144,,,-0.027749476645812277,0.02327750501532738
HMGB1,0.031234373605122538,-0.1504001240467578,-0.05813298293156549,0.04353790583854061,-0.041019126588840875,0.05288586963777814,0.024073711703268212,-0.02007891137208881,-0.12419836991400898,0.003323617361484883,-0.05042696333144054,-0.012018959279331432,0.01291969052272197,0.00024019807470257256,0.02126768583260703,-0.00021323930442518246
ITGB3BP,0.007097093663549147,-0.012001924002359365,0.03434155938990404,-0.005922866419420756,-0.05165599603419259,0.005284455084730049,0.05013182546992272,0.0385994168023337,0.0012018157324801895,-0.0801609847578275,0.09704020526660545,0.008750436576123935,0.0330522080755704,0.05426661775288435,0.010268590349780745,0.04265504928586453
AANAT,,-0.026242574781287848,,-0.011379007828749146,-0.02055741718673092,,-0.01131400348788571,,-0.018137537581771057,,-0.03497011934536195,-0.018968148407678707,0.0008866183179159163,0.04467945961679331,0.09739721420741551,-0.035093232348866375
RELN,-0.015827612880467655,0.04311132782554656,0.021334044620770484,0.009580248759143586,-0.013749003847046795,-0.01106275602003748,0.0032042032632065482,,,0.05173240289938433,,,,-0.034833167357984404,,-0.04509490872880546
IL15,0.060618421698963754,0.03510232316194306,-0.012792120525770233,-0.009095894281785961,0.034934801684109826,-0.013092264802947028,-0.02951153150539141,0.034421247049530625,0.07343794368243343,0.006790732445297078,0.015157726664535461,-0.03475042503984934,-0.001417678866115087,0.02903892234330793,0.008647610251647926,0.05888000333558824
UTS2,,,,,,,0.039775171536595794,-0.025967491107094242,0.04610757616893295,,,0.01040131595841892,,,,
BSG,0.0468936533778788,-0.012293534895857623,-0.004706236084373655,-0.0076480493146683535,-0.020974755664807547,0.05278587184755592,-0.023054102563565056,0.04758345830260289,0.13877104069244814,0.0958476328902804,0.000502593778695752,0.10297204500706607,-0.005210866217657385,0.16083636877756466,0.04671060103764913,-0.03370326262057064
ADAMTS3,0.031212778953078654,-0.009262516763546395,-0.015852981370298648,-0.03206506328713149,0.03960558930028275,-0.021087851170191355,0.029700351777414997,0.15878500222172898,-0.08286108454763824,,0.024319622208145857,-0.04898985283623451,0.032841395591420644,0.005500204937537105,0.04999458758125217,-0.03534959246236886
CD34,-0.052248919216685216,-0.02764796207205746,-0.02369159798434343,0.01335286393755978,0.04375427091842826,0.013117008050943603,0.044134371835034346,-0.0018777669940531689,-0.08729722596865706,0.07377595846117528,0.09779356093020643,-0.028367345832733558,-0.0439141237708379,0.04296076105851405,-0.017397190277675025,0.03187943046598721
CCL23,,,,,,,-0.012873539989370096,-0.02586992947494293,,,,,,,,
PLAT,-0.0013758693030692251,-0.040734090320451215,-0.03128817017939772,-0.052818842688211694,0.060673341846258735,0.018081220508749628,-0.003826640093769594,-0.0070970470634812086,-0.10762694165953182,0.034328445079747305,0.09573992771797599,0.007070097827713313,0.06277877194360676,0.11681257654819437,-0.04309837836555217,-0.06534435324213353
NTF3,,,,,,,,,,,,-0.02651822960536853,-0.02877726771315535,,,
LTA,,,-0.0005376450893240696,-0.014393947219489717,,,,,,,,,,,0.02266448675687024,
CKLF,-0.019684606911068925,-0.002342264371150363,-0.038853243469244264,0.023096169042142123,0.026466469773601887,-0.0020756579900836755,0.016881694289591853,0.049034318114463696,-0.01982741173499973,0.012878650381756078,0.1556600301241343,0.003306435313383218,0.01343698944420475,0.03287519167410145,0.08155886132572883,-0.024863316761877884
CD24,-0.010721188738132562,0.014956474861642708,0.008749867690153543,0.008889480796974592,-0.05348972925881371,-0.00146804414777328,0.008897467787482037,0.1313578512595217,-0.1098177755891381,-0.009366356456491325,0.07061387928867098,-0.01752801602092311,0.037368334826459265,-0.010100722457426355,0.0406792520165163,0.022274773517730894
HSP90AA1,-0.060730375116674125,0.004749708350124234,-0.017191272267728253,0.020534527612645976,-0.020730620198424397,-0.01574730273769092,-0.019611954497745974,0.018807315550537246,0.03391416245853145,0.031127348639291667,-0.14483655940918658,-0.015816066597748583,-0.01830611815724608,-0.003573494041591646,-0.05673939426790029,0.02754056820674745
BMP4,-0.019648239465235896,-0.010219601813101295,0.05467393134335475,0.005946447788285297,0.010400478426449668,0.058445323548764,-0.034655178627468405,0.05979899533831347,-0.07860939670180128,-0.022662507349476436,0.06074344406366988,-0.02965774108493561,0.062004893773411486,0.019661356806991975,-0.02953407454284938,0.061017448876649845
SCGB3A1,,,,,0.03814392589138964,-0.01671250757486294,,0.01780856771694126,-0.058772922769537876,-0.05288526969419349,,0.04729286432350472,0.003520667115239851,,-0.03671568937529141,0.031180135502231747
IGFBP4,0.07470082688388785,0.0038755961657163975,-0.004961546588619468,0.023388898667086953,0.029297881877503557,0.03862890248720775,0.05045472505466837,-0.003096444397353291,-0.032519719645701134,0.11665326845984786,0.051962923506503375,-0.018662276688845948,-0.008065932827898394,0.09741335102154505,-0.04827175348013731,-0.04240634657611962
RSPO4,,-0.03464761370622705,0.030330772520206377,0.004737872475288472,-0.02825545292753918,,,,,-0.0060562955202956995,,,,,0.15477356979409773,0.0020322307113798035
LEFTY2,-0.018903039452245595,-0.03635999132108328,-0.025819841034394598,-0.012757964730570047,-0.02627343619872587,0.008991333939445933,0.0652118567455979,0.0658795138167018,-0.04650956143629495,,0.08123273049518755,0.05124347087024054,-0.023966650397550235,0.09321263635395152,0.007525648263184458,0.03561893970146246
PF4,,,0.004131509842179339,-0.009798466274803705,,,,,,,,,-0.019104805986079217,,0.06587667094624972,-0.0195064413458977
ANGPTL2,-0.04414392669595005,-0.012352286522429751,-0.0010057744916737187,0.02002426220182157,0.013168259271790808,0.03627947037277636,-0.023247001179047194,0.06315061183357207,0.013616935556361195,0.07505813922119971,0.009106015050795616,-0.046669679129746906,0.049643195852648696,0.019251416953033607,-0.019636607499470937,-0.012943561545696836
LRIG2,0.05357017493733478,0.014104629186499143,-0.04228746927076506,-0.0064490988407738085,-0.0029340830748105966,-0.03684402096990092,-0.0137706080637594,-0.038614687969412434,0.11545193365686657,0.06634976351707185,0.1033300473385977,0.07542220845810688,0.04995681411890506,0.027136349264917575,0.02955335346293788,-0.0186988132139248
ICOSLG,0.06501157948931094,0.05756946010689235,0.010960315119959792,0.008192052859691518,0.08140720332969478,0.07878014050240388,0.011166144712990099,0.07045758921550027,0.10451270147236334,0.1330951066937698,0.11614986829142092,-0.01891878998867603,0.03001898781865065,0.02712162389181132,0.0542286798270715,0.04541414641992711
WIF1,,-0.027197062118671005,,,-0.050526867310914256,-0.02817666186400117,-0.01113791196725144,,,,,,,,,0.16541030839546061
NPPC,0.020384472251591,-0.04267717344631522,,0.059726394657622445,0.008002463328014024,0.01401904978108563,0.037972545221734724,0.024782593655279538,-0.042117972529779994,-0.06936754506410858,-0.041873077390441535,0.023413693458804053,0.08142587611491263,-0.026425340041967966,,-0.0422305327211979
LYZ,-0.009190239992533216,0.10797389537292452,0.011269516710758605,-0.03163822179621567,0.054094963458479584,0.03436473563716697,0.061935270212725144,0.06625471561739377,0.21178247368396386,-0.01687778938911401,0.04463535785722523,-0.04768526603944129,0.02050726575710915,0.010520078131148537,-0.04777504660525385,0.01447488491799721
EREG,,,,,0.05298415422989522,,,,,,,0.04113640062381443,-0.005793834190282472,,-0.028839344754620144,0.05432998623194216
SPTAN1,-0.002051406089007995,-0.07591269958417901,0.04707151114997368,-0.057104198795838536,0.006685976062636491,-0.04531006964968776,-0.0039827570101090195,-0.041202577292663946,-0.0006036960350529609,0.05497225013772971,0.011515579259325039,0.024094926588490124,0.0027719514096511016,-3.42094766923993e-05,0.060619911255182526,-0.03680840398193154
LIPC,0.013881355988104086,-0.017248554747144214,0.014285405490705241,-0.017608573659650947,-0.02735592901535571,0.016117057638597252,0.021731739538316606,-0.05037418167950617,0.05490016759408417,-0.04952236894206678,0.07386849469627325,,,-0.0011587311179911983,-0.016981513542278823,0.005195571786021449
COL8A1,0.027260122877402697,-0.03107043999767854,-0.0012041079721904619,-0.04079844980735578,-0.008123978223130024,0.005980468050343416,-0.02892338726756785,0.1006833590556188,-0.08265812447842802,-0.015770915366922014,0.06172109348653501,-0.010033626001292872,0.11084306750830152,0.06512546014887999,-0.018809157016637455,0.04762233943451451
GSTM2,0.04484133476358618,-0.006201125295056384,-0.004085433192396237,0.04388119947601774,-0.03430151482070016,-0.011071272798535417,0.02408569987736693,-0.060130939319311745,-0.04058907954768866,0.04857668213774828,0.036844081354207775,0.0021838482949642535,-0.0064103478905985865,0.029590955910402183,-0.03691634669361136,0.01734026933389027
IL4,,,,,,,,,-0.04293684615264875,,,,,,,
SPX,0.012782965109045814,-0.030834632420470028,-0.04082867555882677,-0.02885362753538526,0.024829404894771083,-0.00793465230585623,0.015658241001599665,-0.0629769802399057,,,0.03415250904935663,-0.021799783177702845,-0.02372105858102513,-0.011426839376556698,0.12739072091106732,0.011058972461542499
MFGE8,0.06521027953887501,-0.09777613267697176,-0.08130597138096947,0.014023363941959932,-0.047365592296469756,0.04988642895985722,-0.024903291916580767,-0.0557696573059609,-0.0786747127537221,0.05639617431786732,0.11693794602075414,0.010971602161345753,-0.0045458175371288915,0.09714569832749673,0.002232167664605432,-0.049013017824977745
TGFA,-0.014333386891926012,-0.021707582875814466,-0.011214923518161522,0.0053639541028090475,-0.015020613232951329,0.014029663549691481,0.04897680713931676,-0.010924133353606705,0.051477978629476506,0.07051512207287489,-0.012191873681756962,0.07011969267284689,0.01917807363101129,-0.07141119419333972,0.09394328942352966,0.02754319723099142
SLIT2,-0.019648236321222926,-0.0421159799789661,0.046301064942404976,0.0391419299504554,0.06500425567916845,0.03377298107753874,-0.037594700443225076,0.12367878385441351,-0.07307645834859754,0.14021770974560227,-0.0027906843802977996,0.015629054589039227,0.04188064007633145,0.06116993407017911,-0.03137745109718752,0.018947058392502224
PLTP,-0.008417113313585488,-8.39562409835215e-05,-0.039742493451643844,0.0042172751456487165,0.08226199929288266,-0.054848200700015004,0.057550889267597986,-0.0783506593605793,0.08812521655495863,0.0366659109608366,0.07132010025228695,0.01348233419125331,0.03255402487293899,0.09930395530840783,0.030644742155724675,-0.024665133482402075
APOD,-0.03662376952136777,-0.066781809361283,-0.016290993339182713,0.03532758643212321,-0.11798639863307749,0.020196955458611603,0.01032419072305326,-0.07473524088830584,0.1485730886670693,-0.0023280145275825716,-0.09921106264235598,-0.012402770800258924,0.05623219971508277,-0.0859031020271571,-0.03657402154679689,-0.12060113192716096
B2M,0.042759216098222155,0.034248568381325104,0.021082855313532364,0.034984130865743326,0.1255192959163463,0.0355236412528348,0.06745276614643222,0.106686139502555,0.04986794722413349,0.04194745989279587,0.14539852562901265,0.06452017881262422,0.03778154196074084,0.11267572373022004,-0.0733669362448477,-0.017816426734439842
OMG,-0.03371451170978555,0.008586474661807295,0.027792505167480826,0.04000435585220072,-0.09220257544656676,0.042445373055471865,-0.01410560901713176,-0.009917177889284189,-0.10125419146378327,-0.0721683952957718,-0.05936982115216045,-0.03279389439779819,0.030693243121135357,-0.11678616408565076,0.17922693977746687,-0.0445046358514379
CXCL3,-0.015374691478848387,0.024546803285185433,0.016099696378900283,-0.004592451166104033,0.06851916260366865,,-0.014854745741008993,0.020764066538990947,0.10167059071513815,,,0.09568181345145343,-0.031093614932951968,-0.01961481308708564,-0.003033687935017803,0.023076328426999266
CXCL10,0.040810732548372315,0.03841989659845572,0.023796008985964706,0.0076401630660459015,0.03636043098058281,-0.01789564278937398,0.06698311971047755,0.02231982584479039,0.07317673003678074,0.007667433919937102,0.08673936985473837,0.017046006682393873,-0.010113457237475285,-0.02642533716864729,0.07743950590018082,0.0571179303686316
RSPO3,,,,-0.011379006987969299,0.028656770281355978,0.019071849681626514,-0.018578193645082994,,,,,-0.049110563263990714,-0.018329037474512904,,0.05190879389912722,-0.030546850510378667
CORT,0.05554386324877543,-0.038846079473704574,0.0662153926213725,0.10254880166363811,-0.03320052973084908,-0.005308159470879503,0.02833002539920813,,,,,-0.024654221558557746,0.062159009091229164,,,
NCAN,-0.03839561852916228,-0.1439247489464186,0.021871835147872956,-0.004559753840849472,-0.1274190649128584,0.0004513571906490357,-0.017345344637110287,-0.11964161254788858,-0.052603591623091216,0.11933037620601783,0.050434124452824754,-0.046417429369438094,0.017872710698008238,0.03712895595620803,0.10129697037829437,-0.08792110282253641
PRG4,,-0.041500199153698965,,0.039876593768009026,-0.019586734885974597,,-0.01609376314815143,,,,,-0.023681515887585478,-0.0025322466045038373,,-0.03353590168435271,0.017504244513684458
ZG16B,,,0.04470863789221696,-0.01303447223887704,,,-0.017375803574023792,,,,0.0512109542129819,,,,0.07957959360189094,-0.029572331059364347
TGM2,0.013188002932792202,0.04296282255377166,0.0433257956136899,0.02260893843865697,0.04574832386863994,0.004757509077246246,0.02370327668195179,0.04884618211627148,0.1370831588775133,0.14981874727696587,0.04688596369982064,0.010458844801212999,0.011127514790372155,0.013510705248219646,0.0029768980780712543,-0.034789726669909884
VEGFC,-0.01909181067141986,0.0890691762272518,0.048763823181655744,-0.020015917014264622,-0.030150475406062995,-0.026839300771562484,0.08754940322825376,0.02982906412256833,-0.004541230337737732,0.022855158300979984,0.11370192449183596,0.12044397462170359,-0.009231892438368817,0.013354160506673563,0.042165145141167384,-0.016970572438406946
WNT6,,-0.035414356477005436,-0.025819841712023502,-0.015533350915596374,-0.026988634968841227,-0.013428629674792324,-0.015826108669112396,,0.24140971994825391,,0.021395259578871777,-0.01807196163201626,-0.02573030702374189,,-0.03378086088956362,0.002906583924327915
NRG4,,-0.035953662457288,,-0.013668140782376381,-0.027898742438058177,-0.01643912515941668,-0.001138772326315891,,,0.031312166456383336,,,,-0.020775052428422997,0.01471248007085649,0.0013260964827840915
PMCH,,,,-0.018938540652429663,,,,,,,,-0.021976757245522723,-0.013237695035609794,,0.10787238395957066,-0.041045098667092675
COL9A1,0.009663084329221062,-0.05601131994443785,0.014460427256909667,0.12478355513896572,0.07394049416407854,0.008066140890583232,-0.012443881227935086,0.057193251744339355,-0.01001283187753538,0.021266558700198425,0.17608679787383205,-0.04378975658064823,0.001306301860929088,0.001746196660500654,0.008904771924978346,-0.05915593817947289
GDF11,0.03728017663043962,0.0027991164212002916,0.01638256556786692,0.08354187975014797,-0.033786780101702406,0.03769984283953785,0.053087896374830044,0.08405152030215654,0.0015809254093161055,0.05420996506508431,0.006573226966531102,-0.011634937833811787,-0.007429031946070045,0.012777443759145638,0.04093163225870613,-0.018277032582709313
RAET1E,,,,,,,,,,,,,,,0.043388817108065525,
IL24,,,,,,,,,,,,-0.016385340629874047,0.0029450520810612737,,,-0.02979902206088535
SORBS1,-0.01340109117836549,0.007832589506806325,-0.009953607898428123,0.006675761542005074,0.02613382830416656,-0.05149212992786442,0.02132786692500077,0.035663030953902365,-0.015230215486830729,0.06742975868946981,0.045117792623839616,-0.017473011682802297,0.01845652528715194,-0.009662504196440167,0.0519505928466891,-0.03161882287054805
DLL1,-0.036134700845100676,-0.026208724397084653,0.040447098534006666,-0.0025457609001088084,-0.005546587105422456,-0.032927322782023045,0.025976653404007413,0.1609794331829762,-0.11443631842255396,-0.06668986032520814,-0.002149544671797911,0.012037479707530076,0.018421751640640034,0.014264026930011319,0.04935675192344428,-0.03543327176391015
TLN1,-0.011796691242718866,0.010770905667691275,-0.017101802672932823,0.0016302922799029873,0.012517787401770165,-0.009997814273514496,0.013586650195056737,0.12368956002729467,0.040965259600211745,0.17280677230573055,0.06640517657570151,0.03832779996986706,-0.055423114625330054,0.07137996145574929,-0.04803601775685151,0.052234314666827854
COL2A1,-0.01793209162341923,-0.03680094114002418,,,0.0035266866940031017,-0.014548249022818883,-0.014854750796243606,,,,,-0.009171506663080574,-0.04899904513269471,,0.020310237721573306,0.037682238453357955
SHH,,,,0.08702173509546314,0.03074691561571657,-0.01587947243245141,-0.011677639072459015,0.15186487485683883,0.05292517448270077,,,0.06254256614455811,0.0027569191295205146,0.04685772289038131,0.06679587247952533,-0.006079922547568137
PON2,-0.06514674435875813,-0.11202822622251898,0.02011752572402295,-0.058361892247314216,-0.030705471406491505,-0.02988007553919058,0.0025841079290310613,0.11592806367663666,-0.05714998372693229,0.12880857100792925,0.07247765595876178,0.02104763655767815,-0.017944898676646344,0.07791954086039383,0.10839183569999289,0.011665940506330198
ICAM5,,-0.02531284799122596,0.018233095899349638,-0.018189187339718516,-0.030045610439699555,0.06841569120208477,-0.029027634704772338,,,,,-0.0027136821092071995,-0.01697191092815895,,0.005524201616306726,-0.011534669368569119
HPX,-0.020368742060915063,-0.03750696449605395,,0.003195709891608204,-0.033596392262013816,-0.013428630580648169,0.06828786049060709,-0.017042267020255453,0.06047259184353605,-0.06130095291271246,0.04247919355431113,-0.008927565786912567,0.0017381045653153376,0.026519652735662137,0.09729876858958429,-0.03608958680401965
SFRP2,,-0.047912695955867605,,-0.013291350562053435,,0.016580603019139762,0.11699151693731576,0.026903811108559224,0.13131403593704438,,0.08895599512834991,0.058131745773141424,0.045864415311289326,-0.006448363396930933,0.019393022072281642,-0.030230460134536834
CFC1,,,,,,0.010748611034027683,,,,,,,,,,-0.02780057673238464
CD70,,,,-0.022591514195185257,,,,,,-0.04763152889438468,,0.12710888205520568,-0.02514185592561702,,-0.03422507329767954,0.015195199584049988
HP,-0.03558126084087585,-0.0838490997258241,,-0.05533540421309865,0.11994135609304851,,-0.0018982206512669676,-0.07138294595900946,0.029808159980151988,-1.2126297749927321e-05,0.14904761206649422,0.029112607910500264,-0.009897560393690212,0.032772143199360865,-0.03355680305308094,-0.030184622249344484
