,UKF259,UKF266,UKF269,UKF275,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,-0.014513722549794134,,,-0.02564231484762009,
BMP1,0.030823806097890417,-0.03392292133297504,0.09079058741696239,0.00292176719893746,0.03731567997512827,0.06565066886158323,0.052268025667070055
NDP,0.03234096404530406,-0.01977739522633899,0.049322022153667974,0.050975382803913706,-0.007078133087309369,0.04358943484444344,-0.043864783443202826
TNFSF18,,-0.014612400036063742,-0.0032553571121403473,-0.011674764661574738,,0.014869788462758252,0.05578293900998577
RTN4,-0.02243726470442654,-0.019566456871734413,-0.10799154535367753,0.04029433889129171,-0.02472734127822859,-0.025192139100996082,-0.07449147315443161
HEBP1,-0.020744618251185856,0.025469739180466848,0.04916310248747286,-0.005176574903237953,-0.05694224700079807,0.04667426902544721,0.03299524456751011
WNT7B,-0.028597558937493557,-0.01089539634052284,-0.060071849380747874,0.07001406159480576,-0.005091553825000772,0.1417889185963379,-0.021790613194164244
PTMA,0.08179432393867261,0.028569807616421864,-0.052280624699373,0.03017837500448966,-0.03179605380774217,0.012003902067341638,0.07497137815608448
FASLG,,,,,,0.0692292918540778,
CEACAM1,-0.03535816436801654,,0.06902949014872184,-0.0033578435803257164,-0.014826659356958415,-0.03094309653584854,
PDAP1,0.036953476644402954,-0.0008523047269556807,0.12304543601110667,0.0022071379307482117,-0.017898594143785685,0.03933303393497098,-0.0272094320445248
QDPR,0.005985070228892913,0.006405408007098555,-0.08652933253712868,0.01907806783786906,-0.031698529048553824,-0.024667567057571192,-0.0935287880231832
POMC,0.05887693158038695,-0.03855045847612143,0.031059759530160037,-0.013546473694648937,-0.024254466994514078,0.07377933452375791,0.06749914340248446
CCL18,,,,,0.03558306283377756,,
CCL17,-0.012703724468189738,,,-0.01456070453984554,,0.12171545636756775,
VEGFD,-0.016507653546765404,,-0.02431437848648112,-0.015513199125871216,,,
TNFSF13,0.0004906694649274651,-0.014170979716378618,,,-0.016649344737564884,-0.020438909040970683,0.010641988846821321
WNT5A,0.011393867178952178,-0.010494650054735825,0.02672367221068802,0.016094348327393614,-0.024939773517855753,0.07514897859196447,0.11547530795202803
CXCL8,0.0073569435484205905,-0.020157299528770246,0.09658228810249166,-0.0026482246788571604,-0.06485124915391154,0.035096194692423685,0.11679637766113059
GRN,0.05273790162710925,0.012344536000620621,0.0356839217837755,-0.030240694068086778,0.028205614125046404,0.06103253959667622,0.04771069242860517
MIA,0.01621824411851825,-0.025623864359544585,0.1460127865173966,-0.008717437871493107,0.011938552018101208,-0.009970772294668102,0.09925264777679002
COL4A4,-0.017751201816953274,-0.0134830611203573,-0.014302196289340164,-0.015201826028453276,-0.0298808431720513,0.06459352271202633,-0.0299822202028095
TAC1,-0.047601893482731625,0.006154044635280886,-0.05822724018446966,0.02772109659312158,-0.02558021124642446,-0.010109699723714635,-0.024999852491886843
RARRES2,0.014753878654419132,0.028854309157287397,0.0894484346732126,0.0426914664961864,0.05910418432965338,-0.00047995133775860326,0.0007445823969520206
FGF7,-0.0025863531658486504,0.0017876635387324886,0.08831237889893243,-0.01698042299552764,0.018449285512615682,0.03470060387170807,0.009183005414131102
HBEGF,0.024515866142260603,-0.00569665089627561,0.01340912602290169,-0.02788029236600771,0.06264819106915111,0.023567291654568025,0.08404240255495911
CSF3,-0.019354429251323246,,-0.015131448391027208,,0.048766158477462414,-0.021222920084349072,0.0967502025912159
PI3,0.008897487931253046,,0.005408700309676633,,0.00028441767844348496,-0.046110354719294526,0.01859417931700565
