,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.017700311798286805,,,,,,,,,,0.11481675034129377,
BMP1,0.006242109832250597,0.013631896139036282,0.023037899688740815,0.09027515007425835,-0.02355129762651456,0.012588489721560433,0.09497530046306753,0.12150482441318369,-0.05463992535780846,-3.934705192492185e-05,-0.07792941971550023,0.07633008494437231,0.062305382951404344,0.10510971200405682,-0.04350801944250115,0.011877204195642078,-0.03401751781257488,-0.0299815671246308,0.1322120614219089
NDP,0.09234112078808075,0.0058452643766615,0.04621463287546514,0.08724557590173551,-0.032135985329156014,-0.04226484963272404,0.05710063094924899,-0.04409890146333709,0.016515686430419993,0.019012919405429294,-0.020959913709418767,0.05099970412700887,0.009729850593507179,0.11187273112815846,0.05333954846989641,0.16833378630424284,0.03608851070733604,0.14335202320187557,-0.02714034292266045
TNFSF18,-0.03646650014487678,-0.01729190785418883,0.00969344294842566,,,,0.004148208349067708,-0.02628443164253435,-0.02300248029093906,,,,0.04287134482669782,,,,,0.01806437479359568,0.14650585384316978
IL36G,,,,,,,,,,,,-0.013733486488060312,,,,,,,
RTN4,-0.08277211409593513,0.022209701593840905,0.014159788852743207,0.10579276784490549,0.03261244120140796,-0.018400403496747365,-0.15506994371835892,-0.0981724345068353,-0.03261868366784632,0.05875257672197368,0.03639963052056803,-0.051956808686583304,0.00994908872311023,-0.042208828913901084,-0.09354274205896781,-0.11286715535518946,0.016698980869247,-0.00322919581145322,-0.13134604207744952
HEBP1,0.055428254126526716,0.0641283340581602,-0.06862615339206124,0.014292522379650913,-0.05257277965677668,0.008755615559166123,0.036612304542430626,0.08159881904927956,0.022124624145343448,-0.026763128312315355,-0.007079347720008157,0.020948153791634727,0.05720917651847679,0.01501513965094367,0.021936709531473985,0.10345346982104635,-0.010954201267599377,0.08114395808253767,-0.04324125263722584
WNT7B,-0.059257728200380354,0.020509235505439004,-0.025119146033731027,0.05513412239887164,0.06404600303087991,0.03984429247128225,-0.040547988317064104,-0.062341538208836186,0.013446123327402403,-0.0137412414154803,-0.03649058831791941,0.0048627040167275905,,-0.0001866074933931843,0.06679424243706485,0.0017050111619047298,0.055266759580314115,0.025074722161084445,0.03664400314233117
PTMA,-0.04363320482155524,0.01666587476506773,0.01463344119707842,0.08628649972891127,0.038516932264329215,0.06323357279438326,0.2431252433482398,-0.04582267665791747,-0.03347149170891958,0.008661069286795019,0.00594986651438988,0.08703761402554865,0.02603926239599255,-0.15322467091636333,-0.10629775572628407,-0.04349364011719024,0.05639734589132044,-0.11078362060459547,0.05057446590334208
FASLG,,,,,,,,,,,,,,,,,,-0.012675841706615837,
CEACAM1,,-0.018040541434965925,-0.01927743376598796,,0.02698318748642013,0.019868240516757934,,0.011590971927097219,0.002836095430753029,,,,-0.02498151994997339,0.08643881964822674,0.028338714937599645,0.0415758944143465,0.0005002720877965013,-0.024482402107651687,
PDAP1,-0.05485862406883341,0.014486087044725777,0.010697207184152319,-0.04980980778719614,-0.0038024669327500525,0.02854905322200212,0.09824861603898141,0.09328127688743264,0.07765292695849797,0.0215612728316565,-0.0197029617155648,0.018397293783763053,0.08808110392012874,0.032783436338924984,-0.07849850172861933,-0.06205526039915819,0.03237892945893398,-0.011437805806548762,0.011984510672858911
QDPR,0.05506316333557231,0.007402099663434326,0.05064869126363805,0.04589981998435624,0.01345145510997135,-0.016121787188859663,-0.04448105143615999,-0.09726033267227359,-0.011439986840462537,0.10241822497888345,-0.001539540434527954,0.020294341417874347,0.07942649474436306,-0.14067769689489867,0.04514412356516936,0.1341247777714206,-0.07073023700502977,0.0908692461027109,-0.19528436922165807
POMC,-0.09189513943095608,-0.0323212464657459,-0.02387229334977977,,0.030704318597183897,0.05494668803104487,-0.030771275114153878,0.017571532918913953,-0.02669025913631191,0.015208426355224172,-0.03923377775742762,0.06329090108782377,-0.031671303364605156,0.03209588417360908,0.050585250212176205,0.1180098999709908,0.012019718681386205,-0.00275542017341316,-0.002904162957285874
CCL18,-0.046475471139039146,-0.027271542741792193,,,,,,,,,-0.02900831273846964,,,-0.06748764485045768,0.0592312473077426,0.080057338491796,-0.000844845193383911,,
CCL17,,,,,-0.04060166486743879,,,,0.001229642200760164,-0.017007804818218116,,-0.011421374445128274,,,-0.04789938832648574,0.03142798044477765,,0.04599362692185246,
VEGFD,-0.0493563334402426,0.02094861308357584,-0.02761105625046094,,0.042697295813483666,0.0036266215082029285,,0.02335655529486205,-0.03056524628001653,-0.012475430516784208,-0.02650792621768939,-0.026571585281987557,-0.004063128973985411,,,0.058625401940672686,,,
TNFSF13,,-0.02795136096056781,,,-0.0280061197334673,,0.03543665641370624,,,,,,,,0.062018319337153356,0.007636940293116842,-0.041660254295060324,0.018628481236643134,-0.020148960893238324
WNT5A,0.017923709943687444,0.010801183175271836,0.054000039337754366,0.08922838945924161,0.044804287964188554,0.09025483993804037,0.131009166007791,0.0727074342876485,0.012274823506612001,-0.05126944708638421,0.019266001975630484,0.08717465549249394,0.01028594230931352,0.03924499134999975,0.026091895637704185,0.022394989547222924,-0.014538735077306639,0.013671462188766813,0.08349883477583418
CXCL8,-0.17099573560075826,-0.01805192230977685,-0.025853356513434806,-0.13701064027592685,0.04012481682155125,-0.02062326392518717,0.05889045872028222,0.05776045743957652,-0.008816446486233243,-0.011617663346982214,0.017084189186704776,-0.01030706512872737,0.041464281705446575,-0.0527526572605462,-0.12022643491907285,-0.11414884851803937,0.05410200736990645,0.011988460075331322,0.042543847253338644
GRN,0.058401432623424156,0.03046495627954995,-0.04140362275136459,0.08954279735814256,-0.0444544129771628,0.023466858783517616,0.043002022020825655,0.03707243238390273,0.0027925035555790624,-0.06794471386500953,-0.022479657094133524,-0.0016441397542818691,0.056183943478286515,0.039524640079772466,-0.10980723559997299,-0.02784875464303858,-0.04411259386130637,-0.08086389039694122,0.02415865100440509
MIA,0.04183827678697203,0.02500533207422819,0.05604980711379439,-0.028325957989874168,0.018430954295343305,-0.00041254570701388765,0.03034428770644792,0.024446869560773066,-0.04090506757138513,-0.014188174911638717,0.15044168224238932,-0.027096548878603053,-0.026956530027171088,0.13411838410658414,0.272521941065582,0.23243536912838364,-0.005623118649363896,0.10859884370776883,0.012125950159357766
COL4A4,0.048918328321410375,-0.03697306051544195,-0.015970519079770543,-0.0028163406777682357,0.049080022255852694,0.05199088314272124,0.007333939484174002,-0.017442343468610143,0.008054188805761517,-0.02383500550343291,,0.02505779066550475,0.02971372353950084,0.03423487989826888,0.08668810238267922,0.002533115806071681,0.0026675344120266494,-0.01242687307865351,0.09928602368269267
TAC1,-0.029500525727811,0.05924765202346442,-0.01699380758416977,0.04886820725857971,0.04002002989969127,-0.015306069377266246,-0.1575834084918013,-0.03096400206728316,0.017587367135947725,0.029062957089758593,,-0.06256009301780352,,,,,0.022302117939879382,0.0544856551788639,-0.05789089227160922
RARRES2,0.04288789425518243,-0.020014161056745396,-0.002978964359354006,0.004812341152520087,0.014715511278875087,-0.020355801052135872,0.11065543699884578,0.11743356200020544,-0.00712493513224275,0.08250959640423282,0.014877956096079507,0.09386691761388391,-0.10335923858592537,0.06165478794169491,-0.053571814016915194,0.05039008889889063,-0.01376590352220999,0.06478223849544823,0.04394796557016155
FGF7,-0.05884001542016761,,0.010922395168237637,-0.059860827165696955,-0.0023541561998186703,-0.007407953553843175,0.04684018363991018,0.043263241998440026,-0.01728341041389053,0.001391993943839295,-0.028829076647234175,0.007600915364133374,0.0597495410418464,0.09447898961386703,0.05520518586925317,-0.029555895532808286,0.03148289282396655,0.11005649662891111,0.07843763059003764
EFNA2,,,,,,,,,,,,,,,,0.023825047726728495,,,
HBEGF,0.06531143884990226,0.0407967868234126,0.0008226492924736956,-0.05559810489387653,0.007290299645332361,0.00434932742559934,0.0981547276098811,0.04028418366891901,0.017069852964671655,0.024839320198666873,0.029683839146622124,0.08201949972801388,-0.00011547478297802848,0.07315320821857574,0.004559719339934484,0.0464327962175149,-0.028271827720510193,-0.08315796658262697,0.2058121712893967
CSF3,-0.03965941542753115,,,-0.047528587525855814,0.055592500633952796,-0.035507299513499756,,-0.018453663666366953,,,0.048723273135922174,,,,-0.12898562014151357,-0.027862621172915547,0.005859354976559636,0.05343729000875825,0.0986001800459727
PI3,-0.07990689133377751,0.05479791426490862,,-0.045904317682705774,0.053391327525006915,-0.02017411855547572,,-0.002303388106920818,,,,,,,-0.21095478996979541,-0.13608738053711458,0.001583461519535575,-0.07402449927655326,0.03236855174195447
PCSK1N,0.019382474695442103,-0.013382255057143624,0.02742740947592501,0.08877062657077646,-0.0226521163347564,0.031096812881601543,-0.0745965931910123,-0.018542453632145888,0.04883953222278599,0.005346928888172419,0.018928541642576187,-0.03640269646653304,0.05288142439466424,0.0376386129212544,0.07463557929276102,-0.06856392100718597,0.010599946224510033,0.08184856739721065,-0.09326088692171017
NTS,,,,,,0.018183730242222574,-0.029431512340043185,0.012218373042069545,0.01627195075553488,0.029401771798891363,,,,,0.047351002469209084,-0.06801979901276922,0.07087789002270746,0.04272164682190924,
SFRP1,0.04661795815406428,-0.08795182677562442,-0.03427447073827201,,-0.026315040709870667,-0.04390102456231058,0.06608609915852748,0.006456951610972285,-0.025558739654304514,0.000320964508967619,0.00021290261782597064,0.024008363754442742,0.1034867955342108,0.062403172919503085,0.042688804501742554,0.014492677538009008,0.07962442636104644,-0.012056920916632899,0.04751145186469551
CXCL13,,,-0.010245092158275265,0.02373618471357117,,0.03859443155880678,,,,,-0.008152004723648847,,,,0.008652433411738695,0.07408149999794064,-0.03126294442574137,,0.13061444376519044
MICA,-0.0368703342440293,-0.01832906739232698,0.03102414131907944,0.033859070544832774,-0.009118213665188217,-0.03772350786701241,-0.003921119984172885,0.08537538980016665,0.027090866845616495,0.06556598772702861,0.02053275981147481,0.03775920602362477,-0.08703521807339297,0.07641020486374282,-4.6010156980680294e-05,0.12999093341220155,0.010317712043562096,0.012659624186489143,0.017057342750315937
TG,0.05887292275811714,-0.02014015155880677,-0.026213425821395454,,0.008075004090209939,-0.02614147003514143,-0.033971723777762336,-0.00520307734589138,-0.028902649977655227,-0.012308474488491894,-0.04870002297759183,0.0014041976706302608,0.06747869191911694,0.07206504558920217,0.04017651906630113,0.04019053231704167,0.0765950490575305,-0.035787158336237766,0.004478192174722778
