,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
GRN,-0.25458604552795877,-0.08896556121526443,0.02276306138364208,0.06450317744935907,0.022443065151371264,-0.049305536359219394,-0.169540884695518,-0.39065028156927156,0.010493692272153583,-0.09794462743316924,-0.21209045723909425,0.02001826347195162,0.012043971326897947,-0.06730046611178171,-0.039613229505836955,-0.0967244578821427,0.04142831640618425,-0.085997971840262
MIA,0.052561065516959264,0.06738765265616259,-0.00734671198411345,-0.003582937147622576,-0.00949161647545383,-0.04420068848175813,-0.019800427835596185,-0.14442255475952728,-0.050738818594172806,-0.03496525068726262,,0.006392271393311285,0.2599420613937397,0.29514584175276143,0.030215589595775992,-0.07935972956737761,-0.00739677339519185,
COL4A4,-0.018061593349037917,-0.026329195908562905,0.02543197639117874,-0.037950992392853246,-0.04934577439550623,-0.10788855821027675,-0.04956933316165442,-0.03841023439163148,0.10031090007746753,0.005412921562482092,,-0.012616872147878138,0.15631259807805362,0.027726750629235956,0.04100816904682046,0.014579723770202975,-0.04999847915929311,
TAC1,0.04117807272276236,0.3303622855219326,0.020527644510449857,0.12175364359344933,0.03832752071068826,0.22530462585489766,0.22262506623877307,0.443213481302736,0.16754618373631738,0.08801315805891488,0.31942341084166925,0.2683755257596345,,,,0.05501187090045354,0.13000679663465528,0.3073751710025967
RARRES2,0.3531618517346791,0.0810167321837264,0.065489071845385,-0.027675281249050523,-0.028266663106281984,-0.1894298425698281,-0.1375686693640115,-0.4265634234553565,0.09451690876567943,-0.012214946625217125,-0.08939048511636483,-0.17974230712435327,-0.09994573074891655,-0.1624431219611803,0.05003700551571441,-0.0787345914136299,-0.14841871929518388,-0.01591151779748158
FGF7,0.05609371536350177,-0.0395966232131446,,-0.033458946010471245,-0.010934372929006954,0.22829623115810505,-0.02251808255945279,-0.08187204616985541,0.003036247068131127,-0.01859235919568731,0.050791644434597515,-0.054470653785585875,0.09674351225011672,0.04333457733753301,-0.013772879877644119,0.08197201240006022,0.05465574697991088,-0.0003371261604071371
EFNA2,,,,,,,,,,,,,,0.04433563050041515,,,,
HBEGF,0.007103766338782437,-0.019295492703185115,-0.03551888709710959,-0.0182404933921219,-0.04969026377902988,-0.10115461178414281,-0.10255623882187692,-0.2515713110247819,-0.1817828244975694,-0.03389390094003036,-0.14359660020934933,-0.06625161039677745,-0.03454639189741827,0.0444331822360499,0.05256033223071885,-0.034186060854294265,-0.08572064225793798,0.05655326294037981
CSF3,,-0.057839857829720766,,-0.026564252060335095,0.004051904918049715,0.021570702276533363,,-0.05083638701158347,,,,,-0.16291780252354413,-0.19120366014964574,,-0.0681869070787652,-0.07501023607887584,
PI3,,-0.06851993673577896,-0.07139556651956179,-0.04596492652053796,0.001803344511883202,-0.052615324899307404,,-0.06559414942537915,,,,,-0.2849106249477247,-0.3620220607848662,0.03304352662287564,-0.18559641693586465,-0.043459589401271224,
PCSK1N,0.23475634258774158,0.2526951055021505,0.07335545790701664,0.08887450232973822,0.04506707713121171,0.049152470897030925,0.09102418956761807,0.2542771834215564,-0.03192131677283029,0.14333688965116367,0.3340952917098512,0.269521256490486,0.2083077164466992,0.12413102490381232,-0.04664360945083578,0.23343345064524273,0.2627094815749228,0.2344523131105075
NTS,,,,,,-0.07929822264870456,0.01733126379949195,-0.07160049292125345,-0.018735323619028407,-0.06876274106807265,-0.04463009706735807,,0.143214420344461,0.07698019324806209,,0.20184952311368748,,
SFRP1,-0.0875053201113086,0.07738974596728267,0.010897165801885775,,0.15054337494197545,0.20704973007210895,-0.11086107882405923,-0.02901607644532839,-0.026341374113404443,0.03438912572832971,-0.07742819359022379,0.006335382486998649,0.14159806014683154,0.10954087461829634,0.05298034168469553,0.07954482026471543,-0.06174877645060148,-0.07553916607988241
CXCL13,,,,-0.01928879015228088,,0.00012113258805723999,,,,,,,-0.07359306904301269,-0.10671360368658497,,-0.018247078327962955,-0.0008400189645999078,
MICA,-0.0022097306349593364,-0.06754188830547311,0.0022337665839800938,-0.04506033492253399,0.05785960921309485,-0.02750075046769574,0.03979852255104851,-0.161325001088748,-0.003153563267525294,-0.004750161951337261,-0.05289812694497485,-0.10157307377877643,0.0038284197208152512,0.05621295903244276,0.008384432884381687,0.055502742006744314,-0.03433923022879448,0.0035404408014944448
TG,0.026256952707815324,0.07052719176398174,0.0072812869427338845,,-0.008345932759582437,-0.03120244840392433,0.01681565276379515,0.020915273933691334,-0.039000172617692556,-0.020119040170387136,,-0.054948253182489616,0.12911774826061845,0.04360902357129551,,0.033528542574397996,0.00028192253716555454,
ADA,0.017327380883141667,0.14390501074015277,0.001987861030868238,0.01284167010345408,0.040709873413170894,0.0002759845483768971,-0.0036180725493859278,-0.282548521385956,-0.0005549245014582529,0.003934036679152735,-0.1619471310601512,-0.062008253451386705,0.04113320676029378,0.07336331669810672,0.03441452237566836,-0.005838682654776267,0.02573621745605184,0.05266448350110983
LAMC3,0.18957874168732783,-0.015026250893898611,0.06533866235180986,0.15847345183789183,0.021442871905443098,0.042284624001038704,-0.06910703196867857,-0.20879264109762558,-0.04793011703192662,-0.03897391645517399,0.00012347477056697168,0.012263726156944292,0.02145933093438144,0.057334914234027194,-0.06976272631949379,0.03403800509211401,0.0723032218335754,0.007477623687261253
CCL7,,,-0.034154873537396706,,-0.015673243626630598,-0.0354826865996625,,,,,,,-0.04849643763606866,,,,-0.07600029919720286,
NGF,,-0.03332318628033231,-0.03120773157293645,,-0.03591140428298589,-0.028208403636025434,-0.011752798814933681,,,,0.03021030529614211,,0.0029891148761102006,0.04802615075558051,,-0.0028702660765113222,0.07129215358926315,
TNFSF15,,-0.010843050937113463,,,-0.01745292334677933,0.0292409853119527,-0.04986751112074294,,,,,,-0.0005158830909189137,,,-0.019475814919144456,0.0048689247086407825,
HMGB1,-0.053780527545823666,0.08603873320723776,0.027699644537436313,0.1269142825430126,-0.0032857152706033525,0.001211241351626158,-0.08255607253572299,-0.33978502001194305,0.1232512412543592,-0.044099893507338915,-0.06863074481634755,-0.03337920768873129,-0.07984220839129338,-0.08876803657471581,0.05700725644098964,-0.01301819079988515,0.14491806803015173,-0.10383940841590891
ITGB3BP,0.046165593065827557,-0.13356900759562523,0.04268332475106639,-0.0010360546784083913,-0.013140795103908616,-0.0046873420265176645,-0.0996591992594672,-0.21288097526555624,-0.020460299452925733,-0.03805190562511179,0.01844720027432847,-0.10537111707593837,0.03800265720777013,0.002697522353617811,0.026273258833657148,-0.033392951420751514,-0.040351490959026445,0.17803051699042452
AANAT,,0.0530700053280633,0.05492981991234793,,0.02036493100665067,-0.023671977108921455,,0.02978399893153239,0.027599277732128745,-0.018486340645113078,-0.001154098822629981,0.011109333733959302,-0.024367908672290828,0.04244125133500765,-0.012540075623771366,,0.10186323664425329,
RELN,0.020511909231353407,0.006706067584895194,0.01945308562854969,-0.02991540664049633,-0.017094917768139414,0.036797007495312645,0.05921808340294385,0.27098883877642627,0.059943714456860454,0.05791594090763142,-0.01262153009278401,0.0787311323246105,,,-0.003693523779101418,-0.03813938612184572,0.06247191142200026,-0.04963099344631861
IL15,0.08394103832889331,-0.04815492138030196,-0.002618532741767484,,0.03048435841266174,-0.05999961763645043,0.057853643802933265,-0.12562549669026649,-0.02795705073941871,-0.024412350516463975,-3.3964433825174855e-05,0.043788299494306,0.004916375582250315,0.044665748598292705,-0.013264082766837113,0.011081110028572046,-0.0015565529749143128,
UTS2,,,,,,,,-0.14107126567293346,,,,,0.015190197689545692,,,,,
BSG,0.2920563561600963,-0.09975635136512555,0.14778969707782774,0.06464799409037118,-0.04477657216909429,-0.0647012537442483,-0.0048428676626819395,0.2403348546221645,-0.12453944292289569,-0.02600085249988577,0.24241470256052047,-0.16617117800631453,0.0007210419988699038,-0.05186323505744153,-0.022616869560450763,-0.10930942448451311,0.006348232989392409,0.18986891658294078
ADAMTS3,0.13712881596344273,-0.06156834386132757,-0.05780555589145448,,0.016738282262297236,-0.01745485675897488,0.0669096672643641,-0.36710888950828785,-0.03713848783926124,0.017668851769663315,-0.012756481829395327,0.021667445148977487,0.07305166144059592,0.17302643901520157,-0.05940256700796383,0.17307823858177235,0.022601213606091086,
CD34,0.086581093048586,0.09290449535751043,0.05710831893600042,0.17964426522548507,-0.0058220975466250005,0.02118258183390701,-0.05329667168614634,-0.20582596847448248,0.05273799156114293,0.05606869050362797,-0.01688200593554613,0.0031562096954909796,0.09844186447624637,0.11597319930053676,-0.04624010395871077,-0.06868432162372233,0.0016496275266377881,-0.05934372189549754
CCL23,,,,,,,,-0.03492734230870853,,,,,,,,,,
PLAT,0.18988522230528257,-0.01515662633928439,0.08549181675350515,0.024030936145456927,0.021049649625254314,-0.05821060043344167,-0.19725489607271768,-0.3107217410053321,-0.1951104290387704,-0.005871769347224916,-0.02825898780903409,-0.11565000262913351,0.25313001518413497,0.26380275791980834,-0.03336276607471182,0.049010915610611314,0.13521906791896643,0.0009519759189698791
NTF3,,,,,,,,,,-0.0077247949703533,,,0.2093255064005413,0.22358365233263924,,0.17872786529324278,,
LTA,,,,,0.06558587008151019,,,,-0.013588675765449408,,,-0.04550878076765899,,,,,,
CKLF,-0.05408421044156979,0.010216855205070477,0.024486699573370296,0.06500621635471358,0.034150359487908025,-0.04720275409825725,-0.15567318358918503,-0.384310211004974,0.014916150973554568,-0.06573654468630907,-0.10936750168640502,-0.15094142270913888,0.22271169227978246,0.1551154975293379,-0.07065560018312667,0.015209908389130512,-0.0856737535550347,-0.05014804883025418
CD24,-0.05912507808814742,-0.1077689636243881,0.035615436157158634,0.06399213159829217,-0.015181895905469082,-0.02748010768872851,-0.0503705358435099,-0.029622404257957414,0.13644325727073958,-0.15567472422423065,0.03965993452244327,0.0058456866282315875,0.22822898345413054,0.2266801550534287,0.039469785185896764,0.29498011878387354,0.04852489697441825,0.11240206517360862
HSP90AA1,-0.1832062261828362,0.08434833897840394,-0.0719093170743378,-0.10459780147469976,0.01829191330807416,0.24890936545483283,0.26592599762306135,0.4075598305978519,-0.05152082643809786,0.08412965058595463,0.3340312868552531,0.30039027717520367,-0.30247874531880803,-0.3844202332926765,0.02797897539209314,-0.06885141386806139,0.12172333753154785,0.10238738948274519
BMP4,0.020095718896130682,0.138340589976175,0.047059653893042466,0.01904793110239952,0.020877782047456987,-0.04593929551419493,-0.12401757939119841,0.027617522114976176,0.026788910760070762,-0.033537957269341764,0.11247541911799394,-0.0387781815623209,0.0633808457480871,0.029145133425247462,-0.044260175672506834,0.006710265803490279,-0.02597709712924926,
SCGB3A1,,,0.01898282309857011,-0.028394558503041442,,0.026223955099060538,-0.03314612580992966,,,-0.035592319556539534,-0.036264500601150905,0.07420757336323508,0.04242344882771429,0.125114716222607,,-0.0030097415604162245,0.06340040317920405,
IGFBP4,0.11064513783980119,-0.013015808894686464,0.0409661602408533,0.04234795725342068,-0.011722105070692384,-0.0298262135360636,-0.17832611626754105,-0.22171404514677054,-0.12449568286527675,0.00692421366175703,-0.1019506005110203,-0.10141222741749259,-0.047067492938050244,-0.1777263248624623,-0.0340410703008267,-0.09374744442649183,0.15442716321351477,0.14771501129050738
RSPO4,,-0.04070768846027811,,,-0.021429703462401004,-0.008306762440421056,,,-0.020783198466264453,0.03694237622479863,,-0.057775135533383586,,,,0.05173441295372679,-0.04691328412147904,
LEFTY2,-0.07183100214378595,0.046862561706403225,0.03432393218979721,0.05146110501834391,-0.044884849417125415,-0.042678818082071544,-0.04894998893664585,-0.2589321435337001,-0.04440636684415763,0.023469203755329338,0.04079398636791186,-0.030497789301677666,0.001607837156130302,0.021108900264585014,-0.031169702464902457,0.03861762231450562,0.024360434894631133,
PF4,,,-0.0026655936773390437,,-0.01367459628292382,,,,,,,,,-0.02591244266946147,,,-0.041516884966751495,
ANGPTL2,-0.009093247621196813,-0.009037730613185623,0.10101561937547326,0.04805849762353132,-0.02111372004305037,-0.06803658738134534,-0.2718190169595355,-0.246701733530507,0.04154214400903121,-0.06049916669550283,-0.18526206957679892,-0.24687461385352738,0.19417618261439992,0.2779172006698587,0.04248787012484036,-0.007820917977947936,0.15858070568373464,-0.07704881401525064
LRIG2,0.10009045798901109,-0.14307056765154788,0.03126853393419996,0.0013624291372842186,0.04958866198648818,-0.0452495525942252,-0.04166051261696337,-0.1327210467594213,-0.04244500745235684,0.008026028465696937,0.041674069220613626,-0.032074424594434756,0.08272079240871458,0.07006938929435967,0.002188582938046303,-0.01318736723702891,0.07345945557589334,0.0002370401549191804
ICOSLG,-0.09403002417380216,0.04859691230990817,0.02896906814637621,0.11836382667280392,0.02429533103438336,-0.031966542951398454,-0.0732481314174674,-0.2349313650392173,-0.05976267949358892,-0.015443641578505583,-0.11434994030687133,-0.09034821515870219,0.11505740989380603,0.1673223353424356,0.005957465974163584,-0.012391488231923759,-0.0007518360381544083,0.0202810555469491
WIF1,,0.315137231582126,0.01056350859819674,-0.002050392349361305,,0.12268221539260488,0.22983358394792647,0.49457714466006525,0.07676685949705639,0.003938200997908842,0.38965073737921735,0.26456605446390363,,,,-0.048246287404360946,-0.014421036515983737,0.346190073024074
NPPC,0.1396807831352204,0.015817732445868923,0.027564517167671262,-0.03562332403998781,-0.021212671078124194,0.1180650451154415,0.12807794864908456,0.038461558263333855,0.10791819143570765,0.004877607940716949,0.045524785965017404,-0.16362729659972935,0.0403060353127312,0.07883437756214907,0.018017471808958845,0.06959226832971552,0.03430967615231837,0.2491517386317033
LYZ,-0.17246797209251177,-0.023282004224671134,0.0015768770704221661,0.02361323317399682,0.026312921366757586,-0.07307268609310463,-0.06439001462800523,-0.2450271541705156,-0.04548555332600847,-0.08048473894061589,-0.24687445612314485,-0.04220796252235445,-0.01889353634210668,0.0991422356831605,-0.09304110424434728,-0.03775391261777033,0.002546516722406353,-0.05916522824564239
EREG,,,,-0.0358066555566777,,-0.045786303698071684,,,,,-0.045911357485382755,,-0.09395232704526259,-0.09226962779116343,,-0.09248926142814104,0.008000262203670032,
SPTAN1,0.2354018796872754,0.183146650645016,0.14357475520208846,0.10922413130851576,-0.007336716315903704,0.1394638414427872,0.14408944518526406,0.2537549371010059,0.12093558491882676,0.007042806317009502,0.31736092750986183,0.1948210426676462,0.14759584723086763,0.19126986580138203,-0.0708252048434698,0.16276730522206795,0.18861615045135077,0.23033809041975717
PTH2,,,,,,,,,,,,,,,,0.037877507965151984,,
LIPC,0.02970698595630468,0.019433722589198982,-0.006095625808965223,,-0.012275392208108483,0.038228172499241916,-0.027124958749816713,-0.1209893043628826,0.07656926471455985,,0.013848853478725135,-0.05058477694243551,,,-0.04464455101938951,,0.05575657665590712,
COL8A1,-0.08971936463445421,-0.14441309699446891,0.005402372895026581,0.0906619660347557,0.039004590401551145,-0.0898187725039409,-0.14495686964683577,-0.11681422432353583,-0.06214410247227437,-0.026772293395663026,-0.1597016182476911,-0.14940535878731945,0.15990688850695087,0.08049715547705416,-0.018462239806585925,-0.06917474061095934,-0.08115833832851749,
GSTM2,0.1318108098378385,0.04919059869440728,0.04985054510432057,-0.04420247175043684,0.014332910567223398,-0.02403421335101669,0.025290639795092204,-0.0693798982977581,-0.023915771013820065,-0.02452264769836733,-0.044468614980964084,-0.08628158613738957,0.13827985449463742,0.10537922324772742,0.030043929151223947,0.01197543364199598,0.041698738733641855,
SPX,0.005707250815837911,0.11104280272259859,0.013092193896361515,,-0.009869182621903907,0.13656856715353785,0.07787870367535782,0.22946343009839754,0.16259293500797764,-0.03049120932361285,0.04712606200276302,0.2340514145548968,0.043440993196606305,0.05914855059942964,-0.01475890216279273,-0.0072821499412552915,-0.07177603577583518,-0.10693765305920647
MFGE8,0.08935974484350319,-0.125665223130894,0.03665753334321168,-0.0008268544441478687,-0.024461084118340807,0.09339440302920136,-0.09700445181497318,-0.08708609280175116,-0.04764847985925265,-0.06544523414525653,0.1687677219230816,-0.07533455919467039,-0.0960561205555227,-0.001703571901996025,-0.003821876670932455,-0.08400947591739272,0.08672457164126907,0.12072727805850644
TGFA,-0.09879124435188741,-0.19656226455861464,0.0817355335351815,-0.004821405431211135,0.01748758875611999,-0.11323091019297793,-0.14076268657674695,-0.18493495092545276,-0.12484374136668448,-0.06532054918476317,-0.1101174035904555,-0.08763285552056269,0.07635651824866865,0.16357206127929608,0.012020287568830938,0.07765689832114725,-0.0186692635863352,-0.12542695142321142
SLIT2,-0.05417684747905705,0.37557127674547847,0.005217994251346259,0.1987691642900875,0.033173824874341354,0.0922786818794519,0.1211627545632133,0.15602237716409062,0.0658772786751304,0.06146052076832424,0.19173349585438637,0.24185351873413716,0.13940928756899085,0.08748862116250342,0.04230945647321679,0.03938503597911011,0.022384976739284593,0.2568173010647756
PLTP,0.12696022834664694,-0.09891646507239983,-0.031175985564334686,0.0959917147605152,0.005624989027551913,-0.14560629709829342,-0.11512046496649377,-0.4087530274237902,0.05835503834506682,-0.1446658552807587,-0.31010863105033376,0.010196951239734037,-0.03955909317952406,-0.05419884825900092,-0.08166248742117449,-0.1125089495133182,-0.039322912195046994,-0.05837155224410486
APOD,-0.31839737731469425,0.11286394342038748,0.13079203223079475,0.17973583178882868,0.034124154154897175,-0.12149482003309044,-0.13145912657946787,-0.3697505614468774,0.04380408442412197,-0.011325297335819252,-0.2895025199660894,0.1431338485235553,0.24150005552414705,0.3709046429007265,0.04705640743149099,-0.06429248431359891,0.05895884609520329,-0.239924493093468
B2M,0.1388448148434695,0.056675661366190976,0.026949421289783955,0.06091856391457933,0.044181295608168546,-0.11040745188762778,-0.3055629106957971,-0.4999945913302083,0.02640095648255344,-0.1716519533302289,-0.388041322101282,-0.25790053975134114,0.04207199537019642,0.14202862195240262,-0.04757010160169527,-0.13999181121364038,0.07282738208240579,-0.2586823706472251
OMG,-0.15289872226092102,0.24334531040366333,0.11477021593211385,0.11466391798828882,0.016951033237062395,0.10633853778094596,0.013917130180572022,-0.05451837242894424,0.16037835535706446,0.06557682257259317,-0.06171940945076525,0.25228847803862164,0.1993362488749766,0.35239345589398524,-0.006509621222885892,0.039890522639735665,0.16466602694761687,-0.14970555960387796
CXCL3,-0.06066416801880332,-0.08686651003498365,-0.08342590758032385,-0.05001682939949384,-0.04106828182992099,-0.09411404734872303,,-0.06899062910920742,-0.07837884290697651,0.03931338979844708,-0.06463147464157512,-0.03277456317350282,-0.16922386370874906,-0.12441747297848096,-0.02699780125817775,-0.06818784626248707,-0.14197730280446205,
CXCL10,0.17587768465771647,0.014642989185730744,0.07342738963153025,,0.026782677888551112,0.005728044787362539,0.009723805133719104,-0.3495920649419835,0.00953326455278422,-0.015902818587442837,-0.0700560494782342,-0.026884608549632545,-0.03727855991439763,-0.03498896171119441,0.051531994073261055,-0.01207681519351426,0.036776191136314584,
RSPO3,,,0.011603096555463278,-0.026564252888903735,0.07474361081294598,0.16841452276443775,0.026293400521816772,0.19914995240885125,0.08157096422693472,0.001683933453996129,0.10302383645566568,0.1386282941343243,0.16875768735484625,0.222653410204134,,0.0940129229569363,0.047326398567374625,0.2772405136861948
CORT,0.10729212696349906,0.10872955881034568,0.06676007051493281,0.24889827285953803,0.04775057278001075,0.21111275859592132,0.004007846308040214,0.23127765085219196,-0.02136073827036672,0.012806643450877415,-0.06177197069146417,0.05305844729885973,0.00038966298389263564,0.06505314535117275,,0.05928281213845038,,0.09132504394108015
NCAN,-0.11199680011328274,0.05337793263782434,0.15946863857043536,0.1526322255246522,0.04387791679822807,0.19156763441493962,-0.1350282135622696,-0.19377221888824633,-0.024039178082957417,0.006559687065947036,0.23567945606387705,-0.18405864423566967,0.2813248073310915,0.3546749925976808,0.012663917111918822,0.11540753291654898,0.1632611363830542,-0.04703616783639138
PRG4,,-0.05199131418049947,0.0049801192450189945,0.07622850785008521,0.05997412595629889,0.04097178402361498,,-0.055469932916971616,-0.05212599068324521,,,-0.04004249335918958,0.013320366779733667,0.031044715210878423,,-0.033332464766218324,-0.062385936661505846,
ZG16B,,,0.007742272234764093,,0.06142477814758908,,,0.08655696644922621,0.0071807342931494225,,,,,,,,0.0016921788117349747,
TGM2,0.03475877510596302,-0.015068522262031469,-0.06905599831557285,0.016346114585535487,0.04594848202782167,-0.07103134181708821,0.03186542312059187,-0.15437590660722844,-0.013973079782256873,-0.05436668235082572,-0.024816128690464408,0.13682076287839987,-0.12476469693385422,-0.13081502913179233,-0.039271886403551365,-0.03303441299627911,0.017162107014641284,0.03658839383221343
VEGFC,-0.025030056738374804,-0.044693281312472063,-0.014850256933811545,-0.039498789868388125,-0.02793392115931511,-0.013251592329555808,0.04261426925952793,-0.007569275260540717,-0.03700428296508351,-0.04031394699202454,0.048017701953421615,0.013654205547372747,-0.03520060268348901,-0.09054448794972393,-0.006938272719856725,0.02237645286091404,-0.00327926561593491,
WNT6,,0.059192851408488435,0.031387114251134295,-0.009823567333005283,-0.02167811744558164,-0.03107755917877745,-0.013335727148806148,-0.06750474513433323,-0.04730031489948768,,,0.07817499801894096,0.10535643103328624,0.056011472116391105,,0.0313044553167916,-0.052196238807452174,
NRG4,,-0.00023912890425855575,-0.00991191260156407,-0.019911335513181572,-0.01907505745238766,0.04792389736856521,-0.0020293303490447685,0.017765530751998014,0.018644469458084626,0.0025953605077789765,0.11674730003142769,0.0036980309343627718,,,0.058164151160675914,8.410983027517682e-05,0.022378624168855433,
PMCH,,,0.010824175143811315,,-0.026430350459608495,,,,0.014406501801410076,,,,0.05899823222540875,0.026393299562915383,,0.08175787172893226,0.008456835986789934,
COL9A1,0.14425271436314246,0.055906054426321544,0.014341782993757246,0.010947530838497088,-0.019922505302091734,-0.007631209803004931,-0.17179512895967966,-0.09402564600377421,-0.005273730958213743,-0.04587433632924998,0.13366106845658274,-0.019913500388304063,0.24452983172520884,0.27627905888003396,0.07525897619168043,0.013380444352918065,0.021604133674057804,-0.05601249712853134
GDF11,0.0635786058450383,0.0252091626495069,0.038662067052981766,0.04096576079306477,0.015053002908199227,-0.016681251917646783,-0.12735578458104835,-0.20329725420343103,0.044534676258079886,-0.0023493149601578707,0.0566101456835184,-0.0788077892759983,0.0013613554036154506,0.008770828673291868,0.04567470066472586,0.029904233112065606,0.05254241336477013,0.013488463899598398
IL24,,,,,,,,,,,,,-0.08293413036143218,-0.07271449859816526,,,-0.05954093042190616,
