,UKF248,UKF275,UKF296,ZH1007inf,ZH1019inf,ZH916T1,ZH916bulk
NXPH3,-0.03007750066412977,0.02146744669434888,0.03478808436822033,0.07660840852501503,-0.06317225086478846,-0.04773941740345167,0.009564705129506123
MTMR4,0.041366771571844964,0.03449747696446721,-0.014148407766882134,0.012483965251702102,0.09202081357763024,0.03832155861127353,-0.007603344082364438
LAMC2,-0.015374560478987316,-0.01277335357465853,,,,-0.04386513590363611,-0.026583742483671274
IL10,0.045474185150497046,-0.009402192816634129,,0.10446891798269986,0.029498578832107058,0.05404767997390729,0.20007465967941787
SEMA4D,0.017433554849124934,-0.011852042423765332,-0.031736033337513465,-0.0034071298057382028,-0.003287847523757089,0.05423742475556447,-0.0029535234412184463
TRH,-0.012684285711484678,0.02710768026718325,,-0.04271932101696783,,-0.030765895755340018,-0.017011642057430738
SEMA6D,-0.05137815148652555,-0.005461913747053105,-0.047979860786205454,0.06586486271100145,0.07455566107529739,-0.05244538716976993,-0.03446827419908208
CEL,,,,,0.052316462663543194,0.07812321650519938,-0.02840110203854118
PDCD1LG2,0.014480280981677552,-0.039639161920482,0.006363832567625975,0.12321822935257819,0.05888365634595973,0.08730083940170472,0.05989738781358769
SPINT1,-0.021373463197529745,-0.022190910563864238,-0.018780373867250632,0.07465016783414814,0.05142321147004363,0.02097727672997206,0.06531531731750549
CTHRC1,0.16627530011285885,0.0011282734775581059,0.0619395746080979,0.10354338361310648,0.15212832456687692,0.11104417738047702,0.1940314417073682
PODXL,0.128790565018644,0.0336007818666521,0.007990386371911865,0.14247214603301092,0.18989276680582937,0.056937887389112214,0.10600397896666762
JAM3,0.03487843051164825,-0.020839419067411363,0.0320390197176408,-0.016003372070955757,-0.032857586222808474,-0.001481650605988833,0.011445994684859274
TGFB2,-0.007374870071178404,0.03293522172345899,0.026107013672247336,0.06879741223617081,-0.004472334527366843,0.0201381408001592,-0.016105054136840023
COL18A1,0.15159653953477417,0.04259252588401702,-0.033233127871390454,0.08993034287005011,0.08244173927361823,0.16666544976940745,0.21382098560138046
NODAL,0.0357554976552231,,,0.14257869262499043,0.03814650256850394,-0.04210592617597253,-0.01938793109203985
INHBB,0.015600350863152403,-0.03155122941843815,0.03587964766100376,-0.01780530693533405,0.029888021652422467,-0.04780835580464925,-0.00823450457912193
LCN1,-0.015374563938326024,,,0.03862466944328623,,0.1313421653896339,-0.01864622728160592
ARF4,0.03707229267525733,0.007029998042830108,-0.014472544959593563,0.1017477166117297,0.08298503739690494,0.05884116933601925,0.07570119871451605
CXCL14,-0.02572046711836975,-0.015222501435421787,-0.012970455270940213,0.06444131114566992,0.05330908507685965,-0.08320696032021686,-0.12216906804584834
LIF,0.06899202291724549,-0.006563031423266047,-0.013623968557176947,0.16978284587956044,0.027831903300861428,-0.005571171372632054,0.0841529189761917
IL17B,,,,0.03879376484733674,,0.03208763689259392,-0.021082123388264797
MMP1,0.011827392709083732,,,0.09159466888474177,,0.0964559284941361,0.031669855668440695
MATN1,0.06480584646507376,-0.01027396591417201,,,,-0.026421529108718724,-0.019212350740888503
ADAM28,0.019410149239882494,-0.04186177987084381,0.02486706849910307,-0.011334089470390522,0.0058007716835159345,0.0909234883496063,-0.01712340253057017
TCN2,0.07385951126931879,0.00968653182566292,-0.030314594343020692,0.09593590182765498,0.12058294253564546,0.07623261098121208,0.11918966366967693
THPO,0.02497366686558142,-0.021092006536040694,-0.014177033052369115,,-0.024190350272900712,-0.04050616603539368,0.005126582678578992
CUBN,0.09319684769291484,-0.008962586425359718,-0.016710203263485948,-0.05919895192899272,0.06932586107222952,0.05239824505468931,-0.007207007851161445
TIMP3,-0.03605460900674192,0.04283350253588317,0.01697819963833693,0.037658679825545396,-0.0781910897656412,0.06336934387076917,0.1571901891863042
PIGF,-0.011997732616434931,0.00722423907812949,-0.04140723642844194,0.038486262281468786,0.03798031495972796,-0.03342256386195424,-0.058763427684731424
CRH,-0.01801313212638458,-0.016173620565533422,-0.0027063644052169214,,,0.019919701536195975,-0.030169519452289045
BDNF,-0.025013745386176733,-0.06030098186226143,0.014661280321305984,-0.035419416701192086,,-0.021688180473964612,0.05288336994072392
CCL5,0.08096815341511358,0.016067106550269928,0.023508669289599476,-0.045559795416027775,0.008624010273237066,0.09098435778745217,0.09115878422112517
GAD1,-0.028601416678985594,-0.04202727302757488,-0.0038154770550049653,0.008222690674860757,0.14467607892848247,0.01512115192543825,-0.037045074037606304
COL14A1,0.13933918193925765,-0.02231727729841211,0.04245203531505875,0.09287208112459092,-0.018910046261986425,0.1306580511140179,0.025874980414671945
HLA-A,0.07947375600006411,0.007433791737224498,-0.0217187549057022,-0.03387750567844602,0.11030114489743326,0.11782946066389362,0.07977007624052114
CD5L,-0.0180131300424024,,,,0.024712729040802996,,
FGF18,-0.016298626922773042,-0.01100895923966196,,,,-0.002389692881266716,0.031554311354340434
ADM,-0.05434786342308235,0.01087850350872637,0.004186585216244733,0.17057860908475067,0.04442599984405573,0.004575706301394582,0.038052204802195955
CCL15,-0.03005331189307796,,-0.03219428600577098,0.16989579765734983,,0.005030311420293451,
GNAI2,0.08243173216026504,0.04826673244004802,-0.0481645117149527,0.028646312109780196,0.01194600397959993,0.05519937015392998,0.08735546070310192
HDC,,,-0.017258714259345102,,,-0.0406280102668972,0.007649300855121126
COL11A1,0.05352110220101145,0.032287552349176664,0.02339171954810776,0.07492287609885552,0.041920688553524155,-0.05945024600987834,0.10591184914408659
NUCB2,0.011169492501742612,0.007131474434452496,-0.029975939097082644,-0.0012724574244382494,0.018523232172908743,0.06144870028542954,0.04868728232705174
FGF16,,,,,,,-0.01893126549136493
CXCL1,0.004668379758238502,0.03784952946835455,-0.012901184715454265,-0.03124366766643019,,0.028905227884010568,0.19443892291944406
VCAN,-0.015666920877009424,-0.02683425889834791,0.027011574493393403,-0.033828751024081255,-0.09400395634742593,0.03672126489330799,0.04346609822117924
MMP7,0.07299145834823904,-0.01014653335551743,0.021579334583671648,0.04055884026822407,,0.10336002150526453,-0.012085002513464307
PTPN6,0.016025211322095792,0.01739270601267894,0.04544263692291859,0.05488379553761893,0.07133365914885163,0.05807553566926034,0.06931615757192368
PTGS2,-0.001746285597194683,-0.022440465883570276,-0.00518871705070296,-0.003831661531983246,0.08966411128157763,0.016332633614540362,0.04169299412080694
XCL1,-0.019739168695519418,-0.016665301388947333,,,,,-0.002043961954988236
CD58,0.014982844205555249,0.0026879111906160957,0.03237659410234905,0.021034607815916602,0.04990614060261401,-0.014024696175609787,0.04927080883575686
TNFSF14,-0.019889247382451465,-0.026873552149433776,-0.012601062681663507,0.08239233179238457,0.009494807711125396,0.03517071907083268,-0.011007496214906442
CNTN4,-0.03496768741873012,-0.02810851042661722,0.06297486797193182,0.029381533705136756,0.07170159097536873,0.02881803659411665,0.007560139799350592
INSL3,-0.017682652109445692,-0.011700020127453891,,,,0.16157523062273182,
BTLA,,,-0.016091988032839708,,-0.03098803538651211,0.02396034757120844,
MFNG,0.07926700778031698,0.02386255708790428,0.0619264458204487,0.10428951403315855,0.12357672155542634,0.03665169791979268,0.05682576005359092
ICAM1,0.009990495280244633,9.705935103476829e-05,-0.02244062184103414,-0.005718373685005875,0.039264364750418286,0.06711876024925038,0.1150531030012947
PROS1,0.0014281725151941201,0.07102697739268816,-0.0591849100347769,0.10935997260711826,0.015153976619078887,0.03915697631245139,-0.013996740144260587
CLCF1,0.12285322439834165,0.0136069042341763,0.00046371730305030365,0.0932165608474877,0.043209902808457996,0.050128814709423826,0.04943800157282017
PSAP,0.06903865891219628,-0.010590905918942385,0.032797629573694274,0.007609167913393161,-0.055023480137092504,0.07699078509082016,-0.013980379497260062
EFEMP1,0.07449523355531708,0.022435755482106533,0.011954899649320389,-0.020898145528284312,-0.00194481113103516,0.05667379149707709,-0.07093917135252144
C1QTNF1,0.05290647466893711,-0.020785399522783195,0.047750359047124456,0.052798528299145095,0.01818163735715131,0.010501190313733486,0.025090374129488145
ALB,0.036048081830745635,-0.012773353247693884,-0.014312145769699192,-0.02054018843697349,0.10379273751178841,-0.020746489883337445,-0.02720122722893992
EFNA3,-0.02366569161416295,-0.013140553087789322,0.034277184604270504,0.014142520996895835,0.017150566847427537,-0.012340089400709423,0.030348748309005396
DRAXIN,-0.0493220582053615,-0.008130215239848537,-0.011491950729784508,0.09732609657342767,0.06045806584433304,0.06925496956413864,0.01373691173748931
RAET1L,-0.013774957725177022,,-0.013764197277650795,,,,
NPTX2,-0.02833727382386413,-0.04288481768416974,-0.011510053643806762,-0.047920030030186016,0.06333849214431142,0.11061457807997588,-0.05344213270300844
FGF11,-0.09131758157409195,0.009552211296491503,-0.026047618541169857,-0.009483093694829909,-0.005941562497159063,-0.011650485003414167,-0.031227634669069457
CD59,0.08827217695782524,-0.011235089105926868,0.006336051520542056,0.07359646143165402,0.10265095239897418,0.09233230624946004,0.08647177491581065
COL9A2,0.04874770631642149,0.019939125227078032,-0.02852155297487762,0.0535332064716141,0.02735203169666332,0.03787676352592064,0.02446598954939879
DLL3,-0.022810571018261176,-0.015702723912509545,0.04048417530724244,-0.025851974175373275,-0.057866361754312826,-0.04104909868865831,-0.008371841920614378
FGF5,,,,,,0.10591812985542087,0.060476149830944056
LIN7C,0.014615897752744,-0.03249292622210853,-0.015309028672370157,0.024203833582680478,0.07821835137349974,-0.014852880215974057,-0.01352305407866222
GDF7,0.009924613007466937,-0.01543564878044301,-0.012601062191986189,,-0.03513918650860294,0.02145681201360112,-0.0293686259621989
PSPN,0.007568329724233977,-0.018572192430040303,0.007009324735901888,-0.010590249537571903,0.01840266273546558,0.0012410781113956265,0.030413223571337016
ANGPT1,-0.00801361804254793,0.013249781140615749,0.06105273681919589,-0.007940907497391736,-0.0369429490208516,0.027367555895193043,-0.02413510595106522
PNOC,-0.003601571820504135,-0.029119159005074717,-0.03495434245639617,,,0.14393284247355953,-0.020302806446066534
L1CAM,-0.04100321953131987,0.012427379216479587,-0.062224523785621814,-0.04542008194185007,0.08026953017128043,-0.02700103064145181,-0.07753095542613328
APOA1,0.016293975786084377,-0.015235461516399809,-0.02039360932657237,-0.03723440033897942,0.08456823637385669,0.041998336153598326,0.03671219878565804
PSEN1,0.010587077432859299,0.05194641552702439,0.00617349688289394,0.022273040209426855,0.01166601057025146,-0.06454565774092215,0.0455645922093291
CALM2,0.03752409964900533,0.007210800207915382,0.0016194222804259836,-0.05743092200790779,0.06568704656255392,-0.09009612258440651,-0.14130235860217222
CLEC2B,0.025125763093357227,-0.04336400620806145,-0.007010604891751202,0.05647690688308231,0.044931678494365364,0.05105114488664768,0.06929369936452667
NTNG1,0.032773783935252376,-0.011460516521559464,-0.05315390910456843,0.02864760765777295,-0.0011910305265454468,-0.037345370501797134,0.021837761794387782
LRIG1,-0.057923753582399554,0.004831035293162002,0.05878430378524821,0.021665357974632267,-0.027159871902463682,-0.08572179216130851,-0.11858059349256048
CPAMD8,0.16057052057511897,-0.012978023690282304,-0.010752390562506306,-0.03124366356518016,-0.08549980965698058,0.12108767112311529,0.17510633067142978
GHRL,0.02965436683329467,-0.010307949869988453,-0.011491950729784508,0.13794322835411937,0.1415853355444058,0.07314465967015232,0.035834276860580175
NPY,0.01394149172098051,-0.040274469740001845,0.010204913738676087,-0.03648583319012875,-0.03127910649449562,0.013299586775167918,-0.03736256305362376
MMP2,0.1162043811265017,0.012270648941069188,0.0657872253938514,0.08223565539230752,0.03989630897399868,0.08929799146420328,0.057188511922200536
PPY,0.034590073969664,-0.009484823939769838,,,,0.0009169289833850196,0.017231909767727635
ALKAL2,0.07223529708625537,0.003282580800164882,-0.030555759925117353,0.0456552978277979,0.1350019276159292,-0.035192050868144066,0.019745063586265058
CSF1,0.02454482416819714,0.0419925377643404,0.019191132454783957,0.034209142193648276,-0.001747460779720172,-0.013953978541359264,0.11481061687050266
SEMA4C,0.0004218323525035232,0.004043410332363176,-0.004690013798706133,0.04200501775860909,-0.002258449276370769,0.10020571067299539,-0.016196931765497784
BMP8A,,,,,,0.018954811179659126,
ICAM2,0.06328208945189559,0.05367171082962727,-0.015147180703972267,0.054627330628778954,0.12539302754783993,0.11161577131309197,0.0601072485368355
SYTL3,0.00809849840544129,-0.029571970272296643,-0.0018877632964333264,-0.02374561633691031,0.04552345607251753,0.06442636765846281,0.10547361235006614
IL1A,0.07801494242458147,-0.0023773233647209203,0.0259697879240898,-0.020187668672288182,0.07969540353358355,0.0740749688887154,0.04362558596439859
HLA-G,-0.02119637072747341,,,,,,
PGF,0.12046542363561619,0.02010759575809889,0.007390905019136318,0.09115773746135614,0.12240701769540749,0.12056709566512,0.1273691725588035
LGALS8,0.0011273736643839973,0.009138051081425035,0.007443811424888234,0.05935556435337156,0.005649470778921579,0.02191584133337971,-0.028517085166798132
DKK3,0.039233374283692446,-0.011979006812901151,-0.019373531336513962,0.04378423476263933,0.011524967030469374,0.010076892731929627,-0.05452212321104549
COL16A1,0.04170220679903017,0.013131629027050791,0.050711680293293177,0.06925248982312959,-0.02143094514048625,0.06553287812169002,0.11955524384358947
TPH1,0.02859891581809447,-0.02193640748658313,,,,-0.008413333213420577,-0.030975994042798122
TNC,0.031083774026741607,0.06435101551098271,0.03155577413836312,0.014835051219233512,0.039949281418144765,0.055812317224671205,-0.04908815060626532
TNFSF9,-0.0029857541143537354,0.044168696734760336,-0.004157421657046555,,0.03266286917240418,-0.043928333132953974,0.09700167096694175
C4A,,-0.011243783034103408,,,,-0.025364465768337906,
CNTN2,0.01694665030499112,-0.03874700005643057,0.02292622912251426,-0.08759451355303147,-0.03183018826037172,0.012211439164457093,-0.10303424094385029
F7,-0.015183386029890646,,,,,,0.013401735873655288
LUM,0.16286854981345622,0.04040547687615144,0.05968522693972089,0.08928267078172711,0.08298733173016365,0.10031439982656933,0.14321504633824492
BTC,-0.013774951987464413,,0.012857149286814066,,,0.04394644103440911,-0.012987807533020458
APOC1,-0.03705985879345075,0.03215855821487198,0.05434103067072524,0.09669755940218121,0.05154667680927582,0.01289665211911109,0.01917597895727207
