,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
ICAM1,-0.01965002320495555,-0.11306549528173344,0.004361480040737967,0.041015734156520225,-0.017047496226701535,-0.008144343489664276,-0.06658669904321608,-0.07197183223798277,0.0018060345315069073,-0.14920309589594674,-0.06848891316378788,0.02988584432909662,-0.07199589719627433,0.03909113145726511,0.030155204136111436,-0.04841036246835334,-0.00875362969111141,-0.049825378053558377
PROS1,-0.027603156069534385,-0.06882377399224089,-0.06602348357506269,0.04376612876819107,-0.00576009742950692,-0.016268709213175567,-0.06530198334232801,-0.03887756111749253,0.010502975517835854,-0.14338911927257542,-0.004321301881483053,-0.01642331942602659,-0.020644621846377335,-0.08699999938157166,-0.01664886139088886,0.08793533485786555,-0.02506464030299908,0.09545178051993196
CLCF1,0.13219492714129802,-0.05694750490101028,-0.05522876718388306,0.03930263005762136,-0.007180437173594681,0.06658034008975228,-0.027917102680281622,-0.08014826964482379,0.008554002729402944,-0.13711300294077994,-0.043546669054092726,-0.01631149052304213,0.032438895902056675,0.0016454850769211998,0.016716793729038032,-0.045425322320321586,-0.028349312019689328,
PSAP,-0.04639812832783175,0.1141398929524712,0.048946038518771294,0.03480489534952741,-0.02784172575746689,0.06482471503603857,0.08370241344419829,0.047719596959394164,0.032676831005246654,-0.14005633267318202,0.2679636981067275,-0.029825490653956628,-0.08279298993630745,0.017379466776898445,-0.07200265762515975,-0.0022086381541188563,0.06418469770056674,-0.0009502789660436466
EFEMP1,-0.03348935314955048,-0.1683238047350034,-0.030529283199216772,-0.018585651857229435,-0.044712482802519896,0.011027237296334473,-0.10586406327000955,-0.0019193992548598925,-0.027227323244863395,-0.34675210336029205,-0.16941918612796575,0.05458188220835495,0.07038610993837618,0.05089667514021702,-0.004090476874101764,0.05815031787567231,-0.06813039097885808,-0.07224868401892777
C1QTNF1,0.01338652679076575,-0.16256540220016552,0.008511412944548252,0.00873428678405653,0.00914767934173946,0.025155419396819218,-0.062200249365270216,-0.037446958185205784,-0.04457464172546937,0.03854577976656647,-0.11328785644119725,-0.08519959143131257,-0.14415644163074823,0.061711721720605864,-0.10310759076666788,0.14843914388941873,-0.049772438800520735,0.12376835441348125
ALB,-0.02768749966601019,-0.0268724153771167,0.006233931273380607,-0.020320946471420097,-0.01946316243735481,0.01798705060219531,0.03767182704546687,-0.014005705176401732,-0.026652737102615075,-0.14098939926981868,-0.04936646506627704,0.09452774519779669,0.015067915596701606,-0.013338852338576769,0.024297288750843887,-0.02920074877021564,-0.014236794331786404,0.0421837538008844
CCL13,,,,,,,,,,,,-0.03859322744179986,,,-0.01627403771854917,,,
EFNA3,0.018419858023980794,0.019006356288565913,-0.029935126820554703,-0.018089216814573074,-0.02415763634884796,-0.0038926124719334374,0.1113626819112807,0.06601274678898966,-0.019525066873787314,0.21621081906947223,0.0222471109451812,0.1259268296769558,0.07836722236090278,-0.0261132773043158,0.17090079638259142,0.0900243668335975,0.005179525067598677,0.2645748306555041
DRAXIN,-0.03299597980341193,0.1296015475464514,0.05705496752508773,-0.0203482858857502,-0.02909559915306024,8.903062988503688e-05,-0.091939390645654,-0.07576837314674607,0.004272614057998616,-0.046814424557406975,-0.0883605379993442,-0.09823025824981138,-0.04905461714197766,0.08196570292608818,-0.002245049982282746,-0.018912746320960662,0.01723096106192016,0.040301464243369396
RAET1L,,,-0.01744698969316363,,,,,,-0.014970480750593988,,,,0.05220804856330673,,0.01514183414822909,,,
NPTX2,0.0011053669864528146,0.2142143204743209,0.047883554887518755,0.014230458086609183,0.09028156270003435,0.03820783701171051,0.11842468239248106,0.0883653022835915,0.021055308414498902,-0.1333539424808802,-0.13487892800447873,-0.01777624295658215,0.08131090202356661,-0.009811165221822618,0.047964999593387264,-0.05793096391250332,0.013046103810186678,0.17355857868294802
FGF11,0.050217933197130096,-0.13111527462445263,0.02638057826279628,0.02286282402708927,0.01967714892287042,-0.04357172787865559,-0.04093004953125274,-0.052355946531266545,-0.0110252748709602,0.059740940272516876,-0.14264272155349167,-0.01792360550207911,-0.025906413540916093,0.12040752879290945,0.024353004256211043,-0.06488017826126938,-0.051682519639165155,-0.04205759800693973
CD59,-0.03523641656612434,0.09203836268240684,0.003308682021371445,-0.03557502020526329,0.047253857645321924,0.023424451101210112,0.08261103943010033,0.029441413850584363,0.0024789753580528565,-0.11796113612910235,0.1548484067832034,0.012117736788943637,0.017750174806741344,0.0722680966737531,-0.06847907743120617,0.06437416569153695,0.026326616403345337,0.016708263727535057
COL9A2,-0.010334667537521465,-0.02382354356409673,0.08808305748533488,-0.05491059547691065,0.04060224959057133,-0.03286055214304582,-0.05996388821254474,0.00916489290770394,0.021320555079814247,-0.072678296298256,-0.12568607696300674,0.10688270037757037,0.1984446996494348,-0.008980568186208416,0.01608962965780502,-0.03299534805482231,-0.010017557243700405,-0.07030547673356168
DLL3,-0.06911933651738203,0.22617153445474195,0.03497892754590804,-0.005031966233231762,-0.029095853153837246,-0.05060085677017285,-0.05968242671571645,0.004531103502850004,0.012211883175079569,0.19781838230448093,-0.022578892925032464,0.07856722208526981,0.18084362177462768,0.10407369285040713,0.001833325550807378,0.1495450086615726,-0.006278905988853645,-0.06605340727507225
FGF5,,,,,,,0.05871131802754442,,,0.04689579043027374,,,,,,,-0.006734055842739196,
LIN7C,-0.015597876334518913,0.03744585848035266,0.03148792632566897,-0.036254461145383235,-0.03036468000482844,0.019214715944039982,-0.07566616045570891,-0.0021756492690483947,0.034303182322707,0.08768325923491856,-0.024980999543144457,0.034255521657946694,0.05275246291595507,-0.07426300354845365,0.09144234547539098,-0.02077643453838097,-0.07173206385411855,0.10739351103567575
GDF7,-0.01904967498285384,-0.01898586335132585,0.020241759860150515,-0.020423214304622808,,-0.027719967149219177,-0.024085214213299143,0.011008265047704408,0.033715239755679895,0.14446133652086335,,,0.04436773901352255,-0.004799239858529305,0.01981199943398451,,0.0030628778931241257,
PSPN,-0.02141734846569585,0.011050297411033364,0.02088893945733353,-0.027514028685218083,0.05725239143666891,0.04991920509998459,0.03707786864662136,0.03154474959160087,0.06638189232155846,0.03689731776406006,0.006293998612776259,0.012559669717924169,0.10771392274593626,-0.0693234176720836,0.019594969086181996,0.01408245064294427,-0.0075360594231348044,0.060998491459790964
ANGPT1,0.025791000984722246,0.1382951124370688,0.04397928493453961,-0.021962002494171854,0.042796684402735374,-0.022088970129553808,-0.08758344519526111,-0.0008186576321639975,0.002998674464859343,-0.08884995391510855,0.015046516089075881,0.0369636774753655,0.0939394724327842,0.08389675907918666,0.024273881289297153,0.14108579479206224,0.037241104711683196,-0.06559908663371673
PNOC,-0.02690210144708788,0.1810366381876009,0.008189331035311324,0.04122464104695957,0.030177742333508176,0.05707671327628329,0.12579758983412695,0.03764676510969554,-0.006717413826307442,0.20148365311944047,0.19832145884312827,,0.01837944299782923,,-0.04941877644132922,-0.04390230752561708,0.06291661478006322,0.17898178528791425
L1CAM,-0.028606023458419946,0.35871951383218065,0.06740857241976475,0.07102890823384242,0.0021085820858289684,0.07561048956692586,0.1485249685564245,0.07719811112606627,0.07639485420631234,0.22824884671154447,0.3557075876921279,0.0034165024434584298,-0.10756662461382589,0.08205052232101538,0.12526353322925127,-0.0012097071916630012,0.11095421660384727,0.16968778290600725
APOA1,-0.004343619785844525,-0.009689099888886077,0.02169508737579893,-0.017825435960579054,0.0635684664531754,-0.003670847875715271,0.06742457230033436,0.10198763851453582,-0.03361469450204245,0.018168886426808223,0.018323087068452402,0.0014394413991306902,0.04658604391082599,-0.04679999083222748,0.009100785717286751,,0.02157539833230445,-0.023758390849644182
PSEN1,0.015380009880409164,0.004578312347761943,0.05055007481430844,-0.02798673414497457,0.05488935012235911,0.034615999592185934,-0.08748622493077571,-0.016579640142626077,-0.021861774954907095,-0.17963633413687058,-0.13747204692732123,-0.052409810348833956,0.03303057397609597,-0.003908737156459826,-0.07330296598957306,-0.03765603928104991,0.04828293195672859,-0.0763905525153662
CALM2,-0.05147079439517899,0.21235686355680303,0.05430453206457116,-0.02058915471342927,0.057559194208388356,0.0998754292709031,0.12964882186049442,0.08694686142867443,0.15914151296465026,0.4696030153989281,0.2886458885260888,0.12617258811501977,0.25805000549043267,-0.046465452605467576,0.16230866701963087,0.05729287307718912,0.07405910395586587,0.03953017538544148
CLEC2B,-0.010353792650874119,-0.08936468776487132,-0.031266931508843236,-0.005825784792324906,-0.06875962275006166,-0.02691168140147132,-0.0691785799750619,0.018905826492619657,-0.00044794762725790265,-0.10005540521041674,-0.0027351414673525893,-0.005286538003285129,-0.05657588071123811,0.010980729303922755,0.004344200297794865,0.009405564273505687,-0.05597789960385755,-0.07732355867126688
NTNG1,0.03981948810422878,0.03946414115882875,0.06909136656189409,0.05847500264430995,-0.0028440686931428976,0.004354210935840359,0.012753414781664411,0.018542441741517996,-0.024402622019400785,0.04829231679049611,0.11471406046295565,0.048923204624395776,0.1728600754575782,-0.03991980601209303,0.08330256864435338,0.05959279436998143,-0.024699855867404245,0.14775738340504976
LRIG1,0.027387924098283074,-0.08862249461408918,0.02786192156930751,0.020819784548073355,-0.02800671201678345,-0.06790896206674434,-0.0836969512496946,-0.02796321882496057,0.002059509723478187,-0.15131766274871097,-0.15476559044409144,0.1271656008028765,0.18864522918628968,-0.005805798697800201,-0.03433564899298278,0.0440857047824638,0.03111993708135011,-0.05456582709852787
CPAMD8,-0.016762079130927005,,-0.004513470450856559,-0.01353871392864424,-0.01973283764856643,-0.054910641487007944,0.024912575103221996,-0.014230121883716598,0.007602225780065896,-0.004939735387184786,0.006119328231941191,,0.08503470665182969,0.036977218137171405,,0.04324595457822646,-0.031177876757931877,-0.01797181356829592
GHRL,-0.026742692215091454,,0.00033686682067361236,0.08324447239130475,-0.03341901238990322,-0.03294280872562871,-0.0060828308952570395,-0.024950451885208072,-0.03324088171245745,-0.07160590478142598,0.018221457884441693,,,-0.052218973454609414,-0.05826180908118828,,0.04956073864880283,
NPY,-0.0245906242780697,0.15848485557248448,-0.005336582579332835,0.07117327889401527,0.0012293629450518975,0.05757050906682523,0.08674493148379898,-0.005612423167179288,0.04009097240490699,0.10701335404452333,0.07228415579906522,-0.01843764631272092,-0.04105879304164068,0.06314237492331519,-0.006169732630419254,0.03535051559412265,0.006522127572149714,0.08479029017786718
MMP2,-0.07755195025617151,0.10595308349557976,0.02465226952354074,0.026551966841291897,0.0021943619816588585,-0.019725378411978883,-0.08688440604573754,-0.009812084665587691,0.004022974116350928,-0.09424645324869245,-0.21938415155654548,0.058889678061666506,0.05385760456878087,0.050774915689458584,-0.05199647165380719,0.08255714117938631,-0.04085066319928001,0.04739620485331557
LHB,,,,-0.011791197384622485,,,,,,,,,,,,,,
PPY,,,-0.029419072433048553,0.00838308693273453,,,,-0.01039990401694065,,,,-0.0577160629429096,-0.0421251019385162,,-0.026138589585017784,,-0.05581222080115098,
ALKAL2,0.011832668950259206,-0.024816086859184842,-0.03271908858270733,0.03875403760517618,,-0.025728791509015306,-0.020409550523393997,-0.003003725030350184,-0.02455708064168317,-0.20035293154446154,-0.06465936783012592,-0.0011128308211371507,0.01503907030549608,-0.04067224055397848,0.10497842083026561,,-0.061884806099365586,-0.03387054953083139
CSF1,-0.052638431566764114,-0.14302721306087735,0.006064242939778955,0.040938098300946864,-0.006703162758360099,0.015570729609866392,-0.04227561797277939,-0.057199463820799136,-0.026607731265927515,-0.1720660911412749,-0.18300365361319693,0.02370692932115183,-0.010096618163425485,0.01858672324855304,-0.036157016999016627,-0.06246303639942,-0.010282827579089103,-0.10979652959336425
SEMA4C,0.03174088464739951,0.1404935405078702,0.04915544622185224,0.03212770090808443,0.049206850206453594,-0.034367618594767536,0.043783985608289604,0.029971409638623894,0.024720631067713952,0.005064958531898108,-0.046666148604771016,-0.043282141547333515,0.06091591425581099,0.037700942117615106,-0.011106316308296406,-0.014106535155473665,0.023611463252495697,0.02151055104037909
ICAM2,0.0503371968643966,0.2315580230410207,0.004565749742559428,0.06652087440143992,0.0778553884013131,-0.011279282403025967,-0.05200824529932589,0.011055270606942958,0.01610002922561605,0.003318819000302235,0.017970779504886483,0.06102585823002943,0.18834130402428162,-0.005910047315359613,-0.05114573148838279,0.06851085204827786,0.0032143124573618294,-0.024023776940675194
SYTL3,-0.013552714296031795,0.0030423276104503054,-0.01769647768537403,-0.0019792365898194876,-0.026857688828573374,0.030562320386086764,-0.05910941294143093,-0.01895226116260393,0.00895094898876562,0.003602552905394155,-0.059736189156919146,-4.63182469936938e-06,0.04305308791229746,-0.004254327891384207,0.00726716022880143,-0.06089571298746082,-0.019690792267900284,
IL1A,-0.01947726655475231,-0.057507202979892494,-0.004268072673372372,0.03450258210730709,-0.06349734918373359,-0.00023054089202736124,-0.04074160683615587,-0.053043227827552115,-0.01565228505019732,-0.1120291648616408,-0.04385592954282298,-0.028130321570719246,0.0486148352353696,0.0005238550331630312,0.014110737539878265,0.03562018896646562,-0.027818196856204486,-0.046563375751026606
HLA-G,,-0.010754573378176214,-0.0010638335880811319,0.07863188214157962,,0.036560778824441933,,,,,,0.003968140812399578,0.0941678186123439,,0.04395874679403127,,,
PGF,0.05630265473068374,-0.047697281110742236,0.033900664801264614,-0.04327601895445358,-0.058079966143587056,-0.057977388904006076,-0.0765255818561195,-0.04369758048402416,-0.044846921226441405,-0.019756008114436,-0.1267049930382653,0.065922972406324,0.12734146727246812,0.05024547852010732,-0.012655815119169595,-0.001594588212217137,0.02262622644571842,0.0982864475083658
LGALS8,0.013410629332978328,0.04074332176378987,-0.008248823303159179,-0.00039879895382017433,0.02540176794227395,-0.01004976656014058,-0.003041475026973758,-0.005602860690636048,0.00022980509923241767,0.14992145232344276,0.09210371437236761,0.031540331624350236,0.02133917190513488,0.024288606217658642,0.04172426112909618,-0.11030282190323656,0.03277000201199028,0.03442762981205
DKK3,0.02053172107624107,0.2130380516048067,0.09146964333394063,-0.00047639210479961285,0.016471761529661986,0.060770032422671864,0.13957112606651087,0.06808479488595794,0.12970837297417462,0.4705927044590511,0.3010617396765945,0.05117877558348176,0.19017636574729554,-0.012175501644804453,0.025608187965537165,0.1570626879576358,0.08011254370454855,0.12884349571373782
COL16A1,0.0474820071012313,-0.01979012914726223,0.03997594911605394,0.0022111587753937192,0.023409440264830696,-0.01869184455585342,-0.019222665908196043,-0.033024471481921905,0.05519541233436281,-0.021038669512031125,-0.23867580296499427,0.021285010869306766,0.04873670164951169,0.04450688897375769,0.01654229551933821,-0.05605521997165491,0.023371315579393502,0.049519410501145326
TPH1,0.06278399509192704,-0.0252856956994072,-0.019712333491987196,-0.022662674672707203,-0.019370338186217737,-0.011024493955943593,-0.021398029446901664,-0.02405279568557799,,,-0.02746033152378891,0.004753552315020964,0.015389529116980803,-0.021905266046668707,0.004742964346806434,,0.019562365228450243,-0.0230273190638345
TNC,0.07091605986015298,-0.1982668731402905,-0.07734910488466207,-0.02058836854609195,-0.017231741092581576,-0.05041411288814542,-0.11278032899692988,-0.08879907058893363,-0.035248552382052205,-0.28455162656654354,-0.26350588801348224,-0.006032451258748935,-0.13774805812862742,0.0057886317651137985,-0.03184952333584728,-0.03320133965069708,-0.04746249917124161,-0.08212988217827775
TNFSF9,-0.01676207117537153,0.1820290612521851,0.10432444940035497,-0.020423215678407443,0.03377707720566809,-0.07826132977152124,0.11443430521583611,-0.03269247369714322,-0.033169936646493106,0.07357509180690835,0.06136192364771773,0.0756409545167754,-0.017158476628640663,-0.002347027473166091,0.015202076829944932,-0.0009469057050809265,0.05598394738783469,0.04367012452489255
C4A,,,,0.06911556618250933,,,,-0.012328564566357015,,-0.018982818443396915,-0.024138674569971517,0.08093989424841663,,0.03827727190362669,0.0030290228011474385,0.15315382801671232,,
CNTN2,-0.029061467641522527,0.12518187535436834,0.035286470047061425,0.08418247832601422,0.07921201115659841,0.03536621103795114,-0.04444035654471218,-0.018057862684243645,0.05728263434571159,-0.28932843372456635,-0.018844877319392783,0.12551584163301607,0.16322287694683085,0.017703317503387102,0.05081036028894894,-0.00801369247783683,0.10365203031749806,-0.11738614482508718
F7,,,0.0525782531824626,,,0.12908255464381416,0.0032792326776159213,,,,,0.05796229120597438,,,-0.017887868930970743,,0.001252450786045317,
LUM,-0.010653974081630367,-0.02033965606911033,-0.047146614423861796,-0.0299213459384966,0.06324812362315275,0.008156236707102981,-0.0727231639954742,-0.024539449747402308,-0.013359048920794986,-0.12395407525483099,-0.025777570842502533,-0.011968833540226365,0.1321441149803179,0.029841247172166463,0.03123677543216722,0.052242356581186325,0.032932551323024736,
IZUMO1,-0.016016690008719157,,,,,,,,,,,,,,,,,
BTC,,,0.022474072463345325,-0.013471166543386143,-0.0007269213288666975,,,,-0.0002105091903085949,-0.0051399897635448525,,-0.01468500673446347,-0.03542468445345979,0.0973684816809382,-0.0024242892652572346,,-0.03862761925031843,
APOC1,-0.05771472390683166,0.08314271594782008,-0.005888254084080897,0.04555082135804556,0.09906163351091489,-0.09011955159250451,-0.15212929572274328,-0.046520383189281575,-0.06748491989168241,-0.4177742393444444,-0.1348383725826931,0.16870458858944254,0.06509626803775795,-0.029960635466666684,0.0023931869698813842,0.09925846192225636,-0.029600566187392208,-0.10153302779386494
PKM,0.046160295047745374,-0.1355346865964903,-0.04156731578029269,-0.004755890294477317,-0.02724264730244168,0.09884457473926092,0.012523201573553409,-0.013838224466084337,0.08635544593440957,0.29388669488602126,-0.17642469545194622,-0.06697453698263263,-0.18296516257555198,0.0017070278212112928,-0.02376850379497182,0.004162367177309291,-0.030494936243203895,0.16593568060204952
TNF,,-0.015139509514309783,0.057508022056412714,0.02945565293366314,0.06604107254468755,-0.03829089724685104,0.03522833976083013,-0.028126738737566034,-0.036258934979503846,-0.1374434689556397,-0.057340258246291326,-0.026593837146346576,0.012080714573279545,,,,0.03566032171537736,-0.1341966694738411
GNAS,0.02026180167693484,0.18585211404330806,-0.02678651479153115,-0.0020255731906512714,0.04066245180668814,0.045492590147429166,0.11023235981806997,0.05887571978687546,0.06032004813911998,0.4446128515163737,-0.2211140985602125,-0.0439632451844754,-0.022423164507537775,-0.005882724570534028,0.0810355721646101,0.09519985175881443,0.07188190750769848,0.07567173266622394
BMP8B,0.00885214721827397,0.038749224955785685,-0.020366342422502588,0.0914480920887887,-0.006885685655341371,-0.009178994898546925,-0.042899687698333036,-0.032020565647213145,-0.032268196937690376,-0.13878340840265582,-0.07306663402302783,0.015085266789312893,-0.02616678570896932,0.05811810616359128,0.018964953381184597,0.07254681668381602,-0.019441141330669157,0.09968990294104117
LIPH,,-0.025976059747632566,-0.0018014051177372946,0.04950535864929382,,,,-0.009940193257005826,,,,-0.027590906529477818,0.016822988411892798,,-0.006812194397154407,,-0.04782679862395745,
CCL28,,-0.018985846685759408,-0.015059942189467492,,,-0.03946134978829084,,0.0031014038930044837,-0.03816646330554273,0.04103157601808697,-0.021777235779208114,,,0.08155398134019907,,,0.09368220386002572,
PTPN11,-0.0033164560991057555,0.007048400869058067,0.0021944916858187818,-0.0011788954359925738,0.033073053538844356,0.11765166522237215,-0.037433081115972086,-0.006402271266604531,-0.03881529628678811,-0.1166456077211648,-0.02108923962035281,-0.07873514641010872,-0.04749780530335503,-0.01047728585937587,-0.04499127062764563,0.0345918783039247,0.04916135729281742,-0.022954921471002577
ADAM12,0.03305633671811256,-0.03633102028658387,-0.020035966021887928,-0.007344393949997954,-0.028374152953244743,0.0015522332820574816,-0.055641668644246065,-0.060667318920391844,0.023599798204076105,-0.055915068467209665,-0.12281894378731155,-0.062082887370565,0.04215932138163848,-0.0035081664980287056,-0.054822155748750094,-0.01706581913335216,0.021431504376581124,
EPO,,-0.04090782552206092,0.00044365099410354896,-0.018054782522378392,0.05107290685337797,,,-0.010399904470898514,,,-0.02746033555643159,0.005739972703767994,0.03387593997232323,,-0.022824885096838908,,,
EDN3,-0.002730249463072815,-0.02620264861806214,-0.013546683645706555,-0.022475694700207185,-0.021293711553600724,-0.03155791648357764,0.019805956766900047,-0.016119339008296475,-0.03943276237398473,0.16060316785624057,0.11943387861413716,-0.05088902847122624,0.0472835074228207,-0.035174656349442925,0.023026402870732307,,0.01753121825140205,0.07018021386272716
CCL22,,,,,,,,-0.020940432876129428,,,,-0.029005647646001262,-0.04872715714038666,-0.026611295270554544,0.013158246280350996,-0.012455832466276604,,
CCL2,-0.043678302128577866,-0.13283211653600216,-0.05792795601656696,0.06470205092712199,-0.05208523236863661,-0.08322489643814528,-0.022424910544023926,-0.03729475068512977,-0.02256605390304791,-0.2982255368597013,-0.1289405773273463,-0.013304120607402723,-0.011035160273577148,0.00651697064085006,0.039096971170083,-0.09484841780301959,-0.08656179382871164,-0.18652554617402822
DSCAM,0.05089878435693826,-0.0036312489664827086,-0.023809900244895352,0.0021382240353575678,0.0464787533109274,-0.0413982526080506,-0.003729399052358958,0.023247689688908276,0.04816240794193804,0.07243770880920743,-0.06424161647082029,0.07635725151288086,0.11279828030788731,-0.01206990883236891,-0.0138440677097966,-0.006517234085121241,0.027602222110160963,0.16372610915820893
GPHA2,,,-0.0219703919033483,,,,,,,,,,,,,,,
ANG,-0.005137338625757194,-0.13976255938429716,-0.07911963024683663,0.00975732655862127,0.03143594380068809,0.01467552481501665,-0.04711457200544421,0.033086715203246596,-0.03577620972285405,-0.10625080312798249,-0.12322359816732802,-0.020356913303412334,0.004417754145592811,0.03226744271528315,9.627699894172591e-05,-0.07069363993470529,0.025988778052502097,
FBLN2,2.4284880189166666e-05,-0.029653272065155376,-0.002895899903328182,0.0520676089890385,0.05370160481989589,0.03326945241493881,-0.030655321509503983,0.037723832616802275,0.005863553371183608,0.04907832609730777,0.031419736544629935,0.03920458545896271,0.0915260358495701,-0.018654737632275705,-0.010855429493742763,0.09229998906395653,-0.019407260861782866,0.02238399618784463
VTN,,-0.024578319564053593,-0.037263170819153785,-0.023215814239513608,-0.02095606120115731,-0.02533368710664665,-0.0303429191049838,-0.017085875114781903,-0.007031737015080019,,-0.022817885557325553,-0.03860772473987817,0.02215865080608569,,-0.00023374865600568962,,0.037110163786188866,
VEGFA,0.005582907430360821,-0.21157752749869405,-0.039608599663512586,0.010509259345226682,-0.05304198604155466,-0.07015368741538883,0.0766246968249551,-0.07770539259862207,-0.03778563748970077,0.01159245999911291,-0.2706591454823107,-0.11263903158468198,-0.2278393046905646,-0.005278401419553076,-0.07720603383046361,-0.10384940209623601,-0.07520673201913317,-0.016241408995270167
F10,,,,,0.053842319606891946,-0.026797023352721747,0.05565098273846509,0.03730066364226255,-0.00991702336345967,0.0395221893671272,,,0.0585458960824359,-0.002701667418398778,-0.03619357730245958,-0.041381090662201726,0.013738875111417621,
SERPINA1,-0.057101487816869516,0.010982886752132518,0.04036800471206598,-0.052817657207666034,0.052800978317366055,-0.05343467484082039,-0.08856217098368518,0.05597901421881843,0.006955431121030362,-0.33196728278337434,-0.06069314054061222,-0.034748014305236594,-0.11488608566811018,0.005670572748469153,0.01638999684618643,0.09116056727159963,-0.06619587196661264,-0.06898795380646339
VWF,0.0085815058994007,0.12193303340328149,-0.012681551073279724,0.005610715966746215,0.05814850656560239,0.03639204665632051,-0.07339882668167504,-0.03219168201530955,0.013967285060945946,-0.08749217013920743,0.07394819097441196,0.041204404551398705,0.09941461006862336,0.0006925109663484466,-0.013832447553826037,0.044812190332425964,0.055548821125691115,-0.05990343532442811
GDNF,,,-0.01972478014759305,0.0434880240250249,,-0.02891732738425681,,,,,-0.027460333417908735,0.0409846148001653,0.01952782120749617,,-0.026867953462536277,,,0.024882926791260782
VASP,-0.009171183161703159,-0.07041111705290633,0.006013508723406511,0.05562636586827845,0.010566261892789862,-0.06410867069545091,-0.06513229897750038,-0.004328168560562714,-0.03298260728178827,-0.12933423612122863,-0.08771745856382698,-0.0071445125413056795,-0.018742013132283505,0.005930609643267137,0.014340125031535868,0.0043940617829100566,-0.032054133113432345,0.06000560287352951
ADAM15,0.0904393334017629,0.01948032567574654,0.027340991529026252,-0.030469947797403397,-0.03878117399508541,-0.004345461879259812,0.009498560053761337,0.00587801550090699,-0.006015601812856804,-0.10448053892347565,-0.03243746771642711,0.00781186587886761,0.013393671778417065,0.05371534022217417,-0.005146596716246201,-0.0889502746911035,-0.0024330325492266116,-0.01944584981461349
WNT2,,0.3973713785569847,0.026657701779719777,,0.1326237670067166,0.013680112567597099,0.053783137957829484,,-0.04330271503293169,-0.0422794390099807,0.2034284656374548,-0.03430725741872673,-0.010261610638203926,,0.025562162838863856,,0.013884608815545521,
CALCB,,-0.02310632739608798,,,-0.025312760700322203,0.0035553205961158327,-0.019898067540308612,,,0.0636136620060231,,0.014077227689561088,-0.013234209945484706,,0.0342567610835335,,-0.046206861087986606,
OLFM2,0.006820220235504741,0.0528648673506897,0.035987252906517754,-0.03755440855233071,0.027167232447766098,-0.03084196318850069,0.1106409970347571,0.03520559140115579,-0.028479848073604003,0.08250658272399476,0.03691222152102739,0.09770568675978816,0.07143385232264225,0.04385051281341465,0.06984856952214799,-0.024360311404782977,0.023596788571666222,-0.03364181081863547
MFAP2,0.09826734373797413,0.10796960502601181,-0.014622112051758515,0.004217214228371409,0.008338539393638614,0.002912452751999242,-0.06730159209508357,0.012656319151718378,0.021151022379324393,-0.08459708839390444,-0.04585360840834811,-0.03715268847510033,0.15356018959658638,-0.0013704821032644635,0.01651662624647575,,-0.03451129833644828,
HLA-C,-0.014991850766133298,-0.09012880024309972,0.017601477579602207,0.020485363060026532,0.022311358375792886,0.01713099868304059,-0.11062946144480333,-0.012152447913094232,-0.03415403663820091,-0.419492179552574,-0.2653606904251815,0.009492593238431954,-0.04588387366091429,-0.01933032507441604,-0.012602990647832353,0.09730434790687603,-0.009897352229658206,-0.02849802698162868
THBS1,0.018146784967875817,-0.04851047401239755,0.009909752659834226,0.06279114708713623,-0.01991236419585399,-0.02169153376757797,-0.015034647854455897,-0.046196377606133036,0.0688586354345863,-0.14730224906964728,-0.025460071592646554,-0.014650740475623087,0.0041128747423054505,0.007407093499675471,-0.008274513148626855,-0.0736944434450781,-0.0558325930036801,0.09852958617054132
HSPA4,0.023399352202278692,0.02968918284544487,0.043418500101069804,0.010253845005258945,-0.025089595260201457,0.0036536581967629798,0.0026463071283161586,-0.00374523129484857,-0.009133276884923028,0.16404057530573055,-0.03544498785406524,0.04972709843423786,-0.014212647140045567,0.06724337049158907,0.011616917856149588,-0.01659483916676509,0.04257316307216585,0.0825400233747978
LMAN1,0.034992285320883616,-0.15435086453125962,-0.03111073821460765,-0.00027114028178598626,-0.04519106157743285,-0.04109859522012593,-0.11101419731521274,-0.05706971182567775,0.00972896320932407,-0.07729157811113868,-0.11322350408191613,-0.07435278925792495,-0.110348760709305,0.03639386607337378,-0.05182639888497104,-0.026086923172095735,-0.05421391636210143,0.0015113047700864276
LYPD3,,,-0.030071927336543406,-0.01323738198024011,-0.020956063004250555,-0.03183932028381495,-0.03086754456585129,0.004684778078737418,0.04273544008935471,-0.05526061677684262,,0.03852743258619088,0.12904532052502155,,-0.032304212919166686,,-0.04368337047288363,
APOE,-0.10875256876121449,0.16153313041968761,0.03763116715351516,0.016277354564716722,-0.01549898859328459,0.010606206791589296,-0.10663042720619506,-0.007113051878424028,-0.03497765790054199,-0.4110359354251477,0.11204933119042784,0.10010464739046374,-0.03179886015990849,0.1077789581099355,-0.08704564794168222,0.009873159478769062,0.01668154367147419,-0.2149718541206645
SOSTDC1,0.0106263787678329,0.1220593359592986,0.016919873325190144,,0.07093241324525865,0.012581367615071998,0.041903906062760066,0.01935328020062124,0.008849265437561444,0.3450650138923729,0.13965382817970828,0.13485917329091218,0.08323339084373253,,0.06422018732741025,,0.0370194418154809,0.067731640871875
