,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.05489688470160129,,,,,,,,,,-0.017543368623322647,,,0.025439313638467662,,
BMP1,-0.025829587599229497,0.023690397048555512,-0.01305097432083018,-0.029304524910052327,0.06938914782336399,-0.062330375801631574,-0.04457134703436027,-0.3208661137960826,-0.08854254519663336,-0.02500102863929902,-0.1692581234385304,-0.11981875179638228,-0.0036924109864406025,0.009806913886020436,0.014990034300950346,-0.018318368141695823,-0.005723842750336887,-0.023825140977716666,-0.08866827037996856,0.0024209148115365573,-0.024515210597371332,-0.032727312094941265,-0.015283975432595513
NDP,-0.009937778036694298,-0.04553406949522221,0.06830207393229558,0.037030219040946354,-0.036913330609417615,0.17425404540464443,0.044842071237912756,-0.09565250652625654,0.018454665739185652,0.0014812746543223176,-0.13064678911542402,0.016829598720131213,-0.09562040705822461,-0.008528207005387041,0.12556917506550597,-0.023519428717746056,0.009169351964536943,-0.011957779326753503,-0.01038948018143337,-0.05795667625765712,0.09388421136923747,0.05637512298690482,-0.03333594421948257
TNFSF18,-0.017217131969452848,-0.041571770194545575,0.040174524198713805,-0.02295443234762476,,,-0.03851563989518467,-0.038290037702640514,-0.031316250392182256,,,,0.06744763400527853,-0.03871492006812869,,,,-0.018092166402591727,,0.2699662764952886,0.029490678394806586,-0.037243094241942755,
IL36G,,,,,,,,,,,,0.014705173400413139,,,,,,,,,,,
RTN4,-0.03292007690943552,0.1840239352540102,0.03859773912611525,0.06294613471799247,0.0370017412326573,0.18048260198962146,0.19089871325072522,0.41610571937977414,0.0810473222159221,0.1169510421826921,0.3431109124985465,0.25951631491644184,-0.10987453796529366,-0.008928289190746607,-0.034428271433720035,0.055813828734201786,0.07558532664769957,0.004201756563193915,0.23926879085273245,0.010208883753143836,0.025860917249659048,0.2270766256562782,0.08354479019906658
HEBP1,0.00013983067780339682,-0.0596825889823167,0.0165349698893917,-0.003596610571331648,-0.02992302570509674,-0.032448880916539226,-0.05039575196254791,-0.18101181238221506,-0.013841063200681597,0.03884113272696933,-0.12649379156725307,0.04294992554572449,-0.011481312324912583,0.12624150705219786,-0.04843742497913935,0.038548902600780734,0.020423034981396776,-0.06268799750970697,0.03418355619919241,0.03093305700288993,-0.019674095663645672,-0.009906741044284196,0.014942673337415908
WNT7B,-0.015167754009519094,0.2949131556881672,-0.036419354300327174,0.09076902787104324,-0.0033057475346951405,0.06219952880617732,0.06065514652341739,0.28387069749122734,0.05930549657278836,0.07869869020227746,,0.12896535680421495,-0.05040758875985475,,0.0913365178662785,-0.011271327475049487,-0.0031827901029924536,-0.037832183565997435,0.09820245497422156,-0.03227891459651255,-0.038554876704696366,0.009692191796277144,0.11242728409557247
PTMA,-0.10016393995625938,-0.05111159901168452,0.002750602668994706,-0.07780783117205162,-0.03140615268877311,-0.1581300626382203,-0.141088420739374,0.08766257251861488,0.06460821999867215,-0.040216570793980444,-0.4741440664054352,-0.23246812064979772,0.010429718336622354,0.09345081952074813,-0.05180115329004635,-0.04451360229270617,0.004167120560926983,0.06443017640642008,-0.03575250780172506,-0.03889014761384116,-0.06988658393368995,-0.12361610071858561,-0.2018317608485453
FASLG,-0.015167758297404297,,,,,,,,,,,,,,,,,,,,0.05503852909694808,,
