,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.0696996737361327,,,,,,,,,,-0.05395876263363625,,,0.07099783875206725,,
BMP1,-0.04464935231550067,0.0013602818087818619,0.029999894198080662,0.033368766319555605,0.040894134995094436,0.02084113645506329,0.10192829103531349,0.2292224374412325,-0.014035487574640307,0.03714747626486941,-0.049250600081321615,-0.013902419243527912,-0.014762282570881611,-0.021975539966530937,0.18983652314922198,-0.11223120040526839,-0.06976438159023773,0.06575044355821745,-0.10779846341573956,0.11372701691645383,-0.01729008274453347,0.025229648797289,-0.053561255556832825
NDP,0.02391571373518466,0.13826323946080002,0.026738833578713053,0.012881816313409672,-0.04322874846096179,0.14348850178679204,0.05656782192511698,0.08335366484631132,0.00018709576423792332,-0.010865122322996365,0.018747856714405334,0.05411316298641712,-0.05168301368783431,-0.05730472077947303,0.08137665003792209,0.02384208293905393,0.09378557574611021,-0.0002064781575841979,0.14223697698675394,0.13137715168917485,0.10425346315147906,0.1346629461874577,0.013996052602499517
TNFSF18,0.03450962957516424,0.15040953708745272,0.013120742694561127,0.018283443526982877,,,0.07193816463667513,0.06797535344480654,0.0012965142613467016,,,,-0.031283734246311305,0.013310301982136057,,,,-0.025843072603025888,,-0.07693613766578346,0.02224504265629995,-0.009682604368040278,
IL36G,,,,,,,,,,,,-0.003165366023548262,,,,,,,,,,,
RTN4,0.010612053207445144,-0.02807411340302377,-0.010817986315671328,-0.02307122207202429,-0.04357798325412248,0.06260571460215156,-0.11192026506527357,-0.3190684182920955,-0.03483926794493946,0.02765890358994116,0.060035110849889876,0.07494372721545288,-0.02076419412279035,-0.08750350987202893,-0.0893337443944223,-0.018970732396172082,-0.08814468650120068,0.05812249661843392,0.027903213862794072,0.07149380669847194,-0.07025890782945093,-0.04166298165918053,-0.02041450073102409
HEBP1,0.01556198351703889,0.011165649646016438,0.01989714848463137,0.006293018380093542,-0.0003070245376815659,0.018929036985336663,0.05228763771740834,0.1132672118824555,-0.028105363396930864,0.00746671979182991,-0.07741992340199291,-0.05611116116779779,-0.000779216530516489,0.05167201007968483,0.05632868696649675,0.1307971532041752,0.059960769664236975,0.049661984480625206,0.0522857149483001,-0.041874045304841255,0.06610860928109773,0.08821696737236642,0.026472459673882943
WNT7B,0.02136789620522423,0.06763959733511733,-0.00574339701660064,-0.0033607412654176705,0.023240616036295295,0.024693007094157404,-0.012033694107788552,-0.0729609624470867,0.020528484224540587,-0.019477548598128926,,0.02285477023296126,-0.03444033794348558,,-0.03462482093121899,-0.002980423836788532,0.05666551410057681,0.022673563739191844,0.02877201059844652,0.0018146807416073699,-0.029509307097098966,0.0557521083773868,0.03277162231826154
PTMA,0.002104809778149612,-0.1564754743618781,0.10518987087702081,0.030024522743868215,-0.019881322416272433,-0.09875084323750072,0.15571564546380157,-0.13707382919709218,-0.014564048159023379,0.006210737974160723,-0.08470275797602858,-0.027722488505140853,0.037245653017380434,0.03286276072345503,-0.279592721843351,-0.015445588458676551,-0.05378116911718928,0.02903133818349031,-0.07247536358199483,-0.016472586671412864,-0.10720885179187903,-0.04967377021526353,-0.07565530659579967
FASLG,0.038005774135903225,,,,,,,,,,,,,,,,,,,,-0.01925239043111747,,
CEACAM1,0.12171529343311158,,0.028054095888733727,-0.03247236727060146,-0.04140191942230703,-0.03378244609223195,,0.0620184220505541,-0.01218586317855466,,,,,0.05031807086407407,0.1576288216471899,0.038359451393499666,0.02679073428652147,-0.012192781908244604,0.05910733989038167,,0.08460593492140299,,
PDAP1,0.031078491896227245,-0.04939733830858653,0.0541806209156889,-0.015689000440052277,0.00581133066899521,-0.0655959185423713,-0.006559694689794098,0.20378496185210107,0.024232795720854784,0.011724479285337196,0.04867886512742642,-0.04316341911819409,-0.04813418217807761,0.051643887203392524,-0.03345598545973849,-0.0790543477318287,-0.1078582015061822,0.0220544506540324,0.01751433123666538,0.03267334078970659,0.043061163980579874,-0.04453514173705856,0.038977508479789716
QDPR,0.055054933064439565,0.14136051578558442,0.05066364214433898,-0.008552189233086498,0.01290005389237683,0.11685725461470316,0.05468694147901936,-0.2869538057107158,0.024325249659200184,0.012980363952014845,-0.10035253490384646,0.046494773755832566,-0.019919035738367792,0.028303686682850486,-0.08559601121050389,0.12298663251486308,0.22028912569127285,-0.04142333753605524,0.07583036842823508,0.039603921482534006,0.04328992065258652,0.002298186692926833,-0.08868218658308777
POMC,-0.026136731680649422,0.11131135222694262,-0.03987925794115232,0.0027812466001786856,0.002734238619818202,0.1456693394678183,0.01064622119628724,0.0036324153164843482,0.017626299161922553,0.0006339154443214976,-0.0028457143734060865,0.03917572950338693,-0.049858165091142694,0.0929815416024789,-0.02732268572239451,0.12937814434094608,0.06640476565928649,-0.001603917542381531,-0.06082738170887241,,0.052018243794902094,0.1123616428056154,-0.09196763825282771
CCL18,,-0.05210363770554382,-0.04249082394845102,,,,,,,,-0.06273799411525115,,,,-0.08812471713680706,-0.04055108103276248,-0.033311849409113865,,-0.08356617175717873,,,,
CCL17,,,,,0.049518534517578594,,,,0.010417916179511606,0.035507913783695895,,-0.017203558255701825,,,,-0.05326949686867507,-0.06630859528975562,0.036581336672829735,,,-0.01745012950465143,,
VEGFD,,-0.01865698098520443,-0.015486413036414124,0.029051944905145094,0.018691349281628463,-0.032321131721158816,,0.029754058880124595,0.006408175760466374,-0.017683322548973042,0.0389123272197278,0.013869437142467984,,-0.03563874362652355,,,-0.01959029000782771,-0.021475092211276674,,,,,
TNFSF13,,,0.05177168762101409,,-0.0350241366202726,,0.031138309091167948,,,,,,,,,0.09062333137521672,0.0273687538768379,-0.021656283505390145,-0.052137860237877004,,-0.028433529524700435,-0.027754232542104657,
