,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,-0.020377994245246278,
BMP1,-0.029967684128489946,-0.08070474950444338,-0.04836133015793129,-0.13446932688328025,0.043820447716238366,-0.01143202758183876,-0.01698597319977533,0.03039837608774638,0.058565350543739986,-0.008972871077527755,0.012928724290392275,0.046148765641662225,-0.020374018076431032
NDP,-0.029307397656644352,-0.0732852409667968,0.015278298417587034,-0.13819219971015706,-0.05790879589025915,0.0014485775016288617,0.012133254852303625,0.07360469373654269,0.04690240448488657,0.04804168338714532,-0.04438333638075608,0.00599062504297379,-0.013832262065557394
TNFSF18,-0.022076412061076568,-0.05727819187197313,-0.010169900413865613,,,-0.01258239927525025,-0.012622089446573373,,,,,-0.009197781636924085,-0.038817604906206254
IL36G,,,,,,,,-0.013752911436744552,,,,,
RTN4,0.06456223432266679,-0.0019528348147388745,0.02175896223148534,-0.09781409344398102,0.03341968290497643,0.022150973618687148,0.01611487315565591,0.019718336445368016,0.07893095268991766,0.014221099939305776,-0.0070644480086504615,0.04279646428314711,-0.008679938323263154
HEBP1,0.02280342674451906,0.01636416577943991,0.023694371775644867,0.04605855179329711,0.015665753914799452,0.02003079608956109,0.03757681632554358,0.035041927177531136,0.09178443990351622,0.06276104835072735,0.012780560927772982,-0.05519870605165233,0.009423393414860058
WNT7B,0.013803658778989272,0.009129977854233126,0.09257424031703271,0.08983572748704181,-0.051961886125718934,0.0005751626220625402,0.02055228494474883,0.029827985929574728,-0.006450572700357811,0.04803913067980374,-0.0470014661100765,0.060062874997090725,0.09629400970808756
PTMA,-0.017127480929011542,-0.12630264716775935,0.013543617351549374,0.1620250464412058,0.07617594561602237,-0.031302953366147114,-0.046321678779470875,-0.019877833972891685,-0.09847387019062692,0.01610481280521413,0.023530865990217666,0.06662464258580846,0.033855209234861926
FASLG,,,,,,,,,,,,-0.017673827456848902,
CEACAM1,,-0.0020813385417860633,0.00629627927047574,0.00989330056571277,-0.01408805151189614,,0.03833371861492242,,0.006673927292183787,0.054581658486822456,0.01423307649951902,0.04360925986985832,
PDAP1,-0.08284142017492088,-0.07713185159496495,0.016428203749231915,0.005799795179011446,0.05272631877489167,-0.04480700892636842,-0.012134365217570827,-0.017398643361429378,0.03359159377050424,0.034279502129819374,0.028428866989626135,0.0157289956438588,0.0024355948660483183
QDPR,-0.07314298608140596,-0.029470355137751397,-0.011405333947104242,-0.07520674377288523,-0.06780747194817174,0.061838940061658985,-0.06778758576819978,-0.08107470568243978,-0.0224048881064619,0.004858632583519007,0.045502295414903804,0.04242872485331026,-0.02770206855270074
POMC,0.016821804094492073,-0.10021989562755233,0.02054807939892426,0.011235306981788281,-0.054925453761552036,0.035909584060189105,0.02289327686810918,0.007583035909441533,0.00935579258328649,0.0827308296903487,0.04779042803171449,0.06714257997927356,-0.06101379880222066
CCL18,0.04633162769700364,0.06430114206134731,,,,,,,-0.03431077139533829,0.03306761766946424,-0.039097578474451396,,
CCL17,,,,-0.03843642822961532,,,-0.01574220298520926,-0.012563675042489455,-0.01424466387793886,-0.03264211366036037,,-0.016019339472068683,
VEGFD,0.000675294689963858,-0.032185381361657946,-0.02171464615593661,0.096503962798767,0.058471461035154125,,0.016844513422010203,-0.013464879681973988,,-0.01388620132342443,,,
TNFSF13,,-0.03166664197886606,,-0.026512587960123558,,0.10647607807255341,,,-0.0018824793743031656,0.049113556363157417,-0.037678503608153356,0.006289379745592628,-0.017511657743831316
WNT5A,-0.036668390918559265,-0.025855864946342334,0.06864085409073051,-0.05493018808069426,-0.10317754688299553,-0.03124335881844219,-0.009454823402862926,-0.025709963753928276,0.04690211623493469,0.06207902252308636,0.027852151842473086,0.015085442554093494,0.02283238267978155
CXCL8,0.13769918773265521,0.23355974948057728,-0.020332307592294437,0.31705050988753203,0.18051570319330484,-0.01735698381893756,0.04782123168451138,0.11311821203844304,0.14862071644420172,-0.06117777980426073,0.04133562249607001,-0.0002888970560713034,0.05635414430740686
GRN,-0.016074578867381496,-0.1034844350723812,-0.0035890108097829166,-0.0780932764087475,-0.0008864526910580286,-0.019754917655180573,-0.04215969207222941,0.011277506603710734,0.04155369175928524,0.108127671819997,0.005729006331123687,0.006291211501882036,-0.03666258633819439
MIA,0.013892046862853264,0.011254497158803336,-0.01931148772457352,0.10323355984447401,0.08532310951111541,0.06258038461334668,-0.013017521808960278,-0.01844076978704828,-0.10890854886459485,-0.1632797698405005,0.1648740283720434,0.047713413692630845,-0.03508089243325736
COL4A4,0.03327959381298661,-0.0423845827054374,0.019959248641824377,-0.002748401689833558,-0.032827229915320666,-0.011609951688308574,-0.016435346959405277,-0.017888230829369873,-0.044657150732282255,0.03886280072586546,0.026417204549520432,0.06240927567576781,0.037760995962119376
TAC1,-0.042056675930242315,-0.014736678769097209,-0.013509935603686662,-0.07007340321764718,-0.09058017223343488,0.027817501389568296,0.05533103921763705,0.011933894259698345,,,-0.051979403740053325,-0.021059050651032973,0.019397535851860197
RARRES2,-0.054315796119762706,0.051040835386609876,0.01209961281213168,-0.1473695984751092,0.1471623784934771,0.008027831294928997,-0.00012767201403722367,-0.0010467615134315549,0.14069593281314352,0.056381729301295896,0.04750260869967781,0.021225221130049172,0.04516302803728781
FGF7,0.05171610647051733,,0.09601027582390993,0.010293894767697482,-0.02681259441139934,0.10099918940200124,0.026083701784421348,0.027987230246957533,-0.018037093962912823,0.0025228687219844897,-0.009474920862238008,-0.05038329619363864,-0.04051383525952637
EFNA2,,,,,,,,,,-0.015369913238145688,,,
HBEGF,0.05316853794427714,0.024337617393342892,0.060402309623251174,0.12446724567952049,0.12363195489102285,0.030803323936868264,0.03285380860236016,0.10566751337459217,0.055065402284237445,0.07162083620781479,0.044938643278688344,0.10240233026636955,0.033810097783681096
CSF3,0.05360763138765629,,,0.32617946183420604,0.16296375073599872,,,,0.12634203902646068,0.0005508555232549919,0.012679104896062474,-0.016865893189293178,0.07175373556031374
PI3,0.22206150774960343,0.07784551562834173,,0.28054320519844883,0.09442251750148625,,,,0.22539506389796737,0.06898512325876617,0.16254623450478042,-0.036643982756621424,0.06343731891989439
PCSK1N,-0.09183859839433181,-0.1280087767346886,-0.008994991555574343,-0.23717609844312695,-0.03404581985140294,0.05133138488252389,0.006664237603553274,-0.02493492291575608,-0.06594769441678634,-0.06581409369327447,0.09513931695794076,-0.026389893117979252,-0.03580555206505434
NTS,,,,,0.09832573584919756,-0.014173113135457799,-0.018775473414429384,,-0.04778640493991586,-0.030906803124419607,-0.03531242320385952,-0.024976087959613917,
SFRP1,-0.029710736318307854,-0.026467789905568567,0.018332705975628343,-0.03353726933629601,-0.029792697539300105,0.03049958106280122,-0.018480022326066964,0.005257061211045561,0.083314829262665,-0.028526404000789454,-0.057724478831320696,-0.007484089354936323,0.0058239733899648465
CXCL13,,,-0.036659848109216624,,-0.029524943731574105,,,,-0.01447801235279153,-0.08377777679249937,0.08346804106617832,,0.015354899744878001
MICA,0.012439481804837426,-0.03209425806044203,0.0634715435292047,0.187657136726195,0.04505470539509486,-0.004628687684807906,-0.019524057152503837,-0.006828268948944364,-0.0060616926333865164,0.06060838669594758,-0.01595095505736094,0.04850368103624662,0.0665485961443134
TG,-0.0052841838148006805,0.001353017073326072,0.011146433047813743,0.05579472876418756,-0.029383384091748798,-0.01635950877908712,-0.01585967376764452,-0.0007014801424796409,-0.04075264869262076,0.01414149213739411,-0.0558489057747451,0.01811414528637878,0.11697083531141828
ADA,0.008019163878926863,-0.041699476835309925,0.07657305436882025,0.038303076601734494,0.005466702996193672,0.027881993881545105,0.03590132434848298,-0.050609816553277065,0.005937439248652904,0.05598763255917466,0.007612371200064691,0.04747357046387926,0.045398950320659805
