,UKF243,UKF251,UKF255,UKF259,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.02242929743713456,,-0.03959184022151063,
BMP1,0.019045394501842165,-0.016910249645057007,0.04169907828346631,0.045125903136827336,0.04942313224978821,0.059178317427083266,-0.01837465477953597,0.03578896301571278,0.011555271049084503,-0.0014173980008742862,-0.04654960553648348,0.09768584008577831,-0.018296002679068467
NDP,0.03517682656406391,0.026281604196706818,0.006180225776908344,0.003284948779179648,0.007072843973530101,-0.027253529841984134,-0.015534138751190727,0.03575108694219634,0.027789515282936855,-0.00617071045040282,-0.06743003528897276,0.001010586015685973,0.04787407549163097
TNFSF18,-0.031793495370436846,-0.035713033112348976,,,-0.01064750811001996,,-0.03674754972127461,,,-0.023130938546567843,,-0.04435578491049684,-0.033105679573017965
RTN4,0.022864093986604165,-0.03303395270851255,0.0286093492600961,-0.030898185617718277,-0.0405486707816652,-0.07306701018515632,-0.06027930661403671,-0.019860127754031887,-0.008653415362798095,0.05902381470793486,-0.01786427768554205,0.047853527806289105,0.025576766381206817
HEBP1,0.02151823170415738,0.001818458861803882,-0.017725603644563846,0.027066978277266094,0.021797278884595855,0.036038284722241035,-0.019303190692239753,0.08602867784396652,0.0321656226833475,0.013396940952365847,-0.06110602673131598,-0.016747640646633585,-0.0624782705703873
WNT7B,0.001726012714008416,0.01956941618006661,0.003082877287251596,-0.0020866416019766766,0.028487503013601378,-0.02150398976983275,,0.029451661621139283,0.015997070356479456,-0.02597848640413445,0.03207333381663891,0.005671907521690929,-0.05618789870133238
PTMA,-0.07034383495480341,-0.014114555664938732,-0.01796320768321414,0.04644190997860162,0.03510795655819726,0.09220636327210194,-0.02434351894951444,-0.08686467797052637,0.0001231986096637168,-0.004193822124290018,0.04482785785017086,0.029697704297105724,0.07114540132643848
FASLG,,,,,,,,,,,,0.01565732694368698,
CEACAM1,,-0.021010097603737128,,-0.008221716023837576,-0.016745993658215892,,-0.014545022828825657,-0.020080492684547594,-0.01883431141803158,0.09094848086590418,0.0959452258920691,-0.04777626908047257,
PDAP1,0.014357389787063612,-0.03720081012375689,0.016488547220481854,0.031439904043609745,0.05757282892856112,0.053050757056748866,0.04292681033544857,-0.018172415835928622,-0.11393493734250314,0.036896316051843826,-0.03950771377491138,0.0164318358358471,-0.05286812148282359
QDPR,0.048945806106617216,0.011876214354390268,0.011426342563527531,-0.015762816514476027,-0.031302835818251815,0.012672808841452337,0.01122187819527339,0.028125847441782526,0.05518271100047379,0.054439157804116484,-0.004996506825616867,0.024165537697419526,0.014388912922186798
POMC,0.06673817363736059,0.008434255885798077,,0.03426451241226269,0.03157199157834767,0.04345008588171377,-0.009906718374141794,0.007171215405137496,-0.0036864674145841323,-0.041293947750695316,0.02330654773461394,0.05625278993925732,0.004937512792666022
CCL18,-0.0005766170566835683,,,,,0.11454518137608799,,0.08225364500784207,0.021254759017297006,,0.04403056954656673,,
CCL17,,,,0.05428609823369502,-0.013279515619349376,,,-0.014246137636520514,0.01765472487801392,-0.029571733042067064,,0.051531002819861144,
VEGFD,0.03903955572302651,-0.030092749574789163,,0.04074496709629187,-0.014148200695532362,0.009037283429575103,-0.052129080515174855,,-0.01883431141803158,-0.03118905106412149,,,
TNFSF13,,,,0.0312753385209267,,,,0.004253044428281019,0.024537975275857514,-0.031711859379121424,-4.913819473966027e-06,-0.03402067709756068,0.01900038350019868
WNT5A,-0.0019514994169544915,-0.0008912520750631719,0.0768332672594095,0.05422212369241023,-0.021733146064701805,0.06793637420230957,0.009376631588351414,0.02531345195409345,-0.0370411897490437,-0.028794509104778595,-0.017214666425660368,0.07388229241425608,-0.008014327748224286
CXCL8,0.0314863563731511,-0.005273165244045139,0.0009839010221904065,0.019205460029983457,0.03434914491680259,-0.003729325364478284,-0.02782144160916543,0.0021689263877312055,-0.09152702031776545,0.019053967480521985,0.05617544829113249,-0.007914033952982102,-0.02747262330216889
GRN,-0.04387617820481001,0.026711183996533654,0.01446359479083846,-0.029403231188316687,0.020850592581803648,0.0043935139086037816,-0.09501383108029174,0.009414017450253135,0.01847119808635042,0.03764722358233406,-0.06686633720759975,0.08581241233174543,0.016243750254962865
MIA,-0.04193312954677495,0.02211506030318312,-0.027110159742969403,0.013873393070885092,-0.02610106361005214,-0.021010195183741066,-0.04352279619145229,0.02213887865116002,0.08109622030152813,0.05252449536942266,0.08185361720150885,0.014152702011761036,-0.032545627098025505
COL4A4,0.013712451474535158,0.03602628194020591,0.018418964142540243,-0.006499225518028688,-0.013864225157172142,,-0.040818096685557526,0.08313880144943837,-0.030156677492722845,-0.04555286431949783,0.03716230489431683,-0.020807097966268652,-0.0280289459704414
TAC1,-0.003020104864337998,0.01579313011033176,0.0002675979899817379,0.07314217222538098,-0.042764124465247494,,,,,,-0.04328207963485611,0.041409266833378394,0.05105650548204176
