,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.04371300344931795,,,,,,,0.08067834990568427,,,,
BMP1,-0.0032703962532374974,0.01960466821197404,-0.014431176682303343,-0.020788088014069485,-0.04040654798561591,-0.13984639286157263,-0.2881290377490865,-0.056458950362852985,-0.03259493658334366,-0.19241100500138492,-0.26256233219792363,-0.04482913626688697,-0.007207170424278428,-0.03288752014152744,-0.010797552591258105,0.028987764195564775,-0.04044208746021978,-0.010700134628510573
NDP,-0.0373914797659527,0.04598995187016288,0.028734522831364375,-0.007294755449491912,0.16273450812943846,0.04589288128939338,-0.05776228981097136,0.06904354807928775,0.008131795017261833,-0.08034772153444371,-0.044535369014139535,0.07262824132913603,0.056830188404625274,0.07227294407777538,0.04766139080796483,-0.0830088135817602,0.07729149592295353,0.04247054421999412
TNFSF18,-0.027528026681158484,0.05864650208362827,0.01693087708519398,,,-0.03685099284352942,-0.06491249782191261,-0.033980464251582305,,,,,,0.0045393299210340484,,0.2120485492816711,-0.0738879121398558,
IL36G,,,,,,,,,,,-0.04628101710755296,,,,,,,
RTN4,0.23601031500786326,0.01976843147754583,0.060168021679817246,0.0718813746115871,0.16759829140536756,0.2629932701659725,0.3804743631278427,0.19328320780454405,0.0951973318490406,0.44384679618430795,0.3876769405767218,0.03406566663067836,-0.013739327856543224,0.07095707488678138,0.015045228692938954,-0.09125362955629078,0.23831708305564492,0.050309713379881375
HEBP1,-0.0023448918093115297,0.022530726102453713,-0.012814456257480735,-0.08373159724050189,0.013388437639427929,-0.08951077927241068,-0.11720703886346209,0.021753215030861715,-0.021542477129369624,-0.14144501346475877,-0.057900216683310406,-0.0038046103234549242,0.06750521559878891,-0.0021314488463345356,0.019293219347402624,-0.004611435834942662,-0.10079483287831884,0.04018003836811966
WNT7B,0.2881964945507859,0.016973029238519517,0.06429173408684309,-0.035783953108636905,0.010447886148926486,0.11368220711520297,0.25237480869537027,-0.02146450449580694,0.012907419280848915,,0.08452248578311197,-0.012136090138546959,-0.047664780776624276,-0.016000608893309794,0.020026662918642742,0.18111798688422778,0.05529693199314377,-0.05789051290313661
PTMA,-0.10923931051982952,0.04616627074011854,-0.03876334681758329,-0.021610394935725613,-0.14706828368512068,-0.29253666396655487,0.0669303924903142,0.09014710515233584,-0.08243670716301638,-0.5556189621405077,-0.4135229124633979,-0.06397192049596119,-0.04741292427716092,0.07958827329150807,-0.02000573555099082,0.0480221772788208,-0.22477760891130902,-0.18625724116166864
CEACAM1,,-0.030515687336888555,-0.020160207339014632,-0.030389510924712294,0.015248787609525619,,-0.08542114999420614,0.07079228028902168,,,,0.01124664289414479,0.004975970950945006,-0.029211174582411122,-0.002554637559962954,,,
PDAP1,-0.05120325260698097,0.03247402280054196,-0.024721979213092465,0.0006234485661992209,-0.09373160812256645,-0.10558217049918323,-0.22486087225773121,-0.002761837097255243,-0.0666540675677905,-0.01503180062586909,-0.19262700904556024,-0.020923304844594495,-0.011421052606497704,0.10229417690394228,0.002508974823167743,0.06834001820773687,-0.0680851275315159,0.03561382236506601
QDPR,0.13162752685858328,0.057702278229995546,0.037269899961374545,0.007427347458964897,0.18622195251646817,0.12983703653940207,0.13146236989213106,0.09530580363526457,0.05258161421491151,-0.35763464732054295,0.12417133128250162,0.07592885699539999,0.1143628153400233,0.052818349631080536,0.0586707072916269,-0.047652291649113096,0.2249059497556693,-0.011237050892084937
POMC,0.13551601408085412,0.012394150270965245,-0.03582147202958249,0.02885432954996365,0.05710566263153145,0.029332895939703417,0.017012131359367424,0.02794727505122945,0.008853681967610234,-0.02514723513192835,0.09907025636999739,0.05072310399781897,0.015244268731842224,-0.011197117832216587,0.024663765027815428,,0.12324364974449906,-0.01736553703050099
CCL18,-0.036917347250136304,-0.05675621251797521,,,,,,,,-0.20689642825584578,,-0.019809480968396766,0.06479798822051619,,-0.025086774381004612,,,
CCL17,,,,0.013626280487710803,,,,0.012985821908996723,0.004561704252912365,,0.002910139064029481,-0.030667095428919048,-0.02574936630532047,-0.025990062747624314,,,,
VEGFD,0.0015341904722835575,0.007497664162073955,-0.028875452283519266,0.10695301499407509,-0.03060727688548669,,-0.07323100651821729,0.07035125255420117,-0.02377324323360713,0.04676265018102501,0.009604535604746096,,0.04477497810770276,0.011087486353211563,,,,
TNFSF13,,0.049294746057251135,,-0.019939471800096274,,-0.02656401801048431,,,,,,-0.004891760252791839,0.03880431102677404,0.10607294914902533,0.02585081718683502,,-0.010548772566187335,
WNT5A,-0.08616489010703011,-0.008022667634348233,-0.013758093781265803,0.013215753718750833,-0.03810359272164727,-0.21524749088876677,-0.23338021462626968,0.0004687992721025015,-0.012882437648939165,0.04915787620594095,-0.11449649682823117,0.0020079561268282324,-0.03045862171044135,-0.07558165502924055,0.07110657700967991,0.017789561766569914,-0.1447267535848126,0.10617165838408205
CXCL8,-0.10153881748917522,-0.06033716881830257,-0.002214015045354968,-0.008995360211335478,-0.07166625888312327,-0.05758332001062927,-0.07661694603619706,-0.06764541147839007,0.005967602630992809,-0.21515003255007384,-0.10035736133450382,-0.11462946505290307,-0.12126673801650568,0.019979213940120935,-0.01958379456525994,0.015331219479273,-0.1462488771479907,-0.009278740806116861
GRN,-0.11458925772180849,-0.0344047774042126,-0.014706269667094537,0.010125847275178207,-0.09871299802908848,-0.1428377144966655,-0.32174533808766154,-0.024824029837530456,-0.07560309243181308,-0.36249951555557075,0.08943779466315185,-0.011597258724271803,-0.03340279294761595,-0.025093513005811342,-0.0366127467589023,0.04888493364166285,0.041370913740100025,0.03663962451479358
MIA,0.08811534235609664,-0.005751690728073953,-0.012259013471735712,0.02494125619298376,-0.07159113457803372,-0.0077238746801901875,-0.08769600592950282,-0.05360238074579977,-0.00913403277015717,,-0.036576183956895,0.15736047937677355,0.18589594346015004,0.017944742415250937,0.009446649907260976,,-0.04064518944624451,
COL4A4,-0.0418726870729282,0.0013447897153778894,0.028795838235785173,-0.014241884737629636,-0.06105226601322423,-0.06265574057615883,-0.013142557718237299,0.06013452715579278,0.01830054773011894,,-0.060197109597172824,0.1335188563612345,0.05603451222392573,0.10347859086384649,0.05765439011315534,,-0.07952424715263291,
TAC1,0.40835113870482576,0.1966186609824524,0.05204532272867811,0.1475463489585286,0.28927229449591496,0.2650103628136653,0.39333747213077397,0.18830689938104656,0.14568521359171135,0.3586839709172114,0.3847178142350915,,,,0.02546285430321689,0.04598728940665221,0.16559504675684447,0.12416070177598032
RARRES2,0.08360419046670871,0.05367018043720146,0.0027973740660691285,0.0029411749141238404,-0.19010071295532024,-0.12495234521480146,-0.3720534738618889,0.15506127828894928,0.013945708718817278,-0.11110800793706582,-0.18351468788601488,-0.03299228334215096,-0.031345970682660415,0.04768803572476341,-0.029737750765102162,0.07172960018750055,-0.16505529857384363,0.06286772828162437
FGF7,-0.07810597918216157,,0.019426539905694696,-0.032946192505063455,0.12930652941679519,0.015904747993122928,-0.0038351425386804363,0.02598730176440819,0.06252804796419892,0.02472263852163716,-0.044309992289704996,0.03791123505373339,0.037987668330239865,0.033204128466951956,-0.02747831055461608,0.020349987689865227,0.03385052782518067,-0.06902400130487348
EFNA2,,,,,,,,,,,,,-0.03732673442231252,,,,,
HBEGF,-0.07828540177394827,0.0209972390227347,-0.035892821635788545,-0.07617620569297118,-0.11258725961689482,-0.18177325244116205,-0.12283934196438488,-0.1576146185268449,-0.028490276077945693,-0.19508409410383243,-0.0720936086514617,0.022139480848137293,0.07525097047739998,0.07362932084091692,-0.03088776353763693,-0.02380141363278905,-0.1702145138445551,-0.02570005219312152
CSF3,-0.04187265392219675,,,-0.03445474474132002,0.010636748755265888,,-0.008357393091201126,,,,,-0.06907865204451326,-0.06949196876263924,,-0.02411549603976827,-0.01626622486909858,-0.08915865536654445,
PI3,-0.049604402662169186,-0.03562895365348471,,-0.04810548277721663,-0.06649334998558097,,-0.051316356382820526,,,,,-0.13736623209038729,-0.15156372151741576,-0.022082797187576303,-0.03094581556671675,,-0.10872623299251098,
PCSK1N,0.23642501884364592,0.018771060462327405,0.10623973010054973,0.06015796757802514,0.04367037571628294,0.1529897766426876,0.19267790423879275,-0.07735825357758552,0.08994452484473639,0.5120662449241191,0.37435139376154764,0.00712383253245422,0.0086954161070479,-0.000557932897793502,0.025625244642050623,0.009396216571317242,0.24717358771130854,0.1829574834438329
NTS,,,,,-0.07471305381919835,0.00635290571347137,-0.056015306915635374,-0.009826651890435644,-0.05391778854559666,-0.06885790658199886,,-0.023064493974595483,0.11896119782285726,,-0.0008194785704478299,,,
