,MGH258,UKF243,UKF248,UKF259,UKF275,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
EFNA3,0.004104546899584001,-0.05580885136204472,-0.019324608116607207,0.0891796440590439,-0.01026538408756536,0.021316575393590904,-0.009548159182555195,0.025315399369658067,0.07592886374725875
DRAXIN,-0.03829040002936586,0.05935524438948429,-0.08740821390150624,0.007999850268621874,0.013355961614005095,0.048418304133531806,-0.052736219195454785,0.09885603679653515,0.02295163005847492
RAET1L,,,0.06675084502410562,,,,-0.014481546732452156,,
NPTX2,0.05435301554431956,0.0064296410200416435,0.057388158814073234,0.039753830501680874,0.0023204772822347703,-0.0027610964129162283,0.0013263016165831407,-0.03803348095110107,-0.031102198302667253
FGF11,-0.005249199159207494,-0.02349020548096487,-0.009671253676877191,0.021430773042224415,-0.029385548963828063,0.014354567599996825,-0.04862269676341319,0.04666417807625365,0.11997515310877957
CD59,-0.023412441600741758,0.0814404144128129,0.08418645111277162,-0.03166371101553084,-0.01880288578479136,0.011920253128159846,-0.05310114465786461,-0.020146774333025246,-0.012996485968284595
COL9A2,0.016553337255851102,0.026013843646657986,-0.0025067472216150637,-0.04771841396182917,0.0027038098996904837,0.047346631179434474,0.10066217358278058,-0.034866331743535206,0.07196194974592005
DLL3,0.07572596556965476,0.09865579990325046,-0.033754135061412095,-0.0205115310337132,-0.006454843777165203,-0.08663374315960488,0.10727341608746353,-0.0362889947113578,0.06164100495211146
FGF5,,,,,,,,,-0.04323226688060421
LIN7C,-0.03007341561238477,0.054529771924377614,-0.014577426296655477,-0.026019750731803508,-0.03351599905697526,0.03268281600625838,0.07022947445585626,0.009919381633691401,0.06350478292402202
GDF7,0.05977230278671777,-0.01213823767247809,0.0426628344825214,-0.025703500341147587,-0.020394213885017554,,-0.012414287138736132,0.019384217239762424,0.05924944212088784
PSPN,0.023832476063732125,0.024966781374866586,0.025984939736404766,-0.0023010285401939574,-0.01182541382772141,-0.010170439006832807,-0.026839386354106213,0.020840310086030142,0.06038186006499184
ANGPT1,-0.0497869282653735,0.026234155092729625,0.051463596764625696,0.04442901268492172,-0.02253086271858491,-0.018111048582434543,0.07001983291609076,-0.05281482335775471,0.008945020488069784
PNOC,-0.02504136734309318,-0.059570001357056666,0.053382784404525166,0.015453636483495639,-0.01067544221145773,0.007602116523537067,-0.013201407549967424,,0.012905164076938721
L1CAM,0.11322026300467365,-0.012457000005767742,0.007112044348360481,0.0015775943555342176,0.02699179098257859,-0.0008694627737077177,-0.07670104929175063,0.0242172025864869,0.0019387756756570494
APOA1,-0.02520164869569643,0.03842538018950139,-0.006986007225620599,-0.022434083707878427,-0.027916780721531025,0.007259569258085583,-0.0013403751768432243,-0.012358284022614071,0.06038947379673525
PSEN1,0.030542007880198185,0.010502323107735452,0.019384971847328337,0.04553561832401197,-0.04983936246401694,-0.005473785053748345,-0.007229192274067346,0.03226847536565045,0.010709852745312541
CALM2,0.04541482700802026,0.012761256950173583,0.054322893497163564,0.01466357297624414,0.004670284681956984,0.0179193252117132,0.10098634225541113,-0.0048807459641854204,0.019035115750823017
CLEC2B,0.02863607112444324,0.02205398673379833,0.046396674779173815,0.042631933061983415,0.004118698536114175,-0.03427670090510427,-0.05207002381258235,-0.04738234849634971,0.021523381572154627
NTNG1,-0.02031353363901736,-0.06319501579054819,0.0022619094126468107,0.02039859444034578,-0.019213226001603568,-0.024586116532715176,0.06795394774982398,0.031041431281030187,0.0688570598244497
LRIG1,-0.027556037227844703,0.06177924432168778,0.01893630461395677,0.038212994480635615,0.02465547699020256,-0.0323526539145196,0.0760423739481545,0.025379920926965248,0.02801083826354506
CPAMD8,0.10123671076448723,,0.049607052046392354,0.05132754063050484,0.0008060264216851661,0.04281519307523183,0.04345782492934276,-0.01854854950133736,-0.006784068265468366
GHRL,-0.0248929839484296,,-0.02849552006906715,0.03055505152444916,-0.001181576113092769,-0.014585020691338324,,0.0008068570504931637,0.04761476841480914
NPY,0.04066894755297516,-0.05370849048709124,0.008594849770003939,0.006706053738205953,-0.058905809522143915,-0.011490177433883262,-0.07539689593808137,-0.027894961094552955,0.04465833934807952
MMP2,0.045392413131252744,0.08314980569052238,0.07358503575445806,-0.028522935776146553,0.03440510912700956,-0.006135743444044304,-0.012321820042360244,-0.024364748867158382,0.018433009087470358
LHB,,,,-0.014839732937120546,,,,,
PPY,,,0.02134037848252559,-0.025831646988148323,-0.017379568700551733,,-0.05373222939059942,,0.04029206725156476
ALKAL2,-0.0032014987851834175,0.0003306777043975389,0.0463754122580212,-0.01462413476355409,0.026737228481975385,0.0024337222454129436,-0.038658852193116454,0.06205591713551314,-0.013005849423538031
CSF1,0.04244109782496375,0.011719987153074584,0.07011480083467078,0.010865002135621827,-0.07086400302098383,0.029980315300134817,-0.023294101169976267,0.06425363432312355,0.02509328193366473
SEMA4C,0.038593839935154514,0.034299198183088325,0.060648692328034735,-0.05572999976029592,-0.0021498849608568124,0.01727941890040138,-0.0048061941956001235,-0.014136726167705374,0.05378291806849456
BMP8A,,,,,,,,,0.01956048367762237
ICAM2,0.06671278682038981,0.0721406291186723,0.016209550838491873,0.0107221349289455,0.00606502816275576,-0.03734390444910692,0.04656639361484452,0.010555958218598251,0.014462039691971398
SYTL3,-0.02017187206874825,-0.005593674342178803,0.03426570303401184,0.042475806058918056,-0.023079302818822766,-0.015579360778459644,0.01640522522756719,0.011125902148434647,-0.030736056867341634
IL1A,-0.01813008502685921,0.05935238234285063,0.025197464140320588,-0.00814000713151139,-0.02418757137446723,0.00869312478190785,0.021173615801156908,-0.045073814140828374,0.0819354614902412
HLA-G,,0.1034704906872425,-0.025630525775242163,-0.015673629645261707,,,-0.00011491394889576183,,
PGF,0.0031134005657291676,-0.04339219588720981,0.07474253995943671,-0.005025091417073908,0.031560861965897184,-0.00939940847727733,0.05744740261348736,-0.01973713037589507,-0.02314405799514239
LGALS8,-0.01794140944954597,-0.07509372267145703,0.06304116633880846,0.0023259765629850323,-0.03397447555234369,-0.007617241997346735,-0.0019414409743983235,0.0011815680625575308,-0.017248828996142145
DKK3,-0.0032333240571914557,0.06317381866345885,0.08078143928204695,-0.03891630336033193,0.05295708847985434,0.021591125568427523,0.03988344713784412,0.060847527013468454,0.024693343880617252
COL16A1,-0.05294004081808042,0.13086523079123877,0.03875808913206218,-0.029812641457711786,-0.012751977072965628,-0.027773406093561777,0.01375902701438836,-0.005710208254707903,0.054396188284692976
TPH1,-0.029067011274035208,0.04734314826089442,-0.000559246539192883,-0.02852195827222921,-0.025818116361767667,-0.013752908057385362,0.03818575653128802,-0.05466456235422324,0.004270457110496231
TNC,-0.010738592990616157,0.0170866531976035,0.07799538592242446,0.02111776645543832,-0.009833407066485118,-0.019044094782747167,-0.08279579837904252,0.03943553674892716,-0.04113087386786476
TNFSF9,0.10112966697054532,0.009619506724339744,0.028558953496041466,0.01905537980064247,0.006967030878851407,0.11277822142807135,0.020495175794585013,0.03889783144747578,0.12486416603551036
C4A,,,,-0.017593364512749537,-0.02060260695783038,-0.012089328626654508,,0.015590661113581584,-0.012083442930021426
CNTN2,0.08445842637176483,-0.045178752709213205,0.04740081660231072,0.010484968784646552,-0.004511906186425422,0.07230431771912121,0.14101176491272613,-0.008006727701636518,-0.00781535846377316
F7,,,0.0006458968434162051,,,,,,
LUM,-0.007860110210511357,0.058746565814931,0.10976896780964505,-0.03333665432420511,0.022291735587680137,0.033304437873220225,-0.014873671987651995,0.014745303110934171,-0.034216182279158444
IZUMO1,-0.014908865722540163,,,,,,,,
BTC,,,-0.016656590248717275,7.254183298767785e-05,,,-0.0020765163778130023,-0.03293294903063314,-0.0007785218021269495
APOC1,0.04972105523141236,-0.10583131066660112,0.008284913945520124,0.010980948116139843,-0.026190279871288757,-0.03478023779099128,-0.022486876748361015,0.09187245243625286,0.10635911214305256
PKM,-0.019695498388919985,-0.011363157527492706,-0.04084286530895625,-0.02020563326261026,0.03375243770190598,-0.005781393894475307,-0.10194127481175404,0.014840277781629403,0.010200937942078431
TNF,,0.03237641432331179,0.05019159308358194,0.005961414970680749,-0.014584649627683114,0.019353413275127563,-0.014481550682297286,,0.07120480478725774
GNAS,-0.03200498194795678,-0.003005885613330859,-0.0646565049406278,-0.049969668125002274,0.024243647250844814,0.005633195855917139,-0.007086582033559288,-0.02575299447276767,0.016740971542263776
BMP8B,0.09405656186465772,0.003225006005609455,-0.018491014248051378,-0.02272272565948526,-0.006382780256778449,-0.016686554556101404,0.04274399400731536,0.018198307781069744,-0.029647701363857682
LIPH,,0.12200183167886243,0.10883549708352117,0.031223982774598157,0.03531967286748004,,0.034122994281879884,,0.04346815059710148
CCL28,,-0.031279722142828904,-0.02647170132117447,,-0.025578720501689554,-0.010906653517857013,,0.011525102051694032,-0.015900079130310718
PTPN11,-0.02379608931704465,-0.01524435695382316,0.0013826696482982651,-0.011700806542935585,0.018277776747343544,0.029646244486315733,-0.009181468371479798,-0.018198828553811882,0.01868148881638747
ADAM12,0.021721095100794306,0.12800723994158997,0.09646171782217564,-0.001618178901758061,0.03343290340813918,-0.015215737247628609,-0.004982584735348123,0.019905166451642545,-0.030610958338570523
EPO,,-0.07277391745635173,0.014856127540472485,0.0029148275497170332,-0.01737956945917334,-0.013752910077046489,-0.016768522789043262,,-0.016908412732553016
EDN3,0.021261466600236256,-0.04316960848493127,0.0106895441645752,0.036346318383274866,0.015109348493480033,-0.013894819641604465,0.09055699693659251,-0.0011527330075938097,-0.01641699436810923
CCL22,,,,,-0.01836641933618565,,-0.015334557338336982,0.031176999232669488,-0.026127928535663026
CCL2,0.04479387204321514,0.11391918854143745,0.10069609802870727,-0.033991841979007995,-0.010822406985293959,0.03851129622070343,-0.05650200047191669,-0.009863214293484452,-0.04047407935925181
DSCAM,-0.01257472329193332,0.13040776076257093,-0.014350187030784495,0.005461719109198227,-0.018673258443582273,0.03670437135484458,0.0792658367553006,-0.020184422879973365,0.09301570615498178
GPHA2,,,0.043053007212007874,,,,,,
ANG,0.023931754516527466,-0.06567947930635129,0.051941622888374096,0.02010565794384655,0.014667851567443975,0.022377026985589153,-0.009059292927882314,0.044419853102757895,0.05004838690369431
FBLN2,-0.02054532629887592,0.12468246686268013,-0.01646165571290208,0.026901608945945014,0.023467949694085295,-0.030989282718642926,0.0029661513346573806,0.04009595973114845,0.015486824245189932
VTN,,-0.04049348019216351,-0.02566774626000242,0.0018298375379410133,-0.028552680859621243,-0.011427840259757384,-0.01179128718281461,,0.031302071844659676
VEGFA,0.07090812284490598,-0.09719776608910478,-0.052842099628822345,0.02048075505403708,0.057205261826996284,-0.02242968091870622,-0.0820701518033006,0.014488470068044811,-0.015435934596342746
F10,,,,,0.038802526480492525,,-0.02013844133829236,-0.02849320426745919,0.027122098194503404
SERPINA1,0.035320027843979376,-0.03828268490124321,0.06933690698988669,-0.01820040853330531,-0.039947556365102645,0.04478471598734239,-0.10098612841375237,0.043888061495425214,0.04454410158929646
VWF,-0.030133005377958946,0.024816735639933942,0.09749978576297533,-0.03603503859948138,-0.003944916235547472,-0.006497000446532332,0.018254614568245838,0.016633353518562863,-0.012358317208893072
GDNF,,,-0.005678799173482562,0.043051350157392816,,0.08283432100494784,-0.03676302720959331,,
VASP,0.04939913443270468,0.013326552114816736,0.0462063073594621,0.022140653443156636,0.0009007807172405001,0.020055021161949464,0.00963663049040796,-0.01634102316383019,-0.019190468331131076
ADAM15,-0.005557684356382632,0.051342451670481716,0.04422126040379456,0.016390930313478273,0.043163689528668066,0.02575931409118501,-0.06693514251221873,-0.002995541090945511,-0.006499038796371168
WNT2,,-0.03637149068917455,-0.02223417645164757,,,-0.012870683791425907,-0.017222112860103937,,-0.04111896178936395
CALCB,,0.02556389651728924,,,,,0.06206219421767064,,
OLFM2,0.05020603462221945,0.10250562700243487,0.02178744203892096,-0.042314065362270704,-0.07361937301989938,0.06169892220606161,0.021925576961964767,0.06743884276327776,0.030660251243233523
MFAP2,0.10297271145851886,-0.04880544229590687,0.06980555427243057,-0.04321495728811783,-0.02138348297773684,-0.009662575413152656,0.0651649851373861,0.04359473131501035,-0.0011578178391571288
HLA-C,-0.06439409207553073,0.14987958289870443,0.00821084964428308,0.02152182840131211,-0.06679145150336897,0.023984611695342627,-0.12022132654802106,0.06692640695901501,0.04427707717900829
THBS1,0.02024564775888376,0.089050912093835,0.015203259968987741,0.01862357956121722,-0.018273989228468766,-0.030850054816980492,-0.006718294487336975,-0.007375670418607985,-0.09918629208674815
HSPA4,-0.033847593164981926,0.02136488318333629,0.05521508468313958,-0.012605085976587866,-0.046822571256508974,-0.004068684480500362,-0.00965281120904633,-0.03586976527329933,-0.018355595040815603
LMAN1,-0.024567491917299948,-0.06193319187343623,0.012528868431205625,0.014153193568543417,0.008002456969801569,-0.007707167990250385,-0.09758911430957141,0.04376577825565411,0.005327488363581585
LYPD3,,,0.007383440503569264,-0.016659818928110037,0.11242543428213293,,-0.018681822441668116,,0.03976977552040776
APOE,-0.12441608548835627,-0.03581962017764903,-0.04178146374882663,0.004667159388523079,-0.02881064409386596,-0.0056571373825699675,-0.045569849118755376,-0.0044418078520185415,0.06477265267125276
SOSTDC1,-0.015602697317677685,-0.04606121371417707,-0.010600418974206955,,0.04935127336567899,-0.02091250648424694,0.009395244163922548,,-0.028197221833112837
ANXA1,0.04405000511680999,-0.047908345174996654,0.060536655184568904,0.0647000235469077,-0.030031722442157578,-0.013318397985627005,-0.009283403915477323,0.02806626244583868,-0.0143708942428737
WNT2B,-0.03478891931692584,-0.0518649460441101,0.026281412700330343,0.04842913319545367,0.01851317258015856,0.008121281824668725,0.019232886562544068,0.03969005738582444,-0.03729814996506128
AMH,,-0.04679559059549697,0.07690682049213385,0.06308114615759575,0.018008589998055446,-0.04000074881682735,0.038069568034146,-0.026530904954804813,0.04801553965786999
GDF10,,-0.03549567863730154,0.0851050811089061,,0.058800836139154156,0.011564023090543045,0.05323964923409834,0.030090492085810352,0.04241743107118912
EFNB3,0.04231286266715554,-0.07737734614064007,0.03476018513208567,-0.013295387809688922,-0.023492696776308688,-0.007009797081191926,0.009452695008800336,0.06928834863738365,0.05977341228458075
LTB,0.055933373876317,-0.014188961053666646,0.01937796176569377,-0.00800718956222784,0.007922072082384343,0.03169744637840951,0.07526828039609149,0.03724494912579462,0.07739087012371257
ANGPT2,0.041448461060353055,-0.004845432094456626,0.07397879833207058,-0.049618641436722205,0.02296053007676727,0.01120567105729892,-0.00032360629457427593,-0.007042831627215092,0.011462065947985892
NRTN,,,,,,,,-0.017556397135433034,
ADAM17,0.023476379893419726,-0.044446685251417095,0.014332804789937172,-0.00015658930063520255,-0.024083033741254888,0.023028525838732574,-0.010726809167496716,-0.04563653408217333,-0.035241183771356675
LRPAP1,-0.0228238832328708,8.665071523373201e-05,-0.02299691559666683,-0.03432853113501239,0.03392865933057988,0.0180423037694598,0.035202731252822285,0.021187838824745717,0.05321941393291888
NID1,0.006090567572094065,0.11018639673342409,0.07656743667430554,-0.003967108470949776,-0.0005697831978573479,-0.04654901765450815,-0.050580582358059394,-0.017233028387910285,-0.06373709512437008
MST1,0.05643923001512717,0.09632138228366184,-0.010000572159811469,0.0026672803530960174,-0.016294168806151012,-0.020738556128764535,0.04277966830959732,0.05632041706680486,0.04183248225302304
IL13,,,,,,-0.016129551354611533,,,
DCN,0.031833738716948994,0.181190774113398,0.05472104251053785,-0.052536839311199804,0.02393783763385556,-0.00733207383307379,-0.031872007131309235,-0.021572475406034044,-0.04166537639222582
IGFL2,,,,,-0.006682024273375579,,0.15175895716120638,,-0.026355309254989603
COL7A1,0.06859426208085859,0.0466133030808574,0.07091925262635329,-0.011733045690861596,0.02666163787499302,0.0009864408410678233,-0.006446489489054592,-0.03720289595323629,0.04915075319823416
CALR,-0.06048794399046046,0.06297146294349239,0.04849040867850092,0.023330087553660075,-0.0023237096568553424,-0.027814522087464724,-0.12025894162250493,-0.004167794327169507,-0.026969045977102566
PIGA,0.01803527864745143,-0.04129069067286957,-0.020970541041010593,-0.002409122753882791,-0.05027621589743668,-0.034873982608019945,-0.0035899818733689907,0.06043347513871792,0.07041506947027015
CD200,0.017383388745322564,0.029416734419896607,0.04616720619947993,0.0392413505329616,-0.01222433703172166,0.017517936527034955,0.03970605467000929,-0.013382082966822325,0.0012491856252713988
GRP,,,-0.03492692689081672,,-0.014453050632573513,-0.013894821732878464,-0.0156636696792443,-0.036643465919668314,-0.020062922510465566
CDH1,0.0440537264017562,,0.012725290276473651,-0.04153232180219527,0.0054481956258657415,-0.022611878878712032,0.025015245991255177,0.01504034869226595,0.0031304616779835853
LPL,0.042170496037620964,0.12554632664414778,0.017633523661581964,0.045704658007065066,0.027152354773166375,-0.005177997914870524,0.15447653244775547,-0.0551056739502302,0.026221774570385135
SEMA5A,-0.00660041852704004,0.11772095882396157,0.012446134537401484,-0.0016284608073211118,-0.02282201694928841,-0.012628879786588486,0.04719082607708182,-0.05037734048922791,0.007795932998790036
SEMA7A,0.1746774907379754,-0.03311628983556086,0.0639553574354405,0.0035286087499029175,0.0034810570269163503,-0.020878737885527226,-0.0006973564736760266,-0.0031509471626387205,0.011602673458641018
SEMA4G,-0.014508194149225054,-0.014657909033704801,0.031113899391496152,0.07863272585329223,0.014766302675305983,-0.01423977239971228,0.0901262763559899,0.014270800750463025,-0.001978975666083787
SEMA3B,0.023975489854932263,0.09421542898845751,0.02610635124643056,-0.008363511774697888,0.06195417737509281,-0.019913164772547974,0.06065508413845252,0.02171808805910859,0.06931351671202221
RPH3A,-0.04292692852817022,0.08134914813480915,-0.03913771343513717,-0.018532616541728632,-0.020543978514194823,-0.00840420807456666,0.09112133939775914,-0.028247596240290655,-0.019835443183926334
JAG2,-0.007930386267050444,-0.008094081729944651,0.05390730973790037,-0.047742880498653585,-0.050832754304734905,0.014917409953631151,0.08561758604536429,0.03815643180686281,-0.016469729059639955
CGN,-0.028672159293305015,-0.011191004077048521,0.03482731659549627,0.036015857410645474,-0.012705511050654612,-0.02460277748048484,0.12181132996179227,-0.033162994082098975,0.010684616429337702
GDF15,0.02850701123863749,0.002340977982590666,-0.0008043845480483867,0.03287654387859592,-0.0013874964708635452,-0.007391323050668182,-0.015590264328912253,0.003208967492634555,0.0855102880894803
SEMA4F,-0.021783651957596968,0.032392167056178145,0.013029456593049932,0.014135133406069924,0.03491674215210036,0.048542041776685724,0.021171590417222,-0.04313477416889816,0.010297796450213396
NXPH1,-0.041047421827118985,0.09086348426395244,0.010098347021411514,0.0005381393246588191,-0.02168277535465881,0.05995206912981336,0.07354599328989268,-0.007028612416277459,0.03310611659080899
ARF1,0.005270750431115339,0.06767258210072492,0.018403147108687557,0.007919817411622836,0.02987007983866733,-0.024346595369330894,0.024215849647931168,-0.02128087476348963,-0.004148271532530397
DSC3,,,0.028143049735140938,,,,,,-0.01690841786492453
EBI3,0.05084898964905534,-0.021338705891467177,0.01972620434062507,0.008773706992716424,-0.029792161789287203,-0.026297510880663996,-0.057089728662131314,0.010051098513882563,0.08292424470669821
TIMP1,0.02570775946309856,0.15891761743702434,0.06445013252825232,-0.07531812377781659,0.022878458745771536,0.003121052315093799,-0.1279808445719448,0.07318240406042238,-0.04938557134634484
SEMA3C,0.09313088746206309,-0.031383973558821,0.033855646532355066,0.0072748045978468755,-0.0256841464907922,0.044474114300189396,-0.06287939556522995,0.04013190695960869,-0.03247858669972324
GNRH2,,,,,,,,,0.07313332335664176
GAS6,0.0006951080582726735,-0.0016597833505708679,0.013792042273052536,-0.03577743638266147,0.03733102949464315,0.0031985237943872986,0.018629827278374162,0.008059399935521523,0.007837890857516504
MEPE,,-0.03680233980645101,0.007719629903033379,-0.03983405327033663,0.018912416367698484,0.07367179104816075,0.009875665004045811,,-0.005320813954293467
SERPINE1,0.07459658477135045,0.025986017468488942,0.06742662421473626,-0.011513002611035177,0.014201627912183965,0.013110214520445524,-0.09782941067383787,-0.007904935901771704,-0.06570635192869699
RSPO2,-0.016485144453766653,-0.042706203361227706,-0.010570497545024168,-0.01882671517580325,-0.034345110806281,0.017212068842234026,-0.022487940095568756,-0.024135388727484223,0.08214305632410718
SHBG,0.1609096689541396,-0.0017552355720637696,-0.020560905777624885,-0.030124800324625143,0.0560780658929645,-0.011082990212161432,-0.027965996795731567,-0.04433299112729791,0.013973934931413643
LGALS3BP,-0.06447535302254065,0.1314303669977478,0.05490381147205819,-0.04061952084140859,-0.035608899221304606,0.06138762553990663,-0.0773824132213841,0.007624803368119942,0.024673319829588723
LAMB1,0.03212707764847173,-0.00647445642187418,0.052102124608976376,-0.03763687956441253,-0.029416585503227108,-0.014038988929067742,-0.03364912188050177,-0.05550050907282827,-0.02675779025314563
SPTBN2,0.03360366413054203,-0.08440403141978337,0.036032787973943395,-0.02382575285713416,0.05655094780917276,0.007926456644850885,0.048895624449220326,-0.0020620376103313476,0.006570930524798051
COL1A2,-0.024402933594272796,0.13392885231825646,0.10992815504416761,-0.053389826308294495,-0.0026654783071602796,0.02189090922921821,-0.0748583203105386,0.026095599858077814,-0.10236208109184505
DEFB1,,,,,-0.018355711377289634,,,,-0.036210126894674746
CEACAM16,,,,,,-0.020118137559315123,,,
SCT,,,,,0.08483435992218895,,,,
WNT11,,,-0.0227519150673792,0.02262476939263696,,,0.11062145807516982,,-0.02243958723890411
LGALS1,0.03910973719328937,0.04572699633719569,0.027379500293015408,0.030123416459060182,0.012140903129346892,0.002042045196164169,-0.09749814462715534,0.08133466196147948,0.01255985267280391
BCAN,-0.015909637604767334,0.07760079734928349,-0.010609921834827655,-0.022225773953207247,-0.04102981861590069,-0.012659624594440052,0.11532613523365645,-0.011274752463869095,0.05686742143208797
ANOS1,-0.023459981894331947,0.1340067646631785,0.024316167494992286,0.01932190845384166,-0.043302614790604425,0.051651357202088084,0.06278041153604753,0.07138320521698654,0.033982346882214756
EDA,0.05532398583316712,0.024804082648749087,-0.016656595955787785,-0.010165734824491842,0.005118402585158394,-0.024210292599091156,0.16820097453336813,0.1221386815264381,-0.010738449680320119
FGF22,,-0.05576699764403096,-0.023685744545039248,,,-0.02514579015907511,0.009578737870088918,0.08005240560191407,-0.032405630706690884
SHANK1,-0.019648237893229222,,-0.022751913606734384,0.0529568766652645,0.020529384713259383,-0.015503240055926132,-0.020138439223820116,,-0.030144299877587655
NPVF,,,,,,,-0.014305264972268559,,
RAET1G,,,,,,,,,0.017426620056050404
TGFB1,-0.037834386109310496,0.023411646292574743,0.05477575851074511,0.014431457213800835,0.0032120651394299212,-0.03606859011256914,0.003924693253128942,-0.039643273450456734,0.009717788993109286
MSTN,-0.0251830937298244,0.05367815530685175,0.0350020992775151,-0.043301403543288215,0.0412567555094643,0.0027946407410530953,0.0943595758978292,0.006348831642841081,0.013578282593441727
WNT4,,-0.008554770134078406,0.0073222954700955046,,-0.02592453461277623,-0.015375174392242353,-0.003945330891152392,-0.025846426961453426,0.03915537573532112
TNFSF4,0.007936545312518563,0.020640169020952906,-0.03505733725213509,0.013954413507968322,-0.004831071565546194,-0.02297503761919019,-0.011202580899709045,0.013469951155414724,0.021745543874122662
NTN1,0.0701817852142582,0.15763252858689245,0.08990310995202384,-0.028155959996301435,0.018248386416184415,0.04863446873257709,0.05739347068848372,-0.010849789778910771,-0.0014313427885793094
CXCL12,0.0010913672077028913,0.04810388065205073,-0.012272279070851832,0.005895253864858246,-0.02667182089687905,0.01038550088563937,-0.038969314629289216,0.028872306619694945,-0.03857309089579809
GNRH1,0.11905305682058863,0.031135093693013365,0.04507163035598917,-0.020511987944170976,-0.02464628521475437,-0.008470813635768674,-0.006839748920337921,0.03085294560274783,0.006645364904703037
FGF8,,,,,,,-0.019745397021081853,,
RIMS1,-0.02106711060718809,-0.05332832261241078,-0.022024417828332695,0.039919223772454604,-0.04634997952951073,-0.02254374935355912,0.04803779394716124,-0.05027189594920289,-0.01332949796653348
FGF14,-0.047295611921740144,0.02484857826302893,0.06360866861045594,-0.006299841817713181,0.023214640104219565,-0.046902593535000016,0.034568170623414274,0.043547997930920616,-0.006560439067435016
IGF1,-0.024819828244088068,0.04104238142721605,0.04902006508539116,-0.019527307568500674,0.029409296602126166,-0.010499833710269468,0.00527435904671912,0.06366030838462762,-0.03389675936327916
TNFSF10,0.03370807105450585,0.030768105875188155,0.0904815310646992,0.03803006800207514,0.08029190356871124,-0.03034540443774013,0.015765201092304507,0.010002173189336269,0.028389072290764875
GDF5,-0.01648513794692687,0.023553688379874548,-0.023501701791130827,,,-0.011256679643121135,0.07953441149205404,-0.004844998659872415,0.06437974372173111
CHAD,,,,,,,0.012104335859667671,0.042671741259069924,
RGMA,0.02713854212240112,0.08581190767190124,0.03216070715297535,-0.017786551968910463,0.052485395139629805,-0.006641771325870302,0.021958049418190954,-0.045637005136472446,0.031381224119301325
WNT16,0.10535315753899678,0.017920242419924563,-0.03329418350886319,0.012422370978008447,0.05030313739180558,,,-0.024056507991028812,-0.03961128492950568
CX3CL1,0.013927363976223014,-0.010840705314340789,0.003625555545756434,0.002964628297835353,0.01652060894768768,-0.004497375394885985,-0.022610492883787275,-0.07049619320794198,0.042728713501532484
FGF1,-0.005896382942701043,0.1457911663951467,0.05343411972021343,0.010884885494503047,-0.0449334863873198,0.08121724606980196,0.0344929734901851,0.08327853811487282,0.019302763682696577
ALOX5AP,0.013001304561814784,0.04102299816022036,0.06342394084899104,0.01349461690869143,-0.006590380587907648,0.01864992183323828,-0.08416497711498516,-0.019085906754941817,0.011966191538426462
IL1RN,-0.014670728891004094,0.008363726127228825,-0.027964706625021877,0.0818171403107126,0.004816313571928142,0.015416079671082295,-0.0356956430649881,,0.01514443600480196
PCSK9,,,,,,,-0.01516753320686751,,
NPW,,-0.04524658087966186,,-0.0210906561784509,0.0013248883197158122,-0.013464876990007356,-0.016420942174601792,-0.007073316498884062,0.010844036728787003
CXCL9,-0.02033723953831192,0.14943425949958597,0.08632806755033809,0.045504840010067514,-0.0386683072733931,,,-0.03151555361055794,-0.031121243914635173
ANGPTL4,0.032474390098477836,-0.028819560285619737,0.0499424099755551,0.06365170740424614,0.050793667616281346,0.02846265485914516,-0.13560941687729083,0.07260845197504412,0.002381310240104917
UCN2,,,,-0.014624135863745462,0.0060846243689528495,,0.005353795650099231,,
OBP2A,,,,,,,,,-0.018992572988206415
COL4A3,,-0.035146243786959616,0.060829504012034075,-0.008553789923030675,0.04206219205344916,0.13702525184535946,-0.012002378497744586,0.020131549220064538,-0.030722464725760297
NRG3,-0.026627434462819184,-0.04543258277255598,0.05397422418217443,0.014175384425098194,-0.015393868848758659,0.011451691101545912,0.017255141366264198,-0.07487976686498621,-0.023763035843595792
IL23A,,0.003956227375132487,-0.025113692910189396,-0.02300806675062959,,-0.018549510572802158,0.1058479450680147,,-0.027417294719039677
COLQ,-0.008212206761030492,-0.0011757646229943984,0.02714326384611772,0.020115227548690058,0.005171596463341244,0.12400375740863874,0.07684541609014105,0.027879181835253543,-0.005971343529861777
SCGB1A1,,,,,,,0.08654397562271925,,
TNFSF12,0.030216155035579083,0.0065731216675441115,0.03833704669270242,0.055137986329645144,0.020608655854887456,0.022871640155703452,-0.025121804135598672,0.011414898964855896,0.05126893686792446
DKK2,,-0.034521652872732615,-0.02630539153441843,-0.01483973415754309,-0.027102927387873364,,,,-0.0007655896847796567
FYN,0.06533790468513814,0.11581585945097803,-0.0016269027188075538,0.009824892664735988,-0.03003381907333074,0.008457118177595193,0.1257426437094293,0.031306638053003336,0.019119567456403322
ACE,-0.0022947609077700413,-0.040612277877677634,0.0772293511524884,-0.02081450366684136,0.005403726662649658,0.03978361005417017,0.04921529174469677,0.03300308303032465,-0.002201808108125419
IL18,0.0560168569953901,0.07930620893156562,0.06282871806026215,0.008654158521217648,-0.04154257940394818,-0.006750999061546368,-0.023973544647180173,-0.04541554963972743,0.05938251759571579
