,MGH258,UKF304,ZH881T1,ZH916T1,ZH916bulk
HSP90AA1,0.008462480951911495,0.16219277450067746,-0.04261564629391951,-0.028760636402161085,-0.13454794503940706
BMP4,-0.006763613284884151,-0.005662689147579078,-0.030758991284584945,-0.013737566448916319,-0.01999080860134788
SCGB3A1,,-0.02953641206587633,0.038323032446296645,0.016779259087385753,-0.02126131221735594
IGFBP4,-0.026666633221504133,-0.03126513139572459,-0.045003102161382334,0.014067851003415288,0.018953276818205567
RSPO4,,,-0.016585451999437954,-0.021883531850144553,-0.027515626000749895
LEFTY2,-0.004103438854957581,0.011453414620806124,-0.02255511898727419,0.019999503846934427,-0.015332854885109555
PF4,,,,0.03848474579109696,0.06984829853905822
ANGPTL2,0.05006269801413364,-0.08915762363836793,-0.025497227727638384,0.04932784593728643,0.011024066288127481
LRIG2,-0.03220746948087568,-0.00948840627977628,-0.0568123602276596,0.035953501780551754,0.07720587628087935
ICOSLG,0.01895314490119603,-0.07320364864437154,0.016719320269604904,0.04098901515181038,0.042234190709151305
WIF1,,-0.04088382716311007,-0.015417784131971384,,-0.014873747365498952
NPPC,0.014251496485203881,0.03748082616299705,-0.03389447093277103,,-0.006102858759818842
LYZ,0.016047246220701892,-0.10731182640568604,0.031093077249882153,-0.003883876329661553,-0.024851234206478136
EREG,,-0.018359981642936708,-0.02065746009718962,0.02149787687399082,-0.024815668541302873
SPTAN1,0.03222871553950539,0.13052849003575837,0.002233097072952147,0.06354567885577858,0.010291230462059361
PTH2,,,-0.026376393988787505,,
LIPC,-0.01653291040795792,-0.03288239249046029,,-0.04028107611782152,0.011918858700699343
COL8A1,0.013219329193729548,-0.0756874067296439,-0.015679469993821415,0.019828816923183216,0.05623912120532601
GSTM2,-0.056261020790240014,0.006411279424775084,-0.012480775513422136,0.03175270041137571,-0.01148539088317183
SPX,0.03691582341936242,0.022469308712654238,-0.04081589419777427,0.03400790384715412,0.053312086668273126
MFGE8,0.004786355073191799,0.041697214313953644,-0.033799700927981645,0.028016934884020524,-0.013379389871201682
TGFA,0.009746768823616477,-0.09120758417125775,-0.027186334417299174,0.0630543319469989,-0.003517029549186263
SLIT2,0.08649158318411101,0.057299713336436645,-0.022642255842023794,-0.010804421132420458,-0.017395682655578296
PLTP,0.011962778238026866,-0.14388337972646717,-0.07011824739970265,0.04076102151529692,-0.023694022625662618
APOD,0.01774435799016809,-0.14137757981792964,-0.030421095036188076,-0.09210606483003594,0.034734898020962475
B2M,0.03776556114703403,-0.15417308356772358,-0.09687862562843674,0.012142370827075411,0.02603027611672545
OMG,0.048051463190676824,-0.060815972500593896,-0.012877933624964035,0.06922423316495942,-0.01707270747644594
CXCL3,-0.019573264532453765,-0.025846168638186062,-0.002626561120335491,0.003423853550226703,-0.02277247337850811
CXCL10,-0.021764535057313662,0.0729221603103053,-0.022662493921195067,0.08424221234063288,-0.009912616564675215
RSPO3,,0.046678034468077126,0.05651315711010564,-0.022704252759255108,-0.03155391237551271
CORT,-0.024305465714786416,0.015549584483705015,-0.027583831062185114,,
NCAN,0.02334007660676569,0.01835365346196654,0.04015791289882511,0.13954353852301077,-0.038771142719989014
PRG4,,,0.023890570306683196,-0.03484813701459337,-0.01318491739244627
ZG16B,,,,0.030080552142069006,0.03518494664511639
TGM2,-0.057622815171040086,-0.016304154881264146,-0.01628995004008004,-0.017156281112782064,-0.00690843410716044
VEGFC,0.07054854654439965,-0.020746699314751902,0.029946519340157417,0.004647136288618078,0.01642532658918295
WNT6,,,-0.02201160153265104,0.11171731097009915,0.08872177010550081
NRG4,,-0.023113050667580362,0.04656835644942968,-0.022704255303860155,-0.02857393971083231
PMCH,,,-0.012609990773317733,0.012016254652793225,-0.03659304208557402
COL9A1,0.08572980722663459,-0.018105461399597945,-0.057496363701380816,0.08989412453932596,0.10209772284914008
GDF11,0.009951754558166768,0.05999832579300446,0.020626036834315374,0.10664293277819469,-0.06738412474985266
RAET1E,,,,0.008173771508097083,
IL24,,,,,-0.0005971412153588642
SORBS1,-0.006637402664757341,0.029652438988752704,-0.034254398511135285,0.02668514032488172,-0.019094811201788197
DLL1,0.05311252694970677,-0.01644757173225706,0.07894238598340571,0.011347382072333077,0.044031824062522845
TLN1,0.009216674452192373,-0.14377415199600158,0.005007930507271633,-0.022557725092302416,-0.035013991147309236
COL2A1,0.0191426913393814,,0.0017020355401656194,0.08448002027141142,-0.025743585987985127
SHH,,,0.11689665201666717,0.08437446973797741,-0.05206488556134047
PON2,-0.017455406961446884,-0.06636894655219348,-0.000276140274085973,0.058844789579456776,0.13392588693075005
ICAM5,,0.17837216339376888,0.018313528926622406,0.08305794593138682,-0.07339699496941098
HPX,0.027150576431149032,,0.08095870375948007,-0.02758934488604872,0.025027339086854884
SFRP2,,-0.03207959102838125,-0.020975000077152795,-0.024770904045167005,-0.0003518109172173929
CFC1,,0.12431270724471216,,,-0.02528344074804946
CD70,,,-0.03189414702441683,-0.022637256624542114,0.06599544794667248
HP,0.03651023745485586,0.006455729748625297,0.019955568072062464,-0.03396308267281345,0.033543714370677255
CXCL2,0.07011330402464629,-0.02683633664968026,0.021786038919717327,-0.04485990910988853,0.00018547848911767414
NPPB,,,0.07983926876479733,-0.023030938427848643,
CCK,-0.003590728705638942,0.17189768803542985,-0.020644604206129943,-0.016226601393956784,-0.08296201471840904
SEMA6A,-0.004317391932522862,-0.04754401284271602,-0.003181374764488786,0.05087917171622491,-0.009892647752419737
IRAK4,0.024986778372405472,-0.02349045721027784,-0.018817259577899238,0.06834352563952038,0.06615618531300214
GSTP1,0.023520052637860632,-0.1472467705868632,0.01881728755868839,0.02603638085103693,0.03615136637692596
VCAM1,0.010249787973588866,0.0142805195686856,-0.00531791900579616,0.022568598206223155,0.07176287147785586
NXPH3,-0.012357097635183641,0.10637347469062954,-0.009188888226242704,0.051551939558400865,0.02536114211830064
MTMR4,0.010876092007006788,0.08413156661434422,0.025965277891514472,0.04933006821337574,0.04885402185798602
LAMC2,,,-0.01223996292430689,0.04331584156003157,-0.027515641148027972
IL10,0.1029714291488998,0.0017373336168036888,-0.030480011739740125,-0.0409166794638574,0.106955877543819
SEMA4D,0.03983812397667681,-0.0750572548161534,-0.0041284783570168775,0.06628699480167898,0.004582714973712839
TRH,-0.022317083049458047,0.07987467983583564,-0.030917762720928374,0.30110735347312373,-0.03198474287521307
SEMA6D,0.04341299782856758,0.02140652084202459,0.018233761554633278,0.0658524798954976,0.011306106867554306
CEL,,,-0.03098449632447896,0.08053755954083834,-0.029396708622987742
PDCD1LG2,0.052655614743336854,-0.0026984573174391965,0.054182444372983474,0.04674795410171985,-0.015384000120019649
SPINT1,-0.035916010693439714,-0.02852285632319985,-0.022917465252450035,0.08379012970755932,-0.009401551019766868
CTHRC1,-0.012172194663455184,-0.036122643075383834,-0.03607913106394958,0.007899611565795297,0.033514535180653615
PODXL,-0.019265795107908622,0.04359479418950028,-0.0686660204699309,0.07320661728736223,-0.0031776223701332797
JAM3,0.0665270014026631,-0.14558813782595217,0.036376856992517345,-0.014818474925283721,-0.03775626759744983
TGFB2,-0.0034154942803058504,-0.024784499832224964,0.011209732688175617,-0.013051698640599966,-0.027886915564508376
COL18A1,0.0135614825347143,-0.06648553623892309,-0.0462663027850648,-0.008614916591777383,-0.009713353178859206
NODAL,0.09841077190090103,,-0.01399731561813097,0.08559935165891518,0.01678866139698702
INHBB,0.08686219789434416,0.006440339149120952,0.013102441608790854,0.05369143988109076,0.04453852589951799
LCN1,,,,0.007528960777437985,-0.019299874686958766
ARF4,0.0072885125240298694,0.057938134202719066,-0.03298417554185191,-0.005125525646295685,-0.020984447115873793
CXCL14,0.01334791560242849,0.0011538882660215495,-0.030884913300873937,0.06949637195908204,0.028947953361042972
LIF,0.001132240829919199,-0.025659344400503326,-0.006920744215681084,-0.07608934193003303,0.017165427272091374
IL17B,,,0.06708454680761874,0.03527795952101242,0.023254379061773273
MMP1,,,-0.012609989774683621,0.09220752407707061,0.02527711964587839
MATN1,,,-0.017946956583872783,0.04912645398951911,-0.01988584372275829
ADAM28,0.0004248241264311831,-0.0638415607365933,-0.06093839895115641,-0.030443998297253937,0.10211215518068505
TCN2,0.04986682221747528,-0.04400919340634609,0.02480756890364881,0.03340638464799422,0.03770610431469563
THPO,,0.1236801700594401,-0.015568153572561267,0.028521220196756333,-0.029800744847432212
CUBN,-0.03806261223454821,-0.019586647521696345,-0.02223894467490783,0.05708595372273883,0.06870883323433857
TIMP3,0.0581904940423129,0.019772730969260986,-0.031023504251381503,-0.052921570534878275,0.06020257457779423
PIGF,0.009314856014294992,0.018442117251018988,-0.07500589100662784,0.12147939519604799,-0.012187934936662797
CRH,,0.0021816680539718217,0.027603872711489136,0.04312702832276342,-0.020644064821026185
BDNF,,0.05786236673595573,-0.04159109463086277,0.036076752814317534,0.04057238116930326
CCL5,0.04577037858065871,-0.05342237857334475,-0.03173015918558975,-0.0005062299726722928,-0.004384008396637774
GAD1,0.006010942559513457,0.13475805299202845,0.00736674869550692,-0.014816476506165167,-0.032488701215554604
COL14A1,0.031726936738475875,-0.044926453889735846,-0.05645217283538604,0.046094491292644715,0.07234280616678854
HLA-A,-0.02282405914376581,-0.14578185435787555,0.005511169378513542,-0.0034001813398512994,-0.004823322330240837
CD5L,0.0564192287109806,0.052083203716532855,,,
FGF18,,,-0.021790959629780615,0.008438420609919927,0.011959448863323828
ADM,-0.0005881326416890583,-0.018115823401307383,0.024393546599817417,-0.006218017576861608,0.09167193668197395
CCL15,,,,0.014356749022130907,
GNAI2,-0.03528132859291481,-0.12312124376627814,-0.06180745615298919,-0.03729922433666373,-0.02258752657500233
HDC,,,,0.03731382271566368,-0.019885834716647875
COL11A1,0.020337913222384707,0.0008611598653903691,-0.012004026741293326,-0.014554687509923923,0.028853869655079672
NUCB2,-0.04777069515810566,-0.0050458195611659115,0.06723267712018588,0.00553803379825041,-0.02349784385019826
FGF16,,,,,-0.01959490497090102
CXCL1,,-0.03626635064077867,-0.002624763494109441,0.001044618541979147,-0.03700661358376907
VCAN,0.036663421096284024,-0.028520595945211547,0.014509832836312174,-0.09898446036091596,-0.03083859375563571
MMP7,,-0.015643232676682158,-0.0007549372171167132,-0.05775896451461201,-0.03575884319591298
PTPN6,0.02121743035644215,-0.0037321103229706405,-0.0019348577471185312,0.015867904418244656,0.06079982457166337
PTGS2,-0.006198528028698941,0.03931405491903441,0.04894698824910976,-0.04670796830286901,0.05068289508950882
XCL1,-0.02179407375369893,-0.02051947027951216,,,-0.03539044614708684
CD58,-0.01798722349221622,-0.04020245825156119,0.030251861663589456,0.05469443991653627,0.0004918920405954742
TNFSF14,0.0166709360134747,-0.04455756799511475,0.02308750207350547,-0.028150871931599788,0.017085500065656317
CNTN4,,0.1720920074449591,-0.012028217320558426,0.01810288425553827,-0.033732805735437944
INSL3,,,-0.01820816168876838,-0.002945447015546835,
BTLA,,,,-0.029621320766174273,
MFNG,0.024477132891535625,-0.07032280307614917,-0.015047732414679073,0.05890278076972944,-0.02411774839945408
ICAM1,0.06047297626975295,0.0068200522040973025,0.00617230811655299,0.04886555134304912,-0.02151076790276904
PROS1,-0.04593410194728693,-0.05001084362071927,-0.01615691306684501,-0.0014570359587584955,0.014648691405529133
CLCF1,0.08278682498406596,-0.035981655117452375,0.0011890544352087685,0.0038723659798593716,0.02466985261625958
PSAP,0.009471285516530297,-0.07234734902203885,-0.008409772536618718,0.024482731592476905,-0.057895556623767344
EFEMP1,-0.05285301942568248,-0.15144453922074105,0.004836937750215208,-0.05511055326852716,0.02972198852247575
C1QTNF1,-0.0737858409802763,0.006434702009187178,0.008074487128060217,0.0329450437304259,-0.024573229382832216
ALB,-0.03281046817329055,-0.05595099838739764,-0.004135816166915301,0.027287725195733872,0.1666905312665713
CCL13,,,0.05198111666950463,,
EFNA3,-0.04719991613043282,0.07980735132704761,-0.012806154340241328,0.056438005008465714,0.027794660197950325
DRAXIN,-0.05542550459072725,-0.0214152866839944,0.014228543174156736,0.1116802413036635,0.009147777510241626
RAET1L,,,0.011449044351763638,,
NPTX2,0.04923818228906312,-0.046569513125213964,0.003366959370048831,-0.034605184477728645,-0.016362427382112757
FGF11,0.0050178122630281825,-0.041789933128554516,0.06058723440233739,-0.023511557223933128,-0.035875171653046725
CD59,-0.01280143544816484,-0.01860004963024718,-0.07424133341944554,-0.00966442119199786,-0.03894829118289758
COL9A2,-0.004694618700947015,-0.06903841234599094,0.055007985959507816,0.060474667603901244,-0.019194577505334227
DLL3,0.03904565555173831,0.03398273970404356,0.014858919490433215,0.07601329537102754,-0.038396342671353244
FGF5,,-0.015044917180674324,,-0.06603731852356429,0.05751052245791478
LIN7C,-0.042879374763398065,0.07299526931732825,0.07760744738876037,0.03221265892362356,-0.02458401507515083
GDF7,-0.0016764113062733266,0.049414242995469614,-0.01480217265200029,0.04577373891194501,0.005015222613642039
PSPN,-0.01951777023138049,0.07157932053979016,0.007248846987275101,0.09570444244050973,0.060038143150658106
ANGPT1,-0.03551829718743078,-0.07174614306626263,0.015597550312420003,0.05824694448483292,0.02116923750842888
PNOC,-0.03187974912765045,0.11836418102252304,-0.017548580247205507,-0.031616891167516585,-0.023256281777634506
L1CAM,0.06247315913949169,0.10892696307814109,0.07928189909255338,0.01713789571709865,-0.05910997084948866
APOA1,8.999917148832265e-05,0.07739725690233885,-0.04109411438608958,0.01580560904099112,-0.02953022819378414
PSEN1,0.019416066778178608,-0.09132200684265901,0.02871490776819913,0.027489186564919575,0.03860380824769704
CALM2,0.0014184028551587186,0.17743224810095165,-0.02961114872191371,0.09584416700354925,-0.00719160579969363
CLEC2B,0.034561188499499865,-0.06601773353710583,0.015652110523570795,0.0207553692684247,-0.03525903318489099
NTNG1,-0.03137401131254593,-0.03323219181497605,-0.006026476464975781,0.05488286952754589,0.013091123357795746
LRIG1,0.05775029385175203,-0.03653620477785426,-0.0037765094672117918,0.07693819150937935,0.07997560154883308
CPAMD8,0.07285781768293173,-0.002273249275667766,,0.021254497996049827,-0.021554566184388863
GHRL,-0.03169084469077317,-0.016779384458229695,0.07851489573539136,0.05539337357681843,-0.019000574367749223
NPY,-0.029140583475200352,-0.01805690063639026,-0.027191006730854818,0.028848375277168086,-0.014099119953556628
MMP2,-0.011953667037083523,-0.06498751453913916,-0.004198746183923369,0.02719486249046453,0.03580086345906994
PPY,,,-0.032463403949979854,0.001968585236085007,0.057411627170522485
ALKAL2,-0.029745809557483596,-0.05917128237408691,0.01317430212653388,-0.03588136265174331,0.017138335360461464
CSF1,0.010445592991646428,-0.05485869115952273,0.016167573775255507,0.07177617184560536,0.015539208440613801
SEMA4C,-0.0337618752206953,-0.03207239266283885,0.032146813770261636,0.08524615634032956,-0.05395684887081463
BMP8A,,,,-0.027495454674949946,
ICAM2,0.030978052408004372,0.0020396068035167672,-0.03436050646810332,0.03780861238850473,0.011019701817734567
SYTL3,-0.019439896682316795,-0.0428097356038161,0.007914956405791741,0.03519406027756957,0.0543698804120901
IL1A,-0.023081110324379334,-0.037110785784307,0.009151415426635019,0.03741476675597893,0.07357024188487347
HLA-G,,,-0.026845869747060644,,
PGF,-0.0023860679015007534,0.03071549715870844,0.018333158314608477,0.06883615094619498,-0.0010975645982757778
LGALS8,-0.013511540096426316,0.057967042444518384,0.04213531726540761,0.02638885441726021,-0.008744912960744098
DKK3,0.023850970267372148,0.16579018431972647,-0.015800147862652228,0.05979595817775214,-0.052349777938550585
COL16A1,0.05614628209638455,-0.031692149580413935,-0.04293986380985244,0.09090193436228314,-0.01485280330931392
TPH1,0.028748257179338776,,-0.001450712099448931,0.03498270199528678,0.09056963178540658
TNC,0.009310844968209261,-0.11156867603437556,0.04248835789792251,-0.020415538796521394,0.01170306903752946
TNFSF9,0.11757949854317581,-0.002521544011037727,-0.022875962012653475,-0.003193513907504815,-0.025528181630958338
C4A,,-0.01810546617446053,-0.014958285929782813,-0.025862641115712685,
CNTN2,0.039450339867163,-0.14948227634543013,0.03309936137031309,0.04249991138928569,-0.046297274253640115
F7,,,-0.014802174083334216,,-0.02664266186887959
LUM,0.037928454391642795,-0.07054814120611817,-0.03981500282044844,-0.027889812929209643,0.014780596765136664
IZUMO1,-0.01898022949387788,,,,
BTC,,-0.022065612244743342,0.09178222961517969,0.08951374783797489,0.05563346029933977
APOC1,0.039652483217327006,-0.14791564347732275,0.007678453409654271,0.0537607465202002,0.02310564157302658
PKM,-0.025030269854040034,0.10255847017801054,0.06662859974903505,0.003272463338137206,0.007917706410825136
TNF,,-0.016242229251786356,,0.08064693740309817,-0.020735762810937957
GNAS,-0.09389076645565629,0.1508771939305674,0.06174172895617755,0.12587512015193603,-0.04976123596667244
BMP8B,0.04478973368639979,-0.05422724519331836,-0.005725994772589778,0.03230136739484468,-0.04965436056516163
LIPH,,,0.009954939908923948,0.05330559834844071,0.02710807781847489
CCL28,,0.11871838539822338,,-0.02135028000904948,-0.031372294197972016
PTPN11,0.036296954427268324,-0.057408888365621344,-0.020012385336114817,-0.04492429850658258,-0.027348910045338612
ADAM12,-0.01158730724717927,-0.009998573059264977,0.002645655824495963,-0.006017425394189255,-0.015000461882946096
EPO,,,-0.014161714681120376,0.014768894192836253,
EDN3,-0.02789598068254438,-0.007653531805954389,0.023840442917500485,0.00047435439234294163,-0.002312792432552884
CCL22,,,-0.012426288135187253,-0.03508401346439957,
CCL2,0.046976918709801946,-0.09647953711540964,-0.07390731930801633,-0.046035734329971115,0.011700435789791198
DSCAM,0.011625676639317897,0.03319574323912253,0.0036119256861168792,0.04293711036065678,-0.03371104897904644
ANG,0.016210607372994564,-0.04898707456444691,0.0330364074615334,0.04878417820402262,0.0006820316039821781
FBLN2,-0.026155913899587345,-0.013055739987922099,-0.03077643431957234,-0.0059744539175007215,0.03152052538932154
VTN,,,-0.018337509105633813,0.010576624300023202,-0.033613027060941804
VEGFA,0.05020726650351188,0.04436444783688569,-0.010895877175336684,-0.0683262458253735,0.05335869311475331
F10,,0.017687124285659477,0.03943233640886179,0.05527868510693276,-0.027299683463371187
SERPINA1,0.00454624688085162,-0.08209389813202289,-0.03541608260566408,0.02190285584684673,-0.011724302816925582
VWF,-0.04205825317555875,-0.04180659984821337,-0.09588108670902984,0.011143623395801796,0.00040650640693548916
GDNF,,,0.1268583906096655,,
VASP,0.012591456714742759,-0.03943571208720966,-0.05320661581301853,0.045239838209527976,-0.06358334257864806
ADAM15,0.0009717244020543027,-0.0566742740965747,-0.027030301211542054,0.046373954770745275,0.07691113040043122
WNT2,,-0.025471360001234768,-0.017004304486361838,0.07484282488735222,0.042552780636962426
CALCB,,-0.017052301381917996,-0.022121214357192512,,-0.03194472969492664
OLFM2,0.0027842839980103807,0.09124920288634719,-0.02038887087376347,0.09794722795865658,-0.005919105667857599
MFAP2,0.07991340003030892,-0.019823603577681037,0.004880800282145539,0.022462371925480767,0.01726709127806794
HLA-C,-0.0753753078185956,-0.14777438197997744,-0.025323101282873874,0.08647449317679358,0.022121095248428497
THBS1,0.005872900979722295,-0.05085688446227397,-0.037716715634637146,-0.09859022843485675,-0.018535464440416115
HSPA4,0.019682574809549797,-0.0001806725741181282,-0.056358981459858536,-0.0058627534210473065,-0.049076294487025454
LMAN1,-0.031682143303019696,0.01789265867079836,-0.003543987993682579,-0.05779780571960536,-0.08557953134130195
LYPD3,,-0.020519461765203036,-0.022555122438445506,-0.01254279330968493,0.03872057252926914
APOE,-0.020689855420672303,-0.15984251381747436,-0.010520700594967087,0.030211380703539188,-0.09792459687722345
SOSTDC1,-0.01986353498142437,0.08998607299918111,0.039912862999156334,0.13099065442828464,-0.041434180340622226
ANXA1,0.031445619478017904,-0.11800406121428261,-0.02131803788616996,-0.007534095204348599,0.03022649849121117
WNT2B,-0.04428919575558105,0.07023829756568335,0.04545093851606858,0.06999841395716538,0.14548290643086448
AMH,,,-0.033950604190560764,0.015672350201828403,0.05490071460774405
GDF10,,-0.05071758062409958,-0.030648851671528667,-0.059988440547800656,0.027142657662424897
EFNB3,-0.00453221700676854,0.1472152479559109,-0.0021737265241104646,0.08104170265575512,-0.017060586785926438
LTB,0.003884197627290857,-0.037250163363824876,-0.030225442269443435,0.02401571641953313,0.0796109681834993
ANGPT2,0.0071180767057427465,-0.05556551496043108,-0.0553354338032216,0.04712208250313224,-0.05139632082444446
NRTN,,,-0.012609990773317733,,
ADAM17,0.015038425190811002,-0.036835827486251346,-0.016976554010315555,-0.006263854280478248,0.09521617890226461
LRPAP1,-0.0522380726175588,0.03793680039028983,0.05142297143951452,0.01933739320743653,-0.011185634718853876
NID1,0.03459488363829,-0.043864460553105285,-0.04535014150071485,0.0049929118936167674,-0.0061349512886813345
MST1,-0.00426821052487401,-0.03640810341261898,0.032441371357155024,-0.03220842061885773,0.015418017538956824
DCN,0.02053002386846315,-0.0801049016206992,-0.04155595981482173,-0.06274335612716238,0.011442741720547465
IGFL2,,,,-0.044735311875448984,
COL7A1,0.1288202385362584,-0.039565297652179435,-0.03690408312880491,0.043904002582589044,0.032101681208088886
CALR,-0.02642206994468912,-0.07049622594682925,0.0049383213562550115,0.004448730526699344,-0.005658345899639423
PIGA,0.0033506556454261927,-0.055465906257719425,0.01970170576423702,0.06920898913258258,-0.036568615326582475
CD200,0.025637342877778257,0.1207393119421974,0.0006236870070323593,0.028506900705799657,-0.047931771236335595
GRP,,0.008913015737037906,-0.013831098770735508,-0.02694005544800902,-0.013557438246567213
CDH1,0.036788703604203,0.04086006339455583,-0.013373152487296945,0.012480530325960262,-0.0005793660751033732
LPL,0.07263286147121298,0.02191722034935016,-0.03443045390800036,0.12125481655675605,0.026720711216942347
SEMA5A,-0.029981348307605685,0.06343891592473136,-0.053129954153613705,0.07344544935544699,-0.02659936351166691
SEMA7A,0.08180621450536676,-0.03799780602964381,0.019002513707316065,0.06671546779842305,0.000788549346056544
SEMA4G,-0.009761595959399877,-0.03794148202124721,-0.02666598243619368,0.03766864341711357,0.0039591832233673045
SEMA3B,0.052855499569845706,-0.16897822184658504,-0.048388547984435024,0.010089915659974472,-0.009477730689785125
RPH3A,-0.008494435581909975,0.1209649927182151,0.021601593549545235,0.13786117967721348,-0.05965833064725255
JAG2,-0.003825515220534515,0.10107800138838831,0.01180896548246586,0.017207402231592554,-0.009181326058062302
CGN,0.018469891437420623,-0.03467916273617262,0.01932949107186685,-0.00013963117685856184,0.033853726279909936
GDF15,0.0002268755549139809,-0.03996400968651809,0.00012975561968971077,0.10416974463082128,0.08508835663158022
SEMA4F,0.04160308781383147,0.036703170629834414,0.04271373260228538,0.024398391391246645,0.01784532252746662
NXPH1,-0.09274913701954093,0.16379953226485935,-0.021190393706197214,0.07702708533024452,0.012401795164731342
ARF1,-0.0349614714260362,0.054451264299851,0.04761313312912702,-0.017530494785053675,-0.029956055321019512
DSC3,,,,-0.0037309703348484225,
EBI3,0.06527472828536952,-0.03626986522568858,-0.008801290010478701,-0.00442332916599593,0.03590883095776905
TIMP1,0.019195021396129896,-0.10876361091834096,-0.010309728022794775,-0.03629246482169492,0.0044931937705635985
SEMA3C,0.0770048105872652,-0.04065924061265152,0.03580500090640705,0.009768034701831529,0.07270554371056727
GNRH2,,,,-0.007256811737580212,
