,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,0.02700682351474728,
BMP1,0.007104302135704827,0.011176341637315209,0.0877021914359155,0.006018467782841012,-0.054508109613051574,0.0752198282483204,0.01087535423271237,0.02005702700507279,0.03908195421247812,0.03077445056425839,0.011957547131146265,0.04191264255494049,-0.01292818576424105,-0.01479819763389277,0.004621099258029237,0.015292642987579515,0.028471635018538843
NDP,-0.0050108374602604935,0.03843187191215542,0.05490228740481976,-0.04806710282283982,0.0017180378509198807,0.014794786100104273,-0.03846618713839852,0.004520956269307076,0.027467830072824422,0.03590168508997831,0.0153936165118484,0.05828174186820565,0.07044586818726545,0.03857901014434189,0.004564822810584234,0.08944291020489438,0.09415170373711325
TNFSF18,-0.02115380653898456,-0.02016013215446409,0.0010581601726164572,,,-0.013633041609088487,-0.018525842379844296,,0.06942987108184588,,0.033146989329929155,,,,,0.050921514950359535,0.020618686054416847
IL36G,,,,,,,,0.0811756191474816,,,,,,,,,
RTN4,-0.06265043306243342,-0.059168969359571486,0.07594341472157758,0.027125560688016224,0.01229144446128442,-0.11110245061414348,0.013634352646328863,-0.11139553062691264,-0.08543275139252555,-0.16454667776608195,0.031243759968359205,-0.06614910248681133,0.02203711331465281,-0.057654658475698194,0.03459085862028512,0.026148850645759038,-0.09371310870234617
HEBP1,-0.04691785686806855,-0.017899675683279874,0.0060260337731840455,0.01072762397157965,-0.040961635851292956,0.052260039828214935,-0.018787240333956248,-0.02113526001798887,0.04361739163365003,-0.016908692171409136,0.020464500442635078,-0.09555857843152522,0.11677219888876807,0.05837873915294755,-0.006462719192756486,0.018894039858293403,0.060468214564202045
WNT7B,-0.018635841005200295,-0.034636443413237746,-0.014528403870704205,-0.03572384709388258,0.014700843779705278,-0.006257601233557473,0.011216733207841584,-0.022576404142534777,0.002601233595416176,-0.010160486593857494,,0.015235639368004738,0.08988101916490204,0.005167053561216622,0.02442012237650313,-0.030921703559289904,0.028541080964718617
PTMA,-0.01865441114790582,-0.0673086774918777,0.03492886466568819,-0.04619722009055248,0.005846360296811807,0.10689727125107899,0.0257452973692913,0.06114238254881554,-0.0905040804592913,-0.059248147857360496,-0.004627621290121318,-0.15200807613297174,-0.021284661782110772,-0.03993948847743955,0.02133271600822328,-0.04158820763005572,-0.07223403022731867
FASLG,-0.018635846273504803,,,,,,,,,,,,,,,-0.02975704523496514,
CEACAM1,-0.0074766463917889416,,-0.03914870728506267,,0.0372052468287301,,-0.019553047482127557,,,-0.0812899050505775,-0.03279144255851672,-0.04866886093195013,-0.013511940625530742,-0.011682582589884194,-0.018811729374885736,0.07041730210271353,
PDAP1,0.039291187069398104,0.026655196470965876,0.12165390682305793,-0.006060229519557933,0.0687821511521299,0.040741288853875984,0.005130503307164846,0.05244919037051666,0.01821688498148495,-0.07224997882878803,0.012460479558910924,0.09675702022952358,-0.000905146854937086,0.025208502762541978,0.04712824655098045,0.014146365156214409,-0.027313876194367658
QDPR,-0.00954808942292234,-0.021494031745109717,-0.0012102218834678159,0.02674037953210127,0.04044822215324744,-0.04310041825383072,0.0193531047870797,-0.0025599761092384,0.02443099258130688,0.01809004935312899,0.03618039726632083,-0.20896418699674005,0.03210416290099966,0.04826871277690089,-0.01700034434994346,0.05554820784158898,0.023178511234986546
POMC,-0.04138693898305609,-0.0380656939652818,0.03362809040672913,,0.03926797345931121,-0.03596671341855595,-0.021495922508464747,0.042682026293606505,-0.003768693540462153,-0.002470012622271401,-0.03756036432166918,-0.0017131762789515984,0.12783784512894433,0.04093673509480516,-0.018209442471139838,0.012578813787552474,-0.023925281917657443
CCL18,,-0.02703639487041024,-0.018812531011477767,,,,,,,0.1038496187261051,,-0.034507022593585804,0.06396889830567433,-0.040200960340816674,0.02148350800370209,,
CCL17,,,,,0.06946773698457999,,-0.023105332318388416,-0.018764352773273686,,,,,-0.0205794578393659,-0.016967112962398646,,-0.026971419205514865,
VEGFD,,0.04497580498174834,0.07758990923704812,,-0.033010037883044456,,-0.024616777309347797,-0.02011033806173495,,0.13054960616838088,-0.04457924757227749,,,0.0030844023197049023,,,
TNFSF13,,,-0.017109921183199137,,-0.02043745820687981,-0.013221206347905374,,,,,,,0.062055670960699416,0.057568936654994504,0.08376350833693676,-0.02400670692992008,0.011609076211375462
WNT5A,0.0023351721689097438,-0.07005596894356773,-0.011451625632114791,-0.04867854469964561,0.03164388274491495,0.11794585700304398,0.037671819129782125,0.07094008433864976,0.027886124132031048,0.0037133925608314943,-0.03827652021092609,-0.0003027712329128864,0.010869553339718537,-0.011944314250216782,0.01400206694857661,0.03864185794037744,-0.058980573531254285
CXCL8,,-0.08615530873455071,-0.060712276890482746,-0.07503441547538671,0.017602597312807913,-0.01880630851361574,-0.046336654306433175,0.03668875977592103,,-0.08270430296091626,-0.05813341765807871,0.02065376432276569,-0.08393417212748722,-0.07310910005164588,-0.053964946725505086,-0.04149498695290104,-0.005614854769794991
GRN,0.022981627245448236,0.009744307125039885,0.10036157749937925,0.07209135275215912,-0.048929935741443525,0.08005412531874641,0.00047160209699670933,0.019132031955227613,0.026121294736647416,0.024750848497899325,0.0018651740167182156,0.12164615054995458,-0.008731023839376259,-0.019316469580111822,-0.019595631743004337,-0.013443688512890042,-0.057914631187811
MIA,-0.024392715390146757,-0.017557883245509644,0.015092860604556292,0.010250048186132702,-0.04848274469568332,0.16055275984132567,-0.020962490407428543,-0.0017759222002155224,0.13115575490412537,-0.05173143113557397,0.08123866796857815,0.05166736332367944,0.18186404312754337,0.10061394351812536,-0.03715470271104036,0.11454153066158754,0.038404095021507774
COL4A4,-0.02158258075049148,0.049880332960649774,0.046779997278745045,-0.03622684760895016,-0.033313641464696404,0.1030441449991271,0.02101379792394345,-0.0014807810466675793,,,-0.03490642880311169,-0.043627658390390886,-0.012671309933896258,0.04756914340425633,0.08269972729993152,0.08108235930769732,0.043038943309431754
TAC1,-0.01863583613450764,-0.03840606627496549,-0.00468928533865168,0.009110905287141579,0.000411847068615497,-0.07326869898257203,-0.011958958909959468,-0.04734774408113549,,,,,,,0.001768792615143545,-0.011177742295004409,-0.012691003265544565
RARRES2,0.018991833092590265,-0.03046229489691608,-0.022160878159424698,-0.0027378082566956704,0.004689079936763694,0.025654243715969846,0.014555775972944584,0.02939450023019672,0.07392850696983405,-0.015100837350662952,-0.09766103300965236,0.05220658985180712,-0.03931679114398029,0.009570219695280643,-0.014741357423204234,0.032302995755064026,0.06906883530203138
FGF7,-0.05342213468279675,0.023664043235242495,,-0.030865517287635067,-0.006156614541254175,0.01617614237277477,-0.014802611545408245,-0.0002754159859793002,-0.040791713242019266,-0.035873221835173705,0.04097610452329655,0.043268315595350174,0.032032611496951253,0.04204774599037859,0.010439298384760388,0.112534488835637,0.013964679039355141
EFNA2,,,,,,,,,,,,,,0.006817370340490001,,,
HBEGF,-0.018360272503697476,-0.053371796002748564,0.030818382886046776,-0.05640201742961702,-0.028191822840969515,0.11083743065826217,-0.0073735755810412475,0.08693240183278816,0.08309079707675501,0.03489519951103205,0.048914741358913265,0.09412444762057601,0.019778837254796167,-0.04163803042101121,0.017286069277633785,-0.06401793223877361,0.03728104949369184
CSF3,,0.05011645168262172,,-0.025357416250773,0.11251472018008804,,,,,,,,-0.06639618359463627,-0.07494890465080216,-0.02696918371603434,-0.01386002026182427,0.05628863741930542
PI3,,0.04544919500209381,-0.051396349693583476,-0.02277965476242429,0.0033515430383064073,,,,,-0.013495507046309621,,,-0.1083309199647507,-0.10205772406961335,-0.058449587787628286,-0.04789084104927516,0.032925836094185805
PCSK1N,-0.05218959884885336,0.08176651878810344,0.07414251418202891,0.019943029539665195,-0.0516562026624923,-0.01003414265969527,-0.009180421157648774,-0.04965420572151465,0.03960577682920946,-0.05038804247982292,0.05905338127559471,-0.016020259430699218,0.03403911389608105,-0.008933291901635606,0.04341311103493159,0.0570245954495462,-0.120626057756172
NTS,,,,,,-0.015356581592994455,-0.007803449033250825,,,,,,-0.029066883479975034,-0.00396934469349975,0.12642704610279662,-0.020936125487423605,
SFRP1,-0.027115612312958923,-0.047347809634407406,-0.00568965733647708,,0.14489376533774326,0.00040348975650577977,-0.033687829666553336,0.021721633209963447,0.06648512673947474,0.008088956432172102,-0.019608683607195657,0.09963831481540578,0.019659615770687314,0.041367335931617864,0.030138457256366023,0.014530231769510406,-0.06661574795977113
CXCL13,,,,-0.01841248455835604,,,,,,,,,0.02909711034875791,-0.024402308031880975,0.052725579408462994,,0.055077495057943904
MICA,0.01509973619238507,-0.006647500973386852,0.008337456358368344,0.05553666823639476,0.03791703643258894,-0.032594848135874245,-0.00483284687107301,0.04349858947251254,0.006146856627872643,0.07360282399581365,0.006170175608038487,0.07660419096629426,0.07490767396148876,0.05159416610729712,0.018157072302002204,0.04569490036745881,0.09502633045175918
TG,-0.021582575886773807,-0.024445226679993628,0.04955208018482105,,-0.02789893773068383,-0.017725543357080223,-0.023277747924286638,0.07165906448014868,0.02399593861282835,-0.02053237445627708,-0.005424200903583396,0.057771020492811936,0.004967320916464722,0.038926935981118016,-0.022196052622437453,-0.055379066464690985,0.007993401644379486
ADA,-0.03351334235961101,0.030493915791620092,0.012658862093119883,0.06510731817285616,-0.04365045412134999,0.1196477269319726,0.002513990053560571,-0.015792718169264145,0.03388684005827037,0.11410100174553246,-0.03216801681615574,0.030321575312698013,0.004866408608506905,-0.014756696894003156,-0.025467733247787623,0.04579305361722086,0.16061790269707496
LAMC3,-0.04826190642834333,-0.005396602386249681,0.059677821006909694,0.05069658116543837,-0.07567093477074704,0.045455588395513336,-0.045080193039655776,-0.027330755745017112,0.003175109149808129,0.12970109775520816,0.022794172903093227,0.04850549463464291,0.014187748071681619,0.028596165484729544,-0.002563921693056515,0.025738085273621973,-0.025314176283518283
CCL7,,,0.013711013128893258,,-0.020170887404333995,,,,,,,,-0.03084386372337995,,,0.028286265441926445,-0.02231647904990107
NGF,,-0.01766721466365188,0.04050239584027588,,0.018264474337950812,-0.016914922655138144,,,,,0.049532327218278605,0.08793546923480891,0.026476142352388116,0.02320961680150326,0.005716224263702393,0.006435412237372091,-0.018452112458642686
TNFSF15,,-0.021856549467507556,,,0.06605026981848422,0.03239902915495376,,,0.015013404876086421,,0.1356194507430116,0.03211492700706827,0.013009043586946305,,-0.01674740008390088,0.015511328057166773,0.05145860382256278
HMGB1,-0.06364801457480057,0.01731198936280007,0.07228472145316397,-0.032442828799450235,-0.05605551510548312,0.05051516882603058,0.024602980811130416,-0.026083293867327922,-0.05893873136744157,-0.035071905983705375,-0.028420344127366673,-0.09672131098471225,-0.04106887845347767,-0.03955523446346928,0.03728787054130628,-0.009658835062338793,-0.06422417908270384
ITGB3BP,0.04271923777239555,-0.03130419437505189,-0.030894872164612636,0.0391368520997709,0.008893719177748644,0.08282167049937732,0.020433565246429537,0.018324045217227462,0.046290479995172086,0.014037473100707897,0.04760750694704709,0.0849896693706337,0.03335289143794509,-0.04587313382529196,0.02031491334206014,0.020900066193514852,0.01320602900692698
AANAT,,-0.03166568875105915,0.01609435534400724,,-0.020437460388130824,,-0.020933814743893275,0.001458045872138978,,0.014315100169640481,,-0.03594051050143512,0.004584917738195321,-0.03425086178972332,,-0.03148418359679224,-0.016048194538903104
RELN,-0.017892527610674832,-0.030462098881833523,0.050386375574218406,-0.028556325123374665,0.07179431745886719,0.028041696516832863,-0.005760002278800795,-0.02786600951033253,,,-0.02052043953036201,,,,-0.020229044346617812,,-0.013558471050799586
IL15,-0.040540339648779275,-0.031068707793105478,0.05326255955399383,,0.0345255573930802,-0.01461430996546371,0.004928826604480863,0.0052365504965033215,-0.056950475721496835,0.02490396345579992,0.06153185178138142,0.1651388142252402,-0.04957277810832022,0.004653259953694705,0.025609055378349222,0.03815401171146904,-0.00430226665694422
UTS2,,,,,,,,,0.04963284163680258,-0.06895506967820975,,,0.05338800746211174,,,,
BSG,0.006704420718571033,0.09717429613444545,0.0755449810589976,0.009284390373939369,-0.00035029940463277714,0.03574315158646466,-0.0524169874170579,0.03683237124852422,0.04511834997868352,-0.0841228164608512,-0.000532585600589007,0.06564503049199438,0.026185581743252164,-0.04535895640601997,-0.08534807528301319,0.10162540604003156,0.03261611735307957
ADAMTS3,0.10917675874497264,-0.03308472875642879,-0.04131889576104265,,0.03773262920506395,-0.023539425618505045,0.04659934106065874,-0.03879111394021404,0.07282823599853147,0.03917808238403753,,-0.04303510242983145,0.017574843656467946,0.06474659862478004,0.016649600867116386,0.11288119133642295,0.00040368802478355095
CD34,-0.034292353635331334,-0.026911857009716298,0.050966623272961906,-0.016121538533075665,0.0017677046473679168,0.0011990443028719127,-0.02607146454578126,0.01833002099899975,-0.057762915932493726,0.07938785665828924,-0.02658208939463487,0.0006844512723837848,0.0640000646141658,0.08007212037483513,-0.029800964328707966,-0.036316321984904754,0.031019161509149847
