,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.02216677266442007,,,,,,,,,,,-0.02350782238400547,,0.023029046614605423,
BMP1,0.06588309029023365,0.05802790933572103,0.10206047165739607,-0.0663910568382576,0.06445519415242436,0.028867740122497237,0.056740316492817855,0.040915333154696344,-0.025742257128993553,0.0199461198909516,0.05731222331260332,-0.05539669590430782,0.070129630386675,-0.018289285373167888,-0.06535418752599251,0.06265306168377016,0.04508731939646793,-0.055184851791856,-0.017407344594293463,0.06587667296622478,-0.020709202867378696,-0.02989617486948591,0.04238686329066804
NDP,0.03496562888652861,-0.024619671723206185,-0.0256403093471809,0.07103455808546191,0.023537108663411677,-0.004462875205682697,-0.027036270770683237,-0.04400878278462818,-0.033062632781389455,0.07905467441555054,0.003224757583096199,0.021951638574208194,0.0743332631140263,0.03671879084547429,0.0793267960570101,-0.011116422395311456,-0.009239282295901388,-0.036834355245692875,0.08517246810017463,0.032392140229293674,-0.022739166684998802,0.10933877959062759,-0.03161718393017598
TNFSF18,-0.008890847904583466,-0.01958114284967172,-0.02723213112352285,-0.029043201977678405,,,,-0.028598492291751605,-0.032916991941912666,0.09630570532719886,,,,,,-0.042222308387925275,,,,-0.024243202287192546,,-0.019572597456005283,-0.015331304803672039
IL36G,,,,,,,,,,,,,,-0.013752911436744552,,,,,,,,,
RTN4,-0.046622804795877965,0.003091297893437742,0.06702277266943293,-0.0109330890741976,0.004945823172594086,-0.015827388669720003,-0.06540096757144977,-0.009784394384069386,0.07727211883299422,0.00936597019440368,-0.020560333713370137,0.0833511505696057,-0.0027701983517302896,0.0016866351715827059,-0.07485224458013501,0.02518981644558576,0.013729948499742971,0.009699548623587323,-0.017034312709852152,0.0023217972385513757,0.13855607139157397,-0.008920991130100213,0.10781488587429426
HEBP1,-0.055958946049700094,-0.06387617408769827,0.05813864042261996,0.03335589293985078,0.054399638398460015,0.04185770725674068,0.018403753092565873,0.027212878023909478,-0.01990369109404392,0.02125015783948235,-0.015057026549452759,-0.09595436220848008,0.02177336657748302,0.03608923208500106,-0.0027272263799696015,0.028497966875551582,-0.00993239331702564,0.01818063124044759,0.0471958077446022,0.01593107655624828,0.04416530259316627,0.05206019991544308,-0.06845280871555093
WNT7B,-0.03149953653704554,0.02595343683783214,-0.014947738914820445,-0.018040736765387904,0.0014128999584853367,-0.0028777957732481563,0.004446031834240875,0.0024008035769625823,0.14142185711686583,-0.029171006521779525,-0.01413796999500254,,0.008447469898583719,-0.015116034573743229,-0.05731183671922123,,-0.04110123114616387,-0.05395439653502463,-0.0031059852197667438,-0.03942567370242713,0.04340572158799829,0.011034986688780984,0.01270699018053548
PTMA,-0.0211152527510253,-0.04970733997647738,0.05191912881254239,-0.04747512065255503,0.05403057321512962,0.0477960198648173,0.028263777433183795,0.03724083599423065,-0.006379612025122808,0.008175704847874766,0.003133513888621989,-0.12511485486374932,0.029911988786141326,0.03462265054411764,-0.05554856746917473,-0.009045733262070794,-0.03973915821808208,0.019124808095474687,0.026908348559626556,0.055476860063653946,0.04462280351831793,-0.08620828423079495,0.007642437120505411
FASLG,0.0008880735089578075,,,,,,,,,,,,,,,,,,,,,-0.027139305831309603,
