,UKF269,UKF275,ZH8811Bbulk,ZH916T1
IGFL3,0.028642877589731747,,,-0.01571476840450203
BMP1,0.06226824975102662,-0.01684866135475388,0.012254330556596164,-0.043683387145996684
NDP,-0.05402618399246076,0.013994985067035602,0.052233585723001956,0.08793078870678381
TNFSF18,-0.0247236562396351,-0.010647509681371023,,-0.02650800478619414
RTN4,-0.060039307070562944,0.0012353505230653713,-0.028825909071639084,-0.05943679657529923
HEBP1,0.0013085892941495268,-0.05073554564623799,0.013394964089534826,0.06994868473850649
WNT7B,-0.02492822614223947,0.00011127207531801531,-0.03132425339838525,-0.033541848495956796
PTMA,-0.03947799269503114,-0.021307655866995345,0.018116307950021077,-0.0780143810727625
FASLG,,,,-0.0136294132760539
CEACAM1,0.027492775160492058,-0.016745996129576765,0.011329370170626497,-0.018963326777189923
PDAP1,0.037867637036744124,-0.005121114038717394,-0.019340581872501025,0.006087844856832708
QDPR,-0.09344602455880385,0.002601347925560183,0.018599609105149826,0.003212269306288329
POMC,0.043984699084073466,-0.012354528249030876,-0.03554994068800247,0.03828722315482171
CCL18,,,0.0537429313917967,
CCL17,,-0.013279517579130084,0.10648633253249483,0.12225237568581766
VEGFD,0.013192120695140365,-0.014148202783512946,0.01118183014023504,
TNFSF13,,,0.04506490494245527,0.0010459807133337726
WNT5A,0.03648568294527611,0.03444642292287483,0.04453134282062412,-0.008678215574955114
CXCL8,0.0036111791454546596,0.029178529029879514,0.024933350587644537,-0.0004629092024195519
GRN,0.052350560630755875,0.024684675916843257,0.03220858222725155,-0.021695701969683776
MIA,0.06530758571320355,0.017241483284669755,0.020015524143872934,0.06268520748849646
COL4A4,-0.01640661323008092,-0.013864227203243833,-0.0242977758021437,-0.012308177447570979
TAC1,-0.00039189993957230377,0.017016273735600523,,-0.01623997434766482
RARRES2,0.05280007468776899,0.0371157462012478,0.020121156004677766,0.025655438052540187
FGF7,0.0174558104423174,0.027014408119556244,0.03757390924355312,-0.012208233910691346
EFNA2,,,-0.01442295731423432,
HBEGF,0.0012225819079978736,0.01994054771800499,0.020859684384152206,-0.036045695007651486
CSF3,-0.017357881009334615,,0.00072437174467515,-0.013006363738013081
PI3,0.020093591480864415,,0.0056304796069772565,-0.013661696612068522
PCSK1N,-0.004297835318829424,-0.011133578432118051,-0.03310018312465028,0.05494348611494241
NTS,-0.02133492376366882,-0.015838267966539643,-0.017571636537632846,0.06663606010593083
SFRP1,0.02347771874680216,0.04471026326723371,0.06321439279574578,-0.01881308239582612
CXCL13,,,0.020613517980338142,
MICA,0.015170315547786842,0.008338771975738268,0.04133759950012693,0.027732518634085386
TG,0.01619629411072032,-0.013378611417638507,0.015526687976556675,-0.025364890153893493
ADA,0.030175448651558964,0.017051587802161705,0.05133082823112749,-0.024473521179627908
LAMC3,-0.0031564783542317324,0.014314635587755047,0.03555248774739508,-0.0128848413561302
CCL7,,,,0.10755117519132051
NGF,,,-0.014229088502957014,-0.040806038054363815
TNFSF15,,,,0.011557154497185718
