,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,0.06055789542443441,0.0013929987822860485,-0.025449672015727752,0.006723528233055834,0.04178712439457436,-0.01578222079674616,-0.027875741769886345,0.017198757982835395,0.0041252850738989835,,0.005794329122172265,,0.09466881531459845,-0.008972007916055489,0.016170219717752544,0.009132565095260123,0.041017965025718965,-0.044580745298018934,-0.0005017244585028677
TAC1,0.00823930031004813,-0.026130509162538014,0.019817723375741354,0.025605716525414185,-0.05270781806017307,0.0038912421614477463,0.06130300216872489,-0.0032777295859630247,0.008999605292064462,,-0.04163746230456592,,,,,,0.004686090082306835,0.04937001232867396,0.05785046664543043
RARRES2,-0.002354308360149781,-0.018153601360355414,0.02581238981922835,0.019868033131983702,0.05730328560563521,0.02596220186517282,0.008022084224452929,-0.017925148381691434,0.016479030444316686,-0.01625899162687562,0.03458900525076415,0.09004949712375569,0.002615509746223215,-0.03548983900950586,-0.03290394556948077,-0.026544617669051057,0.0351791623626182,-0.013221905313056045,0.016859013533770777
FGF7,-0.03668975877884145,,-0.019206262127809796,-0.021533013071446987,-0.011724875474170511,0.07125569720752195,0.055830346537375515,-0.009533722974823714,0.019171842357547764,-0.00844575884807122,0.024312561285725856,0.07895279726021899,0.03394014238345187,0.08451899429239251,0.05455665157974263,0.03451230572964107,0.06416257162352745,0.04275166519389716,0.05566735593413215
EFNA2,,,,,,,,,,,,,,,-0.034171867875450214,,,,
HBEGF,0.06875933386563429,0.040322360241234055,-0.04727482061186477,0.06041236021024046,0.07678703474122013,-0.02664432899621363,0.029573607159545486,0.0017099678815581374,-0.020899495040108424,-0.011576373813486706,0.024342502083095217,0.024001298638565604,0.05211886361267554,0.028176636127292088,0.021876950193295157,0.04031824159358757,-0.024216556673824715,0.01926236149572042,0.07370294415365959
CSF3,0.010786227104575,,,0.038809475605991364,-0.010143854328220332,,-0.0017221817165939326,,,5.3602208953290407e-05,,,,-0.04117526908515562,-0.0727313431261035,,-0.04068114368818306,-0.003445048077067011,-0.015175822492556031
PI3,0.031345119698138926,0.05006192866787769,,0.039057134771469666,0.04584859237067084,,-0.03320837928302417,,,,,0.015932163391255236,,-0.08093758432947584,-0.13171798997605685,-0.002415744612889015,0.015398275743227392,-0.044258637984786825,0.02749780050434617
PCSK1N,0.04359121587762557,0.0067430276414371685,0.06719251974284646,-0.034407671264954025,0.0033608022787573895,0.04242341721931337,0.0765567247615189,-0.03718753270151566,0.002306572688488389,-0.04031018515285538,0.0019294373798274108,-0.04455663865597826,0.1334411326912501,0.002292792797866979,0.030539949334943944,0.07006057174312821,0.046370715350824286,0.040693887110305756,0.013422616947861236
NTS,,,,,0.027293089564391883,0.05994605792953558,0.028521070533378372,-0.02587731448890025,-0.02180116814861798,,,,,-0.04580848031559117,-0.007946973644743976,,-0.015209539227976803,0.03604616809428997,
SFRP1,0.009099749777498816,0.023384495491691176,-0.043795081434545705,-0.01994676387702155,-0.02010235929893491,-0.037969067580765625,-0.019886795720869484,-0.0397067270658924,-0.004799375878029192,-0.04635363603107004,-0.035719070739195356,-0.03650412899405065,0.057223052427519565,0.059632190385622355,0.045101923718717116,0.00998388723531371,0.044769925827793336,-0.056721260268925655,-0.015611419486513449
CXCL13,,,-0.028728175039171473,,-0.019921694784099834,,,,,-0.0017540558107147837,,,,0.04529174479825087,-0.03826540745029787,,0.12768359597775195,,-0.00570282257736604
MICA,0.01110739999468477,-0.02648590056041039,-0.024871741629010194,0.018791544986656684,-0.007872758773555396,0.018065135576589807,0.03272203763144009,0.07272297387414409,-0.01004575122938879,-0.04218687744567645,0.05990256726403853,-0.024233546045383143,-0.018898954029847898,0.04160185671366459,0.06652966727242746,0.048967856514102494,-0.02768944508582584,0.08155619174929193,-0.016871000919701472
TG,-0.040822054742514415,-0.008750626069333772,-0.01615514630890929,-0.03241315974562972,-0.008373505344649831,-0.02223862653432584,0.018195099142699685,-0.01909947875266659,-0.014106695942904385,-0.039633737189336125,0.06204123735371722,0.053979236371848295,-0.047217787869950165,0.04769527891731513,0.046128925715396354,,-0.022226093409504856,0.02936841150238226,0.0472156256483803
ADA,0.0784587928246068,0.009650958706117421,0.008169015565499732,-0.008204785469100593,-0.03358761758551594,0.021851036957338175,-0.03916326848957099,0.007749134506629881,-0.02291040867251953,0.025500533081456403,0.03674404043169017,-0.08522418833735726,-0.008497488892624404,-0.05640501124186042,-0.005422151394464155,-0.008155906678894454,0.04036241328786453,0.053298237255588084,0.031797920819797855
LAMC3,-0.06024543396074337,0.07636842406747384,0.05334007976940756,0.005898004414002738,-0.0406218521723453,-0.019650845996629085,0.05432574509524697,0.004479312620320617,0.023021893761490775,-0.006428179641163314,0.013040726975588274,-0.09121614515094256,0.06158323047015263,0.01004573131544895,0.045847472463380876,0.06398215339194938,-0.024082668416945924,-0.0006387461436887987,0.046321210582425415
CCL7,,-0.023763881854010856,,-0.011035632129756773,-0.026412489198839196,,,,,,,,,-0.04351428739012103,,,,0.006785425473249346,0.10776638099504546
NGF,0.05320491266079767,0.06450565917482615,,-0.0026000815068025758,-0.0015161149146899284,-0.021221614491968206,,,,0.01711615631411681,,,-0.043094925292471914,0.05012863818356479,-0.03371254048094975,,-0.012914088588235768,-0.021323980647925237,0.06934974199149627
TNFSF15,-0.0032116624702678716,,,-0.026095643100735918,-0.01955571737408305,-0.025767692472681444,,,,0.07005998233602115,,,0.022684589861455544,0.020312677883309607,,,0.004418529640346841,0.0535424918754018,0.02273152874446413
HMGB1,0.04155222464678723,-0.059091486222577996,0.04038362273185879,-0.003537860457606759,0.040227288667080335,-0.0917070224080354,0.01187069078846128,0.036659639727915076,-0.006442077553143651,0.041605964340915826,0.03619158020083209,-0.09280358442107377,-0.037774960400457594,0.0041424977089649625,-0.07051335957394306,-0.03658782717875296,-0.01830324086008377,-0.03355771631328156,-0.00013364770438448754
ITGB3BP,-0.010111535385258148,-0.03295248486808083,0.014984022569909371,-0.05289083158753012,-0.012561167212913086,-0.0542671590994478,0.03535328627674289,-0.00012152015691339893,9.799015237016646e-06,0.011161616226058794,0.06315458041836247,-0.015325521647165385,0.07727373462939913,-0.006441151573240835,-0.01947837611536823,0.01381189900727696,0.032230952544272065,0.020956163863174088,-0.021846048609873374
AANAT,-0.04202169375701968,-0.0033484793462754555,,-0.02374436886272181,-0.017620870898499095,,-0.026602580532639458,0.0060636997228207335,-0.016261014375349513,,0.032075588552733125,0.04368024837823737,-0.030204080896221043,0.07014421668218804,-0.018659627811783132,-0.03442781759489718,,-0.03405653152392981,0.008907134018514168
RELN,0.030255858408428392,-0.012705197193512674,-0.002520832060601941,-0.034102057946846544,-0.014350206513826505,0.05731841702381969,0.009605979305984858,0.05501239161444149,-0.01048236074709906,,-0.0353382210843477,,,,,-0.043054108745422835,0.007738948280154682,,0.06670499191761059
IL15,-0.05188286886892827,0.008183801382574534,-0.020581409238219835,0.0021980479673078196,-0.012296805712992381,-0.01833524506592946,0.047867464515455246,0.03384516120910053,-0.0005151851087126306,0.08263054267688312,-0.006796915460276624,0.03938321226592661,0.0611452782330917,0.021844610259133944,0.03509982763569189,-0.042873596430690164,-0.013808072436463044,0.06179625595939713,-0.001585251713283078
UTS2,,,,,,,0.029231560116347446,,,,,0.011826807156948617,,-0.03250821735776645,,,,,
BSG,-0.0032835667294708656,-0.057712276653812226,0.012111117254964809,0.07239117685001382,0.01934046893042655,0.004699036170106755,0.09757194494079854,0.05381593103582914,0.043374808553554016,0.03201342216223022,0.009420267202371612,0.14230883351011517,0.03275828938186476,0.0552936400333397,-0.011381554795999881,0.06825278469347267,-0.009073443581091068,0.10635758712094642,0.08167867587220283
ADAMTS3,0.02124835653444923,0.02651585301007749,0.018850072209485407,-0.011212593591897043,0.029537515786577553,-0.01644706120271784,0.04921094588127755,0.01885006543386561,0.05727964922332211,-0.034853954417181435,8.622981134580296e-05,-0.021484133070175146,0.026481045447921386,0.03160181576243364,0.023381751145621316,0.04734414192494811,0.02115416157326952,0.10403725631252128,0.06257617562105491
CD34,0.03753815242850267,0.020023866615262783,-0.023023711196123602,0.027543143536025546,0.025998461516159622,-0.04855481839382662,0.029314487051067664,0.007321057531463519,0.008495400711202491,0.08138013169335886,-0.017621444866033877,-0.004478379253015406,0.07648484665148252,0.0026661613918225933,0.047198992068034705,0.050358399186415735,-0.03880840442121504,0.033019981094855114,0.0057986143766816396
CCL23,,,,,,,0.0962216529677342,,,,,,,,,,,,
PLAT,0.045526945536513236,0.04429138374263211,0.018614127273883896,-0.003696582105622059,0.05413401382206101,0.01865009597224638,0.023513450061149792,0.010856431962389935,0.025840514482580762,0.09585159331502029,0.006254509078821672,-0.10034843650723207,0.10604936800288643,0.07057990464791367,0.09360660057488494,0.11017387812786517,-0.030659827326620696,0.025019506261046577,0.08374311262225988
NTF3,,,,,,,,,0.038506237040104634,0.08637237265154205,,,,-0.005580125647440543,0.059887932078136474,,0.0350524556174885,,
LTA,,,-0.011880545375107972,-0.030035588103438628,,,,-0.014263213482071622,,,-0.006478599640319748,,,,,,,-0.0227682522666654,
CKLF,0.09481729680785952,0.00878109640496059,0.015486434776507876,-0.02594345678384538,0.06953051705424865,0.029984493559159515,0.0395808264289268,0.038991833138619855,-0.03216705007942621,-0.017441100345082543,0.04565402267593897,-0.0032334663861694974,0.10440038587294147,0.06650179472190303,0.095992743935151,-0.015747712246701476,0.018037855020573937,0.05768443148818402,0.01633073934998352
APELA,,,,,,,,,,-0.02077500878412285,,,,,,,,,
CD24,-0.023731471985652758,0.02758972719963362,0.009911351023872,-0.0019137483608648142,0.0020387861429035734,0.018710676479696826,0.013943962981092985,-0.035473341304828765,-0.021233538183302904,0.030293170075681466,0.042080790523918644,-0.0935191095590326,0.09373404654255837,0.05059472287061853,0.006009359886155529,-0.037658949187754726,0.04322948735205093,0.051405203207444634,0.017149813578542644
HSP90AA1,-0.002341899145577397,-0.006033104674035456,-0.028710717248867052,-0.05392514893728375,-0.06384279256033416,-0.03231233240045693,0.006736530857491746,-0.006022431066944963,-0.016197245867437243,-0.01253571632063385,-0.09249993830446986,0.09777668650785433,-0.13048803531293107,-0.12237821539959175,-0.1623375667149814,-0.07723819747794075,0.01423403757643417,-0.1361450388981284,0.021316141944820306
BMP4,-0.06385210557326589,0.03439913929959236,-0.01259407453525198,0.01501178039022313,-0.03419614642659264,-0.037367251524695416,-0.00014597665491022677,-0.038632154763273384,0.03249886317941725,0.001351451297877381,0.002941614419205743,-0.014731123673683146,-0.034696318432787684,0.026130275364035217,0.04516225019340535,0.03300809402882754,-0.012888928861139785,0.1022881387951175,0.10485547383284204
SCGB3A1,,-0.02376387947765442,,,-0.020984281950606767,-0.023405264609553153,,,-0.013716324669539324,-0.037192338151013755,-0.02065752398505679,-0.0825313548704678,,-0.04511458147391935,0.0420455538756981,,-0.04444693749569417,0.11653796448371674,0.035585963494183484
IGFBP4,0.005557297195923912,0.02149052184063654,0.032627660334437335,0.023145251360607428,0.019128450123951615,0.023195299900452153,0.016788840392496,-0.02218591572735202,-0.007787074323304214,0.03695163440050912,0.0008381037610948819,-0.0077063378385196545,0.044645968068567916,0.0014907699597154522,-0.052165165459335014,0.08146045789424104,-0.0640935493025376,0.03865552748372675,0.0531291480084342
RSPO4,0.2148009737389213,,-0.01920625848150215,0.013141800879838196,0.007034031143016455,,,0.03034376718895835,0.10991455360151027,,0.10094325531631702,,,,,,0.027938650751358873,0.06661437030453828,-0.023099757336545068
LEFTY2,0.022995866533456578,0.04623055071327681,-0.01202645654824749,0.03429587428638491,0.013851427653007604,0.03376380369682904,0.08936739700046734,0.05668624943950179,-0.015040115554528968,-0.02008660775407365,-0.03654623956389166,-0.044927395665137586,0.0007294339322112828,0.04864333471221306,0.08076666778701365,0.09979359737719773,0.003611274440210066,0.06993953347344678,0.11468986499589337
PF4,,0.049840516148023144,-0.010806970753663376,0.036294429002476584,,,,,,,,,,,-0.0313208827364764,,,0.010169681032552272,-0.035920997000259754
ANGPTL2,0.005096843687058957,0.024192928080985308,-0.003027805924807744,-0.002333565245301759,0.07739880188255996,-0.013897053972876043,0.0011652801950914446,-0.008035430282823323,0.04726529985355273,-0.06001119028036898,0.028141466863419874,0.018746112171995427,0.04581098039382656,0.094024419623239,0.0695382076179459,0.032504713135530106,-0.063112847172149,0.04893342597501839,0.09378381790623647
LRIG2,0.005333334634686844,-0.016045786178289168,-0.0656206301408989,0.026883526869810666,0.00411911014183198,-0.036712479928311684,0.0032795489472074394,0.004186314575048208,-0.02273153293655244,-0.020601438582517676,0.05582364795396981,0.034701105481931206,0.12740025542880873,0.04641937861240841,-0.003998763226054311,0.02974162689934447,-0.04014926020714137,0.037798891199506225,0.07411093716033555
ICOSLG,-0.013548858757530024,0.006354730183389855,-0.04052719995144518,-0.023491611127393217,0.03673362246191767,-0.03376987587077771,-0.07669598607726032,-0.021158038370305898,0.039674289059289415,0.002115730847848973,-0.01934144512720685,0.0742178365212117,0.07982388588323469,0.07072029337016879,0.01835275666802891,0.07170480460987683,-0.054478457964280566,0.0791605650186157,-0.0004077558544809809
WIF1,-0.039241795956676984,-0.020492254743937833,,,-0.009209394375594277,0.0022251050021412622,0.04379193098060423,-0.02246756429764919,0.008124686274523906,,-0.023055922762874496,,,,,,0.013051507632750016,,-0.0100597161856023
NPPC,-0.04912252337373765,-0.06844698629380448,,-0.013847671542575723,-0.042248654727510986,0.0762957984162999,0.01921025257666475,-0.010734627764886828,0.08657816099518299,,0.05333085238014701,0.0338984256204838,-0.036166242510761164,0.005850499635468487,-0.02173537672782866,0.15590817588585082,0.0031456287692879993,,-0.0171433217107607
LYZ,-0.00266970105718284,0.05871010662503148,-0.009909883496038314,0.014087888729416121,0.007979840336708418,0.08191398226164828,0.06187986073707576,0.031825850799306256,-0.027402708449445194,0.0028905423720999523,-0.011536369205466685,0.02366031845422076,0.08516722996901993,0.04507105864354325,0.026979167096785467,0.03297661345554089,-0.10671849154295006,-0.011238005463731366,-0.018744876074674698
EREG,,,,,0.045207209975661994,,,,,-0.02348815265742554,,,,-0.0068129845347541995,0.007113001562584047,,-0.04400510152431489,0.03708348162859394,0.02308265823627202
SPTAN1,-0.03230516959406593,0.014874438826210843,0.014111998380056723,-0.04400163319836735,-0.04057551480104643,-0.03258441897442652,0.06647266334929085,-0.03071947183294267,0.005459940692628235,0.05849034992899826,0.039940154271756394,-0.02107350680241629,-0.01391046302277686,0.0005315172900407679,0.026730136115538802,-0.02242516364134738,-0.0280628336107018,0.015486796508827677,0.026862859145181724
PTH2,,,,,,,,,,,,,,,,,-0.009430215763786373,,
LIPC,-0.02560479893845028,-0.008040361517628401,-0.016265068558205364,-0.011248739024879433,-0.023448242019392645,0.025215846307507138,-0.02311091696570357,-0.03130645691219077,,0.027204891033639055,-0.038562411960870215,0.089989640343979,0.04092672509671743,,,0.07512624003004847,,0.03912977473757928,-0.006914741350964262
COL8A1,0.06236522010961331,-0.01090930973884632,0.004925841491752902,-0.023935545053455468,0.07064544429529221,-0.007843787486831217,0.07129074976018648,-0.029634627422173185,0.03189171298947917,0.009183590197451495,0.028233507632649125,0.026508696396797173,-0.0029521652099375115,0.028516817541616765,0.09426570754242544,0.010256790689916443,-0.02063071103073716,0.0726078877454725,0.02604774387985395
GSTM2,-0.004470913326901061,0.0014507723800493294,-0.02368086415014697,-0.04143554647332249,-0.02234170249038885,0.008070911249858037,-0.01135996392809132,0.031837821453232516,0.010346229347377178,0.025773214139855918,0.002518423491669753,-0.006587903333608489,0.07773932602969989,-0.0067337236024603625,0.06930018229699712,0.006724438910946237,-0.012400221791905794,-0.013097949303095244,0.010589718930630172
IL4,,,,,,,,,,,,0.03273472152795566,,,,,,,
SPX,0.03733461392231682,-0.018795293971108,-0.033898020708280935,-0.006882863581183332,-0.028286579688903996,-0.03755363471821957,0.05511429383620112,-0.02376834808977401,0.03505778869957944,,-0.018017727853072544,,0.03302363934907792,-0.02151063522744383,0.05856581721687032,-0.07283532319008855,0.027656474739288787,0.039384600936552626,-0.04799667126047412
MFGE8,0.03836804261347487,0.03427438732504493,0.06376534957593637,-0.0334469103459732,-0.00873881133226225,-0.06278254119326104,-0.045156344291115806,0.027745119836464972,0.011833908241774637,0.09458377145066836,-0.03313047998510365,0.01214783924399306,-0.02997529069996367,0.022894937279733896,-0.028123227256909168,0.01799753073156082,-0.032342476349024735,0.062311044586653486,0.011925907713920377
TGFA,-0.01238285736364629,0.002181555356361212,0.014657283137376468,0.0609122540752009,0.002727433521282468,-0.001632480097148118,-0.04199861161513436,0.03585583323021949,0.02539963793357997,-0.031654787249591865,-0.019193008498500974,0.034370946377003615,-0.026128660288506887,-0.003711426350704847,0.041042488027639774,-0.06516998356658074,0.020398628728633565,0.05425566935576667,0.050884029104285154
SLIT2,-0.023334264229205884,0.0022819798619577456,0.0223511903039851,0.027581070574357516,0.059072555199703405,0.09354811527337212,-0.01431090488198418,-0.01356494327609194,-0.049050456593066845,0.026672515353623624,-0.00967705404562229,-0.017155603706153436,0.033504795054596935,0.042652738760269066,0.028642096957363156,0.09251818201005028,0.016905433443883303,0.05583433954841326,0.03895688253271434
PLTP,0.014748614314437877,0.03750385032059052,-0.0073143752214934465,-0.021460739337000097,0.0585166283772023,-0.05208785603373481,-0.026802521065223784,0.03437118862072217,0.00011491419487030149,0.05427444005436379,-0.010238327676742492,-0.01450068572909651,0.10594868662251394,-0.019472480904545435,-0.009187018120414099,0.05287407647243081,0.00549458077388423,-0.014243254820444917,-0.014707528328376863
APOD,-0.014307492495989093,-0.04511552013788325,-0.04255231299032747,-0.024763851959475582,0.024248435635954527,0.05639705415353382,-0.08170244679254711,-0.03422937286881831,-0.02280765312097166,0.016550535421453166,-0.024878040727354597,0.05878303409787748,-0.06868974951674302,0.11918436441671487,0.05107652664392181,-0.16239391354891716,-0.03072360891708632,-0.13450335033247093,-0.049667215889886145
B2M,0.047997503484942076,0.018267992933208823,0.043422032059351905,0.01804020637267971,-0.03569881818006351,-0.007302877435969712,0.01688116125024071,0.008739459689807431,-0.011072491695163224,0.08489324648194002,0.039657500860531956,0.01576494208709847,0.06519075700681704,0.06316615901881706,0.09424120382768983,0.07063664773119155,0.0058252563718598814,0.05983222411456782,0.019900700698972092
OMG,0.05270120563103955,-0.019643304754808643,0.0014900303999756369,-0.06266351723785907,0.02835391741256956,-0.0592496184090046,-0.007442015600022573,0.041945446242937834,0.06443701340491677,-0.014875176131033526,-0.003453290974373744,0.028150409590569823,-0.042318688173349044,0.10472190243475678,0.049202098602288205,-0.0666953012518931,0.04400985255128655,0.0970485431624613,-0.0032045987149426484
CXCL3,0.06819047961502686,-0.0009646834825991294,-0.02221810338943721,0.07031901851377222,0.036919954071003715,,-0.024115886367924357,0.0037849345244392197,-0.014673565938787287,0.006984295726553419,-0.021320493002863504,-0.06227605435938384,,-0.0025842391461732084,-0.023023448885847793,-0.02424408572994593,-0.02081966085754507,0.051558971772503376,0.09141454088430526
CXCL10,0.10408456022586558,-0.034453619839160655,0.015481353993198067,0.02627194044254414,0.04111215626581366,0.08113711956256904,0.04438453165095143,0.04853721094464371,-0.022290220644264842,0.03729401285544454,0.009551797890432841,-0.08617361595627133,0.03912265380787227,-0.04493408407348931,0.05602424964750299,-0.000979558813961843,-0.04827628087404765,0.008789131971937005,0.018457969038596183
RSPO3,,-0.021112421482632208,,-0.011239942149185831,-0.023448227562401187,0.013879282302902264,-0.034402366824945685,0.016139038285705256,-0.035631872845647776,,-0.022279504275741366,,,0.048561795465771065,0.058262690834256774,,-0.010024292850718982,0.022915924600743577,0.011305324623705912
CORT,-0.02503070216822433,0.05995387561698658,0.0142235523524364,-0.023148280547092896,-0.028457964482361313,-0.03199553653552485,0.0720006484304758,-0.03251115922803463,0.06877078571712261,,-0.011716708238026296,,,0.01771381295474296,0.04592450494475311,,0.014384144426871739,,
NCAN,0.1000690725836026,-0.013791293630880781,-0.03036655698296962,-0.045796021917924076,-0.024411903767268026,-0.02291803051199441,0.041110374024053944,-0.0026888139502493557,-0.038224288778811295,,0.054682590846422865,-0.13287017237940874,0.04082710692377961,0.10681835759509695,0.0911571613539263,0.0364414219437279,0.03122376838881077,-0.015522502133975276,-0.017736382120995924
PRG4,-0.014174579982601127,-0.03573804029458612,,-0.023434666360579375,-0.016788846751218302,,0.03628734241663191,0.009270742268800725,,,-0.012310541793998573,,,0.01514814680038938,0.15102518018663139,,-0.05074430436361857,0.054702268785360164,-0.04999713404601718
ZG16B,,0.011730202619597634,-0.013004432859888069,-0.01666228061740421,,,0.001723106692588869,0.09694861256734108,,-0.026497883676801462,,,0.16490417514073574,,,,,0.06718203756481199,0.003338629386868925
TGM2,0.04772891167201911,0.0351436064627252,0.045535980663083155,-0.047457336222826836,0.056388553154794296,-0.047021445065539534,-0.01245045324618311,-0.005871149810464836,-0.029060717137262698,-0.0023656373729663105,-0.007224716387238088,0.1513273259294428,0.07661705959095395,-0.004258595570730502,-0.0614464131602313,0.005548411337136285,-0.062483693184050476,0.02899457637072237,-0.02780979939780553
