,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.0013554247705904053,,,,,,,,,,-0.020322170338641577,,-0.016021254988278034,
BMP1,0.027453044777695296,0.017451226393780585,0.015467346213899735,0.009059318235749654,0.010560757105701923,-0.03438400817153923,-0.008688277921125611,0.1038449197251479,0.1223830502029162,0.004972046348265703,-0.010586564690484771,0.01684100415431661,0.10288704299396088,0.007564379428785994,0.04663083631542251,0.043763022259425806,0.04243713497438868,0.0437106856429252,0.13122716138438698,0.013342485237424198,0.029662463792326555,0.09590383110495725
NDP,0.04815621571822131,0.07461568106656165,0.03678655829129614,-0.01248925663508774,0.12205380505998271,-0.04436444019838028,-0.01298432626074516,-0.0340938995512582,0.015167615786150754,-0.02727720860413615,0.0035840094418945934,0.10285315036314388,0.0461894587425019,0.07768393413682374,0.020795039666579675,-0.02040445385715361,0.007318230962909248,0.10332209664657008,0.08361344786395528,0.034385600105545734,0.06894860454438091,0.021590638868188412
TNFSF18,-0.01927998481725503,-0.03042734879194524,-0.03948891600246018,-0.016040070902048533,,,,0.0021581090641544483,0.06449375531857407,-0.007048276337089178,,,,,0.03864749090391229,,,,-0.020957895562869474,,-0.018649211002950992,0.006239699495875438
IL36G,,,,,,,,,,,,,0.06418690480555683,,,,,,,,,
RTN4,-0.039226139934352026,0.0488964483437625,-0.028819355845370296,-0.007330667875902891,-0.023678514101612532,0.021538314068926957,-0.01210060704200258,-0.1297433743439763,-0.1911542472211813,-0.035838112497528704,-0.008287726218052977,0.027130806008811893,-0.11370599044631641,-0.106422617218937,-0.015539156061803798,-0.0983641102727088,-0.031496020241965225,-0.04054963400229387,-0.1110870138616119,0.02098872398359352,0.0182322852936968,-0.047017814389150876
HEBP1,0.004577289167533909,0.04602577981409029,0.024041729657856174,0.060378844527211956,0.028165813734118618,-0.002530485963482121,0.06835337522299725,0.09072447497443904,0.06501702867733589,0.01043680715957485,-0.024406331114166853,-0.021969298885979063,0.07466269134158539,0.018749566510083436,0.05587252708498186,-0.03844588420462039,-0.007987063927439713,0.056890236632302825,-0.04835756965687542,0.01439323774688932,0.013940287258344577,0.018197265433054752
WNT7B,0.17290930921203831,-0.04295633056409309,0.0007353554928608028,-0.0018060226700736875,-0.017238841915890823,-0.04467398886738262,0.01230068607511932,-0.040822395227830946,-0.08579450573348779,0.0014539941296965214,-0.022399052078620595,-0.014743520128207854,-0.0452284485040002,-0.06856650201251348,,-0.045542381387287605,0.020256568757627755,0.10338594905517208,0.05375976605704882,0.010654623539667899,0.013578345119498075,0.041298778936959525
PTMA,-0.020164549061480408,-0.06416572362955039,-0.006746197237261196,-0.0075815120072970634,-0.03753133801625022,0.00962390008830293,-0.014298955926602946,0.17225720429750874,-0.08317284233648213,0.021661222753852218,0.009003151169414983,0.07933384707324141,0.14640371356280135,-0.03063842236515364,-0.02401477807926554,-0.04354275144579344,-0.06934261262773947,-0.12978137818203375,-0.1602127148836685,-0.03330793296063867,-0.07084903951361028,-0.018538188390037635
FASLG,-0.016985067559718677,,,,,,,,,,,,,,,,,,,,-0.020557812653848942,
CEACAM1,-0.023583914954667863,,-0.025133612814297063,-0.029031001262365134,,0.016111372938623865,-0.005468486586075937,,0.04936318813929136,0.004466339913305843,,,,-0.047913129617003634,0.03138781596438978,-0.00997485975998734,0.02469486678933963,0.034319574740500486,-0.03011430788993174,-0.0511901014999512,-0.006175563619501185,
PDAP1,0.02944497414807624,0.050126815669869255,0.039247492375053324,0.012598007762763328,-0.0006382737775665297,0.05954692250483654,-0.02372169523436726,0.05264857407476167,0.1581716122254497,-0.038332405909431724,-0.0017722648615996672,0.09861422218104196,0.06857015427221506,-0.04103695941252747,-0.18825352902463677,-0.0370015377133238,0.0009257899151620809,-0.005269378944067116,0.09602796363350716,0.03616459551554687,0.007190828297315796,-0.02015968406766657
QDPR,-0.016328068252124833,-0.004065437512638957,-0.018736385663732327,0.005081199042132681,-0.04171528255762962,-0.002936190027887517,0.0226237407102323,-0.06248422296979787,-0.12495467134055169,-0.04016294139660142,-0.04899281081840281,0.02099992824017222,-0.057821673364817326,-0.009814345304560605,-0.04312752413180891,-0.1333069311640494,0.009471880386942504,0.05487814376807368,-0.09889600818455442,-0.037441655970677536,0.041554810457301625,-0.040123780518141916
POMC,0.037694993757785476,0.03528916733198796,-0.03559342678466333,-0.024830753648042835,,0.007523481336348254,-0.04191508812379637,-0.017765931328001743,-0.013215359262883216,0.00031303658405475735,-0.04020818921251653,0.017044756222300932,0.0027976256533435158,-0.01799625771217445,-0.05556372228391259,-0.023603299590779534,0.0821669889349223,0.10325626417276308,-0.056477663282707945,0.016001129387381782,0.02070436745628715,0.01220608929672604
CCL18,,0.014596439520844865,-0.03136437406728675,,,,,,,,,0.06954347804383268,,-0.06528815472371512,,0.004382648354772699,0.03342970579550079,-0.03027361013597963,,-0.05723048631130514,,
CCL17,,,,,,0.011198342660570907,,,,-0.014112931749526448,-0.027723747392801788,,-0.0375915738289763,,,,-0.044398444445398234,0.013452645895695564,0.08872674099914526,,-0.030605608673866507,
VEGFD,,0.018170830005631237,0.011998852287607087,-0.011139750151631803,,0.04091658050621997,-0.01904873151820415,,-0.030917047779325253,-0.016537751200690863,-0.020335703987694978,0.05841334818441089,0.008827521220104153,-0.009800295843431804,0.05430473043333344,,,0.026929774458894145,0.02389884965552442,,,
TNFSF13,,,-0.009041068920432313,,,0.03103999630742711,,-0.01774438127828356,,,,,,,,,0.08677421649982904,0.0911106452356204,0.13045500600784124,0.0031513998095290376,0.03896162537616879,-0.031067159620903798
WNT5A,0.0013448591766514785,-0.02784776150527559,-0.009803516135336214,0.05380666121265166,0.002463520241960973,0.08259959900269465,0.04227387444533593,0.12215825250073443,0.1654176054015284,-0.02659539940653556,0.0385792314456386,0.008920392006572554,0.041769248251119134,-0.01837972965034962,-0.022465292825703784,0.052051929485187845,0.023736435687578918,0.06477054224168431,0.07414793583389975,-0.019621701540489592,0.04092377495014774,0.05404483078306391
CXCL8,,-0.016436103177399013,0.0029943411830472403,0.07656211924692091,-0.006166194496429941,0.08670215593055293,-0.06520155436165737,0.09660667446440074,0.029903357611109037,0.015562571573374664,-0.01893749177914728,0.024790727515842666,0.1179251340023941,-0.0869135022035662,0.045532687498184954,0.09419182360060291,-0.12933533754919935,-0.121921081965661,0.08275515205004294,-0.016018999381172547,0.015344929064698955,0.022461130888840247
GRN,-0.08628700757570693,0.0002624282019603172,-0.023137406540375063,0.02645964042767154,-0.0010408746233085868,-0.03262237742911611,0.012697559430087355,0.0886152488851011,0.16018201192627224,-0.021082832990745995,-0.03489019613590698,0.046441512178551025,-0.011930080629776333,0.01289251811211328,0.07701376061027297,0.017986892715243247,0.04098578642014983,0.0042920050533927475,0.10040085213501031,-0.002084751016326193,0.017329608034568286,-0.021180742847023523
MIA,-0.022231988437019522,-0.02869340053775601,0.05074766851817052,-0.01887689575796957,0.02779378261266863,0.04936375208967207,0.03563299520951427,-0.00735644153245302,0.19407710272946022,-0.050136327171203414,0.02693923420006554,0.07095315246527081,0.05954896320799549,0.003227100191246475,0.09120217206334191,0.024014349010837745,0.2306714823137422,0.16536682128285438,0.038331182545254285,0.043000072530985624,0.00659396333830123,0.07460511677082668
COL4A4,0.1492642374033112,0.05714566971235211,-0.0009298437475325986,0.023373157326084755,0.027138015499356613,0.051054537838251104,0.07812681944096526,-0.016882994832142825,0.015329154034246317,-0.026631149551603388,-0.001008324488734645,,0.05313915626920018,,0.10277588551760283,-0.0319062444393092,0.08720922106519466,0.031195495188524755,-0.014029027638985177,0.0030118296125988685,0.037088696644070544,-0.03472225499879121
TAC1,-0.016985058318842283,-0.013557437518393105,0.0015607695390057678,0.03785449959062933,-0.06102910837772606,0.023737944991898213,0.03899206735278454,-0.11973318300691016,-0.13773126749224576,-0.03746674144278817,0.04780609960964451,,-0.09485412253582129,,,,,,,-0.04926320799894499,0.020694484515538125,0.016765840699086876
RARRES2,0.019644491247391815,-0.0709805165226919,0.0015870594555596287,-0.008455288219268824,0.052152895571304855,0.009328524794060654,-0.011018412921311053,0.12770730552868204,0.1385260341458819,-0.021824388007686,0.024837152394012275,0.135339073878185,0.06970008815363306,0.06912806223516503,0.019608308849894226,0.08599473386856356,-0.012267116613547586,-0.041695713839390754,-0.03576078849194472,-0.026660319049356465,-0.006001776792818879,0.003413947695347316
FGF7,-0.004662188144240349,0.12126324826911515,,0.026067591949015926,-0.02563930605891018,-0.019243647899040376,0.0010546695533465782,0.00236015422777013,0.07265128194256834,-0.029585586754155378,0.002387868070195695,0.030727258749374712,0.03272210616697926,-0.007067980050106595,0.027804485555815585,0.03044079067718232,0.004951319342304854,0.0795836454858825,-0.007260272174330323,0.028600531501306623,0.03765877503353145,0.09234820147484356
EFNA2,,,,,,,,,,,,,,,,,,0.028045975899527453,,,,
HBEGF,0.0035617937345755095,0.09003613042748407,0.023477432344410194,0.003778062720132384,-0.00916357303275617,0.024475355403773935,-0.04632858354658549,0.10996956200734186,-0.000805445814837262,0.022777567797572576,0.00988455278063625,0.1223729965368374,0.03992756458947134,-0.12062548631681967,-0.028461770676129976,0.060166813906360056,0.012889393586024147,0.0426541271114501,0.001988491397332406,0.028310312889356506,0.007207734997095142,0.0733539436390046
CSF3,,-0.020369659358090382,,,-0.03949771450254041,0.0549342918560608,-0.09911067990618347,,-0.029287473836837337,,,0.13381295513236144,,,,,-0.03724367862736076,-0.04707395264271716,,0.0249103925640192,-0.018459232103376196,-0.022456037123019232
PI3,,0.07630308498570473,-0.022741432916453672,,-0.02397379945730248,0.04641808863746549,-0.032059364197067994,,-0.009016383231812645,,,,,-0.0183211944592189,,,-0.18242080741032196,-0.08457553789382219,0.044774193719825564,-0.02073356540660335,-0.07000984019700278,0.014911388806456977
PCSK1N,0.04645694392221593,0.02632375522416261,-0.012791490568592983,-0.04832247689457957,-0.028257138771357566,-0.05005579431914202,-0.010774594143509744,-0.05843195135091046,-0.054426056942470595,-0.05068353555017069,-0.006902426753300713,0.01425570083059204,-0.10050662440674583,-0.012050871645932205,0.050544945830448676,0.09043951142659311,0.05060876776609037,-0.012294507935097489,0.07513422830504562,0.07373168465930481,0.11016915643850288,0.04002155078915158
NTS,,,,,,,-0.012955390233752364,-0.020610300735555462,0.009149620491029947,-0.030422992689891824,-0.011864880086465763,,,,,,-0.023984701600950904,-0.026342036254546307,,0.07158068157709903,0.12766140981413224,
SFRP1,-0.024713688892869907,0.05653147456263538,-0.03384790386462396,-0.00864257383501636,,-0.030977552701236876,-0.00830383033901385,0.056903803567018345,-0.0033246098824975937,0.007125513650020218,0.013927109483767542,-0.026682001838361433,0.02114610364963219,-0.007876977556813521,-0.05827040168189581,-0.011333966465927709,0.08387147292499945,0.027349916288833383,-0.06561407478552322,0.036150966260383575,0.05891263054734391,0.0003702935034047088
CXCL13,,,,0.09146569062028358,-0.028680014208711458,,-0.02808750994795587,,,,,0.023869967094955175,,,,,0.10280393333426992,-0.026199455228009965,,-0.029443984593511573,,0.020838592928311982
