,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
TNFSF4,0.02958228371369838,-0.006515133942864123,0.043863701204109866,-0.02534257075026612,-0.05050595790528757,-0.029431505690621466,-0.01790726380847447,0.010777699037156483,0.0582217398251754,-0.015852526373054555,0.008689322940223555,-0.022301606362380818,0.062023364561408036,0.0038286759804295138,-0.017955217278551962,0.09732578616732279,,0.0059208883390561825
RBP4,0.00990823474018939,0.03487925753320829,-0.00012237827190370116,-0.021031211005976366,0.16093435035256703,0.09084936880234266,0.053180965143495545,0.06954628263802615,0.03962975104743709,0.06461042164428805,-0.02149702043564951,0.14764040791886857,-0.050125286502173044,0.04442424529447399,-0.0009532961612739503,-0.04088041773630201,0.044702859564930454,-0.03901331418842713
DKK3,0.14018158086375024,0.07037532967816955,0.023364340942043094,-0.03921582126390243,0.19628362788402456,0.09605555824169164,0.06738681025876567,0.09113521744082281,0.002962702050924318,0.10552496836438137,0.02687569826199986,0.14267956906790744,-0.023450548469656548,0.07321430977124962,0.02350601272744231,-0.05813029880619945,0.10987496175640696,0.015748774075191867
COL11A1,,0.005985594117644489,0.02609322916776117,0.03723881745632788,-0.04332765978766014,-0.09272707291022499,0.01700407144915685,-0.00562744117475999,-0.03538043382267102,-0.03538533644192526,0.06089026197213241,-0.03342362231512164,-0.030635621965116742,0.018506504951805412,-0.037756262113753734,-0.020120788358417217,,0.0427287050210606
COL5A1,-0.07892719525963307,-0.03849249233402089,0.04467688313212821,-0.004752263524833355,-0.09066667691200139,-0.03455702410095536,-0.05849111130416976,-0.09947866031800778,0.062165902430884504,-0.07225769172635226,-0.1566911924251392,-0.002907249926085423,0.05311232986552715,-0.030003534290866125,0.05758331499038861,-0.054923107075050395,-0.042788850554576964,0.04320849596194019
KISS1,,,0.015657589155729,0.0010166477498681162,,,,,,,,-0.013210690479247158,-0.0156968502202868,-0.03244861431545142,,-0.028637939236179726,,
MEGF10,0.1006992457699134,0.018506454872031064,0.05940672386514598,-0.019732144348524272,-0.009411188277744568,-0.07422076721058322,-0.06965940743621385,0.041284770151330974,-0.008069977437522222,-0.11189448549733229,0.01014012861286029,0.04051836713336611,0.0329432236299371,0.055505166358743606,-0.015296879209208579,0.06560883229625562,0.024621123100472934,-0.003107726592043768
CEACAM1,,-0.03335262929974685,-0.02559498464024911,-0.017393047367647966,-0.026173033475353068,,0.044955577187529926,-0.02801799986703145,,,,,-0.032985421528473315,0.023729900496342247,-0.022171381096092468,0.011346680460261478,,
EFEMP2,-0.07019631161601043,-0.0036589593737490164,0.019745329029621037,-0.02673212269995784,-0.09279843078659274,-0.034770767648231025,-0.02630314977243888,-0.06734495974223009,-0.004544550376036235,0.022808173019395646,0.07287306456744179,-0.0749567022218836,0.05940413859549622,0.04790390487217849,-0.039384668778471896,-0.022734626308161466,0.030642417966722308,0.031142412117863148
IGF1,0.05651401781934914,-0.04126429323508213,0.013710141097242001,-0.018707377053326597,-0.01162281919407821,0.007312036253981478,-0.03193284678016641,-0.010249633647191036,0.007741535854254448,0.003101722450080414,-0.007261959368119821,0.005567498722020523,0.059153035265075246,0.015875965717615202,0.03585349226724417,-0.0008455105901143721,0.0012234921377744193,0.047717748888120456
COL6A3,0.010321208746297337,-0.022828413041496836,0.03870477326700192,-0.01858828298028703,-0.05035865075112243,0.029001757304144477,0.07283450312176583,-0.009156235362657777,-0.024939202924665872,-0.05301684191086943,-0.17408736497879898,-0.013181827577528832,-0.030893707459123655,0.008905415263926922,0.035375481408072756,-0.020970595417088164,0.06591195388338633,0.006903680327006719
RLN2,,,-0.01163696903220784,0.0711715075899657,0.10662903538500311,-0.023389981018963224,-0.010089906739498975,0.0009976041949281264,-0.03372653227435423,0.057915681807548504,,-0.011256676120370306,0.04452862851689276,,0.047799409674454424,0.023243501590115297,,0.013583205555391588
WIF1,0.09092880643703846,-0.03507217859831242,,,0.10928001153286067,0.0901364260514287,0.0800431263700346,-0.018265246530830673,0.03953616692181469,0.03108551601367328,,0.131147413143417,,,,-0.012499483656493324,0.07006002238242215,-0.02561369954419896
IL13,,,,,,,0.05358393699768175,,,,,-0.01565677110412634,,,,,,
PLAU,-0.03389655161309099,-0.013440917614046376,-0.03201884954157245,-0.0009658856675247877,-0.07670888838421139,-0.04290514598612171,0.017227094828489414,-0.06366139687258209,-0.023688357028195797,-0.07045263891438464,0.015937338004353076,-0.0867667523689967,0.06914372446912555,0.11932529059602497,0.05219768826764674,-0.0354155098784486,0.059604847673897614,0.030950918029125817
CXCL12,0.13842117589256778,-0.03063647730419341,-0.004286502832638351,-0.04605044148353096,0.16499669341721312,0.011459251121417978,-0.030227232439303763,-0.0191267606843964,0.0255322465998009,-0.05679977549691142,-0.06011379937819017,0.060746314484329725,-0.02225726266864309,-0.012179639632131535,-0.007017477105241113,0.02153880351053271,-0.041328330597971225,0.005447139624646173
MMP9,-0.022923632534826148,0.026374730200049403,-0.02328212203729738,0.010351285629776625,-0.057526962084997545,-0.0029963844529767776,0.0008791610259257568,-0.009796272845086738,,-0.046554703992313665,-0.010107598097157552,0.07214746659039888,-0.04626458791265276,-0.07311308505719186,0.012633908862444126,-0.02231395601327368,,-0.06938769094374495
TNFSF14,0.039043882385908814,0.06642918352958703,0.05050597893085036,0.03091333219640392,-0.06276054890213378,,-0.03535277259160667,-0.01545421349222056,0.028939802636671765,-0.017631638698686003,,,-0.009593188278779965,0.019993335847839595,-0.02216678375884491,0.07427145562746677,-0.04662882548284258,0.024685071977996038
HBEGF,0.016763918500560297,-0.0282523851946379,-0.01190266657311403,-0.04576429600688361,-0.05623063535741385,-0.05999843277255561,0.06575326253749322,-0.13530239934719673,-0.010683987171687545,-0.026589438449763664,0.037852881270657376,-0.019547697896619438,-0.020976810924864444,0.028671973426692136,0.05046761271281866,0.0007256085977423883,0.04868026503491695,0.05630372279789593
NUCB2,0.0007570573903066474,-0.056362644218828965,0.02739075354094041,0.055003946102603576,-0.005493078146492802,-0.0347735112734132,0.024052049188927675,-0.006791342462958731,0.0057137775765892275,-0.011595707129771546,-0.03243062819421743,-0.03544010758625522,-0.052769627405392386,0.015204028838073848,0.01279084949051514,-0.019780055168680078,0.016880784020540458,-0.0009202527092980972
VCAN,-0.015738691884786146,0.02731521379732767,-0.029129575717395644,-0.049132707217202184,-0.031875728381081075,-0.09470793819840259,-0.0521651603262526,0.018565622182222182,0.058694861676802955,0.02717405700146252,-0.0037926103413438226,-0.13417535543511444,-0.04481919264713908,0.013837814330205495,0.01348999741157932,-0.020447924575410156,-0.032145067712147354,0.058425593991302205
VEGFC,-0.02369538783235338,-0.010115725617257676,-0.03597394001187032,-0.019767520741082067,-0.036726133142025594,0.02759732374429783,-0.03897707904109376,0.05744449262996051,-0.009377220097556932,0.02604996959909553,-0.041192279211217875,-0.013623994394095543,-0.04513763677772239,-0.027833574395796947,0.08056089118297971,-0.032460926203908426,,0.07719153319395604
LMAN1,-0.06896579044574036,-0.05598596120931955,-0.031534404107643056,0.01358375745548658,-0.06920978906139064,-0.015047576488823414,-0.04975774332116253,-0.037193701744680306,0.05074443746384568,-0.044128712069504326,0.04926971649563152,-0.05339450825323583,-0.005575653155561556,0.011462843420146486,0.037517499427984796,0.023477100179923317,-0.0848816657075148,-0.005404142400312405
IRAK4,-0.009987083207515526,-0.0024243269057673106,-0.021826787555546335,-0.005598639722950797,-0.050136988048621565,-0.060940154196700506,-0.04153513838003502,-0.03767117725330326,0.023349885205970432,0.0242761752906736,-0.012022929077115278,-0.046028905704984774,0.035308257773709426,0.006106431473536571,0.029117240558026978,0.03353096611407695,-0.04109572761787166,0.04736931422164264
MICB,-0.03941409975345023,0.013247612166923316,0.05208141797750637,0.03996299592968343,-0.06239278677642487,0.025594611312128722,-0.027678732781012624,-0.06641310809552886,-0.01593483120167865,-0.017128687519795956,0.05035007448786276,-0.02758138834199678,-0.02042893261397743,0.005160435005961513,0.0474881516512465,0.007903327605048832,,0.058548389719298884
COL1A2,0.02473360619488495,-0.048692313933629605,0.04477387357152894,-0.049725041557123754,-0.06732468495554658,-0.062249542649457465,-0.02502780260553576,-0.06656507436404453,-0.01625597700706117,0.0021896779901524758,-0.16911296277867446,-0.05474581390117102,-0.05962169214646314,-0.027633541001071397,0.033502600777636504,-0.0392753520622807,-0.025208914994176886,-0.007645604615306021
ICOSLG,-0.03036919389081011,-0.01547918710147587,0.010668928551621916,-0.006345721607475594,-0.04345866044229872,0.024372068595735187,0.0015774101452126943,-0.0771037812006278,0.036961140041623035,-0.1275919801447333,-0.04699159746522088,-0.06198420657022609,0.01968017302452753,0.08567398011557474,-0.04388006526305734,0.06759944642428278,-0.06901075464910615,0.09775799645743966
GNAS,0.13808140254439352,0.0009910144278976298,0.0068622060873869,-0.05806549362039978,0.2378505931829233,0.11462553607413162,0.12052025229542915,0.012675120993992582,0.021020904011964242,0.0965201571849475,-0.1062851324161154,-0.08829973278796424,-0.019040203560028262,-0.0010433087324256778,0.062449337059352863,-0.08210584620095025,0.042846246594395454,-0.049126063903249834
C4B,-0.0027401395628258015,,0.022190420800506996,-0.01815098436229701,,,,0.019113755763418554,,,-0.016444239020675374,-0.019528445145800773,,,-0.03229755953663447,0.0811615179880925,-0.018825524539511425,
COL2A1,0.15366186430571832,0.03153000147317714,,,0.0647921198560435,-0.0194546308065967,0.013680104903166351,,,,,0.019229758762772553,-0.012170962812752862,-0.00819811518425191,,-0.02902887196655192,,-0.04400142726307644
GSTM2,-0.016626229882708253,-0.030756514863363713,-0.044072247200466014,-0.015067253239820985,-0.00769453483432636,0.009464573593116483,-0.034895386777974935,0.006102781714433074,0.015177822595392037,-0.0285165493118143,-0.029899584375076674,-0.024670947011479063,-0.01768044598877915,0.0405211809609285,0.049859520213715126,-0.03338498266975633,0.0015259803113320156,0.08107068199084139
NLGN1,0.06817230620009612,0.03814764906993115,0.0905592350175538,-0.025060588291990992,0.03293007706479651,-0.02215404964568057,0.012254620938492848,0.04434036104155413,0.023767017601916303,0.03713679399356862,0.1173491835358488,0.017590860227371243,0.004020876207420225,-0.007507292764876071,0.011375969783563285,-0.006175658618954827,0.11534267500189761,0.019718461340415508
SCGB3A2,,-0.042498867236722804,,,,,,,,,,-0.018215283699019244,-0.03173647116729569,0.002283959998096724,,-0.008423445583300854,,0.004857996643186223
LEFTY2,0.09258238625926672,0.02028410288109852,-0.025909332652479782,-0.031762894537901175,-0.02187329356094388,-0.05039925684039744,-0.02005515531018092,-0.016380193131877815,0.0044712209594362515,-0.030434088298323312,-0.019038003956280435,-0.018729912049425902,0.0006249250428581706,0.09988539274433035,0.020909249348570545,0.053097420860988204,-0.022233846070612764,0.07008398801310267
ACE,0.12062459801727399,-0.0024434594577441874,0.014004460417340464,-0.02604828563511584,-0.01530540135973087,-0.08598082198470519,0.014771254670113016,-0.04511799368416019,0.037825273709121,0.0012870696394025572,-0.0716602709709188,-0.019930429976655895,-0.008988896331392635,0.034151032194648864,-0.02344994195045785,0.06301938920478073,,-0.06699905634621636
RPH3A,0.15062988606720099,0.07706615541131567,-0.07316325442419543,0.03164817680050655,0.0895499304786858,-0.0192170404408582,0.07139145398384286,0.04685627222068113,-0.02753015672820174,0.0725848492279087,,-0.03881983603205548,-0.012690406357304408,0.07251791732920476,0.022292246841762276,0.010117685677154677,-0.014363863833783987,0.021007733525594683
NCAM1,0.014664690782177924,0.023156742056997307,0.05799320346583686,-0.04529465484562286,0.04574405319686197,-0.031050322418111037,-0.040146058919812884,0.025165786156203393,-0.08375534633537661,0.009459550659709206,0.01607421749685811,-0.06181838111601126,-0.0017065100301590845,0.04867065058599878,-0.04274934298325599,-0.05383029243852151,-0.03382151598004999,-0.011343048698052862
GIP,,,,,,,,,,,-0.020706829670812905,,,,,,,
EFNB2,0.017603394935796598,-0.004724294201928325,-0.01448314968784761,-0.032760848623788884,0.037622293783669714,-0.007033500137023812,0.057347587880004804,-0.03946664918466071,0.004077111749154873,0.1174698649642781,-0.001055296706909115,0.014383279410441818,0.02317352973666111,0.03507864076454545,0.016245633851959693,-0.012586556113178604,-0.03599407301588592,0.012014502943265053
ICAM5,0.11536126585891901,0.04503852556613788,0.04869649250732023,0.04542424010284081,0.17046633223979982,0.0008228735738402401,0.006578919805128201,-0.057853298219701435,-0.018276145264486517,0.06748010215008841,-0.014991828447065678,0.07887821676964402,-0.04758455618288506,-0.013721875363332912,,-0.06834925066017955,-0.04944267272902006,0.0213936924568284
CCL5,0.08130170971372719,-0.025589816898384035,-0.01232927528974208,0.05815409232542899,-0.024863022052183003,-0.02264490315936264,0.009655768208691705,0.014945269772772744,-0.018744690691815807,-0.07920189378751735,0.021098402452511846,0.053394556111742104,0.017877650074659805,0.006920859442258915,0.09119354206780117,0.02162952155119768,0.0980923823084408,0.10245466841029363
PSPN,-0.05524871538964784,0.007695434677899101,0.060887803083064775,-0.010526636762358843,-0.01996677677547252,-0.01583631960129202,-0.004030417664381678,-0.0387130643647995,-0.06906797237744938,0.009704599051983157,0.08161854327139628,-0.001552610605693699,-0.01722970341491765,-0.014186270635871223,0.07048580175375845,0.0018079741235709423,0.035045543720188296,-0.003214731812522505
PENK,0.1233548405858236,0.05780775028701977,0.045346626201441836,-0.008274399449596674,0.1805645400263773,0.0753474074359816,0.04191264040083078,0.03477237672932499,-0.010517608044899138,0.0045728267726982885,,0.016124016779643036,,,-0.029579142394654964,0.06745816249739886,0.09883819352418027,0.055331491206514684
EGF,-0.05311064100208708,0.038536978955720676,0.02037710850423745,-0.010598784382949615,-0.04544365745512351,0.004002493251290957,-0.014809193295520972,-0.008937512234855043,-0.03548998337871731,0.0547707097402883,0.017256557239983913,-0.02048839635394984,0.0896101330124539,0.022298050293445233,0.038110276412428715,0.01875294098062504,,0.05456586233360099
SERPINC1,,,,,,,,0.022573756673780126,,,,,,-0.019009872436171995,,0.008163274592176162,,
UTS2B,0.10706639921361402,-0.029039906918994284,-0.01608890576816994,-0.013498520692169653,-0.024456418402070905,0.004493322163588615,,-0.011892832745621019,-0.02617191297465739,,,,,,,,,
F10,,,0.027762158354281825,,0.11828348722360119,-0.005284375363236745,-0.032240648654380206,0.08447531301812033,-0.010023507530938558,0.02223971904476678,0.07217005131942293,,,-0.005725626066963643,0.04682144267074686,-0.04235084184900579,-0.039245646984875024,-0.0023917702667579453
FN1,-0.12270707728318747,-0.026713773404219127,0.002399029994881324,-0.006838579282286649,-0.16146639973606156,-0.02280942924308054,-0.023985924303303742,-0.031178389090511165,0.04510988901474855,-0.04751237367413658,-0.16294167777279733,-0.10276753676486607,0.03020594089583681,-0.0719753037775847,0.08090582062323554,0.04967667570949115,0.07123593549825108,-0.002893435829257031
FGF2,-0.038976472136898865,-0.0316625100428333,0.004793239585040335,0.05277008202931925,-0.07337234196568095,0.029549887064182656,0.020783896002926693,-0.045957110042562456,-0.028604918574110967,0.024523806868956013,0.11662410424773043,0.027000638044608203,0.041649954462851066,0.08586615602508062,-0.02080349581202173,0.04034399414278506,0.005495499566437306,0.06338864455536417
GDF9,-0.04296063537648726,-0.014326648379609133,-0.038865154912032025,-0.012197231461346983,-0.03518334400583905,-0.02246373198137595,-0.018261308245333712,-0.0001995817287150579,-0.002902147223722589,,-0.021805879876284694,-0.03958854588986443,-0.05215159672650015,0.07263020685130518,-0.05029282718060899,0.14097241209071973,,-0.027766797609298018
CSF1,-0.08677210075597484,-0.04040024624116887,-0.019489754284606402,0.03469063580458258,-0.14691523576027518,-0.0017698100496993544,-0.039591172494389724,-0.014025801851735867,-0.027237991084646525,-0.037148166750688126,0.03959361995132583,-0.09865383085467938,0.06767867261835464,0.06422238349426322,0.04691200231646878,-0.054943452065421804,0.04965889134912184,0.056101725017202606
GZMB,,-0.016108324920007997,-0.023625757133078507,-0.013126405537217436,0.032948476805095814,0.012769417430674519,,-0.030573610432984788,-0.02586860224703247,-0.015282906496942484,0.10923815586559985,,-0.03973394699972005,0.05834949257623344,,0.03565031749621525,,0.05427801142455481
WNT11,,-0.0223598315992165,,-0.018244103691826108,,,0.026050586278296636,,-0.048147351438739903,,-0.01921082866653536,,-0.013687215865581751,0.08316977482579005,,-0.01959527911292207,,0.013891039932275374
GDNF,,0.04344694081154686,,-0.013251534058717526,,-0.024695999706522895,,,,,-0.036343918752611094,-0.013349791546525274,-0.015813625048972442,0.021524280894890276,,-0.03424147780388077,,
SHBG,-0.03126875502993152,0.031716269975118824,0.010708470320701763,-0.021599102518565273,0.02092503904627675,-0.030457420016567763,0.01485655546753211,-0.0019054685271916447,-0.003671442417883645,-0.029536398765096485,,-0.010758131896301794,-0.0315257144457682,0.001276672623024203,-0.018939150872816238,0.021211584345730998,,-0.0033050175538070145
EFNA5,0.12406907701866503,-0.020548439129452294,0.039294756505058495,-0.02569225410721441,0.10319982802815011,0.010570824808863018,0.08393152293253665,-0.026789888447289845,0.008928131275614056,0.05140930522902165,0.0021734433240347267,0.03845089502352352,-0.02070813464704179,-0.012827944522923173,0.0684639919591455,-0.003726525134858662,-0.009968744518877446,0.09673248691055879
THBS1,-0.004915125367038928,0.012084820773034343,0.039468497907595955,0.005334196200390648,-0.1130479447882559,-0.04596950748414409,0.004277972053700234,-0.07805731519439182,-0.010915947411852556,0.003066793432646395,0.02904719748468699,0.04501703213997041,-0.004009464666275759,0.04841433033581242,-0.005891519983642138,0.00936444755338542,0.13805716428699266,-0.02711206286789636
PODXL,0.1438290134779609,0.011801838773385684,-0.013737495262573361,-0.07544157816721937,-0.12217486269655561,-0.0022057856606527457,-0.0037931977696838777,-0.04936726349967838,-0.056013960842821474,0.014012143570050251,-0.027186174116515638,0.017979937162900483,0.0369636361328502,0.07814099046524389,0.02264681962866434,-0.07044050557556963,0.07069843836897192,0.049235319467797564
LCN2,-0.019564675038818334,,,0.05645931091298685,,,,,,,,,0.03795924567212088,-0.017587381319293143,,,,
C5,0.018381780801023085,0.03516491591995111,-0.015560270165748303,0.030387606758115457,0.0011813238277760213,-0.05360922172916571,0.010970731672875739,-0.0022158207054554595,-0.055029103262836054,-0.054057499140609165,-0.03863565852549336,-0.0013111525383933441,-0.013775846511516511,-0.01779974350555984,0.06499260439755843,0.009011663911290458,0.03857574788054267,0.013586301083521646
DLK1,,,,-0.022466807918820175,0.20303694340975298,0.01629808905512082,,0.10438661093679265,,,-0.02484223763299791,,,,,,,0.0470130053174953
CXCL5,0.07776996217373083,-0.022034249393778814,0.04785617698498545,-0.010328514831697437,-0.03723425264483382,-0.024108904826599855,0.02023818190279006,0.015003309692743244,-0.0032459569116382934,0.04771277655385058,-0.026179511502603538,,-0.011936889515464956,0.055981876484664045,0.020580323614986476,-0.04538647310342704,,0.10344334330802504
BCAN,0.1415626939865243,0.07246610946792889,0.025197317773147487,-0.08344258857644474,0.04266799546021317,-0.07414901170136493,-0.08896049642166774,0.10396794565357609,-0.03119413765932053,0.09882381744655822,0.0004753894421665149,-0.12396051958311881,0.0028586810279335574,0.08300728425104663,0.03606465429122595,0.056928597209550874,-0.026704044794998983,-0.04733992802211517
RELN,0.04497578321818123,0.05178351901339606,0.09985550807553824,0.011691576063103793,0.03165794986484274,0.046728167786210105,0.033021192802319035,0.020403744889976583,-0.010108208744580769,-0.05824573634003328,,0.020273966260342686,,,0.06570186905415856,0.004830499041433324,-0.011501982790717928,0.041238521285201175
COL4A3,-0.034523192940045806,-0.011620357469442216,0.008203040278625302,-0.02480405938055458,-0.07082228223872615,,,0.03457728995913251,0.00258828425471514,,,-0.014799227567342409,,-0.026264793746301803,-0.03339930639766582,-0.03340172241414174,,-0.043609729996721275
GNB3,-0.03460962543667566,0.060664366537181075,0.015656948499814864,0.018108743056128404,0.12017712538149788,-0.0755593380836502,0.004242083636229202,-0.043907956131816854,0.010515422100308843,-0.007416292025081858,-0.02331389964163212,0.03357594156115901,0.03138970596951429,0.08002148757842895,0.030260047987203748,0.02294507138497002,,0.02572669675460517
PYY,,,,,,,,-0.030692433847521714,,,-0.014773346350138484,-0.010926731893187607,-0.037055456990624555,-0.01577507785510188,,,,-0.033989270830017314
MSTN,0.2566714438459713,-0.05707437033931247,-0.04449921950127329,0.0017455913565132112,-0.05901066785081811,-0.01047438232488974,-0.02057582352348021,0.006624811842487601,-0.047970155078955766,,,-0.04272207638837628,-0.012458639868992493,0.012376082675091184,0.01107710605941266,0.0606018421949578,,0.053308032650032214
COL18A1,0.023699785279923564,-0.01817485059919179,0.030485893500451965,-0.08705956510064829,-0.012059114207059282,-0.09403683120591787,-0.018894477465712146,-0.11744295404123287,0.021419241611208235,-0.053012530899932485,-0.016029739478253046,-0.041736150913104654,0.03470966308699147,-0.017393326435205685,0.07249552487811262,-0.07855196268229014,0.0039933792754615885,0.015386732524192509
FABP5,0.05284922054848086,0.042525369702747264,-0.04457404009410275,0.03306450038803648,-0.11989762406340831,-0.06660739035475088,-0.03137415256640057,0.02336501394092989,0.011990196669181809,0.02558293910654202,-0.05278540969780372,-0.1413897554791738,0.09935181531453915,0.09318953117403873,0.04192496644853287,0.05268380504623822,-0.01841437446532852,0.06029371618792222
TGFB3,0.07921159623838829,-0.048779042710778174,-0.050240083056586005,0.03529790114294058,-0.02053017650392679,-0.02690814369585508,0.011436357778290242,0.023888819956802292,0.008195499772583513,-0.02972014088084881,-0.06514016312787631,-0.08767120146559629,0.06165977979631252,0.10328628218060072,0.048237796784289036,0.01179874420147717,0.11121371405037002,0.05452493364664267
BSG,-0.0027099229313605013,0.0070301161519591045,-0.0015112669378760206,0.009908137499426303,-0.05254327397731253,-0.05806899053619143,0.021226301762288683,-0.11575298028046742,0.0014229892140911252,0.12261999133638948,0.05006954950587417,-0.07391261493734551,0.02089696818484829,0.0019225830441506372,0.00015536764245020385,-0.02736931088725701,-0.02800111054868429,-0.00039551340743253075
TDGF1,,,,,,0.07718271497822389,,0.0006357660181878932,0.06987591453109253,-0.01420723822811623,,,,,,,,
S100A10,-0.1623253136861609,-0.053904298226436165,0.034358537405619886,0.03690555880991713,-0.19777585797937813,-0.0942872810357978,-0.011270423970062293,-0.05506437866806108,-0.0010514412010551842,-0.08875317848845138,0.021298438033700254,-0.11344428341806063,0.09028863624925798,-0.02256323755368837,0.0019837666705952205,-0.060430748212649515,0.09566219647472401,0.02435803495535075
PLAT,-0.04586376514183622,0.02883217808307433,-0.027227002018429772,-0.07076388806998862,-0.023368943937570087,-0.08443238169085863,-0.06006997540097665,-0.12900277504911586,-0.007708772890256172,0.0010341888374203665,-0.01274714141344121,-0.09605523177398274,0.00665491413013927,0.08803224333681453,0.0025633125971203483,-0.0006286634936339147,-0.013475083813631526,0.015241402481473685
SFTPD,0.07403480389676975,-0.008195161184685036,-0.0018137456359588388,,0.004268977509236459,0.05155532425774124,,0.006113486260210101,-0.048380397835799525,,,-0.0010193164740287242,-0.022435356952817984,-0.004635034076422039,0.056069161033536374,0.006659004881981475,0.03707468936112538,0.0030025478677340677
EPO,-0.053143561161394036,-0.01770701435208189,,-0.016291908642525194,0.058108583943249505,,,-0.03295234526914119,,,-0.013631155315357529,-0.013349792586164306,0.01856177445627688,0.042459486920252816,,0.007401903156092285,,
FGF7,0.02828695978543474,,0.06328986694740962,-0.028878919418746977,0.048768215231451084,-0.027100854534406877,-0.03202623221678891,-0.009632502725031994,-0.01608969193865737,-0.013613983954958749,-0.03834568224037289,0.045030483692702884,0.0037418437521223066,-0.00707016261146098,0.010248886303673679,-0.02479715302278294,0.05999634354494335,0.023028230632216543
CGN,0.024066459591638008,0.02338169240580184,-0.025592190936598622,-0.012236616377240276,-0.005503141300611768,-0.008972314105780473,0.010646314558332691,-0.0010650440652552877,0.06677021431009156,0.03221235021053123,,-0.033423618526601286,0.01768773938684931,0.10780015801222449,0.06358926958368127,-0.0470324961004507,0.10886822900110475,-0.010405680248163207
FGF13,0.0889422630731735,0.0804092017560362,0.05323765581179326,0.03278625017199216,0.022147425311152907,0.03471209680641006,0.09347146538886203,0.07685715651333991,0.06742173466194432,0.09996463299321508,-0.01851063105535156,0.09997382139984436,0.021650437408495038,0.045258990057064595,-0.014540724365885535,-0.010922417877730366,0.11701706382841408,-0.01179078403939674
